PERMNO,date,TICKER,PERMCO,PRC,VOL,RET,vwretd,sprtrn
84398,22/09/2008,SPY,46699,121.31000,249966400,-0.022639,-0.036822,-0.038237
84398,23/09/2008,SPY,46699,118.55000,328230200,-0.022752,-0.015606,-0.015633
84398,24/09/2008,SPY,46699,118.93000,311871200,0.003205,-0.003261,-0.001978
84398,25/09/2008,SPY,46699,120.79000,328252900,0.015639,0.016536,0.019656
84398,26/09/2008,SPY,46699,120.85000,285917300,0.000497,-0.001974,0.003167
84398,29/09/2008,SPY,46699,111.38000,459562100,-0.078362,-0.082622,-0.087897
84398,30/09/2008,SPY,46699,115.99000,328510200,0.041390,0.046630,0.054203
84398,01/10/2008,SPY,46699,116.06000,333084900,0.000603,-0.005703,-0.004544
84398,02/10/2008,SPY,46699,111.85000,365632400,-0.036274,-0.045669,-0.040291
84398,03/10/2008,SPY,46699,110.34000,461832500,-0.013500,-0.014310,-0.013506
84398,06/10/2008,SPY,46699,104.72000,610791000,-0.050933,-0.042386,-0.038518
84398,07/10/2008,SPY,46699,100.03000,540213500,-0.044786,-0.057971,-0.057395
84398,08/10/2008,SPY,46699,97.51000,725787900,-0.025192,-0.011662,-0.011333
84398,09/10/2008,SPY,46699,90.70000,534758400,-0.069839,-0.072777,-0.076167
84398,10/10/2008,SPY,46699,88.50000,871546900,-0.024256,-0.012027,-0.011759
84398,13/10/2008,SPY,46699,101.35000,456904700,0.145198,0.114918,0.115800
84398,14/10/2008,SPY,46699,99.85000,546688400,-0.014800,-0.009039,-0.005322
84398,15/10/2008,SPY,46699,90.02000,484627400,-0.098448,-0.089818,-0.090350
84398,16/10/2008,SPY,46699,93.77000,708811200,0.041657,0.039640,0.042507
84398,17/10/2008,SPY,46699,93.21000,476770100,-0.005972,-0.002514,-0.006213
84398,20/10/2008,SPY,46699,98.81000,321294100,0.060079,0.046511,0.047685
84398,21/10/2008,SPY,46699,95.86000,356501900,-0.029855,-0.031528,-0.030800
84398,22/10/2008,SPY,46699,90.64000,516168000,-0.054454,-0.059158,-0.061013
84398,23/10/2008,SPY,46699,91.69000,634666400,0.011584,0.000863,0.012634
84398,24/10/2008,SPY,46699,87.04000,545812600,-0.050714,-0.033427,-0.034511
84398,27/10/2008,SPY,46699,83.95000,400238600,-0.035501,-0.036965,-0.031764
84398,28/10/2008,SPY,46699,93.76000,639939400,0.116855,0.095343,0.107890
84398,29/10/2008,SPY,46699,93.08000,531381600,-0.007253,0.001444,-0.011079
84398,30/10/2008,SPY,46699,96.30000,414582000,0.034594,0.031975,0.025804
84398,31/10/2008,SPY,46699,96.83000,411499900,0.005504,0.018105,0.015365
84398,03/11/2008,SPY,46699,97.11000,205566700,0.002892,-0.000641,-0.002529
84398,04/11/2008,SPY,46699,100.41000,346977600,0.033982,0.039047,0.040826
84398,05/11/2008,SPY,46699,96.19000,390404100,-0.042028,-0.050732,-0.052677
84398,06/11/2008,SPY,46699,90.86000,477982800,-0.055411,-0.049131,-0.050264
84398,07/11/2008,SPY,46699,93.86000,380518600,0.033018,0.026437,0.028855
84398,10/11/2008,SPY,46699,92.63000,301903200,-0.013105,-0.013354,-0.012653
84398,11/11/2008,SPY,46699,89.77000,418596700,-0.030876,-0.024377,-0.022041
84398,12/11/2008,SPY,46699,85.82000,454330600,-0.044001,-0.053637,-0.051894
84398,13/11/2008,SPY,46699,91.17000,753801000,0.062340,0.068028,0.069213
84398,14/11/2008,SPY,46699,86.62000,540352200,-0.049907,-0.043682,-0.041699
84398,17/11/2008,SPY,46699,85.47000,415543700,-0.013276,-0.023999,-0.025810
84398,18/11/2008,SPY,46699,87.08000,524140600,0.018837,0.005702,0.009838
84398,19/11/2008,SPY,46699,81.50000,558809400,-0.064079,-0.063961,-0.061156
84398,20/11/2008,SPY,46699,75.45000,814180400,-0.074233,-0.070115,-0.067123
84398,21/11/2008,SPY,46699,79.52000,718768600,0.053943,0.061122,0.063248
84398,24/11/2008,SPY,46699,85.03000,523462000,0.069291,0.066174,0.064723
84398,25/11/2008,SPY,46699,85.66000,454188300,0.007409,0.009671,0.006551
84398,26/11/2008,SPY,46699,88.97000,370320400,0.038641,0.038407,0.035328
84398,28/11/2008,SPY,46699,90.09000,119905300,0.012588,0.010100,0.009643
84398,01/12/2008,SPY,46699,82.11000,370826700,-0.088578,-0.089406,-0.089295
84398,02/12/2008,SPY,46699,85.27000,469785200,0.038485,0.037723,0.039941
84398,03/12/2008,SPY,46699,87.32000,520103700,0.024041,0.024009,0.025836
84398,04/12/2008,SPY,46699,85.30000,444341600,-0.023133,-0.030146,-0.029308
84398,05/12/2008,SPY,46699,87.93000,472064200,0.030832,0.036150,0.036499
84398,08/12/2008,SPY,46699,91.00000,413016800,0.034914,0.040442,0.038387
84398,09/12/2008,SPY,46699,89.50000,370862500,-0.016484,-0.022388,-0.023118
84398,10/12/2008,SPY,46699,90.11000,396381200,0.006816,0.015166,0.011894
84398,11/12/2008,SPY,46699,87.94000,366329700,-0.024082,-0.029891,-0.028524
84398,12/12/2008,SPY,46699,88.99000,415140900,0.011940,0.010480,0.007028
84398,15/12/2008,SPY,46699,87.75000,256846100,-0.013934,-0.013872,-0.012686
84398,16/12/2008,SPY,46699,91.88000,377699900,0.047065,0.052898,0.051360
84398,17/12/2008,SPY,46699,90.99000,288101800,-0.009687,-0.004826,-0.009593
84398,18/12/2008,SPY,46699,89.29000,374829400,-0.018683,-0.020525,-0.021163
84398,19/12/2008,SPY,46699,88.19000,301523400,-0.004263,0.003924,0.002937
84398,22/12/2008,SPY,46699,87.06000,244192200,-0.012813,-0.019157,-0.018302
84398,23/12/2008,SPY,46699,86.16000,221772600,-0.010338,-0.007592,-0.009717
84398,24/12/2008,SPY,46699,86.66000,62142400,0.005803,0.004521,0.005781
84398,26/12/2008,SPY,46699,87.16000,74775800,0.005770,0.007194,0.005356
84398,29/12/2008,SPY,46699,86.91000,128419200,-0.002868,-0.004360,-0.003873
84398,30/12/2008,SPY,46699,88.97000,168555700,0.023703,0.024797,0.024407
84398,31/12/2008,SPY,46699,90.24000,194141800,0.014274,0.017414,0.014158
84398,02/01/2009,SPY,46699,92.96000,227638500,0.030142,0.030510,0.031608
84398,05/01/2009,SPY,46699,92.85000,240697600,-0.001183,-0.000600,-0.004668
84398,06/01/2009,SPY,46699,93.47000,328481700,0.006677,0.011304,0.007817
84398,07/01/2009,SPY,46699,90.67000,281047600,-0.029956,-0.030514,-0.030010
84398,08/01/2009,SPY,46699,91.04200,263834400,0.004103,0.006280,0.003397
84398,09/01/2009,SPY,46699,89.09000,331160900,-0.021441,-0.022413,-0.021303
84398,12/01/2009,SPY,46699,86.95000,278008400,-0.024021,-0.025568,-0.022564
84398,13/01/2009,SPY,46699,87.11000,356731700,0.001840,0.003519,0.001758
84398,14/01/2009,SPY,46699,84.37000,435967100,-0.031454,-0.035213,-0.033460
84398,15/01/2009,SPY,46699,84.40000,533808800,0.000356,0.004642,0.001329
84398,16/01/2009,SPY,46699,85.06000,399307000,0.007820,0.008418,0.007562
84398,20/01/2009,SPY,46699,80.57000,420108400,-0.052786,-0.055325,-0.052816
84398,21/01/2009,SPY,46699,84.05000,364767200,0.043192,0.043230,0.043491
84398,22/01/2009,SPY,46699,82.75000,427940400,-0.015467,-0.018234,-0.015162
84398,23/01/2009,SPY,46699,83.11000,386800600,0.004350,0.006850,0.005378
84398,26/01/2009,SPY,46699,83.68000,318269500,0.006858,0.006103,0.005553
84398,27/01/2009,SPY,46699,84.53000,274111900,0.010158,0.011298,0.010926
84398,28/01/2009,SPY,46699,87.39000,330317400,0.033834,0.033821,0.033558
84398,29/01/2009,SPY,46699,84.55000,294591500,-0.032498,-0.032865,-0.033120
84398,30/01/2009,SPY,46699,82.83000,383464200,-0.020343,-0.020762,-0.022789
84398,02/02/2009,SPY,46699,82.58000,288488900,-0.003018,-0.001062,-0.000533
84398,03/02/2009,SPY,46699,83.74000,278480600,0.014047,0.014347,0.015834
84398,04/02/2009,SPY,46699,83.33000,322993900,-0.004896,-0.004421,-0.007489
84398,05/02/2009,SPY,46699,84.57000,417679900,0.014881,0.015561,0.016366
84398,06/02/2009,SPY,46699,86.97900,366101600,0.028485,0.027958,0.026896
84398,09/02/2009,SPY,46699,87.10000,240075100,0.001391,0.001231,0.001485
84398,10/02/2009,SPY,46699,83.11000,536212700,-0.045809,-0.046016,-0.049121
84398,11/02/2009,SPY,46699,83.60000,324674600,0.005896,0.007331,0.007955
84398,12/02/2009,SPY,46699,83.66000,469302200,0.000718,0.002613,0.001739
84398,13/02/2009,SPY,46699,82.76000,293998400,-0.010758,-0.008813,-0.009998
84398,17/02/2009,SPY,46699,79.22000,478910600,-0.042774,-0.045276,-0.045559
84398,18/02/2009,SPY,46699,79.03000,362970100,-0.002398,-0.003754,-0.000950
84398,19/02/2009,SPY,46699,78.18100,316869600,-0.010743,-0.011181,-0.012024
84398,20/02/2009,SPY,46699,77.42000,477176600,-0.009734,-0.011754,-0.011413
84398,23/02/2009,SPY,46699,74.65000,379644700,-0.035779,-0.036170,-0.034699
84398,24/02/2009,SPY,46699,77.48000,426412200,0.037910,0.040235,0.040103
84398,25/02/2009,SPY,46699,76.87200,462039600,-0.007847,-0.010685,-0.010658
84398,26/02/2009,SPY,46699,75.62000,363371300,-0.016287,-0.012138,-0.015780
84398,27/02/2009,SPY,46699,73.93000,470568900,-0.022349,-0.019064,-0.023564
84398,02/03/2009,SPY,46699,70.60000,426453200,-0.045043,-0.049821,-0.046620
84398,03/03/2009,SPY,46699,70.07000,443761100,-0.007507,-0.006348,-0.006407
84398,04/03/2009,SPY,46699,71.73000,462763400,0.023691,0.025915,0.023753
84398,05/03/2009,SPY,46699,68.80000,485551200,-0.040848,-0.041860,-0.042532
84398,06/03/2009,SPY,46699,68.92000,490495200,0.001744,0.001621,0.001216
84398,09/03/2009,SPY,46699,68.11000,379907200,-0.011753,-0.011377,-0.010024
84398,10/03/2009,SPY,46699,72.17000,406230700,0.059609,0.063422,0.063663
84398,11/03/2009,SPY,46699,72.64000,356810000,0.006512,0.004072,0.002446
84398,12/03/2009,SPY,46699,75.50000,409818600,0.039372,0.041933,0.040729
84398,13/03/2009,SPY,46699,76.09000,337474600,0.007815,0.006023,0.007739
84398,16/03/2009,SPY,46699,75.86000,360821400,-0.003023,-0.004804,-0.003516
84398,17/03/2009,SPY,46699,78.18000,357075100,0.030583,0.031034,0.032140
84398,18/03/2009,SPY,46699,79.93000,473552400,0.022384,0.022385,0.020858
84398,19/03/2009,SPY,46699,78.94000,428597100,-0.012386,-0.008012,-0.012979
84398,20/03/2009,SPY,46699,76.71000,371165600,-0.021137,-0.020275,-0.019769
84398,23/03/2009,SPY,46699,82.22000,420247200,0.071829,0.069105,0.070758
84398,24/03/2009,SPY,46699,80.60000,330844000,-0.019703,-0.019974,-0.020415
84398,25/03/2009,SPY,46699,81.45000,441995000,0.010546,0.009027,0.009626
84398,26/03/2009,SPY,46699,83.11000,422025300,0.020381,0.025297,0.023320
84398,27/03/2009,SPY,46699,81.61000,322343600,-0.018048,-0.021626,-0.020316
84398,30/03/2009,SPY,46699,78.79000,324108500,-0.034555,-0.036280,-0.034819
84398,31/03/2009,SPY,46699,79.52000,364238200,0.009265,0.014267,0.013130
84398,01/04/2009,SPY,46699,81.06000,377018300,0.019366,0.017239,0.016557
84398,02/04/2009,SPY,46699,83.43000,476230900,0.029238,0.031761,0.028727
84398,03/04/2009,SPY,46699,84.26000,284646200,0.009948,0.011627,0.009732
84398,06/04/2009,SPY,46699,83.60000,264866600,-0.007833,-0.009808,-0.008332
84398,07/04/2009,SPY,46699,81.65000,259071900,-0.023325,-0.024674,-0.023855
84398,08/04/2009,SPY,46699,82.53000,230402700,0.010778,0.013138,0.011783
84398,09/04/2009,SPY,46699,85.81000,269653400,0.039743,0.039518,0.038053
84398,13/04/2009,SPY,46699,85.83000,224847400,0.000233,0.003955,0.002533
84398,14/04/2009,SPY,46699,84.35000,276598700,-0.017243,-0.019520,-0.020065
84398,15/04/2009,SPY,46699,85.25000,250726100,0.010670,0.012453,0.012549
84398,16/04/2009,SPY,46699,86.50000,335202900,0.014663,0.016078,0.015539
84398,17/04/2009,SPY,46699,87.08000,262648900,0.006705,0.006012,0.004969
84398,20/04/2009,SPY,46699,83.43000,293690100,-0.041915,-0.044786,-0.042790
84398,21/04/2009,SPY,46699,85.06000,300478400,0.019537,0.022800,0.021252
84398,22/04/2009,SPY,46699,84.54000,340395100,-0.006113,-0.005681,-0.007682
84398,23/04/2009,SPY,46699,85.37000,324903600,0.009818,0.009211,0.009922
84398,24/04/2009,SPY,46699,86.66000,287703000,0.015111,0.018978,0.016797
84398,27/04/2009,SPY,46699,85.84000,289581600,-0.009462,-0.011404,-0.010067
84398,28/04/2009,SPY,46699,85.57000,247927900,-0.003145,-0.002835,-0.002740
84398,29/04/2009,SPY,46699,87.39000,311505600,0.021269,0.024540,0.021610
84398,30/04/2009,SPY,46699,87.42000,301419700,0.000343,-0.000430,-0.000950
84398,01/05/2009,SPY,46699,87.89000,236110300,0.005376,0.005987,0.005396
84398,04/05/2009,SPY,46699,90.88000,287119900,0.034020,0.035889,0.033868
84398,05/05/2009,SPY,46699,90.57000,243036200,-0.003411,-0.003448,-0.003792
84398,06/05/2009,SPY,46699,92.14100,291941000,0.017346,0.016053,0.017404
84398,07/05/2009,SPY,46699,90.86000,317800500,-0.013903,-0.015484,-0.013202
84398,08/05/2009,SPY,46699,92.98000,299081600,0.023333,0.027335,0.024069
84398,11/05/2009,SPY,46699,91.24000,247923600,-0.018714,-0.020759,-0.021512
84398,12/05/2009,SPY,46699,90.97000,282431200,-0.002959,-0.002677,-0.000979
84398,13/05/2009,SPY,46699,88.68000,269619100,-0.025173,-0.031176,-0.026895
84398,14/05/2009,SPY,46699,89.44000,260098600,0.008570,0.012419,0.010352
84398,15/05/2009,SPY,46699,88.71000,271502600,-0.008162,-0.010650,-0.011410
84398,18/05/2009,SPY,46699,91.23000,242217200,0.028407,0.033054,0.030389
84398,19/05/2009,SPY,46699,91.12000,206102200,-0.001206,0.000466,-0.001737
84398,20/05/2009,SPY,46699,90.51000,285898100,-0.006694,-0.001755,-0.005131
84398,21/05/2009,SPY,46699,89.21000,258988400,-0.014363,-0.016571,-0.016758
84398,22/05/2009,SPY,46699,89.02000,166811900,-0.002130,-0.000103,-0.001497
84398,26/05/2009,SPY,46699,91.30000,236318400,0.025612,0.028135,0.026302
84398,27/05/2009,SPY,46699,89.67000,246313500,-0.017853,-0.017294,-0.018971
84398,28/05/2009,SPY,46699,90.92000,289094900,0.013940,0.015059,0.015419
84398,29/05/2009,SPY,46699,92.53000,258641400,0.017708,0.014740,0.013575
84398,01/06/2009,SPY,46699,94.77000,276246700,0.024208,0.027052,0.025818
84398,02/06/2009,SPY,46699,94.85000,230874400,0.000844,0.003122,0.001983
84398,03/06/2009,SPY,46699,93.65000,235403900,-0.012652,-0.017238,-0.013739
84398,04/06/2009,SPY,46699,94.53000,210102200,0.009397,0.013645,0.011484
84398,05/06/2009,SPY,46699,94.55000,284257900,0.000212,-0.003123,-0.002515
84398,08/06/2009,SPY,46699,94.16000,238565100,-0.004125,-0.002646,-0.001011
84398,09/06/2009,SPY,46699,94.64000,225125400,0.005098,0.005508,0.003503
84398,10/06/2009,SPY,46699,94.40000,296100300,-0.002536,-0.002825,-0.003480
84398,11/06/2009,SPY,46699,94.82000,275414100,0.004449,0.007230,0.006112
84398,12/06/2009,SPY,46699,95.08000,184373000,0.002742,-0.001361,0.001397
84398,15/06/2009,SPY,46699,92.90000,224190400,-0.022928,-0.025446,-0.023769
84398,16/06/2009,SPY,46699,91.64000,227319000,-0.013563,-0.013130,-0.012720
84398,17/06/2009,SPY,46699,91.55000,223445300,-0.000982,-0.003046,-0.001382
84398,18/06/2009,SPY,46699,92.21900,211725100,0.007307,0.006605,0.008411
84398,19/06/2009,SPY,46699,92.04000,215655600,0.003678,0.004131,0.003114
84398,22/06/2009,SPY,46699,89.28000,251913600,-0.029987,-0.033191,-0.030600
84398,23/06/2009,SPY,46699,89.35000,188309700,0.000784,0.002281,0.002307
84398,24/06/2009,SPY,46699,90.11800,211577600,0.008595,0.008957,0.006524
84398,25/06/2009,SPY,46699,92.08000,279410900,0.021772,0.021607,0.021444
84398,26/06/2009,SPY,46699,91.84000,167579000,-0.002606,0.000918,-0.001478
84398,29/06/2009,SPY,46699,92.70000,168481200,0.009364,0.007681,0.009065
84398,30/06/2009,SPY,46699,91.95000,228888200,-0.008091,-0.007744,-0.008531
84398,01/07/2009,SPY,46699,92.33000,173041100,0.004133,0.006075,0.004362
84398,02/07/2009,SPY,46699,89.81000,212309800,-0.027293,-0.028164,-0.029145
84398,06/07/2009,SPY,46699,89.80000,174499600,-0.000111,-0.001715,0.002566
84398,07/07/2009,SPY,46699,88.06000,197088900,-0.019376,-0.019566,-0.019684
84398,08/07/2009,SPY,46699,88.00000,248050500,-0.000681,-0.003674,-0.001669
84398,09/07/2009,SPY,46699,88.17000,163777600,0.001932,0.004887,0.003547
84398,10/07/2009,SPY,46699,87.96000,173520200,-0.002382,-0.003400,-0.004022
84398,13/07/2009,SPY,46699,90.10200,217413400,0.024352,0.023959,0.024934
84398,14/07/2009,SPY,46699,90.61000,181555400,0.005638,0.007242,0.005316
84398,15/07/2009,SPY,46699,93.26000,220877800,0.029246,0.031167,0.029630
84398,16/07/2009,SPY,46699,94.15000,231174500,0.009543,0.009462,0.008642
84398,17/07/2009,SPY,46699,94.13000,138561700,-0.000212,-0.000100,-0.000383
84398,20/07/2009,SPY,46699,95.13100,164179400,0.010634,0.013517,0.011432
84398,21/07/2009,SPY,46699,95.57000,217718200,0.004615,0.002507,0.003627
84398,22/07/2009,SPY,46699,95.55000,196067600,-0.000209,0.000626,-0.000534
84398,23/07/2009,SPY,46699,97.66100,258795500,0.022093,0.024248,0.023290
84398,24/07/2009,SPY,46699,98.06000,154003000,0.004086,0.004318,0.003042
84398,27/07/2009,SPY,46699,98.35000,159259400,0.002957,0.003428,0.002982
84398,28/07/2009,SPY,46699,97.89000,186685700,-0.004677,-0.003760,-0.002606
84398,29/07/2009,SPY,46699,97.65200,194399300,-0.002431,-0.006496,-0.004563
84398,30/07/2009,SPY,46699,98.67000,225575400,0.010425,0.013405,0.011896
84398,31/07/2009,SPY,46699,98.81000,207357900,0.001419,0.002687,0.000740
84398,03/08/2009,SPY,46699,100.44000,175776900,0.016496,0.017978,0.015342
84398,04/08/2009,SPY,46699,100.70000,176714500,0.002589,0.002512,0.003012
84398,05/08/2009,SPY,46699,100.41000,184726400,-0.002880,-0.002058,-0.002914
84398,06/08/2009,SPY,46699,99.89000,193203700,-0.005179,-0.007500,-0.005625
84398,07/08/2009,SPY,46699,101.20200,220684400,0.013134,0.013329,0.013439
84398,10/08/2009,SPY,46699,100.99000,130898600,-0.002095,-0.004378,-0.003345
84398,11/08/2009,SPY,46699,99.73000,157301000,-0.012476,-0.013741,-0.012660
84398,12/08/2009,SPY,46699,100.80000,219052400,0.010729,0.012282,0.011525
84398,13/08/2009,SPY,46699,101.57000,176449500,0.007639,0.008382,0.006880
84398,14/08/2009,SPY,46699,100.79000,199691200,-0.007679,-0.010026,-0.008531
84398,17/08/2009,SPY,46699,98.31000,237892600,-0.024606,-0.026025,-0.024261
84398,18/08/2009,SPY,46699,99.09000,173461400,0.007934,0.012018,0.010146
84398,19/08/2009,SPY,46699,99.96000,192812700,0.008780,0.006913,0.006861
84398,20/08/2009,SPY,46699,100.99000,174131200,0.010304,0.010693,0.010949
84398,21/08/2009,SPY,46699,102.97000,224604900,0.019606,0.018217,0.018623
84398,24/08/2009,SPY,46699,102.96000,191278900,-0.000097,-0.000860,-0.000546
84398,25/08/2009,SPY,46699,103.16000,215310600,0.001943,0.002744,0.002369
84398,26/08/2009,SPY,46699,103.17000,194620600,0.000097,-0.000795,0.000117
84398,27/08/2009,SPY,46699,103.40000,196230000,0.002229,0.003060,0.002782
84398,28/08/2009,SPY,46699,103.38000,147024400,-0.000193,-0.001408,-0.001988
84398,31/08/2009,SPY,46699,102.46000,176051600,-0.008899,-0.009184,-0.008076
84398,01/09/2009,SPY,46699,100.20000,321276700,-0.022057,-0.021972,-0.022124
84398,02/09/2009,SPY,46699,99.82000,171805000,-0.003792,-0.002627,-0.003296
84398,03/09/2009,SPY,46699,100.65000,143572200,0.008315,0.010726,0.008535
84398,04/09/2009,SPY,46699,102.06000,142687800,0.014009,0.014000,0.013118
84398,08/09/2009,SPY,46699,102.94000,132909000,0.008622,0.010437,0.008845
84398,09/09/2009,SPY,46699,103.73000,154612500,0.007674,0.007804,0.007782
84398,10/09/2009,SPY,46699,104.79000,162902400,0.010219,0.011127,0.010422
84398,11/09/2009,SPY,46699,104.77000,152383600,-0.000191,0.000072,-0.001350
84398,14/09/2009,SPY,46699,105.28000,149593700,0.004868,0.006409,0.006339
84398,15/09/2009,SPY,46699,105.72000,196795900,0.004179,0.006161,0.003135
84398,16/09/2009,SPY,46699,107.32000,206406200,0.015134,0.016251,0.015324
84398,17/09/2009,SPY,46699,107.16000,229170900,-0.001491,-0.003713,-0.003060
84398,18/09/2009,SPY,46699,106.72000,153799100,0.000638,0.001851,0.002637
84398,21/09/2009,SPY,46699,106.45000,151892000,-0.002530,-0.004265,-0.003407
84398,22/09/2009,SPY,46699,107.07000,143126600,0.005824,0.008567,0.006575
84398,23/09/2009,SPY,46699,106.18000,225947300,-0.008312,-0.010386,-0.010068
84398,24/09/2009,SPY,46699,105.01000,228636700,-0.011019,-0.012689,-0.009511
84398,25/09/2009,SPY,46699,104.45000,204058900,-0.005333,-0.006367,-0.006091
84398,28/09/2009,SPY,46699,106.32000,118285700,0.017903,0.017970,0.017810
84398,29/09/2009,SPY,46699,106.00000,133733800,-0.003010,-0.001059,-0.002230
84398,30/09/2009,SPY,46699,105.59000,254382900,-0.003868,-0.002862,-0.003328
84398,01/10/2009,SPY,46699,103.00000,281840600,-0.024529,-0.027110,-0.025760
84398,02/10/2009,SPY,46699,102.49000,224748700,-0.004951,-0.005280,-0.004506
84398,05/10/2009,SPY,46699,104.02000,149874900,0.014928,0.016024,0.014875
84398,06/10/2009,SPY,46699,105.51000,202491000,0.014324,0.014541,0.013705
84398,07/10/2009,SPY,46699,105.80000,159200200,0.002749,0.003057,0.002712
84398,08/10/2009,SPY,46699,106.61000,183305700,0.007656,0.009684,0.007470
84398,09/10/2009,SPY,46699,107.26000,135008200,0.006097,0.005240,0.005641
84398,12/10/2009,SPY,46699,107.68000,118031000,0.003916,0.003864,0.004386
84398,13/10/2009,SPY,46699,107.46000,157692700,-0.002043,-0.001931,-0.002788
84398,14/10/2009,SPY,46699,109.31000,191421500,0.017216,0.017853,0.017546
84398,15/10/2009,SPY,46699,109.71000,173873600,0.003659,0.002388,0.004157
84398,16/10/2009,SPY,46699,108.89000,192069400,-0.007474,-0.008156,-0.008098
84398,19/10/2009,SPY,46699,109.79000,159530400,0.008265,0.009989,0.009405
84398,20/10/2009,SPY,46699,109.21100,180921000,-0.005274,-0.007955,-0.006239
84398,21/10/2009,SPY,46699,108.23000,225787400,-0.008983,-0.008387,-0.008854
84398,22/10/2009,SPY,46699,109.33000,238443900,0.010164,0.010145,0.010644
84398,23/10/2009,SPY,46699,108.08000,240033200,-0.011433,-0.012745,-0.012179
84398,26/10/2009,SPY,46699,106.91000,242028200,-0.010825,-0.013211,-0.011717
84398,27/10/2009,SPY,46699,106.42000,253266300,-0.004583,-0.006312,-0.003318
84398,28/10/2009,SPY,46699,104.41000,248821400,-0.018887,-0.023878,-0.019541
84398,29/10/2009,SPY,46699,106.65000,198110600,0.021454,0.023841,0.022520
84398,30/10/2009,SPY,46699,103.56000,325608100,-0.028973,-0.027998,-0.028065
84398,02/11/2009,SPY,46699,104.32000,254489700,0.007339,0.005094,0.006456
84398,03/11/2009,SPY,46699,104.65000,228362500,0.003163,0.005758,0.002426
84398,04/11/2009,SPY,46699,104.92000,247996700,0.002580,0.000887,0.001043
84398,05/11/2009,SPY,46699,106.85010,180015200,0.018396,0.019376,0.019236
84398,06/11/2009,SPY,46699,107.13000,170954100,0.002620,0.001559,0.002503
84398,09/11/2009,SPY,46699,109.57000,159495600,0.022776,0.023285,0.022239
84398,10/11/2009,SPY,46699,109.59000,171899700,0.000183,-0.000683,-0.000064
84398,11/11/2009,SPY,46699,110.15000,169466200,0.005110,0.005488,0.005032
84398,12/11/2009,SPY,46699,109.03000,157144500,-0.010168,-0.011725,-0.010259
84398,13/11/2009,SPY,46699,109.62000,150962900,0.005411,0.006830,0.005739
84398,16/11/2009,SPY,46699,111.21000,210922100,0.014505,0.015600,0.014468
84398,17/11/2009,SPY,46699,111.33900,147134100,0.001160,0.001234,0.000919
84398,18/11/2009,SPY,46699,111.27000,156486700,-0.000620,-0.000955,-0.000468
84398,19/11/2009,SPY,46699,109.82000,208734500,-0.013031,-0.014033,-0.013426
84398,20/11/2009,SPY,46699,109.43000,134196000,-0.003551,-0.003935,-0.003215
84398,23/11/2009,SPY,46699,110.82000,148010100,0.012702,0.012969,0.013616
84398,24/11/2009,SPY,46699,110.99000,138420100,0.001534,-0.001315,-0.000533
84398,25/11/2009,SPY,46699,111.38000,109564700,0.003514,0.005831,0.004504
84398,27/11/2009,SPY,46699,109.57000,126001800,-0.016251,-0.018568,-0.017233
84398,30/11/2009,SPY,46699,109.94000,160874800,0.003377,0.003952,0.003793
84398,01/12/2009,SPY,46699,111.30000,159613600,0.012370,0.014001,0.012075
84398,02/12/2009,SPY,46699,111.25000,132315100,-0.000449,0.002350,0.000343
84398,03/12/2009,SPY,46699,110.38000,167324800,-0.007820,-0.008827,-0.008402
84398,04/12/2009,SPY,46699,111.01000,274907800,0.005708,0.005376,0.005509
84398,07/12/2009,SPY,46699,110.84000,127973800,-0.001531,-0.001596,-0.002468
84398,08/12/2009,SPY,46699,109.61000,169863600,-0.011097,-0.010591,-0.010252
84398,09/12/2009,SPY,46699,110.02100,155063400,0.003750,0.003547,0.003672
84398,10/12/2009,SPY,46699,110.64000,138014600,0.005626,0.005297,0.005840
84398,11/12/2009,SPY,46699,111.11000,124854000,0.004248,0.003163,0.003683
84398,14/12/2009,SPY,46699,111.87000,107141500,0.006840,0.008485,0.006959
84398,15/12/2009,SPY,46699,111.35000,120408700,-0.004648,-0.004616,-0.005547
84398,16/12/2009,SPY,46699,111.52000,155358100,0.001527,0.003319,0.001128
84398,17/12/2009,SPY,46699,110.18000,183390100,-0.012016,-0.012564,-0.011811
84398,18/12/2009,SPY,46699,110.21000,174591100,0.005629,0.006076,0.005830
84398,21/12/2009,SPY,46699,111.33000,118104200,0.010162,0.009765,0.010504
84398,22/12/2009,SPY,46699,111.73000,91707400,0.003593,0.004612,0.003564
84398,23/12/2009,SPY,46699,111.95000,111783100,0.001969,0.004734,0.002299
84398,24/12/2009,SPY,46699,112.48000,39677500,0.004734,0.005243,0.005256
84398,28/12/2009,SPY,46699,112.72000,87508400,0.002134,0.000985,0.001154
84398,29/12/2009,SPY,46699,112.56200,80572500,-0.001402,-0.000929,-0.001401
84398,30/12/2009,SPY,46699,112.52000,73138400,-0.000373,-0.000670,0.000195
84398,31/12/2009,SPY,46699,111.44000,90637900,-0.009598,-0.008656,-0.010050
84398,04/01/2010,SPY,46699,113.33000,118944600,0.016960,0.017123,0.016043
84398,05/01/2010,SPY,46699,113.63000,111579900,0.002647,0.003374,0.003116
84398,06/01/2010,SPY,46699,113.71000,116074400,0.000704,0.002046,0.000546
84398,07/01/2010,SPY,46699,114.19000,131091100,0.004221,0.002860,0.004001
84398,08/01/2010,SPY,46699,114.57000,126402700,0.003328,0.004173,0.002882
84398,11/01/2010,SPY,46699,114.73000,106375700,0.001397,0.001141,0.001747
