trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_id,block_trade_id
21,335614424,2024-12-20 11:37:23,1,0.031,0.03143514,59.19,BTC-10JAN25-100000-C,93227.71,sell,0.1,0.1,,
22,335614700,2024-12-20 11:37:33,0,0.0315,0.0315902,58.81,BTC-10JAN25-100000-C,93308.43,buy,0.1,0.1,,
23,335616153,2024-12-20 11:39:00,2,0.031,0.03144363,58.64,BTC-10JAN25-100000-C,93165.72,buy,0.1,0.1,,
24,335616936,2024-12-20 11:39:50,3,0.031,0.03135464,58.57,BTC-10JAN25-100000-C,93155.73,buy,0.1,0.1,,
25,335617806,2024-12-20 11:41:13,3,0.031,0.03090229,59.35,BTC-10JAN25-100000-C,92927.99,buy,0.1,0.1,,
26,335619674,2024-12-20 11:43:56,0,0.032,0.03195025,59.63,BTC-10JAN25-100000-C,93217.41,buy,0.1,0.1,,
27,335619745,2024-12-20 11:44:12,2,0.0315,0.03173741,59.26,BTC-10JAN25-100000-C,93136.7,buy,0.1,0.1,,
28,335620527,2024-12-20 11:46:11,3,0.0315,0.03180387,59.21,BTC-10JAN25-100000-C,93161.53,buy,0.1,0.1,,
29,335624415,2024-12-20 11:52:14,2,0.03,0.02981384,59.92,BTC-10JAN25-100000-C,92507.74,buy,0.1,0.1,,
30,335626909,2024-12-20 11:57:01,0,0.0315,0.03164928,59.84,BTC-10JAN25-100000-C,93021.27,buy,0.1,0.1,,
31,335627053,2024-12-20 11:57:13,1,0.0315,0.03169316,59.63,BTC-10JAN25-100000-C,93014.87,sell,0.1,0.1,,
32,335627074,2024-12-20 11:57:17,2,0.031,0.03166613,59.23,BTC-10JAN25-100000-C,93010.16,sell,0.1,0.1,,
33,335627128,2024-12-20 11:57:25,0,0.0315,0.03179619,59.7,BTC-10JAN25-100000-C,93046.73,buy,0.1,0.1,,
34,335627562,2024-12-20 11:58:12,1,0.0315,0.03177316,60.52,BTC-10JAN25-100000-C,93029.51,buy,0.1,0.1,,
35,335627976,2024-12-20 11:58:51,2,0.0305,0.03104293,59.39,BTC-10JAN25-100000-C,92826.32,sell,0.1,0.1,,
36,335628277,2024-12-20 11:59:40,2,0.03,0.03051075,59.43,BTC-10JAN25-100000-C,92661.51,sell,0.1,0.1,,
37,335628482,2024-12-20 12:00:05,3,0.03,0.03040858,59.77,BTC-10JAN25-100000-C,92629.36,sell,0.1,0.1,,
38,335628589,2024-12-20 12:00:19,3,0.03,0.03013444,59.96,BTC-10JAN25-100000-C,92595.53,sell,0.1,0.1,,
39,335628671,2024-12-20 12:00:24,3,0.03,0.03020504,59.81,BTC-10JAN25-100000-C,92652.99,sell,0.1,0.1,,
40,335629514,2024-12-20 12:01:27,2,0.0295,0.02981435,59.67,BTC-10JAN25-100000-C,92474.33,sell,0.1,0.1,,
41,335629579,2024-12-20 12:01:36,3,0.0295,0.02985408,59.67,BTC-10JAN25-100000-C,92492.16,sell,0.1,0.1,,
42,335630312,2024-12-20 12:02:28,0,0.03,0.02976658,60.43,BTC-10JAN25-100000-C,92464.98,buy,0.1,0.1,,
43,335631813,2024-12-20 12:05:06,2,0.0295,0.02970657,59.95,BTC-10JAN25-100000-C,92404.04,buy,0.1,0.1,,
44,335634532,2024-12-20 12:09:33,3,0.0295,0.02937685,60.47,BTC-10JAN25-100000-C,92300.29,buy,0.1,0.1,,
45,335636896,2024-12-20 12:14:03,0,0.0298,0.02949592,60.91,BTC-10JAN25-100000-C,92289.92,buy,15.0,15.0,BTC-CDIAG-31JAN25_10JAN25-110000_100000,174000
46,335637637,2024-12-20 12:14:45,0,0.03,0.03008886,60.44,BTC-10JAN25-100000-C,92450.28,buy,0.1,0.1,,
47,335638728,2024-12-20 12:16:24,1,0.03,0.02994667,60.67,BTC-10JAN25-100000-C,92409.69,buy,0.1,0.1,,
48,335638822,2024-12-20 12:16:33,1,0.03,0.03001788,60.6,BTC-10JAN25-100000-C,92432.38,buy,0.1,0.1,,
49,335639474,2024-12-20 12:17:13,2,0.0295,0.02940188,60.75,BTC-10JAN25-100000-C,92223.31,buy,0.1,0.1,,
50,335639536,2024-12-20 12:17:22,3,0.0295,0.02931047,60.76,BTC-10JAN25-100000-C,92193.36,buy,0.1,0.1,,
51,335639938,2024-12-20 12:18:06,0,0.03,0.02995421,60.76,BTC-10JAN25-100000-C,92392.91,buy,0.1,0.1,,
52,335647667,2024-12-20 12:27:33,0,0.0325,0.03379013,58.84,BTC-10JAN25-100000-C,93622.59,sell,0.1,0.1,,
53,335647675,2024-12-20 12:27:34,1,0.0325,0.03379013,58.84,BTC-10JAN25-100000-C,93603.57,sell,0.1,0.1,,
54,335688417,2024-12-20 14:00:40,0,0.0355,0.03618209,56.78,BTC-10JAN25-100000-C,94906.67,sell,0.1,0.1,,
55,335695529,2024-12-20 14:30:00,0,0.0372,0.03677793,57.68,BTC-10JAN25-100000-C,95140.57,buy,200.0,200.0,BTC-CS-10JAN25-100000_105000,174042
56,335719322,2024-12-20 15:18:00,0,0.0415,0.04161447,56.28,BTC-10JAN25-100000-C,96637.67,buy,1.0,1.0,,
57,335760645,2024-12-20 16:51:57,2,0.041,0.04107696,54.81,BTC-10JAN25-100000-C,96799.75,buy,0.1,0.1,,
58,335760937,2024-12-20 16:52:29,2,0.0405,0.04077937,54.3,BTC-10JAN25-100000-C,96722.83,buy,0.5,0.5,,
59,335761407,2024-12-20 16:53:30,2,0.04,0.04019406,54.62,BTC-10JAN25-100000-C,96600.03,buy,0.1,0.1,,
60,335768534,2024-12-20 17:10:18,3,0.04,0.04010194,54.61,BTC-10JAN25-100000-C,96604.04,buy,0.2,0.2,,
61,335863387,2024-12-21 03:55:53,0,0.0425,0.0419728,54.56,BTC-10JAN25-100000-C,97351.04,buy,0.1,0.1,,
62,335895853,2024-12-21 07:55:12,0,0.0515,0.0516182,55.27,BTC-10JAN25-100000-C,99191.72,sell,0.1,0.1,,
63,335895965,2024-12-21 07:55:44,0,0.052,0.05172457,55.68,BTC-10JAN25-100000-C,99204.4,buy,0.1,0.1,,
64,335901722,2024-12-21 08:28:09,2,0.049,0.04861726,55.56,BTC-10JAN25-100000-C,98642.73,buy,0.1,0.1,,
65,335904139,2024-12-21 08:55:03,2,0.0485,0.04846011,54.91,BTC-10JAN25-100000-C,98662.99,buy,0.1,0.1,,
66,335904201,2024-12-21 08:55:08,3,0.0485,0.04831304,54.91,BTC-10JAN25-100000-C,98622.43,buy,0.1,0.1,,
67,335904206,2024-12-21 08:55:09,3,0.0485,0.04821575,55.13,BTC-10JAN25-100000-C,98615.25,buy,0.1,0.1,,
68,335904322,2024-12-21 08:55:54,3,0.0485,0.04815711,55.27,BTC-10JAN25-100000-C,98616.3,buy,0.1,0.1,,
69,335904452,2024-12-21 08:56:18,0,0.049,0.04831159,55.59,BTC-10JAN25-100000-C,98644.4,buy,0.1,0.1,,
70,335904495,2024-12-21 08:56:42,2,0.0485,0.04816989,55.22,BTC-10JAN25-100000-C,98618.1,sell,0.1,0.1,,
71,335904587,2024-12-21 08:57:40,0,0.049,0.04832098,55.58,BTC-10JAN25-100000-C,98643.56,buy,0.1,0.1,,
72,335904831,2024-12-21 09:00:24,2,0.0485,0.04817638,55.19,BTC-10JAN25-100000-C,98613.63,sell,0.1,0.1,,
73,335904942,2024-12-21 09:02:23,3,0.0485,0.04819186,55.2,BTC-10JAN25-100000-C,98611.38,sell,0.1,0.1,,
74,335905173,2024-12-21 09:03:55,2,0.0475,0.04744714,54.88,BTC-10JAN25-100000-C,98448.98,sell,0.1,0.1,,
75,335907309,2024-12-21 09:28:27,3,0.0475,0.04727024,54.86,BTC-10JAN25-100000-C,98441.94,sell,0.1,0.1,,
76,335937096,2024-12-21 13:50:08,2,0.042,0.04159121,55.08,BTC-10JAN25-100000-C,97249.29,sell,0.1,0.1,,
77,335937104,2024-12-21 13:50:10,3,0.042,0.04146786,55.22,BTC-10JAN25-100000-C,97239.58,buy,0.1,0.1,,
78,335937167,2024-12-21 13:50:22,0,0.0425,0.04158245,55.81,BTC-10JAN25-100000-C,97266.93,buy,0.1,0.1,,
79,335937180,2024-12-21 13:50:25,2,0.042,0.04152382,55.16,BTC-10JAN25-100000-C,97256.36,buy,0.1,0.1,,
80,335937194,2024-12-21 13:50:32,3,0.042,0.04146646,55.27,BTC-10JAN25-100000-C,97235.99,buy,0.1,0.1,,
81,335947059,2024-12-21 15:36:11,0,0.0425,0.04224687,55.08,BTC-10JAN25-100000-C,97422.88,sell,0.1,0.1,,
82,335955399,2024-12-21 17:05:02,2,0.0415,0.04178793,54.03,BTC-10JAN25-100000-C,97459.08,buy,2.0,2.0,,
83,335987694,2024-12-21 22:49:53,2,0.041,0.04004584,54.62,BTC-10JAN25-100000-C,97302.06,buy,0.1,0.1,,
84,335992552,2024-12-21 23:51:38,2,0.0395,0.03926105,54.02,BTC-10JAN25-100000-C,97081.83,buy,0.3,0.3,,
85,335992553,2024-12-21 23:51:38,3,0.0395,0.03926105,54.02,BTC-10JAN25-100000-C,97081.83,buy,2.9,2.9,,
86,335992554,2024-12-21 23:51:38,3,0.0395,0.03926105,54.02,BTC-10JAN25-100000-C,97081.83,buy,6.8,6.8,,
87,335992555,2024-12-21 23:51:38,3,0.0395,0.03926105,54.02,BTC-10JAN25-100000-C,97081.83,buy,3.1,3.1,,
88,336007975,2024-12-22 02:50:54,2,0.038,0.0377365,54.84,BTC-10JAN25-100000-C,96627.13,sell,0.1,0.1,,
89,336016032,2024-12-22 04:26:15,0,0.0383,0.03806991,54.78,BTC-10JAN25-100000-C,96732.08,buy,100.0,100.0,BTC-CS-10JAN25-100000_105000,174136
90,336026054,2024-12-22 05:16:28,2,0.0351,0.03481571,54.97,BTC-10JAN25-100000-C,95901.76,buy,100.0,100.0,BTC-CS-10JAN25-100000_105000,174140
91,336035862,2024-12-22 07:11:10,0,0.037,0.03773131,53.5,BTC-10JAN25-100000-C,96757.21,sell,0.1,0.1,,
92,336098448,2024-12-22 15:28:45,2,0.0335,0.03329881,56.1,BTC-10JAN25-100000-C,95400.92,sell,0.1,0.1,,
