volatility,ret_last_10,iv_last_trade,price_mark_price_deviation,volume_last_10_trades,buy_last_10_trades,index_return,abnormal_trade_conditions,time_elapsed
0.2069469373246897,0.0344827586206895,56.86,0.0207886666666666,25.8,6,0.0,True,0.0
0.133658229230659,0.0483870967741935,56.11,0.0259841176470588,30.7,11,0.0055552802723145,True,14.0
0.1571507092324163,0.03125,60.72,0.0087556886227545,32.1,7,0.0002016686827953,True,62.0
0.1763315427730856,-0.0108695652173913,59.54,0.0019869662921348,16.1,3,-0.0001951323472419,True,2480.0
0.1709098617515184,-0.1086956521739129,59.83,-0.002763488372093,14.999999999999998,9,0.0066728005462493,True,265.0
0.1719913388580904,0.0481927710843372,60.58,0.0159006818181818,43.5,4,0.000310764445221,True,63.0
0.1844844254463805,-0.0266666666666667,60.11,0.0094080519480519,14.499999999999998,5,0.0067822281648212,True,157.0
0.178902096620042,-0.0147058823529412,57.31,0.0095415151515152,14.4,2,-0.0022010025879005,True,1803.0
0.1793676414529582,0.0289855072463767,56.0,-0.0068985294117647,1.3000000000000005,10,-0.0039771190510833,True,1647.0
0.1719999980685492,0.024390243902439,56.24,-0.0120643902439023,225.9,5,-0.0006168951473857,True,16.0
0.1599756397058558,-0.0186915887850467,60.18,-0.0038543137254901,76.3,1,-0.0021524880345824,True,100.0
0.1540667447950418,-0.08,57.61,-0.0021912765957446,11.3,2,0.0038502102819918,True,493.0
0.1704156967548403,0.0625,57.62,-0.0115284615384616,3.2000000000000006,5,-0.0106441156083947,True,1239.0
0.1399938220696641,-0.0232558139534881,56.71,-0.0267749397590361,29.000000000000004,4,0.0,True,0.0
0.1294586157534518,0.0,56.5,0.0030657471264367,2.1,4,0.0015575595671575,True,714.0
0.1204660632617384,-0.01,58.39,0.0054141052631579,2.0,10,-0.0057714145798923,True,1853.0
0.1206119395596465,0.0736842105263158,59.42,0.0102788349514563,92.0,8,0.0009144094148645,True,823.0
0.1529771925268984,-0.0105540897097626,57.58,-0.0099816666666666,65.39999999999999,3,-0.003713058540744,True,89.0
0.1518665208023952,0.0119047619047618,59.19,0.0089131034482757,23.8,7,0.0017372707137632,True,879.0
0.1585198198615673,0.0,59.18,-0.0023688571428571,12.5,3,-0.0019145521343829,True,209.0
0.1594242039927758,0.0,58.27,0.0028980555555555,65.6,4,-0.0055482419055248,True,1171.0
0.1656489593845963,0.0533333333333334,58.6,-0.0235100000000001,8.3,5,-0.008101426617601,True,2154.0
0.1709319674940083,-0.0319148936170212,59.87,-0.0080292134831461,3.2,7,-0.0017835493110227,True,469.0
0.1857409759669608,-0.1827956989247312,57.96,-0.0170311111111111,3.8,5,-0.0059923425082652,True,338.0
0.1722652889184578,0.0108695652173913,57.68,0.0089153191489361,53.9,2,0.0004239889927156,True,117.0
0.22366261326991,-0.1086956521739129,56.87,-0.0080804938271603,5.1,8,-0.0001401082211407,True,1268.0
0.1977801578115222,0.082,58.57,0.0066165454545454,42.0,6,0.002217546699151,True,162.0
0.1838337206431057,-0.0421052631578947,57.61,-0.0075678651685393,758.9,5,-0.0011776665591635,True,3118.0
0.1740976179571275,0.0606060606060605,58.13,-0.011269702970297,121.0,5,-0.0015142258407786,True,514.0
0.1580013356773671,0.0,59.98,0.0055198214285714,29.4,7,-0.0024813402997064,True,61.0
0.1577404911975659,-0.0431034482758621,59.22,-0.0010374311926605,22.0,6,-0.0026087780844382,True,2967.0
0.1586818544319003,0.0727272727272727,58.71,-0.0143966371681416,7.800000000000001,2,-0.0038558397784323,True,1568.0
0.1370984093068773,0.0077519379844961,61.77,0.011029090909091,19.4,3,0.0006316453374585,True,35.0
0.0951669648635927,-0.014569536423841,64.13,-0.0078795862068965,20.4,0,-0.0007928810827389,True,506.0
0.0946302729529257,0.0135135135135135,63.49,0.0054614379084966,11.2,2,0.0006002235407179,True,11.0
0.0930393183844932,-0.0064102564102563,63.55,0.0014521019108279,20.9,3,0.0008291600101447,True,44.0
0.0902159296083948,0.014285714285714,61.6,-0.0013934265734266,22.8,3,0.0002396624482988,True,27.0
0.0912346936007401,0.0,59.15,0.0050277551020408,15.999999999999998,5,0.0023578995538453,True,316.0
0.0713142223063162,0.0,60.29,0.0012690322580644,64.6,3,0.0020052550325326,True,273.0
0.0589129176576776,0.0061728395061728,61.82,0.0039246882793017,126.3,0,-0.0012504006242946,True,579.0
0.0720398648912467,0.0863309352517984,59.43,0.0005351020408161,5.2,6,-0.0033790047772939,True,687.0
