trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,combo_id,block_trade_id,combo_trade_id,liquidation
550,223060277,2022-07-15 14:12:36,2,0.0415,0.04216552,68.74,BTC-30DEC22-35000-C,20959.28,sell,0.9,,,,
551,223068696,2022-07-15 16:16:06,2,0.0405,0.04130197,69.02,BTC-30DEC22-35000-C,20753.04,sell,0.4,,,,
552,223164686,2022-07-16 20:29:01,0,0.0445,0.04492061,70.52,BTC-30DEC22-35000-C,20957.53,sell,25.0,,45008,,
553,223168170,2022-07-16 21:12:15,0,0.047,0.04726181,71.13,BTC-30DEC22-35000-C,21117.26,sell,22.0,,,,
554,223169127,2022-07-16 21:36:08,1,0.047,0.04669588,70.58,BTC-30DEC22-35000-C,21252.52,buy,3.0,,,,
555,223215734,2022-07-17 12:58:31,0,0.048,0.04831734,70.77,BTC-30DEC22-35000-C,21377.23,sell,1.7,,,,
556,223215735,2022-07-17 12:58:31,1,0.048,0.04831734,70.77,BTC-30DEC22-35000-C,21377.23,buy,0.3,,,,
557,223341316,2022-07-18 12:33:52,0,0.056,0.05584679,72.03,BTC-30DEC22-35000-C,22081.05,sell,2.0,,,,
558,223351456,2022-07-18 13:52:40,2,0.0555,0.05601661,71.41,BTC-30DEC22-35000-C,22182.73,sell,1.4,,,,
559,223433453,2022-07-18 23:16:07,0,0.056,0.05469302,71.84,BTC-30DEC22-35000-C,22158.82,buy,0.1,,,,
560,223433454,2022-07-18 23:16:07,1,0.056,0.05469302,71.84,BTC-30DEC22-35000-C,22158.82,buy,0.1,,,,
561,223433527,2022-07-18 23:16:28,1,0.056,0.05476068,71.78,BTC-30DEC22-35000-C,22164.48,buy,0.1,,,,
562,223433528,2022-07-18 23:16:28,1,0.056,0.05476068,71.78,BTC-30DEC22-35000-C,22164.48,buy,0.1,,,,
563,223433549,2022-07-18 23:16:29,1,0.056,0.05480297,71.76,BTC-30DEC22-35000-C,22169.46,buy,0.1,,,,
564,223433553,2022-07-18 23:16:29,1,0.056,0.05480297,71.76,BTC-30DEC22-35000-C,22169.46,buy,0.1,,,,
565,223433556,2022-07-18 23:16:29,1,0.056,0.05480297,71.76,BTC-30DEC22-35000-C,22169.46,buy,0.1,,,,
566,223433557,2022-07-18 23:16:29,1,0.056,0.05480297,71.76,BTC-30DEC22-35000-C,22169.46,buy,0.1,,,,
567,223433871,2022-07-18 23:18:14,2,0.0555,0.05479939,71.59,BTC-30DEC22-35000-C,22154.75,buy,0.9,,,,
568,223433872,2022-07-18 23:18:15,3,0.0555,0.05479939,71.59,BTC-30DEC22-35000-C,22154.75,buy,0.2,,,,
569,223434367,2022-07-18 23:21:12,0,0.056,0.05486381,71.85,BTC-30DEC22-35000-C,22151.24,buy,0.1,,,,
570,223434368,2022-07-18 23:21:12,1,0.056,0.05494672,71.81,BTC-30DEC22-35000-C,22160.88,buy,0.1,,,,
571,223434369,2022-07-18 23:21:14,1,0.056,0.05495202,71.81,BTC-30DEC22-35000-C,22161.36,buy,0.2,,,,
572,223434370,2022-07-18 23:21:14,1,0.056,0.05495202,71.81,BTC-30DEC22-35000-C,22161.36,buy,0.1,,,,
573,223434371,2022-07-18 23:21:15,1,0.056,0.05494693,71.81,BTC-30DEC22-35000-C,22160.43,buy,0.1,,,,
574,223434372,2022-07-18 23:21:15,1,0.056,0.05494693,71.81,BTC-30DEC22-35000-C,22160.43,buy,0.2,,,,
575,223434737,2022-07-18 23:22:50,0,0.058,0.05549407,72.61,BTC-30DEC22-35000-C,22195.77,buy,1.5,,,,
576,223446173,2022-07-19 00:03:52,2,0.056,0.05617683,71.09,BTC-30DEC22-35000-C,22336.71,sell,2.1,,,,
577,223460719,2022-07-19 00:37:58,2,0.0545,0.05557085,70.92,BTC-30DEC22-35000-C,22197.35,sell,1.5,,,,
578,223562173,2022-07-19 14:55:07,0,0.0549,0.05532908,69.9,BTC-30DEC22-35000-C,22519.56,sell,25.0,,45169,,
579,223591190,2022-07-19 15:51:42,0,0.0585,0.05878177,70.21,BTC-30DEC22-35000-C,22867.94,buy,0.3,,,,
580,223637940,2022-07-19 18:37:25,0,0.064,0.064845,70.32,BTC-30DEC22-35000-C,23470.52,sell,2.2,,,,
581,223689669,2022-07-20 00:16:52,2,0.0605,0.06106993,69.75,BTC-30DEC22-35000-C,23224.9,sell,0.1,,,,
582,223743827,2022-07-20 08:31:18,2,0.06,0.06064545,68.84,BTC-30DEC22-35000-C,23437.97,sell,1.0,,,,
583,223796008,2022-07-20 14:24:56,0,0.069,0.0676909,70.87,BTC-30DEC22-35000-C,23933.75,sell,0.2,,,,
584,223796374,2022-07-20 14:27:17,0,0.0695,0.06814371,70.98,BTC-30DEC22-35000-C,23965.29,sell,0.2,,,,
585,223796399,2022-07-20 14:27:36,0,0.07,0.06826755,71.15,BTC-30DEC22-35000-C,23976.65,sell,0.1,,,,
586,223812008,2022-07-20 15:49:59,0,0.0745,0.07496487,72.45,BTC-30DEC22-35000-C,24124.59,sell,2.6,,,,
587,223852233,2022-07-20 19:53:44,2,0.069,0.06954743,72.1,BTC-30DEC22-35000-C,23657.97,sell,21.0,,,,
588,223852234,2022-07-20 19:53:44,3,0.069,0.06954743,72.1,BTC-30DEC22-35000-C,23657.97,sell,4.0,,,,
589,223882710,2022-07-20 21:47:57,2,0.0685,0.06957892,71.23,BTC-30DEC22-35000-C,23776.23,sell,1.9,,,,
590,223953260,2022-07-21 08:28:56,2,0.0615,0.06208032,72.36,BTC-30DEC22-35000-C,22842.14,buy,0.3,,,,
591,224031084,2022-07-21 18:42:45,2,0.06,0.06113301,71.44,BTC-30DEC22-35000-C,22881.25,sell,1.0,,,,
592,224077971,2022-07-22 05:53:52,3,0.06,0.06127785,70.58,BTC-30DEC22-35000-C,23117.85,sell,2.0,,,,
593,224079327,2022-07-22 06:11:04,0,0.062,0.06142956,71.32,BTC-30DEC22-35000-C,23157.17,sell,1.0,,,,
594,224280586,2022-07-23 17:43:01,2,0.055,0.05640447,72.82,BTC-30DEC22-35000-C,22053.04,sell,0.2,,,,
595,224280632,2022-07-23 17:43:48,3,0.055,0.05626479,72.89,BTC-30DEC22-35000-C,22038.25,sell,0.2,,,,
596,224280656,2022-07-23 17:44:19,3,0.055,0.05626537,72.89,BTC-30DEC22-35000-C,22040.6,sell,0.1,,,,
597,224290826,2022-07-23 19:25:00,3,0.055,0.05615975,72.64,BTC-30DEC22-35000-C,22103.52,sell,21.0,,,,
598,224375972,2022-07-24 17:20:38,0,0.0585,0.0565635,71.5,BTC-30DEC22-35000-C,22828.86,buy,0.3,,,,
599,224388226,2022-07-24 22:19:09,0,0.0589,0.06225125,71.63,BTC-30DEC22-35000-C,22846.6,buy,25.0,,45580,,
600,224436227,2022-07-25 07:36:50,2,0.0525,0.05290178,72.41,BTC-30DEC22-35000-C,21950.18,buy,0.1,,,,
601,224436235,2022-07-25 07:37:05,3,0.0525,0.05288763,72.42,BTC-30DEC22-35000-C,21951.75,buy,0.1,,,,
602,224436787,2022-07-25 07:52:04,3,0.0525,0.05248399,72.31,BTC-30DEC22-35000-C,21977.43,buy,0.1,,,,
603,224436797,2022-07-25 07:52:22,3,0.0525,0.05245625,72.32,BTC-30DEC22-35000-C,21974.2,buy,0.1,,,,
604,224436811,2022-07-25 07:52:59,3,0.0525,0.05243687,72.33,BTC-30DEC22-35000-C,21972.23,buy,0.1,,,,
605,224439218,2022-07-25 08:30:33,2,0.0515,0.05143015,72.15,BTC-30DEC22-35000-C,21887.92,buy,0.1,,,,
606,224439219,2022-07-25 08:30:33,3,0.0515,0.05143015,72.15,BTC-30DEC22-35000-C,21887.92,buy,0.1,,,,
607,224439220,2022-07-25 08:30:35,3,0.0515,0.05142696,72.15,BTC-30DEC22-35000-C,21887.63,buy,0.1,,,,
608,224439221,2022-07-25 08:30:35,3,0.0515,0.05142696,72.15,BTC-30DEC22-35000-C,21887.63,buy,0.1,,,,
609,224439222,2022-07-25 08:30:44,3,0.0515,0.05143105,72.15,BTC-30DEC22-35000-C,21888.54,buy,0.1,,,,
610,224439223,2022-07-25 08:30:48,3,0.0515,0.05142456,72.15,BTC-30DEC22-35000-C,21887.99,buy,0.1,,,,
611,224439229,2022-07-25 08:30:50,3,0.0515,0.051429,72.15,BTC-30DEC22-35000-C,21888.7,buy,0.1,,,,
612,224439230,2022-07-25 08:30:50,3,0.0515,0.051429,72.15,BTC-30DEC22-35000-C,21888.7,buy,0.1,,,,
613,224439463,2022-07-25 08:36:50,3,0.0515,0.05146889,72.06,BTC-30DEC22-35000-C,21911.92,buy,0.2,,,,
614,224439464,2022-07-25 08:36:50,3,0.0515,0.05146889,72.06,BTC-30DEC22-35000-C,21911.92,buy,0.2,,,,
615,224439465,2022-07-25 08:36:50,3,0.0515,0.05146889,72.06,BTC-30DEC22-35000-C,21911.92,buy,0.1,,,,
616,224439468,2022-07-25 08:36:51,3,0.0515,0.05146768,72.05,BTC-30DEC22-35000-C,21915.17,buy,0.1,,,,
617,224439473,2022-07-25 08:36:51,3,0.0515,0.05146768,72.05,BTC-30DEC22-35000-C,21915.17,buy,0.2,,,,
618,224439474,2022-07-25 08:36:51,3,0.0515,0.05149274,72.05,BTC-30DEC22-35000-C,21915.17,buy,0.1,,,,
619,224439475,2022-07-25 08:36:52,3,0.0515,0.05149274,72.04,BTC-30DEC22-35000-C,21916.61,buy,0.1,,,,
620,224439476,2022-07-25 08:36:53,3,0.0515,0.0515014,72.04,BTC-30DEC22-35000-C,21916.61,buy,0.1,,,,
621,224439485,2022-07-25 08:36:56,3,0.0515,0.05149984,72.04,BTC-30DEC22-35000-C,21917.72,buy,0.1,,,,
622,224439998,2022-07-25 08:39:36,0,0.052,0.05209161,71.97,BTC-30DEC22-35000-C,21991.04,buy,0.1,,,,
623,224440001,2022-07-25 08:39:36,1,0.052,0.05209161,71.97,BTC-30DEC22-35000-C,21991.04,buy,0.1,,,,
624,224440002,2022-07-25 08:39:36,1,0.052,0.05209161,71.97,BTC-30DEC22-35000-C,21991.04,buy,0.1,,,,
625,224440003,2022-07-25 08:39:36,1,0.052,0.05209161,71.97,BTC-30DEC22-35000-C,21991.04,buy,0.1,,,,
626,224440006,2022-07-25 08:39:37,1,0.052,0.0521018,71.97,BTC-30DEC22-35000-C,21992.28,buy,0.1,,,,
627,224440010,2022-07-25 08:39:39,1,0.052,0.05211695,71.95,BTC-30DEC22-35000-C,21997.44,buy,0.1,,,,
628,224440011,2022-07-25 08:39:39,1,0.052,0.05211695,71.95,BTC-30DEC22-35000-C,21997.44,buy,0.1,,,,
629,224440022,2022-07-25 08:39:45,1,0.052,0.05214155,71.96,BTC-30DEC22-35000-C,21998.26,buy,0.1,,,,
630,224440038,2022-07-25 08:39:46,1,0.052,0.05213718,71.96,BTC-30DEC22-35000-C,21999.65,buy,0.1,,,,
631,224440253,2022-07-25 08:42:25,1,0.052,0.05210865,71.92,BTC-30DEC22-35000-C,22006.52,buy,0.1,,,,
632,224440695,2022-07-25 08:46:01,0,0.0525,0.0525755,71.97,BTC-30DEC22-35000-C,22053.06,buy,0.7,,,,
633,224441324,2022-07-25 08:50:51,1,0.0525,0.05256219,71.94,BTC-30DEC22-35000-C,22060.25,buy,0.5,,,,
634,224441399,2022-07-25 08:51:22,0,0.053,0.05262518,72.16,BTC-30DEC22-35000-C,22070.88,buy,25.0,,45606,,
635,224446862,2022-07-25 10:45:23,1,0.053,0.05313391,72.22,BTC-30DEC22-35000-C,22057.55,buy,0.1,,,,
636,224446889,2022-07-25 10:45:23,1,0.053,0.05313391,72.22,BTC-30DEC22-35000-C,22057.55,buy,0.1,,,,
637,224446890,2022-07-25 10:45:23,1,0.053,0.05313391,72.22,BTC-30DEC22-35000-C,22057.55,buy,0.1,,,,
638,224449624,2022-07-25 12:03:12,1,0.053,0.0529137,72.77,BTC-30DEC22-35000-C,21922.17,sell,1.6,,,,
639,224449643,2022-07-25 12:03:35,1,0.053,0.0529259,72.76,BTC-30DEC22-35000-C,21921.61,sell,2.5,,,,
640,224449651,2022-07-25 12:03:37,1,0.053,0.05292154,72.76,BTC-30DEC22-35000-C,21921.76,sell,0.9,,,,
641,224495221,2022-07-25 20:03:12,0,0.054,0.05436277,72.4,BTC-30DEC22-35000-C,22142.56,buy,0.2,,,,
642,224545379,2022-07-26 02:03:00,2,0.046,0.04626276,72.7,BTC-30DEC22-35000-C,21103.54,buy,0.3,,,,
643,224545380,2022-07-26 02:03:01,3,0.046,0.04626306,72.7,BTC-30DEC22-35000-C,21103.68,buy,0.2,,,,
644,224545381,2022-07-26 02:03:02,3,0.046,0.04627659,72.69,BTC-30DEC22-35000-C,21105.59,buy,0.2,,,,
645,224545382,2022-07-26 02:03:02,3,0.046,0.04627659,72.69,BTC-30DEC22-35000-C,21105.59,buy,0.1,,,,
646,224545383,2022-07-26 02:03:02,3,0.046,0.04627659,72.69,BTC-30DEC22-35000-C,21105.59,buy,0.1,,,,
647,224545385,2022-07-26 02:03:02,3,0.046,0.04627659,72.69,BTC-30DEC22-35000-C,21105.59,buy,0.1,,,,
648,224545391,2022-07-26 02:03:08,3,0.046,0.04626351,72.69,BTC-30DEC22-35000-C,21103.91,buy,0.1,,,,
649,224545727,2022-07-26 02:12:36,3,0.046,0.04619445,72.7,BTC-30DEC22-35000-C,21099.99,buy,0.1,,,,
650,224545728,2022-07-26 02:12:36,3,0.046,0.04619445,72.7,BTC-30DEC22-35000-C,21099.99,buy,0.1,,,,
651,224547035,2022-07-26 02:46:43,2,0.0455,0.04548263,72.56,BTC-30DEC22-35000-C,21072.07,buy,0.2,,,,
652,224547036,2022-07-26 02:46:43,3,0.0455,0.04548263,72.56,BTC-30DEC22-35000-C,21072.07,buy,0.1,,,,
653,224547037,2022-07-26 02:46:56,3,0.0455,0.04551394,72.55,BTC-30DEC22-35000-C,21073.94,buy,0.3,,,,
654,224547041,2022-07-26 02:47:10,3,0.0455,0.04549797,72.56,BTC-30DEC22-35000-C,21072.52,buy,0.1,,,,
655,224547043,2022-07-26 02:47:13,3,0.0455,0.04549525,72.56,BTC-30DEC22-35000-C,21072.42,buy,0.1,,,,
656,224547050,2022-07-26 02:48:04,3,0.0455,0.04546267,72.58,BTC-30DEC22-35000-C,21067.5,buy,0.1,,,,
657,224547051,2022-07-26 02:48:05,3,0.0455,0.04546763,72.58,BTC-30DEC22-35000-C,21068.13,buy,0.1,,,,
658,224547052,2022-07-26 02:48:05,3,0.0455,0.04546763,72.58,BTC-30DEC22-35000-C,21069.54,buy,0.1,,,,
659,224547053,2022-07-26 02:48:06,3,0.0455,0.04548749,72.57,BTC-30DEC22-35000-C,21070.49,buy,0.1,,,,
660,224547060,2022-07-26 02:48:07,3,0.0455,0.04548749,72.56,BTC-30DEC22-35000-C,21073.16,buy,0.1,,,,
661,224547078,2022-07-26 02:50:07,3,0.0455,0.04551419,72.55,BTC-30DEC22-35000-C,21074.84,buy,0.1,,,,
662,224547079,2022-07-26 02:50:09,3,0.0455,0.04553042,72.54,BTC-30DEC22-35000-C,21076.41,buy,0.1,,,,
663,224547166,2022-07-26 02:54:51,3,0.0455,0.04551679,72.57,BTC-30DEC22-35000-C,21077.07,buy,0.1,,,,
664,224547499,2022-07-26 03:08:16,3,0.0455,0.04551764,72.58,BTC-30DEC22-35000-C,21076.01,buy,0.1,,,,
665,224547500,2022-07-26 03:08:16,3,0.0455,0.04551764,72.58,BTC-30DEC22-35000-C,21076.01,buy,0.1,,,,
666,224549544,2022-07-26 03:14:20,3,0.0455,0.04546374,72.68,BTC-30DEC22-35000-C,21046.78,buy,0.1,,,,
667,224549545,2022-07-26 03:14:20,3,0.0455,0.04546374,72.68,BTC-30DEC22-35000-C,21046.78,buy,0.1,,,,
668,224549546,2022-07-26 03:14:20,3,0.0455,0.04546374,72.68,BTC-30DEC22-35000-C,21046.78,buy,0.1,,,,
669,224550947,2022-07-26 03:24:31,3,0.0455,0.0456339,72.49,BTC-30DEC22-35000-C,21099.73,buy,0.1,,,,
670,224551188,2022-07-26 03:26:24,3,0.0455,0.04558803,72.48,BTC-30DEC22-35000-C,21105.06,buy,0.1,,,,
671,224551189,2022-07-26 03:26:24,3,0.0455,0.04558803,72.48,BTC-30DEC22-35000-C,21105.06,buy,0.1,,,,
672,224551820,2022-07-26 03:28:08,0,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.1,,,,
673,224551822,2022-07-26 03:28:08,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.1,,,,
674,224551823,2022-07-26 03:28:08,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.1,,,,
675,224551824,2022-07-26 03:28:08,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.1,,,,
676,224551837,2022-07-26 03:28:08,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.1,,,,
677,224551838,2022-07-26 03:28:08,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.2,,,,
678,224551854,2022-07-26 03:28:09,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.2,,,,
679,224551858,2022-07-26 03:28:09,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.2,,,,
680,224551860,2022-07-26 03:28:09,1,0.046,0.04623638,72.43,BTC-30DEC22-35000-C,21177.69,buy,0.1,,,,
681,224551867,2022-07-26 03:28:09,1,0.046,0.04623638,72.39,BTC-30DEC22-35000-C,21185.94,buy,0.1,,,,
682,224551875,2022-07-26 03:28:09,1,0.046,0.04623638,72.39,BTC-30DEC22-35000-C,21185.94,buy,0.2,,,,
683,224551876,2022-07-26 03:28:09,1,0.046,0.04630864,72.39,BTC-30DEC22-35000-C,21185.94,buy,0.2,,,,
684,224551887,2022-07-26 03:28:09,1,0.046,0.04630864,72.39,BTC-30DEC22-35000-C,21185.94,buy,0.1,,,,
685,224552067,2022-07-26 03:28:34,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
686,224552070,2022-07-26 03:28:34,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
687,224552071,2022-07-26 03:28:34,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
688,224552072,2022-07-26 03:28:35,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
689,224552073,2022-07-26 03:28:35,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
690,224552087,2022-07-26 03:28:35,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
691,224552090,2022-07-26 03:28:35,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
692,224552092,2022-07-26 03:28:35,1,0.046,0.04621298,72.42,BTC-30DEC22-35000-C,21192.76,buy,0.1,,,,
693,224552096,2022-07-26 03:28:35,1,0.046,0.04621298,72.31,BTC-30DEC22-35000-C,21199.64,buy,0.1,,,,
694,224552097,2022-07-26 03:28:35,1,0.046,0.04621298,72.31,BTC-30DEC22-35000-C,21199.64,buy,0.1,,,,
695,224552782,2022-07-26 03:34:25,1,0.046,0.04639718,72.22,BTC-30DEC22-35000-C,21217.5,buy,0.1,,,,
696,224552783,2022-07-26 03:34:26,1,0.046,0.04639718,72.22,BTC-30DEC22-35000-C,21217.5,buy,0.1,,,,
697,224552784,2022-07-26 03:34:26,1,0.046,0.04639718,72.22,BTC-30DEC22-35000-C,21217.5,buy,0.1,,,,
698,224552785,2022-07-26 03:34:26,1,0.046,0.04639718,72.22,BTC-30DEC22-35000-C,21217.5,buy,0.1,,,,
699,224552786,2022-07-26 03:34:26,1,0.046,0.04639718,72.22,BTC-30DEC22-35000-C,21217.5,buy,0.1,,,,
700,224552787,2022-07-26 03:34:26,1,0.046,0.04639718,72.22,BTC-30DEC22-35000-C,21217.5,buy,0.1,,,,
701,224552790,2022-07-26 03:34:26,1,0.046,0.04639718,72.19,BTC-30DEC22-35000-C,21224.04,buy,0.2,,,,
702,224552797,2022-07-26 03:34:26,1,0.046,0.04644469,72.19,BTC-30DEC22-35000-C,21224.04,buy,0.1,,,,
703,224552799,2022-07-26 03:34:26,1,0.046,0.04644469,72.19,BTC-30DEC22-35000-C,21224.04,buy,0.1,,,,
704,224553839,2022-07-26 03:39:52,2,0.0455,0.0455437,72.36,BTC-30DEC22-35000-C,21121.97,sell,0.2,,,,
705,224554934,2022-07-26 03:52:48,3,0.0455,0.04575184,72.33,BTC-30DEC22-35000-C,21138.28,buy,0.1,,,,
706,224554935,2022-07-26 03:52:48,3,0.0455,0.04575184,72.33,BTC-30DEC22-35000-C,21138.28,buy,0.1,,,,
707,224554946,2022-07-26 03:52:51,3,0.0455,0.04577816,72.31,BTC-30DEC22-35000-C,21141.25,buy,0.1,,,,
708,224554955,2022-07-26 03:52:51,3,0.0455,0.04577816,72.31,BTC-30DEC22-35000-C,21141.25,buy,0.1,,,,
709,224554964,2022-07-26 03:52:53,3,0.0455,0.04580985,72.29,BTC-30DEC22-35000-C,21145.1,buy,0.1,,,,
710,224554993,2022-07-26 03:52:59,3,0.0455,0.04582631,72.28,BTC-30DEC22-35000-C,21146.93,buy,0.1,,,,
711,224557070,2022-07-26 04:26:19,0,0.046,0.04625202,72.34,BTC-30DEC22-35000-C,21193.48,buy,1.3,,,,
712,224557071,2022-07-26 04:26:19,1,0.046,0.04625202,72.34,BTC-30DEC22-35000-C,21193.48,buy,0.3,,,,
713,224561179,2022-07-26 05:40:22,1,0.046,0.04640499,72.48,BTC-30DEC22-35000-C,21168.46,buy,0.1,,,,
714,224561533,2022-07-26 05:47:21,1,0.046,0.04626317,72.5,BTC-30DEC22-35000-C,21171.18,buy,0.1,,,,
715,224561534,2022-07-26 05:47:21,1,0.046,0.04626317,72.5,BTC-30DEC22-35000-C,21171.18,buy,0.1,,,,
716,224561546,2022-07-26 05:47:26,1,0.046,0.04624676,72.51,BTC-30DEC22-35000-C,21169.57,buy,0.1,,,,
717,224569635,2022-07-26 07:56:32,2,0.0455,0.04573611,72.57,BTC-30DEC22-35000-C,21098.23,buy,0.1,,,,
718,224569917,2022-07-26 08:00:15,2,0.0445,0.04540486,72.16,BTC-30DEC22-35000-C,21063.0,buy,0.2,,,,
719,224570131,2022-07-26 08:02:30,3,0.0445,0.04540278,72.07,BTC-30DEC22-35000-C,21089.76,buy,0.4,,,,
720,224572084,2022-07-26 08:19:31,3,0.0445,0.04472216,72.33,BTC-30DEC22-35000-C,21030.23,buy,0.3,,,,
721,224572090,2022-07-26 08:19:31,3,0.0445,0.04472216,72.33,BTC-30DEC22-35000-C,21030.23,buy,0.1,,,,
722,224572091,2022-07-26 08:19:31,3,0.0445,0.04472216,72.33,BTC-30DEC22-35000-C,21030.23,buy,0.1,,,,
723,224572093,2022-07-26 08:19:31,3,0.0445,0.04472216,72.33,BTC-30DEC22-35000-C,21030.23,buy,0.2,,,,
724,224573359,2022-07-26 08:39:54,0,0.045,0.0451711,72.35,BTC-30DEC22-35000-C,21083.64,buy,0.1,,,,
725,224573642,2022-07-26 08:42:59,1,0.045,0.04530725,72.29,BTC-30DEC22-35000-C,21096.42,buy,0.1,,,,
726,224573658,2022-07-26 08:43:11,1,0.045,0.0453171,72.29,BTC-30DEC22-35000-C,21097.63,buy,0.1,,,,
727,224574309,2022-07-26 08:57:53,1,0.045,0.04523726,72.33,BTC-30DEC22-35000-C,21091.07,buy,0.1,,,,
728,224574313,2022-07-26 08:58:02,1,0.045,0.04525685,72.32,BTC-30DEC22-35000-C,21095.91,buy,0.1,,,,
729,224574314,2022-07-26 08:58:02,1,0.045,0.04525685,72.32,BTC-30DEC22-35000-C,21095.91,buy,0.1,,,,
730,224574513,2022-07-26 09:04:37,1,0.045,0.04540156,72.34,BTC-30DEC22-35000-C,21091.59,buy,0.1,,,,
731,224574519,2022-07-26 09:04:41,1,0.045,0.04543074,72.33,BTC-30DEC22-35000-C,21095.36,buy,0.1,,,,
732,224574553,2022-07-26 09:05:41,1,0.045,0.04543146,72.33,BTC-30DEC22-35000-C,21095.18,buy,0.1,,,,
733,224576484,2022-07-26 09:53:35,0,0.0455,0.04562305,72.41,BTC-30DEC22-35000-C,21130.93,buy,0.1,,,,
734,224576485,2022-07-26 09:53:35,1,0.0455,0.04562305,72.41,BTC-30DEC22-35000-C,21130.93,buy,0.3,,,,
735,224576510,2022-07-26 09:54:48,2,0.045,0.04562464,72.15,BTC-30DEC22-35000-C,21129.01,sell,0.1,,,,
736,224576531,2022-07-26 09:56:51,3,0.045,0.04564954,72.15,BTC-30DEC22-35000-C,21128.41,sell,0.3,,,,
737,224576684,2022-07-26 10:02:15,0,0.0455,0.04577439,72.36,BTC-30DEC22-35000-C,21137.86,buy,0.1,,,,
738,224576752,2022-07-26 10:05:19,1,0.0455,0.04573226,72.37,BTC-30DEC22-35000-C,21139.25,buy,0.1,,,,
739,224578386,2022-07-26 10:52:29,1,0.0455,0.04567946,72.67,BTC-30DEC22-35000-C,21082.03,buy,0.2,,,,
740,224580389,2022-07-26 11:51:16,1,0.0455,0.04575928,72.58,BTC-30DEC22-35000-C,21112.58,buy,0.1,,,,
741,224580396,2022-07-26 11:51:30,1,0.0455,0.04585043,72.55,BTC-30DEC22-35000-C,21117.84,buy,0.1,,,,
742,224580398,2022-07-26 11:51:33,1,0.0455,0.04583339,72.56,BTC-30DEC22-35000-C,21116.18,buy,0.1,,,,
743,224582023,2022-07-26 11:57:40,0,0.046,0.04612438,72.72,BTC-30DEC22-35000-C,21135.23,buy,0.1,,,,
744,224582026,2022-07-26 11:57:42,1,0.046,0.04615715,72.7,BTC-30DEC22-35000-C,21139.15,buy,0.1,,,,
745,224584424,2022-07-26 12:17:19,2,0.0455,0.04609746,72.5,BTC-30DEC22-35000-C,21128.15,sell,0.1,,,,
746,224645912,2022-07-26 23:29:50,0,0.0465,0.0463976,73.25,BTC-30DEC22-35000-C,21101.22,buy,0.1,,,,
747,224645914,2022-07-26 23:30:05,1,0.0465,0.04643312,73.25,BTC-30DEC22-35000-C,21106.91,buy,0.1,,,,
748,224645915,2022-07-26 23:30:07,1,0.0465,0.04643281,73.25,BTC-30DEC22-35000-C,21107.24,buy,0.1,,,,
749,224645916,2022-07-26 23:30:08,1,0.0465,0.04643281,73.25,BTC-30DEC22-35000-C,21107.24,buy,0.1,,,,
750,224647417,2022-07-26 23:41:38,0,0.047,0.04715015,73.11,BTC-30DEC22-35000-C,21203.84,buy,0.1,,,,
751,224647433,2022-07-26 23:41:45,1,0.047,0.04715611,73.11,BTC-30DEC22-35000-C,21204.57,buy,0.1,,,,
752,224647435,2022-07-26 23:41:45,1,0.047,0.04715611,73.11,BTC-30DEC22-35000-C,21204.57,buy,0.1,,,,
753,224647438,2022-07-26 23:41:46,1,0.047,0.04715611,73.11,BTC-30DEC22-35000-C,21204.57,buy,0.1,,,,
754,224647439,2022-07-26 23:41:46,1,0.047,0.04715516,73.11,BTC-30DEC22-35000-C,21204.57,buy,0.1,,,,
755,224654320,2022-07-27 01:45:57,0,0.0475,0.04742019,73.27,BTC-30DEC22-35000-C,21228.95,buy,0.1,,,,
756,224654339,2022-07-27 01:46:26,1,0.0475,0.04734412,73.31,BTC-30DEC22-35000-C,21224.56,buy,0.1,,,,
757,224657528,2022-07-27 02:39:13,2,0.047,0.04716639,73.28,BTC-30DEC22-35000-C,21165.79,buy,0.1,,,,
758,224657533,2022-07-27 02:39:15,3,0.047,0.04719553,73.28,BTC-30DEC22-35000-C,21168.46,buy,0.1,,,,
