trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_id,combo_id,liquidation,combo_trade_id
405,265051380,2023-09-20 13:18:23,3,0.084,0.08508965,57.42,BTC-28JUN24-40000-C,27110.53,sell,,0.8,,,,
406,265051384,2023-09-20 13:18:29,3,0.084,0.08510736,57.42,BTC-28JUN24-40000-C,27110.38,buy,,1.0,,,,
407,265055723,2023-09-20 14:20:51,2,0.0825,0.08193702,56.94,BTC-28JUN24-40000-C,27101.14,buy,,0.3,,,,
408,265056393,2023-09-20 14:34:20,3,0.0825,0.08252445,56.74,BTC-28JUN24-40000-C,27186.72,buy,,0.9,,,,
409,265056394,2023-09-20 14:34:20,3,0.0825,0.08252445,56.74,BTC-28JUN24-40000-C,27186.72,buy,,0.1,,,,
410,265056634,2023-09-20 14:41:34,3,0.0825,0.082668,56.83,BTC-28JUN24-40000-C,27144.05,sell,,1.1,,,,
411,265058686,2023-09-20 15:25:38,3,0.0825,0.08223848,56.83,BTC-28JUN24-40000-C,27125.72,buy,,0.9,,,,
412,265058687,2023-09-20 15:25:38,3,0.0825,0.08223848,56.83,BTC-28JUN24-40000-C,27125.72,sell,,0.1,,,,
413,265060694,2023-09-20 16:04:36,3,0.0825,0.08229415,56.67,BTC-28JUN24-40000-C,27189.1,buy,,0.1,,,,
414,265132753,2023-09-21 13:08:53,2,0.081,0.08107389,58.0,BTC-28JUN24-40000-C,26584.21,sell,,0.2,,,,
415,265180078,2023-09-22 07:59:24,2,0.0795,0.07948914,57.42,BTC-28JUN24-40000-C,26668.68,buy,,2.0,,,,
416,265180090,2023-09-22 07:59:36,3,0.0795,0.07947714,57.42,BTC-28JUN24-40000-C,26668.59,buy,,1.9,,,,
417,265180091,2023-09-22 07:59:37,3,0.0795,0.07947714,57.42,BTC-28JUN24-40000-C,26668.59,buy,,0.1,,,,
418,265189836,2023-09-22 12:19:07,2,0.078,0.0781121,57.02,BTC-28JUN24-40000-C,26636.28,buy,,1.0,,,,
419,265197711,2023-09-22 15:23:03,0,0.0781,0.07768872,57.0,BTC-28JUN24-40000-C,26656.12,buy,,0.1,,BTC-CBUT-28JUN24-40000_41000_42000,,265197708
420,265201678,2023-09-22 17:07:43,2,0.077,0.07742869,56.81,BTC-28JUN24-40000-C,26605.62,sell,,0.5,,,,
421,265201682,2023-09-22 17:07:43,3,0.077,0.07742869,56.81,BTC-28JUN24-40000-C,26605.62,sell,,0.2,,,,
422,265216151,2023-09-23 04:59:27,3,0.077,0.07644627,57.02,BTC-28JUN24-40000-C,26547.8,sell,,0.2,,,,
423,265216168,2023-09-23 05:04:55,2,0.075,0.07468642,56.36,BTC-28JUN24-40000-C,26554.16,buy,,0.2,,,,
424,265221516,2023-09-23 09:32:00,2,0.0715,0.07248218,55.16,BTC-28JUN24-40000-C,26562.56,buy,,2.0,,,,
425,265221590,2023-09-23 09:38:09,0,0.072,0.07216258,55.33,BTC-28JUN24-40000-C,26567.07,buy,,2.0,,,,
426,265240929,2023-09-24 17:19:45,0,0.075,0.07381484,56.45,BTC-28JUN24-40000-C,26589.46,buy,,12.5,97065,BTC-CS-28JUN24-40000_50000,,
427,265290575,2023-09-25 06:30:43,2,0.0735,0.07282413,57.31,BTC-28JUN24-40000-C,26123.01,sell,,0.1,,,,
428,265290576,2023-09-25 06:30:47,2,0.073,0.07282803,57.14,BTC-28JUN24-40000-C,26123.07,sell,,0.1,,,,
429,265290578,2023-09-25 06:30:56,3,0.073,0.07283139,57.14,BTC-28JUN24-40000-C,26123.07,sell,,0.1,,,,
430,265290579,2023-09-25 06:30:58,3,0.073,0.07283268,57.14,BTC-28JUN24-40000-C,26123.07,sell,,0.1,,,,
431,265290580,2023-09-25 06:31:18,3,0.073,0.07284529,57.14,BTC-28JUN24-40000-C,26123.28,sell,,0.1,,,,
432,265293397,2023-09-25 07:43:13,2,0.0725,0.07324397,56.96,BTC-28JUN24-40000-C,26134.04,sell,,0.1,,,,
433,265298365,2023-09-25 09:08:20,2,0.0695,0.06998579,56.02,BTC-28JUN24-40000-C,26117.69,sell,,0.8,,,,
434,265301946,2023-09-25 10:13:09,2,0.069,0.06972553,55.97,BTC-28JUN24-40000-C,26068.09,sell,,7.0,,,,
435,265302385,2023-09-25 10:25:53,3,0.069,0.06977399,55.92,BTC-28JUN24-40000-C,26089.44,sell,,1.0,,,,
436,265302386,2023-09-25 10:25:53,3,0.069,0.06977399,55.92,BTC-28JUN24-40000-C,26089.44,sell,,2.1,,,,
437,265306301,2023-09-25 12:19:58,0,0.0695,0.06814734,56.25,BTC-28JUN24-40000-C,26039.32,buy,,2.3,,,,
438,265306302,2023-09-25 12:19:58,1,0.0695,0.06814734,56.25,BTC-28JUN24-40000-C,26039.32,buy,,0.1,,,,
439,265306303,2023-09-25 12:19:58,1,0.0695,0.06814734,56.25,BTC-28JUN24-40000-C,26039.32,sell,,0.1,,,,
440,265313830,2023-09-25 14:47:26,2,0.069,0.06868123,55.8,BTC-28JUN24-40000-C,26141.79,buy,,1.0,,,,
441,265314743,2023-09-25 15:10:02,0,0.0699,0.06933375,56.04,BTC-28JUN24-40000-C,26164.96,buy,,12.5,97304,BTC-CS-28JUN24-40000_50000,,
442,265315718,2023-09-25 15:21:18,0,0.07,0.06967084,55.92,BTC-28JUN24-40000-C,26216.24,buy,,0.1,,,,
443,265336561,2023-09-25 21:41:02,0,0.072,0.07245152,56.42,BTC-28JUN24-40000-C,26280.84,buy,,0.2,,,,
444,265336570,2023-09-25 21:42:37,2,0.07,0.07236766,55.75,BTC-28JUN24-40000-C,26280.21,sell,,1.0,,,,
445,265336571,2023-09-25 21:42:41,3,0.07,0.07236578,55.75,BTC-28JUN24-40000-C,26280.24,sell,,1.0,,,,
446,265336572,2023-09-25 21:42:42,3,0.07,0.07236623,55.75,BTC-28JUN24-40000-C,26280.25,sell,,0.1,,,,
447,265336573,2023-09-25 21:42:42,3,0.07,0.07236623,55.75,BTC-28JUN24-40000-C,26280.25,sell,,0.9,,,,
448,265336577,2023-09-25 21:43:11,3,0.07,0.0723727,55.75,BTC-28JUN24-40000-C,26280.07,sell,,1.0,,,,
449,265336578,2023-09-25 21:43:15,3,0.07,0.07237469,55.75,BTC-28JUN24-40000-C,26280.21,sell,,0.1,,,,
450,265336579,2023-09-25 21:43:15,3,0.07,0.07237469,55.75,BTC-28JUN24-40000-C,26280.21,sell,,0.9,,,,
451,265337464,2023-09-25 22:43:18,0,0.0705,0.07204428,55.94,BTC-28JUN24-40000-C,26275.27,sell,,1.0,,,,
452,265337483,2023-09-25 22:44:18,1,0.0705,0.07202577,55.94,BTC-28JUN24-40000-C,26272.88,sell,,1.5,,,,
453,265337566,2023-09-25 22:48:57,0,0.071,0.07208201,56.09,BTC-28JUN24-40000-C,26282.15,sell,,6.1,,,,
454,265337567,2023-09-25 22:48:57,2,0.0705,0.07208201,55.92,BTC-28JUN24-40000-C,26282.15,sell,,1.9,,,,
455,265337600,2023-09-25 22:52:11,3,0.0705,0.0721244,55.92,BTC-28JUN24-40000-C,26286.12,sell,,1.9,,,,
456,265337601,2023-09-25 22:52:11,3,0.0705,0.0721244,55.92,BTC-28JUN24-40000-C,26286.12,buy,,2.1,,,,
457,265338321,2023-09-25 23:56:13,0,0.0715,0.07218398,56.23,BTC-28JUN24-40000-C,26298.25,buy,,1.0,,,,
458,265338782,2023-09-26 00:26:35,1,0.0715,0.07205641,56.26,BTC-28JUN24-40000-C,26283.33,buy,,2.0,,,,
459,265347698,2023-09-26 07:44:29,2,0.0705,0.07169824,56.01,BTC-28JUN24-40000-C,26256.83,sell,,1.0,,,,
460,265428676,2023-09-27 12:19:15,0,0.0765,0.07617585,56.47,BTC-28JUN24-40000-C,26798.92,buy,,12.5,97702,BTC-CS-28JUN24-40000_50000,,
461,265476790,2023-09-28 01:02:33,2,0.0731,0.07260084,56.49,BTC-28JUN24-40000-C,26413.53,sell,,12.5,97831,BTC-CS-28JUN24-40000_50000,,
462,265630025,2023-09-29 14:07:17,0,0.0735,0.07365019,55.48,BTC-28JUN24-40000-C,26877.32,sell,,4.0,,,,
463,265630026,2023-09-29 14:07:17,1,0.0735,0.07365019,55.48,BTC-28JUN24-40000-C,26877.32,sell,,4.4,,,,
464,265630027,2023-09-29 14:07:17,1,0.0735,0.07365019,55.48,BTC-28JUN24-40000-C,26877.32,sell,,1.6,,,,
465,265660117,2023-09-29 21:29:16,2,0.072,0.07242917,54.87,BTC-28JUN24-40000-C,26908.09,sell,,0.5,,,,
466,265667368,2023-09-30 03:57:40,2,0.0715,0.07189317,54.75,BTC-28JUN24-40000-C,26915.1,sell,,2.0,,,,
467,265733970,2023-10-01 22:20:09,0,0.078,0.07783415,54.3,BTC-28JUN24-40000-C,27835.19,buy,,0.1,,,,
468,265765443,2023-10-02 02:18:21,0,0.0785,0.0795348,54.13,BTC-28JUN24-40000-C,27965.08,sell,,0.3,,,,
469,265765722,2023-10-02 02:23:23,1,0.0785,0.07950166,54.13,BTC-28JUN24-40000-C,27968.6,sell,,0.5,,,,
470,265768155,2023-10-02 03:31:41,0,0.08,0.07993007,54.5,BTC-28JUN24-40000-C,28004.47,buy,,0.2,,,,
471,265791994,2023-10-02 08:01:16,0,0.084,0.08300348,54.95,BTC-28JUN24-40000-C,28292.33,sell,,1.2,,,,
472,265792229,2023-10-02 08:01:54,2,0.0815,0.08286252,54.18,BTC-28JUN24-40000-C,28275.06,buy,,2.0,,,,
473,265792368,2023-10-02 08:02:10,2,0.081,0.08281431,54.04,BTC-28JUN24-40000-C,28263.34,sell,,2.0,,,,
474,265793094,2023-10-02 08:07:19,2,0.0805,0.08164612,53.9,BTC-28JUN24-40000-C,28265.13,sell,,2.0,,,,
475,265800444,2023-10-02 08:45:54,0,0.0845,0.08297313,54.9,BTC-28JUN24-40000-C,28367.65,buy,,0.9,,,,
476,265800445,2023-10-02 08:45:54,1,0.0845,0.08297313,54.9,BTC-28JUN24-40000-C,28367.65,buy,,0.2,,,,
477,265800541,2023-10-02 08:46:19,1,0.0845,0.08350521,54.87,BTC-28JUN24-40000-C,28384.41,sell,,0.5,,,,
478,265800674,2023-10-02 08:47:24,0,0.085,0.08434056,55.02,BTC-28JUN24-40000-C,28382.65,buy,,0.2,,,,
479,265802699,2023-10-02 09:06:11,0,0.086,0.08657556,55.46,BTC-28JUN24-40000-C,28333.86,buy,,0.1,,,,
480,265838513,2023-10-02 15:17:46,2,0.0857,0.08538087,55.57,BTC-28JUN24-40000-C,28272.98,sell,,12.5,98980,BTC-CS-28JUN24-31000_40000,,
481,265867685,2023-10-02 19:01:14,2,0.0825,0.08221771,56.06,BTC-28JUN24-40000-C,27732.62,sell,,0.5,,,,
482,265867686,2023-10-02 19:01:14,3,0.0825,0.08221771,56.06,BTC-28JUN24-40000-C,27732.62,sell,,0.1,,,,
483,265867720,2023-10-02 19:01:15,3,0.0825,0.0821564,56.08,BTC-28JUN24-40000-C,27726.48,sell,,0.4,,,,
484,265909778,2023-10-03 06:42:18,2,0.08,0.08087157,55.63,BTC-28JUN24-40000-C,27627.79,sell,,0.7,,,,
485,265918704,2023-10-03 10:42:24,2,0.0795,0.08017572,55.57,BTC-28JUN24-40000-C,27595.39,sell,,1.0,,,,
486,265952993,2023-10-03 18:12:53,2,0.078,0.07848075,55.7,BTC-28JUN24-40000-C,27408.56,sell,,0.6,,,,
487,265954470,2023-10-03 18:35:25,3,0.078,0.07826353,55.84,BTC-28JUN24-40000-C,27358.52,sell,,0.1,,,,
488,265954527,2023-10-03 18:35:46,3,0.078,0.07823219,55.85,BTC-28JUN24-40000-C,27354.41,sell,,0.1,,,,
489,265954533,2023-10-03 18:35:48,3,0.078,0.07822502,55.85,BTC-28JUN24-40000-C,27353.99,sell,,0.1,,,,
490,265954534,2023-10-03 18:35:49,3,0.078,0.07822559,55.85,BTC-28JUN24-40000-C,27354.09,sell,,0.1,,,,
491,266014491,2023-10-04 14:20:32,0,0.079,0.07877069,56.16,BTC-28JUN24-40000-C,27390.85,sell,,8.0,,,,
492,266021460,2023-10-04 16:36:04,0,0.08,0.08029389,55.94,BTC-28JUN24-40000-C,27578.84,buy,,0.2,,,,
493,266021461,2023-10-04 16:36:04,1,0.08,0.08029389,55.94,BTC-28JUN24-40000-C,27578.84,buy,,0.1,,,,
494,266025002,2023-10-04 17:45:35,2,0.0795,0.07993116,55.87,BTC-28JUN24-40000-C,27530.2,buy,,0.9,,,,
495,266037628,2023-10-04 20:21:42,0,0.08,0.07981314,55.61,BTC-28JUN24-40000-C,27692.92,sell,,0.7,,,,
496,266037832,2023-10-04 20:23:49,1,0.08,0.07960818,55.73,BTC-28JUN24-40000-C,27648.0,sell,,1.3,,,,
497,266038167,2023-10-04 20:28:23,0,0.082,0.08233727,56.2,BTC-28JUN24-40000-C,27697.66,sell,,2.3,,,,
498,266054984,2023-10-05 06:40:56,2,0.079,0.07857078,55.44,BTC-28JUN24-40000-C,27644.25,sell,,0.8,,,,
499,266065151,2023-10-05 12:45:53,3,0.079,0.07976063,55.34,BTC-28JUN24-40000-C,27707.56,sell,,0.1,,,,
500,266136412,2023-10-06 06:34:01,2,0.077,0.07724438,55.4,BTC-28JUN24-40000-C,27500.94,buy,,0.1,,,,
501,266156551,2023-10-06 12:30:37,2,0.076,0.07596814,54.69,BTC-28JUN24-40000-C,27627.41,sell,,0.5,,,,
502,266159219,2023-10-06 12:43:35,2,0.0755,0.07574822,54.83,BTC-28JUN24-40000-C,27544.21,buy,,0.1,,,,
503,266159220,2023-10-06 12:43:37,3,0.0755,0.07574391,54.82,BTC-28JUN24-40000-C,27545.85,buy,,0.1,,,,
504,266159221,2023-10-06 12:43:38,3,0.0755,0.07576114,54.82,BTC-28JUN24-40000-C,27545.4,buy,,0.1,,,,
505,266159222,2023-10-06 12:43:39,3,0.0755,0.07575024,54.82,BTC-28JUN24-40000-C,27545.4,buy,,0.1,,,,
506,266159223,2023-10-06 12:43:40,3,0.0755,0.07574939,54.83,BTC-28JUN24-40000-C,27545.49,buy,,0.1,,,,
507,266159224,2023-10-06 12:43:41,3,0.0755,0.0757352,54.83,BTC-28JUN24-40000-C,27544.16,buy,,0.1,,,,
508,266159310,2023-10-06 12:44:59,3,0.0755,0.07558125,54.86,BTC-28JUN24-40000-C,27537.89,buy,,0.7,,,,
509,266169074,2023-10-06 13:32:54,3,0.0755,0.07582523,54.99,BTC-28JUN24-40000-C,27503.22,buy,,0.4,,,,
510,266170621,2023-10-06 13:35:02,0,0.0765,0.07711873,54.84,BTC-28JUN24-40000-C,27666.05,buy,,5.0,,,,
511,266179394,2023-10-06 15:29:11,1,0.0765,0.07662177,54.51,BTC-28JUN24-40000-C,27787.15,sell,,0.5,,,,
512,266200408,2023-10-06 18:45:19,0,0.0772,0.07760294,54.32,BTC-28JUN24-40000-C,27921.61,sell,,6.5,99791,,,
513,266282511,2023-10-09 01:35:45,0,0.0795,0.07940416,55.57,BTC-28JUN24-40000-C,27857.44,sell,,1.5,,,,
514,266282721,2023-10-09 01:42:35,0,0.08,0.07984324,55.66,BTC-28JUN24-40000-C,27875.37,buy,,0.2,,,,
515,266288913,2023-10-09 06:16:26,2,0.0785,0.07922788,55.15,BTC-28JUN24-40000-C,27877.98,sell,,14.0,,,,
516,266301821,2023-10-09 09:49:43,2,0.0755,0.07533128,54.96,BTC-28JUN24-40000-C,27594.54,sell,,0.5,,,,
517,266301822,2023-10-09 09:49:43,3,0.0755,0.07533128,54.96,BTC-28JUN24-40000-C,27594.54,sell,,0.2,,,,
518,266301823,2023-10-09 09:49:43,3,0.0755,0.07533128,54.96,BTC-28JUN24-40000-C,27594.54,sell,,0.1,,,,
519,266301829,2023-10-09 09:49:43,3,0.0755,0.07533128,54.96,BTC-28JUN24-40000-C,27594.54,sell,,0.1,,,,
520,266307271,2023-10-09 10:17:59,0,0.076,0.07559118,55.32,BTC-28JUN24-40000-C,27561.67,sell,,0.8,,,,
521,266339677,2023-10-09 15:42:06,2,0.074,0.07397785,54.86,BTC-28JUN24-40000-C,27502.38,sell,,1.1,,,,
522,266352793,2023-10-09 17:41:39,2,0.0735,0.07448475,54.64,BTC-28JUN24-40000-C,27528.08,sell,,0.8,,,,
523,266356897,2023-10-09 18:05:40,2,0.073,0.07366292,54.14,BTC-28JUN24-40000-C,27641.22,buy,,1.0,,,,
524,266358339,2023-10-09 18:19:48,0,0.0755,0.07534377,55.0,BTC-28JUN24-40000-C,27636.95,sell,,0.8,,,,
525,266361338,2023-10-09 18:58:25,2,0.075,0.07519757,54.98,BTC-28JUN24-40000-C,27586.14,sell,,0.8,,,,
526,266366699,2023-10-09 22:18:00,2,0.0735,0.07352755,54.47,BTC-28JUN24-40000-C,27599.08,sell,,0.1,,,,
527,266366778,2023-10-09 22:18:23,3,0.0735,0.07351166,54.49,BTC-28JUN24-40000-C,27588.98,sell,,1.0,,,,
528,266381053,2023-10-10 08:21:13,0,0.0741,0.07406037,54.43,BTC-28JUN24-40000-C,27698.45,buy,,25.0,100188,BTC-CS-28JUN24-40000_55000,,
529,266384383,2023-10-10 10:16:21,2,0.0735,0.07350284,54.38,BTC-28JUN24-40000-C,27660.86,buy,,1.9,,,,
530,266384637,2023-10-10 10:30:07,2,0.0734,0.07327346,54.32,BTC-28JUN24-40000-C,27666.1,sell,,25.0,100204,BTC-CS-28JUN24-40000_55000,,
531,266392927,2023-10-10 12:56:39,2,0.073,0.07272057,54.92,BTC-28JUN24-40000-C,27433.42,buy,,0.5,,,,
532,266414856,2023-10-10 17:09:11,2,0.0725,0.07241934,54.88,BTC-28JUN24-40000-C,27392.13,buy,,0.6,,,,
533,266414983,2023-10-10 17:10:49,3,0.0725,0.07262847,54.8,BTC-28JUN24-40000-C,27416.76,buy,,1.0,,,,
534,266414984,2023-10-10 17:10:49,3,0.0725,0.07262847,54.8,BTC-28JUN24-40000-C,27416.76,buy,,0.1,,,,
535,266426439,2023-10-10 22:08:21,0,0.0735,0.07391274,55.0,BTC-28JUN24-40000-C,27462.35,buy,,0.1,,,,
536,266428943,2023-10-11 00:33:21,2,0.0715,0.07199499,54.47,BTC-28JUN24-40000-C,27418.92,sell,,0.1,,,,
537,266428944,2023-10-11 00:33:23,3,0.0715,0.07198828,54.48,BTC-28JUN24-40000-C,27418.89,sell,,0.1,,,,
538,266428945,2023-10-11 00:33:25,3,0.0715,0.07198839,54.48,BTC-28JUN24-40000-C,27418.92,sell,,0.1,,,,
539,266428946,2023-10-11 00:33:26,3,0.0715,0.07198832,54.48,BTC-28JUN24-40000-C,27417.58,sell,,0.1,,,,
540,266428947,2023-10-11 00:33:28,3,0.0715,0.07197135,54.48,BTC-28JUN24-40000-C,27416.28,sell,,0.1,,,,
541,266428948,2023-10-11 00:33:30,3,0.0715,0.07197014,54.48,BTC-28JUN24-40000-C,27416.01,sell,,0.1,,,,
542,266428949,2023-10-11 00:33:32,3,0.0715,0.07196288,54.48,BTC-28JUN24-40000-C,27415.77,sell,,0.1,,,,
543,266428950,2023-10-11 00:33:33,3,0.0715,0.07195814,54.49,BTC-28JUN24-40000-C,27414.65,sell,,0.1,,,,
544,266428952,2023-10-11 00:33:37,3,0.0715,0.07194976,54.49,BTC-28JUN24-40000-C,27414.77,sell,,0.1,,,,
545,266428953,2023-10-11 00:33:39,3,0.0715,0.07195492,54.49,BTC-28JUN24-40000-C,27415.39,sell,,0.1,,,,
546,266428955,2023-10-11 00:33:40,3,0.0715,0.07196471,54.48,BTC-28JUN24-40000-C,27416.6,sell,,0.1,,,,
547,266428956,2023-10-11 00:33:46,3,0.0715,0.07197627,54.48,BTC-28JUN24-40000-C,27417.87,sell,,0.1,,,,
548,266428957,2023-10-11 00:33:47,3,0.0715,0.07197602,54.48,BTC-28JUN24-40000-C,27417.87,sell,,0.1,,,,
549,266428959,2023-10-11 00:33:49,3,0.0715,0.07197658,54.48,BTC-28JUN24-40000-C,27417.92,sell,,0.1,,,,
550,266428960,2023-10-11 00:33:50,3,0.0715,0.07197632,54.48,BTC-28JUN24-40000-C,27417.92,sell,,0.1,,,,
551,266433550,2023-10-11 02:34:20,3,0.0715,0.07111009,55.13,BTC-28JUN24-40000-C,27203.14,sell,,0.1,,,,
552,266433554,2023-10-11 02:34:20,3,0.0715,0.07111009,55.13,BTC-28JUN24-40000-C,27197.29,sell,,0.1,,,,
553,266434021,2023-10-11 02:34:40,3,0.0715,0.07117537,55.23,BTC-28JUN24-40000-C,27159.41,sell,,0.1,,,,
554,266434096,2023-10-11 02:34:41,3,0.0715,0.0711958,55.23,BTC-28JUN24-40000-C,27159.41,sell,,0.1,,,,
555,266435160,2023-10-11 02:35:00,3,0.0715,0.07105724,55.46,BTC-28JUN24-40000-C,27072.12,sell,,4.0,,,,
556,266435162,2023-10-11 02:35:00,3,0.0715,0.07105724,55.46,BTC-28JUN24-40000-C,27072.12,sell,,2.1,,,,
557,266451404,2023-10-11 05:34:34,2,0.07,0.07051144,55.09,BTC-28JUN24-40000-C,27090.57,sell,,0.6,,,,
558,266451483,2023-10-11 05:36:53,3,0.07,0.07061087,55.03,BTC-28JUN24-40000-C,27110.42,sell,,0.1,,,,
559,266451484,2023-10-11 05:36:54,3,0.07,0.07060942,55.03,BTC-28JUN24-40000-C,27110.32,sell,,0.1,,,,
560,266451492,2023-10-11 05:37:01,3,0.07,0.07060634,55.03,BTC-28JUN24-40000-C,27111.36,sell,,0.1,,,,
561,266451494,2023-10-11 05:37:02,3,0.07,0.07061221,55.03,BTC-28JUN24-40000-C,27111.36,sell,,0.1,,,,
562,266451499,2023-10-11 05:37:04,3,0.07,0.07062636,55.02,BTC-28JUN24-40000-C,27113.21,sell,,0.1,,,,
563,266451501,2023-10-11 05:37:05,3,0.07,0.07062431,55.02,BTC-28JUN24-40000-C,27115.37,sell,,0.1,,,,
564,266451502,2023-10-11 05:37:06,3,0.07,0.0706416,55.01,BTC-28JUN24-40000-C,27115.22,sell,,0.1,,,,
565,266451609,2023-10-11 05:40:36,3,0.07,0.07054225,55.06,BTC-28JUN24-40000-C,27097.3,sell,,0.1,,,,
566,266451625,2023-10-11 05:40:45,3,0.07,0.07061069,55.04,BTC-28JUN24-40000-C,27106.14,sell,,0.1,,,,
567,266451789,2023-10-11 05:46:05,3,0.07,0.07079435,54.98,BTC-28JUN24-40000-C,27129.67,sell,,0.9,,,,
568,266456677,2023-10-11 07:26:03,3,0.07,0.07017807,55.22,BTC-28JUN24-40000-C,27046.79,sell,,0.1,,,,
569,266456679,2023-10-11 07:26:04,3,0.07,0.07017807,55.22,BTC-28JUN24-40000-C,27046.71,sell,,0.1,,,,
570,266456697,2023-10-11 07:26:18,3,0.07,0.07016518,55.23,BTC-28JUN24-40000-C,27043.68,sell,,0.1,,,,
571,266456699,2023-10-11 07:26:19,3,0.07,0.0701632,55.23,BTC-28JUN24-40000-C,27043.35,sell,,0.1,,,,
572,266456700,2023-10-11 07:26:21,3,0.07,0.07016441,55.23,BTC-28JUN24-40000-C,27043.26,sell,,0.1,,,,
573,266456702,2023-10-11 07:26:22,3,0.07,0.07016348,55.23,BTC-28JUN24-40000-C,27043.11,sell,,0.1,,,,
574,266456703,2023-10-11 07:26:23,3,0.07,0.07016348,55.23,BTC-28JUN24-40000-C,27043.16,sell,,0.1,,,,
575,266456724,2023-10-11 07:26:39,3,0.07,0.07017692,55.23,BTC-28JUN24-40000-C,27043.35,sell,,0.1,,,,
576,266456729,2023-10-11 07:26:40,3,0.07,0.07017734,55.23,BTC-28JUN24-40000-C,27043.35,sell,,0.1,,,,
577,266456730,2023-10-11 07:26:41,3,0.07,0.07017776,55.23,BTC-28JUN24-40000-C,27043.01,sell,,0.1,,,,
578,266456732,2023-10-11 07:26:42,3,0.07,0.07017469,55.23,BTC-28JUN24-40000-C,27042.94,sell,,0.1,,,,
579,266456891,2023-10-11 07:28:19,3,0.07,0.0702693,55.2,BTC-28JUN24-40000-C,27051.05,sell,,6.5,,,,
580,266498735,2023-10-11 15:30:02,2,0.068,0.06780572,55.21,BTC-28JUN24-40000-C,26835.16,buy,,0.1,,,,
581,266509276,2023-10-11 16:12:14,2,0.0675,0.06752686,55.48,BTC-28JUN24-40000-C,26679.19,sell,,0.1,,,,
582,266513423,2023-10-11 16:28:24,0,0.0685,0.06814697,55.98,BTC-28JUN24-40000-C,26655.58,sell,,0.9,,,,
583,266535475,2023-10-11 20:32:27,2,0.068,0.06789691,55.69,BTC-28JUN24-40000-C,26705.76,sell,,1.4,,,,
584,266543911,2023-10-12 01:15:07,3,0.068,0.06823603,55.58,BTC-28JUN24-40000-C,26767.98,sell,,1.1,,,,
585,266543912,2023-10-12 01:15:07,3,0.068,0.06823603,55.58,BTC-28JUN24-40000-C,26767.98,buy,,1.9,,,,
586,266587827,2023-10-12 17:48:36,2,0.067,0.06747779,55.73,BTC-28JUN24-40000-C,26613.79,sell,,0.1,,,,
587,266587829,2023-10-12 17:48:39,3,0.067,0.06747453,55.73,BTC-28JUN24-40000-C,26613.78,sell,,0.1,,,,
588,266595958,2023-10-12 22:12:29,3,0.067,0.06783821,55.26,BTC-28JUN24-40000-C,26761.2,sell,,5.0,,,,
589,266609819,2023-10-13 06:00:53,0,0.0685,0.06827804,55.67,BTC-28JUN24-40000-C,26813.28,sell,,0.8,,,,
590,266620820,2023-10-13 08:07:47,2,0.0675,0.06768467,55.18,BTC-28JUN24-40000-C,26891.07,sell,,1.9,,,,
591,266620864,2023-10-13 08:08:26,3,0.0675,0.06773945,55.17,BTC-28JUN24-40000-C,26891.73,sell,,1.4,,,,
592,266621646,2023-10-13 08:23:48,0,0.068,0.06827926,55.41,BTC-28JUN24-40000-C,26861.51,buy,,0.4,,,,
593,266623344,2023-10-13 09:10:12,2,0.067,0.06718579,55.28,BTC-28JUN24-40000-C,26780.95,sell,,0.1,,,,
594,266623345,2023-10-13 09:10:13,3,0.067,0.06718457,55.29,BTC-28JUN24-40000-C,26779.22,sell,,0.1,,,,
595,266623348,2023-10-13 09:10:19,3,0.067,0.0671807,55.29,BTC-28JUN24-40000-C,26779.28,sell,,0.1,,,,
596,266623349,2023-10-13 09:10:20,3,0.067,0.06718171,55.29,BTC-28JUN24-40000-C,26779.58,sell,,0.1,,,,
597,266623351,2023-10-13 09:10:21,3,0.067,0.06718217,55.29,BTC-28JUN24-40000-C,26780.65,sell,,0.1,,,,
598,266623355,2023-10-13 09:10:22,3,0.067,0.06718844,55.28,BTC-28JUN24-40000-C,26781.49,sell,,0.1,,,,
599,266624958,2023-10-13 10:01:08,3,0.067,0.06716941,55.43,BTC-28JUN24-40000-C,26746.06,sell,,1.4,,,,
600,266625049,2023-10-13 10:04:32,3,0.067,0.06721163,55.42,BTC-28JUN24-40000-C,26746.3,sell,,1.4,,,,
601,266625050,2023-10-13 10:04:32,3,0.067,0.06721163,55.42,BTC-28JUN24-40000-C,26746.3,sell,,1.2,,,,
602,266625069,2023-10-13 10:05:34,3,0.067,0.06720426,55.43,BTC-28JUN24-40000-C,26745.9,sell,,0.2,,,,
603,266625070,2023-10-13 10:05:34,3,0.067,0.06720426,55.43,BTC-28JUN24-40000-C,26745.9,sell,,0.8,,,,
604,266625071,2023-10-13 10:05:34,3,0.067,0.06720426,55.43,BTC-28JUN24-40000-C,26745.9,sell,,0.2,,,,
605,266625214,2023-10-13 10:09:21,2,0.066,0.06691572,55.06,BTC-28JUN24-40000-C,26750.02,buy,,1.4,,,,
606,266625266,2023-10-13 10:12:46,3,0.066,0.06682536,55.03,BTC-28JUN24-40000-C,26762.9,buy,,1.1,,,,
607,266660376,2023-10-13 20:54:28,0,0.0685,0.06848592,55.26,BTC-28JUN24-40000-C,26979.75,buy,,0.1,,,,
