trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,combo_id,block_trade_id
1025,248989575,2023-03-30 14:41:34,2,0.014,0.01360852,73.53,BTC-30JUN23-50000-C,28431.06,buy,4.0,,
1026,248999345,2023-03-30 15:44:47,3,0.014,0.01346433,73.87,BTC-30JUN23-50000-C,28335.8,buy,2.1,,
1027,249002408,2023-03-30 15:51:24,3,0.014,0.01343203,74.18,BTC-30JUN23-50000-C,28247.77,buy,2.1,,
1028,249004162,2023-03-30 15:56:58,3,0.014,0.01360504,74.15,BTC-30JUN23-50000-C,28261.43,buy,1.4,,
1029,249055553,2023-03-30 19:46:09,2,0.013,0.01281359,73.85,BTC-30JUN23-50000-C,27998.94,buy,1.0,,
1030,249055840,2023-03-30 19:49:17,2,0.0125,0.01278896,73.22,BTC-30JUN23-50000-C,28003.09,sell,1.0,,
1031,249057782,2023-03-30 20:04:21,3,0.0125,0.01271494,73.34,BTC-30JUN23-50000-C,27965.99,sell,0.5,,
1032,249106164,2023-03-31 03:22:55,2,0.012,0.01229307,72.17,BTC-30JUN23-50000-C,28173.68,sell,1.3,,
1033,249164754,2023-03-31 07:51:26,2,0.01,0.01066977,71.18,BTC-30JUN23-50000-C,27691.63,sell,1.0,,
1034,249180005,2023-03-31 08:10:06,3,0.01,0.01013892,70.76,BTC-30JUN23-50000-C,27838.64,sell,17.0,,
1035,249217702,2023-03-31 13:21:31,0,0.011,0.01072149,70.64,BTC-30JUN23-50000-C,28287.22,buy,1.4,,
1036,249217703,2023-03-31 13:21:31,1,0.011,0.01072149,70.64,BTC-30JUN23-50000-C,28287.22,buy,20.0,,
1037,249217704,2023-03-31 13:21:31,1,0.011,0.01072149,70.64,BTC-30JUN23-50000-C,28287.22,buy,3.6,,
1038,249244098,2023-03-31 15:19:47,1,0.011,0.01104668,70.33,BTC-30JUN23-50000-C,28387.32,buy,0.1,,
1039,249269607,2023-03-31 19:28:01,2,0.0102,0.01098813,69.32,BTC-30JUN23-50000-C,28375.6,sell,500.0,BTC-CS-30JUN23-40000_50000,70960
1040,249272711,2023-03-31 19:55:28,0,0.0115,0.01119816,70.7,BTC-30JUN23-50000-C,28496.59,buy,0.1,,
1041,249273290,2023-03-31 19:59:45,1,0.0115,0.01119133,70.78,BTC-30JUN23-50000-C,28465.32,buy,0.3,,
1042,249273298,2023-03-31 19:59:45,1,0.0115,0.01119133,70.78,BTC-30JUN23-50000-C,28465.32,buy,0.1,,
1043,249273302,2023-03-31 19:59:45,1,0.0115,0.01119319,70.78,BTC-30JUN23-50000-C,28465.32,buy,0.1,,
1044,249273310,2023-03-31 19:59:47,1,0.0115,0.01121532,70.75,BTC-30JUN23-50000-C,28474.37,buy,0.1,,
1045,249273440,2023-03-31 20:00:01,1,0.0115,0.01118716,70.76,BTC-30JUN23-50000-C,28470.44,buy,0.1,,
1046,249340674,2023-04-01 17:03:11,2,0.009,0.00969954,67.94,BTC-30JUN23-50000-C,28349.08,sell,1.0,,
1047,249371401,2023-04-02 11:06:44,0,0.0095,0.00918643,69.03,BTC-30JUN23-50000-C,28343.34,buy,1.0,,
1048,249371402,2023-04-02 11:06:44,1,0.0095,0.00918643,69.03,BTC-30JUN23-50000-C,28343.34,buy,0.3,,
1049,249499899,2023-04-03 08:17:55,0,0.01,0.00965817,70.2,BTC-30JUN23-50000-C,28348.41,buy,0.4,,
1050,249517619,2023-04-03 10:21:30,1,0.01,0.0098362,70.04,BTC-30JUN23-50000-C,28399.7,buy,0.2,,
1051,249517620,2023-04-03 10:21:30,1,0.01,0.0098362,70.04,BTC-30JUN23-50000-C,28399.7,buy,6.6,,
1052,249517714,2023-04-03 10:21:49,0,0.0105,0.00981665,70.8,BTC-30JUN23-50000-C,28385.34,buy,0.2,,
1053,249549189,2023-04-03 14:29:45,2,0.0095,0.00951107,69.89,BTC-30JUN23-50000-C,28252.84,sell,1.0,,
1054,249581376,2023-04-03 19:11:46,2,0.009,0.00902481,69.61,BTC-30JUN23-50000-C,28134.49,sell,1.0,,
1055,249625084,2023-04-03 22:45:53,0,0.01,0.00949759,72.09,BTC-30JUN23-50000-C,27881.49,buy,0.1,,
1056,249625997,2023-04-03 22:59:37,1,0.01,0.00943729,72.34,BTC-30JUN23-50000-C,27810.04,buy,0.4,,
1057,249641224,2023-04-04 01:20:00,2,0.0085,0.00907081,70.14,BTC-30JUN23-50000-C,27784.87,sell,1.0,,
1058,249641447,2023-04-04 01:24:53,3,0.0085,0.00896488,70.08,BTC-30JUN23-50000-C,27804.87,sell,1.0,,
1059,249641469,2023-04-04 01:25:14,3,0.0085,0.00894861,70.09,BTC-30JUN23-50000-C,27799.53,sell,2.0,,
1060,249641470,2023-04-04 01:25:17,3,0.0085,0.00894708,70.09,BTC-30JUN23-50000-C,27799.54,sell,2.0,,
1061,249664050,2023-04-04 06:36:52,3,0.0085,0.00843464,69.5,BTC-30JUN23-50000-C,27990.28,buy,1.0,,
1062,249667053,2023-04-04 06:48:51,0,0.009,0.00866874,70.04,BTC-30JUN23-50000-C,28073.27,buy,0.5,,
1063,249694337,2023-04-04 10:16:25,1,0.009,0.00902905,69.21,BTC-30JUN23-50000-C,28323.0,buy,0.5,,
1064,249696332,2023-04-04 10:27:57,0,0.0095,0.00919654,70.06,BTC-30JUN23-50000-C,28287.49,buy,4.0,,
1065,249697402,2023-04-04 10:36:09,2,0.0092,0.00920668,69.7,BTC-30JUN23-50000-C,28262.31,buy,17.6,BTC-CS-30JUN23-40000_50000,71133
1066,249697403,2023-04-04 10:36:09,3,0.0092,0.0092047,69.7,BTC-30JUN23-50000-C,28262.31,buy,50.0,BTC-CS-30JUN23-40000_50000,71134
1067,249701118,2023-04-04 11:08:06,0,0.01,0.00945525,70.42,BTC-30JUN23-50000-C,28403.59,buy,0.1,,
1068,249709063,2023-04-04 11:55:43,2,0.0095,0.00923131,70.06,BTC-30JUN23-50000-C,28312.44,buy,1.8,,
1069,249712117,2023-04-04 12:25:41,3,0.0095,0.00955047,70.01,BTC-30JUN23-50000-C,28331.91,sell,2.5,,
1070,249717337,2023-04-04 13:07:47,3,0.0095,0.00966498,70.04,BTC-30JUN23-50000-C,28331.24,sell,0.1,,
1071,249717341,2023-04-04 13:07:47,3,0.0095,0.00966498,70.04,BTC-30JUN23-50000-C,28331.24,sell,0.1,,
1072,249828784,2023-04-05 11:56:36,2,0.009,0.00944244,68.88,BTC-30JUN23-50000-C,28559.8,sell,0.3,,
1073,249938868,2023-04-06 08:06:42,2,0.008,0.00807214,69.87,BTC-30JUN23-50000-C,27906.08,sell,0.4,,
1074,249939949,2023-04-06 08:12:39,3,0.008,0.00804395,69.79,BTC-30JUN23-50000-C,27933.83,sell,0.1,,
1075,250018369,2023-04-06 22:09:00,2,0.0075,0.00793618,68.94,BTC-30JUN23-50000-C,27997.69,sell,2.3,,
1076,250018370,2023-04-06 22:09:01,3,0.0075,0.00793544,68.94,BTC-30JUN23-50000-C,27997.81,sell,0.1,,
1077,250018372,2023-04-06 22:09:05,0,0.008,0.00793143,69.81,BTC-30JUN23-50000-C,27997.49,buy,2.2,,
1078,250018373,2023-04-06 22:09:05,1,0.008,0.00793143,69.81,BTC-30JUN23-50000-C,27997.49,buy,7.0,,
1079,250018380,2023-04-06 22:09:15,1,0.008,0.00793725,69.8,BTC-30JUN23-50000-C,27998.57,sell,2.3,,
1080,250018403,2023-04-06 22:11:28,0,0.0085,0.00800303,70.65,BTC-30JUN23-50000-C,27995.74,buy,1.7,,
1081,250018404,2023-04-06 22:11:28,1,0.0085,0.00800303,70.65,BTC-30JUN23-50000-C,27995.74,buy,11.5,,
1082,250018405,2023-04-06 22:11:28,1,0.0085,0.00800303,70.65,BTC-30JUN23-50000-C,27995.74,buy,25.3,,
1083,250018757,2023-04-06 22:14:02,2,0.008,0.00795218,69.97,BTC-30JUN23-50000-C,27945.49,sell,0.8,,
1084,250019000,2023-04-06 22:18:48,0,0.0085,0.00810454,70.73,BTC-30JUN23-50000-C,27962.39,buy,11.5,,
1085,250020721,2023-04-06 22:50:55,0,0.009,0.00880135,71.33,BTC-30JUN23-50000-C,28022.06,buy,2.3,,
1086,250020722,2023-04-06 22:50:55,1,0.009,0.00880135,71.33,BTC-30JUN23-50000-C,28022.06,buy,28.0,,
1087,250020723,2023-04-06 22:50:55,1,0.009,0.00880135,71.33,BTC-30JUN23-50000-C,28022.06,buy,8.2,,
1088,250033257,2023-04-07 03:33:58,2,0.008,0.00787843,69.81,BTC-30JUN23-50000-C,28024.98,sell,2.3,,
1089,250061738,2023-04-07 08:31:37,2,0.007,0.0075262,68.47,BTC-30JUN23-50000-C,27911.74,sell,0.1,,
1090,250098520,2023-04-07 21:32:37,3,0.007,0.00747446,68.88,BTC-30JUN23-50000-C,27903.09,sell,0.7,,
1091,250098523,2023-04-07 21:33:07,3,0.007,0.00747542,68.88,BTC-30JUN23-50000-C,27903.24,sell,0.2,,
1092,250098615,2023-04-07 21:40:05,3,0.007,0.00745104,68.92,BTC-30JUN23-50000-C,27888.72,sell,1.8,,
1093,250104265,2023-04-08 00:37:24,3,0.007,0.00663715,68.8,BTC-30JUN23-50000-C,27944.08,buy,1.0,,
1094,250167475,2023-04-09 08:16:32,2,0.006,0.00614296,67.34,BTC-30JUN23-50000-C,27942.12,sell,0.1,,
1095,250167477,2023-04-09 08:16:35,3,0.006,0.00614179,67.34,BTC-30JUN23-50000-C,27941.06,sell,0.1,,
1096,250167505,2023-04-09 08:17:37,3,0.006,0.00615511,67.34,BTC-30JUN23-50000-C,27944.81,sell,0.2,,
1097,250189891,2023-04-09 18:28:40,0,0.0061,0.00598713,67.76,BTC-30JUN23-50000-C,27942.63,sell,15.0,BTC-CS-30JUN23-50000_60000,71463
1098,250191451,2023-04-09 18:54:42,0,0.0065,0.00648514,68.21,BTC-30JUN23-50000-C,28046.1,buy,0.1,,
1099,250192482,2023-04-09 19:14:20,1,0.0065,0.00653647,68.07,BTC-30JUN23-50000-C,28083.3,buy,0.2,,
1100,250202897,2023-04-09 21:29:33,0,0.007,0.00722747,68.11,BTC-30JUN23-50000-C,28358.81,buy,0.3,,
1101,250207995,2023-04-09 21:54:36,1,0.007,0.00735649,67.93,BTC-30JUN23-50000-C,28417.43,sell,0.2,,
1102,250209835,2023-04-09 22:03:21,1,0.007,0.0075374,67.64,BTC-30JUN23-50000-C,28514.09,sell,0.1,,
1103,250229763,2023-04-10 03:59:42,2,0.0065,0.00697487,67.52,BTC-30JUN23-50000-C,28294.48,sell,10.0,,
1104,250230443,2023-04-10 04:29:20,3,0.0065,0.00699148,67.49,BTC-30JUN23-50000-C,28310.37,sell,0.6,,
1105,250285156,2023-04-10 16:53:37,0,0.008,0.00799412,68.0,BTC-30JUN23-50000-C,29023.59,buy,0.1,,
1106,250285157,2023-04-10 16:53:37,1,0.008,0.00799412,68.0,BTC-30JUN23-50000-C,29023.59,buy,0.7,,
1107,250285178,2023-04-10 16:53:37,1,0.008,0.00799412,68.0,BTC-30JUN23-50000-C,29023.59,buy,0.3,,
1108,250285179,2023-04-10 16:53:37,1,0.008,0.00799412,68.0,BTC-30JUN23-50000-C,29023.59,buy,1.0,,
1109,250294252,2023-04-10 17:05:38,0,0.0085,0.00845001,68.14,BTC-30JUN23-50000-C,29224.14,buy,0.2,,
1110,250299938,2023-04-10 17:20:07,2,0.008,0.00862511,67.75,BTC-30JUN23-50000-C,29095.27,sell,0.2,,
1111,250334068,2023-04-10 21:16:58,0,0.009,0.00886495,69.18,BTC-30JUN23-50000-C,29164.23,buy,0.1,,
1112,250336494,2023-04-10 21:37:07,2,0.0085,0.0090024,68.05,BTC-30JUN23-50000-C,29271.94,sell,0.2,,
1113,250342726,2023-04-10 22:03:26,0,0.0095,0.01011736,67.88,BTC-30JUN23-50000-C,29763.78,buy,0.2,,
1114,250377001,2023-04-11 01:53:33,0,0.0105,0.01079742,67.75,BTC-30JUN23-50000-C,30269.45,buy,1.0,,
1115,250381048,2023-04-11 02:06:41,0,0.011,0.01083974,68.78,BTC-30JUN23-50000-C,30201.13,buy,0.2,,
1116,250388209,2023-04-11 02:28:43,1,0.011,0.01119648,68.38,BTC-30JUN23-50000-C,30322.41,buy,1.0,,
1117,250403641,2023-04-11 05:00:52,2,0.01,0.01050576,67.66,BTC-30JUN23-50000-C,30128.29,sell,0.1,,
1118,250415598,2023-04-11 06:47:58,3,0.01,0.01049464,67.8,BTC-30JUN23-50000-C,30085.75,sell,5.0,,
1119,250424096,2023-04-11 07:57:46,0,0.0105,0.01066259,68.37,BTC-30JUN23-50000-C,30135.71,sell,9.0,,
1120,250430533,2023-04-11 09:20:03,2,0.01,0.0104233,67.98,BTC-30JUN23-50000-C,30040.02,sell,0.2,,
1121,250438224,2023-04-11 11:04:47,0,0.0108,0.01034724,68.85,BTC-30JUN23-50000-C,30142.18,buy,12.5,BTC-CS-30JUN23-50000_55000,71788
1122,250444003,2023-04-11 12:03:49,2,0.0105,0.0099902,68.61,BTC-30JUN23-50000-C,30081.22,buy,2.7,,
1123,250444004,2023-04-11 12:03:49,3,0.0105,0.0099902,68.61,BTC-30JUN23-50000-C,30081.22,buy,0.3,,
1124,250450311,2023-04-11 13:33:26,3,0.0105,0.01048083,68.39,BTC-30JUN23-50000-C,30175.96,sell,3.0,,
1125,250457655,2023-04-11 14:44:25,3,0.0105,0.00985497,68.93,BTC-30JUN23-50000-C,30017.55,buy,0.2,,
1126,250518902,2023-04-12 02:54:34,2,0.0095,0.00886703,68.16,BTC-30JUN23-50000-C,29886.15,buy,0.5,,
1127,250546563,2023-04-12 09:46:12,2,0.009,0.00901819,67.1,BTC-30JUN23-50000-C,30017.81,sell,1.2,,
1128,250546566,2023-04-12 09:46:20,3,0.009,0.0090191,67.1,BTC-30JUN23-50000-C,30017.85,sell,0.1,,
1129,250546645,2023-04-12 09:47:11,3,0.009,0.00901433,67.12,BTC-30JUN23-50000-C,30011.77,sell,0.1,,
1130,250556217,2023-04-12 12:29:28,3,0.009,0.00910464,67.17,BTC-30JUN23-50000-C,30003.52,sell,0.6,,
1131,250556218,2023-04-12 12:29:28,3,0.009,0.00910464,67.17,BTC-30JUN23-50000-C,30003.52,sell,3.4,,
1132,250557182,2023-04-12 12:30:07,0,0.0095,0.00948474,67.32,BTC-30JUN23-50000-C,30181.85,buy,0.1,,
1133,250570133,2023-04-12 12:52:48,2,0.009,0.00918029,66.24,BTC-30JUN23-50000-C,30288.41,sell,3.0,,
1134,250600062,2023-04-12 16:31:32,3,0.009,0.00855047,67.16,BTC-30JUN23-50000-C,30028.51,buy,0.2,,
1135,250613135,2023-04-12 19:43:51,2,0.0085,0.00837798,66.88,BTC-30JUN23-50000-C,29885.26,buy,0.4,,
1136,250657431,2023-04-13 08:03:13,3,0.0085,0.0079911,66.46,BTC-30JUN23-50000-C,30100.64,buy,1.0,,
1137,250662922,2023-04-13 08:54:00,3,0.0085,0.00847161,66.14,BTC-30JUN23-50000-C,30199.1,buy,0.6,,
1138,250677945,2023-04-13 11:06:11,0,0.009,0.00945087,66.71,BTC-30JUN23-50000-C,30261.29,sell,0.1,,
1139,250677949,2023-04-13 11:06:12,1,0.009,0.00944891,66.72,BTC-30JUN23-50000-C,30257.72,sell,0.1,,
1140,250677956,2023-04-13 11:06:13,1,0.009,0.00944207,66.72,BTC-30JUN23-50000-C,30257.79,sell,0.1,,
1141,250677985,2023-04-13 11:06:13,1,0.009,0.00944171,66.72,BTC-30JUN23-50000-C,30257.79,sell,0.1,,
1142,250677986,2023-04-13 11:06:13,1,0.009,0.00944171,66.72,BTC-30JUN23-50000-C,30257.79,sell,0.1,,
1143,250686519,2023-04-13 13:05:03,0,0.0095,0.00946364,67.35,BTC-30JUN23-50000-C,30315.9,sell,0.7,,
1144,250694287,2023-04-13 14:31:35,2,0.009,0.0091454,66.51,BTC-30JUN23-50000-C,30358.34,sell,0.3,,
1145,250695553,2023-04-13 14:37:41,3,0.009,0.00896449,66.29,BTC-30JUN23-50000-C,30432.16,buy,2.8,,
1146,250695554,2023-04-13 14:37:41,3,0.009,0.00896449,66.29,BTC-30JUN23-50000-C,30432.16,buy,2.2,,
1147,250702469,2023-04-13 15:05:36,3,0.009,0.00918181,65.65,BTC-30JUN23-50000-C,30601.55,sell,0.3,,
1148,250718611,2023-04-13 17:12:58,3,0.009,0.00899391,66.41,BTC-30JUN23-50000-C,30412.24,sell,10.0,,
1149,250760438,2023-04-14 01:03:15,0,0.0095,0.00969773,66.03,BTC-30JUN23-50000-C,30780.87,sell,0.5,,
1150,250761863,2023-04-14 01:12:08,1,0.0095,0.00984386,65.91,BTC-30JUN23-50000-C,30818.07,sell,5.0,,
1151,250761964,2023-04-14 01:13:06,1,0.0095,0.00986247,65.88,BTC-30JUN23-50000-C,30823.97,sell,10.6,,
1152,250787669,2023-04-14 06:04:00,2,0.009,0.0087794,65.27,BTC-30JUN23-50000-C,30818.84,buy,2.0,,
1153,250797359,2023-04-14 06:58:31,0,0.01,0.00968937,66.27,BTC-30JUN23-50000-C,30964.15,buy,0.1,,
1154,250797360,2023-04-14 06:58:31,1,0.01,0.00968937,66.27,BTC-30JUN23-50000-C,30964.15,buy,0.5,,
1155,250823461,2023-04-14 08:48:27,2,0.0095,0.00987717,66.44,BTC-30JUN23-50000-C,30705.47,sell,2.8,,
1156,250823462,2023-04-14 08:48:27,3,0.0095,0.00987717,66.44,BTC-30JUN23-50000-C,30705.47,buy,1.5,,
1157,250823790,2023-04-14 08:50:37,3,0.0095,0.00976677,66.45,BTC-30JUN23-50000-C,30706.27,buy,0.7,,
1158,250825470,2023-04-14 09:14:39,3,0.0095,0.00971614,66.38,BTC-30JUN23-50000-C,30733.14,sell,3.3,,
1159,250825471,2023-04-14 09:14:39,3,0.0095,0.00971614,66.38,BTC-30JUN23-50000-C,30733.14,sell,1.7,,
1160,250853924,2023-04-14 14:32:01,2,0.0085,0.0083693,65.36,BTC-30JUN23-50000-C,30630.89,buy,2.0,,
1161,250853925,2023-04-14 14:32:01,0,0.009,0.0083693,66.14,BTC-30JUN23-50000-C,30630.89,buy,3.0,,
1162,250853926,2023-04-14 14:32:01,1,0.009,0.0083693,66.14,BTC-30JUN23-50000-C,30630.89,buy,5.0,,
1163,250860900,2023-04-14 15:07:40,2,0.008,0.00829251,65.03,BTC-30JUN23-50000-C,30488.07,sell,6.0,,
1164,250860901,2023-04-14 15:07:40,3,0.008,0.00829251,65.03,BTC-30JUN23-50000-C,30488.07,sell,3.1,,
1165,250880253,2023-04-14 16:45:17,2,0.0075,0.00752033,65.45,BTC-30JUN23-50000-C,30125.09,sell,0.3,,
1166,250918698,2023-04-15 02:05:46,3,0.0075,0.00798653,64.59,BTC-30JUN23-50000-C,30433.08,sell,1.0,,
1167,250940161,2023-04-15 11:49:23,2,0.007,0.00694995,63.91,BTC-30JUN23-50000-C,30407.3,sell,0.1,,
1168,250958850,2023-04-15 20:57:27,2,0.006,0.00647152,62.47,BTC-30JUN23-50000-C,30313.57,sell,0.1,,
1169,250978504,2023-04-16 07:19:13,0,0.007,0.00698542,64.47,BTC-30JUN23-50000-C,30342.6,buy,0.1,,
1170,251008690,2023-04-16 18:29:23,0,0.008,0.00742361,66.26,BTC-30JUN23-50000-C,30365.85,buy,10.0,,
1171,251059866,2023-04-17 05:21:23,2,0.0069,0.00698645,65.85,BTC-30JUN23-50000-C,30013.74,sell,12.5,,72484
1172,251209293,2023-04-18 09:31:17,0,0.007,0.00690051,67.03,BTC-30JUN23-50000-C,29871.98,buy,2.0,,
1173,251213761,2023-04-18 10:26:26,1,0.007,0.0072664,66.82,BTC-30JUN23-50000-C,29932.77,sell,0.2,,
1174,251222643,2023-04-18 11:39:04,0,0.0075,0.00775544,66.42,BTC-30JUN23-50000-C,30314.39,buy,0.2,,
1175,251246041,2023-04-18 14:26:26,0,0.008,0.00805215,67.74,BTC-30JUN23-50000-C,30193.91,sell,4.6,,
1176,251254231,2023-04-18 15:39:14,2,0.007,0.00733004,66.21,BTC-30JUN23-50000-C,30138.39,sell,2.2,,
1177,251254232,2023-04-18 15:39:14,3,0.007,0.00733004,66.21,BTC-30JUN23-50000-C,30138.39,sell,2.4,,
1178,251288801,2023-04-18 22:12:56,0,0.0075,0.00757985,66.4,BTC-30JUN23-50000-C,30377.72,sell,0.5,,
1179,251306792,2023-04-19 03:29:49,2,0.0065,0.00702653,65.04,BTC-30JUN23-50000-C,30274.54,sell,0.4,,
1180,251389769,2023-04-19 10:02:35,2,0.0055,0.00563194,66.8,BTC-30JUN23-50000-C,29206.19,sell,0.2,,
1181,251389770,2023-04-19 10:02:35,3,0.0055,0.00563194,66.8,BTC-30JUN23-50000-C,29206.19,buy,0.8,,
1182,251529665,2023-04-20 04:43:22,2,0.005,0.00522685,66.96,BTC-30JUN23-50000-C,28921.77,sell,0.2,,
1183,251529666,2023-04-20 04:43:22,3,0.005,0.00522685,66.96,BTC-30JUN23-50000-C,28921.77,sell,0.5,,
1184,251529667,2023-04-20 04:43:22,3,0.005,0.00522685,66.96,BTC-30JUN23-50000-C,28921.77,sell,2.0,,
1185,251555961,2023-04-20 08:57:20,2,0.004,0.00447153,64.76,BTC-30JUN23-50000-C,28849.3,sell,0.1,,
1186,251566261,2023-04-20 11:31:26,3,0.004,0.00411392,65.1,BTC-30JUN23-50000-C,28760.79,sell,0.9,,
1187,251725398,2023-04-21 08:17:17,3,0.004,0.0034709,67.64,BTC-30JUN23-50000-C,28115.35,buy,1.0,,
1188,251725399,2023-04-21 08:17:17,3,0.004,0.0034709,67.64,BTC-30JUN23-50000-C,28115.35,buy,0.1,,
1189,251725857,2023-04-21 08:20:22,3,0.004,0.00348843,67.62,BTC-30JUN23-50000-C,28128.86,buy,1.1,,
1190,251726396,2023-04-21 08:23:28,3,0.004,0.00350521,67.59,BTC-30JUN23-50000-C,28123.76,buy,1.1,,
1191,251727317,2023-04-21 08:26:02,2,0.0035,0.00349919,66.12,BTC-30JUN23-50000-C,28128.58,sell,1.1,,
1192,251807031,2023-04-21 20:23:23,2,0.003,0.00319158,67.49,BTC-30JUN23-50000-C,27348.23,sell,1.0,,
1193,251807032,2023-04-21 20:23:23,3,0.003,0.00319158,67.49,BTC-30JUN23-50000-C,27348.23,sell,0.2,,
1194,251807033,2023-04-21 20:23:23,3,0.003,0.00319158,67.49,BTC-30JUN23-50000-C,27348.23,sell,0.1,,
1195,251807036,2023-04-21 20:23:29,3,0.003,0.00319524,67.49,BTC-30JUN23-50000-C,27351.52,sell,0.3,,
1196,251807037,2023-04-21 20:23:32,3,0.003,0.00319614,67.48,BTC-30JUN23-50000-C,27352.63,sell,0.1,,
1197,251813877,2023-04-21 21:59:25,3,0.003,0.00322266,67.75,BTC-30JUN23-50000-C,27281.29,sell,1.1,,
1198,251819676,2023-04-21 23:31:49,2,0.0025,0.00297471,65.88,BTC-30JUN23-50000-C,27315.35,sell,2.1,,
1199,251819677,2023-04-21 23:31:49,3,0.0025,0.00297471,65.88,BTC-30JUN23-50000-C,27315.35,sell,30.0,,
1200,251819678,2023-04-21 23:31:49,3,0.0025,0.00297471,65.88,BTC-30JUN23-50000-C,27315.35,sell,17.9,,
1201,251855440,2023-04-22 15:38:59,0,0.003,0.00290135,67.47,BTC-30JUN23-50000-C,27479.15,buy,0.2,,
1202,251855441,2023-04-22 15:38:59,1,0.003,0.00290135,67.47,BTC-30JUN23-50000-C,27479.15,buy,0.2,,
1203,251863784,2023-04-22 17:26:31,1,0.003,0.0029042,66.82,BTC-30JUN23-50000-C,27692.07,buy,0.8,,
1204,251909393,2023-04-23 09:54:34,1,0.003,0.00312409,67.34,BTC-30JUN23-50000-C,27642.73,sell,1.0,,
1205,252016983,2023-04-24 10:12:50,1,0.003,0.00246022,68.86,BTC-30JUN23-50000-C,27327.31,buy,0.1,,
1206,252025760,2023-04-24 12:15:21,1,0.003,0.00248057,68.4,BTC-30JUN23-50000-C,27479.58,buy,17.9,,
1207,252025761,2023-04-24 12:15:21,1,0.003,0.00248057,68.4,BTC-30JUN23-50000-C,27479.58,buy,5.0,,
1208,252025762,2023-04-24 12:15:21,1,0.003,0.00248057,68.4,BTC-30JUN23-50000-C,27479.58,buy,13.1,,
1209,252054340,2023-04-24 16:37:29,2,0.0025,0.00277703,66.97,BTC-30JUN23-50000-C,27380.31,sell,1.0,,
1210,252125605,2023-04-25 08:24:55,3,0.0025,0.00246703,67.8,BTC-30JUN23-50000-C,27231.59,sell,0.1,,
1211,252129177,2023-04-25 09:10:20,3,0.0025,0.00264213,67.22,BTC-30JUN23-50000-C,27411.2,sell,1.0,,
1212,252208621,2023-04-25 22:01:00,0,0.003,0.00283052,66.33,BTC-30JUN23-50000-C,28305.37,buy,0.1,,
1213,252221375,2023-04-26 00:14:26,1,0.003,0.00309605,66.11,BTC-30JUN23-50000-C,28392.43,sell,0.1,,
1214,252221376,2023-04-26 00:14:28,1,0.003,0.00310011,66.12,BTC-30JUN23-50000-C,28390.95,sell,0.2,,
1215,252221387,2023-04-26 00:14:30,1,0.003,0.00309947,66.11,BTC-30JUN23-50000-C,28389.97,sell,0.1,,
1216,252237727,2023-04-26 04:25:44,1,0.003,0.00275234,66.36,BTC-30JUN23-50000-C,28351.52,buy,1.0,,
1217,252237728,2023-04-26 04:25:44,1,0.003,0.00275234,66.36,BTC-30JUN23-50000-C,28351.52,buy,3.8,,
1218,252237729,2023-04-26 04:25:44,1,0.003,0.00275234,66.36,BTC-30JUN23-50000-C,28351.52,buy,4.2,,
1219,252243968,2023-04-26 06:10:07,1,0.003,0.00286511,65.81,BTC-30JUN23-50000-C,28521.92,sell,1.7,,
1220,252281164,2023-04-26 10:44:28,0,0.0035,0.00336662,65.9,BTC-30JUN23-50000-C,28989.76,buy,0.1,,
1221,252281165,2023-04-26 10:44:28,1,0.0035,0.00336662,65.9,BTC-30JUN23-50000-C,28989.76,buy,0.2,,
1222,252281166,2023-04-26 10:44:28,1,0.0035,0.00336662,65.9,BTC-30JUN23-50000-C,28989.76,buy,0.9,,
1223,252290514,2023-04-26 11:25:59,0,0.004,0.00407499,67.48,BTC-30JUN23-50000-C,28966.28,sell,0.4,,
1224,252336844,2023-04-26 13:48:06,0,0.005,0.00489256,67.33,BTC-30JUN23-50000-C,29789.28,buy,0.5,,
1225,252336845,2023-04-26 13:48:06,1,0.005,0.00489256,67.33,BTC-30JUN23-50000-C,29789.28,sell,1.5,,
1226,252338075,2023-04-26 13:55:35,1,0.005,0.00506488,67.22,BTC-30JUN23-50000-C,29823.8,sell,1.0,,
1227,252342834,2023-04-26 14:17:39,2,0.0045,0.00500422,66.24,BTC-30JUN23-50000-C,29751.71,sell,1.0,,
1228,252348238,2023-04-26 14:36:20,0,0.005,0.00507747,68.1,BTC-30JUN23-50000-C,29565.84,sell,2.0,,
1229,252356377,2023-04-26 15:36:32,1,0.005,0.00520346,67.59,BTC-30JUN23-50000-C,29719.54,sell,3.0,,
1230,252356378,2023-04-26 15:36:32,1,0.005,0.00520346,67.59,BTC-30JUN23-50000-C,29719.54,sell,2.0,,
1231,252356674,2023-04-26 15:38:30,1,0.005,0.00520078,67.61,BTC-30JUN23-50000-C,29715.49,sell,1.0,,
1232,252359044,2023-04-26 15:50:54,0,0.0055,0.0052552,68.41,BTC-30JUN23-50000-C,29831.81,buy,0.6,,
1233,252360786,2023-04-26 16:06:56,2,0.005,0.00530514,67.09,BTC-30JUN23-50000-C,29874.96,sell,3.0,,
1234,252381063,2023-04-26 18:50:53,3,0.005,0.00515591,67.64,BTC-30JUN23-50000-C,29728.46,sell,0.2,,
1235,252460464,2023-04-26 20:25:09,2,0.004,0.00321006,72.05,BTC-30JUN23-50000-C,27712.25,buy,2.0,,
