trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,combo_id,block_trade_id
1236,252581820,2023-04-27 04:21:35,0,0.0045,0.00424859,69.22,BTC-30JUN23-50000-C,28980.52,buy,1.0,,
1237,252581821,2023-04-27 04:21:35,1,0.0045,0.00424859,69.22,BTC-30JUN23-50000-C,28980.52,buy,0.9,,
1238,252582824,2023-04-27 04:31:35,1,0.0045,0.00422968,69.32,BTC-30JUN23-50000-C,28954.13,buy,1.4,,
1239,252587145,2023-04-27 05:23:42,1,0.0045,0.00433653,68.55,BTC-30JUN23-50000-C,29176.74,buy,4.0,,
1240,252587357,2023-04-27 05:24:15,1,0.0045,0.00435539,68.49,BTC-30JUN23-50000-C,29195.05,buy,4.7,,
1241,252588494,2023-04-27 05:32:13,1,0.0045,0.00436795,68.35,BTC-30JUN23-50000-C,29243.58,buy,2.5,,
1242,252628908,2023-04-27 11:36:30,1,0.0045,0.00411864,69.5,BTC-30JUN23-50000-C,28942.71,buy,1.0,,
1243,252628909,2023-04-27 11:36:30,1,0.0045,0.00411864,69.5,BTC-30JUN23-50000-C,28942.71,buy,1.0,,
1244,252628910,2023-04-27 11:36:30,1,0.0045,0.00411864,69.5,BTC-30JUN23-50000-C,28942.71,buy,1.2,,
1245,252686671,2023-04-27 17:27:07,1,0.0045,0.00438804,68.59,BTC-30JUN23-50000-C,29228.37,buy,0.4,,
1246,252686673,2023-04-27 17:27:11,1,0.0045,0.00439242,68.58,BTC-30JUN23-50000-C,29231.43,buy,0.2,,
1247,252686675,2023-04-27 17:27:13,1,0.0045,0.00439192,68.58,BTC-30JUN23-50000-C,29232.19,buy,0.1,,
1248,252686676,2023-04-27 17:27:13,1,0.0045,0.00439192,68.58,BTC-30JUN23-50000-C,29232.19,buy,0.1,,
1249,252687626,2023-04-27 17:34:05,1,0.0045,0.00449765,68.27,BTC-30JUN23-50000-C,29323.23,buy,0.2,,
1250,252764444,2023-04-28 03:00:14,1,0.0045,0.00446267,68.18,BTC-30JUN23-50000-C,29399.97,buy,0.8,,
1251,252764480,2023-04-28 03:02:20,1,0.0045,0.00447377,68.15,BTC-30JUN23-50000-C,29409.81,buy,0.2,,
1252,252770725,2023-04-28 04:48:52,1,0.0045,0.00434955,68.03,BTC-30JUN23-50000-C,29471.22,buy,0.1,,
1253,252770738,2023-04-28 04:49:06,1,0.0045,0.00434226,68.05,BTC-30JUN23-50000-C,29465.48,buy,0.4,,
1254,252770739,2023-04-28 04:49:06,1,0.0045,0.00434226,68.05,BTC-30JUN23-50000-C,29465.48,buy,0.1,,
1255,252771152,2023-04-28 04:57:06,1,0.0045,0.00445996,67.84,BTC-30JUN23-50000-C,29525.4,buy,0.4,,
1256,252772613,2023-04-28 05:18:35,1,0.0045,0.00441053,67.92,BTC-30JUN23-50000-C,29501.33,buy,0.3,,
1257,252772631,2023-04-28 05:18:40,1,0.0045,0.00441176,67.92,BTC-30JUN23-50000-C,29501.88,buy,0.2,,
1258,252828528,2023-04-28 12:16:24,2,0.004,0.00399922,67.58,BTC-30JUN23-50000-C,29286.03,buy,0.2,,
1259,252834623,2023-04-28 12:55:27,3,0.004,0.00406907,67.6,BTC-30JUN23-50000-C,29286.16,sell,0.1,,
1260,252835557,2023-04-28 13:15:28,3,0.004,0.00407501,67.68,BTC-30JUN23-50000-C,29263.69,sell,0.7,,
1261,252835559,2023-04-28 13:15:28,3,0.004,0.00407501,67.68,BTC-30JUN23-50000-C,29263.69,buy,1.3,,
1262,252835861,2023-04-28 13:19:18,2,0.0035,0.00408153,66.03,BTC-30JUN23-50000-C,29309.81,sell,1.0,,
1263,252835862,2023-04-28 13:19:18,3,0.0035,0.00408153,66.03,BTC-30JUN23-50000-C,29309.81,sell,3.0,,
1264,252854087,2023-04-28 14:49:35,0,0.0045,0.00426774,69.2,BTC-30JUN23-50000-C,29211.29,buy,0.5,,
1265,252854088,2023-04-28 14:49:35,1,0.0045,0.00426774,69.2,BTC-30JUN23-50000-C,29211.29,buy,0.1,,
1266,252869961,2023-04-28 17:38:43,2,0.0035,0.00376133,66.43,BTC-30JUN23-50000-C,29214.92,sell,0.6,,
1267,252869962,2023-04-28 17:38:44,3,0.0035,0.00376133,66.43,BTC-30JUN23-50000-C,29214.92,sell,0.6,,
1268,252869969,2023-04-28 17:38:45,3,0.0035,0.00375923,66.43,BTC-30JUN23-50000-C,29213.1,sell,0.6,,
1269,252869971,2023-04-28 17:38:47,3,0.0035,0.00375737,66.43,BTC-30JUN23-50000-C,29212.82,sell,1.0,,
1270,252894062,2023-04-28 23:14:24,2,0.003,0.00325804,64.29,BTC-30JUN23-50000-C,29398.11,sell,0.1,,
1271,252894063,2023-04-28 23:14:27,3,0.003,0.00325793,64.29,BTC-30JUN23-50000-C,29398.19,sell,0.2,,
1272,252894064,2023-04-28 23:14:29,3,0.003,0.00325788,64.29,BTC-30JUN23-50000-C,29398.19,sell,0.2,,
1273,252894065,2023-04-28 23:14:31,3,0.003,0.00325776,64.29,BTC-30JUN23-50000-C,29398.25,sell,0.2,,
1274,252902760,2023-04-29 02:29:02,3,0.003,0.00325982,64.51,BTC-30JUN23-50000-C,29352.56,sell,1.0,,
1275,252903042,2023-04-29 02:35:15,3,0.003,0.00325376,64.49,BTC-30JUN23-50000-C,29366.71,sell,1.0,,
1276,252906801,2023-04-29 03:58:08,3,0.003,0.00324397,64.4,BTC-30JUN23-50000-C,29386.94,sell,12.3,,
1277,252906802,2023-04-29 03:58:08,3,0.003,0.00324397,64.4,BTC-30JUN23-50000-C,29386.94,sell,3.2,,
1278,252906803,2023-04-29 03:58:09,3,0.003,0.00324397,64.4,BTC-30JUN23-50000-C,29386.94,sell,0.2,,
1279,252970866,2023-04-30 10:41:01,2,0.0025,0.0027207,63.7,BTC-30JUN23-50000-C,29258.41,sell,0.3,,
1280,253160384,2023-05-01 18:30:01,3,0.0025,0.00273309,67.95,BTC-30JUN23-50000-C,28199.9,sell,0.3,,
1281,253160393,2023-05-01 18:30:44,3,0.0025,0.00272588,67.98,BTC-30JUN23-50000-C,28193.72,sell,2.4,,
1282,253191996,2023-05-01 22:09:18,3,0.0025,0.00222161,68.92,BTC-30JUN23-50000-C,27962.73,buy,4.0,,
1283,253191997,2023-05-01 22:09:18,3,0.0025,0.00222161,68.92,BTC-30JUN23-50000-C,27962.73,buy,11.9,,
1284,253191998,2023-05-01 22:09:33,3,0.0025,0.00223708,68.93,BTC-30JUN23-50000-C,27963.73,sell,4.3,,
1285,253199044,2023-05-02 00:09:43,3,0.0025,0.00274652,68.64,BTC-30JUN23-50000-C,28047.5,sell,12.7,,
1286,253199084,2023-05-02 00:10:00,3,0.0025,0.00275543,68.6,BTC-30JUN23-50000-C,28057.2,sell,12.7,,
1287,253207630,2023-05-02 03:04:24,3,0.0025,0.00274565,68.9,BTC-30JUN23-50000-C,28000.2,sell,0.1,,
1288,253215773,2023-05-02 06:14:01,3,0.0025,0.00275405,68.88,BTC-30JUN23-50000-C,28021.78,sell,25.0,,
1289,253215774,2023-05-02 06:14:01,3,0.0025,0.00275405,68.88,BTC-30JUN23-50000-C,28021.78,sell,9.3,,
1290,253215775,2023-05-02 06:14:01,3,0.0025,0.00275405,68.88,BTC-30JUN23-50000-C,28021.78,sell,2.4,,
1291,253215906,2023-05-02 06:15:49,3,0.0025,0.0026484,68.89,BTC-30JUN23-50000-C,28021.73,buy,11.9,,
1292,253230071,2023-05-02 09:47:42,3,0.0025,0.00274095,69.12,BTC-30JUN23-50000-C,27991.35,sell,10.2,,
1293,253234437,2023-05-02 11:59:42,0,0.003,0.00276442,70.77,BTC-30JUN23-50000-C,28082.51,buy,1.0,,
1294,253270140,2023-05-02 15:14:18,1,0.003,0.00280065,69.47,BTC-30JUN23-50000-C,28475.39,buy,3.0,,
1295,253273864,2023-05-02 15:32:36,1,0.003,0.00269866,69.54,BTC-30JUN23-50000-C,28459.43,buy,2.0,,
1296,253301827,2023-05-02 19:10:05,1,0.003,0.00302056,68.36,BTC-30JUN23-50000-C,28822.57,sell,1.0,,
1297,253303624,2023-05-02 19:15:41,1,0.003,0.00292782,68.34,BTC-30JUN23-50000-C,28829.63,buy,15.0,,
1298,253303625,2023-05-02 19:15:41,1,0.003,0.00292782,68.34,BTC-30JUN23-50000-C,28829.63,buy,4.2,,
1299,253303626,2023-05-02 19:15:41,1,0.003,0.00292782,68.34,BTC-30JUN23-50000-C,28829.63,sell,3.8,,
1300,253411662,2023-05-03 14:46:19,1,0.003,0.00275012,70.81,BTC-30JUN23-50000-C,28268.44,buy,0.1,,
1301,253411667,2023-05-03 14:46:21,1,0.003,0.00275279,70.79,BTC-30JUN23-50000-C,28272.75,buy,0.1,,
1302,253411668,2023-05-03 14:46:24,1,0.003,0.00275438,70.79,BTC-30JUN23-50000-C,28274.03,buy,0.1,,
1303,253411672,2023-05-03 14:46:35,1,0.003,0.00275287,70.79,BTC-30JUN23-50000-C,28272.83,buy,0.1,,
1304,253411674,2023-05-03 14:46:38,1,0.003,0.0027536,70.79,BTC-30JUN23-50000-C,28273.64,buy,0.1,,
1305,253411676,2023-05-03 14:46:40,1,0.003,0.00275362,70.79,BTC-30JUN23-50000-C,28273.58,buy,0.1,,
1306,253411677,2023-05-03 14:46:41,1,0.003,0.00275366,70.79,BTC-30JUN23-50000-C,28273.6,buy,0.1,,
1307,253411679,2023-05-03 14:46:43,1,0.003,0.00275374,70.79,BTC-30JUN23-50000-C,28276.02,buy,0.1,,
1308,253411680,2023-05-03 14:46:44,1,0.003,0.00275594,70.78,BTC-30JUN23-50000-C,28275.68,buy,0.1,,
1309,253420059,2023-05-03 15:47:50,1,0.003,0.00293267,70.64,BTC-30JUN23-50000-C,28322.99,buy,0.5,,
1310,253465531,2023-05-03 18:42:43,2,0.0025,0.00275768,68.15,BTC-30JUN23-50000-C,28505.21,sell,0.6,,
1311,253474779,2023-05-03 19:10:07,3,0.0025,0.00267973,68.75,BTC-30JUN23-50000-C,28317.34,sell,2.0,,
1312,253475524,2023-05-03 19:11:22,3,0.0025,0.00266832,68.84,BTC-30JUN23-50000-C,28288.61,sell,10.0,,
1313,253475759,2023-05-03 19:11:38,3,0.0025,0.00265526,68.92,BTC-30JUN23-50000-C,28270.36,sell,10.0,,
1314,253481230,2023-05-03 19:38:56,3,0.0025,0.00271241,68.74,BTC-30JUN23-50000-C,28329.64,sell,5.3,,
1315,253547750,2023-05-04 04:53:38,0,0.0035,0.00303135,69.76,BTC-30JUN23-50000-C,29126.13,buy,1.0,,
1316,253591251,2023-05-04 11:40:27,1,0.0035,0.00366328,69.72,BTC-30JUN23-50000-C,29178.87,buy,1.1,,
1317,253644422,2023-05-04 19:03:55,1,0.0035,0.00303568,71.11,BTC-30JUN23-50000-C,28848.71,buy,1.0,,
1318,253714276,2023-05-05 07:46:06,2,0.003,0.002957,68.97,BTC-30JUN23-50000-C,29074.26,sell,0.1,,
1319,253718962,2023-05-05 08:01:00,3,0.003,0.00287078,68.95,BTC-30JUN23-50000-C,29079.03,buy,12.5,BTC-CS-30JUN23-40000_50000,74652
1320,253736957,2023-05-05 12:06:41,0,0.0033,0.00296966,69.74,BTC-30JUN23-50000-C,29167.17,buy,25.0,BTC-CS-30JUN23-50000_60000,74685
1321,253737153,2023-05-05 12:08:06,2,0.0032,0.00294938,69.48,BTC-30JUN23-50000-C,29143.84,buy,12.5,BTC-CS-30JUN23-50000_60000,74686
1322,253737157,2023-05-05 12:08:33,3,0.0032,0.00295086,69.48,BTC-30JUN23-50000-C,29144.67,buy,12.5,BTC-CS-30JUN23-50000_60000,74687
1323,253763533,2023-05-05 14:19:56,0,0.0035,0.00321786,70.4,BTC-30JUN23-50000-C,29200.24,buy,8.0,,
1324,253787059,2023-05-05 16:18:10,1,0.0035,0.00350877,68.88,BTC-30JUN23-50000-C,29642.39,sell,1.0,,
1325,253840094,2023-05-06 04:48:41,2,0.003,0.00302986,68.34,BTC-30JUN23-50000-C,29419.93,sell,0.1,,
1326,253840332,2023-05-06 04:58:53,3,0.003,0.00301486,68.4,BTC-30JUN23-50000-C,29396.37,sell,0.3,,
1327,253840337,2023-05-06 04:59:02,2,0.0025,0.00300636,66.52,BTC-30JUN23-50000-C,29386.33,sell,1.0,,
1328,253932247,2023-05-07 05:57:33,3,0.0025,0.00274219,68.92,BTC-30JUN23-50000-C,28926.52,sell,49.0,,
1329,253932248,2023-05-07 05:57:33,3,0.0025,0.00274219,68.92,BTC-30JUN23-50000-C,28926.52,sell,0.1,,
1330,253957611,2023-05-07 13:53:37,2,0.002,0.00194847,66.79,BTC-30JUN23-50000-C,28944.82,sell,0.1,,
1331,253968817,2023-05-07 17:35:12,3,0.002,0.00223008,66.79,BTC-30JUN23-50000-C,28971.82,sell,0.1,,
1332,254026965,2023-05-08 02:26:27,3,0.002,0.00202555,69.4,BTC-30JUN23-50000-C,28278.36,sell,0.1,,
1333,254031743,2023-05-08 03:28:11,2,0.0019,0.00199668,69.15,BTC-30JUN23-50000-C,28197.62,sell,50.0,BTC-CS-30JUN23-38000_50000,74813
1334,254032687,2023-05-08 03:33:31,0,0.002,0.00200064,69.65,BTC-30JUN23-50000-C,28202.06,sell,0.3,,
1335,254032688,2023-05-08 03:33:31,1,0.002,0.00200064,69.65,BTC-30JUN23-50000-C,28202.06,sell,0.1,,
1336,254032779,2023-05-08 03:35:01,2,0.0015,0.00199129,66.94,BTC-30JUN23-50000-C,28199.6,sell,600.0,,74815
1337,254057805,2023-05-08 07:04:34,0,0.0017,0.00198014,68.12,BTC-30JUN23-50000-C,28224.99,sell,50.0,BTC-CS-30JUN23-38000_50000,74822
1338,254057831,2023-05-08 07:04:59,0,0.002,0.00197819,69.7,BTC-30JUN23-50000-C,28219.51,sell,0.1,,
1339,254089665,2023-05-08 09:29:49,2,0.0015,0.00177103,68.11,BTC-30JUN23-50000-C,27926.62,sell,0.1,,
1340,254089666,2023-05-08 09:29:49,3,0.0015,0.00177103,68.11,BTC-30JUN23-50000-C,27926.62,sell,0.9,,
1341,254092887,2023-05-08 09:55:21,3,0.0015,0.00173435,68.16,BTC-30JUN23-50000-C,27910.9,sell,0.1,,
1342,254107199,2023-05-08 12:37:34,0,0.0016,0.00172726,69.04,BTC-30JUN23-50000-C,27847.37,sell,20.0,BTC-CS-30JUN23-38000_50000,74855
1343,254120840,2023-05-08 14:39:37,2,0.0015,0.00172496,68.71,BTC-30JUN23-50000-C,27780.93,sell,20.0,BTC-CS-30JUN23-38000_50000,74863
1344,254146420,2023-05-08 18:00:37,0,0.0016,0.0015822,70.08,BTC-30JUN23-50000-C,27604.63,sell,20.0,BTC-CS-30JUN23-38000_50000,74886
1345,254153199,2023-05-08 18:11:08,2,0.0015,0.0016573,70.14,BTC-30JUN23-50000-C,27422.95,sell,0.1,,
1346,254153200,2023-05-08 18:11:08,3,0.0015,0.0016573,70.14,BTC-30JUN23-50000-C,27422.95,sell,0.8,,
1347,254185259,2023-05-09 00:07:52,0,0.002,0.00171671,72.29,BTC-30JUN23-50000-C,27654.77,buy,0.3,,
1348,254205701,2023-05-09 07:21:01,2,0.0015,0.00176472,69.87,BTC-30JUN23-50000-C,27601.11,sell,2.1,,
1349,254205777,2023-05-09 07:21:23,3,0.0015,0.00176063,69.92,BTC-30JUN23-50000-C,27589.09,sell,0.9,,
1350,254205778,2023-05-09 07:21:23,3,0.0015,0.00176063,69.92,BTC-30JUN23-50000-C,27589.09,sell,0.1,,
1351,254205779,2023-05-09 07:21:23,3,0.0015,0.00176063,69.92,BTC-30JUN23-50000-C,27589.09,sell,1.0,,
1352,254206477,2023-05-09 07:30:57,0,0.002,0.00201262,72.63,BTC-30JUN23-50000-C,27621.02,sell,2.1,,
1353,254214528,2023-05-09 09:33:06,2,0.0015,0.00173514,69.98,BTC-30JUN23-50000-C,27593.42,sell,38.0,,
1354,254214529,2023-05-09 09:33:06,3,0.0015,0.00173514,69.98,BTC-30JUN23-50000-C,27593.42,sell,6.0,,
1355,254214530,2023-05-09 09:33:06,3,0.0015,0.00173514,69.98,BTC-30JUN23-50000-C,27593.42,sell,12.8,,
1356,254215148,2023-05-09 09:44:00,3,0.0015,0.00172532,70.1,BTC-30JUN23-50000-C,27564.94,sell,4.0,,
1357,254346365,2023-05-10 14:41:30,3,0.0015,0.00172908,68.62,BTC-30JUN23-50000-C,28198.7,sell,0.1,,
1358,254346366,2023-05-10 14:41:30,3,0.0015,0.00172908,68.62,BTC-30JUN23-50000-C,28198.7,sell,6.7,,
1359,254394085,2023-05-10 17:32:27,0,0.002,0.00155301,74.75,BTC-30JUN23-50000-C,27316.13,buy,0.1,,
1360,254478588,2023-05-11 08:38:56,2,0.001,0.00122495,68.41,BTC-30JUN23-50000-C,27408.87,sell,2.0,,
1361,254517602,2023-05-11 14:55:42,0,0.0011,0.00123929,70.66,BTC-30JUN23-50000-C,27062.23,sell,40.0,BTC-CS-30JUN23-38000_50000,75130
1362,254522476,2023-05-11 15:37:18,2,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,1.0,,
1363,254522477,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,0.1,,
1364,254522478,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,0.1,,
1365,254522479,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,2.0,,
1366,254522480,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,5.0,,
1367,254522481,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,3.7,,
1368,254522482,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,15.0,,
1369,254522483,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,38.0,,
1370,254522484,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,10.5,,
1371,254522485,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,15.0,,
1372,254522486,2023-05-11 15:37:18,3,0.001,0.00124052,69.4,BTC-30JUN23-50000-C,27188.39,sell,12.0,,
1373,254522987,2023-05-11 15:41:24,0,0.0015,0.00123792,73.09,BTC-30JUN23-50000-C,27193.3,buy,5.0,,
1374,254522988,2023-05-11 15:41:24,1,0.0015,0.00123792,73.09,BTC-30JUN23-50000-C,27193.3,buy,5.6,,
1375,254522989,2023-05-11 15:41:24,1,0.0015,0.00123792,73.09,BTC-30JUN23-50000-C,27193.3,buy,7.4,,
1376,254522990,2023-05-11 15:41:24,1,0.0015,0.00123792,73.09,BTC-30JUN23-50000-C,27193.3,buy,2.0,,
1377,254522993,2023-05-11 15:41:54,1,0.0015,0.001237,73.08,BTC-30JUN23-50000-C,27195.82,buy,36.0,,
1378,254610637,2023-05-12 07:05:33,1,0.0015,0.00144732,76.68,BTC-30JUN23-50000-C,26362.41,buy,0.2,,
1379,254611503,2023-05-12 07:11:33,0,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,buy,27.0,,
1380,254611504,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,buy,15.0,,
1381,254611505,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,buy,37.4,,
1382,254611506,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,buy,4.9,,
1383,254611507,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,buy,6.4,,
1384,254611508,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,buy,10.0,,
1385,254611509,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,sell,12.0,,
1386,254611510,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,sell,8.8,,
1387,254611511,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,sell,35.8,,
1388,254611512,2023-05-12 07:11:33,1,0.002,0.00158385,79.93,BTC-30JUN23-50000-C,26309.66,sell,42.5,,
1389,254627159,2023-05-12 08:54:13,2,0.0015,0.00171354,76.94,BTC-30JUN23-50000-C,26302.31,sell,5.9,,
1390,254627161,2023-05-12 08:54:19,3,0.0015,0.00170854,76.93,BTC-30JUN23-50000-C,26303.6,buy,4.1,,
1391,254627311,2023-05-12 08:59:56,2,0.0013,0.00161902,75.55,BTC-30JUN23-50000-C,26296.24,sell,50.0,BTC-CS-30JUN23-35000_50000,75243
1392,254665016,2023-05-12 19:07:51,0,0.0015,0.00147739,77.6,BTC-30JUN23-50000-C,26223.45,sell,20.0,BTC-CS-30JUN23-35000_50000,75296
1393,254665208,2023-05-12 19:09:29,1,0.0015,0.00149701,77.62,BTC-30JUN23-50000-C,26218.73,sell,5.7,,
1394,254674367,2023-05-12 19:37:58,1,0.0015,0.0014566,78.39,BTC-30JUN23-50000-C,26008.74,buy,0.2,,
1395,254779517,2023-05-14 13:07:43,2,0.001,0.00124227,72.59,BTC-30JUN23-50000-C,26868.22,sell,15.0,BTC-CS-30JUN23-35000_50000,75345
1396,254799284,2023-05-14 18:43:26,0,0.0015,0.00123799,76.37,BTC-30JUN23-50000-C,26945.52,buy,1.0,,
1397,254799313,2023-05-14 18:45:42,1,0.0015,0.00123456,76.39,BTC-30JUN23-50000-C,26942.94,buy,4.0,,
1398,254828509,2023-05-15 02:31:13,2,0.001,0.00122844,71.98,BTC-30JUN23-50000-C,27169.06,sell,0.1,,
1399,254850713,2023-05-15 06:28:03,0,0.0015,0.00129503,74.57,BTC-30JUN23-50000-C,27526.78,buy,0.1,,
1400,254850714,2023-05-15 06:28:03,1,0.0015,0.00129503,74.57,BTC-30JUN23-50000-C,27526.78,buy,0.3,,
1401,254850715,2023-05-15 06:28:03,1,0.0015,0.00129503,74.57,BTC-30JUN23-50000-C,27526.78,sell,0.1,,
1402,254856389,2023-05-15 07:33:13,2,0.001,0.00124594,71.05,BTC-30JUN23-50000-C,27451.62,sell,1.0,,
1403,254892633,2023-05-15 14:33:07,0,0.0015,0.00122987,75.67,BTC-30JUN23-50000-C,27296.46,buy,2.0,,
1404,255002161,2023-05-16 13:04:38,1,0.0015,0.00131805,77.54,BTC-30JUN23-50000-C,27028.22,buy,1.0,,
1405,255207614,2023-05-18 11:57:55,1,0.0015,0.00123773,77.78,BTC-30JUN23-50000-C,27398.04,buy,1.0,,
1406,255237152,2023-05-18 15:45:07,1,0.0015,0.00122856,79.02,BTC-30JUN23-50000-C,27127.5,buy,1.0,,
1407,255289451,2023-05-18 21:55:43,2,0.0009,0.00122216,75.03,BTC-30JUN23-50000-C,26932.52,sell,25.0,BTC-CS-30JUN23-31000_50000,75772
1408,255329842,2023-05-19 10:24:27,0,0.001,0.00122629,76.83,BTC-30JUN23-50000-C,26840.5,sell,0.9,,
1409,255329843,2023-05-19 10:24:27,1,0.001,0.00122629,76.83,BTC-30JUN23-50000-C,26840.5,sell,2.0,,
1410,255329844,2023-05-19 10:24:27,1,0.001,0.00122629,76.83,BTC-30JUN23-50000-C,26840.5,sell,0.7,,
1411,255329845,2023-05-19 10:24:27,1,0.001,0.00122629,76.83,BTC-30JUN23-50000-C,26840.5,sell,0.2,,
1412,255403549,2023-05-20 14:16:37,2,0.0009,0.00123458,76.59,BTC-30JUN23-50000-C,26916.69,sell,50.0,BTC-CS-30JUN23-31000_50000,75929
1413,255406999,2023-05-20 17:25:38,0,0.001,0.00101614,77.65,BTC-30JUN23-50000-C,26935.14,sell,3.7,,
1414,255427849,2023-05-21 01:28:15,2,0.0008,0.00090147,74.82,BTC-30JUN23-50000-C,27202.47,sell,50.0,BTC-CS-30JUN23-35000_50000,75936
1415,255427862,2023-05-21 01:29:22,3,0.0008,0.00090229,74.82,BTC-30JUN23-50000-C,27203.53,sell,50.0,BTC-CS-30JUN23-33000_50000,75937
1416,255428007,2023-05-21 01:37:33,0,0.0009,0.00090606,75.86,BTC-30JUN23-50000-C,27212.74,sell,29.0,BTC-CS-30JUN23-35000_50000,75939
1417,255453343,2023-05-21 14:07:43,2,0.0008,0.00090565,76.44,BTC-30JUN23-50000-C,26913.53,sell,50.0,BTC-CS-30JUN23-33000_50000,75949
1418,255475049,2023-05-21 23:45:44,2,0.0006,0.00071893,74.81,BTC-30JUN23-50000-C,26785.96,sell,50.0,BTC-CS-30JUN23-33000_50000,75953
1419,255509634,2023-05-22 08:08:27,0,0.001,0.0007216,79.49,BTC-30JUN23-50000-C,26876.52,buy,5.0,,
1420,255509641,2023-05-22 08:08:30,1,0.001,0.00072145,79.49,BTC-30JUN23-50000-C,26875.64,buy,5.0,,
1421,255509642,2023-05-22 08:08:33,1,0.001,0.00072127,79.49,BTC-30JUN23-50000-C,26874.97,buy,2.0,,
1422,255661636,2023-05-23 17:42:30,1,0.001,0.00071519,79.47,BTC-30JUN23-50000-C,27199.82,buy,0.3,,
1423,255661637,2023-05-23 17:42:30,1,0.001,0.00071519,79.47,BTC-30JUN23-50000-C,27199.82,buy,4.9,,
1424,255661644,2023-05-23 17:42:32,1,0.001,0.00071654,79.47,BTC-30JUN23-50000-C,27200.73,sell,5.1,,
1425,255667968,2023-05-23 19:37:14,0,0.0015,0.00123546,83.84,BTC-30JUN23-50000-C,27193.34,buy,20.0,,
1426,255667969,2023-05-23 19:37:14,1,0.0015,0.00123546,83.84,BTC-30JUN23-50000-C,27193.34,buy,48.0,,
1427,255667970,2023-05-23 19:37:14,1,0.0015,0.00123546,83.84,BTC-30JUN23-50000-C,27193.34,buy,15.0,,
1428,255667971,2023-05-23 19:37:14,1,0.0015,0.00123546,83.84,BTC-30JUN23-50000-C,27193.34,buy,38.0,,
1429,255667972,2023-05-23 19:37:14,1,0.0015,0.00123546,83.84,BTC-30JUN23-50000-C,27193.34,buy,4.0,,
1430,255670293,2023-05-23 20:31:28,1,0.0015,0.0012261,84.0,BTC-30JUN23-50000-C,27173.68,buy,4.3,,
1431,255670294,2023-05-23 20:31:28,1,0.0015,0.0012261,84.0,BTC-30JUN23-50000-C,27173.68,buy,20.6,,
1432,255670295,2023-05-23 20:31:28,1,0.0015,0.0012261,84.0,BTC-30JUN23-50000-C,27173.68,buy,20.0,,
1433,255670296,2023-05-23 20:31:28,1,0.0015,0.0012261,84.0,BTC-30JUN23-50000-C,27173.68,buy,15.0,,
1434,255670297,2023-05-23 20:31:28,1,0.0015,0.0012261,84.0,BTC-30JUN23-50000-C,27173.68,sell,4.1,,
1435,255671374,2023-05-23 20:53:24,1,0.0015,0.00125248,83.68,BTC-30JUN23-50000-C,27242.74,buy,1.3,,
1436,255697936,2023-05-24 03:38:26,2,0.001,0.00116081,81.88,BTC-30JUN23-50000-C,26736.14,sell,10.0,,
1437,255725575,2023-05-24 08:49:30,3,0.001,0.0012263,82.26,BTC-30JUN23-50000-C,26713.93,sell,29.7,,
1438,255725582,2023-05-24 08:49:55,3,0.001,0.00106483,82.26,BTC-30JUN23-50000-C,26714.02,buy,4.2,,
1439,255785332,2023-05-24 16:50:58,3,0.001,0.00071962,84.8,BTC-30JUN23-50000-C,26200.98,buy,0.3,,
1440,255785333,2023-05-24 16:50:58,3,0.001,0.00071962,84.8,BTC-30JUN23-50000-C,26200.98,buy,5.0,,
1441,255785334,2023-05-24 16:50:58,3,0.001,0.00071962,84.8,BTC-30JUN23-50000-C,26200.98,buy,4.3,,
