trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,block_trade_id,liquidation
512,338521564,2025-01-03 19:51:36,0,0.059,0.05886933,60.55,BTC-28FEB25-110000-C,98622.06,buy,1.0,1.0,,,,
513,338521594,2025-01-03 19:51:46,0,0.0595,0.05882834,60.92,BTC-28FEB25-110000-C,98607.55,buy,4.1,4.1,,,,
514,338521595,2025-01-03 19:51:46,1,0.0595,0.05882834,60.92,BTC-28FEB25-110000-C,98607.55,buy,1.0,1.0,,,,
515,338521596,2025-01-03 19:51:46,1,0.0595,0.05882834,60.92,BTC-28FEB25-110000-C,98607.55,buy,3.9,3.9,,,,
516,338523363,2025-01-03 20:08:30,2,0.058,0.05836984,60.25,BTC-28FEB25-110000-C,98468.42,sell,0.7,0.7,,,,
517,338523364,2025-01-03 20:08:30,3,0.058,0.05836984,60.25,BTC-28FEB25-110000-C,98468.42,sell,0.1,0.1,,,,
518,338523365,2025-01-03 20:08:30,2,0.0575,0.05836984,59.92,BTC-28FEB25-110000-C,98468.42,sell,0.2,0.2,,,,
519,338524132,2025-01-03 20:14:05,3,0.0575,0.05792232,60.17,BTC-28FEB25-110000-C,98358.82,sell,0.6,0.6,,,,
520,338524133,2025-01-03 20:14:05,3,0.0575,0.05792232,60.17,BTC-28FEB25-110000-C,98358.82,sell,0.4,0.4,,,,
521,338526142,2025-01-03 20:34:41,3,0.0575,0.05815284,59.8,BTC-28FEB25-110000-C,98520.81,sell,1.0,1.0,,,,
522,338526278,2025-01-03 20:36:28,0,0.0585,0.0582649,60.36,BTC-28FEB25-110000-C,98569.19,buy,0.5,0.5,,,,
523,338526279,2025-01-03 20:36:28,1,0.0585,0.0582649,60.36,BTC-28FEB25-110000-C,98569.19,buy,0.1,0.1,,,,
524,338526283,2025-01-03 20:36:29,1,0.0585,0.05826512,60.36,BTC-28FEB25-110000-C,98570.15,buy,0.4,0.4,,,,
525,338526308,2025-01-03 20:37:00,1,0.0585,0.05843835,60.27,BTC-28FEB25-110000-C,98600.77,sell,0.6,0.6,,,,
526,338526310,2025-01-03 20:37:00,1,0.0585,0.05843835,60.27,BTC-28FEB25-110000-C,98600.77,buy,0.4,0.4,,,,
527,338526552,2025-01-03 20:38:53,2,0.058,0.05799278,60.31,BTC-28FEB25-110000-C,98443.74,buy,1.0,1.0,,,,
528,338526593,2025-01-03 20:39:35,3,0.058,0.057975,60.32,BTC-28FEB25-110000-C,98441.01,sell,0.6,0.6,,,,
529,338526594,2025-01-03 20:39:35,3,0.058,0.057975,60.32,BTC-28FEB25-110000-C,98441.01,buy,0.4,0.4,,,,
530,338526742,2025-01-03 20:41:24,3,0.058,0.05790479,60.41,BTC-28FEB25-110000-C,98392.68,buy,1.0,1.0,,,,
531,338536717,2025-01-03 23:17:34,3,0.058,0.05774263,60.93,BTC-28FEB25-110000-C,98203.66,buy,45.0,45.0,338536716,BTC-CS-28FEB25-106000_110000,,
532,338554670,2025-01-04 05:03:24,2,0.057,0.0568276,60.86,BTC-28FEB25-110000-C,97978.24,sell,0.1,0.1,,,,
533,338611622,2025-01-04 22:25:14,0,0.058,0.05839673,61.65,BTC-28FEB25-110000-C,98270.4,buy,0.1,0.1,,,,
534,338617615,2025-01-05 00:28:19,2,0.0575,0.05813355,61.45,BTC-28FEB25-110000-C,98202.65,sell,0.1,0.1,,,,
535,338626515,2025-01-05 05:52:36,0,0.059,0.05853494,62.47,BTC-28FEB25-110000-C,98301.71,buy,0.1,0.1,,,,
536,338642366,2025-01-05 09:58:01,2,0.0565,0.05605872,62.47,BTC-28FEB25-110000-C,97668.9,buy,0.1,0.1,,,,
537,338642367,2025-01-05 09:58:09,3,0.0565,0.05605305,62.47,BTC-28FEB25-110000-C,97667.94,buy,0.1,0.1,,,,
538,338642385,2025-01-05 09:58:14,2,0.0555,0.0559975,61.84,BTC-28FEB25-110000-C,97643.83,sell,0.1,0.1,,,,
539,338661647,2025-01-05 15:37:19,0,0.0565,0.05666877,61.41,BTC-28FEB25-110000-C,98164.0,buy,0.4,0.4,,,,
540,338671409,2025-01-05 18:33:46,2,0.055,0.05534834,61.15,BTC-28FEB25-110000-C,97799.65,buy,0.1,0.1,,,,
541,338683907,2025-01-05 22:02:52,0,0.0565,0.05637707,61.26,BTC-28FEB25-110000-C,98410.28,buy,5.0,5.0,,,,
542,338693802,2025-01-06 00:16:58,1,0.0565,0.05634009,61.29,BTC-28FEB25-110000-C,98352.01,sell,0.1,0.1,,,,
543,338727235,2025-01-06 04:58:05,0,0.06,0.05995002,61.44,BTC-28FEB25-110000-C,99423.06,buy,0.1,0.1,,,,
544,338727236,2025-01-06 04:58:05,1,0.06,0.05995002,61.44,BTC-28FEB25-110000-C,99423.06,buy,3.8,3.8,,,,
545,338753450,2025-01-06 07:54:49,0,0.061,0.06040912,62.05,BTC-28FEB25-110000-C,99354.96,buy,0.1,0.1,,,,
546,338753536,2025-01-06 07:55:16,2,0.0595,0.06023102,61.12,BTC-28FEB25-110000-C,99332.97,sell,0.1,0.1,,,,
547,338761220,2025-01-06 08:54:21,3,0.0595,0.05914819,61.67,BTC-28FEB25-110000-C,99100.48,buy,0.1,0.1,,,,
548,338765823,2025-01-06 10:06:08,2,0.058,0.05816105,61.21,BTC-28FEB25-110000-C,98880.81,sell,0.1,0.1,,,,
549,338770015,2025-01-06 11:05:54,3,0.058,0.05759723,61.44,BTC-28FEB25-110000-C,98792.51,buy,0.1,0.1,,,,
550,338770018,2025-01-06 11:05:59,2,0.057,0.0575868,60.76,BTC-28FEB25-110000-C,98791.7,sell,0.1,0.1,,,,
551,338781228,2025-01-06 12:49:48,0,0.059,0.05904926,60.99,BTC-28FEB25-110000-C,99353.32,sell,0.5,0.5,,,,
552,338787207,2025-01-06 13:36:56,2,0.058,0.05769824,60.73,BTC-28FEB25-110000-C,99214.34,buy,0.1,0.1,,,,
553,338787211,2025-01-06 13:37:02,2,0.057,0.05770207,60.05,BTC-28FEB25-110000-C,99216.89,sell,0.1,0.1,,,,
554,338795856,2025-01-06 14:25:46,3,0.057,0.05625874,60.99,BTC-28FEB25-110000-C,98835.09,buy,0.2,0.2,,,,
555,338839272,2025-01-06 15:46:37,0,0.068,0.06780358,60.31,BTC-28FEB25-110000-C,102140.8,sell,0.1,0.1,,,,
556,338878185,2025-01-06 17:33:15,2,0.067,0.06710856,60.23,BTC-28FEB25-110000-C,101869.16,buy,0.1,0.1,,,,
557,338880071,2025-01-06 17:39:58,2,0.066,0.06593853,60.31,BTC-28FEB25-110000-C,101581.42,sell,0.1,0.1,,,,
558,339026280,2025-01-07 14:45:53,2,0.0615,0.06153387,59.89,BTC-28FEB25-110000-C,100756.95,buy,0.1,0.1,,,,
559,339048184,2025-01-07 15:05:56,2,0.057,0.05694726,60.09,BTC-28FEB25-110000-C,99382.82,buy,0.2,0.2,,,,
560,339099182,2025-01-07 15:45:15,2,0.05,0.04982399,60.19,BTC-28FEB25-110000-C,97317.68,sell,0.1,0.1,,,,
561,339100719,2025-01-07 15:46:01,3,0.05,0.05038659,59.77,BTC-28FEB25-110000-C,97481.09,sell,0.2,0.2,,,,
562,339141212,2025-01-07 17:04:24,0,0.0505,0.05038837,60.03,BTC-28FEB25-110000-C,97664.8,sell,0.1,0.1,,,,
563,339160280,2025-01-07 17:53:00,2,0.048,0.04808949,59.88,BTC-28FEB25-110000-C,96939.77,buy,0.1,0.1,,,,
564,339168323,2025-01-07 18:29:59,0,0.0485,0.04825384,60.1,BTC-28FEB25-110000-C,97017.32,sell,0.1,0.1,,,,
565,339177650,2025-01-07 19:04:03,2,0.0475,0.04732542,59.85,BTC-28FEB25-110000-C,96802.36,sell,3.0,3.0,,,,
566,339177662,2025-01-07 19:04:05,3,0.0475,0.04731087,59.85,BTC-28FEB25-110000-C,96801.52,sell,2.0,2.0,,,,
567,339204384,2025-01-07 20:58:06,2,0.0465,0.0465281,59.81,BTC-28FEB25-110000-C,96546.71,buy,0.1,0.1,,,,
568,339205285,2025-01-07 20:59:27,2,0.046,0.04604852,59.89,BTC-28FEB25-110000-C,96353.42,buy,0.1,0.1,,,,
569,339206597,2025-01-07 21:03:01,3,0.046,0.04660107,59.45,BTC-28FEB25-110000-C,96551.39,sell,0.1,0.1,,,,
570,339210567,2025-01-07 21:29:09,0,0.047,0.04731659,59.56,BTC-28FEB25-110000-C,96881.55,buy,0.1,0.1,,,,
571,339210592,2025-01-07 21:29:23,1,0.047,0.0472897,59.58,BTC-28FEB25-110000-C,96873.1,buy,0.1,0.1,,,,
572,339236059,2025-01-08 00:33:24,0,0.048,0.04777038,59.97,BTC-28FEB25-110000-C,96999.88,buy,0.1,0.1,,,,
573,339248880,2025-01-08 02:49:37,2,0.047,0.04722003,59.59,BTC-28FEB25-110000-C,96954.41,buy,0.1,0.1,,,,
574,339288077,2025-01-08 06:44:07,2,0.042,0.04266512,58.95,BTC-28FEB25-110000-C,95680.32,sell,8.0,8.0,,,,
575,339288078,2025-01-08 06:44:07,3,0.042,0.04266512,58.95,BTC-28FEB25-110000-C,95680.32,sell,3.5,3.5,,,,
576,339288079,2025-01-08 06:44:07,3,0.042,0.04266512,58.95,BTC-28FEB25-110000-C,95680.32,sell,8.3,8.3,,,,
577,339288080,2025-01-08 06:44:07,3,0.042,0.04266512,58.95,BTC-28FEB25-110000-C,95680.32,buy,13.0,13.0,,,,
578,339288081,2025-01-08 06:44:07,3,0.042,0.04266512,58.95,BTC-28FEB25-110000-C,95680.32,buy,1.0,1.0,,,,
579,339288082,2025-01-08 06:44:07,3,0.042,0.04266512,58.95,BTC-28FEB25-110000-C,95680.32,buy,15.7,15.7,,,,
580,339288083,2025-01-08 06:44:07,3,0.042,0.04266512,58.95,BTC-28FEB25-110000-C,95680.32,buy,0.5,0.5,,,,
581,339321386,2025-01-08 09:25:09,0,0.0435,0.0434199,59.71,BTC-28FEB25-110000-C,95939.01,sell,1.0,1.0,,,,
582,339321387,2025-01-08 09:25:09,1,0.0435,0.0434199,59.71,BTC-28FEB25-110000-C,95939.01,sell,8.3,8.3,,,,
583,339321388,2025-01-08 09:25:09,1,0.0435,0.0434199,59.71,BTC-28FEB25-110000-C,95939.01,sell,0.7,0.7,,,,
584,339326356,2025-01-08 10:03:29,1,0.0435,0.04312674,60.59,BTC-28FEB25-110000-C,95518.89,buy,8.3,8.3,,,,
585,339326357,2025-01-08 10:03:29,1,0.0435,0.04312674,60.59,BTC-28FEB25-110000-C,95518.89,buy,0.8,0.8,,,,
586,339326358,2025-01-08 10:03:29,1,0.0435,0.04312674,60.59,BTC-28FEB25-110000-C,95518.89,buy,6.0,6.0,,,,
587,339326359,2025-01-08 10:03:29,1,0.0435,0.04312674,60.59,BTC-28FEB25-110000-C,95518.89,sell,4.9,4.9,,,,
588,339353180,2025-01-08 12:19:32,2,0.0425,0.04224793,60.97,BTC-28FEB25-110000-C,95048.67,sell,0.1,0.1,,,,
589,339354891,2025-01-08 12:33:10,2,0.042,0.04191757,60.92,BTC-28FEB25-110000-C,94898.38,sell,0.1,0.1,,,,
590,339362668,2025-01-08 13:10:46,0,0.0425,0.04259459,60.67,BTC-28FEB25-110000-C,95201.28,sell,2.0,2.0,,,,
591,339372436,2025-01-08 14:23:52,0,0.043,0.04271372,60.79,BTC-28FEB25-110000-C,95323.43,sell,0.1,0.1,,,,
592,339405747,2025-01-08 16:54:49,2,0.04,0.03991997,60.22,BTC-28FEB25-110000-C,94589.41,sell,0.1,0.1,,,,
593,339405748,2025-01-08 16:54:49,3,0.04,0.03991997,60.22,BTC-28FEB25-110000-C,94589.41,sell,0.2,0.2,,,,
594,339441979,2025-01-08 18:02:01,2,0.039,0.03903944,60.64,BTC-28FEB25-110000-C,94054.72,sell,0.2,0.2,,,,
595,339442695,2025-01-08 18:03:21,0,0.0395,0.039445,60.67,BTC-28FEB25-110000-C,94204.42,buy,0.2,0.2,,,,
596,339449914,2025-01-08 18:22:00,0,0.0405,0.04024683,60.67,BTC-28FEB25-110000-C,94558.44,buy,2.7,2.7,,,,
597,339450070,2025-01-08 18:22:24,1,0.0405,0.04007831,60.81,BTC-28FEB25-110000-C,94492.03,buy,0.8,0.8,,,,
598,339450072,2025-01-08 18:22:24,1,0.0405,0.04007831,60.81,BTC-28FEB25-110000-C,94492.03,buy,2.5,2.5,,,,
599,339459366,2025-01-08 18:52:00,2,0.0395,0.0393983,60.89,BTC-28FEB25-110000-C,94103.35,sell,0.1,0.1,,,,
600,339459433,2025-01-08 18:52:25,3,0.0395,0.03939718,60.91,BTC-28FEB25-110000-C,94098.82,sell,0.1,0.1,,,,
601,339513772,2025-01-09 01:58:44,0,0.04,0.04035724,59.56,BTC-28FEB25-110000-C,94957.68,sell,0.1,0.1,,,,
602,339561040,2025-01-09 07:36:21,2,0.035,0.03536642,59.24,BTC-28FEB25-110000-C,93387.61,sell,0.1,0.1,,,,
603,339571872,2025-01-09 08:07:03,2,0.0335,0.03421817,58.89,BTC-28FEB25-110000-C,93018.15,sell,0.2,0.2,,,,
604,339574900,2025-01-09 08:11:21,0,0.034,0.03398823,59.46,BTC-28FEB25-110000-C,92959.34,buy,0.2,0.2,,,,
605,339595572,2025-01-09 10:47:04,0,0.0345,0.03485329,59.56,BTC-28FEB25-110000-C,93114.86,sell,0.2,0.2,,,,
606,339607106,2025-01-09 13:04:51,1,0.0345,0.03443716,59.42,BTC-28FEB25-110000-C,93255.0,sell,0.1,0.1,,,,
607,339638253,2025-01-09 14:44:14,2,0.033,0.03271716,60.49,BTC-28FEB25-110000-C,92161.0,buy,0.2,0.2,,,,
608,339667942,2025-01-09 16:19:14,0,0.038,0.03817353,59.79,BTC-28FEB25-110000-C,94303.37,buy,0.5,0.5,,,,
609,339667943,2025-01-09 16:19:14,1,0.038,0.03817353,59.79,BTC-28FEB25-110000-C,94303.37,buy,0.2,0.2,,,,
610,339668794,2025-01-09 16:25:46,2,0.0375,0.03740931,59.94,BTC-28FEB25-110000-C,94089.63,sell,0.1,0.1,,,,
611,339671639,2025-01-09 16:42:31,3,0.0375,0.03741011,59.88,BTC-28FEB25-110000-C,94078.33,buy,0.5,0.5,,,,
612,339671671,2025-01-09 16:42:38,3,0.0375,0.03759252,59.76,BTC-28FEB25-110000-C,94130.25,buy,0.3,0.3,,,,
613,339671672,2025-01-09 16:42:38,3,0.0375,0.03759252,59.76,BTC-28FEB25-110000-C,94130.25,buy,0.4,0.4,,,,
614,339671673,2025-01-09 16:42:38,3,0.0375,0.03759252,59.76,BTC-28FEB25-110000-C,94130.25,buy,0.1,0.1,,,,
615,339671683,2025-01-09 16:42:38,3,0.0375,0.03759252,59.76,BTC-28FEB25-110000-C,94130.25,buy,0.1,0.1,,,,
616,339671684,2025-01-09 16:42:38,3,0.0375,0.03759252,59.76,BTC-28FEB25-110000-C,94130.25,buy,1.4,1.4,,,,
617,339682103,2025-01-09 17:50:22,2,0.0345,0.03408381,60.55,BTC-28FEB25-110000-C,92689.59,sell,0.7,0.7,,,,M
618,339706707,2025-01-09 20:00:31,2,0.0325,0.03291902,60.28,BTC-28FEB25-110000-C,92073.92,buy,0.1,0.1,,,,
619,339714286,2025-01-09 20:21:03,2,0.0315,0.03188557,60.31,BTC-28FEB25-110000-C,91655.98,sell,0.3,0.3,,,,
620,339732225,2025-01-09 21:20:39,0,0.033,0.03321406,60.4,BTC-28FEB25-110000-C,92227.33,buy,0.2,0.2,,,,
621,339732881,2025-01-09 21:24:26,0,0.0332,0.03351054,60.31,BTC-28FEB25-110000-C,92360.63,sell,187.5,187.5,,BTC-CSR23-28FEB25-102000_110000,176489,
622,339743206,2025-01-09 22:30:07,2,0.033,0.03327094,60.58,BTC-28FEB25-110000-C,92193.77,buy,0.1,0.1,,,,
623,339791375,2025-01-10 06:52:04,0,0.0365,0.03667134,59.49,BTC-28FEB25-110000-C,94115.88,sell,0.1,0.1,,,,
624,339791376,2025-01-10 06:52:04,1,0.0365,0.03667134,59.49,BTC-28FEB25-110000-C,94115.88,sell,1.3,1.3,,,,
625,339792238,2025-01-10 06:57:57,0,0.037,0.03714903,59.45,BTC-28FEB25-110000-C,94310.82,buy,0.6,0.6,,,,
626,339792490,2025-01-10 07:01:38,2,0.0365,0.03674811,59.35,BTC-28FEB25-110000-C,94180.44,sell,0.8,0.8,,,,
627,339814403,2025-01-10 08:14:57,0,0.038,0.03824408,59.45,BTC-28FEB25-110000-C,94711.53,sell,0.1,0.1,,,,
628,339814404,2025-01-10 08:15:00,1,0.038,0.03823322,59.45,BTC-28FEB25-110000-C,94714.95,buy,1.9,1.9,,,,
629,339814424,2025-01-10 08:15:14,2,0.0375,0.03823226,59.06,BTC-28FEB25-110000-C,94714.44,sell,2.0,2.0,,,,
630,339814505,2025-01-10 08:15:36,3,0.0375,0.0381506,59.1,BTC-28FEB25-110000-C,94701.03,sell,0.1,0.1,,,,
631,339814506,2025-01-10 08:15:36,3,0.0375,0.0381506,59.1,BTC-28FEB25-110000-C,94701.03,sell,1.9,1.9,,,,
632,339828236,2025-01-10 10:08:24,0,0.0385,0.03831986,59.35,BTC-28FEB25-110000-C,94944.31,buy,2.6,2.6,,,,
633,339828237,2025-01-10 10:08:24,1,0.0385,0.03831986,59.35,BTC-28FEB25-110000-C,94944.31,sell,0.9,0.9,,,,
634,339828319,2025-01-10 10:09:22,0,0.039,0.03838829,59.71,BTC-28FEB25-110000-C,94951.84,buy,8.5,8.5,,,,
635,339828320,2025-01-10 10:09:22,1,0.039,0.03838829,59.71,BTC-28FEB25-110000-C,94951.84,buy,1.5,1.5,,,,
636,339847079,2025-01-10 13:30:03,2,0.0385,0.03904685,59.83,BTC-28FEB25-110000-C,94724.41,sell,6.5,6.5,,,,
637,339850288,2025-01-10 13:30:26,2,0.037,0.03699743,60.18,BTC-28FEB25-110000-C,94020.09,sell,0.2,0.2,,,,
638,339899583,2025-01-10 14:51:02,2,0.0355,0.03511356,59.49,BTC-28FEB25-110000-C,93906.69,buy,1.6,1.6,,,,
639,339899621,2025-01-10 14:51:06,3,0.0355,0.03522046,59.42,BTC-28FEB25-110000-C,93967.56,sell,8.6,8.6,,,,
640,339947753,2025-01-10 16:17:04,2,0.035,0.03540949,59.3,BTC-28FEB25-110000-C,93830.4,sell,0.3,0.3,,,,
641,340063717,2025-01-11 16:12:24,3,0.035,0.03484555,58.86,BTC-28FEB25-110000-C,94365.09,buy,0.5,0.5,,,,
642,340070049,2025-01-11 17:24:59,2,0.0335,0.03411336,58.2,BTC-28FEB25-110000-C,94132.61,sell,0.2,0.2,,,,
643,340072244,2025-01-11 19:03:34,0,0.0345,0.03458935,58.74,BTC-28FEB25-110000-C,94265.72,buy,0.1,0.1,,,,
644,340092076,2025-01-12 06:32:56,0,0.0355,0.03495185,59.51,BTC-28FEB25-110000-C,94443.35,buy,0.1,0.1,,,,
645,340124783,2025-01-12 17:43:34,0,0.037,0.03673574,59.39,BTC-28FEB25-110000-C,95182.86,buy,0.1,0.1,,,,
646,340126910,2025-01-12 19:02:50,2,0.036,0.03591541,59.27,BTC-28FEB25-110000-C,94918.35,buy,0.1,0.1,,,,
647,340152817,2025-01-13 00:36:03,0,0.039,0.03845268,60.03,BTC-28FEB25-110000-C,95748.09,buy,0.5,0.5,,,,
648,340182603,2025-01-13 06:32:59,2,0.034,0.03390217,59.79,BTC-28FEB25-110000-C,94021.02,sell,0.1,0.1,,,,
649,340183772,2025-01-13 06:41:33,3,0.034,0.03350154,60.11,BTC-28FEB25-110000-C,93871.33,buy,0.1,0.1,,,,
650,340187856,2025-01-13 06:49:26,2,0.033,0.03261539,60.08,BTC-28FEB25-110000-C,93512.27,sell,0.2,0.2,,,,
651,340188250,2025-01-13 06:50:52,3,0.033,0.03208404,60.57,BTC-28FEB25-110000-C,93296.01,buy,0.2,0.2,,,,
652,340188867,2025-01-13 06:54:32,3,0.033,0.03221182,60.44,BTC-28FEB25-110000-C,93363.95,buy,0.3,0.3,,,,
653,340205709,2025-01-13 08:53:19,2,0.0319,0.03160807,60.56,BTC-28FEB25-110000-C,92976.49,buy,8.4,8.4,,,176772,
654,340209386,2025-01-13 09:17:36,2,0.0315,0.03161113,60.45,BTC-28FEB25-110000-C,92884.99,sell,0.2,0.2,,,,
655,340218349,2025-01-13 10:15:21,2,0.0311,0.03077557,60.91,BTC-28FEB25-110000-C,92521.98,buy,12.5,12.5,,BTC-CCAL-28FEB25_31JAN25-110000,176781,
656,340220034,2025-01-13 10:17:15,2,0.0307,0.03024818,61.11,BTC-28FEB25-110000-C,92271.47,buy,9.0,9.0,,,176782,
657,340221752,2025-01-13 10:23:09,2,0.03,0.03004379,60.77,BTC-28FEB25-110000-C,92145.52,sell,0.1,0.1,,,,
658,340221753,2025-01-13 10:23:09,3,0.03,0.03004398,60.79,BTC-28FEB25-110000-C,92136.85,sell,0.2,0.2,,,,
659,340221802,2025-01-13 10:23:14,3,0.03,0.02997242,60.84,BTC-28FEB25-110000-C,92117.44,sell,0.1,0.1,,,,
660,340221805,2025-01-13 10:23:15,3,0.03,0.02996165,60.84,BTC-28FEB25-110000-C,92115.47,sell,0.1,0.1,,,,
661,340221831,2025-01-13 10:23:17,3,0.03,0.02994664,60.86,BTC-28FEB25-110000-C,92110.43,sell,0.1,0.1,,,,
662,340221833,2025-01-13 10:23:17,3,0.03,0.02994664,60.86,BTC-28FEB25-110000-C,92110.43,sell,0.1,0.1,,,,
663,340221879,2025-01-13 10:23:18,3,0.03,0.02994247,60.88,BTC-28FEB25-110000-C,92099.32,sell,0.1,0.1,,,,
664,340221902,2025-01-13 10:23:19,3,0.03,0.02994247,60.9,BTC-28FEB25-110000-C,92089.24,sell,0.1,0.1,,,,
665,340221908,2025-01-13 10:23:19,3,0.03,0.02994247,60.9,BTC-28FEB25-110000-C,92089.24,sell,0.1,0.1,,,,
666,340221909,2025-01-13 10:23:19,3,0.03,0.02994247,60.9,BTC-28FEB25-110000-C,92089.24,sell,0.1,0.1,,,,
667,340222339,2025-01-13 10:25:16,0,0.0302,0.02986067,61.13,BTC-28FEB25-110000-C,92058.24,buy,9.0,9.0,,,176787,
668,340224038,2025-01-13 10:29:06,2,0.0295,0.0293766,60.94,BTC-28FEB25-110000-C,91879.56,buy,0.1,0.1,,,,
669,340225871,2025-01-13 10:33:12,0,0.0296,0.02923541,61.3,BTC-28FEB25-110000-C,91743.05,buy,9.0,9.0,,,176789,
670,340228821,2025-01-13 10:40:13,2,0.029,0.02894566,61.03,BTC-28FEB25-110000-C,91629.5,sell,0.1,0.1,,,,
671,340229534,2025-01-13 10:43:03,0,0.0292,0.02880806,61.35,BTC-28FEB25-110000-C,91565.8,buy,9.0,9.0,,,176801,
672,340231111,2025-01-13 10:50:09,2,0.0285,0.0285811,61.07,BTC-28FEB25-110000-C,91409.87,buy,0.1,0.1,,,,
673,340239407,2025-01-13 11:23:03,0,0.029,0.02924448,60.96,BTC-28FEB25-110000-C,91641.0,buy,0.2,0.2,,,,
674,340249626,2025-01-13 11:59:05,2,0.0273,0.02717367,61.23,BTC-28FEB25-110000-C,90829.74,buy,8.4,8.4,,,176846,
675,340249830,2025-01-13 11:59:47,2,0.027,0.02701343,61.09,BTC-28FEB25-110000-C,90769.55,sell,0.1,0.1,,,,
676,340251670,2025-01-13 12:01:36,3,0.027,0.0266237,61.43,BTC-28FEB25-110000-C,90617.7,buy,0.2,0.2,,,,
677,340264581,2025-01-13 12:40:38,2,0.0261,0.02571759,61.36,BTC-28FEB25-110000-C,90245.06,buy,8.4,8.4,,,176851,
678,340267984,2025-01-13 12:48:26,2,0.026,0.02622509,60.81,BTC-28FEB25-110000-C,90456.28,buy,2.6,2.6,,,,
679,340346527,2025-01-13 15:47:47,0,0.0305,0.03065595,60.53,BTC-28FEB25-110000-C,92399.63,sell,0.1,0.1,,,,
680,340346528,2025-01-13 15:47:47,1,0.0305,0.03065595,60.53,BTC-28FEB25-110000-C,92399.63,sell,3.1,3.1,,,,
681,340346529,2025-01-13 15:47:47,1,0.0305,0.03065595,60.53,BTC-28FEB25-110000-C,92399.63,buy,1.0,1.0,,,,
682,340346530,2025-01-13 15:47:47,1,0.0305,0.03065595,60.53,BTC-28FEB25-110000-C,92399.63,buy,0.1,0.1,,,,
683,340346531,2025-01-13 15:47:47,1,0.0305,0.03065595,60.53,BTC-28FEB25-110000-C,92399.63,buy,9.0,9.0,,,,
684,340346533,2025-01-13 15:47:47,1,0.0305,0.03065595,60.53,BTC-28FEB25-110000-C,92399.63,buy,0.4,0.4,,,,
685,340346534,2025-01-13 15:47:47,1,0.0305,0.03065595,60.53,BTC-28FEB25-110000-C,92399.63,buy,6.3,6.3,,,,
686,340360789,2025-01-13 16:24:03,2,0.0275,0.02792613,59.88,BTC-28FEB25-110000-C,91504.88,sell,5.0,5.0,,,,
687,340362054,2025-01-13 16:30:07,0,0.028,0.02831074,60.05,BTC-28FEB25-110000-C,91631.63,sell,5.0,5.0,,,,
688,340378890,2025-01-13 18:00:18,0,0.029,0.02925598,60.33,BTC-28FEB25-110000-C,91943.85,buy,0.1,0.1,,,,
689,340390528,2025-01-13 19:11:39,0,0.03,0.02981068,60.73,BTC-28FEB25-110000-C,92183.56,buy,0.1,0.1,,,,
690,340390529,2025-01-13 19:11:39,1,0.03,0.02981068,60.73,BTC-28FEB25-110000-C,92183.56,sell,0.9,0.9,,,,
691,340391986,2025-01-13 19:19:27,2,0.0295,0.02908828,61.23,BTC-28FEB25-110000-C,91759.48,buy,0.5,0.5,,,,
692,340392087,2025-01-13 19:20:23,3,0.0295,0.02889943,61.4,BTC-28FEB25-110000-C,91681.03,buy,0.5,0.5,,,,
693,340392115,2025-01-13 19:20:37,2,0.0285,0.02882171,60.57,BTC-28FEB25-110000-C,91653.29,sell,1.0,1.0,,,,
694,340398074,2025-01-13 19:58:37,0,0.0305,0.03030813,61.07,BTC-28FEB25-110000-C,92245.65,sell,0.1,0.1,,,,
695,340420789,2025-01-13 21:20:18,0,0.033,0.03305601,60.37,BTC-28FEB25-110000-C,93617.93,buy,0.5,0.5,,,,
696,340424804,2025-01-13 21:39:55,0,0.035,0.0344616,60.81,BTC-28FEB25-110000-C,94121.87,buy,2.4,2.4,,,,
697,340424805,2025-01-13 21:39:55,1,0.035,0.0344616,60.81,BTC-28FEB25-110000-C,94121.87,buy,5.6,5.6,,,,
698,340425703,2025-01-13 21:41:22,0,0.0355,0.03470774,61.05,BTC-28FEB25-110000-C,94209.59,buy,3.0,3.0,,,,
699,340427175,2025-01-13 21:45:36,1,0.0355,0.03524807,60.69,BTC-28FEB25-110000-C,94368.83,buy,0.2,0.2,,,,
700,340429032,2025-01-13 21:55:38,2,0.0345,0.03492474,60.36,BTC-28FEB25-110000-C,94131.3,sell,0.3,0.3,,,,
701,340460386,2025-01-14 02:19:46,0,0.0375,0.03721793,60.9,BTC-28FEB25-110000-C,94981.56,buy,0.5,0.5,,,,
702,340460387,2025-01-14 02:19:46,1,0.0375,0.03721793,60.9,BTC-28FEB25-110000-C,94981.56,buy,1.0,1.0,,,,
703,340476650,2025-01-14 04:54:35,0,0.038,0.03803774,61.39,BTC-28FEB25-110000-C,94961.22,buy,0.5,0.5,,,,
704,340486678,2025-01-14 07:00:01,1,0.038,0.03817867,61.39,BTC-28FEB25-110000-C,94973.81,buy,0.5,0.5,,,,
705,340492715,2025-01-14 08:07:05,1,0.038,0.03839439,61.32,BTC-28FEB25-110000-C,95049.54,buy,0.5,0.5,,,,
706,340495957,2025-01-14 08:17:42,0,0.039,0.03909155,61.06,BTC-28FEB25-110000-C,95574.94,buy,0.1,0.1,,,,
707,340506949,2025-01-14 09:25:31,0,0.041,0.04069565,61.27,BTC-28FEB25-110000-C,96188.53,buy,0.1,0.1,,,,
