trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,block_trade_id,liquidation
16,331679318,2024-12-05 05:58:09,0,0.1,0.09973678,59.55,BTC-28FEB25-110000-C,102477.62,sell,0.3,0.3,,,,
17,331723978,2024-12-05 08:15:27,2,0.0998,0.1001067,58.65,BTC-28FEB25-110000-C,102630.04,sell,12.5,12.5,,BTC-STRG-28FEB25-96000_110000,171565,
18,331729306,2024-12-05 08:37:01,0,0.101,0.10083874,59.01,BTC-28FEB25-110000-C,102790.05,sell,0.7,0.7,,,,
19,331732226,2024-12-05 08:51:37,0,0.102,0.10170466,59.34,BTC-28FEB25-110000-C,102827.57,sell,0.4,0.4,,,,
20,331732597,2024-12-05 08:55:17,1,0.102,0.10181069,59.42,BTC-28FEB25-110000-C,102798.06,sell,0.5,0.5,,,,
21,331735045,2024-12-05 09:04:51,2,0.101,0.1017321,59.04,BTC-28FEB25-110000-C,102760.61,sell,1.0,1.0,,,,
22,331763159,2024-12-05 12:03:50,0,0.102,0.10228208,59.55,BTC-28FEB25-110000-C,102638.41,buy,0.5,0.5,,,,
23,331763160,2024-12-05 12:03:50,1,0.102,0.10228208,59.55,BTC-28FEB25-110000-C,102638.41,buy,2.8,2.8,,,,
24,331773971,2024-12-05 12:55:26,0,0.1045,0.10355913,60.47,BTC-28FEB25-110000-C,103000.6,buy,2.7,2.7,,,,
25,331793548,2024-12-05 14:02:21,2,0.1035,0.1036539,59.92,BTC-28FEB25-110000-C,102717.12,sell,0.4,0.4,,,,
26,331801468,2024-12-05 14:31:16,2,0.1025,0.10232166,59.83,BTC-28FEB25-110000-C,102558.27,buy,0.6,0.6,,,,
27,331801469,2024-12-05 14:31:16,3,0.1025,0.10232166,59.83,BTC-28FEB25-110000-C,102558.27,buy,0.3,0.3,,,,
28,331801477,2024-12-05 14:31:17,3,0.1025,0.10232166,59.83,BTC-28FEB25-110000-C,102595.38,buy,2.4,2.4,,,,
29,331813615,2024-12-05 14:51:05,0,0.1055,0.10538659,59.78,BTC-28FEB25-110000-C,103559.66,buy,0.1,0.1,,,,
30,331824733,2024-12-05 15:10:27,2,0.105,0.10483282,59.44,BTC-28FEB25-110000-C,103559.95,buy,6.6,6.6,,,,
31,331824734,2024-12-05 15:10:27,3,0.105,0.10483282,59.44,BTC-28FEB25-110000-C,103559.95,buy,1.2,1.2,,,,
32,331881679,2024-12-05 16:39:36,2,0.0925,0.09251492,59.07,BTC-28FEB25-110000-C,100706.94,sell,0.1,0.1,,,,
33,331916301,2024-12-05 18:17:34,0,0.095,0.09429509,59.44,BTC-28FEB25-110000-C,101128.43,buy,2.8,2.8,,,,
34,332106251,2024-12-05 23:49:59,2,0.081,0.08054216,60.81,BTC-28FEB25-110000-C,97110.31,buy,0.1,0.1,,,,
35,332110073,2024-12-06 00:00:14,2,0.0805,0.08058567,60.58,BTC-28FEB25-110000-C,97038.72,sell,0.1,0.1,,,,
36,332136050,2024-12-06 01:32:47,0,0.084,0.08366149,60.38,BTC-28FEB25-110000-C,98060.56,sell,0.5,0.5,,,,
37,332136062,2024-12-06 01:32:52,1,0.084,0.08371538,60.35,BTC-28FEB25-110000-C,98072.05,sell,0.6,0.6,,,,
38,332136075,2024-12-06 01:32:55,1,0.084,0.0837358,60.34,BTC-28FEB25-110000-C,98075.82,sell,0.2,0.2,,,,
39,332136088,2024-12-06 01:32:59,1,0.084,0.08375167,60.34,BTC-28FEB25-110000-C,98076.88,sell,0.2,0.2,,,,
40,332136099,2024-12-06 01:33:01,1,0.084,0.08374016,60.34,BTC-28FEB25-110000-C,98066.52,sell,0.3,0.3,,,,
41,332136119,2024-12-06 01:33:03,1,0.084,0.08371324,60.35,BTC-28FEB25-110000-C,98057.07,sell,0.2,0.2,,,,
42,332156545,2024-12-06 03:27:23,2,0.079,0.07900571,59.49,BTC-28FEB25-110000-C,97326.41,sell,0.1,0.1,,,,
43,332239266,2024-12-06 12:23:39,0,0.081,0.08079371,59.05,BTC-28FEB25-110000-C,98209.06,sell,1.0,1.0,,,,
44,332507697,2024-12-07 16:14:17,0,0.0855,0.08532643,58.98,BTC-28FEB25-110000-C,99702.72,sell,0.1,0.1,,,,
45,332507698,2024-12-07 16:14:17,1,0.0855,0.08532643,58.98,BTC-28FEB25-110000-C,99702.72,sell,1.5,1.5,,,,
46,332507699,2024-12-07 16:14:17,1,0.0855,0.08532643,58.98,BTC-28FEB25-110000-C,99702.72,sell,0.1,0.1,,,,
47,332507764,2024-12-07 16:15:45,1,0.0855,0.08527709,59.03,BTC-28FEB25-110000-C,99678.83,sell,0.1,0.1,,,,
48,332507765,2024-12-07 16:15:45,1,0.0855,0.08527709,59.03,BTC-28FEB25-110000-C,99678.83,sell,1.1,1.1,,,,
49,332507767,2024-12-07 16:15:57,1,0.0855,0.0852622,59.04,BTC-28FEB25-110000-C,99670.94,sell,0.1,0.1,,,,
50,332507768,2024-12-07 16:15:57,1,0.0855,0.0852622,59.04,BTC-28FEB25-110000-C,99670.94,sell,0.1,0.1,,,,
51,332507769,2024-12-07 16:15:57,1,0.0855,0.0852622,59.04,BTC-28FEB25-110000-C,99670.94,sell,0.1,0.1,,,,
52,332507820,2024-12-07 16:16:47,1,0.0855,0.08525334,59.06,BTC-28FEB25-110000-C,99655.95,sell,0.1,0.1,,,,
53,332507831,2024-12-07 16:16:57,1,0.0855,0.08527732,59.04,BTC-28FEB25-110000-C,99658.03,sell,0.1,0.1,,,,
54,332507889,2024-12-07 16:17:49,1,0.0855,0.08525438,59.1,BTC-28FEB25-110000-C,99650.59,sell,0.1,0.1,,,,
55,332507890,2024-12-07 16:17:49,1,0.0855,0.08525438,59.1,BTC-28FEB25-110000-C,99650.59,sell,1.3,1.3,,,,
56,332507902,2024-12-07 16:18:08,1,0.0855,0.08528708,59.06,BTC-28FEB25-110000-C,99652.38,sell,0.1,0.1,,,,
57,332507903,2024-12-07 16:18:08,1,0.0855,0.08528708,59.06,BTC-28FEB25-110000-C,99652.38,sell,0.2,0.2,,,,
58,332508110,2024-12-07 16:20:23,1,0.0855,0.08544232,59.0,BTC-28FEB25-110000-C,99661.06,sell,0.1,0.1,,,,
59,332508397,2024-12-07 16:25:01,0,0.086,0.08585593,59.14,BTC-28FEB25-110000-C,99746.69,sell,0.1,0.1,,,,
60,332508441,2024-12-07 16:25:43,1,0.086,0.08601629,59.05,BTC-28FEB25-110000-C,99778.0,sell,0.1,0.1,,,,
61,332508442,2024-12-07 16:25:43,1,0.086,0.08601629,59.05,BTC-28FEB25-110000-C,99778.0,sell,0.1,0.1,,,,
62,332620825,2024-12-08 21:31:03,2,0.0835,0.08351902,57.76,BTC-28FEB25-110000-C,100079.44,sell,0.1,0.1,,,,
63,332620826,2024-12-08 21:31:04,3,0.0835,0.08350814,57.76,BTC-28FEB25-110000-C,100079.81,sell,2.6,2.6,,,,
64,332699958,2024-12-09 07:21:10,2,0.0805,0.08023806,59.76,BTC-28FEB25-110000-C,98528.53,buy,0.1,0.1,,,,
65,332741237,2024-12-09 12:02:23,2,0.0795,0.0799167,60.16,BTC-28FEB25-110000-C,98018.06,sell,0.3,0.3,,,,
66,332858195,2024-12-09 19:37:44,2,0.075,0.07508515,59.48,BTC-28FEB25-110000-C,97218.59,sell,0.1,0.1,,,,
67,332872302,2024-12-09 20:29:32,2,0.072,0.07202868,59.28,BTC-28FEB25-110000-C,96574.14,sell,0.1,0.1,,,,
68,332878398,2024-12-09 20:49:24,2,0.0715,0.07149644,59.17,BTC-28FEB25-110000-C,96503.27,sell,0.1,0.1,,,,
69,333038619,2024-12-10 05:12:34,0,0.075,0.07427814,60.79,BTC-28FEB25-110000-C,96771.88,buy,1.0,1.0,,,,
70,333070604,2024-12-10 11:46:13,2,0.0735,0.07365541,58.39,BTC-28FEB25-110000-C,97661.79,buy,0.1,0.1,,,,
71,333070608,2024-12-10 11:46:15,3,0.0735,0.07365243,58.39,BTC-28FEB25-110000-C,97668.48,buy,0.2,0.2,,,,
72,333120490,2024-12-10 15:56:16,2,0.0679,0.0680404,58.74,BTC-28FEB25-110000-C,96006.96,sell,16.1,16.1,,BTC-CCAL-28MAR25_28FEB25-110000,172478,
73,333147006,2024-12-10 16:45:32,2,0.0635,0.06334673,58.87,BTC-28FEB25-110000-C,94675.24,sell,0.5,0.5,,,,
74,333147284,2024-12-10 16:46:12,2,0.063,0.06303708,58.88,BTC-28FEB25-110000-C,94584.92,sell,0.5,0.5,,,,
75,333148050,2024-12-10 16:47:46,0,0.0635,0.06353876,58.81,BTC-28FEB25-110000-C,94756.13,sell,0.5,0.5,,,,
76,333149300,2024-12-10 16:49:11,0,0.065,0.06487472,58.88,BTC-28FEB25-110000-C,95116.07,buy,0.5,0.5,,,,
77,333149343,2024-12-10 16:49:16,1,0.065,0.06480848,58.88,BTC-28FEB25-110000-C,95146.39,sell,0.5,0.5,,,,
78,333149450,2024-12-10 16:49:29,1,0.065,0.06505257,58.82,BTC-28FEB25-110000-C,95178.14,sell,0.1,0.1,,,,
79,333149474,2024-12-10 16:49:30,1,0.065,0.06501597,58.82,BTC-28FEB25-110000-C,95164.81,sell,0.4,0.4,,,,
80,333149480,2024-12-10 16:49:32,1,0.065,0.06496761,58.82,BTC-28FEB25-110000-C,95151.2,sell,0.5,0.5,,,,
81,333149847,2024-12-10 16:49:40,1,0.065,0.06522996,58.82,BTC-28FEB25-110000-C,95241.92,sell,0.5,0.5,,,,
82,333149851,2024-12-10 16:49:42,1,0.065,0.06521472,58.82,BTC-28FEB25-110000-C,95195.55,sell,0.5,0.5,,,,
83,333150042,2024-12-10 16:49:57,1,0.065,0.06525032,58.7,BTC-28FEB25-110000-C,95239.22,sell,0.5,0.5,,,,
84,333152413,2024-12-10 16:52:05,0,0.0665,0.06673678,58.66,BTC-28FEB25-110000-C,95680.03,sell,0.5,0.5,,,,
85,333152440,2024-12-10 16:52:10,1,0.0665,0.06651462,58.66,BTC-28FEB25-110000-C,95637.62,sell,0.5,0.5,,,,
86,333153268,2024-12-10 16:53:19,0,0.0675,0.06763987,58.76,BTC-28FEB25-110000-C,95922.41,sell,0.1,0.1,,,,
87,333153280,2024-12-10 16:53:21,1,0.0675,0.06763987,58.76,BTC-28FEB25-110000-C,95903.59,sell,0.4,0.4,,,,
88,333154388,2024-12-10 16:55:31,1,0.0675,0.06763788,58.74,BTC-28FEB25-110000-C,95941.93,sell,0.5,0.5,,,,
89,333154390,2024-12-10 16:55:34,1,0.0675,0.0675437,58.74,BTC-28FEB25-110000-C,95912.53,sell,0.5,0.5,,,,
90,333157543,2024-12-10 17:00:13,0,0.0695,0.06900381,58.76,BTC-28FEB25-110000-C,96283.41,sell,0.5,0.5,,,,
91,333158712,2024-12-10 17:01:55,2,0.0675,0.06739866,58.66,BTC-28FEB25-110000-C,95809.65,sell,0.5,0.5,,,,
92,333159093,2024-12-10 17:02:17,2,0.067,0.06657788,58.9,BTC-28FEB25-110000-C,95612.44,sell,0.5,0.5,,,,
93,333160719,2024-12-10 17:05:34,3,0.067,0.06634672,58.99,BTC-28FEB25-110000-C,95497.46,sell,0.5,0.5,,,,
94,333161516,2024-12-10 17:06:19,2,0.0655,0.06486705,58.77,BTC-28FEB25-110000-C,95070.86,sell,0.4,0.4,,,,
95,333161626,2024-12-10 17:06:20,3,0.0655,0.06477908,58.77,BTC-28FEB25-110000-C,95085.49,sell,0.1,0.1,,,,
96,333175243,2024-12-10 17:45:26,0,0.0665,0.0664279,60.08,BTC-28FEB25-110000-C,94853.2,sell,0.5,0.5,,,,
97,333175253,2024-12-10 17:45:31,1,0.0665,0.06617253,60.08,BTC-28FEB25-110000-C,94862.19,sell,0.1,0.1,,,,
98,333175254,2024-12-10 17:45:31,1,0.0665,0.06617253,60.08,BTC-28FEB25-110000-C,94862.19,sell,0.1,0.1,,,,
99,333178183,2024-12-10 17:50:28,0,0.0675,0.06736878,60.0,BTC-28FEB25-110000-C,95194.32,sell,0.3,0.3,,,,
100,333178562,2024-12-10 17:52:06,2,0.067,0.06694507,59.98,BTC-28FEB25-110000-C,95076.65,sell,0.5,0.5,,,,
101,333178857,2024-12-10 17:52:34,2,0.0665,0.06626376,60.03,BTC-28FEB25-110000-C,94850.6,sell,0.2,0.2,,,,
102,333178874,2024-12-10 17:52:34,3,0.0665,0.06626376,60.03,BTC-28FEB25-110000-C,94850.6,sell,0.1,0.1,,,,
103,333178875,2024-12-10 17:52:34,3,0.0665,0.06626376,60.03,BTC-28FEB25-110000-C,94850.6,sell,0.1,0.1,,,,
104,333178877,2024-12-10 17:52:34,3,0.0665,0.06619401,60.03,BTC-28FEB25-110000-C,94834.83,sell,0.1,0.1,,,,
105,333178888,2024-12-10 17:52:38,3,0.0665,0.06596298,60.03,BTC-28FEB25-110000-C,94772.76,sell,0.5,0.5,,,,
106,333179655,2024-12-10 17:54:47,2,0.066,0.06614381,60.03,BTC-28FEB25-110000-C,94829.49,sell,0.5,0.5,,,,
107,333179894,2024-12-10 17:55:09,3,0.066,0.06571128,60.04,BTC-28FEB25-110000-C,94680.81,sell,0.1,0.1,,,,
108,333179895,2024-12-10 17:55:09,3,0.066,0.06571128,60.04,BTC-28FEB25-110000-C,94680.81,sell,0.1,0.1,,,,
109,333179911,2024-12-10 17:55:11,3,0.066,0.06565485,60.04,BTC-28FEB25-110000-C,94642.25,sell,0.1,0.1,,,,
110,333179912,2024-12-10 17:55:11,3,0.066,0.06565485,60.04,BTC-28FEB25-110000-C,94642.25,sell,0.1,0.1,,,,
111,333179915,2024-12-10 17:55:11,3,0.066,0.06565485,60.04,BTC-28FEB25-110000-C,94642.25,sell,0.1,0.1,,,,
112,333180051,2024-12-10 17:55:30,3,0.066,0.06545539,60.04,BTC-28FEB25-110000-C,94633.06,sell,0.5,0.5,,,,
113,333181542,2024-12-10 17:59:47,2,0.065,0.06527853,59.98,BTC-28FEB25-110000-C,94573.59,sell,0.3,0.3,,,,
114,333181543,2024-12-10 17:59:47,3,0.065,0.06527853,59.98,BTC-28FEB25-110000-C,94573.59,sell,0.5,0.5,,,,
115,333181544,2024-12-10 17:59:47,3,0.065,0.06527853,59.98,BTC-28FEB25-110000-C,94573.59,buy,0.1,0.1,,,,
116,333181545,2024-12-10 17:59:47,3,0.065,0.06527853,59.98,BTC-28FEB25-110000-C,94573.59,buy,7.3,7.3,,,,
117,333181546,2024-12-10 17:59:47,3,0.065,0.06527853,59.98,BTC-28FEB25-110000-C,94573.59,buy,0.1,0.1,,,,
118,333181547,2024-12-10 17:59:47,3,0.065,0.06527853,59.98,BTC-28FEB25-110000-C,94573.59,buy,0.1,0.1,,,,
119,333181548,2024-12-10 17:59:47,3,0.065,0.06527853,59.98,BTC-28FEB25-110000-C,94573.59,buy,1.0,1.0,,,,
120,333181554,2024-12-10 17:59:49,3,0.065,0.06530036,59.98,BTC-28FEB25-110000-C,94572.7,buy,3.4,3.4,,,,
121,333185360,2024-12-10 18:08:19,0,0.066,0.0658053,60.37,BTC-28FEB25-110000-C,94668.36,sell,0.1,0.1,,,,
122,333185370,2024-12-10 18:08:20,1,0.066,0.06579442,60.37,BTC-28FEB25-110000-C,94589.56,sell,0.1,0.1,,,,
123,333190258,2024-12-10 18:24:30,0,0.0675,0.06739033,60.3,BTC-28FEB25-110000-C,95037.22,sell,0.3,0.3,,,,
124,333191334,2024-12-10 18:33:07,0,0.068,0.06777492,60.55,BTC-28FEB25-110000-C,95144.5,sell,0.5,0.5,,,,
125,333194435,2024-12-10 19:06:30,1,0.068,0.06803702,60.35,BTC-28FEB25-110000-C,95246.27,sell,0.5,0.5,,,,
126,333196561,2024-12-10 19:16:53,0,0.069,0.0688866,60.38,BTC-28FEB25-110000-C,95525.84,sell,0.5,0.5,,,,
127,333199592,2024-12-10 19:35:14,0,0.07,0.06997688,60.26,BTC-28FEB25-110000-C,95835.42,sell,0.1,0.1,,,,
128,333200537,2024-12-10 19:43:16,0,0.071,0.07103865,60.17,BTC-28FEB25-110000-C,96170.08,sell,0.4,0.4,,,,
129,333200598,2024-12-10 19:43:36,1,0.071,0.07091304,60.24,BTC-28FEB25-110000-C,96141.23,sell,0.5,0.5,,,,
130,333206614,2024-12-10 20:20:55,1,0.071,0.07102122,60.06,BTC-28FEB25-110000-C,96256.95,sell,0.5,0.5,,,,
131,333209436,2024-12-10 20:31:41,0,0.0715,0.07163081,59.94,BTC-28FEB25-110000-C,96409.55,sell,0.5,0.5,,,,
132,333213167,2024-12-10 20:58:35,0,0.072,0.07178644,60.19,BTC-28FEB25-110000-C,96455.95,sell,0.1,0.1,,,,
133,333213173,2024-12-10 20:58:35,1,0.072,0.07178644,60.19,BTC-28FEB25-110000-C,96455.95,sell,0.1,0.1,,,,
134,333213174,2024-12-10 20:58:35,1,0.072,0.07178644,60.19,BTC-28FEB25-110000-C,96455.95,sell,0.3,0.3,,,,
135,333213871,2024-12-10 21:00:15,1,0.072,0.07210365,60.04,BTC-28FEB25-110000-C,96529.44,sell,0.1,0.1,,,,
136,333213941,2024-12-10 21:00:26,1,0.072,0.07195567,60.09,BTC-28FEB25-110000-C,96500.84,sell,0.4,0.4,,,,
137,333223983,2024-12-10 22:08:26,0,0.074,0.07375074,60.27,BTC-28FEB25-110000-C,96967.22,sell,0.5,0.5,,,,
138,333224608,2024-12-10 22:14:21,2,0.073,0.07295077,60.22,BTC-28FEB25-110000-C,96712.17,sell,0.5,0.5,,,,
139,333226211,2024-12-10 22:40:52,0,0.0735,0.0734364,60.22,BTC-28FEB25-110000-C,96894.36,sell,0.5,0.5,,,,
140,333226538,2024-12-10 22:53:02,1,0.0735,0.07346999,60.24,BTC-28FEB25-110000-C,96895.95,sell,0.5,0.5,,,,
141,333227145,2024-12-10 23:03:06,0,0.074,0.07421891,60.07,BTC-28FEB25-110000-C,97118.25,sell,0.5,0.5,,,,
142,333227886,2024-12-10 23:09:56,1,0.074,0.07385599,60.24,BTC-28FEB25-110000-C,97016.97,sell,0.5,0.5,,,,
143,333227954,2024-12-10 23:11:16,1,0.074,0.07387007,60.23,BTC-28FEB25-110000-C,97020.16,sell,0.5,0.5,,,,
144,333228114,2024-12-10 23:13:20,1,0.074,0.073899,60.22,BTC-28FEB25-110000-C,97038.32,sell,0.2,0.2,,,,
145,333228116,2024-12-10 23:13:20,1,0.074,0.073899,60.22,BTC-28FEB25-110000-C,97038.32,sell,0.1,0.1,,,,
146,333228118,2024-12-10 23:13:20,1,0.074,0.07389658,60.22,BTC-28FEB25-110000-C,97038.69,sell,0.1,0.1,,,,
147,333228120,2024-12-10 23:13:20,1,0.074,0.07389658,60.22,BTC-28FEB25-110000-C,97038.69,sell,0.1,0.1,,,,
148,333228726,2024-12-10 23:22:16,1,0.074,0.07401891,60.23,BTC-28FEB25-110000-C,97030.19,sell,0.5,0.5,,,,
149,333229049,2024-12-10 23:32:00,1,0.074,0.0738553,60.35,BTC-28FEB25-110000-C,96964.54,sell,0.5,0.5,,,,
150,333230368,2024-12-10 23:46:11,2,0.0725,0.07272299,60.12,BTC-28FEB25-110000-C,96662.98,sell,0.5,0.5,,,,
151,333231261,2024-12-10 23:54:58,3,0.0725,0.07257964,60.16,BTC-28FEB25-110000-C,96667.76,sell,0.5,0.5,,,,
152,333231501,2024-12-11 00:00:12,3,0.0725,0.07242513,60.2,BTC-28FEB25-110000-C,96640.31,sell,0.1,0.1,,,,
153,333231603,2024-12-11 00:00:55,3,0.0725,0.07247931,60.19,BTC-28FEB25-110000-C,96650.31,sell,0.1,0.1,,,,
154,333231604,2024-12-11 00:00:57,3,0.0725,0.07243732,60.21,BTC-28FEB25-110000-C,96641.88,sell,0.1,0.1,,,,
155,333231615,2024-12-11 00:01:02,3,0.0725,0.07237324,60.25,BTC-28FEB25-110000-C,96621.45,sell,0.2,0.2,,,,
156,333232992,2024-12-11 00:21:23,3,0.0725,0.07252559,60.14,BTC-28FEB25-110000-C,96686.02,sell,0.5,0.5,,,,
157,333236339,2024-12-11 00:40:39,2,0.071,0.07079486,60.4,BTC-28FEB25-110000-C,96165.02,sell,0.5,0.5,,,,
158,333241188,2024-12-11 01:21:49,0,0.0725,0.07237791,60.55,BTC-28FEB25-110000-C,96518.75,sell,0.5,0.5,,,,
159,333241304,2024-12-11 01:24:54,2,0.072,0.0719481,60.52,BTC-28FEB25-110000-C,96391.42,sell,0.5,0.5,,,,
160,333242342,2024-12-11 01:30:53,2,0.071,0.071036,60.44,BTC-28FEB25-110000-C,96144.2,sell,0.4,0.4,,,,
161,333242352,2024-12-11 01:30:57,3,0.071,0.07094986,60.51,BTC-28FEB25-110000-C,96116.0,sell,0.1,0.1,,,,
162,333246334,2024-12-11 02:10:17,3,0.071,0.07091065,60.4,BTC-28FEB25-110000-C,96160.16,sell,0.1,0.1,,,,
163,333246335,2024-12-11 02:10:17,3,0.071,0.07091065,60.4,BTC-28FEB25-110000-C,96160.16,sell,0.1,0.1,,,,
164,333246336,2024-12-11 02:10:17,3,0.071,0.07091065,60.4,BTC-28FEB25-110000-C,96160.16,sell,0.3,0.3,,,,
165,333246964,2024-12-11 02:22:52,3,0.071,0.07091321,60.45,BTC-28FEB25-110000-C,96159.45,sell,0.5,0.5,,,,
166,333248300,2024-12-11 02:34:01,0,0.0735,0.07349143,60.38,BTC-28FEB25-110000-C,96897.7,sell,0.5,0.5,,,,
167,333270122,2024-12-11 05:04:35,0,0.0775,0.07761388,61.05,BTC-28FEB25-110000-C,97558.89,sell,0.5,0.5,,,,
168,333277977,2024-12-11 06:50:05,0,0.078,0.07801664,61.07,BTC-28FEB25-110000-C,97678.22,sell,0.5,0.5,,,,
169,333284287,2024-12-11 08:01:19,2,0.0765,0.07679572,60.96,BTC-28FEB25-110000-C,97389.55,sell,0.5,0.5,,,,
170,333285438,2024-12-11 08:07:30,0,0.0775,0.07770161,61.01,BTC-28FEB25-110000-C,97621.03,sell,0.5,0.5,,,,
171,333286298,2024-12-11 08:11:46,0,0.0785,0.07847953,61.11,BTC-28FEB25-110000-C,97834.34,sell,0.5,0.5,,,,
172,333286730,2024-12-11 08:15:52,1,0.0785,0.07863965,61.03,BTC-28FEB25-110000-C,97869.52,sell,0.5,0.5,,,,
173,333286954,2024-12-11 08:18:04,1,0.0785,0.07858006,61.07,BTC-28FEB25-110000-C,97863.72,sell,0.5,0.5,,,,
174,333288484,2024-12-11 08:33:10,0,0.079,0.07924713,60.99,BTC-28FEB25-110000-C,98028.05,sell,0.5,0.5,,,,
175,333293425,2024-12-11 08:58:40,0,0.08,0.07977105,61.31,BTC-28FEB25-110000-C,98126.83,sell,0.5,0.5,,,,
176,333299987,2024-12-11 10:36:30,2,0.079,0.07903596,61.05,BTC-28FEB25-110000-C,97942.63,sell,0.5,0.5,,,,
177,333302019,2024-12-11 10:55:43,0,0.08,0.07999436,61.07,BTC-28FEB25-110000-C,98246.16,sell,0.5,0.5,,,,
178,333302653,2024-12-11 11:08:12,1,0.08,0.07997476,61.03,BTC-28FEB25-110000-C,98268.75,sell,0.5,0.5,,,,
179,333302667,2024-12-11 11:08:22,1,0.08,0.08003743,61.0,BTC-28FEB25-110000-C,98283.88,sell,0.4,0.4,,,,
180,333302705,2024-12-11 11:10:13,1,0.08,0.08005233,60.98,BTC-28FEB25-110000-C,98295.35,sell,0.1,0.1,,,,
181,333305758,2024-12-11 11:51:05,1,0.08,0.08008117,60.93,BTC-28FEB25-110000-C,98289.87,sell,0.4,0.4,,,,
182,333305759,2024-12-11 11:51:06,1,0.08,0.08001581,60.93,BTC-28FEB25-110000-C,98278.38,sell,0.1,0.1,,,,
183,333314626,2024-12-11 13:24:42,0,0.0805,0.08045153,60.99,BTC-28FEB25-110000-C,98410.48,sell,0.5,0.5,,,,
184,333316587,2024-12-11 13:30:39,0,0.0815,0.08146612,60.93,BTC-28FEB25-110000-C,98682.36,sell,0.5,0.5,,,,
185,333317294,2024-12-11 13:31:19,1,0.0815,0.08157679,60.91,BTC-28FEB25-110000-C,98689.91,sell,0.5,0.5,,,,
186,333320872,2024-12-11 13:40:23,2,0.0805,0.08057424,60.75,BTC-28FEB25-110000-C,98397.47,sell,0.5,0.5,,,,
187,333321070,2024-12-11 13:40:35,3,0.0805,0.07988153,60.96,BTC-28FEB25-110000-C,98241.44,buy,0.5,0.5,,,,
188,333323087,2024-12-11 13:46:39,0,0.0815,0.08138554,61.0,BTC-28FEB25-110000-C,98636.92,sell,0.5,0.5,,,,
189,333331133,2024-12-11 14:30:18,0,0.082,0.0818788,61.18,BTC-28FEB25-110000-C,98685.18,sell,0.1,0.1,,,,
190,333331479,2024-12-11 14:31:51,1,0.082,0.08192076,61.18,BTC-28FEB25-110000-C,98687.2,sell,0.1,0.1,,,,
191,333331483,2024-12-11 14:31:51,1,0.082,0.08192076,61.18,BTC-28FEB25-110000-C,98687.2,sell,0.1,0.1,,,,
192,333331493,2024-12-11 14:31:53,1,0.082,0.08187244,61.17,BTC-28FEB25-110000-C,98666.01,sell,0.2,0.2,,,,
193,333332918,2024-12-11 14:36:42,0,0.0825,0.08243961,61.09,BTC-28FEB25-110000-C,98875.79,sell,0.5,0.5,,,,
194,333332926,2024-12-11 14:36:49,2,0.082,0.08242899,60.84,BTC-28FEB25-110000-C,98876.29,buy,7.1,7.1,,,,
195,333332927,2024-12-11 14:36:49,3,0.082,0.08242899,60.84,BTC-28FEB25-110000-C,98876.29,buy,0.1,0.1,,,,
196,333332928,2024-12-11 14:36:49,3,0.082,0.08242899,60.84,BTC-28FEB25-110000-C,98876.29,buy,2.8,2.8,,,,
