,timestamp,price,high,low,buy_sell_ratio,tick_direction_ratio,return_log,open
0,2024-12-02 17:08:45,96535.0,96535.0,96411.5,,,,
1,2024-12-02 17:10:01,96464.0,96535.0,96408.5,0.8203592814371258,0.9161676646706587,-0.0007357551407303096,96535.0
2,2024-12-02 17:11:36,96279.5,96534.0,96279.5,0.5490196078431373,1.7450980392156863,-0.0019144620322024668,96464.0
3,2024-12-02 17:13:03,96340.0,96344.0,96225.0,0.25,2.0238095238095237,0.0006281814872273295,96279.5
4,2024-12-02 17:13:22,96353.5,96402.5,96340.0,0.6363636363636364,1.0382775119617225,0.00014011889370511014,96340.0
5,2024-12-02 17:14:42,96445.0,96445.0,96313.0,0.6464646464646465,1.3131313131313131,0.0009491775804235912,96353.5
6,2024-12-02 17:14:47,96332.5,96445.0,96327.0,0.7,1.0769230769230769,-0.0011671487883281736,96445.0
7,2024-12-02 17:16:06,96306.5,96428.5,96284.0,0.104,2.096,-0.0002699349576967698,96332.5
8,2024-12-02 17:16:48,96144.0,96306.5,96144.0,0.4661016949152542,1.5423728813559323,-0.0016887463386064876,96306.5
9,2024-12-02 17:17:14,96077.0,96144.0,96055.0,0.3567251461988304,1.9883040935672514,-0.0006971142873393278,96144.0
10,2024-12-02 17:17:22,96055.0,96090.5,96055.0,0.4627659574468085,1.9574468085106382,-0.00022900922382683894,96077.0
11,2024-12-02 17:18:41,95934.0,96055.0,95932.5,0.627906976744186,1.627906976744186,-0.001260489049067737,96055.0
12,2024-12-02 17:18:50,95880.0,95934.5,95880.0,0.3941908713692946,2.0539419087136928,-0.0005630454651546411,95934.0
13,2024-12-02 17:18:58,95826.0,95914.0,95828.0,0.16216216216216217,2.126126126126126,-0.0005633626639563076,95880.0
14,2024-12-02 17:19:19,95825.0,95913.0,95801.0,0.10638297872340426,2.0,-1.0435635608597707e-05,95826.0
15,2024-12-02 17:19:38,95800.0,95852.0,95800.0,0.23036649214659685,1.9842931937172774,-0.00026092628980396156,95825.0
16,2024-12-02 17:19:49,95750.0,95800.0,95750.0,0.32432432432432434,2.2567567567567566,-0.0005220569160594852,95800.0
17,2024-12-02 17:19:59,95800.0,95800.0,95749.5,0.27906976744186046,1.7790697674418605,0.0005220569160595142,95750.0
18,2024-12-02 17:20:29,95799.5,95805.5,95739.0,0.7083333333333334,1.4166666666666667,-5.219220300724395e-06,95800.0
19,2024-12-02 17:21:00,95770.0,95799.5,95718.0,0.45180722891566266,2.174698795180723,-0.00030798222298621597,95799.5
20,2024-12-02 17:21:31,95759.0,95800.0,95703.5,0.21142857142857144,1.6171428571428572,-0.00011486511193705092,95770.0
21,2024-12-02 17:22:17,95817.0,95852.5,95759.0,0.38974358974358975,1.6564102564102565,0.0006055038394378945,95759.0
22,2024-12-02 17:23:10,95918.0,95936.0,95800.0,0.5067567567567568,1.614864864864865,0.0010535375319269042,95817.0
23,2024-12-02 17:24:23,95861.0,95975.0,95806.0,0.38271604938271603,1.4074074074074074,-0.0005944342360573418,95918.0
24,2024-12-02 17:25:09,95837.5,95896.0,95800.0,0.34806629834254144,1.6408839779005524,-0.00024517667188551164,95861.0
25,2024-12-02 17:26:16,95778.5,95887.5,95760.5,0.09900990099009901,2.212871287128713,-0.0006158149827210427,95837.5
26,2024-12-02 17:27:21,95809.5,95836.5,95725.5,0.525974025974026,1.7207792207792207,0.0003236110849378579,95778.5
27,2024-12-02 17:28:09,95803.0,95870.5,95803.0,0.7315436241610739,1.1812080536912752,-6.784526064312581e-05,95809.5
28,2024-12-02 17:29:55,95716.0,95827.0,95713.0,0.17105263157894737,1.9736842105263157,-0.0009085261095170476,95803.0
29,2024-12-02 17:29:55,95702.5,95716.0,95703.0,0.3893129770992366,1.8015267175572518,-0.00014105219738305195,95716.0
30,2024-12-02 17:29:55,95700.0,95702.5,95700.0,0.0,2.1818181818181817,-2.6122960777809784e-05,95702.5
