trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_id,block_trade_id,combo_trade_id
396,339287735,2025-01-08 06:42:43,1,0.0115,0.01167941,52.13,BTC-17JAN25-102000-C,95818.8,buy,0.1,0.1,,,
397,339287736,2025-01-08 06:42:43,1,0.0115,0.01167941,52.13,BTC-17JAN25-102000-C,95818.8,buy,0.3,0.3,,,
398,339287778,2025-01-08 06:43:02,1,0.0115,0.01160866,52.32,BTC-17JAN25-102000-C,95785.73,buy,0.4,0.4,,,
399,339287845,2025-01-08 06:43:19,1,0.0115,0.01151111,52.42,BTC-17JAN25-102000-C,95763.94,buy,0.4,0.4,,,
400,339289515,2025-01-08 06:50:15,2,0.011,0.01109507,52.13,BTC-17JAN25-102000-C,95601.42,buy,0.4,0.4,,,
401,339290587,2025-01-08 06:51:20,3,0.011,0.01089266,52.57,BTC-17JAN25-102000-C,95496.6,buy,0.1,0.1,,,
402,339290738,2025-01-08 06:51:44,3,0.011,0.01086458,52.63,BTC-17JAN25-102000-C,95484.22,buy,0.4,0.4,,,
403,339290825,2025-01-08 06:52:02,3,0.011,0.01093618,52.46,BTC-17JAN25-102000-C,95515.44,buy,0.4,0.4,,,
404,339291098,2025-01-08 06:52:29,3,0.011,0.01076932,52.86,BTC-17JAN25-102000-C,95435.94,buy,0.4,0.4,,,
405,339291210,2025-01-08 06:52:47,3,0.011,0.01073079,53.02,BTC-17JAN25-102000-C,95404.46,buy,0.3,0.3,,,
406,339300641,2025-01-08 07:31:06,2,0.0105,0.01070816,52.0,BTC-17JAN25-102000-C,95458.11,buy,0.3,0.3,,,
407,339303403,2025-01-08 07:41:33,2,0.01,0.01060028,51.03,BTC-17JAN25-102000-C,95443.0,sell,0.2,0.2,,,
408,339316498,2025-01-08 08:27:03,0,0.0115,0.01121727,52.48,BTC-17JAN25-102000-C,95794.94,buy,1.0,1.0,,,
409,339328403,2025-01-08 10:15:15,2,0.0105,0.01081986,51.88,BTC-17JAN25-102000-C,95527.8,buy,0.1,0.1,,,
410,339332579,2025-01-08 10:56:25,0,0.011,0.01138968,51.45,BTC-17JAN25-102000-C,95867.98,sell,0.2,0.2,,,
411,339349639,2025-01-08 11:59:22,1,0.011,0.0108148,55.37,BTC-17JAN25-102000-C,95092.89,buy,3.7,3.7,,,
412,339349640,2025-01-08 11:59:22,1,0.011,0.0108148,55.37,BTC-17JAN25-102000-C,95092.89,buy,1.3,1.3,,,
413,339350582,2025-01-08 12:02:17,2,0.0105,0.01058853,54.75,BTC-17JAN25-102000-C,94994.81,buy,0.1,0.1,,,
414,339353219,2025-01-08 12:19:55,3,0.0105,0.01058933,54.77,BTC-17JAN25-102000-C,94996.82,sell,0.1,0.1,,,
415,339353237,2025-01-08 12:20:11,3,0.0105,0.0106237,54.7,BTC-17JAN25-102000-C,95008.7,sell,0.1,0.1,,,
416,339358060,2025-01-08 12:51:10,3,0.0105,0.01068476,54.59,BTC-17JAN25-102000-C,95047.94,buy,0.5,0.5,,,
417,339358061,2025-01-08 12:51:10,3,0.0105,0.01068476,54.59,BTC-17JAN25-102000-C,95047.94,buy,0.5,0.5,,,
418,339372666,2025-01-08 14:25:44,0,0.011,0.01113158,54.2,BTC-17JAN25-102000-C,95384.6,buy,0.1,0.1,,,
419,339379758,2025-01-08 14:49:13,2,0.0107,0.0104735,54.91,BTC-17JAN25-102000-C,95111.56,buy,50.0,50.0,BTC-IBUT-17JAN25-85000_95000_102000,176284,
420,339380901,2025-01-08 14:52:20,2,0.01,0.01047272,53.16,BTC-17JAN25-102000-C,95161.32,sell,4.6,4.6,,,
421,339380902,2025-01-08 14:52:20,3,0.01,0.01047272,53.16,BTC-17JAN25-102000-C,95161.32,sell,11.5,11.5,,,
422,339380903,2025-01-08 14:52:20,3,0.01,0.01047272,53.16,BTC-17JAN25-102000-C,95161.32,sell,13.3,13.3,,,
423,339380904,2025-01-08 14:52:20,3,0.01,0.01047272,53.16,BTC-17JAN25-102000-C,95161.32,sell,0.6,0.6,,,
424,339387210,2025-01-08 15:12:50,0,0.011,0.01037379,54.27,BTC-17JAN25-102000-C,95393.31,buy,3.0,3.0,,,
425,339388358,2025-01-08 15:15:23,2,0.0095,0.00968516,52.61,BTC-17JAN25-102000-C,95076.97,buy,1.0,1.0,,,
426,339393537,2025-01-08 15:33:48,2,0.009,0.00869341,53.54,BTC-17JAN25-102000-C,94644.83,sell,0.1,0.1,,,
427,339393655,2025-01-08 15:34:20,3,0.009,0.00874863,53.38,BTC-17JAN25-102000-C,94672.97,sell,0.1,0.1,,,
428,339393671,2025-01-08 15:34:23,3,0.009,0.00874605,53.42,BTC-17JAN25-102000-C,94665.0,sell,0.1,0.1,,,
429,339393791,2025-01-08 15:34:57,3,0.009,0.00872363,53.44,BTC-17JAN25-102000-C,94652.91,sell,0.1,0.1,,,
430,339393799,2025-01-08 15:35:00,3,0.009,0.0087597,53.35,BTC-17JAN25-102000-C,94671.33,sell,0.1,0.1,,,
431,339393992,2025-01-08 15:35:36,3,0.009,0.00934964,52.14,BTC-17JAN25-102000-C,94924.81,sell,0.5,0.5,,,
432,339394186,2025-01-08 15:36:32,3,0.009,0.00942685,52.06,BTC-17JAN25-102000-C,94952.74,sell,0.5,0.5,,,
433,339397447,2025-01-08 15:58:14,0,0.01,0.01008543,52.4,BTC-17JAN25-102000-C,95354.86,buy,3.0,3.0,,,
434,339401407,2025-01-08 16:23:47,2,0.0095,0.00952233,52.33,BTC-17JAN25-102000-C,95139.52,buy,1.0,1.0,,,
435,339405398,2025-01-08 16:51:39,2,0.009,0.00870244,53.17,BTC-17JAN25-102000-C,94733.67,buy,0.1,0.1,,,
436,339431284,2025-01-08 17:34:23,2,0.0065,0.00695741,54.38,BTC-17JAN25-102000-C,93142.76,sell,4.0,4.0,,,
437,339438650,2025-01-08 17:52:14,0,0.0075,0.00773934,54.5,BTC-17JAN25-102000-C,93680.98,buy,0.3,0.3,,,
438,339449778,2025-01-08 18:21:47,0,0.009,0.00904703,54.02,BTC-17JAN25-102000-C,94618.14,buy,1.0,1.0,,,
439,339449912,2025-01-08 18:21:58,1,0.009,0.00893796,54.29,BTC-17JAN25-102000-C,94561.28,buy,1.2,1.2,,,
440,339459662,2025-01-08 18:53:06,2,0.008,0.00787452,54.55,BTC-17JAN25-102000-C,93988.79,sell,0.1,0.1,,,
441,339466961,2025-01-08 19:17:01,0,0.0085,0.00856313,53.73,BTC-17JAN25-102000-C,94432.55,buy,0.1,0.1,,,
442,339475047,2025-01-08 19:52:30,2,0.008,0.00807867,52.94,BTC-17JAN25-102000-C,94351.27,buy,1.0,1.0,,,
443,339488480,2025-01-08 21:17:37,2,0.007,0.00695895,53.27,BTC-17JAN25-102000-C,93760.04,buy,2.0,2.0,,,
444,339488604,2025-01-08 21:18:20,3,0.007,0.00722786,52.57,BTC-17JAN25-102000-C,93912.04,sell,1.4,1.4,,,
445,339488605,2025-01-08 21:18:20,3,0.007,0.00722786,52.57,BTC-17JAN25-102000-C,93912.04,sell,0.6,0.6,,,
446,339492541,2025-01-08 22:02:52,0,0.0085,0.00830108,53.89,BTC-17JAN25-102000-C,94500.63,buy,0.1,0.1,,,
447,339498152,2025-01-08 22:46:29,0,0.009,0.00907304,52.75,BTC-17JAN25-102000-C,95035.54,sell,0.1,0.1,,,
448,339514127,2025-01-09 02:03:44,2,0.0085,0.00851579,52.32,BTC-17JAN25-102000-C,94938.49,buy,3.0,3.0,,,
449,339514128,2025-01-09 02:03:44,3,0.0085,0.00851579,52.32,BTC-17JAN25-102000-C,94938.49,buy,0.5,0.5,,,
450,339514136,2025-01-09 02:04:46,3,0.0085,0.00850484,52.37,BTC-17JAN25-102000-C,94936.56,sell,1.5,1.5,,,
451,339514137,2025-01-09 02:04:46,3,0.0085,0.00850484,52.37,BTC-17JAN25-102000-C,94936.56,buy,1.9,1.9,,,
452,339514138,2025-01-09 02:04:46,3,0.0085,0.00850484,52.37,BTC-17JAN25-102000-C,94936.56,buy,0.1,0.1,,,
453,339535907,2025-01-09 03:06:58,3,0.0085,0.00854047,55.67,BTC-17JAN25-102000-C,94336.54,sell,5.0,5.0,,,
454,339555957,2025-01-09 07:01:54,2,0.007,0.00743568,53.35,BTC-17JAN25-102000-C,94101.41,buy,0.8,0.8,,,
455,339555958,2025-01-09 07:01:54,3,0.007,0.00743568,53.35,BTC-17JAN25-102000-C,94101.41,buy,3.0,3.0,,,
456,339555959,2025-01-09 07:01:54,3,0.007,0.00743568,53.35,BTC-17JAN25-102000-C,94101.41,buy,2.0,2.0,,,
457,339555960,2025-01-09 07:01:54,3,0.007,0.00743568,53.35,BTC-17JAN25-102000-C,94101.41,buy,1.0,1.0,,,
458,339555961,2025-01-09 07:01:54,3,0.007,0.00743568,53.35,BTC-17JAN25-102000-C,94101.41,buy,0.7,0.7,,,
459,339555962,2025-01-09 07:01:54,3,0.007,0.00743568,53.35,BTC-17JAN25-102000-C,94101.41,buy,0.4,0.4,,,
460,339555963,2025-01-09 07:01:54,3,0.007,0.00742832,53.36,BTC-17JAN25-102000-C,94099.29,buy,0.1,0.1,,,
461,339555965,2025-01-09 07:01:57,3,0.007,0.00738798,53.37,BTC-17JAN25-102000-C,94096.43,buy,0.1,0.1,,,
462,339556030,2025-01-09 07:02:33,3,0.007,0.00723813,53.31,BTC-17JAN25-102000-C,94110.39,buy,9.3,9.3,,,
463,339556193,2025-01-09 07:04:53,3,0.007,0.00703366,52.94,BTC-17JAN25-102000-C,94194.21,buy,0.3,0.3,,,
464,339556320,2025-01-09 07:06:45,2,0.0065,0.00693788,51.59,BTC-17JAN25-102000-C,94214.87,sell,0.1,0.1,,,
465,339565275,2025-01-09 07:49:54,2,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,1.5,1.5,,,
466,339565276,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,1.0,1.0,,,
467,339565277,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,3.9,3.9,,,
468,339565278,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,7.2,7.2,,,
469,339565279,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,10.0,10.0,,,
470,339565280,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,26.5,26.5,,,
471,339565281,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,1.7,1.7,,,
472,339565282,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,10.9,10.9,,,
473,339565283,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,sell,5.9,5.9,,,
474,339565284,2025-01-09 07:49:54,3,0.006,0.00633819,53.61,BTC-17JAN25-102000-C,93502.19,buy,31.4,31.4,,,
475,339568095,2025-01-09 07:58:15,2,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,1.0,1.0,,,
476,339568096,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,5.1,5.1,,,
477,339568097,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,12.2,12.2,,,
478,339568098,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,13.0,13.0,,,
479,339568099,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,9.0,9.0,,,
480,339568100,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,5.5,5.5,,,
481,339568101,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,26.7,26.7,,,
482,339568102,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,1.0,1.0,,,
483,339568103,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,3.9,3.9,,,
484,339568104,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,6.6,6.6,,,
485,339568105,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,2.1,2.1,,,
486,339568106,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,4.6,4.6,,,
487,339568107,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,sell,2.6,2.6,,,
488,339568108,2025-01-09 07:58:15,3,0.005,0.00575772,51.78,BTC-17JAN25-102000-C,93256.18,buy,33.3,33.3,,,
489,339569095,2025-01-09 07:59:53,3,0.005,0.00554969,52.21,BTC-17JAN25-102000-C,93174.03,sell,1.0,1.0,,,
490,339569096,2025-01-09 07:59:53,3,0.005,0.00554969,52.21,BTC-17JAN25-102000-C,93174.03,sell,3.9,3.9,,,
491,339569097,2025-01-09 07:59:53,3,0.005,0.00554969,52.21,BTC-17JAN25-102000-C,93174.03,sell,6.0,6.0,,,
492,339569098,2025-01-09 07:59:53,3,0.005,0.00554969,52.21,BTC-17JAN25-102000-C,93174.03,sell,20.0,20.0,,,
493,339569099,2025-01-09 07:59:53,3,0.005,0.00554969,52.21,BTC-17JAN25-102000-C,93174.03,buy,15.0,15.0,,,
494,339569100,2025-01-09 07:59:53,3,0.005,0.00554969,52.21,BTC-17JAN25-102000-C,93174.03,buy,0.6,0.6,,,
495,339569105,2025-01-09 07:59:53,3,0.005,0.00554969,52.21,BTC-17JAN25-102000-C,93174.03,buy,3.0,3.0,,,
496,339569116,2025-01-09 07:59:58,3,0.005,0.00552975,52.17,BTC-17JAN25-102000-C,93184.95,buy,15.0,15.0,,,
497,339569179,2025-01-09 08:00:16,3,0.005,0.00553107,52.16,BTC-17JAN25-102000-C,93191.02,buy,20.0,20.0,,,
498,339569219,2025-01-09 08:00:26,3,0.005,0.00550376,52.2,BTC-17JAN25-102000-C,93177.65,buy,15.5,15.5,,,
499,339569951,2025-01-09 08:01:11,2,0.0049,0.00552426,51.8,BTC-17JAN25-102000-C,93198.1,sell,0.1,0.1,,,
500,339574512,2025-01-09 08:10:32,0,0.005,0.00491406,53.66,BTC-17JAN25-102000-C,92846.31,sell,0.1,0.1,,,
501,339574529,2025-01-09 08:10:33,1,0.005,0.00491352,53.64,BTC-17JAN25-102000-C,92853.33,sell,0.1,0.1,,,
502,339574606,2025-01-09 08:10:44,1,0.005,0.0048768,53.76,BTC-17JAN25-102000-C,92826.68,sell,0.1,0.1,,,
503,339574633,2025-01-09 08:10:49,1,0.005,0.00489733,53.74,BTC-17JAN25-102000-C,92832.78,sell,0.1,0.1,,,
504,339574677,2025-01-09 08:10:57,1,0.005,0.00490929,53.69,BTC-17JAN25-102000-C,92843.7,sell,0.1,0.1,,,
505,339574752,2025-01-09 08:11:02,1,0.005,0.00492205,53.63,BTC-17JAN25-102000-C,92856.94,sell,0.1,0.1,,,
506,339574903,2025-01-09 08:11:21,0,0.0055,0.00507875,54.75,BTC-17JAN25-102000-C,92953.22,buy,0.1,0.1,,,
507,339575932,2025-01-09 08:15:14,2,0.005,0.00488324,53.89,BTC-17JAN25-102000-C,92796.81,sell,0.1,0.1,,,
508,339576024,2025-01-09 08:15:25,3,0.005,0.00484638,53.89,BTC-17JAN25-102000-C,92793.96,sell,0.1,0.1,,,
509,339576036,2025-01-09 08:15:26,3,0.005,0.00484638,53.89,BTC-17JAN25-102000-C,92793.96,sell,0.1,0.1,,,
510,339576155,2025-01-09 08:15:38,3,0.005,0.0048715,53.8,BTC-17JAN25-102000-C,92809.76,sell,0.1,0.1,,,
511,339576190,2025-01-09 08:15:38,3,0.005,0.00488234,53.77,BTC-17JAN25-102000-C,92816.49,sell,0.1,0.1,,,
512,339576276,2025-01-09 08:15:51,3,0.005,0.00492694,53.63,BTC-17JAN25-102000-C,92842.4,sell,0.1,0.1,,,
513,339576280,2025-01-09 08:15:51,3,0.005,0.00493945,53.63,BTC-17JAN25-102000-C,92843.34,sell,0.1,0.1,,,
514,339582816,2025-01-09 08:47:18,0,0.0055,0.00528312,54.8,BTC-17JAN25-102000-C,92975.65,sell,1.0,1.0,,,
515,339583327,2025-01-09 08:48:19,2,0.005,0.0051136,53.76,BTC-17JAN25-102000-C,92847.69,buy,0.1,0.1,,,
516,339583424,2025-01-09 08:48:29,3,0.005,0.00509605,53.84,BTC-17JAN25-102000-C,92829.43,buy,0.1,0.1,,,
517,339583718,2025-01-09 08:49:20,2,0.0049,0.00501935,53.79,BTC-17JAN25-102000-C,92774.48,buy,0.1,0.1,,,
518,339583798,2025-01-09 08:49:50,3,0.0049,0.00503519,53.75,BTC-17JAN25-102000-C,92788.48,buy,0.1,0.1,,,
519,339583871,2025-01-09 08:49:54,0,0.005,0.00503576,54.07,BTC-17JAN25-102000-C,92789.51,sell,0.1,0.1,,,
520,339584073,2025-01-09 08:50:12,1,0.005,0.00515471,53.73,BTC-17JAN25-102000-C,92865.71,buy,0.1,0.1,,,
521,339584664,2025-01-09 08:53:07,2,0.0049,0.00518918,53.13,BTC-17JAN25-102000-C,92929.24,sell,0.1,0.1,,,
522,339585709,2025-01-09 09:04:25,0,0.005,0.00531056,52.8,BTC-17JAN25-102000-C,93083.55,buy,0.1,0.1,,,
523,339585741,2025-01-09 09:04:35,1,0.005,0.00531563,52.81,BTC-17JAN25-102000-C,93082.02,sell,0.1,0.1,,,
524,339585745,2025-01-09 09:04:40,1,0.005,0.00532598,52.79,BTC-17JAN25-102000-C,93089.12,sell,0.1,0.1,,,
525,339585747,2025-01-09 09:04:46,1,0.005,0.00532589,52.77,BTC-17JAN25-102000-C,93092.85,sell,0.1,0.1,,,
526,339585752,2025-01-09 09:04:51,1,0.005,0.00532801,52.77,BTC-17JAN25-102000-C,93093.62,sell,0.1,0.1,,,
527,339585754,2025-01-09 09:04:57,1,0.005,0.00532788,52.78,BTC-17JAN25-102000-C,93093.2,sell,0.1,0.1,,,
528,339585760,2025-01-09 09:05:02,1,0.005,0.00530738,52.83,BTC-17JAN25-102000-C,93083.7,sell,0.1,0.1,,,
529,339585835,2025-01-09 09:05:08,1,0.005,0.00533471,52.77,BTC-17JAN25-102000-C,93095.2,sell,0.1,0.1,,,
530,339585841,2025-01-09 09:05:13,1,0.005,0.00534225,52.71,BTC-17JAN25-102000-C,93108.35,sell,0.1,0.1,,,
531,339585843,2025-01-09 09:05:19,1,0.005,0.00534263,52.72,BTC-17JAN25-102000-C,93107.55,sell,0.1,0.1,,,
532,339585853,2025-01-09 09:05:24,1,0.005,0.00535682,52.65,BTC-17JAN25-102000-C,93123.69,sell,0.1,0.1,,,
533,339585858,2025-01-09 09:05:35,1,0.005,0.00534438,52.68,BTC-17JAN25-102000-C,93117.17,sell,0.1,0.1,,,
534,339586470,2025-01-09 09:08:45,0,0.0055,0.00558726,53.38,BTC-17JAN25-102000-C,93308.55,buy,0.1,0.1,,,
535,339586498,2025-01-09 09:08:53,1,0.0055,0.00560052,53.36,BTC-17JAN25-102000-C,93311.02,sell,0.1,0.1,,,
536,339586544,2025-01-09 09:09:14,1,0.0055,0.00563757,53.32,BTC-17JAN25-102000-C,93314.13,sell,0.1,0.1,,,
537,339586892,2025-01-09 09:11:05,1,0.0055,0.00559025,53.58,BTC-17JAN25-102000-C,93258.09,sell,0.1,0.1,,,
538,339587775,2025-01-09 09:18:04,1,0.0055,0.00566599,53.12,BTC-17JAN25-102000-C,93358.61,buy,0.1,0.1,,,
539,339587853,2025-01-09 09:18:14,1,0.0055,0.00573765,52.9,BTC-17JAN25-102000-C,93406.22,buy,0.1,0.1,,,
540,339588301,2025-01-09 09:19:30,1,0.0055,0.0058473,52.51,BTC-17JAN25-102000-C,93498.05,sell,0.1,0.1,,,
541,339588361,2025-01-09 09:19:40,1,0.0055,0.00583263,52.6,BTC-17JAN25-102000-C,93481.47,sell,0.1,0.1,,,
542,339588716,2025-01-09 09:20:37,1,0.0055,0.00576489,52.76,BTC-17JAN25-102000-C,93427.91,sell,0.1,0.1,,,
543,339589259,2025-01-09 09:23:28,1,0.0055,0.00582578,52.66,BTC-17JAN25-102000-C,93439.13,sell,0.1,0.1,,,
544,339589418,2025-01-09 09:27:07,1,0.0055,0.00583897,52.53,BTC-17JAN25-102000-C,93459.8,sell,0.1,0.1,,,
545,339589441,2025-01-09 09:27:28,1,0.0055,0.00584698,52.54,BTC-17JAN25-102000-C,93457.87,sell,0.1,0.1,,,
546,339589447,2025-01-09 09:27:38,1,0.0055,0.00582797,52.59,BTC-17JAN25-102000-C,93447.67,sell,0.1,0.1,,,
547,339604740,2025-01-09 12:30:18,1,0.0055,0.00533036,52.43,BTC-17JAN25-102000-C,93563.95,buy,2.0,2.0,,,
548,339631104,2025-01-09 14:12:37,2,0.0046,0.00459701,54.6,BTC-17JAN25-102000-C,92490.96,sell,0.1,0.1,,,
549,339632269,2025-01-09 14:16:45,0,0.0047,0.00466395,54.66,BTC-17JAN25-102000-C,92559.99,sell,0.1,0.1,,,
550,339635038,2025-01-09 14:29:24,2,0.0046,0.00441971,55.19,BTC-17JAN25-102000-C,92374.2,sell,0.1,0.1,,,
551,339644394,2025-01-09 15:07:51,0,0.005,0.00526782,54.86,BTC-17JAN25-102000-C,92749.14,sell,0.2,0.2,,,
552,339645249,2025-01-09 15:11:06,1,0.005,0.00526875,54.77,BTC-17JAN25-102000-C,92772.97,sell,0.3,0.3,,,
553,339645413,2025-01-09 15:12:42,1,0.005,0.00524099,54.86,BTC-17JAN25-102000-C,92765.71,sell,0.6,0.6,,,
554,339645480,2025-01-09 15:13:47,1,0.005,0.00529226,54.69,BTC-17JAN25-102000-C,92803.23,sell,0.7,0.7,,,
555,339645802,2025-01-09 15:15:03,0,0.0055,0.00541997,55.83,BTC-17JAN25-102000-C,92900.26,buy,8.0,8.0,,,
556,339646731,2025-01-09 15:15:58,1,0.0055,0.00569972,55.0,BTC-17JAN25-102000-C,93079.49,sell,1.6,1.6,,,
557,339647379,2025-01-09 15:17:16,1,0.0055,0.00569649,54.96,BTC-17JAN25-102000-C,93108.55,sell,1.4,1.4,,,
558,339647765,2025-01-09 15:18:32,1,0.0055,0.00568793,54.98,BTC-17JAN25-102000-C,93105.56,sell,3.4,3.4,,,
559,339648472,2025-01-09 15:19:49,1,0.0055,0.00578345,54.8,BTC-17JAN25-102000-C,93144.29,sell,1.5,1.5,,,
560,339648878,2025-01-09 15:21:25,1,0.0055,0.00596633,54.25,BTC-17JAN25-102000-C,93264.86,sell,0.7,0.7,,,
561,339649236,2025-01-09 15:22:38,1,0.0055,0.00606545,53.96,BTC-17JAN25-102000-C,93323.44,sell,0.2,0.2,,,
562,339649449,2025-01-09 15:23:56,2,0.0052,0.00587764,53.59,BTC-17JAN25-102000-C,93215.46,sell,200.0,200.0,,176457,
563,339651326,2025-01-09 15:30:15,0,0.0055,0.00624464,53.21,BTC-17JAN25-102000-C,93497.76,sell,0.3,0.3,,,
564,339651783,2025-01-09 15:31:18,0,0.006,0.00634358,54.28,BTC-17JAN25-102000-C,93591.78,buy,0.1,0.1,,,
565,339655261,2025-01-09 15:42:36,0,0.0065,0.00631288,55.26,BTC-17JAN25-102000-C,93697.23,buy,5.3,5.3,,,
566,339655262,2025-01-09 15:42:36,1,0.0065,0.00631288,55.26,BTC-17JAN25-102000-C,93697.23,buy,1.7,1.7,,,
567,339658576,2025-01-09 15:51:25,1,0.0065,0.00682309,53.16,BTC-17JAN25-102000-C,94143.88,sell,0.7,0.7,,,
568,339661723,2025-01-09 15:55:08,0,0.007,0.00722548,52.6,BTC-17JAN25-102000-C,94527.51,buy,1.0,1.0,,,
569,339661915,2025-01-09 15:55:17,1,0.007,0.00705799,53.09,BTC-17JAN25-102000-C,94432.05,buy,0.3,0.3,,,
570,339680262,2025-01-09 17:48:21,2,0.0046,0.0046677,52.31,BTC-17JAN25-102000-C,93080.54,sell,0.1,0.1,,,
571,339680263,2025-01-09 17:48:21,3,0.0046,0.0046677,52.31,BTC-17JAN25-102000-C,93080.54,sell,0.2,0.2,,,
572,339687045,2025-01-09 17:59:07,2,0.0043,0.0044532,52.79,BTC-17JAN25-102000-C,92752.78,sell,0.1,0.1,,,
573,339687685,2025-01-09 18:03:00,0,0.0045,0.0044836,53.22,BTC-17JAN25-102000-C,92814.55,sell,0.1,0.1,,,
574,339687835,2025-01-09 18:03:39,2,0.0044,0.00454848,52.55,BTC-17JAN25-102000-C,92893.8,sell,0.1,0.1,,,
575,339687836,2025-01-09 18:03:39,3,0.0044,0.00454848,52.55,BTC-17JAN25-102000-C,92893.8,sell,0.3,0.3,,,
576,339687840,2025-01-09 18:03:41,0,0.0046,0.00453331,53.29,BTC-17JAN25-102000-C,92880.07,buy,0.1,0.1,,,
577,339687873,2025-01-09 18:04:05,2,0.0045,0.00440584,53.31,BTC-17JAN25-102000-C,92802.97,sell,0.1,0.1,,,
578,339691025,2025-01-09 18:24:27,3,0.0045,0.00450198,53.21,BTC-17JAN25-102000-C,92828.05,sell,0.1,0.1,,,
579,339691043,2025-01-09 18:24:52,3,0.0045,0.0044701,53.28,BTC-17JAN25-102000-C,92820.33,sell,0.1,0.1,,,
580,339691125,2025-01-09 18:25:36,3,0.0045,0.0044686,53.24,BTC-17JAN25-102000-C,92838.71,sell,0.1,0.1,,,
581,339691126,2025-01-09 18:25:36,3,0.0045,0.0044686,53.24,BTC-17JAN25-102000-C,92838.71,sell,0.8,0.8,,,
582,339691471,2025-01-09 18:27:51,3,0.0045,0.00445315,53.3,BTC-17JAN25-102000-C,92828.73,sell,0.1,0.1,,,
583,339691584,2025-01-09 18:29:23,2,0.0044,0.00435295,53.26,BTC-17JAN25-102000-C,92763.47,sell,0.1,0.1,,,
584,339691591,2025-01-09 18:29:34,3,0.0044,0.00432163,53.38,BTC-17JAN25-102000-C,92740.4,sell,0.1,0.1,,,
585,339691598,2025-01-09 18:29:40,3,0.0044,0.00431677,53.42,BTC-17JAN25-102000-C,92731.67,sell,0.1,0.1,,,
586,339691740,2025-01-09 18:30:41,3,0.0044,0.00434507,53.38,BTC-17JAN25-102000-C,92734.66,sell,0.1,0.1,,,
587,339708201,2025-01-09 20:08:17,2,0.0039,0.00390796,54.13,BTC-17JAN25-102000-C,92182.39,sell,0.1,0.1,,,
588,339708202,2025-01-09 20:08:17,3,0.0039,0.00390796,54.13,BTC-17JAN25-102000-C,92182.39,sell,0.6,0.6,,,
589,339722601,2025-01-09 20:37:00,2,0.0036,0.0034501,56.49,BTC-17JAN25-102000-C,91376.14,buy,0.2,0.2,,,
590,339731844,2025-01-09 21:17:14,0,0.0041,0.00423713,54.84,BTC-17JAN25-102000-C,92232.83,buy,0.1,0.1,,,
591,339738159,2025-01-09 22:02:15,0,0.0044,0.00415737,56.37,BTC-17JAN25-102000-C,92177.61,buy,1.0,1.0,,,
592,339752685,2025-01-09 23:35:46,0,0.0045,0.00426275,56.73,BTC-17JAN25-102000-C,92214.82,sell,0.1,0.1,,,
593,339754951,2025-01-10 00:03:25,0,0.0047,0.00471205,55.86,BTC-17JAN25-102000-C,92613.68,buy,1.0,1.0,,,
594,339754952,2025-01-10 00:03:25,1,0.0047,0.00471205,55.86,BTC-17JAN25-102000-C,92613.68,buy,1.0,1.0,,,
595,339757296,2025-01-10 00:23:29,1,0.0047,0.00468987,56.06,BTC-17JAN25-102000-C,92580.86,sell,0.7,0.7,,,
