trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,block_trade_id,combo_id,liquidation,combo_trade_id
1,211607197,2022-05-01 01:26:06,1,0.525,0.52763563,69.43,BTC-31MAR23-20000-C,37576.25,sell,0.1,,,,
2,212949471,2022-05-09 19:19:17,2,0.4435,0.44460967,69.44,BTC-31MAR23-20000-C,30865.24,buy,0.1,,,,
3,217598543,2022-06-11 12:52:10,2,0.405,0.40883001,71.03,BTC-31MAR23-20000-C,28633.42,buy,7.0,,,,
4,217598759,2022-06-11 12:55:18,0,0.406,0.40794388,71.78,BTC-31MAR23-20000-C,28596.84,buy,2.5,,,,
5,217598838,2022-06-11 12:56:41,0,0.4065,0.40820488,71.84,BTC-31MAR23-20000-C,28625.45,buy,0.7,,,,
6,218072185,2022-06-13 09:48:21,2,0.35,0.34055283,79.06,BTC-31MAR23-20000-C,23882.48,sell,0.1,,,,
7,218072933,2022-06-13 09:49:40,2,0.34,0.3390712,76.06,BTC-31MAR23-20000-C,23778.26,sell,0.1,,,,
8,218270260,2022-06-13 19:11:03,2,0.33,0.32941114,75.67,BTC-31MAR23-20000-C,23251.7,sell,1.0,,,,
9,218274872,2022-06-13 19:22:58,2,0.3285,0.32709256,75.73,BTC-31MAR23-20000-C,23173.74,sell,1.0,,,,
10,218307773,2022-06-13 22:55:38,2,0.32,0.32368312,75.79,BTC-31MAR23-20000-C,22655.73,sell,0.1,,,,
11,218891719,2022-06-15 08:25:37,2,0.29,0.28911901,79.66,BTC-31MAR23-20000-C,20424.23,sell,0.1,,,,
12,218891896,2022-06-15 08:26:19,3,0.29,0.28949596,79.57,BTC-31MAR23-20000-C,20445.52,sell,0.1,,,,
13,218894565,2022-06-15 08:33:15,0,0.3,0.29475162,82.55,BTC-31MAR23-20000-C,20483.28,buy,0.1,,,,
14,218895343,2022-06-15 08:35:17,1,0.3,0.30219348,81.99,BTC-31MAR23-20000-C,20545.19,sell,0.1,,,,
15,218903729,2022-06-15 08:59:36,2,0.29,0.29011264,81.4,BTC-31MAR23-20000-C,20185.32,sell,0.1,,,,
16,218910305,2022-06-15 09:15:49,0,0.3,0.29340884,84.84,BTC-31MAR23-20000-C,20162.28,sell,0.1,,,,
17,218932235,2022-06-15 10:17:09,0,0.32,0.31292544,90.42,BTC-31MAR23-20000-C,20248.02,sell,0.1,,,,
18,219087883,2022-06-15 18:31:15,2,0.2845,0.28584069,77.03,BTC-31MAR23-20000-C,20633.73,sell,6.0,,,,
19,219124093,2022-06-15 19:15:52,0,0.295,0.29638372,75.34,BTC-31MAR23-20000-C,21566.99,buy,1.0,,,,
20,219213953,2022-06-16 07:15:37,2,0.2845,0.28254329,70.34,BTC-31MAR23-20000-C,21878.68,buy,0.5,,,,
21,219268573,2022-06-16 13:34:34,2,0.28,0.28230804,73.81,BTC-31MAR23-20000-C,21012.76,sell,3.0,,,,
22,219514395,2022-06-17 12:44:11,3,0.28,0.28314428,75.33,BTC-31MAR23-20000-C,20793.85,sell,1.0,,,,
23,219744237,2022-06-18 14:54:06,2,0.257,0.25527839,78.36,BTC-31MAR23-20000-C,19071.36,sell,1.0,,,,
24,219744573,2022-06-18 14:56:32,3,0.257,0.25081099,78.36,BTC-31MAR23-20000-C,19062.94,sell,3.0,,,,
25,219744694,2022-06-18 14:58:26,3,0.257,0.25751611,78.33,BTC-31MAR23-20000-C,19060.26,sell,3.0,,,,
26,219745907,2022-06-18 15:08:21,3,0.257,0.25314854,78.59,BTC-31MAR23-20000-C,19020.17,sell,3.0,,,,
27,219745960,2022-06-18 15:09:08,3,0.257,0.25232865,78.52,BTC-31MAR23-20000-C,19032.81,sell,3.0,,,,
28,219747521,2022-06-18 15:19:55,0,0.258,0.2606754,78.9,BTC-31MAR23-20000-C,19041.4,sell,3.0,,,,
29,219747638,2022-06-18 15:22:35,1,0.258,0.26018145,79.01,BTC-31MAR23-20000-C,19019.57,sell,3.0,,,,
30,219747851,2022-06-18 15:25:45,0,0.26,0.2614791,79.27,BTC-31MAR23-20000-C,19081.39,sell,3.0,,,,
31,219747992,2022-06-18 15:27:30,0,0.261,0.26323509,79.5,BTC-31MAR23-20000-C,19079.32,sell,3.0,,,,
32,219748346,2022-06-18 15:36:02,2,0.26,0.26096414,79.4,BTC-31MAR23-20000-C,19041.38,sell,3.0,,,,
33,219748854,2022-06-18 15:46:40,0,0.262,0.25697925,80.09,BTC-31MAR23-20000-C,19016.02,sell,0.1,,,,
34,219749309,2022-06-18 15:52:16,2,0.259,0.25297076,79.52,BTC-31MAR23-20000-C,18956.64,buy,47.0,42454,,,
35,219832853,2022-06-18 21:09:04,2,0.24,0.24339073,79.76,BTC-31MAR23-20000-C,17901.88,sell,1.0,,,,
36,219832854,2022-06-18 21:09:04,0,0.25,0.24339073,82.66,BTC-31MAR23-20000-C,17901.88,sell,1.0,,,,
37,219834685,2022-06-18 21:14:20,2,0.2285,0.23792558,76.26,BTC-31MAR23-20000-C,17927.41,sell,9.0,,,,
38,219834686,2022-06-18 21:14:20,3,0.2285,0.23792558,76.26,BTC-31MAR23-20000-C,17927.41,sell,9.0,,,,
39,220267927,2022-06-20 13:17:39,0,0.27,0.27369632,74.36,BTC-31MAR23-20000-C,20471.87,buy,5.0,,,,
40,221034198,2022-06-26 19:13:08,0,0.287,0.28282557,76.07,BTC-31MAR23-20000-C,21237.16,sell,0.2,,,,
41,221095803,2022-06-27 14:01:32,2,0.271,0.27113778,74.77,BTC-31MAR23-20000-C,20619.97,buy,2.0,,,,
42,221432689,2022-06-30 10:25:07,2,0.248,0.24727295,77.03,BTC-31MAR23-20000-C,19094.37,sell,0.2,,,,
43,221460579,2022-06-30 14:29:03,2,0.242,0.24192094,76.42,BTC-31MAR23-20000-C,18906.28,sell,0.2,,,,
44,221472857,2022-06-30 16:56:30,0,0.2485,0.24491788,77.1,BTC-31MAR23-20000-C,19113.79,buy,0.2,,,,
45,221472979,2022-06-30 16:59:14,1,0.2485,0.24489119,77.09,BTC-31MAR23-20000-C,19113.83,buy,0.2,,,,
46,222683181,2022-07-12 14:03:52,0,0.249,0.24917474,75.43,BTC-31MAR23-20000-C,19699.89,sell,2.0,,,,
47,223010845,2022-07-15 03:13:45,0,0.26,0.2587615,74.6,BTC-31MAR23-20000-C,20507.98,sell,0.1,,,,
48,223322922,2022-07-18 09:24:21,0,0.291,0.290563,74.3,BTC-31MAR23-20000-C,22338.8,buy,2.0,,,,
49,224571974,2022-07-26 08:19:27,2,0.2676,0.26608078,75.55,BTC-31MAR23-20000-C,21016.1,buy,30.0,45664,,,
50,224637930,2022-07-26 21:43:39,2,0.2665,0.26469539,75.75,BTC-31MAR23-20000-C,20945.06,sell,0.1,,,,
51,224637971,2022-07-26 21:44:16,3,0.2665,0.26452868,75.81,BTC-31MAR23-20000-C,20922.55,sell,0.1,,,,
52,224638114,2022-07-26 21:49:26,0,0.2675,0.26489357,76.03,BTC-31MAR23-20000-C,20958.47,sell,0.1,,,,
53,225215053,2022-07-29 20:51:55,0,0.316,0.31665329,73.78,BTC-31MAR23-20000-C,23929.97,buy,0.1,,,,
54,226130157,2022-08-09 14:05:12,2,0.2965,0.2976571,75.02,BTC-31MAR23-20000-C,23023.55,buy,1.6,,,,
55,226130197,2022-08-09 14:05:37,3,0.2965,0.2976329,75.03,BTC-31MAR23-20000-C,23029.51,buy,2.4,,,,
56,226491582,2022-08-13 18:37:22,2,0.277,0.31646881,57.51,BTC-31MAR23-20000-C,24461.53,sell,0.2,,,,
57,226525514,2022-08-14 10:50:15,2,0.276,0.3197337,55.39,BTC-31MAR23-20000-C,24662.68,sell,0.2,,,,
58,227132425,2022-08-20 18:08:34,2,0.2545,0.25410646,73.94,BTC-31MAR23-20000-C,21301.46,sell,0.2,,,,
59,227699188,2022-08-27 20:24:38,2,0.215,0.21448532,70.8,BTC-31MAR23-20000-C,19984.2,sell,0.1,,,,
60,227735840,2022-08-28 17:26:05,0,0.2205,0.2192697,72.53,BTC-31MAR23-20000-C,20051.23,sell,0.1,,,,
61,227974982,2022-08-31 18:02:27,2,0.2175,0.21689635,72.3,BTC-31MAR23-20000-C,19994.4,sell,0.2,,,,
62,228561679,2022-09-08 14:09:43,2,0.197,0.19690595,72.47,BTC-31MAR23-20000-C,19156.48,sell,1.0,,,,
63,228568377,2022-09-08 14:38:09,0,0.2,0.19935333,72.65,BTC-31MAR23-20000-C,19275.15,buy,0.3,,,,
64,228571332,2022-09-08 15:39:10,2,0.1995,0.19935071,72.37,BTC-31MAR23-20000-C,19259.57,buy,0.3,,,,
65,228571341,2022-09-08 15:39:15,3,0.1995,0.19929804,72.38,BTC-31MAR23-20000-C,19258.17,buy,9.1,,,,
66,228861664,2022-09-12 05:30:27,0,0.246,0.2520769,72.1,BTC-31MAR23-20000-C,21747.74,sell,0.1,,,,
67,228861665,2022-09-12 05:30:29,0,0.249,0.25207759,73.21,BTC-31MAR23-20000-C,21747.45,sell,0.1,,,,
68,229183275,2022-09-14 20:35:44,2,0.214,0.21326883,73.89,BTC-31MAR23-20000-C,19967.8,sell,0.1,,,,
69,229337977,2022-09-16 19:06:39,2,0.201,0.19989619,71.99,BTC-31MAR23-20000-C,19618.12,buy,0.1,,,,
70,229414315,2022-09-18 17:57:03,2,0.1995,0.19906379,71.63,BTC-31MAR23-20000-C,19619.47,sell,1.0,,,,
71,229428191,2022-09-18 22:03:24,2,0.196,0.19700426,71.89,BTC-31MAR23-20000-C,19414.38,sell,2.0,,,,
72,229434938,2022-09-19 01:17:30,0,0.1965,0.19567114,71.7,BTC-31MAR23-20000-C,19492.68,sell,0.2,,,,
73,229434998,2022-09-19 01:21:42,1,0.1965,0.19563416,71.67,BTC-31MAR23-20000-C,19492.79,sell,0.1,,,,
74,229435005,2022-09-19 01:22:55,1,0.1965,0.19560894,71.67,BTC-31MAR23-20000-C,19492.32,sell,0.3,,,,
75,229435092,2022-09-19 01:23:48,1,0.1965,0.19523331,71.8,BTC-31MAR23-20000-C,19465.81,sell,0.2,,,,
76,229474577,2022-09-19 06:16:04,2,0.1765,0.17651857,72.13,BTC-31MAR23-20000-C,18454.3,buy,0.1,,,,
77,229493440,2022-09-19 09:03:06,2,0.175,0.1757553,71.9,BTC-31MAR23-20000-C,18409.69,sell,2.0,,,,
78,229512085,2022-09-19 13:07:39,0,0.181,0.1802771,71.45,BTC-31MAR23-20000-C,18776.51,sell,0.3,,,,
79,229512171,2022-09-19 13:08:39,2,0.1805,0.18016538,71.28,BTC-31MAR23-20000-C,18772.83,sell,0.2,,,,
80,229513535,2022-09-19 13:33:00,0,0.182,0.18108978,71.32,BTC-31MAR23-20000-C,18838.13,sell,0.1,,,,
81,229522518,2022-09-19 14:17:41,0,0.1885,0.18786138,70.95,BTC-31MAR23-20000-C,19208.57,sell,0.2,,,,
82,229522604,2022-09-19 14:18:22,2,0.188,0.18729518,70.97,BTC-31MAR23-20000-C,19178.88,sell,0.1,,,,
83,229522804,2022-09-19 14:19:38,3,0.188,0.18677267,71.15,BTC-31MAR23-20000-C,19152.42,sell,0.1,,,,
84,229589093,2022-09-20 04:29:34,0,0.1905,0.18876836,71.22,BTC-31MAR23-20000-C,19278.88,buy,0.1,,,,
85,229589094,2022-09-20 04:29:36,1,0.1905,0.18875966,71.22,BTC-31MAR23-20000-C,19279.11,buy,0.1,,,,
86,230073748,2022-09-24 01:57:03,2,0.184,0.18234961,70.68,BTC-31MAR23-20000-C,19130.39,sell,0.2,,,,
87,230081964,2022-09-24 06:31:20,2,0.1775,0.18210337,68.56,BTC-31MAR23-20000-C,19130.16,sell,0.1,,,,
88,230092209,2022-09-24 09:40:49,2,0.1755,0.17554333,68.73,BTC-31MAR23-20000-C,19024.28,sell,0.2,,,,
89,230092392,2022-09-24 09:52:06,0,0.176,0.17568313,68.86,BTC-31MAR23-20000-C,19041.16,sell,0.1,,,,
90,230092406,2022-09-24 09:52:14,1,0.176,0.17550329,68.93,BTC-31MAR23-20000-C,19031.37,sell,0.2,,,,
91,230092752,2022-09-24 10:16:58,0,0.1765,0.17474042,69.08,BTC-31MAR23-20000-C,19024.18,buy,0.2,,,,
92,230092790,2022-09-24 10:16:59,1,0.1765,0.17474459,69.08,BTC-31MAR23-20000-C,19024.51,buy,0.9,,,,
93,230092843,2022-09-24 10:17:06,0,0.177,0.17511261,69.28,BTC-31MAR23-20000-C,19021.78,sell,0.9,,,,
94,230092880,2022-09-24 10:17:21,2,0.176,0.17548166,68.91,BTC-31MAR23-20000-C,19025.03,sell,1.0,,,,
95,230092890,2022-09-24 10:17:57,0,0.177,0.17607154,69.25,BTC-31MAR23-20000-C,19025.74,buy,0.9,,,,
96,230093444,2022-09-24 10:33:18,0,0.179,0.17635704,69.87,BTC-31MAR23-20000-C,19031.86,buy,0.9,,,,
97,230155592,2022-09-25 17:30:17,2,0.1765,0.17534418,69.95,BTC-31MAR23-20000-C,18924.36,sell,0.8,,,,
98,230155593,2022-09-25 17:30:17,3,0.1765,0.17537214,69.94,BTC-31MAR23-20000-C,18925.78,sell,0.1,,,,
99,230155594,2022-09-25 17:30:18,3,0.1765,0.17537214,69.94,BTC-31MAR23-20000-C,18925.78,sell,0.1,,,,
100,230155596,2022-09-25 17:31:02,0,0.1775,0.17559276,70.26,BTC-31MAR23-20000-C,18928.47,buy,4.0,,,,
101,230214169,2022-09-26 08:41:42,0,0.1795,0.17980308,69.3,BTC-31MAR23-20000-C,19191.0,buy,0.2,,,,
102,230247433,2022-09-26 14:48:11,2,0.179,0.17941006,69.43,BTC-31MAR23-20000-C,19141.13,buy,0.9,,,,
103,230253659,2022-09-26 16:36:22,2,0.1729,0.17427528,68.35,BTC-31MAR23-20000-C,19001.37,sell,20.0,50351,BTC-CS-31MAR23-20000_28000,,
104,230253746,2022-09-26 16:39:08,2,0.1724,0.17411118,68.23,BTC-31MAR23-20000-C,18990.37,sell,20.0,50352,BTC-CS-31MAR23-20000_28000,,
105,230253747,2022-09-26 16:39:08,0,0.1741,0.17411118,68.84,BTC-31MAR23-20000-C,18990.37,sell,25.0,50353,BTC-CS-31MAR23-20000_28000,,
106,230273079,2022-09-26 23:45:11,0,0.1845,0.18611645,71.06,BTC-31MAR23-20000-C,19197.66,sell,1.7,,,,
107,230386116,2022-09-27 16:55:52,2,0.1815,0.18057018,70.84,BTC-31MAR23-20000-C,19118.8,sell,0.1,,,,
108,230419328,2022-09-27 21:42:36,2,0.1765,0.17751168,69.68,BTC-31MAR23-20000-C,19010.35,buy,1.0,,,,
109,230607225,2022-09-29 06:42:10,0,0.19,0.19097143,71.98,BTC-31MAR23-20000-C,19395.14,buy,2.0,,,,
110,230607319,2022-09-29 06:43:08,0,0.191,0.19084596,72.37,BTC-31MAR23-20000-C,19384.83,buy,1.0,,,,
111,230610583,2022-09-29 07:40:08,2,0.19,0.18865136,72.6,BTC-31MAR23-20000-C,19312.78,buy,1.0,,,,
112,230618591,2022-09-29 09:43:50,0,0.191,0.19088438,71.64,BTC-31MAR23-20000-C,19489.49,buy,1.0,,,,
113,230659408,2022-09-29 16:31:01,2,0.189,0.18667015,72.87,BTC-31MAR23-20000-C,19231.76,buy,0.2,,,,
114,230662067,2022-09-29 16:41:42,0,0.194,0.19165119,72.9,BTC-31MAR23-20000-C,19462.48,buy,0.5,,,,
115,230662326,2022-09-29 16:43:32,1,0.194,0.19247607,72.64,BTC-31MAR23-20000-C,19499.26,buy,0.3,,,,
116,230663617,2022-09-29 16:46:46,0,0.1985,0.19491009,73.48,BTC-31MAR23-20000-C,19621.96,buy,2.0,,,,
117,230664193,2022-09-29 16:48:54,2,0.197,0.19458359,73.02,BTC-31MAR23-20000-C,19595.98,buy,1.0,,,,
118,230747795,2022-09-30 11:43:01,2,0.19,0.1860841,71.7,BTC-31MAR23-20000-C,19483.04,buy,12.5,51122,BTC-CCAL-29SEP23_31MAR23-20000,,
119,230857384,2022-10-01 04:48:18,2,0.179,0.17922564,68.38,BTC-31MAR23-20000-C,19391.27,sell,1.0,,,,
120,231010790,2022-10-03 15:13:33,0,0.18,0.181367,68.75,BTC-31MAR23-20000-C,19436.71,sell,0.5,,,,
121,231101666,2022-10-04 14:11:35,0,0.194,0.19710247,68.35,BTC-31MAR23-20000-C,20196.01,sell,1.0,,,,
122,231104826,2022-10-04 14:47:29,0,0.195,0.19501118,69.4,BTC-31MAR23-20000-C,20107.73,buy,2.5,,,,
123,231196953,2022-10-05 15:54:30,2,0.192,0.19153937,69.33,BTC-31MAR23-20000-C,19987.17,sell,15.0,51660,BTC-CSR12-31MAR23-20000_36000,,
124,231258022,2022-10-06 06:04:12,0,0.1985,0.19990778,69.85,BTC-31MAR23-20000-C,20263.04,buy,5.0,,,,
125,231390823,2022-10-07 12:30:07,2,0.185,0.18571529,68.33,BTC-31MAR23-20000-C,19839.11,sell,1.0,,,,
126,231449587,2022-10-07 17:19:20,2,0.176,0.17566923,68.09,BTC-31MAR23-20000-C,19446.2,sell,0.1,,,,
127,231469007,2022-10-07 21:41:31,0,0.178,0.17913699,67.82,BTC-31MAR23-20000-C,19592.72,sell,0.5,,,,
128,231470072,2022-10-07 22:25:50,2,0.177,0.17731164,67.58,BTC-31MAR23-20000-C,19570.64,buy,0.5,,,,
129,231471091,2022-10-07 23:08:23,2,0.176,0.17702962,67.43,BTC-31MAR23-20000-C,19554.84,buy,0.5,,,,
130,231471095,2022-10-07 23:08:29,0,0.1765,0.17703912,67.61,BTC-31MAR23-20000-C,19554.88,buy,0.5,,,,
131,231480096,2022-10-08 04:47:51,2,0.173,0.17417814,66.92,BTC-31MAR23-20000-C,19474.77,buy,0.1,,,,
132,231480098,2022-10-08 04:47:51,3,0.173,0.17417898,66.92,BTC-31MAR23-20000-C,19474.77,buy,0.1,,,,
133,231483455,2022-10-08 07:24:53,2,0.1735,0.17417535,66.79,BTC-31MAR23-20000-C,19518.16,buy,0.1,,,,
134,231483469,2022-10-08 07:26:20,0,0.174,0.17429093,66.96,BTC-31MAR23-20000-C,19518.69,sell,0.9,,,,
135,231488326,2022-10-08 08:54:06,2,0.1725,0.17267114,66.84,BTC-31MAR23-20000-C,19463.06,sell,0.1,,,,
136,231510250,2022-10-08 22:46:44,2,0.172,0.17381624,67.69,BTC-31MAR23-20000-C,19350.88,sell,1.4,,,,
137,231510679,2022-10-08 22:56:38,0,0.173,0.17288808,67.89,BTC-31MAR23-20000-C,19366.61,buy,1.2,,,,
138,231558709,2022-10-09 23:29:00,2,0.171,0.1713825,66.9,BTC-31MAR23-20000-C,19412.51,buy,1.0,,,,
139,231586362,2022-10-10 08:25:14,2,0.1655,0.16518823,66.19,BTC-31MAR23-20000-C,19253.6,sell,0.5,,,,
140,231586597,2022-10-10 08:25:24,2,0.165,0.16447751,66.27,BTC-31MAR23-20000-C,19220.13,sell,0.5,,,,
141,231587050,2022-10-10 08:26:07,2,0.1645,0.16409246,66.24,BTC-31MAR23-20000-C,19197.52,sell,1.0,,,,
142,231595981,2022-10-10 10:25:25,0,0.1652,0.16681957,65.61,BTC-31MAR23-20000-C,19311.12,sell,25.0,52030,BTC-STRG-31MAR23-19000_20000,,
143,231632229,2022-10-10 17:33:47,0,0.167,0.16626034,66.81,BTC-31MAR23-20000-C,19250.69,sell,0.3,,,,
144,231670179,2022-10-11 02:53:42,2,0.161,0.16270299,66.22,BTC-31MAR23-20000-C,19039.19,sell,1.6,,,,
145,231670183,2022-10-11 02:53:49,3,0.161,0.16266663,66.23,BTC-31MAR23-20000-C,19038.34,buy,0.9,,,,
146,231679787,2022-10-11 06:37:59,0,0.163,0.16376705,66.47,BTC-31MAR23-20000-C,19097.85,buy,5.0,,,,
147,231742054,2022-10-11 22:49:48,2,0.161,0.16172102,66.36,BTC-31MAR23-20000-C,19045.86,buy,0.1,,,,
148,231892546,2022-10-13 14:34:11,2,0.1462,0.14545677,66.24,BTC-31MAR23-20000-C,18404.34,buy,12.5,52417,BTC-STRG-31MAR23-19000_20000,,
149,231922918,2022-10-13 16:24:54,0,0.1561,0.15580071,65.82,BTC-31MAR23-20000-C,18939.68,buy,12.5,52438,BTC-STRG-31MAR23-19000_20000,,
150,231924031,2022-10-13 16:37:50,0,0.1562,0.15701344,65.35,BTC-31MAR23-20000-C,19016.38,sell,12.5,52439,BTC-STRG-31MAR23-19000_20000,,
151,231935147,2022-10-13 17:37:01,0,0.1603,0.16057047,65.33,BTC-31MAR23-20000-C,19209.62,sell,12.5,52450,BTC-STRG-31MAR23-19000_20000,,
152,231956822,2022-10-13 20:31:39,0,0.164,0.16526047,65.18,BTC-31MAR23-20000-C,19421.07,sell,50.0,52487,,,
153,231957143,2022-10-13 20:33:16,1,0.164,0.16513494,65.26,BTC-31MAR23-20000-C,19403.98,sell,50.0,52488,,,
154,231957473,2022-10-13 20:35:49,1,0.164,0.16528207,65.27,BTC-31MAR23-20000-C,19400.89,sell,50.0,52489,,,
155,231971851,2022-10-14 01:45:18,0,0.169,0.17049981,64.35,BTC-31MAR23-20000-C,19765.76,buy,0.8,,,,
156,231980145,2022-10-14 02:30:45,2,0.1685,0.17154339,63.86,BTC-31MAR23-20000-C,19801.01,sell,0.1,,,,
157,231980146,2022-10-14 02:30:45,3,0.1685,0.17154339,63.87,BTC-31MAR23-20000-C,19802.34,sell,0.1,,,,
158,231980148,2022-10-14 02:30:46,3,0.1685,0.17154726,63.87,BTC-31MAR23-20000-C,19802.34,sell,0.1,,,,
159,231980149,2022-10-14 02:30:46,3,0.1685,0.17154726,63.87,BTC-31MAR23-20000-C,19802.34,sell,0.1,,,,
160,231980150,2022-10-14 02:30:46,3,0.1685,0.17154726,63.87,BTC-31MAR23-20000-C,19802.51,sell,0.1,,,,
161,231980151,2022-10-14 02:30:47,3,0.1685,0.17158027,63.87,BTC-31MAR23-20000-C,19802.51,sell,0.1,,,,
162,231980152,2022-10-14 02:30:47,3,0.1685,0.17158027,63.87,BTC-31MAR23-20000-C,19802.51,sell,0.1,,,,
163,231980153,2022-10-14 02:30:47,3,0.1685,0.17157779,63.87,BTC-31MAR23-20000-C,19802.43,sell,0.1,,,,
164,231980154,2022-10-14 02:30:48,3,0.1685,0.17157779,63.87,BTC-31MAR23-20000-C,19802.43,sell,0.1,,,,
165,231980155,2022-10-14 02:30:48,3,0.1685,0.17157779,63.87,BTC-31MAR23-20000-C,19802.43,sell,0.1,,,,
166,232023023,2022-10-14 11:58:42,2,0.165,0.16362987,64.23,BTC-31MAR23-20000-C,19598.39,sell,0.3,,,,
167,232072917,2022-10-14 20:00:09,2,0.1565,0.15599577,64.5,BTC-31MAR23-20000-C,19164.37,sell,0.2,,,,
168,232100562,2022-10-15 19:17:33,2,0.153,0.15355739,63.74,BTC-31MAR23-20000-C,19116.26,buy,0.3,,,,
169,232100563,2022-10-15 19:17:34,3,0.153,0.15355739,63.74,BTC-31MAR23-20000-C,19116.26,buy,0.1,,,,
170,232131414,2022-10-16 20:08:34,0,0.159,0.15854692,64.36,BTC-31MAR23-20000-C,19358.11,sell,0.3,,,,
171,232144610,2022-10-17 01:19:23,2,0.154,0.15502365,63.82,BTC-31MAR23-20000-C,19190.65,buy,1.0,,,,
172,232145163,2022-10-17 01:30:40,0,0.155,0.15531262,63.91,BTC-31MAR23-20000-C,19226.44,buy,1.0,,,,
173,232145572,2022-10-17 01:38:05,0,0.157,0.15572018,64.67,BTC-31MAR23-20000-C,19224.23,sell,1.0,,,,
174,232152916,2022-10-17 07:01:52,2,0.155,0.15568897,63.69,BTC-31MAR23-20000-C,19260.3,buy,1.0,,,,
175,232167574,2022-10-17 12:05:08,0,0.1553,0.15833648,62.35,BTC-31MAR23-20000-C,19446.7,sell,35.0,52758,BTC-STRG-31MAR23-19000_20000,,
176,232167688,2022-10-17 12:09:29,0,0.1572,0.15784031,63.19,BTC-31MAR23-20000-C,19433.09,buy,14.1,52759,BTC-STRG-31MAR23-19000_20000,,
177,232167735,2022-10-17 12:12:27,2,0.157,0.15778793,63.09,BTC-31MAR23-20000-C,19437.53,buy,13.5,52761,BTC-STRG-31MAR23-19000_20000,,
178,232198516,2022-10-17 22:00:12,2,0.155,0.15679958,61.56,BTC-31MAR23-20000-C,19529.63,sell,100.0,52816,BTC-STRG-31MAR23-19000_20000,,
179,232231329,2022-10-18 10:08:59,2,0.1565,0.1569156,62.41,BTC-31MAR23-20000-C,19517.19,sell,0.1,,,,
180,232231337,2022-10-18 10:09:02,3,0.1565,0.15692671,62.41,BTC-31MAR23-20000-C,19516.43,sell,0.2,,,,
181,232231338,2022-10-18 10:09:08,3,0.1565,0.15690503,62.42,BTC-31MAR23-20000-C,19515.44,sell,0.1,,,,
182,232231339,2022-10-18 10:09:13,3,0.1565,0.15693185,62.41,BTC-31MAR23-20000-C,19516.33,sell,0.1,,,,
183,232231340,2022-10-18 10:09:19,3,0.1565,0.15695517,62.4,BTC-31MAR23-20000-C,19516.54,sell,0.1,,,,
184,232231341,2022-10-18 10:09:19,3,0.1565,0.15695517,62.4,BTC-31MAR23-20000-C,19516.54,sell,0.1,,,,
185,232231344,2022-10-18 10:09:34,3,0.1565,0.15698115,62.4,BTC-31MAR23-20000-C,19516.74,sell,0.1,,,,
186,232231350,2022-10-18 10:09:52,3,0.1565,0.15697294,62.41,BTC-31MAR23-20000-C,19516.07,sell,0.1,,,,
187,232231403,2022-10-18 10:10:18,3,0.1565,0.15704143,62.39,BTC-31MAR23-20000-C,19519.55,sell,0.1,,,,
188,232231405,2022-10-18 10:10:18,3,0.1565,0.15704143,62.39,BTC-31MAR23-20000-C,19519.55,sell,0.1,,,,
189,232231406,2022-10-18 10:10:18,3,0.1565,0.15704143,62.39,BTC-31MAR23-20000-C,19519.55,sell,0.1,,,,
190,232231407,2022-10-18 10:10:18,3,0.1565,0.15704143,62.39,BTC-31MAR23-20000-C,19519.55,sell,0.1,,,,
191,232231409,2022-10-18 10:10:18,3,0.1565,0.15704143,62.39,BTC-31MAR23-20000-C,19519.55,sell,0.1,,,,
192,232231428,2022-10-18 10:10:30,3,0.1565,0.15690562,62.45,BTC-31MAR23-20000-C,19511.12,sell,0.3,,,,
193,232231430,2022-10-18 10:10:30,3,0.1565,0.15690562,62.45,BTC-31MAR23-20000-C,19511.12,sell,0.2,,,,
194,232231431,2022-10-18 10:10:30,3,0.1565,0.15690562,62.45,BTC-31MAR23-20000-C,19511.12,sell,0.1,,,,
195,232231432,2022-10-18 10:10:30,3,0.1565,0.15690562,62.45,BTC-31MAR23-20000-C,19511.12,sell,0.1,,,,
196,232231509,2022-10-18 10:11:57,3,0.1565,0.15699211,62.44,BTC-31MAR23-20000-C,19511.78,sell,0.1,,,,
197,232231510,2022-10-18 10:11:57,3,0.1565,0.15699211,62.45,BTC-31MAR23-20000-C,19510.35,sell,0.1,,,,
198,232231512,2022-10-18 10:11:58,3,0.1565,0.15696463,62.45,BTC-31MAR23-20000-C,19510.35,sell,0.1,,,,
199,232233263,2022-10-18 10:56:00,3,0.1565,0.15733766,62.11,BTC-31MAR23-20000-C,19544.36,sell,0.1,,,,
200,232233270,2022-10-18 10:56:04,3,0.1565,0.15730348,62.13,BTC-31MAR23-20000-C,19542.18,sell,0.2,,,,
201,232233271,2022-10-18 10:56:04,3,0.1565,0.15728413,62.13,BTC-31MAR23-20000-C,19542.18,sell,0.1,,,,
202,232233272,2022-10-18 10:56:04,3,0.1565,0.15728413,62.13,BTC-31MAR23-20000-C,19542.18,sell,0.1,,,,
203,232233273,2022-10-18 10:56:06,3,0.1565,0.15727015,62.14,BTC-31MAR23-20000-C,19541.47,sell,0.2,,,,
204,232233274,2022-10-18 10:56:06,3,0.1565,0.15727015,62.14,BTC-31MAR23-20000-C,19541.47,sell,0.1,,,,
