trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_id,block_trade_id
202,331791531,2024-12-05 13:53:14,1,0.1105,0.11010691,61.02,BTC-28MAR25-115000-C,102920.07,buy,0.2,0.2,,
203,331794022,2024-12-05 14:04:34,2,0.1095,0.1096101,60.74,BTC-28MAR25-115000-C,102830.23,buy,0.5,0.5,,
204,331840995,2024-12-05 15:30:37,2,0.104,0.10439204,59.86,BTC-28MAR25-115000-C,102154.12,sell,0.8,0.8,,
205,331855609,2024-12-05 15:55:39,2,0.102,0.102294,59.78,BTC-28MAR25-115000-C,101662.43,buy,0.1,0.1,,
206,331856616,2024-12-05 15:59:29,2,0.1015,0.10140803,59.87,BTC-28MAR25-115000-C,101432.34,buy,0.1,0.1,,
207,331858064,2024-12-05 16:01:36,0,0.102,0.10190371,59.87,BTC-28MAR25-115000-C,101614.93,buy,0.1,0.1,,
208,331960971,2024-12-05 20:11:58,2,0.0925,0.09255972,60.45,BTC-28MAR25-115000-C,98771.2,sell,0.7,0.7,,
209,331974564,2024-12-05 20:33:50,2,0.0915,0.09146571,60.49,BTC-28MAR25-115000-C,98437.14,buy,0.2,0.2,,
210,332102899,2024-12-05 23:41:58,2,0.086,0.08553981,60.98,BTC-28MAR25-115000-C,96790.04,buy,0.1,0.1,,
211,332102961,2024-12-05 23:42:08,2,0.0855,0.08538991,60.83,BTC-28MAR25-115000-C,96742.57,sell,0.1,0.1,,
212,332162838,2024-12-06 04:18:45,0,0.087,0.08694412,60.4,BTC-28MAR25-115000-C,97554.8,sell,0.5,0.5,,
213,332180415,2024-12-06 07:22:41,0,0.0875,0.08775613,59.72,BTC-28MAR25-115000-C,97961.7,buy,0.1,0.1,,
214,332244607,2024-12-06 12:58:23,2,0.087,0.08688663,60.31,BTC-28MAR25-115000-C,97633.16,sell,0.1,0.1,,
215,332368031,2024-12-06 19:20:10,0,0.1005,0.09999188,60.49,BTC-28MAR25-115000-C,101457.99,buy,1.4,1.4,,
216,332368049,2024-12-06 19:20:11,1,0.1005,0.09999197,60.49,BTC-28MAR25-115000-C,101460.96,buy,0.8,0.8,,
217,332368056,2024-12-06 19:20:11,1,0.1005,0.09999197,60.49,BTC-28MAR25-115000-C,101460.96,buy,0.1,0.1,,
218,332523293,2024-12-07 19:16:53,2,0.093,0.09319838,59.4,BTC-28MAR25-115000-C,100238.65,sell,1.0,1.0,,
219,332523308,2024-12-07 19:17:03,3,0.093,0.0931467,59.42,BTC-28MAR25-115000-C,100226.1,sell,0.5,0.5,,
220,332543812,2024-12-07 23:52:54,2,0.0925,0.09252328,59.84,BTC-28MAR25-115000-C,99900.83,sell,1.0,1.0,,
221,332544190,2024-12-07 23:57:39,3,0.0925,0.09258769,59.82,BTC-28MAR25-115000-C,99893.17,sell,0.2,0.2,,
222,332544293,2024-12-08 00:00:11,3,0.0925,0.09269032,59.79,BTC-28MAR25-115000-C,99907.4,sell,0.1,0.1,,
223,332556580,2024-12-08 04:42:41,2,0.0915,0.09166621,59.57,BTC-28MAR25-115000-C,99796.85,buy,1.3,1.3,,
224,332556581,2024-12-08 04:42:41,3,0.0915,0.09166621,59.57,BTC-28MAR25-115000-C,99796.85,buy,0.2,0.2,,
225,332600952,2024-12-08 14:35:33,2,0.091,0.09153114,58.8,BTC-28MAR25-115000-C,100170.49,sell,0.3,0.3,,
226,332706368,2024-12-09 07:49:29,0,0.093,0.09273611,61.1,BTC-28MAR25-115000-C,99669.4,sell,0.1,0.1,,
227,332796389,2024-12-09 15:35:30,2,0.086,0.08596571,60.68,BTC-28MAR25-115000-C,97978.48,sell,0.1,0.1,,
228,332797717,2024-12-09 15:36:36,2,0.0855,0.08520121,60.83,BTC-28MAR25-115000-C,97754.05,sell,0.1,0.1,,
229,332824306,2024-12-09 17:26:46,2,0.084,0.08443348,60.15,BTC-28MAR25-115000-C,97754.89,sell,0.4,0.4,,
230,332848187,2024-12-09 18:25:13,0,0.085,0.08553181,60.14,BTC-28MAR25-115000-C,98180.7,buy,0.6,0.6,,
231,332851152,2024-12-09 18:51:30,2,0.084,0.08439127,59.96,BTC-28MAR25-115000-C,98024.47,sell,5.0,5.0,,
232,332852494,2024-12-09 19:00:48,2,0.083,0.08296368,60.09,BTC-28MAR25-115000-C,97658.54,sell,0.1,0.1,,
233,332852844,2024-12-09 19:01:41,2,0.0825,0.08251402,60.1,BTC-28MAR25-115000-C,97503.57,sell,0.1,0.1,,
234,332880696,2024-12-09 20:52:25,2,0.0785,0.07836093,60.2,BTC-28MAR25-115000-C,96304.71,sell,0.1,0.1,,
235,332889533,2024-12-09 21:03:31,2,0.076,0.07608146,60.29,BTC-28MAR25-115000-C,95486.48,sell,0.1,0.1,,
236,332892789,2024-12-09 21:04:24,2,0.075,0.07460751,60.47,BTC-28MAR25-115000-C,95065.73,sell,0.1,0.1,,
237,332895447,2024-12-09 21:05:03,2,0.074,0.07368942,60.35,BTC-28MAR25-115000-C,94850.17,sell,0.1,0.1,,
238,333048381,2024-12-10 07:20:05,0,0.082,0.08238824,60.65,BTC-28MAR25-115000-C,97194.74,buy,0.3,0.3,,
239,333048384,2024-12-10 07:20:18,2,0.0815,0.08222434,60.41,BTC-28MAR25-115000-C,97195.2,buy,6.5,6.5,,
240,333048386,2024-12-10 07:20:21,3,0.0815,0.0821915,60.41,BTC-28MAR25-115000-C,97195.88,buy,3.2,3.2,,
241,333048387,2024-12-10 07:20:21,3,0.0815,0.0821915,60.41,BTC-28MAR25-115000-C,97195.88,buy,0.8,0.8,,
242,333070378,2024-12-10 11:42:30,2,0.0795,0.08000501,59.03,BTC-28MAR25-115000-C,97536.55,sell,0.6,0.6,,
243,333070379,2024-12-10 11:42:30,3,0.0795,0.08000501,59.03,BTC-28MAR25-115000-C,97536.55,sell,0.4,0.4,,
244,333170404,2024-12-10 17:30:31,2,0.0735,0.07305692,60.68,BTC-28MAR25-115000-C,94757.3,buy,0.1,0.1,,
245,333170405,2024-12-10 17:30:32,3,0.0735,0.07305692,60.68,BTC-28MAR25-115000-C,94757.3,buy,1.0,1.0,,
246,333282321,2024-12-11 07:46:17,0,0.084,0.08399147,61.53,BTC-28MAR25-115000-C,97395.53,buy,0.6,0.6,,
247,333282322,2024-12-11 07:46:17,1,0.084,0.08399147,61.53,BTC-28MAR25-115000-C,97395.53,buy,0.1,0.1,,
248,333364638,2024-12-11 15:38:40,0,0.095,0.094821,61.76,BTC-28MAR25-115000-C,100290.22,buy,1.0,1.0,,
249,333364639,2024-12-11 15:38:40,1,0.095,0.094821,61.76,BTC-28MAR25-115000-C,100290.22,buy,3.8,3.8,,
250,333408791,2024-12-11 18:32:22,2,0.0945,0.09446198,61.26,BTC-28MAR25-115000-C,100570.09,buy,0.5,0.5,,
251,333408792,2024-12-11 18:32:22,3,0.0945,0.09446198,61.26,BTC-28MAR25-115000-C,100570.09,buy,0.7,0.7,,
252,333411949,2024-12-11 18:49:50,0,0.095,0.09516012,61.02,BTC-28MAR25-115000-C,100866.26,buy,0.4,0.4,,
253,333411950,2024-12-11 18:49:50,1,0.095,0.09516012,61.02,BTC-28MAR25-115000-C,100866.26,buy,1.3,1.3,,
254,333414172,2024-12-11 19:09:09,2,0.094,0.09410578,60.97,BTC-28MAR25-115000-C,100652.89,buy,0.1,0.1,,
255,333414175,2024-12-11 19:09:12,3,0.094,0.09415876,60.94,BTC-28MAR25-115000-C,100667.92,buy,0.2,0.2,,
256,333414421,2024-12-11 19:12:17,3,0.094,0.09414424,60.93,BTC-28MAR25-115000-C,100690.34,buy,0.2,0.2,,
257,333471931,2024-12-12 02:23:03,2,0.0935,0.09351113,60.76,BTC-28MAR25-115000-C,100860.78,buy,3.2,3.2,,
258,333471932,2024-12-12 02:23:03,3,0.0935,0.09351113,60.76,BTC-28MAR25-115000-C,100860.78,buy,2.9,2.9,,
259,333474393,2024-12-12 02:47:18,0,0.094,0.09424938,60.55,BTC-28MAR25-115000-C,101108.74,buy,4.2,4.2,,
260,333474394,2024-12-12 02:47:18,1,0.094,0.09424938,60.55,BTC-28MAR25-115000-C,101108.74,buy,2.2,2.2,,
261,333498859,2024-12-12 06:08:03,1,0.094,0.09333988,61.39,BTC-28MAR25-115000-C,100571.2,buy,0.2,0.2,,
262,333694804,2024-12-13 03:15:48,2,0.0905,0.08966371,61.47,BTC-28MAR25-115000-C,99646.94,buy,1.1,1.1,,
263,333740021,2024-12-13 10:16:54,2,0.09,0.08967684,60.6,BTC-28MAR25-115000-C,100134.83,buy,10.0,10.0,,
264,333742176,2024-12-13 10:38:42,3,0.09,0.09008794,60.37,BTC-28MAR25-115000-C,100241.39,buy,2.0,2.0,,
265,333751004,2024-12-13 11:57:57,0,0.0906,0.09098404,60.4,BTC-28MAR25-115000-C,100440.51,sell,12.5,12.5,BTC-STRG-28MAR25-95000_115000,173033
266,333784307,2024-12-13 15:15:00,0,0.096,0.09570247,61.45,BTC-28MAR25-115000-C,101265.07,sell,1.0,1.0,,
267,333855820,2024-12-13 22:47:50,2,0.094,0.094394,60.53,BTC-28MAR25-115000-C,101410.07,sell,5.0,5.0,,
268,333950800,2024-12-14 16:51:45,0,0.0945,0.09468678,60.7,BTC-28MAR25-115000-C,101582.7,buy,0.4,0.4,,
269,333950801,2024-12-14 16:51:45,1,0.0945,0.09468678,60.7,BTC-28MAR25-115000-C,101582.7,buy,1.6,1.6,,
270,334007249,2024-12-15 05:05:16,0,0.0975,0.09738594,60.93,BTC-28MAR25-115000-C,102407.31,buy,0.1,0.1,,
271,334029951,2024-12-15 11:57:18,0,0.098,0.09781006,60.64,BTC-28MAR25-115000-C,102610.76,buy,0.1,0.1,,
272,334029952,2024-12-15 11:57:18,0,0.0985,0.09781006,60.88,BTC-28MAR25-115000-C,102610.76,buy,0.1,0.1,,
273,334029953,2024-12-15 11:57:18,1,0.0985,0.09781006,60.88,BTC-28MAR25-115000-C,102610.76,buy,1.7,1.7,,
274,334029954,2024-12-15 11:57:18,1,0.0985,0.09781006,60.88,BTC-28MAR25-115000-C,102610.76,sell,0.1,0.1,,
275,334031922,2024-12-15 12:08:16,0,0.099,0.09906269,60.58,BTC-28MAR25-115000-C,102900.02,buy,0.1,0.1,,
276,334075217,2024-12-15 21:07:32,1,0.099,0.09903702,60.35,BTC-28MAR25-115000-C,103094.71,sell,0.1,0.1,,
277,334077411,2024-12-15 21:25:25,2,0.097,0.09721006,59.98,BTC-28MAR25-115000-C,102722.52,buy,6.5,6.5,,
278,334077412,2024-12-15 21:25:25,3,0.097,0.09721006,59.98,BTC-28MAR25-115000-C,102722.52,buy,0.1,0.1,,
279,334119179,2024-12-16 00:16:14,0,0.106,0.10563547,61.11,BTC-28MAR25-115000-C,104444.61,buy,8.5,8.5,,
280,334125387,2024-12-16 00:31:06,0,0.111,0.11066783,61.36,BTC-28MAR25-115000-C,105657.94,sell,8.0,8.0,,
281,334125388,2024-12-16 00:31:06,1,0.111,0.11066783,61.36,BTC-28MAR25-115000-C,105657.94,sell,2.0,2.0,,
282,334186482,2024-12-16 06:20:05,2,0.109,0.10919317,61.24,BTC-28MAR25-115000-C,105178.85,buy,0.1,0.1,,
283,334191599,2024-12-16 07:13:23,3,0.109,0.10926734,61.12,BTC-28MAR25-115000-C,105226.97,buy,0.1,0.1,,
284,334211367,2024-12-16 10:19:21,2,0.106,0.10615751,61.38,BTC-28MAR25-115000-C,104435.5,sell,0.4,0.4,,
285,334234283,2024-12-16 12:45:02,2,0.1025,0.10279313,61.35,BTC-28MAR25-115000-C,103576.65,sell,2.0,2.0,,
286,334235739,2024-12-16 12:50:13,2,0.1015,0.10185947,61.3,BTC-28MAR25-115000-C,103336.12,sell,1.0,1.0,,
287,334243416,2024-12-16 13:47:45,0,0.1035,0.10364756,61.25,BTC-28MAR25-115000-C,103960.18,sell,3.5,3.5,,
288,334253752,2024-12-16 14:46:59,0,0.1095,0.10929097,61.19,BTC-28MAR25-115000-C,105594.44,buy,0.1,0.1,,
289,334265669,2024-12-16 15:08:22,0,0.111,0.11061725,61.2,BTC-28MAR25-115000-C,105936.77,buy,0.1,0.1,,
290,334265670,2024-12-16 15:08:22,1,0.111,0.11061725,61.2,BTC-28MAR25-115000-C,105936.77,buy,0.1,0.1,,
291,334279824,2024-12-16 15:35:48,0,0.1115,0.11115596,61.28,BTC-28MAR25-115000-C,106030.11,sell,0.9,0.9,,
292,334279825,2024-12-16 15:35:48,1,0.1115,0.11115596,61.28,BTC-28MAR25-115000-C,106030.11,sell,0.1,0.1,,
293,334359543,2024-12-16 20:24:36,2,0.111,0.11085763,61.14,BTC-28MAR25-115000-C,106233.28,sell,0.1,0.1,,
294,334372938,2024-12-16 22:16:57,2,0.108,0.10887048,59.9,BTC-28MAR25-115000-C,106228.17,sell,0.5,0.5,,
295,334372975,2024-12-16 22:17:15,3,0.108,0.10865895,60.0,BTC-28MAR25-115000-C,106176.09,sell,0.5,0.5,,
296,334373028,2024-12-16 22:18:18,2,0.1075,0.10848256,59.84,BTC-28MAR25-115000-C,106124.59,sell,0.5,0.5,,
297,334373097,2024-12-16 22:19:04,3,0.1075,0.10835509,59.91,BTC-28MAR25-115000-C,106074.49,sell,0.2,0.2,,
298,334373150,2024-12-16 22:19:51,3,0.1075,0.1083387,59.89,BTC-28MAR25-115000-C,106079.48,sell,0.1,0.1,,
299,334373187,2024-12-16 22:20:24,3,0.1075,0.10840436,59.87,BTC-28MAR25-115000-C,106089.51,sell,0.1,0.1,,
300,334373224,2024-12-16 22:20:49,3,0.1075,0.10847294,59.82,BTC-28MAR25-115000-C,106111.97,sell,0.1,0.1,,
301,334415550,2024-12-17 06:18:55,0,0.1115,0.11147944,60.73,BTC-28MAR25-115000-C,106699.42,sell,0.5,0.5,,
302,334416229,2024-12-17 06:29:02,2,0.111,0.11094243,60.78,BTC-28MAR25-115000-C,106534.29,sell,0.5,0.5,,
303,334482192,2024-12-17 15:10:16,0,0.1135,0.11361397,60.05,BTC-28MAR25-115000-C,107726.31,buy,0.1,0.1,,
304,334499775,2024-12-17 15:38:20,2,0.109,0.10868168,60.6,BTC-28MAR25-115000-C,106312.02,sell,2.0,2.0,,
305,334565041,2024-12-17 23:06:38,2,0.1065,0.10694473,60.14,BTC-28MAR25-115000-C,105892.27,sell,0.5,0.5,,
306,334568197,2024-12-17 23:33:42,0,0.1075,0.10713857,60.42,BTC-28MAR25-115000-C,106064.61,buy,0.1,0.1,,
307,334583339,2024-12-18 01:48:03,1,0.1075,0.10760694,60.62,BTC-28MAR25-115000-C,106023.07,sell,0.5,0.5,,
308,334583708,2024-12-18 01:49:37,2,0.107,0.10725314,60.56,BTC-28MAR25-115000-C,105932.24,sell,0.5,0.5,,
309,334610201,2024-12-18 04:14:42,2,0.101,0.10157057,60.51,BTC-28MAR25-115000-C,104354.79,sell,0.5,0.5,,
310,334622732,2024-12-18 05:09:15,2,0.099,0.09857803,60.96,BTC-28MAR25-115000-C,103604.91,sell,1.0,1.0,,
311,334657421,2024-12-18 07:57:37,0,0.1015,0.10109906,61.0,BTC-28MAR25-115000-C,104259.27,buy,0.1,0.1,,
312,334658006,2024-12-18 08:00:22,2,0.101,0.10089949,60.88,BTC-28MAR25-115000-C,104200.03,sell,0.1,0.1,,
313,334658007,2024-12-18 08:00:22,3,0.101,0.10089949,60.88,BTC-28MAR25-115000-C,104200.03,sell,0.2,0.2,,
314,334680081,2024-12-18 11:40:19,0,0.103,0.10324359,60.58,BTC-28MAR25-115000-C,104936.49,buy,1.0,1.0,,
315,334680718,2024-12-18 11:47:06,2,0.1025,0.10261681,60.57,BTC-28MAR25-115000-C,104786.54,buy,1.0,1.0,,
316,334685902,2024-12-18 12:21:17,0,0.104,0.10419927,60.67,BTC-28MAR25-115000-C,105141.52,buy,0.1,0.1,,
317,334685903,2024-12-18 12:21:17,1,0.104,0.10419927,60.67,BTC-28MAR25-115000-C,105141.52,buy,0.1,0.1,,
318,334685928,2024-12-18 12:21:18,1,0.104,0.10418204,60.66,BTC-28MAR25-115000-C,105146.94,buy,0.1,0.1,,
319,334685939,2024-12-18 12:21:19,1,0.104,0.10418204,60.66,BTC-28MAR25-115000-C,105146.94,buy,0.2,0.2,,
320,334700121,2024-12-18 13:46:32,1,0.104,0.1032121,61.19,BTC-28MAR25-115000-C,104824.61,buy,0.1,0.1,,
321,334705734,2024-12-18 14:24:58,2,0.102,0.10223538,60.7,BTC-28MAR25-115000-C,104604.35,sell,0.5,0.5,,
322,334705735,2024-12-18 14:24:58,3,0.102,0.10223538,60.7,BTC-28MAR25-115000-C,104604.35,buy,1.0,1.0,,
323,334705957,2024-12-18 14:25:50,2,0.1015,0.10167545,60.71,BTC-28MAR25-115000-C,104465.52,buy,0.1,0.1,,
324,334705958,2024-12-18 14:25:50,3,0.1015,0.10167545,60.71,BTC-28MAR25-115000-C,104465.52,buy,0.1,0.1,,
325,334705973,2024-12-18 14:25:51,3,0.1015,0.10167614,60.69,BTC-28MAR25-115000-C,104474.27,buy,0.1,0.1,,
326,334706284,2024-12-18 14:28:55,0,0.102,0.10208611,60.68,BTC-28MAR25-115000-C,104600.33,buy,0.4,0.4,,
327,334706286,2024-12-18 14:28:57,1,0.102,0.10210111,60.67,BTC-28MAR25-115000-C,104607.94,buy,0.2,0.2,,
328,334706287,2024-12-18 14:28:59,1,0.102,0.10212993,60.66,BTC-28MAR25-115000-C,104612.24,buy,0.2,0.2,,
329,334706289,2024-12-18 14:29:02,1,0.102,0.10213544,60.66,BTC-28MAR25-115000-C,104612.84,buy,0.2,0.2,,
330,334706290,2024-12-18 14:29:03,1,0.102,0.10213493,60.67,BTC-28MAR25-115000-C,104611.01,buy,1.0,1.0,,
331,334706291,2024-12-18 14:29:04,1,0.102,0.10213493,60.67,BTC-28MAR25-115000-C,104611.01,buy,0.2,0.2,,
332,334755616,2024-12-18 17:25:11,2,0.0995,0.0995974,60.31,BTC-28MAR25-115000-C,104349.26,buy,1.8,1.8,,
333,334755761,2024-12-18 17:27:30,2,0.099,0.09918695,60.21,BTC-28MAR25-115000-C,104290.35,sell,0.6,0.6,,
334,334755762,2024-12-18 17:27:30,3,0.099,0.09918695,60.21,BTC-28MAR25-115000-C,104290.35,buy,2.6,2.6,,
335,334822947,2024-12-18 20:11:35,2,0.093,0.09241442,61.04,BTC-28MAR25-115000-C,102124.55,sell,0.1,0.1,,
336,334822948,2024-12-18 20:11:35,3,0.093,0.09241442,61.04,BTC-28MAR25-115000-C,102124.55,sell,1.5,1.5,,
337,334867441,2024-12-18 20:46:37,2,0.088,0.08739589,61.05,BTC-28MAR25-115000-C,100810.78,buy,0.3,0.3,,
338,334897163,2024-12-18 22:01:48,3,0.088,0.08798616,61.12,BTC-28MAR25-115000-C,100850.76,sell,0.1,0.1,,
339,334938288,2024-12-19 01:14:26,3,0.088,0.08754856,61.54,BTC-28MAR25-115000-C,100529.07,buy,0.4,0.4,,
340,334938289,2024-12-19 01:14:26,3,0.088,0.08754856,61.54,BTC-28MAR25-115000-C,100529.07,sell,0.1,0.1,,
341,334938299,2024-12-19 01:14:46,3,0.088,0.0875134,61.59,BTC-28MAR25-115000-C,100504.22,sell,0.1,0.1,,
342,334938302,2024-12-19 01:14:47,3,0.088,0.0875134,61.59,BTC-28MAR25-115000-C,100504.22,sell,0.1,0.1,,
343,334939733,2024-12-19 01:28:09,0,0.0885,0.08831357,61.61,BTC-28MAR25-115000-C,100624.87,sell,0.3,0.3,,
344,335114796,2024-12-19 15:31:11,2,0.0845,0.08393608,61.17,BTC-28MAR25-115000-C,99743.5,buy,0.1,0.1,,
345,335197756,2024-12-19 18:18:38,2,0.075,0.07498471,60.89,BTC-28MAR25-115000-C,97249.21,sell,1.0,1.0,,
346,335201013,2024-12-19 18:21:57,3,0.075,0.07457278,61.07,BTC-28MAR25-115000-C,97147.49,buy,0.2,0.2,,
347,335201014,2024-12-19 18:21:57,3,0.075,0.07457278,61.07,BTC-28MAR25-115000-C,97147.49,buy,0.2,0.2,,
348,335203408,2024-12-19 18:23:40,2,0.0745,0.07395709,61.17,BTC-28MAR25-115000-C,96950.16,buy,0.2,0.2,,
349,335203409,2024-12-19 18:23:40,3,0.0745,0.07395709,61.17,BTC-28MAR25-115000-C,96950.16,buy,0.2,0.2,,
350,335203410,2024-12-19 18:23:40,3,0.0745,0.07395709,61.17,BTC-28MAR25-115000-C,96950.16,buy,0.2,0.2,,
351,335203723,2024-12-19 18:23:52,3,0.0745,0.07454552,60.95,BTC-28MAR25-115000-C,97079.41,buy,0.1,0.1,,
352,335203724,2024-12-19 18:23:52,3,0.0745,0.07454552,60.95,BTC-28MAR25-115000-C,97079.41,buy,0.1,0.1,,
353,335206378,2024-12-19 18:27:14,0,0.0765,0.07642354,61.01,BTC-28MAR25-115000-C,97679.57,buy,0.2,0.2,,
354,335206381,2024-12-19 18:27:15,1,0.0765,0.07642354,61.01,BTC-28MAR25-115000-C,97679.57,buy,0.2,0.2,,
355,335206382,2024-12-19 18:27:15,1,0.0765,0.07642354,61.01,BTC-28MAR25-115000-C,97679.57,buy,0.1,0.1,,
356,335206383,2024-12-19 18:27:15,1,0.0765,0.07642354,61.01,BTC-28MAR25-115000-C,97679.57,buy,0.2,0.2,,
357,335219783,2024-12-19 18:58:02,0,0.0795,0.07959477,60.81,BTC-28MAR25-115000-C,98584.91,buy,0.8,0.8,,
358,335234493,2024-12-19 19:43:47,2,0.075,0.07462269,61.14,BTC-28MAR25-115000-C,96996.01,buy,0.1,0.1,,
359,335234511,2024-12-19 19:43:49,3,0.075,0.07471544,61.03,BTC-28MAR25-115000-C,97059.8,buy,0.2,0.2,,
360,335234512,2024-12-19 19:43:49,3,0.075,0.07471544,61.03,BTC-28MAR25-115000-C,97059.8,buy,0.2,0.2,,
361,335238018,2024-12-19 19:47:56,2,0.074,0.07327715,61.36,BTC-28MAR25-115000-C,96574.9,buy,0.2,0.2,,
362,335238019,2024-12-19 19:47:56,3,0.074,0.07327715,61.36,BTC-28MAR25-115000-C,96574.9,buy,0.2,0.2,,
363,335238129,2024-12-19 19:48:01,3,0.074,0.07362024,61.09,BTC-28MAR25-115000-C,96741.99,sell,0.2,0.2,,
364,335239565,2024-12-19 19:50:12,0,0.0745,0.07415858,61.3,BTC-28MAR25-115000-C,96760.33,buy,0.2,0.2,,
365,335239566,2024-12-19 19:50:12,1,0.0745,0.07415858,61.3,BTC-28MAR25-115000-C,96760.33,buy,0.2,0.2,,
366,335241743,2024-12-19 19:53:23,2,0.073,0.07255221,61.26,BTC-28MAR25-115000-C,96306.48,buy,0.2,0.2,,
367,335241744,2024-12-19 19:53:23,3,0.073,0.07255221,61.26,BTC-28MAR25-115000-C,96306.48,buy,0.2,0.2,,
368,335241745,2024-12-19 19:53:23,3,0.073,0.07255221,61.26,BTC-28MAR25-115000-C,96306.48,buy,0.2,0.2,,
369,335241746,2024-12-19 19:53:23,3,0.073,0.07255221,61.26,BTC-28MAR25-115000-C,96306.48,buy,0.2,0.2,,
370,335241747,2024-12-19 19:53:23,3,0.073,0.07255221,61.26,BTC-28MAR25-115000-C,96306.48,buy,0.2,0.2,,
371,335242410,2024-12-19 19:54:25,0,0.0735,0.07345713,61.2,BTC-28MAR25-115000-C,96510.82,buy,0.2,0.2,,
372,335242411,2024-12-19 19:54:25,1,0.0735,0.07345713,61.2,BTC-28MAR25-115000-C,96510.82,buy,0.2,0.2,,
373,335243465,2024-12-19 19:56:08,1,0.0735,0.07336543,61.2,BTC-28MAR25-115000-C,96509.76,buy,0.2,0.2,,
374,335243466,2024-12-19 19:56:08,1,0.0735,0.07336543,61.2,BTC-28MAR25-115000-C,96509.76,buy,0.2,0.2,,
375,335243467,2024-12-19 19:56:08,1,0.0735,0.07336543,61.2,BTC-28MAR25-115000-C,96509.76,buy,0.2,0.2,,
376,335247582,2024-12-19 20:05:30,1,0.0735,0.07371595,60.99,BTC-28MAR25-115000-C,96645.11,buy,0.1,0.1,,
377,335247583,2024-12-19 20:05:30,1,0.0735,0.07371595,60.99,BTC-28MAR25-115000-C,96645.11,buy,0.1,0.1,,
378,335247584,2024-12-19 20:05:30,1,0.0735,0.07371595,60.99,BTC-28MAR25-115000-C,96645.11,buy,0.2,0.2,,
379,335248354,2024-12-19 20:07:42,2,0.0725,0.07312339,60.8,BTC-28MAR25-115000-C,96457.83,sell,2.0,2.0,,
380,335254495,2024-12-19 20:11:52,2,0.0715,0.07091562,61.46,BTC-28MAR25-115000-C,95857.12,buy,0.2,0.2,,
381,335254496,2024-12-19 20:11:52,3,0.0715,0.07091562,61.46,BTC-28MAR25-115000-C,95857.12,buy,0.2,0.2,,
382,335254497,2024-12-19 20:11:52,3,0.0715,0.07091562,61.46,BTC-28MAR25-115000-C,95857.12,buy,0.2,0.2,,
383,335293010,2024-12-19 21:04:32,0,0.072,0.07170318,61.56,BTC-28MAR25-115000-C,95922.38,buy,0.2,0.2,,
384,335429818,2024-12-20 03:50:45,0,0.0765,0.07635539,62.37,BTC-28MAR25-115000-C,97023.79,sell,1.0,1.0,,
385,335432981,2024-12-20 04:13:00,2,0.076,0.07602994,62.25,BTC-28MAR25-115000-C,96968.87,buy,0.5,0.5,,
386,335524081,2024-12-20 09:10:28,2,0.07,0.06977327,62.5,BTC-28MAR25-115000-C,95071.4,buy,0.2,0.2,,
387,335524105,2024-12-20 09:10:31,3,0.07,0.0699365,62.44,BTC-28MAR25-115000-C,95107.43,buy,0.2,0.2,,
388,335524196,2024-12-20 09:10:35,3,0.07,0.07013109,62.36,BTC-28MAR25-115000-C,95156.76,buy,0.2,0.2,,
389,335524197,2024-12-20 09:10:35,3,0.07,0.07013109,62.36,BTC-28MAR25-115000-C,95156.76,buy,0.2,0.2,,
390,335529626,2024-12-20 09:15:18,3,0.07,0.06968093,62.53,BTC-28MAR25-115000-C,95085.14,buy,0.2,0.2,,
391,335529627,2024-12-20 09:15:18,3,0.07,0.06968093,62.53,BTC-28MAR25-115000-C,95085.14,buy,0.2,0.2,,
392,335529628,2024-12-20 09:15:18,3,0.07,0.06968093,62.53,BTC-28MAR25-115000-C,95085.14,buy,0.2,0.2,,
393,335529696,2024-12-20 09:15:19,3,0.07,0.06972155,62.46,BTC-28MAR25-115000-C,95129.05,buy,0.2,0.2,,
394,335533108,2024-12-20 09:17:45,3,0.07,0.06992385,62.47,BTC-28MAR25-115000-C,95122.62,buy,0.2,0.2,,
395,335533109,2024-12-20 09:17:45,3,0.07,0.06992385,62.47,BTC-28MAR25-115000-C,95122.62,buy,0.2,0.2,,
396,335533110,2024-12-20 09:17:45,3,0.07,0.06992385,62.47,BTC-28MAR25-115000-C,95122.62,buy,0.2,0.2,,
397,335534878,2024-12-20 09:19:19,0,0.0705,0.07017173,62.63,BTC-28MAR25-115000-C,95137.23,buy,0.2,0.2,,
398,335534879,2024-12-20 09:19:19,1,0.0705,0.07017173,62.63,BTC-28MAR25-115000-C,95137.23,buy,0.2,0.2,,
399,335534880,2024-12-20 09:19:19,1,0.0705,0.07017173,62.63,BTC-28MAR25-115000-C,95137.23,buy,0.2,0.2,,
400,335537784,2024-12-20 09:22:46,1,0.0705,0.07040689,62.48,BTC-28MAR25-115000-C,95199.55,buy,0.2,0.2,,
401,335542505,2024-12-20 09:31:45,0,0.071,0.07083759,62.56,BTC-28MAR25-115000-C,95272.39,buy,0.2,0.2,,
402,335543360,2024-12-20 09:33:25,1,0.071,0.07089045,62.53,BTC-28MAR25-115000-C,95289.61,buy,0.2,0.2,,
403,335545315,2024-12-20 09:35:03,0,0.0715,0.07140756,62.54,BTC-28MAR25-115000-C,95448.31,buy,0.2,0.2,,
404,335556975,2024-12-20 09:51:59,2,0.0705,0.07006026,63.24,BTC-28MAR25-115000-C,94705.26,buy,0.2,0.2,,
