trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_id,block_trade_id
26,327149994,2024-11-15 12:18:33,2,0.071,0.07061315,58.69,BTC-28MAR25-115000-C,90329.84,sell,0.2,0.2,,
27,327151178,2024-11-15 12:20:54,0,0.0715,0.07097645,58.78,BTC-28MAR25-115000-C,90409.46,sell,0.2,0.2,,
28,327154517,2024-11-15 12:29:27,1,0.0715,0.07067776,59.01,BTC-28MAR25-115000-C,90246.98,buy,0.2,0.2,,
29,327155259,2024-11-15 12:31:54,2,0.0705,0.0702209,58.8,BTC-28MAR25-115000-C,90101.95,sell,0.2,0.2,,
30,327155757,2024-11-15 12:32:59,3,0.0705,0.07021112,58.8,BTC-28MAR25-115000-C,90086.36,sell,0.1,0.1,,
31,327156517,2024-11-15 12:35:38,2,0.07,0.06998315,58.72,BTC-28MAR25-115000-C,89991.08,sell,0.1,0.1,,
32,327156861,2024-11-15 12:36:08,2,0.0695,0.06951849,58.71,BTC-28MAR25-115000-C,89841.21,sell,0.2,0.2,,
33,327158913,2024-11-15 12:39:50,3,0.0695,0.06949104,58.73,BTC-28MAR25-115000-C,89846.78,sell,0.2,0.2,,
34,327159669,2024-11-15 12:43:45,0,0.07,0.06955489,58.99,BTC-28MAR25-115000-C,89831.21,sell,0.2,0.2,,
35,327163019,2024-11-15 13:02:11,1,0.07,0.06971643,59.0,BTC-28MAR25-115000-C,89851.09,sell,0.2,0.2,,
36,327163917,2024-11-15 13:07:47,1,0.07,0.06960856,59.07,BTC-28MAR25-115000-C,89801.51,sell,0.2,0.2,,
37,327164242,2024-11-15 13:09:50,1,0.07,0.06990321,58.92,BTC-28MAR25-115000-C,89899.49,sell,0.2,0.2,,
38,327165580,2024-11-15 13:20:35,1,0.07,0.06971584,58.89,BTC-28MAR25-115000-C,89941.16,sell,0.2,0.2,,
39,327195981,2024-11-15 14:51:39,2,0.067,0.06782587,57.97,BTC-28MAR25-115000-C,89666.41,sell,1.6,1.6,,
40,327213827,2024-11-15 15:26:24,2,0.0605,0.06063398,57.62,BTC-28MAR25-115000-C,87856.07,sell,3.0,3.0,,
41,327280377,2024-11-15 20:26:27,0,0.0695,0.06920572,57.26,BTC-28MAR25-115000-C,91064.54,sell,1.2,1.2,,
42,327280383,2024-11-15 20:26:29,1,0.0695,0.06920572,57.27,BTC-28MAR25-115000-C,91055.78,sell,0.3,0.3,,
43,327280408,2024-11-15 20:26:38,1,0.0695,0.06911361,57.27,BTC-28MAR25-115000-C,91060.5,sell,8.5,8.5,,
44,327535295,2024-11-17 12:32:20,0,0.0705,0.0702513,58.21,BTC-28MAR25-115000-C,90860.49,buy,0.1,0.1,,
45,327682277,2024-11-18 09:01:14,0,0.0735,0.07364046,58.2,BTC-28MAR25-115000-C,91787.19,buy,1.0,1.0,,
46,327867743,2024-11-18 22:32:21,2,0.0705,0.07054047,57.69,BTC-28MAR25-115000-C,91264.1,buy,0.1,0.1,,
47,327915729,2024-11-19 06:31:58,0,0.0745,0.07454966,58.7,BTC-28MAR25-115000-C,91951.03,buy,1.0,1.0,,
48,327923494,2024-11-19 07:39:53,0,0.0755,0.0749748,59.08,BTC-28MAR25-115000-C,91878.77,sell,0.1,0.1,,
49,327974730,2024-11-19 13:09:42,0,0.077,0.0766111,58.55,BTC-28MAR25-115000-C,92708.65,buy,2.8,2.8,,
50,327974731,2024-11-19 13:09:42,1,0.077,0.0766111,58.55,BTC-28MAR25-115000-C,92708.65,buy,6.0,6.0,,
51,327974732,2024-11-19 13:09:42,1,0.077,0.0766111,58.55,BTC-28MAR25-115000-C,92708.65,buy,5.0,5.0,,
52,327974733,2024-11-19 13:09:42,1,0.077,0.0766111,58.55,BTC-28MAR25-115000-C,92708.65,buy,3.0,3.0,,
53,327981489,2024-11-19 13:32:25,2,0.074,0.07435146,58.27,BTC-28MAR25-115000-C,92024.25,sell,0.9,0.9,,
54,327988043,2024-11-19 13:50:35,2,0.073,0.07262432,58.54,BTC-28MAR25-115000-C,91570.2,buy,0.1,0.1,,
55,328007060,2024-11-19 14:47:37,0,0.074,0.07386471,58.12,BTC-28MAR25-115000-C,92119.23,buy,1.0,1.0,,
56,328023532,2024-11-19 15:30:37,2,0.0725,0.07248055,58.09,BTC-28MAR25-115000-C,91674.38,buy,0.1,0.1,,
57,328025330,2024-11-19 15:33:29,0,0.0745,0.07411155,58.3,BTC-28MAR25-115000-C,92145.5,buy,0.1,0.1,,
58,328041845,2024-11-19 16:30:38,0,0.076,0.07604612,58.22,BTC-28MAR25-115000-C,92666.95,buy,0.4,0.4,,
59,328111464,2024-11-19 20:06:17,0,0.0795,0.07892755,58.75,BTC-28MAR25-115000-C,93396.78,buy,0.1,0.1,,
60,328155300,2024-11-19 22:56:33,2,0.0755,0.07486463,59.39,BTC-28MAR25-115000-C,91870.48,buy,4.4,4.4,,
61,328155301,2024-11-19 22:56:33,3,0.0755,0.07486463,59.39,BTC-28MAR25-115000-C,91870.48,buy,0.2,0.2,,
62,328180864,2024-11-20 03:02:57,2,0.0735,0.07377387,58.78,BTC-28MAR25-115000-C,91795.8,sell,0.1,0.1,,
63,328233342,2024-11-20 09:59:41,0,0.08,0.07959552,59.62,BTC-28MAR25-115000-C,93189.33,buy,5.0,5.0,,
64,328239934,2024-11-20 10:53:11,0,0.0815,0.08092724,60.05,BTC-28MAR25-115000-C,93448.63,buy,1.8,1.8,,
65,328239935,2024-11-20 10:53:11,1,0.0815,0.08092724,60.05,BTC-28MAR25-115000-C,93448.63,buy,6.0,6.0,,
66,328239936,2024-11-20 10:53:11,1,0.0815,0.08092724,60.05,BTC-28MAR25-115000-C,93448.63,buy,0.6,0.6,,
67,328239937,2024-11-20 10:53:11,0,0.082,0.08092724,60.27,BTC-28MAR25-115000-C,93448.63,buy,9.6,9.6,,
68,328239938,2024-11-20 10:53:11,1,0.082,0.08092724,60.27,BTC-28MAR25-115000-C,93448.63,buy,5.0,5.0,,
69,328239939,2024-11-20 10:53:11,1,0.082,0.08092724,60.27,BTC-28MAR25-115000-C,93448.63,sell,0.2,0.2,,
70,328239947,2024-11-20 10:53:11,1,0.082,0.08092724,60.27,BTC-28MAR25-115000-C,93448.63,sell,0.7,0.7,,
71,328252500,2024-11-20 12:13:03,0,0.084,0.08357535,60.97,BTC-28MAR25-115000-C,93487.97,buy,0.1,0.1,,
72,328255641,2024-11-20 12:28:09,0,0.085,0.08479786,61.0,BTC-28MAR25-115000-C,93751.16,buy,0.1,0.1,,
73,328261207,2024-11-20 12:46:25,2,0.0845,0.0842293,61.16,BTC-28MAR25-115000-C,93516.21,sell,0.9,0.9,,
74,328261209,2024-11-20 12:46:25,3,0.0845,0.0842293,61.16,BTC-28MAR25-115000-C,93516.21,sell,0.1,0.1,,
75,328282115,2024-11-20 13:46:36,0,0.0865,0.08657637,60.62,BTC-28MAR25-115000-C,94389.57,buy,1.0,1.0,,
76,328300867,2024-11-20 14:31:56,0,0.088,0.08849271,60.7,BTC-28MAR25-115000-C,94792.11,sell,5.0,5.0,,
77,328320129,2024-11-20 15:11:49,0,0.089,0.08798838,61.89,BTC-28MAR25-115000-C,94327.37,buy,0.1,0.1,,
78,328323032,2024-11-20 15:20:54,0,0.0895,0.08934605,61.91,BTC-28MAR25-115000-C,94417.73,sell,3.0,3.0,,
79,328324664,2024-11-20 15:25:48,0,0.0905,0.0903708,62.15,BTC-28MAR25-115000-C,94585.58,sell,5.0,5.0,,
80,328333619,2024-11-20 15:48:33,0,0.091,0.09183066,61.96,BTC-28MAR25-115000-C,94861.36,sell,1.0,1.0,,
81,328343664,2024-11-20 16:16:48,2,0.0895,0.08946505,62.31,BTC-28MAR25-115000-C,94222.88,buy,5.0,5.0,,
82,328344163,2024-11-20 16:17:37,3,0.0895,0.08920114,62.43,BTC-28MAR25-115000-C,94145.1,buy,2.5,2.5,,
83,328436976,2024-11-21 01:32:13,0,0.091,0.09047619,62.11,BTC-28MAR25-115000-C,94952.54,sell,1.0,1.0,,
84,328474804,2024-11-21 04:10:08,0,0.102,0.10062219,64.16,BTC-28MAR25-115000-C,96648.83,sell,0.1,0.1,,
85,328544583,2024-11-21 07:37:29,2,0.0995,0.09989153,62.17,BTC-28MAR25-115000-C,97281.66,buy,1.0,1.0,,
86,328548998,2024-11-21 07:57:14,2,0.0985,0.09867071,62.14,BTC-28MAR25-115000-C,96990.83,buy,1.8,1.8,,
87,328550487,2024-11-21 08:02:46,0,0.099,0.09936953,62.11,BTC-28MAR25-115000-C,97144.21,sell,5.0,5.0,,
88,328558507,2024-11-21 08:59:54,0,0.0995,0.09887862,62.29,BTC-28MAR25-115000-C,97152.37,buy,2.8,2.8,,
89,328558508,2024-11-21 08:59:54,1,0.0995,0.09887862,62.29,BTC-28MAR25-115000-C,97152.37,buy,3.2,3.2,,
90,328561356,2024-11-21 09:10:32,0,0.1015,0.10059162,62.57,BTC-28MAR25-115000-C,97521.54,buy,1.9,1.9,,
91,328624787,2024-11-21 13:12:24,0,0.106,0.10506432,64.67,BTC-28MAR25-115000-C,97545.54,buy,0.2,0.2,,
92,328624829,2024-11-21 13:12:38,2,0.1055,0.10515355,64.43,BTC-28MAR25-115000-C,97562.96,sell,0.2,0.2,,
93,328626409,2024-11-21 13:20:19,3,0.1055,0.10488653,64.69,BTC-28MAR25-115000-C,97392.02,buy,0.5,0.5,,
94,328626410,2024-11-21 13:20:19,3,0.1055,0.10488653,64.69,BTC-28MAR25-115000-C,97392.02,sell,0.1,0.1,,
95,328644608,2024-11-21 14:39:37,2,0.1015,0.10167346,63.84,BTC-28MAR25-115000-C,96826.32,sell,0.1,0.1,,
96,328657678,2024-11-21 15:00:32,2,0.1005,0.10092957,63.2,BTC-28MAR25-115000-C,96951.22,sell,0.1,0.1,,
97,328674955,2024-11-21 15:32:04,2,0.0975,0.09677135,63.03,BTC-28MAR25-115000-C,96241.25,buy,1.1,1.1,,
98,328674956,2024-11-21 15:32:04,3,0.0975,0.09677135,63.03,BTC-28MAR25-115000-C,96241.25,buy,4.9,4.9,,
99,328676540,2024-11-21 15:35:23,2,0.0965,0.09698839,62.56,BTC-28MAR25-115000-C,96263.68,sell,4.9,4.9,,
100,328737270,2024-11-21 19:17:45,0,0.106,0.10547028,62.57,BTC-28MAR25-115000-C,98950.32,buy,0.1,0.1,,
101,328744122,2024-11-21 19:41:01,2,0.1025,0.10327591,61.97,BTC-28MAR25-115000-C,98404.86,sell,3.0,3.0,,
102,328752281,2024-11-21 20:23:00,0,0.1035,0.1029982,62.24,BTC-28MAR25-115000-C,98595.7,sell,1.0,1.0,,
103,328774825,2024-11-21 22:45:59,2,0.1005,0.10097046,61.49,BTC-28MAR25-115000-C,98263.14,buy,0.2,0.2,,
104,328832111,2024-11-22 06:25:47,0,0.1065,0.10593216,62.74,BTC-28MAR25-115000-C,98977.49,buy,1.1,1.1,,
105,328970180,2024-11-22 15:46:08,2,0.1045,0.10387404,62.29,BTC-28MAR25-115000-C,98872.04,buy,89.0,89.0,BTC-CDIAG-28MAR25_27DEC24-115000_95000,169479
106,329096497,2024-11-23 13:50:15,2,0.1035,0.1026152,62.37,BTC-28MAR25-115000-C,98775.12,buy,0.1,0.1,,
107,329142250,2024-11-23 22:33:11,2,0.1015,0.10150815,62.94,BTC-28MAR25-115000-C,97841.61,sell,0.5,0.5,,
108,329181524,2024-11-24 12:23:22,2,0.099,0.10021729,62.69,BTC-28MAR25-115000-C,97471.44,sell,3.7,3.7,,
109,329201248,2024-11-24 14:12:30,0,0.0995,0.09879831,63.5,BTC-28MAR25-115000-C,97043.37,buy,4.2,4.2,,
110,329277097,2024-11-25 02:08:07,0,0.1015,0.10139145,63.82,BTC-28MAR25-115000-C,97551.92,buy,0.5,0.5,,
111,329331102,2024-11-25 13:11:00,2,0.099,0.09903632,62.85,BTC-28MAR25-115000-C,97457.71,sell,0.1,0.1,,
112,329613635,2024-11-26 08:08:27,2,0.0818,0.08143433,61.82,BTC-28MAR25-115000-C,93472.71,sell,10.0,10.0,,170005
113,329625927,2024-11-26 08:23:32,2,0.0795,0.07923609,61.88,BTC-28MAR25-115000-C,92723.21,buy,0.8,0.8,,
114,329684604,2024-11-26 11:44:59,2,0.0765,0.07634329,62.48,BTC-28MAR25-115000-C,91519.12,buy,0.1,0.1,,
115,329684605,2024-11-26 11:44:59,3,0.0765,0.07634329,62.48,BTC-28MAR25-115000-C,91519.12,buy,0.5,0.5,,
116,329718280,2024-11-26 13:40:31,2,0.0755,0.07619955,60.68,BTC-28MAR25-115000-C,92466.76,sell,0.1,0.1,,
117,329733958,2024-11-26 14:23:12,2,0.075,0.0748433,60.79,BTC-28MAR25-115000-C,92295.22,buy,0.8,0.8,,
118,329733959,2024-11-26 14:23:12,3,0.075,0.0748433,60.79,BTC-28MAR25-115000-C,92295.22,buy,4.2,4.2,,
119,329795886,2024-11-26 16:43:18,0,0.0826,0.08098472,60.97,BTC-28MAR25-115000-C,94537.28,buy,50.0,50.0,BTC-RR-28MAR25-90000_115000,170224
120,329889667,2024-11-26 22:08:18,2,0.0745,0.0745075,60.97,BTC-28MAR25-115000-C,92098.51,buy,1.2,1.2,,
121,330015522,2024-11-27 14:02:34,0,0.0815,0.08161432,60.96,BTC-28MAR25-115000-C,94223.74,buy,0.6,0.6,,
122,330048361,2024-11-27 15:35:28,0,0.0845,0.08500634,60.79,BTC-28MAR25-115000-C,95272.72,buy,0.7,0.7,,
123,330049582,2024-11-27 15:37:05,0,0.085,0.08531157,60.82,BTC-28MAR25-115000-C,95415.44,buy,0.1,0.1,,
124,330050176,2024-11-27 15:37:44,1,0.085,0.08534323,60.82,BTC-28MAR25-115000-C,95400.65,sell,0.1,0.1,,
125,330050182,2024-11-27 15:37:45,1,0.085,0.08532214,60.83,BTC-28MAR25-115000-C,95395.56,sell,0.1,0.1,,
126,330050196,2024-11-27 15:37:45,1,0.085,0.08532214,60.83,BTC-28MAR25-115000-C,95395.56,sell,0.1,0.1,,
127,330050300,2024-11-27 15:37:47,1,0.085,0.08530535,60.85,BTC-28MAR25-115000-C,95378.92,sell,0.1,0.1,,
128,330050305,2024-11-27 15:37:47,1,0.085,0.08530535,60.85,BTC-28MAR25-115000-C,95378.92,sell,0.2,0.2,,
129,330050306,2024-11-27 15:37:47,1,0.085,0.08530535,60.85,BTC-28MAR25-115000-C,95378.92,sell,0.1,0.1,,
130,330050416,2024-11-27 15:37:52,1,0.085,0.08520728,60.88,BTC-28MAR25-115000-C,95362.46,sell,0.1,0.1,,
131,330050423,2024-11-27 15:37:52,1,0.085,0.08520728,60.88,BTC-28MAR25-115000-C,95362.46,sell,0.1,0.1,,
132,330050452,2024-11-27 15:37:56,1,0.085,0.08509488,60.92,BTC-28MAR25-115000-C,95336.2,sell,4.1,4.1,,
133,330053653,2024-11-27 15:46:42,0,0.086,0.08567965,61.12,BTC-28MAR25-115000-C,95517.28,buy,0.1,0.1,,
134,330061612,2024-11-27 16:07:16,1,0.086,0.0859793,61.07,BTC-28MAR25-115000-C,95542.25,buy,3.0,3.0,,
135,330081990,2024-11-27 17:12:43,0,0.0865,0.08624957,61.14,BTC-28MAR25-115000-C,95711.05,buy,2.2,2.2,,
136,330103713,2024-11-27 19:00:59,0,0.0895,0.08909809,61.56,BTC-28MAR25-115000-C,96294.72,buy,0.6,0.6,,
137,330103714,2024-11-27 19:00:59,1,0.0895,0.08909809,61.56,BTC-28MAR25-115000-C,96294.72,sell,0.4,0.4,,
138,330216523,2024-11-28 08:06:33,2,0.0865,0.08617883,62.03,BTC-28MAR25-115000-C,95186.31,sell,0.1,0.1,,
139,330226482,2024-11-28 09:51:41,2,0.0855,0.08536678,61.57,BTC-28MAR25-115000-C,95187.57,sell,0.1,0.1,,
140,330279036,2024-11-28 13:24:52,2,0.083,0.08351896,60.36,BTC-28MAR25-115000-C,95322.41,buy,1.0,1.0,,
141,330306407,2024-11-28 15:53:57,2,0.0815,0.08149199,60.26,BTC-28MAR25-115000-C,94950.51,sell,0.1,0.1,,
142,330394748,2024-11-29 01:11:24,0,0.085,0.08357094,60.8,BTC-28MAR25-115000-C,95472.35,buy,0.1,0.1,,
143,330488577,2024-11-29 10:23:11,2,0.084,0.08411428,58.96,BTC-28MAR25-115000-C,96622.72,buy,0.6,0.6,,
144,330490894,2024-11-29 10:40:28,0,0.0845,0.08419534,58.99,BTC-28MAR25-115000-C,96707.92,buy,0.6,0.6,,
145,330497036,2024-11-29 11:21:35,0,0.085,0.08434199,59.4,BTC-28MAR25-115000-C,96591.66,buy,2.2,2.2,,
146,330497456,2024-11-29 11:24:04,0,0.0855,0.08481176,59.43,BTC-28MAR25-115000-C,96713.53,buy,0.5,0.5,,
147,330521160,2024-11-29 13:13:49,0,0.087,0.08706004,59.38,BTC-28MAR25-115000-C,96972.88,buy,0.1,0.1,,
148,330555769,2024-11-29 15:26:26,0,0.093,0.09276839,59.8,BTC-28MAR25-115000-C,98427.77,sell,0.1,0.1,,
149,330555770,2024-11-29 15:26:26,1,0.093,0.09276839,59.8,BTC-28MAR25-115000-C,98427.77,sell,0.1,0.1,,
150,330828367,2024-12-01 22:36:59,2,0.09,0.08890839,60.49,BTC-28MAR25-115000-C,97526.83,buy,0.3,0.3,,
151,330835699,2024-12-02 00:02:46,2,0.0885,0.08859656,60.16,BTC-28MAR25-115000-C,97259.58,sell,0.1,0.1,,
152,330854449,2024-12-02 02:59:52,0,0.0895,0.089238,59.77,BTC-28MAR25-115000-C,97743.46,buy,0.6,0.6,,
153,330857894,2024-12-02 03:43:46,2,0.088,0.0878888,59.94,BTC-28MAR25-115000-C,97211.21,sell,0.1,0.1,,
154,330956079,2024-12-02 14:59:08,2,0.0845,0.08492252,60.12,BTC-28MAR25-115000-C,96394.31,sell,10.0,10.0,,
155,331011312,2024-12-02 18:07:58,2,0.0795,0.07971178,59.8,BTC-28MAR25-115000-C,95208.35,buy,0.6,0.6,,
156,331110102,2024-12-03 07:40:48,3,0.0795,0.07885273,59.63,BTC-28MAR25-115000-C,95341.86,buy,0.7,0.7,,
157,331122948,2024-12-03 09:50:10,2,0.077,0.0790019,58.85,BTC-28MAR25-115000-C,95218.04,sell,0.4,0.4,,
158,331122951,2024-12-03 09:50:13,3,0.077,0.07900996,58.84,BTC-28MAR25-115000-C,95219.56,sell,0.4,0.4,,
159,331122953,2024-12-03 09:50:16,3,0.077,0.07900894,58.84,BTC-28MAR25-115000-C,95225.44,sell,0.4,0.4,,
160,331142028,2024-12-03 12:22:54,2,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,sell,0.7,0.7,,
161,331142029,2024-12-03 12:22:54,3,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,sell,10.0,10.0,,
162,331142030,2024-12-03 12:22:54,3,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,sell,4.0,4.0,,
163,331142031,2024-12-03 12:22:54,3,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,sell,6.3,6.3,,
164,331142032,2024-12-03 12:22:54,3,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,buy,2.5,2.5,,
165,331142033,2024-12-03 12:22:54,3,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,buy,6.3,6.3,,
166,331142034,2024-12-03 12:22:54,3,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,buy,0.1,0.1,,
167,331142035,2024-12-03 12:22:54,3,0.0755,0.0760561,58.56,BTC-28MAR25-115000-C,94940.1,buy,0.1,0.1,,
168,331143064,2024-12-03 12:36:08,2,0.0745,0.0752016,58.33,BTC-28MAR25-115000-C,94826.25,sell,6.3,6.3,,
169,331143065,2024-12-03 12:36:08,3,0.0745,0.0752016,58.33,BTC-28MAR25-115000-C,94826.25,sell,0.1,0.1,,
170,331143066,2024-12-03 12:36:08,3,0.0745,0.0752016,58.33,BTC-28MAR25-115000-C,94826.25,buy,3.6,3.6,,
171,331180033,2024-12-03 14:45:39,0,0.0755,0.07569748,58.92,BTC-28MAR25-115000-C,94898.34,buy,0.4,0.4,,
172,331196221,2024-12-03 15:23:50,0,0.0805,0.07997868,59.24,BTC-28MAR25-115000-C,96080.08,buy,3.0,3.0,,
173,331318764,2024-12-04 09:49:07,0,0.082,0.08259252,58.53,BTC-28MAR25-115000-C,96917.5,buy,1.5,1.5,,
174,331319051,2024-12-04 09:56:11,1,0.082,0.0821688,58.61,BTC-28MAR25-115000-C,96856.29,buy,0.7,0.7,,
175,331371219,2024-12-04 15:11:14,2,0.081,0.08047195,58.94,BTC-28MAR25-115000-C,96404.62,buy,0.6,0.6,,
176,331453266,2024-12-04 20:25:21,0,0.0905,0.0900834,59.55,BTC-28MAR25-115000-C,98874.47,buy,0.3,0.3,,
177,331453270,2024-12-04 20:25:21,1,0.0905,0.0900834,59.55,BTC-28MAR25-115000-C,98874.47,buy,0.2,0.2,,
178,331453305,2024-12-04 20:25:22,1,0.0905,0.0900834,59.55,BTC-28MAR25-115000-C,98874.47,buy,1.3,1.3,,
179,331498187,2024-12-04 22:37:20,2,0.09,0.08942332,59.79,BTC-28MAR25-115000-C,98694.24,buy,5.0,5.0,,
180,331547456,2024-12-05 02:36:05,0,0.095,0.09415845,59.55,BTC-28MAR25-115000-C,100022.59,buy,0.4,0.4,,
181,331582991,2024-12-05 02:57:22,0,0.1,0.09936644,59.88,BTC-28MAR25-115000-C,101108.96,buy,1.3,1.3,,
182,331659232,2024-12-05 04:47:46,0,0.1065,0.10657032,60.06,BTC-28MAR25-115000-C,103037.49,buy,0.1,0.1,,
183,331672578,2024-12-05 05:40:55,2,0.1045,0.10444359,59.8,BTC-28MAR25-115000-C,102569.6,sell,0.1,0.1,,
184,331685116,2024-12-05 06:15:18,2,0.102,0.10273326,59.58,BTC-28MAR25-115000-C,102007.75,buy,0.2,0.2,,
185,331714969,2024-12-05 07:53:19,0,0.1045,0.10439209,59.44,BTC-28MAR25-115000-C,102545.54,sell,0.5,0.5,,
186,331714970,2024-12-05 07:53:19,1,0.1045,0.10439209,59.44,BTC-28MAR25-115000-C,102545.54,buy,4.5,4.5,,
187,331723006,2024-12-05 08:10:51,0,0.105,0.10510911,59.48,BTC-28MAR25-115000-C,102652.6,sell,0.5,0.5,,
188,331723007,2024-12-05 08:10:51,1,0.105,0.10510911,59.48,BTC-28MAR25-115000-C,102652.6,buy,0.1,0.1,,
189,331729601,2024-12-05 08:38:26,0,0.106,0.10561695,59.78,BTC-28MAR25-115000-C,102790.16,sell,0.1,0.1,,
190,331730183,2024-12-05 08:42:04,2,0.1055,0.10564769,59.56,BTC-28MAR25-115000-C,102780.07,buy,6.2,6.2,,
191,331730184,2024-12-05 08:42:04,3,0.1055,0.10564769,59.56,BTC-28MAR25-115000-C,102780.07,buy,0.1,0.1,,
192,331730195,2024-12-05 08:42:05,3,0.1055,0.10564744,59.57,BTC-28MAR25-115000-C,102772.93,buy,3.7,3.7,,
193,331730324,2024-12-05 08:43:06,0,0.106,0.105615,59.86,BTC-28MAR25-115000-C,102749.18,sell,0.1,0.1,,
194,331730856,2024-12-05 08:45:33,1,0.106,0.10547099,59.93,BTC-28MAR25-115000-C,102674.31,buy,0.1,0.1,,
195,331731912,2024-12-05 08:50:25,1,0.106,0.10577021,59.87,BTC-28MAR25-115000-C,102675.37,sell,1.4,1.4,,
196,331774893,2024-12-05 12:55:46,0,0.1115,0.11058841,61.0,BTC-28MAR25-115000-C,103361.75,buy,0.1,0.1,,
197,331780351,2024-12-05 13:13:00,2,0.11,0.10983324,60.75,BTC-28MAR25-115000-C,103035.69,buy,0.4,0.4,,
198,331787840,2024-12-05 13:39:27,0,0.1105,0.11059027,60.67,BTC-28MAR25-115000-C,103146.43,buy,1.7,1.7,,
199,331787925,2024-12-05 13:39:34,1,0.1105,0.11068148,60.62,BTC-28MAR25-115000-C,103177.09,buy,0.7,0.7,,
200,331788428,2024-12-05 13:41:03,1,0.1105,0.11022152,60.84,BTC-28MAR25-115000-C,103039.11,sell,10.0,10.0,,
201,331788429,2024-12-05 13:41:03,1,0.1105,0.11022152,60.84,BTC-28MAR25-115000-C,103039.11,sell,2.0,2.0,,
