trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,block_trade_id,liquidation
64,277990545,2024-01-03 19:57:28,3,0.1735,0.17412492,64.45,BTC-27DEC24-60000-C,42607.09,sell,0.1,0.1,,,,
65,277991376,2024-01-03 20:05:13,0,0.174,0.17506446,64.47,BTC-27DEC24-60000-C,42668.83,sell,0.6,0.6,,,,
66,277991678,2024-01-03 20:08:38,2,0.1735,0.17452754,64.48,BTC-27DEC24-60000-C,42591.69,sell,2.5,2.5,,,,
67,278681682,2024-01-08 15:31:44,0,0.186,0.18536538,65.43,BTC-27DEC24-60000-C,44890.87,buy,200.0,200.0,,BTC-CSR12-27DEC24-60000_100000,120203,
68,278772929,2024-01-08 20:53:53,0,0.199,0.19516363,65.43,BTC-27DEC24-60000-C,46915.27,buy,2.0,2.0,,,,
69,278798159,2024-01-09 00:36:33,2,0.1935,0.19573415,64.16,BTC-27DEC24-60000-C,46728.59,sell,0.1,0.1,,,,
70,279083861,2024-01-10 10:29:12,2,0.174,0.17674092,61.74,BTC-27DEC24-60000-C,45699.29,buy,1.0,1.0,,,,
71,279083881,2024-01-10 10:29:35,3,0.174,0.17681818,61.72,BTC-27DEC24-60000-C,45711.39,buy,0.1,0.1,,,,
72,279083894,2024-01-10 10:29:48,3,0.174,0.17683274,61.71,BTC-27DEC24-60000-C,45712.42,buy,0.9,0.9,,,,
73,279139672,2024-01-10 13:45:22,0,0.176,0.17460518,63.29,BTC-27DEC24-60000-C,45102.97,buy,5.0,5.0,,,,
74,279141310,2024-01-10 13:48:40,1,0.176,0.17501218,63.29,BTC-27DEC24-60000-C,45134.21,buy,5.0,5.0,,,,
75,279142098,2024-01-10 13:52:11,0,0.177,0.1760982,63.51,BTC-27DEC24-60000-C,45152.37,buy,5.0,5.0,,,,
76,279142329,2024-01-10 13:53:26,1,0.177,0.1762955,63.51,BTC-27DEC24-60000-C,45153.54,buy,5.0,5.0,,,,
77,279142519,2024-01-10 13:54:55,0,0.1775,0.17675702,63.61,BTC-27DEC24-60000-C,45164.66,buy,5.0,5.0,,,,
78,279142868,2024-01-10 13:57:09,1,0.1775,0.17694623,63.62,BTC-27DEC24-60000-C,45130.03,buy,5.0,5.0,,,,
79,279415154,2024-01-11 01:17:33,0,0.189,0.18551321,63.76,BTC-27DEC24-60000-C,46635.97,buy,0.1,0.1,,,,
80,279443824,2024-01-11 06:14:38,2,0.1785,0.17781098,62.69,BTC-27DEC24-60000-C,45679.39,sell,6.0,6.0,,,,
81,279444102,2024-01-11 06:15:15,3,0.1785,0.17875433,62.55,BTC-27DEC24-60000-C,45761.12,sell,4.0,4.0,,,,
82,279456433,2024-01-11 07:58:38,0,0.1895,0.18537184,64.71,BTC-27DEC24-60000-C,46083.03,buy,6.0,6.0,,,,
83,279456434,2024-01-11 07:58:38,1,0.1895,0.18537184,64.71,BTC-27DEC24-60000-C,46083.03,buy,2.0,2.0,,,,
84,279456435,2024-01-11 07:58:38,1,0.1895,0.18537184,64.71,BTC-27DEC24-60000-C,46083.03,buy,11.0,11.0,,,,
85,279466242,2024-01-11 09:33:46,0,0.1925,0.18853983,65.14,BTC-27DEC24-60000-C,46252.68,buy,0.1,0.1,,,,
86,279467225,2024-01-11 09:50:57,2,0.1905,0.18672933,64.62,BTC-27DEC24-60000-C,46283.99,buy,0.1,0.1,,,,
87,279469981,2024-01-11 10:13:56,2,0.187,0.18472156,63.85,BTC-27DEC24-60000-C,46239.6,buy,0.3,0.3,,,,
88,279474780,2024-01-11 10:33:03,2,0.185,0.18559634,62.92,BTC-27DEC24-60000-C,46528.41,buy,20.0,20.0,,BTC-CS-27DEC24-60000_80000,121133,
89,279632435,2024-01-11 16:16:31,2,0.1785,0.17951926,62.71,BTC-27DEC24-60000-C,45857.54,sell,0.1,0.1,,,,
90,279641814,2024-01-11 16:31:24,3,0.1785,0.17907264,62.85,BTC-27DEC24-60000-C,45835.08,sell,4.9,4.9,,,,
91,279659198,2024-01-11 17:27:22,2,0.178,0.17789228,62.64,BTC-27DEC24-60000-C,45833.63,sell,6.5,6.5,,,,
92,279659229,2024-01-11 17:27:30,3,0.178,0.17774286,62.69,BTC-27DEC24-60000-C,45812.78,sell,3.5,3.5,,,,
93,279799984,2024-01-12 09:51:03,2,0.1645,0.16874345,59.24,BTC-27DEC24-60000-C,46036.94,buy,0.5,0.5,,,,
94,279808366,2024-01-12 11:11:03,2,0.164,0.16706394,59.1,BTC-27DEC24-60000-C,46021.63,buy,0.1,0.1,,,,
95,279808579,2024-01-12 11:13:18,0,0.1645,0.16696414,59.23,BTC-27DEC24-60000-C,46031.85,buy,0.9,0.9,,,,
96,279819341,2024-01-12 12:30:41,0,0.171,0.16865535,60.9,BTC-27DEC24-60000-C,46005.49,buy,1.0,1.0,,,,
97,279898053,2024-01-12 16:37:25,2,0.1525,0.15286225,60.24,BTC-27DEC24-60000-C,43631.88,sell,1.5,1.5,,,,
98,279992887,2024-01-12 22:04:51,2,0.1435,0.14258988,60.61,BTC-27DEC24-60000-C,42296.6,sell,0.5,0.5,,,,T
99,280004067,2024-01-12 22:17:55,3,0.1435,0.14474351,60.77,BTC-27DEC24-60000-C,42426.62,sell,0.5,0.5,,,,
100,280006886,2024-01-12 22:21:29,2,0.14,0.14132354,60.89,BTC-27DEC24-60000-C,41867.68,sell,0.5,0.5,,,,
101,280006887,2024-01-12 22:21:29,3,0.14,0.14132354,60.89,BTC-27DEC24-60000-C,41867.68,sell,0.1,0.1,,,,
102,280021958,2024-01-12 22:49:08,0,0.145,0.14308827,61.06,BTC-27DEC24-60000-C,42425.29,sell,2.0,2.0,,,,
103,280060460,2024-01-13 05:15:25,0,0.1525,0.1487353,62.06,BTC-27DEC24-60000-C,42847.8,buy,3.0,3.0,,,,T
104,280078523,2024-01-13 08:30:13,0,0.1635,0.16533649,64.29,BTC-27DEC24-60000-C,43233.8,sell,2.7,2.7,,,,M
105,280575251,2024-01-17 16:00:42,2,0.141,0.1406849,60.13,BTC-27DEC24-60000-C,42456.79,buy,75.0,75.0,,BTC-CS-27DEC24-60000_75000,122339,
106,280665161,2024-01-18 15:36:06,2,0.132,0.13280195,57.51,BTC-27DEC24-60000-C,42688.38,buy,0.2,0.2,,,,
107,280666930,2024-01-18 16:05:47,2,0.131,0.13209389,57.46,BTC-27DEC24-60000-C,42553.07,buy,0.2,0.2,,,,
108,280667052,2024-01-18 16:08:35,2,0.1305,0.13199215,57.36,BTC-27DEC24-60000-C,42530.66,buy,0.1,0.1,,,,
109,280676220,2024-01-18 16:48:21,2,0.13,0.12923196,58.39,BTC-27DEC24-60000-C,41913.93,sell,1.0,1.0,,,,
110,280774832,2024-01-18 22:00:42,2,0.1225,0.12377261,58.34,BTC-27DEC24-60000-C,41066.69,buy,0.2,0.2,,,,
111,280794856,2024-01-19 02:07:45,0,0.124,0.12547429,58.56,BTC-27DEC24-60000-C,41213.06,sell,0.1,0.1,,,,
112,280794959,2024-01-19 02:10:53,1,0.124,0.12475516,58.56,BTC-27DEC24-60000-C,41178.86,buy,0.1,0.1,,,,
113,280836081,2024-01-19 09:16:12,2,0.122,0.12327935,57.73,BTC-27DEC24-60000-C,41370.5,buy,0.3,0.3,,,,
114,280872770,2024-01-19 15:47:29,3,0.122,0.12199869,58.77,BTC-27DEC24-60000-C,40845.05,buy,1.0,1.0,,,,
115,280885126,2024-01-19 16:37:09,2,0.12,0.12073867,58.8,BTC-27DEC24-60000-C,40538.49,sell,0.1,0.1,,,,
116,280908861,2024-01-19 18:00:32,0,0.1249,0.12456611,59.0,BTC-27DEC24-60000-C,41153.81,buy,75.0,75.0,,BTC-CS-27DEC24-60000_75000,122956,
117,280952586,2024-01-20 04:22:52,2,0.1225,0.12602247,57.54,BTC-27DEC24-60000-C,41607.34,sell,1.0,1.0,,,,
118,281061473,2024-01-22 10:13:55,2,0.1175,0.11787873,58.11,BTC-27DEC24-60000-C,40739.84,buy,1.0,1.0,,,,
119,281089185,2024-01-22 14:27:35,2,0.1155,0.11602233,58.12,BTC-27DEC24-60000-C,40553.75,buy,1.0,1.0,,,,
120,281179423,2024-01-22 21:58:29,0,0.1165,0.11401546,59.6,BTC-27DEC24-60000-C,39905.68,buy,1.0,1.0,,,,
121,281179546,2024-01-22 21:58:42,1,0.1165,0.11388202,59.64,BTC-27DEC24-60000-C,39879.22,buy,0.1,0.1,,,,
122,281179556,2024-01-22 21:58:46,2,0.116,0.1137985,59.52,BTC-27DEC24-60000-C,39862.64,sell,1.0,1.0,,,,
123,281179676,2024-01-22 21:59:10,2,0.1145,0.11347394,59.19,BTC-27DEC24-60000-C,39816.43,sell,0.1,0.1,,,,
124,281179686,2024-01-22 21:59:13,0,0.115,0.11347835,59.32,BTC-27DEC24-60000-C,39819.27,buy,0.1,0.1,,,,
125,281180214,2024-01-22 22:01:02,1,0.115,0.11319616,59.4,BTC-27DEC24-60000-C,39766.77,buy,0.2,0.2,,,,
126,281180238,2024-01-22 22:01:08,2,0.1145,0.1131561,59.29,BTC-27DEC24-60000-C,39752.48,sell,0.1,0.1,,,,
127,281180271,2024-01-22 22:01:19,3,0.1145,0.11313102,59.3,BTC-27DEC24-60000-C,39753.07,buy,0.9,0.9,,,,
128,281180295,2024-01-22 22:01:30,3,0.1145,0.11310956,59.31,BTC-27DEC24-60000-C,39743.37,sell,0.5,0.5,,,,
129,281180387,2024-01-22 22:01:50,0,0.115,0.11291765,59.51,BTC-27DEC24-60000-C,39716.49,buy,0.1,0.1,,,,
130,281180610,2024-01-22 22:02:54,2,0.114,0.11339579,59.14,BTC-27DEC24-60000-C,39760.16,sell,0.1,0.1,,,,
131,281180776,2024-01-22 22:04:38,2,0.113,0.11355669,58.77,BTC-27DEC24-60000-C,39817.89,sell,0.2,0.2,,,,
132,281181244,2024-01-22 22:08:57,0,0.1155,0.11319599,59.4,BTC-27DEC24-60000-C,39841.92,buy,0.8,0.8,,,,
133,281183619,2024-01-22 22:31:10,1,0.1155,0.11278991,59.43,BTC-27DEC24-60000-C,39891.71,buy,1.0,1.0,,,,
134,281184389,2024-01-22 22:39:46,2,0.115,0.11238657,59.43,BTC-27DEC24-60000-C,39788.64,buy,1.0,1.0,,,,
135,281184524,2024-01-22 22:41:59,2,0.1145,0.11197248,59.39,BTC-27DEC24-60000-C,39743.2,buy,1.0,1.0,,,,
136,281184525,2024-01-22 22:41:59,3,0.1145,0.11197248,59.39,BTC-27DEC24-60000-C,39743.2,buy,2.5,2.5,,,,
137,281184526,2024-01-22 22:41:59,3,0.1145,0.11197248,59.39,BTC-27DEC24-60000-C,39743.2,sell,0.5,0.5,,,,
138,281186522,2024-01-22 22:47:35,2,0.113,0.11097333,59.27,BTC-27DEC24-60000-C,39591.83,buy,1.0,1.0,,,,
139,281186523,2024-01-22 22:47:35,0,0.1135,0.11097333,59.41,BTC-27DEC24-60000-C,39591.83,buy,1.0,1.0,,,,
140,281189874,2024-01-22 23:11:17,0,0.114,0.11174263,59.28,BTC-27DEC24-60000-C,39715.18,buy,1.0,1.0,,,,
141,281193632,2024-01-22 23:49:51,2,0.1117,0.11038375,59.03,BTC-27DEC24-60000-C,39529.83,buy,12.5,12.5,,BTC-CS-27DEC24-60000_80000,123137,
142,281217137,2024-01-23 05:27:53,0,0.1145,0.1139155,58.89,BTC-27DEC24-60000-C,40024.42,buy,1.0,1.0,,,,
143,281225457,2024-01-23 07:47:08,2,0.111,0.11246144,58.42,BTC-27DEC24-60000-C,39751.52,buy,5.0,5.0,,,,
144,281225521,2024-01-23 07:47:47,3,0.111,0.11239046,58.42,BTC-27DEC24-60000-C,39752.63,buy,5.0,5.0,,,,
145,281225546,2024-01-23 07:48:23,3,0.111,0.11231078,58.43,BTC-27DEC24-60000-C,39751.03,buy,5.0,5.0,,,,
146,281225882,2024-01-23 07:50:23,2,0.1105,0.11161759,58.44,BTC-27DEC24-60000-C,39673.54,sell,3.0,3.0,,,,
147,281226967,2024-01-23 07:56:13,2,0.11,0.11154402,58.24,BTC-27DEC24-60000-C,39698.47,buy,7.0,7.0,,,,
148,281247250,2024-01-23 09:11:04,2,0.1075,0.10735377,58.74,BTC-27DEC24-60000-C,39147.05,buy,2.0,2.0,,,,
149,281295173,2024-01-23 12:57:43,0,0.113,0.11081731,60.57,BTC-27DEC24-60000-C,39000.71,buy,0.5,0.5,,,,
150,281363202,2024-01-23 20:40:46,0,0.1135,0.11151966,60.07,BTC-27DEC24-60000-C,39263.67,buy,0.5,0.5,,,,
151,281363697,2024-01-23 20:43:23,2,0.113,0.11077958,60.09,BTC-27DEC24-60000-C,39205.62,buy,1.0,1.0,,,,
152,281363756,2024-01-23 20:43:59,2,0.1125,0.11086389,59.93,BTC-27DEC24-60000-C,39220.42,buy,1.0,1.0,,,,
153,281377348,2024-01-23 23:24:37,0,0.1145,0.11242092,59.66,BTC-27DEC24-60000-C,39634.02,buy,1.5,1.5,,,,
154,281388921,2024-01-24 01:06:08,0,0.117,0.11485953,59.55,BTC-27DEC24-60000-C,40026.96,buy,0.5,0.5,,,,
155,281499139,2024-01-25 04:47:41,2,0.1135,0.11455545,58.78,BTC-27DEC24-60000-C,39945.03,sell,0.1,0.1,,,,
156,281512030,2024-01-25 09:24:03,2,0.112,0.11404357,58.15,BTC-27DEC24-60000-C,40099.04,sell,10.0,10.0,,,,
157,281512031,2024-01-25 09:24:03,3,0.112,0.11404357,58.15,BTC-27DEC24-60000-C,40099.04,sell,1.7,1.7,,,,
158,281566221,2024-01-25 21:33:05,2,0.111,0.10979725,58.31,BTC-27DEC24-60000-C,39835.47,sell,0.5,0.5,,,,
159,281617802,2024-01-26 10:25:14,0,0.1115,0.11164598,57.78,BTC-27DEC24-60000-C,40207.73,sell,0.1,0.1,,,,
160,281630391,2024-01-26 11:21:37,0,0.1155,0.11628006,57.82,BTC-27DEC24-60000-C,40776.8,sell,2.0,2.0,,,,
161,281661769,2024-01-26 14:07:39,0,0.119,0.1175777,58.12,BTC-27DEC24-60000-C,41136.47,sell,0.5,0.5,,,,
162,281777414,2024-01-27 18:08:56,0,0.1215,0.12025773,57.74,BTC-27DEC24-60000-C,41752.77,sell,0.5,0.5,,,,
163,281857896,2024-01-28 19:02:13,2,0.12,0.12109814,57.05,BTC-27DEC24-60000-C,41931.06,buy,0.3,0.3,,,,
164,281894567,2024-01-29 06:34:49,0,0.1225,0.12435461,57.38,BTC-27DEC24-60000-C,42178.06,sell,3.0,3.0,,,,
165,281921433,2024-01-29 13:39:35,2,0.121,0.12253962,57.29,BTC-27DEC24-60000-C,42042.98,sell,1.0,1.0,,,,
166,281950187,2024-01-29 16:32:24,0,0.1305,0.12851533,58.11,BTC-27DEC24-60000-C,42936.11,sell,0.1,0.1,,,,
167,281956229,2024-01-29 16:52:37,0,0.133,0.13132627,58.12,BTC-27DEC24-60000-C,43285.58,sell,0.1,0.1,,,,
168,281957322,2024-01-29 16:54:15,0,0.1335,0.13103074,58.37,BTC-27DEC24-60000-C,43227.09,sell,0.1,0.1,,,,
169,281983575,2024-01-29 21:40:16,0,0.134,0.13147612,58.55,BTC-27DEC24-60000-C,43237.13,buy,1.0,1.0,,,,
170,281983577,2024-01-29 21:40:21,2,0.133,0.13148672,58.28,BTC-27DEC24-60000-C,43236.29,sell,1.0,1.0,,,,
171,281983595,2024-01-29 21:40:27,3,0.133,0.13143611,58.29,BTC-27DEC24-60000-C,43229.41,sell,0.5,0.5,,,,
172,281983734,2024-01-29 21:41:47,0,0.134,0.13127195,58.61,BTC-27DEC24-60000-C,43192.97,buy,0.2,0.2,,,,
173,281983736,2024-01-29 21:41:58,1,0.134,0.13129329,58.6,BTC-27DEC24-60000-C,43192.87,buy,1.0,1.0,,,,
174,281983873,2024-01-29 21:42:48,2,0.133,0.13167618,58.23,BTC-27DEC24-60000-C,43253.89,sell,0.5,0.5,,,,
175,281983940,2024-01-29 21:43:00,3,0.133,0.13175964,58.22,BTC-27DEC24-60000-C,43255.21,sell,1.0,1.0,,,,
176,281984103,2024-01-29 21:44:46,0,0.134,0.13152381,58.55,BTC-27DEC24-60000-C,43226.49,buy,1.0,1.0,,,,
177,281986657,2024-01-29 22:48:14,1,0.134,0.1308248,58.63,BTC-27DEC24-60000-C,43146.66,buy,1.0,1.0,,,,
178,281986781,2024-01-29 22:49:46,1,0.134,0.13062386,58.69,BTC-27DEC24-60000-C,43120.8,buy,3.0,3.0,,,,
179,281987129,2024-01-29 22:55:01,2,0.133,0.13048882,58.35,BTC-27DEC24-60000-C,43153.82,buy,1.5,1.5,,,,
180,281987156,2024-01-29 22:56:25,3,0.133,0.13040619,58.35,BTC-27DEC24-60000-C,43152.2,buy,0.5,0.5,,,,
181,281987165,2024-01-29 22:57:58,3,0.133,0.13032899,58.35,BTC-27DEC24-60000-C,43151.18,buy,1.0,1.0,,,,
182,281987296,2024-01-29 23:02:12,3,0.133,0.12999416,58.39,BTC-27DEC24-60000-C,43135.77,buy,0.1,0.1,,,,
183,281993747,2024-01-30 01:13:22,0,0.1335,0.13044463,58.42,BTC-27DEC24-60000-C,43200.61,buy,0.1,0.1,,,,
184,281997047,2024-01-30 01:32:34,0,0.1355,0.13240557,58.44,BTC-27DEC24-60000-C,43468.36,buy,0.1,0.1,,,,
185,281997617,2024-01-30 01:34:20,1,0.1355,0.1325287,58.41,BTC-27DEC24-60000-C,43497.61,sell,0.1,0.1,,,,
186,282006418,2024-01-30 02:45:16,0,0.1375,0.13451726,58.54,BTC-27DEC24-60000-C,43724.66,buy,0.1,0.1,,,,
187,282006615,2024-01-30 02:46:49,0,0.138,0.1347896,58.61,BTC-27DEC24-60000-C,43772.34,buy,0.1,0.1,,,,
188,282011164,2024-01-30 03:50:42,2,0.1355,0.13468505,58.42,BTC-27DEC24-60000-C,43505.93,sell,2.0,2.0,,,,
189,282024306,2024-01-30 08:12:51,2,0.1315,0.13322998,57.76,BTC-27DEC24-60000-C,43323.68,sell,1.0,1.0,,,,
190,282024309,2024-01-30 08:12:55,3,0.1315,0.13323265,57.75,BTC-27DEC24-60000-C,43323.86,sell,1.0,1.0,,,,
191,282024703,2024-01-30 08:20:55,3,0.1315,0.13375687,57.61,BTC-27DEC24-60000-C,43388.83,sell,8.0,8.0,,,,
192,282026482,2024-01-30 08:46:23,3,0.1315,0.13194805,57.54,BTC-27DEC24-60000-C,43392.04,buy,0.5,0.5,,,,
193,282177513,2024-01-31 13:32:41,2,0.131,0.12867795,58.84,BTC-27DEC24-60000-C,42650.4,buy,0.5,0.5,,,,
194,282273187,2024-01-31 22:38:42,0,0.132,0.12902961,59.18,BTC-27DEC24-60000-C,42605.77,buy,0.5,0.5,,,,
