trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,liquidation,combo_id,block_trade_id,combo_trade_id
201,270745818,2023-11-10 13:24:57,1,0.1565,0.15644366,64.31,BTC-27SEP24-50000-C,37110.48,sell,,1.0,,,,
202,270763608,2023-11-10 16:05:03,2,0.154,0.1551158,63.63,BTC-27SEP24-50000-C,37144.16,buy,,0.1,,,,
203,270763837,2023-11-10 16:05:42,0,0.155,0.15540498,63.79,BTC-27SEP24-50000-C,37188.36,buy,,0.1,,,,
204,270764039,2023-11-10 16:06:31,1,0.155,0.15556969,63.71,BTC-27SEP24-50000-C,37222.3,buy,,0.1,,,,
205,270951472,2023-11-13 01:16:51,2,0.152,0.15032022,62.7,BTC-27SEP24-50000-C,37348.36,buy,,0.3,,,,
206,270981452,2023-11-13 08:44:00,2,0.147,0.14898166,62.12,BTC-27SEP24-50000-C,37028.89,buy,,0.1,,,,
207,270983356,2023-11-13 09:16:06,0,0.149,0.14876518,62.71,BTC-27SEP24-50000-C,36992.49,buy,,0.2,,,,
208,270996492,2023-11-13 13:23:40,2,0.1475,0.14762041,62.76,BTC-27SEP24-50000-C,36786.67,sell,,0.1,,,,
209,271011895,2023-11-13 15:58:33,2,0.1473,0.14603984,62.59,BTC-27SEP24-50000-C,36822.48,buy,,50.0,,,109264,
210,271122906,2023-11-14 12:04:57,2,0.141,0.14133943,62.17,BTC-27SEP24-50000-C,36245.12,sell,,1.4,,,,
211,271208931,2023-11-14 18:53:49,2,0.134,0.13294537,62.61,BTC-27SEP24-50000-C,35224.01,sell,,1.0,,,,
212,271210605,2023-11-14 18:53:53,2,0.133,0.1319414,62.74,BTC-27SEP24-50000-C,35042.76,sell,,0.1,,,,
213,271210990,2023-11-14 18:53:54,2,0.1325,0.13148588,62.62,BTC-27SEP24-50000-C,35005.04,sell,,0.1,,,,
214,271211176,2023-11-14 18:53:55,2,0.132,0.13148588,62.48,BTC-27SEP24-50000-C,35005.04,sell,,0.1,,,,
215,271216979,2023-11-14 18:55:37,0,0.133,0.1334131,62.53,BTC-27SEP24-50000-C,35178.76,buy,,1.0,,,,
216,271312551,2023-11-15 13:31:00,0,0.141,0.13893689,62.67,BTC-27SEP24-50000-C,36087.94,buy,,1.0,,,,
217,271326957,2023-11-15 16:04:17,0,0.145,0.14299064,62.85,BTC-27SEP24-50000-C,36533.74,buy,,1.0,,,,
218,271579827,2023-11-16 18:01:26,2,0.141,0.14193562,62.33,BTC-27SEP24-50000-C,36351.62,buy,,0.1,,,,
219,271581573,2023-11-16 18:05:25,2,0.1395,0.14077886,62.23,BTC-27SEP24-50000-C,36218.14,buy,,0.5,,,,
220,271637793,2023-11-16 21:14:40,0,0.14,0.13991039,63.02,BTC-27SEP24-50000-C,35971.39,buy,,0.1,,,,
221,271637916,2023-11-16 21:15:15,1,0.14,0.13987201,63.02,BTC-27SEP24-50000-C,35972.55,buy,,0.1,,,,
222,271638112,2023-11-16 21:16:10,1,0.14,0.13995921,62.98,BTC-27SEP24-50000-C,35985.08,buy,,0.1,,,,
223,271910323,2023-11-19 19:05:27,0,0.1445,0.14172668,62.88,BTC-27SEP24-50000-C,36846.71,buy,,0.3,,,,
224,271912058,2023-11-19 19:46:20,0,0.145,0.14218171,62.9,BTC-27SEP24-50000-C,36898.2,buy,,0.5,,,,
225,271912493,2023-11-19 19:47:49,0,0.146,0.14280086,63.02,BTC-27SEP24-50000-C,36961.42,buy,,0.1,,,,
226,271912523,2023-11-19 19:48:10,1,0.146,0.14277751,63.02,BTC-27SEP24-50000-C,36957.11,buy,,0.1,,,,
227,271941891,2023-11-20 01:10:07,0,0.148,0.14625122,62.63,BTC-27SEP24-50000-C,37308.34,sell,,1.0,,,,
228,271941914,2023-11-20 01:10:22,1,0.148,0.14618802,62.65,BTC-27SEP24-50000-C,37296.91,sell,,1.0,,,,
229,271941916,2023-11-20 01:10:29,1,0.148,0.14616469,62.66,BTC-27SEP24-50000-C,37293.19,sell,,1.0,,,,
230,271941917,2023-11-20 01:10:33,1,0.148,0.14615511,62.66,BTC-27SEP24-50000-C,37292.96,sell,,1.0,,,,
231,271941921,2023-11-20 01:10:36,1,0.148,0.1461159,62.67,BTC-27SEP24-50000-C,37289.21,sell,,1.0,,,,
232,271941922,2023-11-20 01:10:40,1,0.148,0.14612827,62.67,BTC-27SEP24-50000-C,37291.07,sell,,1.0,,,,
233,271941923,2023-11-20 01:10:43,1,0.148,0.14612819,62.67,BTC-27SEP24-50000-C,37291.35,sell,,1.0,,,,
234,271941929,2023-11-20 01:10:46,1,0.148,0.14610502,62.67,BTC-27SEP24-50000-C,37288.26,sell,,1.0,,,,
235,271941930,2023-11-20 01:10:48,1,0.148,0.14610234,62.67,BTC-27SEP24-50000-C,37288.8,sell,,1.0,,,,
236,271941949,2023-11-20 01:10:58,1,0.148,0.14608163,62.68,BTC-27SEP24-50000-C,37288.19,buy,,10.0,,,,
237,271941961,2023-11-20 01:11:09,1,0.148,0.1460392,62.69,BTC-27SEP24-50000-C,37280.55,sell,,1.0,,,,
238,271942013,2023-11-20 01:11:47,1,0.148,0.14610162,62.67,BTC-27SEP24-50000-C,37291.19,buy,,10.0,,,,
239,272043294,2023-11-20 17:55:11,0,0.1495,0.14975821,62.39,BTC-27SEP24-50000-C,37606.0,buy,,0.2,,,,
240,272085503,2023-11-21 02:06:10,0,0.1515,0.1520651,62.95,BTC-27SEP24-50000-C,37630.87,buy,,30.0,,,,
241,272152223,2023-11-21 15:03:23,2,0.1405,0.14056915,62.91,BTC-27SEP24-50000-C,36388.69,sell,,0.1,,,,
242,272262014,2023-11-21 22:56:25,2,0.1395,0.13924839,62.82,BTC-27SEP24-50000-C,36394.99,sell,,0.3,,,,
243,272353765,2023-11-22 15:12:08,2,0.139,0.13918253,62.91,BTC-27SEP24-50000-C,36286.19,sell,,0.1,,,,
244,272356490,2023-11-22 15:28:06,0,0.14,0.13963385,62.68,BTC-27SEP24-50000-C,36510.59,sell,,0.1,,,,
245,272358986,2023-11-22 15:57:09,0,0.141,0.13860671,63.02,BTC-27SEP24-50000-C,36479.78,buy,,9.1,,,,
246,272359069,2023-11-22 15:58:37,1,0.141,0.13848336,63.04,BTC-27SEP24-50000-C,36462.19,buy,,0.7,,,,
247,272359070,2023-11-22 15:58:37,1,0.141,0.13848336,63.04,BTC-27SEP24-50000-C,36462.19,buy,,4.3,,,,
248,272433782,2023-11-22 23:52:09,0,0.148,0.14794521,62.52,BTC-27SEP24-50000-C,37474.95,buy,,0.5,,,,
249,272599461,2023-11-24 13:47:51,0,0.149,0.14808799,62.08,BTC-27SEP24-50000-C,37775.26,buy,,0.5,,,,
250,272640203,2023-11-24 16:08:12,0,0.1525,0.15536337,61.51,BTC-27SEP24-50000-C,38365.09,sell,,0.1,,,,
251,272645253,2023-11-24 16:35:20,0,0.155,0.15406916,62.77,BTC-27SEP24-50000-C,38134.04,sell,,0.1,,,,
252,272707466,2023-11-25 08:34:00,2,0.15,0.15114708,62.35,BTC-27SEP24-50000-C,37814.99,sell,,1.0,,,,
253,272717660,2023-11-25 14:38:37,2,0.148,0.14947956,62.09,BTC-27SEP24-50000-C,37699.35,sell,,0.1,,,,
254,272849896,2023-11-27 13:19:21,2,0.142,0.1421363,62.6,BTC-27SEP24-50000-C,36882.88,sell,,0.1,,,,
255,272863458,2023-11-27 14:45:40,2,0.1405,0.13990345,62.41,BTC-27SEP24-50000-C,36842.15,buy,,0.1,,,,
256,272877100,2023-11-27 16:01:48,3,0.1405,0.14028437,62.59,BTC-27SEP24-50000-C,36749.77,sell,,0.1,,,,
257,272967192,2023-11-28 16:40:48,0,0.1455,0.14582587,61.63,BTC-27SEP24-50000-C,37743.41,buy,,0.8,,,,
258,273044995,2023-11-29 03:31:49,0,0.146,0.14603612,61.26,BTC-27SEP24-50000-C,37987.42,buy,,0.7,,,,
259,273087552,2023-11-29 12:44:45,0,0.151,0.15023982,62.08,BTC-27SEP24-50000-C,38221.98,buy,,1.0,,,,
260,273216600,2023-11-30 23:31:32,2,0.142,0.14391162,60.96,BTC-27SEP24-50000-C,37726.07,sell,,3.0,,,,
261,273333622,2023-12-01 15:19:37,0,0.1485,0.14799168,61.15,BTC-27SEP24-50000-C,38414.28,buy,,0.5,,,,
262,273455354,2023-12-02 20:00:17,0,0.1565,0.15727426,60.99,BTC-27SEP24-50000-C,39455.22,sell,,0.1,,,,
263,273455382,2023-12-02 20:00:23,1,0.1565,0.15727196,60.98,BTC-27SEP24-50000-C,39457.28,sell,,0.1,,,,
264,273465713,2023-12-02 21:19:26,0,0.1575,0.15739193,61.18,BTC-27SEP24-50000-C,39487.32,sell,,0.1,,,,
265,273476736,2023-12-02 23:59:18,2,0.1555,0.15525896,60.65,BTC-27SEP24-50000-C,39473.38,buy,,1.0,,,,
266,273477829,2023-12-03 00:33:10,0,0.158,0.15646606,61.39,BTC-27SEP24-50000-C,39459.43,sell,,0.1,,,,
267,273523710,2023-12-03 18:01:15,1,0.158,0.15835366,61.17,BTC-27SEP24-50000-C,39525.34,buy,,0.1,,,,
268,273523716,2023-12-03 18:01:35,1,0.158,0.15834961,61.17,BTC-27SEP24-50000-C,39527.86,buy,,1.0,,,,
269,273549890,2023-12-03 23:20:31,0,0.164,0.16334047,61.67,BTC-27SEP24-50000-C,40003.94,sell,,0.3,,,,
270,273625877,2023-12-04 05:48:41,0,0.1765,0.17636356,61.78,BTC-27SEP24-50000-C,41409.65,buy,,0.5,,,,
271,273642848,2023-12-04 07:12:24,2,0.1755,0.17602666,61.56,BTC-27SEP24-50000-C,41421.21,buy,,1.0,,,,
272,273642914,2023-12-04 07:13:19,2,0.175,0.17547067,61.44,BTC-27SEP24-50000-C,41409.56,buy,,1.0,,,,
273,273642940,2023-12-04 07:13:44,2,0.1745,0.17516563,61.3,BTC-27SEP24-50000-C,41407.31,buy,,1.0,,,,
274,273643000,2023-12-04 07:14:15,0,0.175,0.17500104,61.41,BTC-27SEP24-50000-C,41414.64,buy,,1.0,,,,
275,273643033,2023-12-04 07:14:51,2,0.1745,0.17520946,61.24,BTC-27SEP24-50000-C,41434.87,buy,,1.0,,,,
276,273643034,2023-12-04 07:14:51,0,0.175,0.17517633,61.38,BTC-27SEP24-50000-C,41434.87,buy,,1.0,,,,
277,273643063,2023-12-04 07:15:15,2,0.174,0.17510072,61.11,BTC-27SEP24-50000-C,41432.09,buy,,1.0,,,,
278,273643065,2023-12-04 07:15:17,0,0.1745,0.1750995,61.25,BTC-27SEP24-50000-C,41432.53,buy,,1.0,,,,
279,273643129,2023-12-04 07:15:38,1,0.1745,0.17513588,61.21,BTC-27SEP24-50000-C,41452.54,buy,,1.0,,,,
280,273643145,2023-12-04 07:15:49,1,0.1745,0.17515906,61.21,BTC-27SEP24-50000-C,41455.61,buy,,1.0,,,,
281,273643156,2023-12-04 07:16:00,1,0.1745,0.17521277,61.2,BTC-27SEP24-50000-C,41462.02,buy,,1.0,,,,
282,273643201,2023-12-04 07:16:35,1,0.1745,0.17533101,61.16,BTC-27SEP24-50000-C,41480.24,sell,,1.0,,,,
283,273659693,2023-12-04 09:08:53,0,0.177,0.17612878,61.18,BTC-27SEP24-50000-C,41773.18,sell,,10.0,,,,
284,273671803,2023-12-04 10:38:31,0,0.178,0.1772276,61.28,BTC-27SEP24-50000-C,41891.11,sell,,0.6,,,,
285,273671806,2023-12-04 10:38:31,1,0.178,0.17726348,61.28,BTC-27SEP24-50000-C,41891.11,sell,,0.1,,,,
286,273671822,2023-12-04 10:38:35,1,0.178,0.1772952,61.27,BTC-27SEP24-50000-C,41892.64,sell,,0.1,,,,
287,273671845,2023-12-04 10:38:40,1,0.178,0.17730163,61.27,BTC-27SEP24-50000-C,41891.79,sell,,0.1,,,,
288,273671850,2023-12-04 10:38:41,1,0.178,0.17729256,61.28,BTC-27SEP24-50000-C,41888.72,sell,,0.1,,,,
289,273671855,2023-12-04 10:38:41,1,0.178,0.17729256,61.28,BTC-27SEP24-50000-C,41888.72,sell,,0.1,,,,
290,273671857,2023-12-04 10:38:41,1,0.178,0.17729256,61.28,BTC-27SEP24-50000-C,41888.72,sell,,3.8,,,,
291,273671875,2023-12-04 10:38:47,1,0.178,0.17729908,61.28,BTC-27SEP24-50000-C,41884.16,sell,,0.1,,,,
292,273671891,2023-12-04 10:38:48,1,0.178,0.17726375,61.3,BTC-27SEP24-50000-C,41877.54,sell,,0.1,,,,
293,273671899,2023-12-04 10:38:50,1,0.178,0.17725036,61.3,BTC-27SEP24-50000-C,41877.26,sell,,0.1,,,,
294,273671905,2023-12-04 10:38:51,1,0.178,0.17725036,61.3,BTC-27SEP24-50000-C,41876.67,sell,,0.1,,,,
295,273671920,2023-12-04 10:38:52,1,0.178,0.17722191,61.31,BTC-27SEP24-50000-C,41872.36,sell,,0.1,,,,
296,273672797,2023-12-04 10:44:35,1,0.178,0.17831653,61.25,BTC-27SEP24-50000-C,41949.35,sell,,4.6,,,,
297,273702202,2023-12-04 12:44:32,0,0.1785,0.17703844,61.99,BTC-27SEP24-50000-C,41686.26,sell,,12.0,,,,
298,273797975,2023-12-05 01:34:17,2,0.177,0.17738376,61.65,BTC-27SEP24-50000-C,41675.7,buy,,0.1,,,,
299,273801620,2023-12-05 02:52:08,0,0.179,0.17852745,62.05,BTC-27SEP24-50000-C,41736.8,sell,,3.4,,,,
300,273801621,2023-12-05 02:52:08,1,0.179,0.17852745,62.05,BTC-27SEP24-50000-C,41736.8,sell,,0.7,,,,
301,273801631,2023-12-05 02:52:18,0,0.1795,0.1784674,62.21,BTC-27SEP24-50000-C,41727.42,sell,,5.9,,,,
302,273802309,2023-12-05 03:02:26,2,0.179,0.1781185,62.1,BTC-27SEP24-50000-C,41726.53,sell,,10.0,,,,
303,273807683,2023-12-05 05:04:57,2,0.1775,0.17798403,61.73,BTC-27SEP24-50000-C,41725.33,sell,,0.2,,,,
304,273828661,2023-12-05 09:13:43,2,0.175,0.17479315,61.26,BTC-27SEP24-50000-C,41656.51,buy,,0.1,,,,
305,273828664,2023-12-05 09:13:50,0,0.1755,0.17479862,61.4,BTC-27SEP24-50000-C,41656.62,buy,,0.1,,,,
306,273847615,2023-12-05 13:06:10,0,0.176,0.17669508,60.97,BTC-27SEP24-50000-C,41868.56,buy,,0.3,,,,
307,273847819,2023-12-05 13:08:30,0,0.1765,0.17681669,61.01,BTC-27SEP24-50000-C,41912.89,buy,,0.3,,,,
308,273869791,2023-12-05 15:38:34,0,0.18,0.18000397,60.92,BTC-27SEP24-50000-C,42393.15,buy,,0.3,,,,
309,273872024,2023-12-05 15:45:56,0,0.181,0.18055216,61.28,BTC-27SEP24-50000-C,42360.07,sell,,0.1,,,,
310,273877175,2023-12-05 16:20:06,2,0.179,0.1790922,61.15,BTC-27SEP24-50000-C,42189.15,sell,,0.4,,,,
311,273879056,2023-12-05 16:31:37,0,0.181,0.18074418,61.22,BTC-27SEP24-50000-C,42390.01,sell,,0.4,,,,
312,274017882,2023-12-05 22:26:30,0,0.193,0.19263166,60.21,BTC-27SEP24-50000-C,44253.56,buy,,0.1,,,,
313,274018150,2023-12-05 22:27:35,1,0.193,0.1932085,60.21,BTC-27SEP24-50000-C,44256.84,buy,,1.7,,,,
314,274102306,2023-12-06 10:29:04,0,0.194,0.19327161,60.75,BTC-27SEP24-50000-C,44208.51,buy,,50.0,,BTC-STRG-27SEP24-40000_50000,114559,
315,274175644,2023-12-06 20:57:05,2,0.1895,0.18782252,60.46,BTC-27SEP24-50000-C,43855.71,sell,,0.5,,,,
316,274180630,2023-12-06 21:35:32,2,0.188,0.18790899,60.42,BTC-27SEP24-50000-C,43693.53,sell,,0.5,,,,
317,274189142,2023-12-06 23:11:18,2,0.187,0.18693411,60.29,BTC-27SEP24-50000-C,43645.81,sell,,0.5,,,,
318,274266619,2023-12-07 12:27:20,2,0.18,0.17966922,59.88,BTC-27SEP24-50000-C,43108.7,sell,,0.1,,,,
319,274274046,2023-12-07 13:28:12,0,0.182,0.18143807,59.99,BTC-27SEP24-50000-C,43290.26,sell,,0.1,,,,
320,274340994,2023-12-08 00:15:26,2,0.18,0.18057987,59.2,BTC-27SEP24-50000-C,43368.21,buy,,0.2,,,,
321,274399843,2023-12-08 10:24:00,2,0.1785,0.17875494,59.27,BTC-27SEP24-50000-C,43151.07,sell,,0.1,,,,
322,274462777,2023-12-08 17:07:26,0,0.1875,0.18430951,60.2,BTC-27SEP24-50000-C,43810.46,buy,,0.1,,,,
323,274559325,2023-12-09 13:04:50,2,0.186,0.18350893,59.53,BTC-27SEP24-50000-C,43903.33,buy,,0.5,,,,
324,274615665,2023-12-10 10:09:42,2,0.178,0.17881926,58.0,BTC-27SEP24-50000-C,43665.1,buy,,0.3,,,,
325,274666174,2023-12-11 02:07:22,2,0.1715,0.17081931,59.15,BTC-27SEP24-50000-C,42426.61,sell,,0.1,,,,
326,274682469,2023-12-11 02:13:14,2,0.1635,0.15552702,61.34,BTC-27SEP24-50000-C,40625.46,sell,,0.5,,,,
327,274684335,2023-12-11 02:13:26,2,0.16,0.15499999,60.78,BTC-27SEP24-50000-C,40480.44,sell,,0.5,,,,
328,274754823,2023-12-11 06:07:21,0,0.1735,0.1736987,60.72,BTC-27SEP24-50000-C,42018.02,buy,,0.5,,,,
329,274754825,2023-12-11 06:07:28,1,0.1735,0.17376228,60.71,BTC-27SEP24-50000-C,42021.63,buy,,0.5,,,,
330,274755113,2023-12-11 06:08:48,1,0.1735,0.17361377,60.71,BTC-27SEP24-50000-C,42020.26,buy,,0.6,,,,
331,274771555,2023-12-11 07:46:00,0,0.174,0.1751259,60.63,BTC-27SEP24-50000-C,42120.55,sell,,0.2,,,,
332,274786704,2023-12-11 09:56:09,1,0.174,0.17458613,60.09,BTC-27SEP24-50000-C,42319.54,sell,,1.0,,,,
333,274807318,2023-12-11 13:26:22,2,0.173,0.17328944,60.13,BTC-27SEP24-50000-C,42172.71,sell,,0.4,,,,
334,274820483,2023-12-11 14:30:40,2,0.1695,0.16905076,59.81,BTC-27SEP24-50000-C,41880.09,buy,,2.3,,,,
335,274820484,2023-12-11 14:30:40,3,0.1695,0.16905076,59.81,BTC-27SEP24-50000-C,41880.09,buy,,0.4,,,,
336,274827851,2023-12-11 15:01:45,3,0.1695,0.16841631,59.9,BTC-27SEP24-50000-C,41840.41,buy,,0.5,,,,
337,274837657,2023-12-11 15:54:04,2,0.168,0.16807516,59.61,BTC-27SEP24-50000-C,41801.85,buy,,5.0,,,,
338,274845043,2023-12-11 16:18:01,2,0.166,0.16448595,59.83,BTC-27SEP24-50000-C,41471.56,buy,,4.0,,,,
339,274865158,2023-12-11 17:54:07,2,0.1645,0.16338994,59.67,BTC-27SEP24-50000-C,41348.89,buy,,1.0,,,,
340,274900485,2023-12-11 19:08:51,2,0.1605,0.16010952,59.51,BTC-27SEP24-50000-C,40909.56,buy,,6.8,,,,
341,274901047,2023-12-11 19:11:26,3,0.1605,0.15997583,59.51,BTC-27SEP24-50000-C,40912.27,buy,,5.0,,,,
342,274906534,2023-12-11 19:22:55,0,0.161,0.15909113,60.24,BTC-27SEP24-50000-C,40676.29,sell,,0.8,,,,
343,274935816,2023-12-11 21:20:43,0,0.164,0.16291489,60.07,BTC-27SEP24-50000-C,41060.16,sell,,1.0,,,,
344,275055804,2023-12-12 16:04:19,2,0.163,0.1637649,58.97,BTC-27SEP24-50000-C,41418.78,buy,1.0,1.0,,,,
345,275291954,2023-12-14 06:24:10,0,0.1775,0.17685952,59.34,BTC-27SEP24-50000-C,43089.66,buy,3.0,3.0,,,,
346,275314708,2023-12-14 11:39:13,0,0.178,0.17791019,58.89,BTC-27SEP24-50000-C,43256.3,buy,5.0,5.0,,,,
347,275325879,2023-12-14 13:29:34,2,0.1735,0.17418514,59.5,BTC-27SEP24-50000-C,42449.33,sell,1.0,1.0,,,,
348,275382542,2023-12-14 16:44:12,0,0.1751,0.17290035,59.77,BTC-27SEP24-50000-C,42606.56,buy,10.0,10.0,,BTC-CBUT-27SEP24-50000_65000_80000,116041,
349,275415583,2023-12-14 19:43:23,2,0.174,0.17330009,58.84,BTC-27SEP24-50000-C,42891.92,sell,2.0,2.0,,,,
350,275573143,2023-12-16 00:35:36,2,0.165,0.16550231,58.76,BTC-27SEP24-50000-C,41810.58,sell,1.0,1.0,,,,
351,275639809,2023-12-16 21:20:04,0,0.1665,0.16343134,58.09,BTC-27SEP24-50000-C,42315.4,buy,0.3,0.3,,,,
352,275666369,2023-12-17 08:06:31,2,0.1615,0.16158353,57.87,BTC-27SEP24-50000-C,41865.48,buy,0.2,0.2,,,,
353,275802425,2023-12-18 10:40:27,2,0.153,0.1539815,58.51,BTC-27SEP24-50000-C,40647.91,buy,1.0,1.0,,,,
354,275833165,2023-12-18 14:38:46,0,0.16,0.15934481,58.0,BTC-27SEP24-50000-C,41647.04,buy,0.1,0.1,,,,
355,275940027,2023-12-19 10:18:49,0,0.1715,0.17311831,58.2,BTC-27SEP24-50000-C,42972.46,sell,0.5,0.5,,,,
356,275952862,2023-12-19 12:44:26,0,0.174,0.17275647,59.11,BTC-27SEP24-50000-C,42893.87,buy,3.0,3.0,,,,
357,275952984,2023-12-19 12:45:45,1,0.174,0.17296863,59.08,BTC-27SEP24-50000-C,42908.7,buy,3.0,3.0,,,,
358,276001040,2023-12-19 18:45:05,2,0.1695,0.16861547,59.67,BTC-27SEP24-50000-C,42159.66,sell,0.2,0.2,,,,
359,276001076,2023-12-19 18:45:35,3,0.1695,0.16853246,59.71,BTC-27SEP24-50000-C,42139.43,buy,0.2,0.2,,,,
360,276142011,2023-12-20 16:56:55,0,0.181,0.18079902,59.47,BTC-27SEP24-50000-C,43602.09,sell,0.5,0.5,,,,
361,276224671,2023-12-21 08:05:45,0,0.183,0.18118747,59.6,BTC-27SEP24-50000-C,43736.29,sell,1.0,1.0,,,,
362,276224971,2023-12-21 08:10:26,1,0.183,0.18220694,59.52,BTC-27SEP24-50000-C,43766.07,sell,0.5,0.5,,,,
363,276224999,2023-12-21 08:10:35,1,0.183,0.18229396,59.5,BTC-27SEP24-50000-C,43774.47,sell,0.4,0.4,,,,
364,276238878,2023-12-21 10:35:41,2,0.1815,0.18151996,58.98,BTC-27SEP24-50000-C,43808.3,buy,10.0,10.0,,,,
365,276239084,2023-12-21 10:38:00,3,0.1815,0.18164918,58.92,BTC-27SEP24-50000-C,43837.0,buy,10.0,10.0,,,,
366,276239107,2023-12-21 10:38:35,2,0.1805,0.18172036,58.62,BTC-27SEP24-50000-C,43840.25,buy,0.1,0.1,,,,
367,276246698,2023-12-21 11:22:54,0,0.1825,0.18272032,58.79,BTC-27SEP24-50000-C,43967.05,buy,4.3,4.3,,,,
368,276246699,2023-12-21 11:22:54,1,0.1825,0.18272032,58.79,BTC-27SEP24-50000-C,43967.05,buy,0.8,0.8,,,,
369,276246700,2023-12-21 11:22:54,1,0.1825,0.18272032,58.79,BTC-27SEP24-50000-C,43967.05,buy,4.2,4.2,,,,
370,276246712,2023-12-21 11:22:56,1,0.1825,0.18274041,58.79,BTC-27SEP24-50000-C,43970.23,buy,0.7,0.7,,,,
371,276396490,2023-12-22 08:10:05,0,0.183,0.17987437,59.75,BTC-27SEP24-50000-C,43699.9,buy,0.1,0.1,,,,
372,276528215,2023-12-24 08:29:59,2,0.1805,0.18257522,59.08,BTC-27SEP24-50000-C,43643.78,sell,0.1,0.1,,,,
373,276659363,2023-12-26 05:10:30,2,0.175,0.17578285,58.48,BTC-27SEP24-50000-C,43272.11,sell,0.4,0.4,,,,
374,276747926,2023-12-26 17:46:50,2,0.168,0.16710963,59.86,BTC-27SEP24-50000-C,41872.85,sell,1.0,1.0,,,,
375,276747971,2023-12-26 17:47:05,3,0.168,0.16703584,59.89,BTC-27SEP24-50000-C,41848.64,sell,1.0,1.0,,,,
376,276749887,2023-12-26 17:52:20,2,0.1675,0.16713974,59.88,BTC-27SEP24-50000-C,41788.05,sell,2.0,2.0,,,,
377,276782387,2023-12-27 03:32:50,0,0.1715,0.17067234,60.27,BTC-27SEP24-50000-C,42148.41,buy,1.0,1.0,,,,
378,276820808,2023-12-27 12:16:19,0,0.1805,0.17951252,60.67,BTC-27SEP24-50000-C,42956.49,buy,0.5,0.5,,,,
379,276825362,2023-12-27 13:06:53,2,0.178,0.17788367,60.25,BTC-27SEP24-50000-C,42840.8,buy,4.1,4.1,,,,
380,276825363,2023-12-27 13:06:53,3,0.178,0.17788367,60.25,BTC-27SEP24-50000-C,42840.8,buy,0.8,0.8,,,,
381,276825397,2023-12-27 13:07:18,2,0.1775,0.17796452,60.06,BTC-27SEP24-50000-C,42856.07,buy,11.4,11.4,,,,
382,276825398,2023-12-27 13:07:18,3,0.1775,0.17796452,60.06,BTC-27SEP24-50000-C,42856.07,buy,3.8,3.8,,,,
383,276825588,2023-12-27 13:09:45,2,0.177,0.17784493,59.95,BTC-27SEP24-50000-C,42850.51,buy,2.0,2.0,,,,
384,276926569,2023-12-28 03:20:48,0,0.1865,0.18348865,61.32,BTC-27SEP24-50000-C,43435.44,buy,0.2,0.2,,,,
385,276928741,2023-12-28 04:13:27,2,0.1855,0.18450182,60.82,BTC-27SEP24-50000-C,43503.17,sell,0.1,0.1,,,,
386,276928749,2023-12-28 04:13:38,3,0.1855,0.18452227,60.82,BTC-27SEP24-50000-C,43501.84,sell,1.0,1.0,,,,
387,276928751,2023-12-28 04:13:43,3,0.1855,0.18454387,60.82,BTC-27SEP24-50000-C,43502.8,sell,1.0,1.0,,,,
388,276928758,2023-12-28 04:14:12,3,0.1855,0.18463425,60.82,BTC-27SEP24-50000-C,43504.35,sell,0.1,0.1,,,,
389,276928759,2023-12-28 04:14:18,3,0.1855,0.18465471,60.81,BTC-27SEP24-50000-C,43505.78,sell,0.1,0.1,,,,
390,276928760,2023-12-28 04:14:27,3,0.1855,0.18465632,60.81,BTC-27SEP24-50000-C,43505.0,sell,0.1,0.1,,,,
391,276928778,2023-12-28 04:14:42,3,0.1855,0.18470029,60.8,BTC-27SEP24-50000-C,43511.93,sell,0.5,0.5,,,,
392,277009407,2023-12-28 17:50:26,2,0.177,0.17728307,60.84,BTC-27SEP24-50000-C,42493.75,sell,1.0,1.0,,,,
393,277319025,2023-12-31 07:28:35,0,0.1805,0.16172134,60.71,BTC-27SEP24-50000-C,42485.4,buy,1.0,1.0,,,,
394,277452450,2024-01-01 21:14:19,0,0.1995,0.19871775,62.81,BTC-27SEP24-50000-C,43724.14,sell,1.0,1.0,,,,
395,277453558,2024-01-01 21:31:08,2,0.199,0.19937761,62.94,BTC-27SEP24-50000-C,43630.29,sell,1.0,1.0,,,,
396,277465651,2024-01-01 23:19:04,0,0.2,0.19905976,62.81,BTC-27SEP24-50000-C,43776.97,sell,1.3,1.3,,,,
397,277465713,2024-01-01 23:19:26,1,0.2,0.19899448,62.83,BTC-27SEP24-50000-C,43768.9,sell,0.3,0.3,,,,
398,277468534,2024-01-01 23:28:36,0,0.202,0.20152488,62.79,BTC-27SEP24-50000-C,44005.41,sell,8.0,8.0,,,,
399,277545503,2024-01-02 04:55:49,0,0.216,0.21560432,63.18,BTC-27SEP24-50000-C,45249.76,sell,0.2,0.2,,,,
400,277545754,2024-01-02 04:59:25,1,0.216,0.21548155,63.21,BTC-27SEP24-50000-C,45238.86,sell,0.2,0.2,,,,
401,277656313,2024-01-02 16:40:55,2,0.2115,0.21095443,61.81,BTC-27SEP24-50000-C,45207.3,sell,0.4,0.4,,,,
402,278159336,2024-01-04 20:45:20,2,0.2,0.20005196,62.46,BTC-27SEP24-50000-C,44362.07,buy,3.0,3.0,,,,
403,278322639,2024-01-05 13:55:01,2,0.196,0.19604569,63.07,BTC-27SEP24-50000-C,44003.37,sell,1.0,1.0,,,,
