trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,combo_id,block_trade_id,amount,combo_trade_id,liquidation
1345,223619396,2022-07-19 16:58:41,1,0.1025,0.10171297,71.31,BTC-30DEC22-30000-C,23246.81,sell,,,0.1,,
1346,223619397,2022-07-19 16:58:41,1,0.1025,0.10171297,71.31,BTC-30DEC22-30000-C,23246.81,sell,,,0.1,,
1347,223619401,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1348,223619402,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1349,223619403,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1350,223619404,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1351,223619405,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1352,223619406,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1353,223619409,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1354,223619411,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1355,223619414,2022-07-19 16:58:42,1,0.1025,0.10171367,71.31,BTC-30DEC22-30000-C,23246.25,sell,,,0.1,,
1356,223619417,2022-07-19 16:58:42,1,0.1025,0.10171367,71.34,BTC-30DEC22-30000-C,23240.56,sell,,,0.1,,
1357,223619422,2022-07-19 16:58:43,1,0.1025,0.1017198,71.34,BTC-30DEC22-30000-C,23240.56,sell,,,0.1,,
1358,223619533,2022-07-19 16:59:47,1,0.1025,0.10164169,71.38,BTC-30DEC22-30000-C,23232.08,sell,,,0.1,,
1359,223619534,2022-07-19 16:59:47,1,0.1025,0.10164169,71.38,BTC-30DEC22-30000-C,23232.08,sell,,,0.1,,
1360,223619537,2022-07-19 16:59:48,1,0.1025,0.10164169,71.38,BTC-30DEC22-30000-C,23232.08,sell,,,0.1,,
1361,223619538,2022-07-19 16:59:48,1,0.1025,0.10164384,71.39,BTC-30DEC22-30000-C,23231.5,sell,,,0.1,,
1362,223619539,2022-07-19 16:59:48,1,0.1025,0.10164384,71.39,BTC-30DEC22-30000-C,23231.5,sell,,,0.1,,
1363,223619540,2022-07-19 16:59:48,1,0.1025,0.10164384,71.39,BTC-30DEC22-30000-C,23231.5,sell,,,0.1,,
1364,223619541,2022-07-19 16:59:48,1,0.1025,0.10164384,71.39,BTC-30DEC22-30000-C,23231.5,sell,,,0.1,,
1365,223619544,2022-07-19 16:59:48,1,0.1025,0.10164384,71.39,BTC-30DEC22-30000-C,23231.5,sell,,,0.1,,
1366,223619546,2022-07-19 16:59:50,1,0.1025,0.10161862,71.42,BTC-30DEC22-30000-C,23225.08,sell,,,0.1,,
1367,223619639,2022-07-19 17:00:57,1,0.1025,0.10164967,71.42,BTC-30DEC22-30000-C,23218.58,sell,,,0.2,,
1368,223619643,2022-07-19 17:00:57,1,0.1025,0.10164967,71.42,BTC-30DEC22-30000-C,23218.58,sell,,,0.1,,
1369,223619644,2022-07-19 17:00:57,1,0.1025,0.10164967,71.42,BTC-30DEC22-30000-C,23218.58,sell,,,0.1,,
1370,223619648,2022-07-19 17:00:58,1,0.1025,0.10157918,71.45,BTC-30DEC22-30000-C,23212.97,sell,,,0.1,,
1371,223619649,2022-07-19 17:00:59,1,0.1025,0.10159297,71.45,BTC-30DEC22-30000-C,23213.9,sell,,,0.1,,
1372,223619650,2022-07-19 17:00:59,1,0.1025,0.10159297,71.45,BTC-30DEC22-30000-C,23213.9,sell,,,0.1,,
1373,223619651,2022-07-19 17:00:59,1,0.1025,0.10159297,71.45,BTC-30DEC22-30000-C,23213.9,sell,,,0.1,,
1374,223619652,2022-07-19 17:00:59,1,0.1025,0.10159297,71.45,BTC-30DEC22-30000-C,23213.9,sell,,,0.1,,
1375,223619658,2022-07-19 17:01:03,1,0.1025,0.10154427,71.47,BTC-30DEC22-30000-C,23209.4,sell,,,0.1,,
1376,223619659,2022-07-19 17:01:03,1,0.1025,0.10154427,71.47,BTC-30DEC22-30000-C,23209.4,sell,,,0.1,,
1377,223619749,2022-07-19 17:01:21,1,0.1025,0.10158247,71.46,BTC-30DEC22-30000-C,23212.79,sell,,,0.1,,
1378,223619758,2022-07-19 17:01:23,1,0.1025,0.1015721,71.47,BTC-30DEC22-30000-C,23210.91,sell,,,0.1,,
1379,223619759,2022-07-19 17:01:24,1,0.1025,0.10157511,71.47,BTC-30DEC22-30000-C,23210.91,sell,,,0.1,,
1380,223619761,2022-07-19 17:01:25,1,0.1025,0.10157772,71.48,BTC-30DEC22-30000-C,23207.79,sell,,,0.1,,
1381,223619762,2022-07-19 17:01:25,1,0.1025,0.10157772,71.48,BTC-30DEC22-30000-C,23207.79,sell,,,0.1,,
1382,223619765,2022-07-19 17:01:25,1,0.1025,0.10157772,71.48,BTC-30DEC22-30000-C,23207.79,sell,,,0.1,,
1383,223619766,2022-07-19 17:01:25,1,0.1025,0.10157772,71.48,BTC-30DEC22-30000-C,23207.79,sell,,,0.1,,
1384,223619773,2022-07-19 17:01:27,1,0.1025,0.10154017,71.48,BTC-30DEC22-30000-C,23207.33,sell,,,0.1,,
1385,223619775,2022-07-19 17:01:28,1,0.1025,0.1015326,71.48,BTC-30DEC22-30000-C,23206.46,sell,,,0.1,,
1386,223619776,2022-07-19 17:01:29,1,0.1025,0.10149201,71.5,BTC-30DEC22-30000-C,23203.67,sell,,,0.1,,
1387,223619797,2022-07-19 17:01:38,1,0.1025,0.10146706,71.52,BTC-30DEC22-30000-C,23204.03,sell,,,0.1,,
1388,223619798,2022-07-19 17:01:38,1,0.1025,0.10146706,71.52,BTC-30DEC22-30000-C,23204.03,sell,,,0.1,,
1389,223619799,2022-07-19 17:01:38,1,0.1025,0.10146706,71.52,BTC-30DEC22-30000-C,23204.03,sell,,,0.1,,
1390,223619820,2022-07-19 17:01:43,1,0.1025,0.10139239,71.55,BTC-30DEC22-30000-C,23197.54,sell,,,0.1,,
1391,223619830,2022-07-19 17:01:43,1,0.1025,0.10139239,71.55,BTC-30DEC22-30000-C,23197.54,sell,,,0.1,,
1392,223619833,2022-07-19 17:01:43,1,0.1025,0.10139239,71.55,BTC-30DEC22-30000-C,23197.54,sell,,,0.1,,
1393,223619834,2022-07-19 17:01:43,1,0.1025,0.10139239,71.55,BTC-30DEC22-30000-C,23197.54,sell,,,0.1,,
1394,223619835,2022-07-19 17:01:43,1,0.1025,0.10139239,71.55,BTC-30DEC22-30000-C,23197.54,sell,,,0.1,,
1395,223619853,2022-07-19 17:01:47,1,0.1025,0.1013632,71.56,BTC-30DEC22-30000-C,23193.73,sell,,,0.1,,
1396,223619854,2022-07-19 17:01:47,1,0.1025,0.1013632,71.56,BTC-30DEC22-30000-C,23193.73,sell,,,0.1,,
1397,223619855,2022-07-19 17:01:47,1,0.1025,0.1013632,71.56,BTC-30DEC22-30000-C,23193.73,sell,,,0.1,,
1398,223619896,2022-07-19 17:01:54,1,0.1025,0.10134142,71.58,BTC-30DEC22-30000-C,23190.37,sell,,,0.1,,
1399,223619897,2022-07-19 17:01:54,1,0.1025,0.10134142,71.58,BTC-30DEC22-30000-C,23190.37,sell,,,0.1,,
1400,223619898,2022-07-19 17:01:54,1,0.1025,0.10134142,71.58,BTC-30DEC22-30000-C,23190.37,sell,,,0.1,,
1401,223619903,2022-07-19 17:01:54,1,0.1025,0.10133331,71.58,BTC-30DEC22-30000-C,23189.48,sell,,,0.1,,
1402,223619905,2022-07-19 17:01:54,1,0.1025,0.10133331,71.58,BTC-30DEC22-30000-C,23189.48,sell,,,0.1,,
1403,223619907,2022-07-19 17:01:55,1,0.1025,0.10131796,71.58,BTC-30DEC22-30000-C,23189.48,sell,,,2.3,,
1404,223621819,2022-07-19 17:13:42,0,0.1026,0.10096998,71.76,BTC-30DEC22-30000-C,23170.9,buy,,45202,250.0,,
1405,223623795,2022-07-19 17:25:21,2,0.1,0.10046716,70.85,BTC-30DEC22-30000-C,23141.54,buy,,,5.0,,
1406,223623835,2022-07-19 17:25:42,0,0.1005,0.10061135,70.99,BTC-30DEC22-30000-C,23160.52,buy,,,2.0,,
1407,223641238,2022-07-19 18:52:32,0,0.103,0.10294737,70.66,BTC-30DEC22-30000-C,23430.43,buy,,,0.1,,
1408,223641239,2022-07-19 18:52:32,1,0.103,0.10294737,70.66,BTC-30DEC22-30000-C,23430.43,buy,,,0.1,,
1409,223641489,2022-07-19 18:53:19,1,0.103,0.10294892,70.65,BTC-30DEC22-30000-C,23432.35,buy,,,0.1,,
1410,223641492,2022-07-19 18:53:20,1,0.103,0.10299957,70.63,BTC-30DEC22-30000-C,23436.59,buy,,,0.1,,
1411,223641507,2022-07-19 18:53:21,1,0.103,0.10299827,70.63,BTC-30DEC22-30000-C,23435.94,buy,,,0.1,,
1412,223641510,2022-07-19 18:53:21,1,0.103,0.10299827,70.63,BTC-30DEC22-30000-C,23435.94,buy,,,0.1,,
1413,223701641,2022-07-20 01:11:24,2,0.0945,0.09459963,69.24,BTC-30DEC22-30000-C,23035.05,buy,,,1.0,,
1414,223715078,2022-07-20 03:38:47,0,0.1,0.09988739,69.43,BTC-30DEC22-30000-C,23462.35,buy,,,2.1,,
1415,223715079,2022-07-20 03:38:47,1,0.1,0.09988739,69.43,BTC-30DEC22-30000-C,23462.35,buy,,,0.1,,
1416,223715081,2022-07-20 03:38:47,1,0.1,0.09988739,69.43,BTC-30DEC22-30000-C,23462.35,buy,,,0.2,,
1417,223715095,2022-07-20 03:39:15,1,0.1,0.09994581,69.41,BTC-30DEC22-30000-C,23468.2,buy,,,0.1,,
1418,223715112,2022-07-20 03:39:28,1,0.1,0.10005667,69.36,BTC-30DEC22-30000-C,23477.55,buy,,,0.1,,
1419,223715124,2022-07-20 03:39:32,1,0.1,0.10005408,69.36,BTC-30DEC22-30000-C,23477.42,buy,,,1.4,,
1420,223717464,2022-07-20 04:18:11,2,0.0995,0.09920381,69.46,BTC-30DEC22-30000-C,23404.4,sell,,,0.1,,
1421,223717537,2022-07-20 04:19:07,3,0.0995,0.09889882,69.56,BTC-30DEC22-30000-C,23390.89,sell,,,0.1,,
1422,223717538,2022-07-20 04:19:07,3,0.0995,0.09889882,69.56,BTC-30DEC22-30000-C,23390.89,sell,,,0.1,,
1423,223718010,2022-07-20 04:25:31,2,0.099,0.09855553,69.51,BTC-30DEC22-30000-C,23352.4,sell,,,0.1,,
1424,223718185,2022-07-20 04:25:50,3,0.099,0.09848362,69.54,BTC-30DEC22-30000-C,23347.87,sell,,,0.1,,
1425,223718475,2022-07-20 04:28:04,3,0.099,0.09834044,69.63,BTC-30DEC22-30000-C,23342.51,sell,,,0.2,,
1426,223718527,2022-07-20 04:29:06,3,0.099,0.09840011,69.62,BTC-30DEC22-30000-C,23342.36,sell,,,0.1,,
1427,223718535,2022-07-20 04:29:10,3,0.099,0.09828035,69.67,BTC-30DEC22-30000-C,23332.55,sell,,,0.1,,
1428,223718544,2022-07-20 04:29:21,3,0.099,0.09826516,69.68,BTC-30DEC22-30000-C,23328.96,sell,,,0.1,,
1429,223718976,2022-07-20 04:33:54,0,0.0995,0.09874026,69.71,BTC-30DEC22-30000-C,23360.4,sell,,,0.1,,
1430,223718981,2022-07-20 04:34:19,1,0.0995,0.09876969,69.7,BTC-30DEC22-30000-C,23362.68,sell,,,0.1,,
1431,223719043,2022-07-20 04:35:43,1,0.0995,0.09894086,69.64,BTC-30DEC22-30000-C,23374.85,sell,,,0.1,,
1432,223719106,2022-07-20 04:36:19,1,0.0995,0.0990787,69.59,BTC-30DEC22-30000-C,23384.91,sell,,,0.1,,
1433,223719235,2022-07-20 04:39:02,2,0.099,0.09846715,69.65,BTC-30DEC22-30000-C,23332.33,sell,,,0.1,,
1434,223720376,2022-07-20 04:53:59,0,0.1,0.09931926,69.71,BTC-30DEC22-30000-C,23401.76,sell,,,0.1,,
1435,223720383,2022-07-20 04:54:54,1,0.1,0.09931415,69.71,BTC-30DEC22-30000-C,23400.87,sell,,,0.1,,
1436,223720396,2022-07-20 04:55:25,1,0.1,0.09944592,69.65,BTC-30DEC22-30000-C,23415.71,sell,,,0.1,,
1437,223721020,2022-07-20 05:12:50,2,0.099,0.09828393,69.61,BTC-30DEC22-30000-C,23340.25,sell,,,0.1,,
1438,223721029,2022-07-20 05:12:54,3,0.099,0.09822498,69.63,BTC-30DEC22-30000-C,23335.24,sell,,,0.1,,
1439,223728649,2022-07-20 06:47:36,0,0.101,0.10177787,68.82,BTC-30DEC22-30000-C,23661.15,buy,,,1.7,,
1440,223740093,2022-07-20 07:59:26,2,0.0985,0.09847854,69.1,BTC-30DEC22-30000-C,23407.72,sell,,,0.1,,
1441,223752725,2022-07-20 10:23:28,0,0.1045,0.10327242,69.95,BTC-30DEC22-30000-C,23735.54,buy,,,0.2,,
1442,223769664,2022-07-20 12:29:17,0,0.107,0.10539357,70.49,BTC-30DEC22-30000-C,23821.47,buy,,,0.6,,
1443,223779763,2022-07-20 13:23:12,2,0.1065,0.10594775,70.19,BTC-30DEC22-30000-C,23843.91,sell,,,0.1,,
1444,223779915,2022-07-20 13:25:18,0,0.107,0.10638293,70.2,BTC-30DEC22-30000-C,23877.9,sell,,,0.1,,
1445,223780217,2022-07-20 13:26:39,1,0.107,0.10644432,70.18,BTC-30DEC22-30000-C,23892.59,sell,,,0.1,,
1446,223780227,2022-07-20 13:26:50,1,0.107,0.10647237,70.17,BTC-30DEC22-30000-C,23893.32,sell,,,0.4,,
1447,223780228,2022-07-20 13:26:50,1,0.107,0.10647237,70.17,BTC-30DEC22-30000-C,23893.32,sell,,,0.2,,
1448,223784465,2022-07-20 13:37:15,0,0.1075,0.10777938,69.8,BTC-30DEC22-30000-C,24012.14,buy,,,0.1,,
1449,223789121,2022-07-20 13:52:17,2,0.107,0.1078737,69.79,BTC-30DEC22-30000-C,23962.33,sell,,,0.1,,
1450,223790646,2022-07-20 13:58:59,2,0.105,0.10533198,69.84,BTC-30DEC22-30000-C,23793.52,sell,,,0.1,,
1451,223801269,2022-07-20 14:54:30,0,0.115,0.11298654,72.2,BTC-30DEC22-30000-C,24099.04,buy,,,0.4,,
1452,223804161,2022-07-20 15:08:16,0,0.1155,0.11418885,72.23,BTC-30DEC22-30000-C,24135.06,sell,,,0.1,,
1453,223805030,2022-07-20 15:15:40,2,0.115,0.11389867,72.21,BTC-30DEC22-30000-C,24105.45,sell,,,0.1,,
1454,223810040,2022-07-20 15:36:23,0,0.119,0.11740099,73.1,BTC-30DEC22-30000-C,24235.88,buy,,,0.3,,
1455,223810610,2022-07-20 15:38:57,0,0.1195,0.11745177,73.4,BTC-30DEC22-30000-C,24205.36,buy,,,0.5,,
1456,223812010,2022-07-20 15:50:00,2,0.1172,0.117862,72.92,BTC-30DEC22-30000-C,24124.83,sell,,45341,25.0,,
1457,223815449,2022-07-20 16:13:58,0,0.12,0.11883033,74.27,BTC-30DEC22-30000-C,24073.06,sell,,,0.1,,
1458,223815455,2022-07-20 16:13:58,1,0.12,0.11883033,74.27,BTC-30DEC22-30000-C,24073.06,sell,,,0.1,,
1459,223815588,2022-07-20 16:15:24,2,0.1195,0.11899143,74.08,BTC-30DEC22-30000-C,24067.0,sell,,,0.5,,
1460,223821609,2022-07-20 16:40:31,2,0.1135,0.11395204,72.87,BTC-30DEC22-30000-C,23851.59,buy,,,0.2,,
1461,223823781,2022-07-20 16:46:10,2,0.11,0.11114173,72.6,BTC-30DEC22-30000-C,23630.76,buy,,,1.0,,
1462,223823982,2022-07-20 16:46:48,3,0.11,0.11100807,72.66,BTC-30DEC22-30000-C,23610.31,buy,,,4.0,,
1463,223825755,2022-07-20 16:56:40,0,0.113,0.11242326,73.21,BTC-30DEC22-30000-C,23732.15,sell,,,1.0,,
1464,223825873,2022-07-20 16:59:00,1,0.113,0.11227863,73.27,BTC-30DEC22-30000-C,23716.63,sell,,,1.0,,
1465,223826858,2022-07-20 17:02:54,2,0.1125,0.11198004,73.23,BTC-30DEC22-30000-C,23701.67,sell,,,1.0,,
1466,223827646,2022-07-20 17:06:46,2,0.111,0.11123655,72.92,BTC-30DEC22-30000-C,23635.97,buy,,,0.1,,
1467,223827647,2022-07-20 17:06:48,3,0.111,0.11120339,72.93,BTC-30DEC22-30000-C,23632.74,buy,,,0.1,,
1468,223827648,2022-07-20 17:06:48,3,0.111,0.11120339,72.93,BTC-30DEC22-30000-C,23632.74,buy,,,0.1,,
1469,223827649,2022-07-20 17:06:48,3,0.111,0.11120339,72.93,BTC-30DEC22-30000-C,23632.74,buy,,,0.7,,
1470,223831016,2022-07-20 17:15:20,2,0.1095,0.10997999,72.9,BTC-30DEC22-30000-C,23529.75,buy,,,1.0,,
1471,223831393,2022-07-20 17:16:28,0,0.11,0.11000172,73.07,BTC-30DEC22-30000-C,23531.44,buy,,,0.1,,
1472,223831395,2022-07-20 17:16:28,1,0.11,0.11000172,73.07,BTC-30DEC22-30000-C,23531.44,buy,,,0.1,,
1473,223831399,2022-07-20 17:16:28,1,0.11,0.11000172,73.07,BTC-30DEC22-30000-C,23531.44,buy,,,0.1,,
1474,223831400,2022-07-20 17:16:28,1,0.11,0.11000172,73.07,BTC-30DEC22-30000-C,23531.44,buy,,,0.1,,
1475,223831401,2022-07-20 17:16:28,1,0.11,0.11000172,73.07,BTC-30DEC22-30000-C,23531.44,buy,,,0.1,,
1476,223831403,2022-07-20 17:16:28,1,0.11,0.11011909,73.07,BTC-30DEC22-30000-C,23531.44,buy,,,0.1,,
1477,223831404,2022-07-20 17:16:28,1,0.11,0.11011909,73.07,BTC-30DEC22-30000-C,23531.44,buy,,,0.1,,
1478,223831407,2022-07-20 17:16:30,1,0.11,0.11019114,73.04,BTC-30DEC22-30000-C,23537.3,buy,,,0.1,,
1479,223831408,2022-07-20 17:16:30,1,0.11,0.11019114,73.04,BTC-30DEC22-30000-C,23537.3,buy,,,0.1,,
1480,223831413,2022-07-20 17:16:31,1,0.11,0.11021953,73.01,BTC-30DEC22-30000-C,23543.26,buy,,,0.1,,
1481,223832846,2022-07-20 17:27:24,0,0.112,0.11160588,73.35,BTC-30DEC22-30000-C,23630.74,sell,,,1.0,,
1482,223833076,2022-07-20 17:29:40,0,0.113,0.11193488,73.64,BTC-30DEC22-30000-C,23645.38,sell,,,1.0,,
1483,223833831,2022-07-20 17:34:05,1,0.113,0.11245533,73.4,BTC-30DEC22-30000-C,23695.1,sell,,,1.0,,
1484,223842535,2022-07-20 18:22:10,0,0.1145,0.11417927,73.26,BTC-30DEC22-30000-C,23848.31,sell,,,0.5,,
1485,223843190,2022-07-20 18:27:13,2,0.114,0.11356262,73.25,BTC-30DEC22-30000-C,23813.57,sell,,,0.5,,
1486,223864296,2022-07-20 20:23:37,2,0.101,0.10302158,72.23,BTC-30DEC22-30000-C,22999.26,sell,,,1.0,,
1487,223868674,2022-07-20 20:35:22,0,0.104,0.10425842,73.01,BTC-30DEC22-30000-C,23085.95,buy,,,0.1,,
1488,223868976,2022-07-20 20:37:12,1,0.104,0.10445319,72.9,BTC-30DEC22-30000-C,23086.25,buy,,,0.1,,
1489,223868977,2022-07-20 20:37:12,1,0.104,0.10445319,72.9,BTC-30DEC22-30000-C,23086.25,buy,,,0.1,,
1490,223868978,2022-07-20 20:37:12,1,0.104,0.10445319,72.9,BTC-30DEC22-30000-C,23086.25,buy,,,0.1,,
1491,223877470,2022-07-20 21:24:01,0,0.1085,0.10716991,73.34,BTC-30DEC22-30000-C,23372.6,sell,,,0.1,,
1492,223877510,2022-07-20 21:24:07,2,0.108,0.10702061,73.2,BTC-30DEC22-30000-C,23356.27,sell,,,0.1,,
1493,223878103,2022-07-20 21:26:33,2,0.107,0.1068813,72.92,BTC-30DEC22-30000-C,23322.5,sell,,,0.1,,
1494,223879034,2022-07-20 21:36:04,2,0.1055,0.10700395,72.16,BTC-30DEC22-30000-C,23349.24,buy,,,0.1,,
1495,223879039,2022-07-20 21:36:12,3,0.1055,0.10698313,72.16,BTC-30DEC22-30000-C,23349.13,buy,,,0.1,,
1496,223879042,2022-07-20 21:36:21,3,0.1055,0.10694405,72.17,BTC-30DEC22-30000-C,23348.45,buy,,,0.1,,
1497,223888660,2022-07-20 22:09:14,0,0.108,0.10803082,71.96,BTC-30DEC22-30000-C,23588.68,sell,,,0.1,,
1498,223893997,2022-07-20 22:54:59,2,0.1045,0.10501517,71.81,BTC-30DEC22-30000-C,23359.36,buy,,,0.1,,
1499,223894436,2022-07-20 23:00:04,3,0.1045,0.10456126,71.99,BTC-30DEC22-30000-C,23315.26,buy,,,0.6,,
1500,223896777,2022-07-20 23:15:54,2,0.103,0.10354607,71.73,BTC-30DEC22-30000-C,23256.53,buy,,,0.1,,
1501,223900218,2022-07-20 23:42:27,0,0.104,0.10439643,71.54,BTC-30DEC22-30000-C,23374.06,buy,,,0.1,,
1502,223912817,2022-07-21 02:23:16,2,0.103,0.10263666,71.73,BTC-30DEC22-30000-C,23250.28,sell,,,0.1,,
1503,223917451,2022-07-21 02:47:46,2,0.0995,0.09892098,71.83,BTC-30DEC22-30000-C,22940.73,sell,,,0.1,,
1504,223922811,2022-07-21 03:00:31,2,0.098,0.09688352,72.33,BTC-30DEC22-30000-C,22728.2,buy,,,0.1,,
1505,223923152,2022-07-21 03:02:08,3,0.098,0.09708832,72.33,BTC-30DEC22-30000-C,22724.36,buy,,,0.4,,
1506,223923153,2022-07-21 03:02:08,3,0.098,0.09708832,72.33,BTC-30DEC22-30000-C,22724.36,buy,,,0.4,,
1507,223926340,2022-07-21 03:30:13,2,0.0975,0.09750275,71.97,BTC-30DEC22-30000-C,22759.29,buy,,,0.1,,
1508,223926344,2022-07-21 03:30:14,2,0.097,0.09755806,71.77,BTC-30DEC22-30000-C,22759.04,buy,,,0.1,,
1509,223926373,2022-07-21 03:31:07,0,0.0975,0.09760378,71.96,BTC-30DEC22-30000-C,22762.79,buy,,,0.1,,
1510,223926386,2022-07-21 03:31:44,1,0.0975,0.09763973,71.95,BTC-30DEC22-30000-C,22764.09,buy,,,0.2,,
1511,223926387,2022-07-21 03:31:45,1,0.0975,0.09763973,71.95,BTC-30DEC22-30000-C,22764.09,buy,,,0.1,,
1512,223926388,2022-07-21 03:31:46,1,0.0975,0.09763882,71.95,BTC-30DEC22-30000-C,22764.02,buy,,,0.1,,
1513,223926715,2022-07-21 03:35:06,0,0.098,0.097991,72.03,BTC-30DEC22-30000-C,22790.03,buy,,,0.1,,
1514,223927803,2022-07-21 03:54:04,1,0.098,0.09823536,71.97,BTC-30DEC22-30000-C,22796.64,buy,,,0.1,,
1515,223927839,2022-07-21 03:54:47,1,0.098,0.09845806,71.88,BTC-30DEC22-30000-C,22820.23,buy,,,0.1,,
1516,223928087,2022-07-21 03:58:31,2,0.0975,0.09801373,71.88,BTC-30DEC22-30000-C,22776.22,buy,,,0.1,,
1517,223928092,2022-07-21 03:58:49,0,0.098,0.0980999,72.04,BTC-30DEC22-30000-C,22785.94,buy,,,0.1,,
1518,223928471,2022-07-21 04:00:44,0,0.0985,0.0986644,71.96,BTC-30DEC22-30000-C,22836.35,buy,,,0.1,,
1519,223932584,2022-07-21 04:40:56,1,0.0985,0.09871378,72.01,BTC-30DEC22-30000-C,22835.74,buy,,,0.1,,
1520,223933128,2022-07-21 04:48:09,0,0.099,0.09931192,71.94,BTC-30DEC22-30000-C,22890.92,buy,,,0.1,,
1521,223947616,2022-07-21 07:27:25,0,0.102,0.10060279,72.66,BTC-30DEC22-30000-C,23009.7,buy,,,0.5,,
1522,223950500,2022-07-21 08:00:40,2,0.1,0.09937031,72.48,BTC-30DEC22-30000-C,22901.27,sell,,,2.0,,
1523,223959348,2022-07-21 09:54:46,0,0.1005,0.09979577,72.28,BTC-30DEC22-30000-C,22989.66,sell,,,1.0,,
1524,223959452,2022-07-21 09:57:37,1,0.1005,0.09970391,72.29,BTC-30DEC22-30000-C,22986.28,buy,,,0.3,,
1525,223976596,2022-07-21 12:22:20,2,0.0975,0.09763171,72.31,BTC-30DEC22-30000-C,22743.29,buy,,,0.1,,
1526,223976602,2022-07-21 12:22:20,0,0.098,0.09763171,72.51,BTC-30DEC22-30000-C,22743.29,buy,,,0.1,,
1527,223985463,2022-07-21 13:36:12,2,0.096,0.09577676,72.36,BTC-30DEC22-30000-C,22608.39,buy,,,0.1,,
1528,223985464,2022-07-21 13:36:12,3,0.096,0.09577676,72.36,BTC-30DEC22-30000-C,22608.39,buy,,,0.1,,
1529,223988854,2022-07-21 13:55:15,0,0.098,0.0978454,72.53,BTC-30DEC22-30000-C,22734.88,buy,,,0.1,,
1530,223988876,2022-07-21 13:55:19,1,0.098,0.09790592,72.53,BTC-30DEC22-30000-C,22734.52,buy,,,0.2,,
1531,223988877,2022-07-21 13:55:20,1,0.098,0.09792249,72.5,BTC-30DEC22-30000-C,22740.12,buy,,,0.1,,
1532,223988880,2022-07-21 13:55:20,1,0.098,0.09792249,72.5,BTC-30DEC22-30000-C,22740.12,buy,,,0.1,,
1533,223996614,2022-07-21 14:34:56,2,0.0945,0.09362292,73.07,BTC-30DEC22-30000-C,22351.6,sell,,,2.3,,
1534,224002869,2022-07-21 15:24:40,0,0.096,0.09610653,72.65,BTC-30DEC22-30000-C,22543.53,buy,,,0.1,,
1535,224002979,2022-07-21 15:27:20,0,0.0965,0.09642351,72.72,BTC-30DEC22-30000-C,22570.57,buy,,,0.1,,
1536,224002980,2022-07-21 15:27:20,1,0.0965,0.09642351,72.72,BTC-30DEC22-30000-C,22570.57,buy,,,0.1,,
1537,224017625,2022-07-21 16:46:30,0,0.0995,0.10052729,71.98,BTC-30DEC22-30000-C,22980.46,buy,,,0.1,,
1538,224017666,2022-07-21 16:46:35,0,0.1,0.10071265,72.1,BTC-30DEC22-30000-C,22994.46,buy,,,0.1,,
1539,224018983,2022-07-21 16:57:37,0,0.101,0.10108237,72.22,BTC-30DEC22-30000-C,23057.99,buy,,,0.1,,
1540,224018984,2022-07-21 16:57:41,1,0.101,0.10108457,72.21,BTC-30DEC22-30000-C,23058.87,buy,,,0.1,,
1541,224023305,2022-07-21 17:19:14,2,0.1005,0.1005047,71.86,BTC-30DEC22-30000-C,23079.25,sell,,,0.1,,
1542,224027268,2022-07-21 17:52:11,2,0.097,0.09670423,71.81,BTC-30DEC22-30000-C,22822.67,sell,,,0.1,,
1543,224038604,2022-07-21 19:49:27,0,0.1005,0.10057377,71.48,BTC-30DEC22-30000-C,23167.69,buy,,,0.1,,
1544,224046429,2022-07-21 20:54:07,0,0.101,0.10088386,71.64,BTC-30DEC22-30000-C,23180.9,sell,,,0.1,,
1545,224046480,2022-07-21 20:54:22,0,0.1015,0.1009003,71.82,BTC-30DEC22-30000-C,23191.45,sell,,,0.1,,
1546,224074659,2022-07-22 05:18:27,2,0.097,0.09689847,71.13,BTC-30DEC22-30000-C,22984.28,buy,,,0.1,,
1547,224074662,2022-07-22 05:18:28,3,0.097,0.0969559,71.11,BTC-30DEC22-30000-C,22989.18,buy,,,0.1,,
1548,224074665,2022-07-22 05:18:33,3,0.097,0.0969836,71.1,BTC-30DEC22-30000-C,22992.28,buy,,,0.1,,
1549,224074666,2022-07-22 05:18:33,3,0.097,0.0969836,71.1,BTC-30DEC22-30000-C,22992.28,buy,,,0.1,,
1550,224096994,2022-07-22 08:10:42,0,0.099,0.09962023,71.05,BTC-30DEC22-30000-C,23153.98,sell,,,2.7,,
