trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,combo_id,block_trade_id,amount,combo_trade_id,liquidation
4223,230197921,2022-09-26 06:21:11,1,0.0165,0.01671925,67.13,BTC-30DEC22-30000-C,18723.68,sell,,,0.3,,
4224,230197922,2022-09-26 06:21:11,1,0.0165,0.01671925,67.13,BTC-30DEC22-30000-C,18723.68,sell,,,0.2,,
4225,230197923,2022-09-26 06:21:11,1,0.0165,0.01671925,67.13,BTC-30DEC22-30000-C,18723.68,sell,,,0.2,,
4226,230197924,2022-09-26 06:21:11,1,0.0165,0.01671925,67.13,BTC-30DEC22-30000-C,18723.68,sell,,,0.1,,
4227,230197925,2022-09-26 06:21:11,1,0.0165,0.01671925,67.13,BTC-30DEC22-30000-C,18723.68,sell,,,0.1,,
4228,230197926,2022-09-26 06:21:11,1,0.0165,0.01671925,67.13,BTC-30DEC22-30000-C,18723.68,sell,,,0.1,,
4229,230197931,2022-09-26 06:21:14,1,0.0165,0.01671479,67.13,BTC-30DEC22-30000-C,18723.8,sell,,,0.1,,
4230,230197932,2022-09-26 06:21:14,1,0.0165,0.01671479,67.13,BTC-30DEC22-30000-C,18723.8,sell,,,0.1,,
4231,230197933,2022-09-26 06:21:14,1,0.0165,0.01671439,67.13,BTC-30DEC22-30000-C,18723.8,sell,,,0.1,,
4232,230197935,2022-09-26 06:21:14,1,0.0165,0.01671439,67.13,BTC-30DEC22-30000-C,18723.8,sell,,,0.1,,
4233,230197937,2022-09-26 06:21:14,1,0.0165,0.01671439,67.13,BTC-30DEC22-30000-C,18723.8,sell,,,0.1,,
4234,230197938,2022-09-26 06:21:14,1,0.0165,0.01671439,67.13,BTC-30DEC22-30000-C,18723.8,sell,,,0.1,,
4235,230197939,2022-09-26 06:21:14,1,0.0165,0.01671439,67.13,BTC-30DEC22-30000-C,18723.8,sell,,,0.1,,
4236,230197940,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4237,230197941,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4238,230197945,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.2,,
4239,230197946,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4240,230197950,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4241,230197951,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4242,230197953,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4243,230197954,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4244,230197955,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4245,230197956,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4246,230197957,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4247,230197958,2022-09-26 06:21:14,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4248,230197960,2022-09-26 06:21:15,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4249,230197961,2022-09-26 06:21:15,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4250,230197962,2022-09-26 06:21:15,1,0.0165,0.01671439,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4251,230197963,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4252,230197964,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4253,230197967,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4254,230197968,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4255,230197969,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4256,230197971,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4257,230197972,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4258,230197973,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18719.28,sell,,,0.1,,
4259,230197975,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18717.27,sell,,,0.1,,
4260,230197977,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18717.27,sell,,,0.2,,
4261,230197978,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18717.27,sell,,,0.1,,
4262,230197979,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18717.27,sell,,,0.1,,
4263,230197980,2022-09-26 06:21:15,1,0.0165,0.01669138,67.16,BTC-30DEC22-30000-C,18717.27,sell,,,0.1,,
4264,230197982,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.1,,
4265,230197983,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.1,,
4266,230197984,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.1,,
4267,230197986,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.2,,
4268,230197987,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.1,,
4269,230197988,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.1,,
4270,230197989,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.1,,
4271,230197990,2022-09-26 06:21:16,1,0.0165,0.01668299,67.17,BTC-30DEC22-30000-C,18715.83,sell,,,0.1,,
4272,230197993,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.2,,
4273,230197994,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4274,230197995,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4275,230197997,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.2,,
4276,230197998,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4277,230197999,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4278,230198000,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4279,230198001,2022-09-26 06:21:17,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4280,230198003,2022-09-26 06:21:18,1,0.0165,0.01667712,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4281,230198005,2022-09-26 06:21:18,1,0.0165,0.01667993,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4282,230198006,2022-09-26 06:21:18,1,0.0165,0.01667993,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4283,230198007,2022-09-26 06:21:18,1,0.0165,0.01667993,67.17,BTC-30DEC22-30000-C,18715.97,sell,,,0.1,,
4284,230198009,2022-09-26 06:21:19,1,0.0165,0.01666348,67.18,BTC-30DEC22-30000-C,18712.46,sell,,,0.1,,
4285,230198010,2022-09-26 06:21:19,1,0.0165,0.01666348,67.18,BTC-30DEC22-30000-C,18712.46,sell,,,0.1,,
4286,230198011,2022-09-26 06:21:20,1,0.0165,0.01666397,67.18,BTC-30DEC22-30000-C,18712.45,sell,,,0.1,,
4287,230198012,2022-09-26 06:21:20,1,0.0165,0.01666397,67.18,BTC-30DEC22-30000-C,18712.45,sell,,,0.1,,
4288,230198014,2022-09-26 06:21:21,1,0.0165,0.01666638,67.18,BTC-30DEC22-30000-C,18712.45,sell,,,0.1,,
4289,230198016,2022-09-26 06:21:22,1,0.0165,0.01666638,67.18,BTC-30DEC22-30000-C,18712.67,sell,,,0.1,,
4290,230198017,2022-09-26 06:21:22,1,0.0165,0.01666638,67.18,BTC-30DEC22-30000-C,18712.67,sell,,,0.1,,
4291,230198020,2022-09-26 06:21:22,1,0.0165,0.01666638,67.18,BTC-30DEC22-30000-C,18712.67,sell,,,0.1,,
4292,230198021,2022-09-26 06:21:22,1,0.0165,0.01666884,67.18,BTC-30DEC22-30000-C,18712.67,sell,,,0.1,,
4293,230198022,2022-09-26 06:21:22,1,0.0165,0.01666884,67.18,BTC-30DEC22-30000-C,18712.67,sell,,,0.1,,
4294,230198023,2022-09-26 06:21:22,1,0.0165,0.01666884,67.18,BTC-30DEC22-30000-C,18712.67,sell,,,0.1,,
4295,230198025,2022-09-26 06:21:22,1,0.0165,0.01666884,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4296,230198026,2022-09-26 06:21:22,1,0.0165,0.01666884,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4297,230198027,2022-09-26 06:21:22,1,0.0165,0.01666884,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4298,230198028,2022-09-26 06:21:22,1,0.0165,0.01666884,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4299,230198029,2022-09-26 06:21:22,1,0.0165,0.01666884,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4300,230198033,2022-09-26 06:21:23,1,0.0165,0.01667625,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.2,,
4301,230198034,2022-09-26 06:21:23,1,0.0165,0.01667625,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.2,,
4302,230198035,2022-09-26 06:21:23,1,0.0165,0.01667625,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4303,230198036,2022-09-26 06:21:23,1,0.0165,0.01667625,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4304,230198037,2022-09-26 06:21:23,1,0.0165,0.01667625,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4305,230198038,2022-09-26 06:21:23,1,0.0165,0.01667625,67.17,BTC-30DEC22-30000-C,18713.71,sell,,,0.1,,
4306,230198055,2022-09-26 06:21:25,1,0.0165,0.01670045,67.14,BTC-30DEC22-30000-C,18718.23,sell,,,0.2,,
4307,230198056,2022-09-26 06:21:25,1,0.0165,0.01670045,67.14,BTC-30DEC22-30000-C,18718.23,sell,,,0.1,,
4308,230198057,2022-09-26 06:21:25,1,0.0165,0.01670045,67.14,BTC-30DEC22-30000-C,18718.23,sell,,,0.1,,
4309,230198058,2022-09-26 06:21:25,1,0.0165,0.01670045,67.14,BTC-30DEC22-30000-C,18718.23,sell,,,0.1,,
4310,230198060,2022-09-26 06:21:26,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.2,,
4311,230198061,2022-09-26 06:21:26,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.2,,
4312,230198062,2022-09-26 06:21:26,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4313,230198063,2022-09-26 06:21:26,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4314,230198064,2022-09-26 06:21:26,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4315,230198065,2022-09-26 06:21:26,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4316,230198070,2022-09-26 06:21:27,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4317,230198071,2022-09-26 06:21:27,1,0.0165,0.01670545,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4318,230198073,2022-09-26 06:21:27,1,0.0165,0.01670763,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4319,230198074,2022-09-26 06:21:27,1,0.0165,0.01670763,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4320,230198075,2022-09-26 06:21:27,1,0.0165,0.01670763,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4321,230198076,2022-09-26 06:21:27,1,0.0165,0.01670763,67.14,BTC-30DEC22-30000-C,18718.41,sell,,,0.1,,
4322,230198078,2022-09-26 06:21:27,1,0.0165,0.01670763,67.13,BTC-30DEC22-30000-C,18720.39,sell,,,0.1,,
4323,230198079,2022-09-26 06:21:27,1,0.0165,0.01670763,67.13,BTC-30DEC22-30000-C,18720.39,sell,,,0.1,,
4324,230198080,2022-09-26 06:21:27,1,0.0165,0.01670763,67.13,BTC-30DEC22-30000-C,18720.39,sell,,,0.1,,
4325,230198081,2022-09-26 06:21:27,1,0.0165,0.01670763,67.13,BTC-30DEC22-30000-C,18720.39,sell,,,0.1,,
4326,230198083,2022-09-26 06:21:30,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4327,230198084,2022-09-26 06:21:30,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4328,230198085,2022-09-26 06:21:30,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4329,230198086,2022-09-26 06:21:30,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4330,230198087,2022-09-26 06:21:30,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4331,230198088,2022-09-26 06:21:31,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4332,230198089,2022-09-26 06:21:31,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4333,230198090,2022-09-26 06:21:31,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4334,230198092,2022-09-26 06:21:31,1,0.0165,0.0167188,67.14,BTC-30DEC22-30000-C,18718.79,sell,,,0.1,,
4335,230198094,2022-09-26 06:21:33,1,0.0165,0.01670082,67.15,BTC-30DEC22-30000-C,18716.45,sell,,,0.2,,
4336,230198095,2022-09-26 06:21:33,1,0.0165,0.01670082,67.15,BTC-30DEC22-30000-C,18716.45,sell,,,0.1,,
4337,230198096,2022-09-26 06:21:33,1,0.0165,0.01670082,67.15,BTC-30DEC22-30000-C,18716.45,sell,,,0.1,,
4338,230198097,2022-09-26 06:21:33,1,0.0165,0.01670082,67.15,BTC-30DEC22-30000-C,18716.45,sell,,,0.1,,
4339,230198101,2022-09-26 06:21:33,1,0.0165,0.01670082,67.14,BTC-30DEC22-30000-C,18717.68,sell,,,0.1,,
4340,230198102,2022-09-26 06:21:34,1,0.0165,0.01670734,67.14,BTC-30DEC22-30000-C,18717.68,sell,,,0.2,,
4341,230198103,2022-09-26 06:21:34,1,0.0165,0.01670734,67.15,BTC-30DEC22-30000-C,18716.61,sell,,,0.2,,
4342,230198104,2022-09-26 06:21:34,1,0.0165,0.01670734,67.15,BTC-30DEC22-30000-C,18716.61,sell,,,0.1,,
4343,230198105,2022-09-26 06:21:34,1,0.0165,0.01670734,67.15,BTC-30DEC22-30000-C,18716.61,sell,,,0.1,,
4344,230198106,2022-09-26 06:21:34,1,0.0165,0.01670734,67.15,BTC-30DEC22-30000-C,18716.61,sell,,,0.1,,
4345,230198107,2022-09-26 06:21:34,1,0.0165,0.01670734,67.15,BTC-30DEC22-30000-C,18716.61,sell,,,0.1,,
4346,230198109,2022-09-26 06:21:35,1,0.0165,0.01670288,67.15,BTC-30DEC22-30000-C,18716.61,sell,,,0.1,,
4347,230198110,2022-09-26 06:21:35,1,0.0165,0.01670288,67.15,BTC-30DEC22-30000-C,18715.63,sell,,,0.1,,
4348,230198111,2022-09-26 06:21:35,1,0.0165,0.01670288,67.15,BTC-30DEC22-30000-C,18715.63,sell,,,0.1,,
4349,230198113,2022-09-26 06:21:35,1,0.0165,0.01670288,67.15,BTC-30DEC22-30000-C,18715.63,sell,,,0.1,,
4350,230198115,2022-09-26 06:21:37,1,0.0165,0.01668752,67.16,BTC-30DEC22-30000-C,18713.37,sell,,,0.1,,
4351,230198116,2022-09-26 06:21:37,1,0.0165,0.01668752,67.16,BTC-30DEC22-30000-C,18713.37,sell,,,0.1,,
4352,230198117,2022-09-26 06:21:39,1,0.0165,0.01668578,67.16,BTC-30DEC22-30000-C,18712.98,sell,,,0.1,,
4353,230198118,2022-09-26 06:21:39,1,0.0165,0.01668578,67.16,BTC-30DEC22-30000-C,18714.25,sell,,,0.1,,
4354,230198120,2022-09-26 06:21:41,1,0.0165,0.01668904,67.16,BTC-30DEC22-30000-C,18713.58,sell,,,0.1,,
4355,230198123,2022-09-26 06:21:42,1,0.0165,0.01668904,67.16,BTC-30DEC22-30000-C,18713.19,sell,,,0.1,,
4356,230198124,2022-09-26 06:21:42,1,0.0165,0.01668904,67.16,BTC-30DEC22-30000-C,18713.19,sell,,,0.1,,
4357,230198125,2022-09-26 06:21:45,1,0.0165,0.0166851,67.17,BTC-30DEC22-30000-C,18712.84,sell,,,0.1,,
4358,230198126,2022-09-26 06:21:51,1,0.0165,0.01669246,67.16,BTC-30DEC22-30000-C,18713.43,sell,,,0.1,,
4359,230198127,2022-09-26 06:21:51,1,0.0165,0.01669246,67.16,BTC-30DEC22-30000-C,18713.43,sell,,,0.1,,
4360,230198148,2022-09-26 06:21:59,1,0.0165,0.01675046,67.1,BTC-30DEC22-30000-C,18723.42,sell,,,0.1,,
4361,230198154,2022-09-26 06:22:02,1,0.0165,0.01675558,67.1,BTC-30DEC22-30000-C,18725.63,sell,,,0.1,,
4362,230198155,2022-09-26 06:22:02,1,0.0165,0.01675558,67.1,BTC-30DEC22-30000-C,18725.63,sell,,,0.1,,
4363,230198159,2022-09-26 06:22:03,1,0.0165,0.01675687,67.09,BTC-30DEC22-30000-C,18728.24,sell,,,0.1,,
4364,230198160,2022-09-26 06:22:03,1,0.0165,0.01675687,67.09,BTC-30DEC22-30000-C,18728.24,sell,,,0.1,,
4365,230198161,2022-09-26 06:22:03,1,0.0165,0.01675687,67.09,BTC-30DEC22-30000-C,18728.24,sell,,,0.1,,
4366,230198162,2022-09-26 06:22:05,1,0.0165,0.01676643,67.09,BTC-30DEC22-30000-C,18727.41,sell,,,0.1,,
4367,230198163,2022-09-26 06:22:05,1,0.0165,0.01676643,67.09,BTC-30DEC22-30000-C,18727.41,sell,,,0.1,,
4368,230198164,2022-09-26 06:22:05,1,0.0165,0.01676643,67.09,BTC-30DEC22-30000-C,18727.41,sell,,,0.1,,
4369,230198166,2022-09-26 06:22:05,1,0.0165,0.01676048,67.09,BTC-30DEC22-30000-C,18727.89,sell,,,0.1,,
4370,230198167,2022-09-26 06:22:05,1,0.0165,0.01676048,67.09,BTC-30DEC22-30000-C,18727.89,sell,,,0.1,,
4371,230198171,2022-09-26 06:22:07,1,0.0165,0.01676996,67.07,BTC-30DEC22-30000-C,18731.62,sell,,,0.1,,
4372,230198174,2022-09-26 06:22:09,1,0.0165,0.01677687,67.07,BTC-30DEC22-30000-C,18732.0,sell,,,0.1,,
4373,230198175,2022-09-26 06:22:11,1,0.0165,0.01677571,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4374,230198177,2022-09-26 06:22:11,1,0.0165,0.01677571,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4375,230198178,2022-09-26 06:22:11,1,0.0165,0.01677571,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4376,230198187,2022-09-26 06:22:11,1,0.0165,0.01677571,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4377,230198191,2022-09-26 06:22:12,1,0.0165,0.01677571,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4378,230198192,2022-09-26 06:22:12,1,0.0165,0.01677571,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4379,230198197,2022-09-26 06:22:12,1,0.0165,0.01677571,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.2,,
4380,230198198,2022-09-26 06:22:12,1,0.0165,0.01677561,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4381,230198199,2022-09-26 06:22:12,1,0.0165,0.01677561,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4382,230198200,2022-09-26 06:22:12,1,0.0165,0.01677561,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4383,230198201,2022-09-26 06:22:12,1,0.0165,0.01677561,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4384,230198203,2022-09-26 06:22:12,1,0.0165,0.01677561,67.07,BTC-30DEC22-30000-C,18731.86,sell,,,0.1,,
4385,230198204,2022-09-26 06:22:12,1,0.0165,0.01677561,67.11,BTC-30DEC22-30000-C,18726.25,sell,,,0.1,,
4386,230198208,2022-09-26 06:22:17,1,0.0165,0.01671634,67.13,BTC-30DEC22-30000-C,18721.53,sell,,,0.1,,
4387,230198209,2022-09-26 06:22:17,1,0.0165,0.01671634,67.13,BTC-30DEC22-30000-C,18721.53,sell,,,0.1,,
4388,230198210,2022-09-26 06:22:17,1,0.0165,0.01671634,67.13,BTC-30DEC22-30000-C,18721.53,sell,,,0.1,,
4389,230198211,2022-09-26 06:22:17,1,0.0165,0.01671634,67.13,BTC-30DEC22-30000-C,18721.53,sell,,,0.1,,
4390,230198212,2022-09-26 06:22:18,1,0.0165,0.01670497,67.15,BTC-30DEC22-30000-C,18718.97,sell,,,0.1,,
4391,230198235,2022-09-26 06:22:34,1,0.0165,0.0167437,67.11,BTC-30DEC22-30000-C,18722.85,sell,,,0.2,,
4392,230198236,2022-09-26 06:22:34,1,0.0165,0.0167437,67.11,BTC-30DEC22-30000-C,18722.85,sell,,,0.2,,
4393,230198237,2022-09-26 06:22:34,1,0.0165,0.0167437,67.11,BTC-30DEC22-30000-C,18722.85,sell,,,0.1,,
4394,230198238,2022-09-26 06:22:34,1,0.0165,0.0167437,67.11,BTC-30DEC22-30000-C,18722.85,sell,,,0.1,,
4395,230198239,2022-09-26 06:22:34,1,0.0165,0.0167437,67.11,BTC-30DEC22-30000-C,18722.85,sell,,,0.1,,
4396,230198240,2022-09-26 06:22:34,1,0.0165,0.0167437,67.11,BTC-30DEC22-30000-C,18722.85,sell,,,0.1,,
4397,230198241,2022-09-26 06:22:34,1,0.0165,0.0167437,67.11,BTC-30DEC22-30000-C,18722.85,sell,,,0.1,,
4398,230198245,2022-09-26 06:22:44,1,0.0165,0.0167476,67.1,BTC-30DEC22-30000-C,18723.51,sell,,,0.1,,
4399,230198247,2022-09-26 06:22:45,1,0.0165,0.01674546,67.11,BTC-30DEC22-30000-C,18722.79,sell,,,0.1,,
4400,230198248,2022-09-26 06:22:47,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18722.61,sell,,,0.1,,
4401,230198254,2022-09-26 06:22:48,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18719.93,sell,,,0.1,,
4402,230198258,2022-09-26 06:22:48,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18719.93,sell,,,0.1,,
4403,230198259,2022-09-26 06:22:48,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18719.93,sell,,,0.1,,
4404,230198260,2022-09-26 06:22:48,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18719.93,sell,,,0.1,,
4405,230198261,2022-09-26 06:22:48,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18719.93,sell,,,0.1,,
4406,230198262,2022-09-26 06:22:48,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18719.93,sell,,,0.1,,
4407,230198263,2022-09-26 06:22:48,1,0.0165,0.01674516,67.11,BTC-30DEC22-30000-C,18719.93,sell,,,0.1,,
4408,230198269,2022-09-26 06:23:01,1,0.0165,0.01673388,67.13,BTC-30DEC22-30000-C,18717.23,sell,,,0.1,,
4409,230198270,2022-09-26 06:23:01,1,0.0165,0.01673388,67.13,BTC-30DEC22-30000-C,18717.23,sell,,,0.1,,
4410,230198271,2022-09-26 06:23:01,1,0.0165,0.01673388,67.13,BTC-30DEC22-30000-C,18717.23,sell,,,0.1,,
4411,230198272,2022-09-26 06:23:01,1,0.0165,0.01673388,67.13,BTC-30DEC22-30000-C,18717.23,sell,,,0.1,,
4412,230198273,2022-09-26 06:23:01,1,0.0165,0.01672226,67.13,BTC-30DEC22-30000-C,18717.23,sell,,,0.1,,
4413,230198274,2022-09-26 06:23:01,1,0.0165,0.01672226,67.13,BTC-30DEC22-30000-C,18717.23,sell,,,0.1,,
4414,230198275,2022-09-26 06:23:01,1,0.0165,0.01672226,67.13,BTC-30DEC22-30000-C,18717.23,sell,,,0.1,,
4415,230198277,2022-09-26 06:23:04,1,0.0165,0.0167007,67.15,BTC-30DEC22-30000-C,18713.55,sell,,,0.1,,
4416,230198278,2022-09-26 06:23:04,1,0.0165,0.0167007,67.15,BTC-30DEC22-30000-C,18713.55,sell,,,0.1,,
4417,230198293,2022-09-26 06:23:10,1,0.0165,0.01672879,67.14,BTC-30DEC22-30000-C,18714.84,sell,,,0.1,,
4418,230198295,2022-09-26 06:23:12,1,0.0165,0.01671144,67.14,BTC-30DEC22-30000-C,18714.24,sell,,,0.1,,
4419,230198296,2022-09-26 06:23:12,1,0.0165,0.01671144,67.14,BTC-30DEC22-30000-C,18714.24,sell,,,0.1,,
4420,230198297,2022-09-26 06:23:12,1,0.0165,0.01671144,67.14,BTC-30DEC22-30000-C,18714.24,sell,,,0.1,,
4421,230198310,2022-09-26 06:23:20,1,0.0165,0.01671324,67.14,BTC-30DEC22-30000-C,18714.64,sell,,,0.1,,
4422,230198316,2022-09-26 06:23:24,1,0.0165,0.0166818,67.17,BTC-30DEC22-30000-C,18708.25,sell,,,0.1,,
4423,230198317,2022-09-26 06:23:24,1,0.0165,0.0166818,67.17,BTC-30DEC22-30000-C,18708.25,sell,,,0.1,,
4424,230198397,2022-09-26 06:24:28,1,0.0165,0.01677139,67.08,BTC-30DEC22-30000-C,18728.22,sell,,,0.1,,
4425,230198399,2022-09-26 06:24:28,1,0.0165,0.01677139,67.08,BTC-30DEC22-30000-C,18728.22,sell,,,0.1,,
4426,230198413,2022-09-26 06:24:36,1,0.0165,0.01677159,67.09,BTC-30DEC22-30000-C,18728.37,sell,,,0.1,,
