trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,liquidation,block_trade_id,combo_id,combo_trade_id
2168,306404343,2024-06-25 02:54:09,1,0.0695,0.06982785,56.87,BTC-27SEP24-70000-C,60625.83,sell,0.1,0.1,,,,
2169,306404347,2024-06-25 02:54:10,1,0.0695,0.06982785,56.87,BTC-27SEP24-70000-C,60625.69,sell,0.1,0.1,,,,
2170,306404427,2024-06-25 02:56:09,1,0.0695,0.06961857,56.92,BTC-27SEP24-70000-C,60614.53,sell,0.6,0.6,,,,
2171,306410364,2024-06-25 03:21:49,0,0.074,0.07337505,57.15,BTC-27SEP24-70000-C,61333.57,buy,1.0,1.0,,,,
2172,306411762,2024-06-25 03:34:10,1,0.074,0.07413866,56.86,BTC-27SEP24-70000-C,61409.9,buy,0.5,0.5,,,,
2173,306411763,2024-06-25 03:34:10,1,0.074,0.07413866,56.86,BTC-27SEP24-70000-C,61409.9,buy,1.9,1.9,,,,
2174,306415140,2024-06-25 04:08:07,2,0.0735,0.07368817,56.95,BTC-27SEP24-70000-C,61279.04,sell,0.1,0.1,,,,
2175,306415165,2024-06-25 04:08:15,3,0.0735,0.0736579,56.97,BTC-27SEP24-70000-C,61272.06,sell,0.1,0.1,,,,
2176,306415233,2024-06-25 04:08:23,3,0.0735,0.07354961,57.02,BTC-27SEP24-70000-C,61247.69,sell,1.8,1.8,,,,
2177,306420241,2024-06-25 05:51:06,2,0.071,0.07131409,56.56,BTC-27SEP24-70000-C,60956.29,sell,8.0,8.0,,,,
2178,306420804,2024-06-25 06:00:09,0,0.0715,0.07138667,56.61,BTC-27SEP24-70000-C,61030.7,buy,2.9,2.9,,,,
2179,306420819,2024-06-25 06:00:12,1,0.0715,0.07144516,56.59,BTC-27SEP24-70000-C,61037.46,buy,0.4,0.4,,,,
2180,306420823,2024-06-25 06:00:14,1,0.0715,0.07152196,56.55,BTC-27SEP24-70000-C,61050.03,buy,1.9,1.9,,,,
2181,306421115,2024-06-25 06:04:59,2,0.071,0.07113386,56.54,BTC-27SEP24-70000-C,60958.09,sell,0.1,0.1,,,,
2182,306421116,2024-06-25 06:04:59,3,0.071,0.07113386,56.54,BTC-27SEP24-70000-C,60958.09,buy,5.9,5.9,,,,
2183,306421526,2024-06-25 06:14:15,0,0.0715,0.07131867,56.66,BTC-27SEP24-70000-C,61014.95,buy,0.6,0.6,,,,
2184,306421780,2024-06-25 06:20:59,1,0.0715,0.07147832,56.57,BTC-27SEP24-70000-C,61037.9,buy,0.6,0.6,,,,
2185,306421876,2024-06-25 06:22:13,2,0.071,0.07112292,56.46,BTC-27SEP24-70000-C,60981.78,sell,0.1,0.1,,,,
2186,306422467,2024-06-25 06:36:11,0,0.0715,0.07173577,56.39,BTC-27SEP24-70000-C,61091.16,sell,0.1,0.1,,,,
2187,306422468,2024-06-25 06:36:11,1,0.0715,0.07173577,56.39,BTC-27SEP24-70000-C,61091.16,buy,9.9,9.9,,,,
2188,306422469,2024-06-25 06:36:11,1,0.0715,0.07173577,56.39,BTC-27SEP24-70000-C,61091.16,buy,1.5,1.5,,,,
2189,306422591,2024-06-25 06:37:41,0,0.072,0.07181355,56.59,BTC-27SEP24-70000-C,61110.09,buy,1.2,1.2,,,,
2190,306423418,2024-06-25 06:50:46,2,0.0715,0.07159227,56.44,BTC-27SEP24-70000-C,61101.21,sell,0.1,0.1,,,,
2191,306423419,2024-06-25 06:50:46,3,0.0715,0.07159227,56.44,BTC-27SEP24-70000-C,61101.21,buy,3.7,3.7,,,,
2192,306424029,2024-06-25 07:01:34,3,0.0715,0.07161425,56.37,BTC-27SEP24-70000-C,61131.75,sell,0.1,0.1,,,,
2193,306424030,2024-06-25 07:01:34,3,0.0715,0.07161425,56.37,BTC-27SEP24-70000-C,61131.75,buy,7.7,7.7,,,,
2194,306431252,2024-06-25 08:01:03,2,0.0695,0.06926739,56.61,BTC-27SEP24-70000-C,60663.07,sell,0.1,0.1,,,,
2195,306432998,2024-06-25 08:24:40,2,0.069,0.0691386,56.18,BTC-27SEP24-70000-C,60767.32,buy,5.0,5.0,,,,
2196,306433270,2024-06-25 08:28:17,2,0.0685,0.06884287,55.93,BTC-27SEP24-70000-C,60767.4,sell,0.1,0.1,,,,
2197,306433387,2024-06-25 08:29:24,3,0.0685,0.0687758,55.94,BTC-27SEP24-70000-C,60764.66,sell,0.1,0.1,,,,
2198,306433388,2024-06-25 08:29:24,3,0.0685,0.0687758,55.94,BTC-27SEP24-70000-C,60764.66,sell,0.1,0.1,,,,
2199,306433595,2024-06-25 08:30:17,3,0.0685,0.06854816,56.04,BTC-27SEP24-70000-C,60724.12,buy,0.8,0.8,,,,
2200,306433596,2024-06-25 08:30:17,3,0.0685,0.06854816,56.04,BTC-27SEP24-70000-C,60724.12,buy,4.2,4.2,,,,
2201,306433854,2024-06-25 08:33:05,2,0.068,0.06830254,55.9,BTC-27SEP24-70000-C,60685.33,sell,0.1,0.1,,,,
2202,306434015,2024-06-25 08:35:34,3,0.068,0.06820784,55.91,BTC-27SEP24-70000-C,60675.36,sell,0.1,0.1,,,,
2203,306434097,2024-06-25 08:37:00,3,0.068,0.06812618,55.94,BTC-27SEP24-70000-C,60667.77,sell,0.1,0.1,,,,
2204,306434104,2024-06-25 08:37:05,3,0.068,0.06807138,55.96,BTC-27SEP24-70000-C,60659.76,sell,0.1,0.1,,,,
2205,306434333,2024-06-25 08:40:07,3,0.068,0.06834829,55.78,BTC-27SEP24-70000-C,60714.71,sell,0.6,0.6,,,,
2206,306434334,2024-06-25 08:40:07,3,0.068,0.06834829,55.78,BTC-27SEP24-70000-C,60714.71,sell,0.1,0.1,,,,
2207,306434450,2024-06-25 08:42:10,0,0.0685,0.06825533,56.05,BTC-27SEP24-70000-C,60718.69,buy,2.2,2.2,,,,
2208,306436430,2024-06-25 08:52:22,0,0.069,0.06902161,56.13,BTC-27SEP24-70000-C,60805.01,sell,0.1,0.1,,,,
2209,306439078,2024-06-25 09:20:01,0,0.0695,0.06969523,56.12,BTC-27SEP24-70000-C,60914.64,sell,0.1,0.1,,,,
2210,306440354,2024-06-25 09:36:19,0,0.07,0.07017964,56.0,BTC-27SEP24-70000-C,61048.03,sell,0.1,0.1,,,,
2211,306440488,2024-06-25 09:37:06,1,0.07,0.07025525,55.98,BTC-27SEP24-70000-C,61047.01,sell,0.1,0.1,,,,
2212,306440490,2024-06-25 09:37:07,1,0.07,0.07025525,55.98,BTC-27SEP24-70000-C,61047.01,sell,0.1,0.1,,,,
2213,306440496,2024-06-25 09:37:13,1,0.07,0.07010053,56.04,BTC-27SEP24-70000-C,61026.86,sell,0.1,0.1,,,,
2214,306440500,2024-06-25 09:37:14,1,0.07,0.07008679,56.04,BTC-27SEP24-70000-C,61027.53,sell,0.1,0.1,,,,
2215,306449051,2024-06-25 10:32:07,0,0.071,0.07081994,55.98,BTC-27SEP24-70000-C,61255.88,sell,0.1,0.1,,,,
2216,306450698,2024-06-25 10:57:06,2,0.0705,0.07076559,55.59,BTC-27SEP24-70000-C,61302.75,sell,0.1,0.1,,,,
2217,306450736,2024-06-25 10:57:38,3,0.0705,0.07066665,55.63,BTC-27SEP24-70000-C,61293.5,buy,0.6,0.6,,,,
2218,306460489,2024-06-25 12:54:27,2,0.0695,0.06926687,55.88,BTC-27SEP24-70000-C,60999.96,buy,0.6,0.6,,,,
2219,306460490,2024-06-25 12:54:27,3,0.0695,0.0692643,55.88,BTC-27SEP24-70000-C,60999.96,sell,0.2,0.2,,,,
2220,306460492,2024-06-25 12:54:28,3,0.0695,0.0692643,55.89,BTC-27SEP24-70000-C,60998.61,sell,0.2,0.2,,,,
2221,306461907,2024-06-25 13:07:34,0,0.07,0.06985325,55.89,BTC-27SEP24-70000-C,61095.89,sell,3.5,3.5,,,,
2222,306462909,2024-06-25 13:20:13,1,0.07,0.0701257,55.82,BTC-27SEP24-70000-C,61135.96,sell,0.1,0.1,,,,
2223,306465216,2024-06-25 13:41:41,0,0.0705,0.07033466,55.93,BTC-27SEP24-70000-C,61157.88,buy,0.6,0.6,,,,
2224,306465217,2024-06-25 13:41:42,1,0.0705,0.07036487,55.93,BTC-27SEP24-70000-C,61158.23,sell,0.8,0.8,,,,
2225,306465222,2024-06-25 13:41:43,1,0.0705,0.07037292,55.93,BTC-27SEP24-70000-C,61155.45,sell,6.4,6.4,,,,
2226,306465223,2024-06-25 13:41:43,1,0.0705,0.07037292,55.93,BTC-27SEP24-70000-C,61155.45,sell,0.1,0.1,,,,
2227,306465224,2024-06-25 13:41:43,1,0.0705,0.07037292,55.93,BTC-27SEP24-70000-C,61155.45,sell,0.1,0.1,,,,
2228,306467367,2024-06-25 13:59:29,2,0.07,0.07015024,55.8,BTC-27SEP24-70000-C,61142.98,sell,0.1,0.1,,,,
2229,306469420,2024-06-25 14:21:17,0,0.073,0.07269048,56.05,BTC-27SEP24-70000-C,61617.25,buy,0.1,0.1,,,,
2230,306477746,2024-06-25 15:05:56,1,0.073,0.07313063,55.96,BTC-27SEP24-70000-C,61605.37,sell,0.1,0.1,,,,
2231,306511263,2024-06-25 20:13:57,0,0.075,0.07513939,56.23,BTC-27SEP24-70000-C,61924.26,sell,0.1,0.1,,,,
2232,306512237,2024-06-25 20:29:42,0,0.0755,0.07551296,56.28,BTC-27SEP24-70000-C,61991.99,sell,0.1,0.1,,,,
2233,306512840,2024-06-25 20:46:02,1,0.0755,0.07550144,56.25,BTC-27SEP24-70000-C,62010.7,sell,0.1,0.1,,,,
2234,306521004,2024-06-26 00:38:48,2,0.073,0.07378644,55.81,BTC-27SEP24-70000-C,61759.76,sell,1.0,1.0,,,,
2235,306528631,2024-06-26 02:11:46,0,0.0755,0.07563869,55.48,BTC-27SEP24-70000-C,62300.12,sell,0.1,0.1,,,,
2236,306531299,2024-06-26 02:25:32,2,0.075,0.07490104,55.61,BTC-27SEP24-70000-C,62163.0,sell,0.1,0.1,,,,
2237,306532421,2024-06-26 02:45:53,2,0.0745,0.07445934,55.56,BTC-27SEP24-70000-C,62085.21,sell,0.1,0.1,,,,
2238,306533290,2024-06-26 02:57:16,2,0.074,0.07411054,55.4,BTC-27SEP24-70000-C,62048.18,sell,0.1,0.1,,,,
2239,306535718,2024-06-26 03:18:12,2,0.0735,0.07369896,55.29,BTC-27SEP24-70000-C,62023.59,sell,0.1,0.1,,,,
2240,306536142,2024-06-26 03:21:36,2,0.073,0.07319718,55.27,BTC-27SEP24-70000-C,61939.68,sell,0.1,0.1,,,,
2241,306538859,2024-06-26 04:08:02,2,0.0725,0.07240152,55.32,BTC-27SEP24-70000-C,61850.02,sell,0.1,0.1,,,,
2242,306539421,2024-06-26 04:15:49,2,0.072,0.07200264,55.29,BTC-27SEP24-70000-C,61766.44,sell,0.1,0.1,,,,
2243,306542685,2024-06-26 05:24:01,2,0.0715,0.07133342,55.44,BTC-27SEP24-70000-C,61644.54,sell,0.1,0.1,,,,
2244,306542712,2024-06-26 05:24:59,3,0.0715,0.07132175,55.44,BTC-27SEP24-70000-C,61642.78,buy,0.1,0.1,,,,
2245,306545187,2024-06-26 06:04:04,2,0.071,0.07085432,55.45,BTC-27SEP24-70000-C,61550.57,sell,0.1,0.1,,,,
2246,306550545,2024-06-26 07:37:27,3,0.071,0.07089804,55.19,BTC-27SEP24-70000-C,61634.04,buy,0.5,0.5,,,,
2247,306550559,2024-06-26 07:37:30,3,0.071,0.07091959,55.18,BTC-27SEP24-70000-C,61644.15,buy,5.3,5.3,,,,
2248,306550560,2024-06-26 07:37:30,3,0.071,0.07091959,55.18,BTC-27SEP24-70000-C,61644.15,buy,0.4,0.4,,,,
2249,306553439,2024-06-26 08:16:03,2,0.07,0.07013084,54.98,BTC-27SEP24-70000-C,61539.32,sell,5.0,5.0,,,,
2250,306557676,2024-06-26 09:17:25,2,0.069,0.06924449,54.91,BTC-27SEP24-70000-C,61402.3,sell,5.0,5.0,,,,
2251,306561020,2024-06-26 10:10:44,2,0.0685,0.06822665,55.0,BTC-27SEP24-70000-C,61279.33,sell,0.1,0.1,,,,
2252,306561027,2024-06-26 10:10:48,3,0.0685,0.06824228,55.0,BTC-27SEP24-70000-C,61280.85,sell,0.1,0.1,,,,
2253,306561050,2024-06-26 10:11:17,0,0.069,0.06836503,55.19,BTC-27SEP24-70000-C,61300.84,buy,0.1,0.1,,,,
2254,306561058,2024-06-26 10:11:20,1,0.069,0.0683722,55.18,BTC-27SEP24-70000-C,61305.99,buy,0.1,0.1,,,,
2255,306561072,2024-06-26 10:11:36,1,0.069,0.06845331,55.15,BTC-27SEP24-70000-C,61315.13,buy,0.1,0.1,,,,
2256,306561103,2024-06-26 10:12:36,1,0.069,0.06851342,55.13,BTC-27SEP24-70000-C,61326.32,sell,0.5,0.5,,,,
2257,306563669,2024-06-26 10:40:58,2,0.068,0.06840184,54.78,BTC-27SEP24-70000-C,61281.05,sell,0.1,0.1,,,,
2258,306563670,2024-06-26 10:40:58,3,0.068,0.06840184,54.78,BTC-27SEP24-70000-C,61281.05,sell,6.0,6.0,,,,
2259,306568610,2024-06-26 11:40:25,0,0.0685,0.06848688,54.9,BTC-27SEP24-70000-C,61338.65,sell,0.1,0.1,,,,
2260,306571067,2024-06-26 12:00:38,1,0.0685,0.06881387,54.73,BTC-27SEP24-70000-C,61407.98,sell,7.0,7.0,,,,
2261,306571068,2024-06-26 12:00:38,1,0.0685,0.06881387,54.73,BTC-27SEP24-70000-C,61407.98,sell,8.5,8.5,,,,
2262,306571069,2024-06-26 12:00:38,1,0.0685,0.06881387,54.73,BTC-27SEP24-70000-C,61407.98,buy,4.5,4.5,,,,
2263,306571206,2024-06-26 12:02:10,0,0.069,0.0688169,54.95,BTC-27SEP24-70000-C,61429.0,buy,0.4,0.4,,,,
2264,306571208,2024-06-26 12:02:13,1,0.069,0.06887736,54.92,BTC-27SEP24-70000-C,61435.01,buy,2.5,2.5,,,,
2265,306571223,2024-06-26 12:02:17,1,0.069,0.0689057,54.91,BTC-27SEP24-70000-C,61439.91,buy,1.9,1.9,,,,
2266,306571230,2024-06-26 12:02:20,1,0.069,0.06892421,54.9,BTC-27SEP24-70000-C,61442.32,buy,1.2,1.2,,,,
2267,306578500,2024-06-26 13:41:18,0,0.0695,0.06966596,54.72,BTC-27SEP24-70000-C,61620.31,sell,0.1,0.1,,,,
2268,306581131,2024-06-26 14:02:58,0,0.071,0.07076966,55.05,BTC-27SEP24-70000-C,61775.72,sell,0.1,0.1,,,,
2269,306581137,2024-06-26 14:03:01,1,0.071,0.07068747,55.08,BTC-27SEP24-70000-C,61772.84,sell,0.1,0.1,,,,
2270,306581145,2024-06-26 14:03:07,1,0.071,0.07074349,55.05,BTC-27SEP24-70000-C,61777.58,sell,0.2,0.2,,,,
2271,306584694,2024-06-26 14:31:45,2,0.0705,0.0703447,54.95,BTC-27SEP24-70000-C,61744.12,buy,6.0,6.0,,,,
2272,306584722,2024-06-26 14:32:01,3,0.0705,0.07027805,54.99,BTC-27SEP24-70000-C,61726.62,buy,6.0,6.0,,,,
2273,306586035,2024-06-26 14:48:13,0,0.071,0.07053163,55.12,BTC-27SEP24-70000-C,61793.55,buy,1.0,1.0,,,,
2274,306597260,2024-06-26 16:48:34,2,0.0675,0.06766614,54.88,BTC-27SEP24-70000-C,61256.64,sell,1.5,1.5,,,,
2275,306613413,2024-06-26 19:05:00,2,0.0655,0.06515908,55.24,BTC-27SEP24-70000-C,60808.35,buy,1.0,1.0,,,,
2276,306613563,2024-06-26 19:05:55,2,0.065,0.06502339,55.06,BTC-27SEP24-70000-C,60778.62,sell,0.3,0.3,,,,
2277,306613607,2024-06-26 19:05:56,3,0.065,0.06498916,55.09,BTC-27SEP24-70000-C,60766.56,sell,0.7,0.7,,,,
2278,306614221,2024-06-26 19:12:32,3,0.065,0.06489616,55.19,BTC-27SEP24-70000-C,60731.53,sell,1.0,1.0,,,,
2279,306639498,2024-06-27 02:46:55,0,0.066,0.06548666,55.23,BTC-27SEP24-70000-C,60918.09,buy,8.0,8.0,,,,
2280,306639725,2024-06-27 02:51:30,1,0.066,0.06586274,55.1,BTC-27SEP24-70000-C,60950.52,buy,7.7,7.7,,,,
2281,306639969,2024-06-27 02:56:44,0,0.0665,0.06611399,55.27,BTC-27SEP24-70000-C,60979.5,buy,7.7,7.7,,,,
2282,306653883,2024-06-27 08:06:41,2,0.064,0.06441905,54.54,BTC-27SEP24-70000-C,60782.49,buy,0.7,0.7,,,,
2283,306653888,2024-06-27 08:06:44,3,0.064,0.0644066,54.54,BTC-27SEP24-70000-C,60782.54,buy,0.6,0.6,,,,
2284,306653891,2024-06-27 08:06:50,3,0.064,0.06439673,54.54,BTC-27SEP24-70000-C,60781.68,buy,0.6,0.6,,,,
2285,306654845,2024-06-27 08:25:54,2,0.0635,0.063571,54.46,BTC-27SEP24-70000-C,60728.39,sell,0.1,0.1,,,,
2286,306687486,2024-06-27 13:16:39,0,0.069,0.06874915,55.08,BTC-27SEP24-70000-C,61569.22,sell,6.4,6.4,,,,
2287,306687487,2024-06-27 13:16:39,1,0.069,0.06874915,55.08,BTC-27SEP24-70000-C,61569.22,sell,0.1,0.1,,,,
2288,306687516,2024-06-27 13:16:55,0,0.0695,0.06878719,55.32,BTC-27SEP24-70000-C,61574.61,buy,8.5,8.5,,,,
2289,306687517,2024-06-27 13:16:55,1,0.0695,0.06878719,55.32,BTC-27SEP24-70000-C,61574.61,buy,0.6,0.6,,,,
2290,306687518,2024-06-27 13:16:55,1,0.0695,0.06878719,55.32,BTC-27SEP24-70000-C,61574.61,buy,2.8,2.8,,,,
2291,306687519,2024-06-27 13:16:55,1,0.0695,0.06878719,55.32,BTC-27SEP24-70000-C,61574.61,buy,6.4,6.4,,,,
2292,306687520,2024-06-27 13:16:55,1,0.0695,0.06878719,55.32,BTC-27SEP24-70000-C,61574.61,sell,0.2,0.2,,,,
2293,306693035,2024-06-27 13:55:37,0,0.07,0.06931857,55.19,BTC-27SEP24-70000-C,61727.77,buy,1.0,1.0,,,,
2294,306698513,2024-06-27 14:14:59,0,0.0715,0.07170534,54.39,BTC-27SEP24-70000-C,62286.98,buy,0.1,0.1,,,,
2295,306703828,2024-06-27 14:57:43,2,0.068,0.06822955,54.34,BTC-27SEP24-70000-C,61656.72,buy,0.9,0.9,,,,
2296,306722810,2024-06-27 19:17:44,3,0.068,0.06787633,54.63,BTC-27SEP24-70000-C,61555.67,buy,0.9,0.9,,,,
2297,306722811,2024-06-27 19:17:44,3,0.068,0.06787633,54.63,BTC-27SEP24-70000-C,61555.67,sell,1.1,1.1,,,,
2298,306751809,2024-06-28 02:33:03,3,0.068,0.06818862,54.39,BTC-27SEP24-70000-C,61683.65,sell,1.8,1.8,,,,
2299,306754552,2024-06-28 03:25:07,3,0.068,0.06827434,54.21,BTC-27SEP24-70000-C,61743.08,sell,0.1,0.1,,,,
2300,306761606,2024-06-28 05:32:19,2,0.067,0.06703167,54.37,BTC-27SEP24-70000-C,61501.33,sell,0.1,0.1,,,,
2301,306761651,2024-06-28 05:33:10,3,0.067,0.06720716,54.28,BTC-27SEP24-70000-C,61526.13,sell,0.1,0.1,,,,
2302,306761654,2024-06-28 05:33:10,3,0.067,0.06720716,54.28,BTC-27SEP24-70000-C,61526.13,buy,0.6,0.6,,,,
2303,306761656,2024-06-28 05:33:13,2,0.0665,0.06720682,54.02,BTC-27SEP24-70000-C,61525.59,sell,0.4,0.4,,,,
2304,306762284,2024-06-28 05:41:03,2,0.066,0.06623949,54.06,BTC-27SEP24-70000-C,61445.27,sell,0.1,0.1,,,,
2305,306762350,2024-06-28 05:41:58,2,0.0655,0.06616523,53.82,BTC-27SEP24-70000-C,61427.8,sell,0.2,0.2,,,,
2306,306762351,2024-06-28 05:42:02,0,0.066,0.06617488,54.07,BTC-27SEP24-70000-C,61430.12,buy,0.8,0.8,,,,
2307,306762362,2024-06-28 05:42:05,1,0.066,0.06617655,54.07,BTC-27SEP24-70000-C,61431.25,sell,0.2,0.2,,,,
2308,306762457,2024-06-28 05:43:08,1,0.066,0.06614251,54.08,BTC-27SEP24-70000-C,61428.77,sell,0.2,0.2,,,,
2309,306762462,2024-06-28 05:43:11,1,0.066,0.06614483,54.08,BTC-27SEP24-70000-C,61428.92,sell,0.5,0.5,,,,
2310,306762463,2024-06-28 05:43:11,1,0.066,0.06614505,54.08,BTC-27SEP24-70000-C,61428.92,sell,0.1,0.1,,,,
2311,306762465,2024-06-28 05:43:11,1,0.066,0.06614505,54.08,BTC-27SEP24-70000-C,61428.92,sell,0.1,0.1,,,,
2312,306762473,2024-06-28 05:43:14,1,0.066,0.066141,54.08,BTC-27SEP24-70000-C,61428.18,sell,0.1,0.1,,,,
2313,306764717,2024-06-28 06:06:56,1,0.066,0.0662807,53.93,BTC-27SEP24-70000-C,61485.7,sell,0.1,0.1,,,,
2314,306764874,2024-06-28 06:10:07,2,0.0655,0.06620941,53.67,BTC-27SEP24-70000-C,61488.17,sell,0.1,0.1,,,,
2315,306764878,2024-06-28 06:10:10,3,0.0655,0.06618442,53.67,BTC-27SEP24-70000-C,61486.67,sell,0.1,0.1,,,,
2316,306764879,2024-06-28 06:10:17,3,0.0655,0.06618295,53.67,BTC-27SEP24-70000-C,61489.67,sell,0.1,0.1,,,,
2317,306764880,2024-06-28 06:10:20,3,0.0655,0.06617337,53.68,BTC-27SEP24-70000-C,61486.29,sell,0.1,0.1,,,,
2318,306766327,2024-06-28 06:32:45,3,0.0655,0.06573281,53.57,BTC-27SEP24-70000-C,61521.52,sell,0.1,0.1,,,,
2319,306766974,2024-06-28 06:40:36,3,0.0655,0.06567324,53.58,BTC-27SEP24-70000-C,61528.26,sell,0.1,0.1,,,,
2320,306769456,2024-06-28 07:16:04,2,0.065,0.06525157,53.41,BTC-27SEP24-70000-C,61523.4,sell,0.5,0.5,,,,
2321,306782224,2024-06-28 07:51:48,2,0.0625,0.06294524,53.17,BTC-27SEP24-70000-C,61196.96,buy,0.1,0.1,,,,
2322,306790073,2024-06-28 08:17:35,3,0.0625,0.06268583,53.1,BTC-27SEP24-70000-C,61313.77,sell,0.1,0.1,,,,
2323,306790074,2024-06-28 08:17:35,2,0.062,0.06268583,52.84,BTC-27SEP24-70000-C,61313.77,sell,4.7,4.7,,,,
2324,306799162,2024-06-28 09:40:46,0,0.0641,0.06423035,53.51,BTC-27SEP24-70000-C,61357.79,sell,25.0,25.0,,146252,,
2325,306803043,2024-06-28 10:29:59,0,0.0645,0.0653283,53.23,BTC-27SEP24-70000-C,61444.24,sell,0.1,0.1,,,,
2326,306819165,2024-06-28 13:06:09,2,0.0635,0.06356626,53.17,BTC-27SEP24-70000-C,61222.08,buy,4.8,4.8,,,,
2327,306819236,2024-06-28 13:06:42,3,0.0635,0.06351248,53.19,BTC-27SEP24-70000-C,61212.04,buy,0.7,0.7,,,,
2328,306820050,2024-06-28 13:16:12,3,0.0635,0.06373193,53.01,BTC-27SEP24-70000-C,61259.63,buy,3.5,3.5,,,,
2329,306820051,2024-06-28 13:16:13,3,0.0635,0.06373193,53.01,BTC-27SEP24-70000-C,61253.49,buy,5.3,5.3,,,,
2330,306821815,2024-06-28 13:38:14,0,0.065,0.06490048,53.09,BTC-27SEP24-70000-C,61504.28,sell,0.2,0.2,,,,
2331,306821816,2024-06-28 13:38:17,1,0.065,0.06490077,53.09,BTC-27SEP24-70000-C,61503.66,sell,0.1,0.1,,,,
2332,306831573,2024-06-28 14:26:55,2,0.0625,0.06295104,53.0,BTC-27SEP24-70000-C,61077.85,sell,0.1,0.1,,,,
2333,306831574,2024-06-28 14:26:55,2,0.062,0.06295104,52.74,BTC-27SEP24-70000-C,61077.85,sell,6.5,6.5,,,,
2334,306831575,2024-06-28 14:26:55,3,0.062,0.06295104,52.74,BTC-27SEP24-70000-C,61077.85,sell,9.0,9.0,,,,
2335,306831576,2024-06-28 14:26:55,3,0.062,0.06295104,52.74,BTC-27SEP24-70000-C,61077.85,sell,0.9,0.9,,,,
2336,306831577,2024-06-28 14:26:55,3,0.062,0.06295104,52.74,BTC-27SEP24-70000-C,61077.85,buy,8.2,8.2,,,,
2337,306831578,2024-06-28 14:26:55,3,0.062,0.06295104,52.74,BTC-27SEP24-70000-C,61077.85,buy,5.3,5.3,,,,
2338,306845376,2024-06-28 15:44:23,2,0.0615,0.0615992,53.2,BTC-27SEP24-70000-C,60865.26,sell,0.1,0.1,,,,
2339,306851243,2024-06-28 16:43:06,3,0.0615,0.06140644,53.46,BTC-27SEP24-70000-C,60747.86,sell,0.1,0.1,,,,
2340,306855425,2024-06-28 17:31:36,0,0.0621,0.0618608,53.52,BTC-27SEP24-70000-C,60832.48,buy,60.0,60.0,,146329,,
2341,306878556,2024-06-28 23:18:05,2,0.0595,0.05938175,53.87,BTC-27SEP24-70000-C,60301.01,buy,0.4,0.4,,,,
2342,306878559,2024-06-28 23:18:09,3,0.0595,0.05936944,53.87,BTC-27SEP24-70000-C,60299.61,buy,0.1,0.1,,,,
2343,306888266,2024-06-29 02:43:38,0,0.06,0.06035275,53.23,BTC-27SEP24-70000-C,60694.09,sell,0.1,0.1,,,,
2344,306894929,2024-06-29 07:24:03,0,0.0605,0.06067117,52.98,BTC-27SEP24-70000-C,60892.43,sell,0.1,0.1,,,,
2345,306900140,2024-06-29 08:35:47,1,0.0605,0.06115305,52.88,BTC-27SEP24-70000-C,60872.85,sell,0.1,0.1,,,,
2346,306907293,2024-06-29 12:55:49,0,0.0615,0.06144891,53.19,BTC-27SEP24-70000-C,60933.56,buy,0.1,0.1,,,,
2347,306911315,2024-06-29 16:00:04,2,0.059,0.05905587,51.83,BTC-27SEP24-70000-C,61007.4,buy,10.0,10.0,,,,
2348,306911323,2024-06-29 16:00:05,3,0.059,0.05905587,51.83,BTC-27SEP24-70000-C,61007.4,buy,10.0,10.0,,,,
2349,306911483,2024-06-29 16:03:59,3,0.059,0.05884763,51.91,BTC-27SEP24-70000-C,60996.52,buy,10.0,10.0,,,,
2350,306911485,2024-06-29 16:04:02,3,0.059,0.05884931,51.91,BTC-27SEP24-70000-C,60996.55,buy,10.0,10.0,,,,
2351,306911487,2024-06-29 16:04:05,3,0.059,0.05884751,51.92,BTC-27SEP24-70000-C,60995.47,buy,10.0,10.0,,,,
2352,306911489,2024-06-29 16:04:08,3,0.059,0.0588442,51.92,BTC-27SEP24-70000-C,60995.05,buy,6.5,6.5,,,,
2353,306915182,2024-06-29 20:13:07,3,0.059,0.05844195,52.14,BTC-27SEP24-70000-C,60949.9,buy,4.0,4.0,,,,
2354,306921699,2024-06-30 02:49:26,2,0.0575,0.05761723,52.03,BTC-27SEP24-70000-C,60746.16,sell,4.0,4.0,,,,
2355,306921700,2024-06-30 02:49:26,3,0.0575,0.05761723,52.03,BTC-27SEP24-70000-C,60746.16,sell,0.1,0.1,,,,
2356,306942671,2024-06-30 10:31:47,0,0.06,0.06055724,51.2,BTC-27SEP24-70000-C,61508.81,sell,0.1,0.1,,,,
2357,306942672,2024-06-30 10:31:47,1,0.06,0.06055724,51.2,BTC-27SEP24-70000-C,61508.81,sell,2.0,2.0,,,,
2358,306942673,2024-06-30 10:31:47,1,0.06,0.06055724,51.2,BTC-27SEP24-70000-C,61508.81,buy,2.5,2.5,,,,
2359,306942674,2024-06-30 10:31:47,1,0.06,0.06055724,51.2,BTC-27SEP24-70000-C,61508.81,buy,1.8,1.8,,,,
2360,306944872,2024-06-30 12:21:45,1,0.06,0.06023683,51.28,BTC-27SEP24-70000-C,61507.22,sell,0.3,0.3,,,,
2361,306944873,2024-06-30 12:21:45,1,0.06,0.06023683,51.28,BTC-27SEP24-70000-C,61507.22,buy,1.7,1.7,,,,
