trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_id,combo_id,combo_trade_id
340,330479318,2024-11-29 09:10:47,3,0.0785,0.07919718,57.06,BTC-31JAN25-102000-C,95936.88,sell,0.8,0.8,,,
341,330481947,2024-11-29 09:34:45,0,0.08,0.07970704,56.97,BTC-31JAN25-102000-C,96312.43,buy,0.1,0.1,,,
342,330502526,2024-11-29 11:45:57,0,0.0845,0.08445094,57.02,BTC-31JAN25-102000-C,97251.92,buy,1.8,1.8,,,
343,330502565,2024-11-29 11:45:58,1,0.0845,0.08445528,57.02,BTC-31JAN25-102000-C,97257.19,buy,0.1,0.1,,,
344,330502578,2024-11-29 11:46:00,1,0.0845,0.08451103,57.02,BTC-31JAN25-102000-C,97265.01,buy,1.1,1.1,,,
345,330505027,2024-11-29 11:57:13,1,0.0845,0.08484745,56.83,BTC-31JAN25-102000-C,97314.09,sell,0.1,0.1,,,
346,330512187,2024-11-29 12:23:13,0,0.0855,0.08547123,56.71,BTC-31JAN25-102000-C,97437.03,buy,0.4,0.4,,,
347,330512222,2024-11-29 12:23:22,1,0.0855,0.08526796,56.83,BTC-31JAN25-102000-C,97396.29,buy,0.5,0.5,,,
348,330531718,2024-11-29 14:25:16,2,0.084,0.08443243,56.27,BTC-31JAN25-102000-C,97204.44,sell,0.4,0.4,,,
349,330550266,2024-11-29 15:14:49,0,0.0915,0.09115949,57.01,BTC-31JAN25-102000-C,98607.23,sell,0.1,0.1,,,
350,330600884,2024-11-29 17:11:12,2,0.0855,0.08515356,56.92,BTC-31JAN25-102000-C,97336.82,sell,0.1,0.1,,,
351,330665231,2024-11-30 01:45:25,2,0.082,0.08180016,56.56,BTC-31JAN25-102000-C,96719.22,sell,0.1,0.1,,,
352,330665360,2024-11-30 01:45:55,3,0.082,0.08186647,56.52,BTC-31JAN25-102000-C,96730.97,sell,0.1,0.1,,,
353,330666410,2024-11-30 01:50:13,2,0.081,0.08109991,56.41,BTC-31JAN25-102000-C,96541.38,buy,0.1,0.1,,,
354,330677146,2024-11-30 03:55:09,0,0.083,0.08227834,57.14,BTC-31JAN25-102000-C,96670.65,buy,0.1,0.1,,,
355,330677150,2024-11-30 03:55:12,1,0.083,0.08227924,57.14,BTC-31JAN25-102000-C,96671.61,buy,0.1,0.1,,,
356,330702447,2024-11-30 08:55:08,0,0.084,0.08345297,56.89,BTC-31JAN25-102000-C,96991.75,buy,0.1,0.1,,,
357,330702482,2024-11-30 08:55:38,1,0.084,0.08344997,56.89,BTC-31JAN25-102000-C,96990.72,buy,0.1,0.1,,,
358,330704362,2024-11-30 09:50:15,2,0.083,0.08237491,57.03,BTC-31JAN25-102000-C,96774.1,buy,0.1,0.1,,,
359,330704415,2024-11-30 09:51:01,3,0.083,0.08234422,57.04,BTC-31JAN25-102000-C,96774.93,buy,0.1,0.1,,,
360,330734180,2024-11-30 20:58:11,2,0.0825,0.08277884,56.46,BTC-31JAN25-102000-C,97018.85,buy,0.1,0.1,,,
361,330734192,2024-11-30 20:59:15,3,0.0825,0.08274481,56.48,BTC-31JAN25-102000-C,97018.37,buy,0.1,0.1,,,
362,330734201,2024-11-30 20:59:29,3,0.0825,0.08273737,56.48,BTC-31JAN25-102000-C,97019.2,buy,0.1,0.1,,,
363,330771719,2024-12-01 08:26:30,0,0.0835,0.08202485,57.83,BTC-31JAN25-102000-C,96836.43,buy,4.7,4.7,,,
364,330835269,2024-12-02 00:00:00,0,0.0855,0.08556191,57.88,BTC-31JAN25-102000-C,97265.25,sell,0.3,0.3,,,
365,330852261,2024-12-02 02:23:43,0,0.0865,0.08658008,57.21,BTC-31JAN25-102000-C,97695.32,buy,0.4,0.4,,,
366,330949989,2024-12-02 14:40:26,2,0.081,0.08135087,57.98,BTC-31JAN25-102000-C,96391.15,buy,7.2,7.2,,,
367,330949990,2024-12-02 14:40:26,3,0.081,0.08135087,57.98,BTC-31JAN25-102000-C,96391.15,buy,0.1,0.1,,,
368,330949997,2024-12-02 14:40:27,3,0.081,0.08136295,57.97,BTC-31JAN25-102000-C,96393.67,buy,2.7,2.7,,,
369,330950025,2024-12-02 14:40:39,3,0.081,0.08165959,57.79,BTC-31JAN25-102000-C,96456.62,buy,0.1,0.1,,,
370,330950026,2024-12-02 14:40:39,3,0.081,0.08165959,57.79,BTC-31JAN25-102000-C,96456.62,buy,1.0,1.0,,,
371,330950040,2024-12-02 14:40:42,3,0.081,0.08171969,57.75,BTC-31JAN25-102000-C,96473.06,buy,0.1,0.1,,,
372,330950052,2024-12-02 14:40:45,3,0.081,0.08169816,57.76,BTC-31JAN25-102000-C,96469.6,buy,0.1,0.1,,,
373,330950068,2024-12-02 14:40:48,3,0.081,0.08167058,57.76,BTC-31JAN25-102000-C,96467.48,buy,0.1,0.1,,,
374,330950074,2024-12-02 14:40:51,3,0.081,0.08171258,57.75,BTC-31JAN25-102000-C,96474.39,buy,0.1,0.1,,,
375,330950077,2024-12-02 14:40:54,3,0.081,0.0817116,57.75,BTC-31JAN25-102000-C,96475.33,buy,0.1,0.1,,,
376,330950090,2024-12-02 14:40:55,3,0.081,0.08170799,57.74,BTC-31JAN25-102000-C,96476.2,buy,8.4,8.4,,,
377,331008894,2024-12-02 18:00:41,2,0.0715,0.07145618,57.33,BTC-31JAN25-102000-C,94504.79,sell,0.5,0.5,,,
378,331027694,2024-12-02 19:53:07,0,0.0755,0.07633026,56.66,BTC-31JAN25-102000-C,95710.18,sell,0.1,0.1,,,
379,331027985,2024-12-02 19:55:24,0,0.076,0.07656572,56.82,BTC-31JAN25-102000-C,95764.57,sell,0.1,0.1,,,
380,331029252,2024-12-02 20:02:26,0,0.0765,0.07726391,56.66,BTC-31JAN25-102000-C,95937.23,sell,0.1,0.1,,,
381,331037293,2024-12-02 20:28:41,0,0.0775,0.07727371,57.21,BTC-31JAN25-102000-C,96063.98,sell,0.2,0.2,,,
382,331090922,2024-12-03 03:46:50,2,0.0765,0.07653012,56.34,BTC-31JAN25-102000-C,96135.39,sell,1.0,1.0,,,
383,331090923,2024-12-03 03:47:00,3,0.0765,0.07653555,56.33,BTC-31JAN25-102000-C,96137.3,sell,1.0,1.0,,,
384,331090927,2024-12-03 03:47:10,3,0.0765,0.07655228,56.32,BTC-31JAN25-102000-C,96141.39,sell,1.0,1.0,,,
385,331090928,2024-12-03 03:47:20,3,0.0765,0.0765656,56.32,BTC-31JAN25-102000-C,96142.55,sell,1.0,1.0,,,
386,331090929,2024-12-03 03:47:30,3,0.0765,0.07656798,56.3,BTC-31JAN25-102000-C,96152.36,sell,1.0,1.0,,,
387,331130596,2024-12-03 11:00:48,2,0.0695,0.06968959,56.17,BTC-31JAN25-102000-C,94710.54,buy,0.1,0.1,,,
388,331138772,2024-12-03 12:01:07,0,0.0706,0.07034374,56.03,BTC-31JAN25-102000-C,94982.53,buy,10.0,10.0,171113,,
389,331164843,2024-12-03 14:07:03,2,0.067,0.06631283,56.15,BTC-31JAN25-102000-C,94136.27,sell,2.2,2.2,,,
390,331164844,2024-12-03 14:07:03,3,0.067,0.06631283,56.15,BTC-31JAN25-102000-C,94136.27,sell,8.3,8.3,,,
391,331169916,2024-12-03 14:18:58,0,0.0675,0.06746419,56.24,BTC-31JAN25-102000-C,94239.24,sell,0.1,0.1,,,
392,331182348,2024-12-03 14:50:14,0,0.072,0.07112786,56.17,BTC-31JAN25-102000-C,95357.45,sell,3.0,3.0,,,
393,331295015,2024-12-04 04:29:09,0,0.075,0.0747272,56.77,BTC-31JAN25-102000-C,95914.15,buy,0.1,0.1,,,
394,331322161,2024-12-04 10:39:08,0,0.077,0.07712986,56.05,BTC-31JAN25-102000-C,96602.24,sell,0.1,0.1,,,
395,331354797,2024-12-04 14:08:10,2,0.0725,0.07218014,55.67,BTC-31JAN25-102000-C,95740.89,buy,0.3,0.3,,,
396,331412600,2024-12-04 18:18:28,0,0.073,0.07308361,56.03,BTC-31JAN25-102000-C,95870.99,sell,0.8,0.8,,,
397,331417691,2024-12-04 18:47:30,0,0.076,0.07570409,56.57,BTC-31JAN25-102000-C,96307.54,buy,3.0,3.0,,,
398,331417744,2024-12-04 18:47:35,1,0.076,0.07571001,56.56,BTC-31JAN25-102000-C,96310.91,buy,3.0,3.0,,,
399,331419950,2024-12-04 19:01:09,2,0.0755,0.07578163,56.5,BTC-31JAN25-102000-C,96222.91,buy,0.1,0.1,,,
400,331423719,2024-12-04 19:21:55,0,0.077,0.07725074,56.35,BTC-31JAN25-102000-C,96641.47,buy,7.2,7.2,,,
401,331423720,2024-12-04 19:21:55,1,0.077,0.07725074,56.35,BTC-31JAN25-102000-C,96641.47,buy,0.1,0.1,,,
402,331423721,2024-12-04 19:21:55,1,0.077,0.07725074,56.35,BTC-31JAN25-102000-C,96641.47,buy,12.7,12.7,,,
403,331468526,2024-12-04 20:54:56,0,0.09,0.08941173,57.42,BTC-31JAN25-102000-C,99209.95,buy,0.1,0.1,,,
404,331468575,2024-12-04 20:55:01,1,0.09,0.08951782,57.36,BTC-31JAN25-102000-C,99229.93,sell,0.1,0.1,,,
405,331468601,2024-12-04 20:55:05,1,0.09,0.08949807,57.38,BTC-31JAN25-102000-C,99224.16,buy,0.1,0.1,,,
406,331468760,2024-12-04 20:55:13,1,0.09,0.08925931,57.55,BTC-31JAN25-102000-C,99152.92,buy,0.1,0.1,,,
407,331468789,2024-12-04 20:55:16,1,0.09,0.08917618,57.59,BTC-31JAN25-102000-C,99148.48,buy,0.1,0.1,,,
408,331468823,2024-12-04 20:55:20,1,0.09,0.08900785,57.68,BTC-31JAN25-102000-C,99121.08,buy,0.1,0.1,,,
409,331468856,2024-12-04 20:55:25,2,0.0895,0.08894148,57.46,BTC-31JAN25-102000-C,99086.28,buy,0.1,0.1,,,
410,331469080,2024-12-04 20:56:07,3,0.0895,0.08880198,57.51,BTC-31JAN25-102000-C,99058.85,buy,0.1,0.1,,,
411,331469114,2024-12-04 20:56:14,3,0.0895,0.08864635,57.67,BTC-31JAN25-102000-C,99004.01,buy,0.3,0.3,,,
412,331469362,2024-12-04 20:56:56,3,0.0895,0.08850649,57.72,BTC-31JAN25-102000-C,98987.18,buy,0.2,0.2,,,
413,331469394,2024-12-04 20:57:07,2,0.089,0.08852542,57.37,BTC-31JAN25-102000-C,99000.64,sell,0.2,0.2,,,
414,331469428,2024-12-04 20:57:13,3,0.089,0.0882477,57.54,BTC-31JAN25-102000-C,98942.61,buy,0.2,0.2,,,
415,331471367,2024-12-04 21:00:43,0,0.09,0.0890217,57.77,BTC-31JAN25-102000-C,99124.54,buy,0.1,0.1,,,
416,331471386,2024-12-04 21:00:46,1,0.09,0.08898744,57.73,BTC-31JAN25-102000-C,99140.18,buy,0.1,0.1,,,
417,331471395,2024-12-04 21:00:49,1,0.09,0.08902828,57.75,BTC-31JAN25-102000-C,99131.62,buy,0.1,0.1,,,
418,331471415,2024-12-04 21:00:53,1,0.09,0.08904319,57.73,BTC-31JAN25-102000-C,99138.11,buy,0.1,0.1,,,
419,331471724,2024-12-04 21:01:52,2,0.0895,0.08855982,57.76,BTC-31JAN25-102000-C,99008.24,buy,0.1,0.1,,,
420,331471762,2024-12-04 21:01:56,3,0.0895,0.08853831,57.73,BTC-31JAN25-102000-C,99023.08,buy,0.1,0.1,,,
421,331471802,2024-12-04 21:02:00,3,0.0895,0.08859021,57.69,BTC-31JAN25-102000-C,99033.32,buy,0.1,0.1,,,
422,331472537,2024-12-04 21:05:10,2,0.089,0.08832531,57.59,BTC-31JAN25-102000-C,98926.67,buy,0.1,0.1,,,
423,331477093,2024-12-04 21:17:28,2,0.087,0.08724836,56.95,BTC-31JAN25-102000-C,98686.8,buy,0.2,0.2,,,
424,331477889,2024-12-04 21:20:05,3,0.087,0.08693762,57.18,BTC-31JAN25-102000-C,98620.12,buy,0.2,0.2,,,
425,331490546,2024-12-04 22:00:42,2,0.0835,0.08344985,56.84,BTC-31JAN25-102000-C,97939.43,sell,0.1,0.1,,,
426,331490551,2024-12-04 22:00:48,0,0.084,0.08337559,57.21,BTC-31JAN25-102000-C,97920.52,buy,0.1,0.1,,,
427,331490612,2024-12-04 22:00:59,2,0.083,0.08314632,56.84,BTC-31JAN25-102000-C,97833.08,sell,0.1,0.1,,,
428,331490620,2024-12-04 22:01:00,0,0.0835,0.08295074,57.22,BTC-31JAN25-102000-C,97809.27,buy,0.1,0.1,,,
429,331490775,2024-12-04 22:01:21,1,0.0835,0.08282058,57.25,BTC-31JAN25-102000-C,97798.39,buy,0.1,0.1,,,
430,331490866,2024-12-04 22:01:39,2,0.083,0.08286002,56.86,BTC-31JAN25-102000-C,97820.19,sell,0.1,0.1,,,
431,331491249,2024-12-04 22:04:05,0,0.0835,0.08309992,57.04,BTC-31JAN25-102000-C,97841.66,buy,0.1,0.1,,,
432,331512360,2024-12-05 00:00:00,0,0.087,0.08707464,56.72,BTC-31JAN25-102000-C,98768.84,sell,0.1,0.1,,,
433,331554359,2024-12-05 02:40:09,0,0.0945,0.09432359,56.57,BTC-31JAN25-102000-C,100165.32,sell,0.1,0.1,,,
434,331554362,2024-12-05 02:40:09,1,0.0945,0.09447719,56.53,BTC-31JAN25-102000-C,100179.07,sell,0.2,0.2,,,
435,331554363,2024-12-05 02:40:09,1,0.0945,0.09447719,56.53,BTC-31JAN25-102000-C,100179.07,sell,0.2,0.2,,,
436,331554374,2024-12-05 02:40:09,1,0.0945,0.09447719,56.53,BTC-31JAN25-102000-C,100179.07,sell,0.3,0.3,,,
437,331571325,2024-12-05 02:46:30,0,0.099,0.10007507,56.44,BTC-31JAN25-102000-C,101003.95,sell,0.1,0.1,,,
438,331571340,2024-12-05 02:46:31,1,0.099,0.10003152,56.51,BTC-31JAN25-102000-C,100981.94,sell,0.1,0.1,,,
439,331571361,2024-12-05 02:46:31,1,0.099,0.10003152,56.51,BTC-31JAN25-102000-C,100981.94,sell,0.2,0.2,,,
440,331571362,2024-12-05 02:46:31,1,0.099,0.10003152,56.51,BTC-31JAN25-102000-C,100981.94,sell,0.1,0.1,,,
441,331572975,2024-12-05 02:47:30,0,0.1005,0.10158849,56.42,BTC-31JAN25-102000-C,101372.61,sell,0.1,0.1,,,
442,331574834,2024-12-05 02:48:40,0,0.101,0.1018505,56.64,BTC-31JAN25-102000-C,101448.48,sell,0.1,0.1,,,
443,331574835,2024-12-05 02:48:40,1,0.101,0.1018505,56.64,BTC-31JAN25-102000-C,101448.48,sell,0.2,0.2,,,
444,331574841,2024-12-05 02:48:40,1,0.101,0.1018505,56.64,BTC-31JAN25-102000-C,101448.48,sell,0.1,0.1,,,
445,331574844,2024-12-05 02:48:40,1,0.101,0.1018505,56.64,BTC-31JAN25-102000-C,101448.48,sell,0.1,0.1,,,
446,331574846,2024-12-05 02:48:40,1,0.101,0.1018505,56.64,BTC-31JAN25-102000-C,101448.48,sell,0.1,0.1,,,
447,331574848,2024-12-05 02:48:40,1,0.101,0.1018505,56.64,BTC-31JAN25-102000-C,101448.48,sell,0.1,0.1,,,
448,331574849,2024-12-05 02:48:40,1,0.101,0.1018505,56.64,BTC-31JAN25-102000-C,101448.48,sell,0.1,0.1,,,
449,331575732,2024-12-05 02:49:17,2,0.1,0.10050159,56.9,BTC-31JAN25-102000-C,101168.99,sell,0.5,0.5,,,
450,331576664,2024-12-05 02:50:04,0,0.1005,0.10097416,56.94,BTC-31JAN25-102000-C,101245.93,sell,3.3,3.3,,,
451,331584520,2024-12-05 03:00:04,1,0.1005,0.10099644,56.96,BTC-31JAN25-102000-C,101326.24,sell,2.2,2.2,,,
452,331589571,2024-12-05 03:05:25,0,0.106,0.10669267,57.22,BTC-31JAN25-102000-C,102351.6,sell,0.3,0.3,,,
453,331605388,2024-12-05 03:17:51,0,0.114,0.11344065,59.56,BTC-31JAN25-102000-C,103266.4,buy,0.1,0.1,,,
454,331608239,2024-12-05 03:21:22,2,0.1135,0.11382405,59.09,BTC-31JAN25-102000-C,103348.17,sell,0.2,0.2,,,
455,331608245,2024-12-05 03:21:22,3,0.1135,0.11382405,59.09,BTC-31JAN25-102000-C,103348.17,sell,0.1,0.1,,,
456,331608246,2024-12-05 03:21:22,3,0.1135,0.11382405,59.09,BTC-31JAN25-102000-C,103348.17,sell,0.1,0.1,,,
457,331608248,2024-12-05 03:21:22,3,0.1135,0.11382405,59.09,BTC-31JAN25-102000-C,103348.17,sell,0.1,0.1,,,
458,331632314,2024-12-05 03:48:25,2,0.1125,0.113251,59.12,BTC-31JAN25-102000-C,103220.73,buy,0.1,0.1,,,
459,331637896,2024-12-05 03:58:52,2,0.1115,0.1122888,59.06,BTC-31JAN25-102000-C,103063.37,buy,0.1,0.1,,,
460,331637908,2024-12-05 03:58:56,2,0.111,0.11228278,58.72,BTC-31JAN25-102000-C,103065.1,sell,0.4,0.4,,,
461,331697647,2024-12-05 07:19:40,2,0.103,0.10260038,57.59,BTC-31JAN25-102000-C,101687.52,buy,0.2,0.2,,,
462,331725382,2024-12-05 08:18:55,0,0.1075,0.10686914,57.33,BTC-31JAN25-102000-C,102626.14,sell,1.2,1.2,,,
463,331725383,2024-12-05 08:18:55,1,0.1075,0.10686914,57.33,BTC-31JAN25-102000-C,102626.14,sell,0.5,0.5,,,
464,331725384,2024-12-05 08:18:57,1,0.1075,0.10684036,57.34,BTC-31JAN25-102000-C,102621.66,sell,3.3,3.3,,,
465,331761847,2024-12-05 11:57:47,0,0.109,0.11009309,57.68,BTC-31JAN25-102000-C,102725.03,buy,0.3,0.3,,,
466,331768066,2024-12-05 12:28:29,0,0.1095,0.11078592,57.54,BTC-31JAN25-102000-C,102843.86,sell,0.1,0.1,,,
467,331789406,2024-12-05 13:44:12,0,0.1115,0.11279415,58.03,BTC-31JAN25-102000-C,103028.33,sell,0.2,0.2,,,
468,331903073,2024-12-05 17:27:45,2,0.0995,0.09929976,57.95,BTC-31JAN25-102000-C,100965.04,sell,0.1,0.1,,,
469,331903225,2024-12-05 17:28:31,3,0.0995,0.09903374,58.12,BTC-31JAN25-102000-C,100909.28,sell,0.4,0.4,,,
470,331934031,2024-12-05 19:23:49,2,0.099,0.0985976,57.89,BTC-31JAN25-102000-C,100864.32,buy,0.5,0.5,,,
471,331934831,2024-12-05 19:30:27,2,0.097,0.09744745,57.33,BTC-31JAN25-102000-C,100638.31,sell,0.1,0.1,,,
472,331934843,2024-12-05 19:30:32,3,0.097,0.09747929,57.28,BTC-31JAN25-102000-C,100654.6,sell,0.1,0.1,,,
473,331934846,2024-12-05 19:30:38,3,0.097,0.09755073,57.26,BTC-31JAN25-102000-C,100658.95,sell,0.1,0.1,,,
474,331934847,2024-12-05 19:30:44,3,0.097,0.09757013,57.25,BTC-31JAN25-102000-C,100659.68,sell,0.1,0.1,,,
475,331934884,2024-12-05 19:30:50,3,0.097,0.09755484,57.25,BTC-31JAN25-102000-C,100662.47,sell,0.1,0.1,,,
476,331953532,2024-12-05 20:03:13,2,0.09,0.08846364,59.3,BTC-31JAN25-102000-C,98467.29,buy,0.5,0.5,,,
477,331956827,2024-12-05 20:06:45,0,0.0925,0.09238736,58.93,BTC-31JAN25-102000-C,99144.19,buy,0.1,0.1,,,
478,332049084,2024-12-05 22:37:11,2,0.0835,0.08203386,61.67,BTC-31JAN25-102000-C,96443.18,sell,0.1,0.1,,,
479,332062523,2024-12-05 22:48:08,0,0.0855,0.0852986,61.13,BTC-31JAN25-102000-C,97063.37,buy,0.1,0.1,,,
480,332083847,2024-12-05 23:11:39,2,0.081,0.08067735,60.08,BTC-31JAN25-102000-C,96364.56,buy,0.1,0.1,,,
481,332084142,2024-12-05 23:12:05,2,0.08,0.08082342,59.43,BTC-31JAN25-102000-C,96356.84,sell,0.2,0.2,,,
482,332199779,2024-12-06 09:00:58,0,0.0845,0.08496152,56.58,BTC-31JAN25-102000-C,98445.35,sell,0.7,0.7,,,
483,332199780,2024-12-06 09:00:58,1,0.0845,0.08496152,56.58,BTC-31JAN25-102000-C,98445.35,buy,2.5,2.5,,,
484,332199781,2024-12-06 09:00:58,1,0.0845,0.08496152,56.58,BTC-31JAN25-102000-C,98445.35,buy,1.8,1.8,,,
485,332244006,2024-12-06 12:57:08,2,0.082,0.08170986,57.58,BTC-31JAN25-102000-C,97793.08,sell,0.1,0.1,,,
486,332244425,2024-12-06 12:57:48,2,0.0815,0.08138016,57.48,BTC-31JAN25-102000-C,97713.69,sell,0.1,0.1,,,
487,332249448,2024-12-06 13:21:44,0,0.082,0.08246865,57.15,BTC-31JAN25-102000-C,97984.81,sell,0.4,0.4,,,
488,332249449,2024-12-06 13:21:44,1,0.082,0.08246865,57.15,BTC-31JAN25-102000-C,97984.81,sell,1.7,1.7,,,
489,332268907,2024-12-06 14:08:15,0,0.084,0.08413369,56.77,BTC-31JAN25-102000-C,98500.93,buy,0.2,0.2,,,
490,332269756,2024-12-06 14:12:16,0,0.0845,0.08475236,56.68,BTC-31JAN25-102000-C,98649.79,buy,1.0,1.0,,,
491,332444141,2024-12-07 03:55:25,0,0.088,0.08738856,57.0,BTC-31JAN25-102000-C,99579.09,buy,0.1,0.1,,,
492,332465123,2024-12-07 07:55:11,1,0.088,0.08777763,57.07,BTC-31JAN25-102000-C,99456.45,buy,0.1,0.1,,,
493,332470628,2024-12-07 08:24:06,1,0.088,0.08778634,56.9,BTC-31JAN25-102000-C,99515.59,buy,0.1,0.1,,,
494,332472876,2024-12-07 08:58:24,0,0.089,0.08849621,57.21,BTC-31JAN25-102000-C,99616.4,sell,0.1,0.1,,,
495,332475535,2024-12-07 09:28:20,0,0.0905,0.08991432,57.37,BTC-31JAN25-102000-C,99891.66,sell,0.1,0.1,,,
496,332477837,2024-12-07 09:51:22,1,0.0905,0.08930926,57.9,BTC-31JAN25-102000-C,99703.55,buy,0.1,0.1,,,
497,332477848,2024-12-07 09:51:38,2,0.09,0.08937091,57.55,BTC-31JAN25-102000-C,99714.07,sell,0.1,0.1,,,
498,332477850,2024-12-07 09:51:39,0,0.0905,0.08937484,57.87,BTC-31JAN25-102000-C,99714.71,buy,0.1,0.1,,,
499,332477962,2024-12-07 09:52:34,1,0.0905,0.08945415,57.84,BTC-31JAN25-102000-C,99719.6,buy,0.1,0.1,,,
500,332477969,2024-12-07 09:52:41,2,0.09,0.08947269,57.51,BTC-31JAN25-102000-C,99719.43,sell,0.1,0.1,,,
501,332478202,2024-12-07 09:55:10,3,0.09,0.08958203,57.5,BTC-31JAN25-102000-C,99736.91,sell,0.1,0.1,,,
502,332490574,2024-12-07 13:50:33,2,0.088,0.08776433,56.83,BTC-31JAN25-102000-C,99491.72,buy,0.1,0.1,,,
503,332490577,2024-12-07 13:50:38,3,0.088,0.08776273,56.83,BTC-31JAN25-102000-C,99491.18,buy,0.1,0.1,,,
504,332503273,2024-12-07 15:40:24,0,0.089,0.08851357,57.08,BTC-31JAN25-102000-C,99634.37,buy,0.1,0.1,,,
505,332503274,2024-12-07 15:40:24,1,0.089,0.08851357,57.08,BTC-31JAN25-102000-C,99634.37,sell,3.0,3.0,,,
506,332504649,2024-12-07 15:45:46,1,0.089,0.08903349,56.89,BTC-31JAN25-102000-C,99723.22,sell,1.1,1.1,,,
507,332504666,2024-12-07 15:45:49,1,0.089,0.08895551,56.91,BTC-31JAN25-102000-C,99715.71,sell,0.2,0.2,,,
508,332504667,2024-12-07 15:45:49,1,0.089,0.08895551,56.91,BTC-31JAN25-102000-C,99715.71,sell,0.1,0.1,,,
509,332504668,2024-12-07 15:45:49,1,0.089,0.08895551,56.91,BTC-31JAN25-102000-C,99715.71,sell,0.1,0.1,,,
510,332507262,2024-12-07 16:06:57,1,0.089,0.08883457,57.07,BTC-31JAN25-102000-C,99699.86,sell,0.4,0.4,,,
511,332510527,2024-12-07 17:12:47,2,0.0885,0.08854226,57.11,BTC-31JAN25-102000-C,99599.19,sell,5.0,5.0,,,
512,332544121,2024-12-07 23:56:33,2,0.088,0.08856744,56.23,BTC-31JAN25-102000-C,99842.73,buy,0.2,0.2,,,
513,332552334,2024-12-08 02:48:25,0,0.09,0.08973804,56.19,BTC-31JAN25-102000-C,100370.69,buy,0.1,0.1,,,
514,332559330,2024-12-08 05:56:28,2,0.0865,0.08628637,56.48,BTC-31JAN25-102000-C,99537.74,sell,0.1,0.1,,,
515,332570265,2024-12-08 08:17:09,2,0.085,0.08496206,56.15,BTC-31JAN25-102000-C,99409.2,sell,0.1,0.1,,,
516,332606314,2024-12-08 15:36:25,3,0.085,0.08488666,55.44,BTC-31JAN25-102000-C,99669.42,buy,0.1,0.1,,,
517,332606937,2024-12-08 15:49:17,0,0.086,0.08593971,55.43,BTC-31JAN25-102000-C,99889.58,buy,0.1,0.1,,,
518,332631447,2024-12-08 23:29:28,0,0.089,0.08926762,55.43,BTC-31JAN25-102000-C,100488.98,buy,0.1,0.1,,,
519,332636305,2024-12-08 23:53:03,0,0.0935,0.09299044,56.33,BTC-31JAN25-102000-C,101110.49,buy,10.0,10.0,172135,,
520,332639047,2024-12-09 00:01:41,2,0.0925,0.09342782,55.62,BTC-31JAN25-102000-C,101142.63,sell,0.1,0.1,,,
521,332639070,2024-12-09 00:01:43,0,0.0941,0.09339084,56.71,BTC-31JAN25-102000-C,101135.77,buy,12.5,12.5,172139,,
522,332639275,2024-12-09 00:02:40,2,0.0925,0.0929782,55.89,BTC-31JAN25-102000-C,101043.87,sell,0.1,0.1,,,
523,332639407,2024-12-09 00:03:06,2,0.092,0.09283605,55.68,BTC-31JAN25-102000-C,101002.33,sell,0.1,0.1,,,
524,332643914,2024-12-09 00:29:07,2,0.088,0.08836729,56.13,BTC-31JAN25-102000-C,100057.45,buy,0.1,0.1,,,
525,332644069,2024-12-09 00:29:38,0,0.0885,0.08861964,56.28,BTC-31JAN25-102000-C,100108.66,buy,0.1,0.1,,,
526,332644241,2024-12-09 00:29:51,1,0.0885,0.08858934,56.27,BTC-31JAN25-102000-C,100108.37,buy,0.1,0.1,,,
527,332697545,2024-12-09 07:14:07,2,0.082,0.08212488,57.4,BTC-31JAN25-102000-C,98528.68,sell,0.1,0.1,,,
528,332697546,2024-12-09 07:14:07,3,0.082,0.08212488,57.4,BTC-31JAN25-102000-C,98528.68,sell,1.0,1.0,,,
529,332697547,2024-12-09 07:14:07,3,0.082,0.08212488,57.4,BTC-31JAN25-102000-C,98528.68,sell,5.3,5.3,,,
530,332727351,2024-12-09 10:02:39,0,0.083,0.08278002,58.48,BTC-31JAN25-102000-C,98342.61,buy,0.1,0.1,,,
531,332740308,2024-12-09 11:58:30,2,0.081,0.08098527,58.17,BTC-31JAN25-102000-C,98048.65,sell,0.1,0.1,,,
532,332741452,2024-12-09 12:03:31,2,0.08,0.08036792,57.81,BTC-31JAN25-102000-C,97971.52,sell,0.5,0.5,,,
533,332741453,2024-12-09 12:03:31,3,0.08,0.08036792,57.81,BTC-31JAN25-102000-C,97971.52,sell,0.1,0.1,,,
534,332808897,2024-12-09 16:08:36,2,0.0795,0.07896069,58.12,BTC-31JAN25-102000-C,97775.02,buy,0.1,0.1,,,
535,332808949,2024-12-09 16:08:43,0,0.08,0.07923271,58.33,BTC-31JAN25-102000-C,97812.73,buy,0.1,0.1,,,
536,332824218,2024-12-09 17:26:15,2,0.079,0.07870389,57.89,BTC-31JAN25-102000-C,97789.79,sell,0.4,0.4,,,
537,332834924,2024-12-09 17:59:36,2,0.077,0.07698207,57.7,BTC-31JAN25-102000-C,97431.01,sell,0.1,0.1,,,
538,332834925,2024-12-09 17:59:36,3,0.077,0.07698207,57.7,BTC-31JAN25-102000-C,97431.01,sell,0.1,0.1,,,
539,332835408,2024-12-09 17:59:40,2,0.0765,0.07684758,57.68,BTC-31JAN25-102000-C,97346.16,sell,0.1,0.1,,,
