trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_id,combo_id,combo_trade_id
540,332857598,2024-12-09 19:35:23,3,0.0765,0.07630325,57.68,BTC-31JAN25-102000-C,97328.43,sell,0.1,0.1,,,
541,332861096,2024-12-09 19:46:29,2,0.0755,0.07552587,57.62,BTC-31JAN25-102000-C,97085.46,sell,0.1,0.1,,,
542,332862592,2024-12-09 19:51:10,2,0.075,0.07569519,57.13,BTC-31JAN25-102000-C,97141.82,sell,0.1,0.1,,,
543,332862606,2024-12-09 19:51:23,3,0.075,0.07565745,57.2,BTC-31JAN25-102000-C,97119.27,sell,0.1,0.1,,,
544,332863400,2024-12-09 19:54:13,2,0.0745,0.07509368,57.2,BTC-31JAN25-102000-C,97006.15,sell,0.1,0.1,,,
545,332864236,2024-12-09 19:56:02,3,0.0745,0.07496794,57.27,BTC-31JAN25-102000-C,96971.98,sell,0.1,0.1,,,
546,332864394,2024-12-09 19:56:31,3,0.0745,0.07509354,57.2,BTC-31JAN25-102000-C,96991.24,sell,0.1,0.1,,,
547,332864483,2024-12-09 19:57:06,3,0.0745,0.07518827,57.11,BTC-31JAN25-102000-C,97018.77,sell,0.1,0.1,,,
548,332887581,2024-12-09 21:02:19,2,0.07,0.06989783,57.44,BTC-31JAN25-102000-C,95948.72,sell,0.1,0.1,,,
549,332893913,2024-12-09 21:04:39,2,0.066,0.06586535,57.45,BTC-31JAN25-102000-C,94985.25,buy,0.5,0.5,,,
550,332926318,2024-12-09 22:01:31,0,0.075,0.07551116,57.3,BTC-31JAN25-102000-C,97220.71,sell,0.7,0.7,,,
551,332962652,2024-12-10 00:31:57,0,0.0785,0.07869156,57.93,BTC-31JAN25-102000-C,97673.59,sell,0.5,0.5,,,
552,332969609,2024-12-10 00:39:45,0,0.08,0.0805323,57.63,BTC-31JAN25-102000-C,98059.43,sell,0.6,0.6,,,
553,332970099,2024-12-10 00:40:46,2,0.079,0.07956587,57.53,BTC-31JAN25-102000-C,97872.23,sell,0.6,0.6,,,
554,332974122,2024-12-10 00:59:35,3,0.079,0.07926381,57.5,BTC-31JAN25-102000-C,97907.14,sell,0.6,0.6,,,
555,332974144,2024-12-10 00:59:37,3,0.079,0.07927227,57.51,BTC-31JAN25-102000-C,97899.75,buy,0.1,0.1,,,
556,332974201,2024-12-10 01:00:01,3,0.079,0.07921231,57.52,BTC-31JAN25-102000-C,97898.09,buy,0.1,0.1,,,
557,332974211,2024-12-10 01:00:01,3,0.079,0.07921231,57.52,BTC-31JAN25-102000-C,97898.09,buy,0.1,0.1,,,
558,332974232,2024-12-10 01:00:01,3,0.079,0.07921231,57.52,BTC-31JAN25-102000-C,97898.09,buy,4.1,4.1,,,
559,333050826,2024-12-10 07:36:52,2,0.0745,0.07494449,57.82,BTC-31JAN25-102000-C,96962.3,sell,1.4,1.4,,,
560,333116830,2024-12-10 15:49:59,2,0.0685,0.06914057,56.35,BTC-31JAN25-102000-C,96147.3,sell,0.2,0.2,,,
561,333116843,2024-12-10 15:50:04,0,0.07,0.0690375,57.24,BTC-31JAN25-102000-C,96191.22,buy,3.3,3.3,,,
562,333116844,2024-12-10 15:50:04,1,0.07,0.0690375,57.24,BTC-31JAN25-102000-C,96191.22,buy,2.2,2.2,,,
563,333142695,2024-12-10 16:40:19,2,0.0635,0.06358215,56.86,BTC-31JAN25-102000-C,94885.67,sell,0.5,0.5,,,
564,333162078,2024-12-10 17:06:53,0,0.0645,0.06396371,57.2,BTC-31JAN25-102000-C,95015.8,buy,2.9,2.9,,,
565,333162079,2024-12-10 17:06:53,1,0.0645,0.06396371,57.2,BTC-31JAN25-102000-C,95015.8,buy,3.5,3.5,,,
566,333164105,2024-12-10 17:10:16,0,0.0655,0.06495816,57.26,BTC-31JAN25-102000-C,95216.0,buy,2.7,2.7,,,
567,333164106,2024-12-10 17:10:16,1,0.0655,0.06495816,57.26,BTC-31JAN25-102000-C,95216.0,buy,2.3,2.3,,,
568,333194420,2024-12-10 19:06:08,0,0.0666,0.06669574,58.0,BTC-31JAN25-102000-C,95245.4,sell,25.0,25.0,172542,,
569,333210845,2024-12-10 20:43:46,0,0.071,0.0711971,57.48,BTC-31JAN25-102000-C,96463.47,sell,0.5,0.5,,,
570,333252626,2024-12-11 02:48:08,0,0.076,0.07581909,58.25,BTC-31JAN25-102000-C,97453.7,buy,0.2,0.2,,,
571,333264244,2024-12-11 03:58:12,0,0.077,0.07696437,59.03,BTC-31JAN25-102000-C,97402.12,sell,0.1,0.1,,,
572,333264245,2024-12-11 03:58:12,1,0.077,0.07696437,59.03,BTC-31JAN25-102000-C,97402.12,sell,0.5,0.5,,,
573,333321588,2024-12-11 13:41:35,0,0.0815,0.08144856,59.01,BTC-31JAN25-102000-C,98382.9,buy,0.5,0.5,,,
574,333327213,2024-12-11 14:06:36,0,0.084,0.0837883,59.32,BTC-31JAN25-102000-C,98832.75,buy,0.3,0.3,,,
575,333339944,2024-12-11 14:53:48,0,0.086,0.08617799,58.91,BTC-31JAN25-102000-C,99488.56,buy,0.5,0.5,,,
576,333378402,2024-12-11 16:23:12,0,0.0935,0.09415251,59.02,BTC-31JAN25-102000-C,101024.41,sell,0.5,0.5,,,
577,333382489,2024-12-11 16:31:01,0,0.0955,0.09455803,60.11,BTC-31JAN25-102000-C,101106.9,buy,0.1,0.1,,,
578,333391455,2024-12-11 17:05:53,2,0.093,0.09276708,59.4,BTC-31JAN25-102000-C,100803.72,buy,0.1,0.1,,,
579,333395507,2024-12-11 17:33:10,2,0.0915,0.09163865,59.02,BTC-31JAN25-102000-C,100598.02,buy,0.1,0.1,,,
580,333405585,2024-12-11 18:19:13,2,0.089,0.08887311,58.98,BTC-31JAN25-102000-C,100133.18,sell,0.1,0.1,,,
581,333412936,2024-12-11 18:57:10,0,0.09,0.09000219,58.75,BTC-31JAN25-102000-C,100465.45,buy,0.1,0.1,,,
582,333419752,2024-12-11 19:47:39,0,0.0935,0.09296027,58.99,BTC-31JAN25-102000-C,101167.42,buy,0.9,0.9,,,
583,333421239,2024-12-11 19:53:03,1,0.0935,0.09333879,58.75,BTC-31JAN25-102000-C,101256.56,buy,0.4,0.4,,,
584,333425743,2024-12-11 20:05:54,0,0.094,0.09447367,58.43,BTC-31JAN25-102000-C,101459.48,sell,1.0,1.0,,,
585,333429692,2024-12-11 20:27:36,0,0.0955,0.09436073,59.5,BTC-31JAN25-102000-C,101446.78,buy,0.1,0.1,,,
586,333429706,2024-12-11 20:27:45,1,0.0955,0.09436544,59.46,BTC-31JAN25-102000-C,101458.32,buy,0.1,0.1,,,
587,333429759,2024-12-11 20:27:54,1,0.0955,0.09443213,59.45,BTC-31JAN25-102000-C,101461.57,buy,0.1,0.1,,,
588,333430378,2024-12-11 20:28:36,1,0.0955,0.09453905,59.38,BTC-31JAN25-102000-C,101481.34,buy,0.1,0.1,,,
589,333439579,2024-12-11 21:00:46,2,0.0935,0.09329951,58.62,BTC-31JAN25-102000-C,101268.96,buy,0.1,0.1,,,
590,333442017,2024-12-11 21:17:57,3,0.0935,0.09251616,59.24,BTC-31JAN25-102000-C,101096.12,buy,0.1,0.1,,,
591,333443473,2024-12-11 21:35:47,0,0.0945,0.09404097,59.0,BTC-31JAN25-102000-C,101414.71,buy,0.1,0.1,,,
592,333443892,2024-12-11 21:39:08,1,0.0945,0.09425204,58.89,BTC-31JAN25-102000-C,101466.23,sell,0.1,0.1,,,
593,333459795,2024-12-12 00:04:06,2,0.093,0.09296896,58.9,BTC-31JAN25-102000-C,101167.16,buy,0.1,0.1,,,
594,333477521,2024-12-12 02:58:54,0,0.0955,0.09502851,58.26,BTC-31JAN25-102000-C,101857.62,buy,0.3,0.3,,,
595,333482784,2024-12-12 03:20:45,2,0.095,0.09389607,59.56,BTC-31JAN25-102000-C,101324.75,buy,0.1,0.1,,,
596,333496514,2024-12-12 05:31:19,2,0.0925,0.09212841,58.85,BTC-31JAN25-102000-C,101055.41,sell,0.1,0.1,,,
597,333497364,2024-12-12 05:45:03,2,0.0915,0.09158017,58.55,BTC-31JAN25-102000-C,100942.61,buy,0.1,0.1,,,
598,333498274,2024-12-12 06:00:22,2,0.0905,0.0902112,58.8,BTC-31JAN25-102000-C,100668.46,sell,0.1,0.1,,,
599,333502541,2024-12-12 07:24:06,3,0.0905,0.09032085,58.19,BTC-31JAN25-102000-C,100810.72,sell,0.1,0.1,,,
600,333528713,2024-12-12 11:58:13,2,0.0885,0.08892816,58.88,BTC-31JAN25-102000-C,100281.82,buy,0.1,0.1,,,
601,333562894,2024-12-12 15:02:13,0,0.0955,0.0961152,59.3,BTC-31JAN25-102000-C,101616.39,sell,0.1,0.1,,,
602,333567294,2024-12-12 15:13:56,2,0.0925,0.09242846,59.66,BTC-31JAN25-102000-C,100874.74,buy,0.1,0.1,,,
603,333567625,2024-12-12 15:14:32,3,0.0925,0.09273236,59.6,BTC-31JAN25-102000-C,100889.76,buy,5.0,5.0,,,
604,333567946,2024-12-12 15:15:04,3,0.0925,0.09246205,59.69,BTC-31JAN25-102000-C,100864.18,buy,5.0,5.0,,,
605,333568932,2024-12-12 15:18:52,0,0.093,0.09296225,59.69,BTC-31JAN25-102000-C,100972.11,sell,0.1,0.1,,,
606,333584640,2024-12-12 16:03:33,0,0.099,0.09923168,59.7,BTC-31JAN25-102000-C,102216.45,buy,0.5,0.5,,,
607,333591626,2024-12-12 16:19:54,0,0.102,0.10134484,60.59,BTC-31JAN25-102000-C,102541.09,buy,0.1,0.1,,,
608,333591661,2024-12-12 16:20:05,1,0.102,0.10126194,60.66,BTC-31JAN25-102000-C,102514.81,buy,0.1,0.1,,,
609,333596148,2024-12-12 16:33:43,2,0.0985,0.098327,60.24,BTC-31JAN25-102000-C,101929.83,sell,0.5,0.5,,,
610,333613436,2024-12-12 18:10:36,2,0.096,0.09587902,59.85,BTC-31JAN25-102000-C,101604.21,sell,0.1,0.1,,,
611,333614720,2024-12-12 18:29:51,3,0.096,0.09608479,59.75,BTC-31JAN25-102000-C,101671.68,buy,0.3,0.3,,,
612,333617196,2024-12-12 18:40:16,2,0.093,0.09312168,59.64,BTC-31JAN25-102000-C,101064.39,buy,0.1,0.1,,,
613,333621308,2024-12-12 19:07:04,3,0.093,0.09266783,59.87,BTC-31JAN25-102000-C,101020.07,buy,0.1,0.1,,,
614,333629765,2024-12-12 19:29:37,2,0.0875,0.08728,59.47,BTC-31JAN25-102000-C,99980.76,buy,0.1,0.1,,,
615,333643804,2024-12-12 19:51:53,3,0.0875,0.08730506,59.5,BTC-31JAN25-102000-C,99965.05,sell,0.1,0.1,,,
616,333645807,2024-12-12 19:55:48,2,0.0845,0.08464761,59.26,BTC-31JAN25-102000-C,99401.81,buy,0.1,0.1,,,
617,333647555,2024-12-12 20:01:29,0,0.086,0.08592498,59.34,BTC-31JAN25-102000-C,99707.57,sell,0.1,0.1,,,
618,333648717,2024-12-12 20:08:12,0,0.0865,0.08676148,59.15,BTC-31JAN25-102000-C,99877.95,buy,0.2,0.2,,,
619,333650178,2024-12-12 20:17:24,2,0.0855,0.08533464,59.36,BTC-31JAN25-102000-C,99591.54,buy,0.1,0.1,,,
620,333679614,2024-12-13 00:04:33,0,0.087,0.08676203,58.96,BTC-31JAN25-102000-C,100115.57,sell,0.2,0.2,,,
621,333693409,2024-12-13 02:58:45,2,0.083,0.08299244,58.35,BTC-31JAN25-102000-C,99430.77,buy,0.2,0.2,,,
622,333705250,2024-12-13 05:47:17,0,0.086,0.08595805,58.82,BTC-31JAN25-102000-C,99976.6,sell,0.1,0.1,,,
623,333707672,2024-12-13 06:43:53,2,0.085,0.08500241,58.68,BTC-31JAN25-102000-C,99834.01,buy,0.1,0.1,,,
624,333720664,2024-12-13 07:48:04,0,0.0855,0.08568616,58.21,BTC-31JAN25-102000-C,100140.6,buy,0.1,0.1,,,
625,333728633,2024-12-13 08:17:43,2,0.084,0.08406571,57.76,BTC-31JAN25-102000-C,100010.41,sell,0.2,0.2,,,
626,333766467,2024-12-13 14:06:16,0,0.0855,0.0854387,57.7,BTC-31JAN25-102000-C,100340.72,buy,0.3,0.3,,,
627,333821601,2024-12-13 17:32:52,0,0.0895,0.08961418,58.2,BTC-31JAN25-102000-C,101142.77,buy,0.1,0.1,,,
628,333823211,2024-12-13 17:39:35,0,0.0915,0.0912373,58.49,BTC-31JAN25-102000-C,101463.21,sell,0.1,0.1,,,
629,333825744,2024-12-13 17:51:24,1,0.0915,0.0913342,58.5,BTC-31JAN25-102000-C,101482.93,buy,5.9,5.9,,,
630,333827701,2024-12-13 17:58:58,0,0.0925,0.09270397,58.29,BTC-31JAN25-102000-C,101750.25,buy,0.2,0.2,,,
631,333830365,2024-12-13 18:14:06,2,0.092,0.09213907,58.43,BTC-31JAN25-102000-C,101592.09,buy,0.1,0.1,,,
632,333839655,2024-12-13 19:25:53,2,0.0915,0.09161157,58.39,BTC-31JAN25-102000-C,101520.78,sell,0.1,0.1,,,
633,333840397,2024-12-13 19:32:09,2,0.0905,0.09073357,58.24,BTC-31JAN25-102000-C,101344.57,buy,0.1,0.1,,,
634,333841463,2024-12-13 19:49:27,0,0.091,0.09092573,58.31,BTC-31JAN25-102000-C,101439.78,sell,0.1,0.1,,,
635,333848513,2024-12-13 20:51:53,0,0.0915,0.0918675,58.05,BTC-31JAN25-102000-C,101674.58,buy,0.1,0.1,,,
636,333848869,2024-12-13 20:55:42,0,0.0925,0.09189244,58.72,BTC-31JAN25-102000-C,101668.53,buy,0.1,0.1,,,
637,333908512,2024-12-14 05:34:10,1,0.0925,0.09198772,58.13,BTC-31JAN25-102000-C,101767.66,buy,0.1,0.1,,,
638,333909317,2024-12-14 05:59:48,2,0.0915,0.09174014,57.56,BTC-31JAN25-102000-C,101727.59,buy,0.1,0.1,,,
639,333910374,2024-12-14 06:20:06,0,0.0925,0.09242366,57.66,BTC-31JAN25-102000-C,101897.71,sell,0.1,0.1,,,
640,333931424,2024-12-14 12:27:14,2,0.0895,0.08879225,57.43,BTC-31JAN25-102000-C,101473.76,buy,5.8,5.8,,,
641,333938759,2024-12-14 13:37:51,2,0.087,0.08723719,57.17,BTC-31JAN25-102000-C,101038.75,buy,0.1,0.1,,,
642,333940085,2024-12-14 13:50:27,0,0.088,0.08770644,57.51,BTC-31JAN25-102000-C,101158.14,sell,0.1,0.1,,,
643,333940123,2024-12-14 13:51:54,0,0.0885,0.08787358,57.72,BTC-31JAN25-102000-C,101187.98,buy,0.1,0.1,,,
644,333940166,2024-12-14 13:52:24,1,0.0885,0.08772495,57.83,BTC-31JAN25-102000-C,101161.93,buy,0.1,0.1,,,
645,333944613,2024-12-14 15:17:29,0,0.0895,0.08961748,57.11,BTC-31JAN25-102000-C,101596.98,buy,0.1,0.1,,,
646,333945060,2024-12-14 15:22:51,0,0.09,0.090254,57.0,BTC-31JAN25-102000-C,101725.52,buy,0.1,0.1,,,
647,333978244,2024-12-14 23:01:20,2,0.086,0.08614706,56.75,BTC-31JAN25-102000-C,101161.07,sell,5.0,5.0,,,
648,333988906,2024-12-15 01:56:32,0,0.0905,0.09055112,56.71,BTC-31JAN25-102000-C,102126.12,buy,0.1,0.1,,,
649,333995352,2024-12-15 04:15:01,0,0.091,0.09107895,57.11,BTC-31JAN25-102000-C,102123.23,buy,0.1,0.1,,,
650,333995711,2024-12-15 04:15:41,0,0.0915,0.09156235,57.11,BTC-31JAN25-102000-C,102232.15,buy,0.2,0.2,,,
651,334027556,2024-12-15 10:48:44,0,0.0925,0.09260694,57.46,BTC-31JAN25-102000-C,102232.29,buy,0.1,0.1,,,
652,334047376,2024-12-15 14:22:04,0,0.0965,0.09693517,57.52,BTC-31JAN25-102000-C,102971.48,buy,0.5,0.5,,,
653,334050645,2024-12-15 15:42:58,1,0.0965,0.09614066,58.09,BTC-31JAN25-102000-C,102825.91,buy,0.1,0.1,,,
654,334071827,2024-12-15 19:58:09,0,0.098,0.0980064,57.9,BTC-31JAN25-102000-C,103231.13,buy,1.0,1.0,,,
655,334071847,2024-12-15 19:58:32,1,0.098,0.09803434,57.89,BTC-31JAN25-102000-C,103230.79,buy,1.0,1.0,,,
656,334071851,2024-12-15 19:58:39,2,0.0975,0.09803071,57.52,BTC-31JAN25-102000-C,103230.53,buy,2.0,2.0,,,
657,334071863,2024-12-15 19:59:00,0,0.098,0.09804963,57.88,BTC-31JAN25-102000-C,103232.99,buy,1.0,1.0,,,
658,334071868,2024-12-15 19:59:10,1,0.098,0.09803615,57.88,BTC-31JAN25-102000-C,103232.27,buy,1.0,1.0,,,
659,334071869,2024-12-15 19:59:10,2,0.0975,0.09803615,57.52,BTC-31JAN25-102000-C,103232.27,buy,0.5,0.5,,,
660,334105941,2024-12-15 23:28:11,0,0.1085,0.10772506,58.92,BTC-31JAN25-102000-C,105026.26,buy,0.1,0.1,,,
661,334107736,2024-12-15 23:29:52,2,0.107,0.10682849,58.77,BTC-31JAN25-102000-C,104755.01,buy,0.1,0.1,,,
662,334147507,2024-12-16 01:05:19,0,0.111,0.11154698,59.44,BTC-31JAN25-102000-C,105297.64,buy,0.1,0.1,,,
663,334150502,2024-12-16 01:12:51,2,0.109,0.11042079,58.79,BTC-31JAN25-102000-C,105038.38,sell,0.1,0.1,,,
664,334258276,2024-12-16 14:52:44,0,0.111,0.11118321,59.2,BTC-31JAN25-102000-C,105627.74,buy,1.1,1.1,,,
665,334309906,2024-12-16 17:03:33,0,0.117,0.1173398,58.79,BTC-31JAN25-102000-C,106955.7,sell,5.1,5.1,,,
666,334314200,2024-12-16 17:27:01,0,0.118,0.11819038,59.0,BTC-31JAN25-102000-C,107093.31,buy,0.1,0.1,,,
667,334321301,2024-12-16 18:05:11,2,0.117,0.11714491,58.77,BTC-31JAN25-102000-C,106990.42,buy,0.3,0.3,,,
668,334325705,2024-12-16 18:23:10,0,0.12,0.11965951,59.35,BTC-31JAN25-102000-C,107434.46,buy,0.1,0.1,,,
669,334328709,2024-12-16 18:28:43,0,0.1215,0.1213192,59.28,BTC-31JAN25-102000-C,107725.38,sell,1.0,1.0,,,
670,334354293,2024-12-16 19:50:44,2,0.1125,0.11278704,58.26,BTC-31JAN25-102000-C,106280.63,buy,0.1,0.1,,,
671,334442199,2024-12-17 10:27:36,0,0.1145,0.11421446,57.58,BTC-31JAN25-102000-C,106987.92,sell,0.1,0.1,,,
672,334456262,2024-12-17 13:26:19,0,0.1155,0.11546004,57.16,BTC-31JAN25-102000-C,107317.93,buy,0.1,0.1,,,
673,334456622,2024-12-17 13:27:39,0,0.116,0.11601747,57.1,BTC-31JAN25-102000-C,107413.29,buy,0.5,0.5,,,
674,334477860,2024-12-17 14:57:21,0,0.12,0.1201794,57.37,BTC-31JAN25-102000-C,108128.9,buy,0.1,0.1,,,
675,334477882,2024-12-17 14:57:26,1,0.12,0.12022154,57.38,BTC-31JAN25-102000-C,108128.68,buy,0.1,0.1,,,
676,334477950,2024-12-17 14:57:32,1,0.12,0.12020796,57.37,BTC-31JAN25-102000-C,108129.7,buy,0.1,0.1,,,
677,334478254,2024-12-17 14:57:39,1,0.12,0.12014712,57.42,BTC-31JAN25-102000-C,108116.36,buy,0.7,0.7,,,
678,334646529,2024-12-18 06:52:42,2,0.097,0.09606972,58.71,BTC-31JAN25-102000-C,103744.83,buy,0.1,0.1,,,
679,334663590,2024-12-18 08:41:52,3,0.097,0.09677859,57.85,BTC-31JAN25-102000-C,103921.59,sell,0.5,0.5,,,
680,334663592,2024-12-18 08:41:52,3,0.097,0.09677859,57.85,BTC-31JAN25-102000-C,103921.59,sell,0.4,0.4,,,
681,334663619,2024-12-18 08:41:59,3,0.097,0.0966812,57.92,BTC-31JAN25-102000-C,103903.19,sell,0.5,0.5,,,
682,334663634,2024-12-18 08:41:59,3,0.097,0.0966812,57.92,BTC-31JAN25-102000-C,103903.19,sell,0.2,0.2,,,
683,334680511,2024-12-18 11:45:34,0,0.1015,0.10134745,58.18,BTC-31JAN25-102000-C,104794.21,sell,0.3,0.3,,,
684,334877133,2024-12-18 20:56:45,2,0.084,0.08421821,57.84,BTC-31JAN25-102000-C,101381.47,sell,0.1,0.1,,,
685,334877135,2024-12-18 20:56:48,3,0.084,0.08401356,57.95,BTC-31JAN25-102000-C,101349.28,sell,0.4,0.4,,,
686,334877252,2024-12-18 20:56:51,3,0.084,0.08394148,58.0,BTC-31JAN25-102000-C,101334.59,sell,0.6,0.6,,,
687,334877259,2024-12-18 20:56:51,3,0.084,0.08394148,58.0,BTC-31JAN25-102000-C,101334.59,sell,0.6,0.6,,,
688,334877260,2024-12-18 20:56:51,3,0.084,0.08394148,58.0,BTC-31JAN25-102000-C,101334.59,sell,0.8,0.8,,,
689,334877261,2024-12-18 20:56:51,3,0.084,0.08394148,58.0,BTC-31JAN25-102000-C,101334.59,sell,0.3,0.3,,,
690,334877262,2024-12-18 20:56:51,3,0.084,0.08394148,58.0,BTC-31JAN25-102000-C,101334.59,sell,0.1,0.1,,,
691,334877265,2024-12-18 20:56:51,3,0.084,0.08394148,58.0,BTC-31JAN25-102000-C,101334.59,sell,2.1,2.1,,,
692,334914416,2024-12-18 23:33:12,2,0.0805,0.08090103,57.72,BTC-31JAN25-102000-C,100731.87,buy,0.1,0.1,,,
693,334917490,2024-12-18 23:49:24,2,0.079,0.07878835,58.28,BTC-31JAN25-102000-C,100233.77,sell,1.0,1.0,,,
694,334927861,2024-12-19 00:06:37,0,0.081,0.08081958,58.43,BTC-31JAN25-102000-C,100635.87,buy,0.5,0.5,,,
695,334947989,2024-12-19 02:05:57,2,0.0765,0.07654691,58.72,BTC-31JAN25-102000-C,99549.24,buy,0.3,0.3,,,
696,334948000,2024-12-19 02:05:57,3,0.0765,0.07654691,58.72,BTC-31JAN25-102000-C,99549.24,buy,0.3,0.3,,,
697,334987553,2024-12-19 03:12:50,0,0.084,0.08373541,59.5,BTC-31JAN25-102000-C,100885.7,buy,1.2,1.2,,,
698,334987629,2024-12-19 03:13:00,1,0.084,0.08368914,59.51,BTC-31JAN25-102000-C,100886.31,buy,1.8,1.8,,,
699,335029868,2024-12-19 07:30:56,0,0.0865,0.08622241,59.21,BTC-31JAN25-102000-C,101507.16,sell,0.1,0.1,,,
700,335044436,2024-12-19 08:53:42,0,0.087,0.08602198,59.12,BTC-31JAN25-102000-C,101689.1,buy,0.1,0.1,,,
701,335044617,2024-12-19 08:57:18,2,0.0865,0.08600767,58.81,BTC-31JAN25-102000-C,101668.84,buy,0.1,0.1,,,
702,335045801,2024-12-19 09:16:41,3,0.0865,0.08664085,58.48,BTC-31JAN25-102000-C,101764.95,sell,0.1,0.1,,,
703,335048206,2024-12-19 09:54:16,2,0.0858,0.08560142,58.14,BTC-31JAN25-102000-C,101725.94,sell,16.5,16.5,173752,,
704,335063531,2024-12-19 11:58:20,0,0.088,0.08872189,57.42,BTC-31JAN25-102000-C,102384.2,sell,0.1,0.1,,,
705,335072957,2024-12-19 13:30:26,2,0.087,0.08689865,57.63,BTC-31JAN25-102000-C,102135.34,sell,0.1,0.1,,,
706,335072975,2024-12-19 13:30:34,3,0.087,0.08690421,57.63,BTC-31JAN25-102000-C,102135.34,sell,0.1,0.1,,,
707,335122760,2024-12-19 15:45:01,2,0.078,0.07794726,57.76,BTC-31JAN25-102000-C,100175.11,buy,12.5,12.5,173782,BTC-CDIAG-28FEB25_31JAN25-118000_102000,
708,335123867,2024-12-19 15:48:26,0,0.0783,0.07839715,57.64,BTC-31JAN25-102000-C,100280.54,buy,12.5,12.5,173783,BTC-CDIAG-28FEB25_31JAN25-118000_102000,
709,335128996,2024-12-19 16:05:00,2,0.078,0.07852423,57.41,BTC-31JAN25-102000-C,100306.43,sell,2.5,2.5,,,
710,335128997,2024-12-19 16:05:01,3,0.078,0.07851931,57.42,BTC-31JAN25-102000-C,100304.54,sell,0.6,0.6,,,
711,335135497,2024-12-19 16:28:48,0,0.079,0.07957209,57.36,BTC-31JAN25-102000-C,100508.18,sell,14.3,14.3,,,
712,335135498,2024-12-19 16:28:48,1,0.079,0.07957209,57.36,BTC-31JAN25-102000-C,100508.18,sell,2.5,2.5,,,
713,335135499,2024-12-19 16:28:48,1,0.079,0.07957209,57.36,BTC-31JAN25-102000-C,100508.18,sell,6.0,6.0,,,
714,335135500,2024-12-19 16:28:48,1,0.079,0.07957209,57.36,BTC-31JAN25-102000-C,100508.18,sell,7.2,7.2,,,
715,335150544,2024-12-19 17:30:34,2,0.0735,0.07365933,57.24,BTC-31JAN25-102000-C,99404.72,sell,0.2,0.2,,,
716,335190137,2024-12-19 18:09:49,2,0.0685,0.06815008,58.14,BTC-31JAN25-102000-C,98075.22,sell,0.5,0.5,,,
717,335190581,2024-12-19 18:10:43,2,0.0675,0.06753986,57.95,BTC-31JAN25-102000-C,97894.05,sell,0.6,0.6,,,
718,335196882,2024-12-19 18:18:11,2,0.065,0.0652804,57.84,BTC-31JAN25-102000-C,97340.92,sell,0.4,0.4,,,
719,335209619,2024-12-19 18:31:04,0,0.068,0.06800151,58.19,BTC-31JAN25-102000-C,97927.7,sell,0.4,0.4,,,
720,335209637,2024-12-19 18:31:06,1,0.068,0.06787235,58.2,BTC-31JAN25-102000-C,97924.6,sell,0.1,0.1,,,
721,335223263,2024-12-19 19:10:28,0,0.0715,0.07169007,57.84,BTC-31JAN25-102000-C,98773.99,sell,0.5,0.5,,,
722,335224986,2024-12-19 19:18:09,2,0.07,0.06989464,58.13,BTC-31JAN25-102000-C,98339.97,sell,1.0,1.0,,,
723,335286034,2024-12-19 20:53:31,2,0.063,0.06277954,59.09,BTC-31JAN25-102000-C,96398.58,sell,0.2,0.2,,,
724,335286099,2024-12-19 20:53:40,3,0.063,0.06306242,58.96,BTC-31JAN25-102000-C,96439.12,sell,0.2,0.2,,,
725,335429394,2024-12-20 03:46:28,0,0.0655,0.06576195,59.57,BTC-31JAN25-102000-C,97008.92,buy,0.1,0.1,,,
726,335484723,2024-12-20 07:58:09,0,0.0675,0.06722457,59.26,BTC-31JAN25-102000-C,97673.43,buy,0.1,0.1,,,
727,335554452,2024-12-20 09:49:39,2,0.0585,0.05821645,61.36,BTC-31JAN25-102000-C,94743.18,sell,0.4,0.4,,,
728,335627056,2024-12-20 11:57:14,2,0.0535,0.05350673,62.54,BTC-31JAN25-102000-C,93024.58,sell,0.1,0.1,,,
729,335642490,2024-12-20 12:20:36,0,0.054,0.05445749,62.74,BTC-31JAN25-102000-C,93108.74,buy,2.0,2.0,,,
730,335647702,2024-12-20 12:27:35,0,0.056,0.0561775,62.96,BTC-31JAN25-102000-C,93562.42,buy,0.1,0.1,,,
731,335649404,2024-12-20 12:31:26,2,0.0545,0.05510418,62.27,BTC-31JAN25-102000-C,93415.9,buy,0.1,0.1,,,
732,335650725,2024-12-20 12:35:01,0,0.0548,0.05522736,62.25,BTC-31JAN25-102000-C,93501.59,sell,100.0,100.0,174009,,
733,335754914,2024-12-20 16:35:00,0,0.064,0.06390479,58.4,BTC-31JAN25-102000-C,97170.0,buy,1.0,1.0,,,
734,335798949,2024-12-20 19:23:22,1,0.064,0.06398884,57.03,BTC-31JAN25-102000-C,97603.72,buy,0.3,0.3,,,
735,335842609,2024-12-20 23:43:20,2,0.0635,0.06334335,57.17,BTC-31JAN25-102000-C,97516.21,sell,0.1,0.1,,,
736,335863332,2024-12-21 03:55:05,2,0.063,0.06252747,57.31,BTC-31JAN25-102000-C,97333.11,buy,0.1,0.1,,,
737,335863336,2024-12-21 03:55:08,3,0.063,0.06252544,57.32,BTC-31JAN25-102000-C,97332.46,buy,0.1,0.1,,,
738,335863356,2024-12-21 03:55:22,3,0.063,0.06253951,57.31,BTC-31JAN25-102000-C,97333.92,buy,0.1,0.1,,,
