trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,block_trade_id
430,339812230,2025-01-10 08:04:15,3,0.0085,0.00921046,53.22,BTC-11JAN25-95000-C,94438.8,sell,0.1,0.1,,,
431,339812232,2025-01-10 08:04:16,3,0.0085,0.00922666,53.22,BTC-11JAN25-95000-C,94441.11,sell,0.1,0.1,,,
432,339812234,2025-01-10 08:04:17,3,0.0085,0.00922092,53.22,BTC-11JAN25-95000-C,94441.08,sell,0.6,0.6,,,
433,339812243,2025-01-10 08:04:19,3,0.0085,0.00921535,53.22,BTC-11JAN25-95000-C,94442.32,sell,0.1,0.1,,,
434,339812255,2025-01-10 08:04:21,3,0.0085,0.0092102,53.22,BTC-11JAN25-95000-C,94445.68,sell,0.1,0.1,,,
435,339812281,2025-01-10 08:04:24,3,0.0085,0.0092181,52.94,BTC-11JAN25-95000-C,94449.83,sell,0.1,0.1,,,
436,339812283,2025-01-10 08:04:24,0,0.009,0.0092181,55.37,BTC-11JAN25-95000-C,94449.83,buy,0.5,0.5,,,
437,339812298,2025-01-10 08:04:25,1,0.009,0.00921631,55.37,BTC-11JAN25-95000-C,94460.68,sell,0.1,0.1,,,
438,339812304,2025-01-10 08:04:26,1,0.009,0.00926493,55.37,BTC-11JAN25-95000-C,94462.67,sell,0.1,0.1,,,
439,339812311,2025-01-10 08:04:30,2,0.0085,0.00928144,52.57,BTC-11JAN25-95000-C,94462.81,sell,0.2,0.2,,,
440,339812332,2025-01-10 08:04:32,3,0.0085,0.00926244,52.62,BTC-11JAN25-95000-C,94462.17,sell,0.5,0.5,,,
441,339812339,2025-01-10 08:04:34,3,0.0085,0.00923055,52.64,BTC-11JAN25-95000-C,94456.29,sell,0.1,0.1,,,
442,339812341,2025-01-10 08:04:35,0,0.009,0.00921074,55.07,BTC-11JAN25-95000-C,94455.27,sell,0.1,0.1,,,
443,339812372,2025-01-10 08:04:40,2,0.0085,0.00930621,52.64,BTC-11JAN25-95000-C,94468.94,sell,0.1,0.1,,,
444,339812383,2025-01-10 08:04:41,3,0.0085,0.00928178,52.64,BTC-11JAN25-95000-C,94467.15,sell,0.2,0.2,,,
445,339812388,2025-01-10 08:04:42,3,0.0085,0.00927576,52.64,BTC-11JAN25-95000-C,94463.89,sell,0.2,0.2,,,
446,339812389,2025-01-10 08:04:42,3,0.0085,0.00927576,52.64,BTC-11JAN25-95000-C,94463.89,sell,0.1,0.1,,,
447,339812395,2025-01-10 08:04:43,3,0.0085,0.00926241,52.64,BTC-11JAN25-95000-C,94457.99,sell,0.9,0.9,,,
448,339812397,2025-01-10 08:04:44,3,0.0085,0.00926241,52.64,BTC-11JAN25-95000-C,94457.99,sell,0.1,0.1,,,
449,339812414,2025-01-10 08:04:45,3,0.0085,0.00922185,52.64,BTC-11JAN25-95000-C,94450.75,sell,0.1,0.1,,,
450,339812420,2025-01-10 08:04:46,3,0.0085,0.00920507,52.64,BTC-11JAN25-95000-C,94450.62,sell,0.2,0.2,,,
451,339812437,2025-01-10 08:04:49,3,0.0085,0.00918508,52.89,BTC-11JAN25-95000-C,94447.79,sell,0.1,0.1,,,
452,339812459,2025-01-10 08:04:52,3,0.0085,0.00918987,52.89,BTC-11JAN25-95000-C,94448.2,sell,0.1,0.1,,,
453,339812460,2025-01-10 08:04:53,3,0.0085,0.00918391,52.89,BTC-11JAN25-95000-C,94446.48,sell,0.1,0.1,,,
454,339812471,2025-01-10 08:04:56,3,0.0085,0.00916971,52.99,BTC-11JAN25-95000-C,94445.59,sell,0.1,0.1,,,
455,339812483,2025-01-10 08:04:58,3,0.0085,0.00916408,52.99,BTC-11JAN25-95000-C,94447.45,sell,0.1,0.1,,,
456,339812485,2025-01-10 08:04:59,3,0.0085,0.00917896,52.99,BTC-11JAN25-95000-C,94445.25,sell,0.1,0.1,,,
457,339812493,2025-01-10 08:05:00,3,0.0085,0.0091687,52.99,BTC-11JAN25-95000-C,94442.63,sell,0.7,0.7,,,
458,339812495,2025-01-10 08:05:01,3,0.0085,0.00915672,52.99,BTC-11JAN25-95000-C,94444.84,sell,0.1,0.1,,,
459,339812498,2025-01-10 08:05:02,3,0.0085,0.00916658,52.99,BTC-11JAN25-95000-C,94448.03,sell,0.2,0.2,,,
460,339812507,2025-01-10 08:05:04,3,0.0085,0.00919071,52.99,BTC-11JAN25-95000-C,94449.85,sell,0.2,0.2,,,
461,339812511,2025-01-10 08:05:05,3,0.0085,0.0091845,52.99,BTC-11JAN25-95000-C,94450.71,sell,0.1,0.1,,,
462,339812512,2025-01-10 08:05:06,3,0.0085,0.00918811,52.99,BTC-11JAN25-95000-C,94455.53,sell,0.8,0.8,,,
463,339812520,2025-01-10 08:05:08,3,0.0085,0.00922208,52.77,BTC-11JAN25-95000-C,94459.7,sell,0.1,0.1,,,
464,339812523,2025-01-10 08:05:09,3,0.0085,0.00922703,52.77,BTC-11JAN25-95000-C,94459.26,sell,0.2,0.2,,,
465,339812531,2025-01-10 08:05:10,3,0.0085,0.00922458,52.77,BTC-11JAN25-95000-C,94460.44,sell,0.2,0.2,,,
466,339812533,2025-01-10 08:05:11,3,0.0085,0.00922932,52.77,BTC-11JAN25-95000-C,94460.34,sell,0.1,0.1,,,
467,339812549,2025-01-10 08:05:13,3,0.0085,0.00922465,52.67,BTC-11JAN25-95000-C,94459.14,sell,0.1,0.1,,,
468,339812558,2025-01-10 08:05:14,3,0.0085,0.00922172,52.67,BTC-11JAN25-95000-C,94458.91,sell,0.2,0.2,,,
469,339812577,2025-01-10 08:05:17,3,0.0085,0.00918193,52.79,BTC-11JAN25-95000-C,94449.7,sell,0.2,0.2,,,
470,339812585,2025-01-10 08:05:19,3,0.0085,0.00917035,52.91,BTC-11JAN25-95000-C,94448.22,sell,0.1,0.1,,,
471,339812590,2025-01-10 08:05:20,3,0.0085,0.00916992,52.91,BTC-11JAN25-95000-C,94448.29,sell,0.1,0.1,,,
472,339812604,2025-01-10 08:05:22,3,0.0085,0.00916916,52.91,BTC-11JAN25-95000-C,94449.08,sell,0.1,0.1,,,
473,339812622,2025-01-10 08:05:23,3,0.0085,0.0091727,52.91,BTC-11JAN25-95000-C,94457.44,sell,0.1,0.1,,,
474,339812629,2025-01-10 08:05:24,3,0.0085,0.0091727,52.91,BTC-11JAN25-95000-C,94457.44,sell,0.2,0.2,,,
475,339812636,2025-01-10 08:05:24,3,0.0085,0.00921015,52.91,BTC-11JAN25-95000-C,94469.59,sell,0.1,0.1,,,
476,339812641,2025-01-10 08:05:26,3,0.0085,0.00931413,52.91,BTC-11JAN25-95000-C,94483.53,sell,0.1,0.1,,,
477,339812661,2025-01-10 08:05:29,3,0.0085,0.00932932,52.17,BTC-11JAN25-95000-C,94484.84,sell,0.2,0.2,,,
478,339812666,2025-01-10 08:05:31,3,0.0085,0.00932853,52.14,BTC-11JAN25-95000-C,94484.8,sell,0.1,0.1,,,
479,339812669,2025-01-10 08:05:32,3,0.0085,0.00933341,52.16,BTC-11JAN25-95000-C,94485.22,sell,0.1,0.1,,,
480,339812674,2025-01-10 08:05:34,3,0.0085,0.00933069,52.15,BTC-11JAN25-95000-C,94485.14,sell,0.1,0.1,,,
481,339812680,2025-01-10 08:05:35,3,0.0085,0.00933096,52.15,BTC-11JAN25-95000-C,94484.92,sell,0.1,0.1,,,
482,339812690,2025-01-10 08:05:38,3,0.0085,0.00937008,52.04,BTC-11JAN25-95000-C,94497.3,sell,0.1,0.1,,,
483,339812697,2025-01-10 08:05:40,3,0.0085,0.00938788,51.88,BTC-11JAN25-95000-C,94498.82,sell,0.1,0.1,,,
484,339812701,2025-01-10 08:05:43,3,0.0085,0.00938982,51.86,BTC-11JAN25-95000-C,94502.07,sell,0.1,0.1,,,
485,339812707,2025-01-10 08:05:45,3,0.0085,0.00941112,51.78,BTC-11JAN25-95000-C,94503.02,sell,0.1,0.1,,,
486,339812716,2025-01-10 08:05:47,3,0.0085,0.00940604,51.76,BTC-11JAN25-95000-C,94502.9,sell,0.1,0.1,,,
487,339812764,2025-01-10 08:05:51,0,0.009,0.00945227,54.19,BTC-11JAN25-95000-C,94515.38,sell,0.1,0.1,,,
488,339812767,2025-01-10 08:05:51,1,0.009,0.00945227,54.19,BTC-11JAN25-95000-C,94515.38,sell,0.1,0.1,,,
489,339812777,2025-01-10 08:05:52,1,0.009,0.00945293,54.19,BTC-11JAN25-95000-C,94515.59,sell,0.8,0.8,,,
490,339812779,2025-01-10 08:05:53,1,0.009,0.00947608,54.19,BTC-11JAN25-95000-C,94520.84,sell,0.1,0.1,,,
491,339812787,2025-01-10 08:05:55,1,0.009,0.00950135,54.19,BTC-11JAN25-95000-C,94526.8,sell,0.1,0.1,,,
492,339812847,2025-01-10 08:05:57,1,0.009,0.0094996,54.19,BTC-11JAN25-95000-C,94529.66,sell,0.1,0.1,,,
493,339812849,2025-01-10 08:05:58,1,0.009,0.0095855,54.19,BTC-11JAN25-95000-C,94546.3,sell,0.1,0.1,,,
494,339812862,2025-01-10 08:06:01,1,0.009,0.00966312,54.19,BTC-11JAN25-95000-C,94565.8,sell,0.1,0.1,,,
495,339812870,2025-01-10 08:06:03,1,0.009,0.00970821,54.19,BTC-11JAN25-95000-C,94577.55,sell,0.5,0.5,,,
496,339812874,2025-01-10 08:06:04,1,0.009,0.00970821,54.19,BTC-11JAN25-95000-C,94577.55,sell,0.3,0.3,,,
497,339812884,2025-01-10 08:06:04,0,0.0095,0.00974764,56.62,BTC-11JAN25-95000-C,94587.38,buy,0.5,0.5,,,
498,339812893,2025-01-10 08:06:05,2,0.009,0.00978337,54.19,BTC-11JAN25-95000-C,94596.51,sell,0.1,0.1,,,
499,339812936,2025-01-10 08:06:21,0,0.01,0.00971828,57.01,BTC-11JAN25-95000-C,94596.63,buy,1.0,1.0,,,
500,339812937,2025-01-10 08:06:21,1,0.01,0.00971828,57.01,BTC-11JAN25-95000-C,94596.63,buy,0.2,0.2,,,
501,339813115,2025-01-10 08:07:27,1,0.01,0.0098421,56.48,BTC-11JAN25-95000-C,94602.2,buy,1.8,1.8,,,
502,339813145,2025-01-10 08:07:32,1,0.01,0.0097713,56.5,BTC-11JAN25-95000-C,94595.61,buy,4.1,4.1,,,
503,339813535,2025-01-10 08:09:38,1,0.01,0.01002479,55.75,BTC-11JAN25-95000-C,94664.53,buy,0.1,0.1,,,
504,339814230,2025-01-10 08:13:21,1,0.01,0.00987184,56.24,BTC-11JAN25-95000-C,94634.51,buy,1.8,1.8,,,
505,339816070,2025-01-10 08:24:30,1,0.01,0.00999387,55.14,BTC-11JAN25-95000-C,94686.74,buy,0.1,0.1,,,
506,339816499,2025-01-10 08:30:16,1,0.01,0.00992913,55.89,BTC-11JAN25-95000-C,94649.02,sell,1.1,1.1,,,
507,339816505,2025-01-10 08:30:17,1,0.01,0.00988836,55.89,BTC-11JAN25-95000-C,94647.78,sell,0.7,0.7,,,
508,339816509,2025-01-10 08:30:19,1,0.01,0.00985177,55.89,BTC-11JAN25-95000-C,94630.95,sell,0.1,0.1,,,
509,339816511,2025-01-10 08:30:22,1,0.01,0.00980764,56.57,BTC-11JAN25-95000-C,94625.26,sell,0.1,0.1,,,
510,339816513,2025-01-10 08:30:25,1,0.01,0.0098006,56.57,BTC-11JAN25-95000-C,94624.51,sell,0.1,0.1,,,
511,339816525,2025-01-10 08:30:26,1,0.01,0.00979649,56.57,BTC-11JAN25-95000-C,94623.48,sell,0.4,0.4,,,
512,339816527,2025-01-10 08:30:26,1,0.01,0.00979649,56.57,BTC-11JAN25-95000-C,94623.48,sell,0.1,0.1,,,
513,339816528,2025-01-10 08:30:26,1,0.01,0.00979649,56.57,BTC-11JAN25-95000-C,94623.48,sell,0.6,0.6,,,
514,339816970,2025-01-10 08:33:49,1,0.01,0.01003243,55.57,BTC-11JAN25-95000-C,94673.86,sell,0.1,0.1,,,
515,339817979,2025-01-10 08:39:41,2,0.009,0.00924151,54.15,BTC-11JAN25-95000-C,94529.19,buy,0.3,0.3,,,
516,339817980,2025-01-10 08:39:41,3,0.009,0.00924151,54.15,BTC-11JAN25-95000-C,94529.19,buy,0.1,0.1,,,
517,339817981,2025-01-10 08:39:41,3,0.009,0.00924151,54.15,BTC-11JAN25-95000-C,94529.19,buy,0.1,0.1,,,
518,339817988,2025-01-10 08:39:48,3,0.009,0.00927752,53.95,BTC-11JAN25-95000-C,94538.44,buy,0.5,0.5,,,
519,339818399,2025-01-10 08:44:47,0,0.0095,0.00914383,57.09,BTC-11JAN25-95000-C,94514.8,buy,0.2,0.2,,,
520,339818400,2025-01-10 08:44:47,1,0.0095,0.00914383,57.09,BTC-11JAN25-95000-C,94514.8,buy,0.9,0.9,,,
521,339818401,2025-01-10 08:44:47,1,0.0095,0.00914383,57.09,BTC-11JAN25-95000-C,94514.8,sell,1.3,1.3,,,
522,339818902,2025-01-10 08:48:27,2,0.009,0.00949396,52.88,BTC-11JAN25-95000-C,94593.22,sell,0.1,0.1,,,
523,339819086,2025-01-10 08:49:31,3,0.009,0.0096988,51.79,BTC-11JAN25-95000-C,94642.43,sell,0.2,0.2,,,
524,339824655,2025-01-10 09:38:53,0,0.0115,0.01109759,57.84,BTC-11JAN25-95000-C,94947.09,buy,1.1,1.1,,,
525,339826004,2025-01-10 09:51:23,2,0.0105,0.01052356,55.36,BTC-11JAN25-95000-C,94862.22,buy,0.2,0.2,,,
