trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,block_trade_id
231,339769339,2025-01-10 02:34:01,1,0.0075,0.00733998,57.93,BTC-11JAN25-95000-C,93564.38,sell,2.0,2.0,,,
232,339769384,2025-01-10 02:34:13,0,0.008,0.00744237,59.82,BTC-11JAN25-95000-C,93587.8,buy,0.2,0.2,,,
233,339769457,2025-01-10 02:34:39,2,0.0075,0.00733931,58.05,BTC-11JAN25-95000-C,93551.37,sell,0.3,0.3,,,
234,339769516,2025-01-10 02:34:50,3,0.0075,0.00732903,58.14,BTC-11JAN25-95000-C,93548.58,sell,0.3,0.3,,,
235,339769518,2025-01-10 02:34:51,3,0.0075,0.00732903,58.14,BTC-11JAN25-95000-C,93548.58,sell,1.6,1.6,,,
236,339769584,2025-01-10 02:35:07,0,0.008,0.00737491,60.56,BTC-11JAN25-95000-C,93559.27,buy,1.4,1.4,,,
237,339769585,2025-01-10 02:35:07,1,0.008,0.00737491,60.56,BTC-11JAN25-95000-C,93559.27,buy,2.3,2.3,,,
238,339769790,2025-01-10 02:35:54,2,0.0075,0.00721391,58.95,BTC-11JAN25-95000-C,93505.52,sell,0.3,0.3,,,
239,339769796,2025-01-10 02:35:54,3,0.0075,0.00721391,58.95,BTC-11JAN25-95000-C,93505.52,sell,6.7,6.7,,,
240,339769797,2025-01-10 02:35:54,3,0.0075,0.00721391,58.95,BTC-11JAN25-95000-C,93505.52,sell,1.0,1.0,,,
241,339769798,2025-01-10 02:35:54,3,0.0075,0.00721391,58.95,BTC-11JAN25-95000-C,93505.52,sell,23.9,23.9,,,
242,339769809,2025-01-10 02:35:57,3,0.0075,0.00716692,59.02,BTC-11JAN25-95000-C,93484.16,sell,0.3,0.3,,,
243,339770003,2025-01-10 02:36:55,3,0.0075,0.00735741,59.54,BTC-11JAN25-95000-C,93459.29,sell,1.6,1.6,,,
244,339770010,2025-01-10 02:36:56,3,0.0075,0.00735741,59.54,BTC-11JAN25-95000-C,93459.29,sell,0.4,0.4,,,
245,339770028,2025-01-10 02:37:03,3,0.0075,0.00735981,59.73,BTC-11JAN25-95000-C,93456.95,sell,1.6,1.6,,,
246,339770032,2025-01-10 02:37:03,3,0.0075,0.00735981,59.73,BTC-11JAN25-95000-C,93456.95,sell,0.4,0.4,,,
247,339770095,2025-01-10 02:37:15,3,0.0075,0.00737562,59.58,BTC-11JAN25-95000-C,93451.63,sell,0.3,0.3,,,
248,339770124,2025-01-10 02:37:27,3,0.0075,0.00731961,60.09,BTC-11JAN25-95000-C,93428.73,sell,0.3,0.3,,,
249,339770176,2025-01-10 02:37:33,3,0.0075,0.00725314,60.56,BTC-11JAN25-95000-C,93399.46,sell,1.6,1.6,,,
250,339770180,2025-01-10 02:37:33,3,0.0075,0.00725314,60.56,BTC-11JAN25-95000-C,93399.46,sell,0.1,0.1,,,
251,339770182,2025-01-10 02:37:34,3,0.0075,0.00724469,60.56,BTC-11JAN25-95000-C,93398.32,sell,0.3,0.3,,,
252,339770716,2025-01-10 02:40:58,0,0.008,0.00748023,63.08,BTC-11JAN25-95000-C,93398.88,buy,0.2,0.2,,,
253,339770869,2025-01-10 02:41:17,2,0.0075,0.00739727,60.81,BTC-11JAN25-95000-C,93356.77,sell,0.3,0.3,,,
254,339770912,2025-01-10 02:41:23,3,0.0075,0.00739157,61.36,BTC-11JAN25-95000-C,93355.64,sell,1.6,1.6,,,
255,339771017,2025-01-10 02:41:51,3,0.0075,0.00738494,61.59,BTC-11JAN25-95000-C,93341.01,sell,0.3,0.3,,,
256,339771063,2025-01-10 02:41:51,3,0.0075,0.00738494,61.59,BTC-11JAN25-95000-C,93341.01,sell,6.7,6.7,,,
257,339771064,2025-01-10 02:41:51,3,0.0075,0.00738494,61.59,BTC-11JAN25-95000-C,93341.01,sell,6.7,6.7,,,
258,339771068,2025-01-10 02:41:52,3,0.0075,0.00738494,61.59,BTC-11JAN25-95000-C,93341.01,sell,0.3,0.3,,,
259,339771075,2025-01-10 02:41:52,3,0.0075,0.00738494,61.59,BTC-11JAN25-95000-C,93341.01,sell,1.0,1.0,,,
260,339771124,2025-01-10 02:41:58,3,0.0075,0.00733662,62.2,BTC-11JAN25-95000-C,93313.53,sell,1.6,1.6,,,
261,339771471,2025-01-10 02:43:47,0,0.008,0.00757236,63.99,BTC-11JAN25-95000-C,93344.54,buy,0.3,0.3,,,
262,339771564,2025-01-10 02:44:43,1,0.008,0.00752873,64.48,BTC-11JAN25-95000-C,93327.33,buy,0.6,0.6,,,
263,339771565,2025-01-10 02:44:43,1,0.008,0.00752873,64.48,BTC-11JAN25-95000-C,93327.33,buy,5.0,5.0,,,
264,339771566,2025-01-10 02:44:43,1,0.008,0.00752873,64.48,BTC-11JAN25-95000-C,93327.33,buy,0.6,0.6,,,
265,339771707,2025-01-10 02:45:36,1,0.008,0.00785893,62.91,BTC-11JAN25-95000-C,93413.5,buy,0.3,0.3,,,
266,339771708,2025-01-10 02:45:36,1,0.008,0.00785893,62.91,BTC-11JAN25-95000-C,93413.5,buy,1.5,1.5,,,
267,339771712,2025-01-10 02:45:37,1,0.008,0.00785893,62.91,BTC-11JAN25-95000-C,93413.5,sell,1.6,1.6,,,
268,339771713,2025-01-10 02:45:37,1,0.008,0.00785893,62.91,BTC-11JAN25-95000-C,93413.5,sell,1.0,1.0,,,
269,339771714,2025-01-10 02:45:37,1,0.008,0.00785893,62.91,BTC-11JAN25-95000-C,93413.5,sell,0.3,0.3,,,
270,339771733,2025-01-10 02:45:47,1,0.008,0.00782855,63.05,BTC-11JAN25-95000-C,93399.99,sell,13.0,13.0,,,
271,339771734,2025-01-10 02:45:47,1,0.008,0.00782855,63.05,BTC-11JAN25-95000-C,93399.99,sell,0.1,0.1,,,
272,339771826,2025-01-10 02:47:03,0,0.0085,0.00809962,64.93,BTC-11JAN25-95000-C,93462.6,sell,13.0,13.0,,,
273,339771827,2025-01-10 02:47:03,1,0.0085,0.00809962,64.93,BTC-11JAN25-95000-C,93462.6,sell,6.1,6.1,,,
274,339771828,2025-01-10 02:47:03,1,0.0085,0.00809962,64.93,BTC-11JAN25-95000-C,93462.6,sell,13.0,13.0,,,
275,339771829,2025-01-10 02:47:03,1,0.0085,0.00809962,64.93,BTC-11JAN25-95000-C,93462.6,sell,7.9,7.9,,,
276,339771833,2025-01-10 02:47:07,1,0.0085,0.00814526,64.32,BTC-11JAN25-95000-C,93476.73,sell,13.0,13.0,,,
277,339771834,2025-01-10 02:47:07,1,0.0085,0.00814526,64.32,BTC-11JAN25-95000-C,93476.73,sell,0.1,0.1,,,
278,339771836,2025-01-10 02:47:11,1,0.0085,0.00817205,64.32,BTC-11JAN25-95000-C,93478.22,sell,0.1,0.1,,,
279,339771837,2025-01-10 02:47:11,1,0.0085,0.00817205,64.32,BTC-11JAN25-95000-C,93478.22,sell,0.1,0.1,,,
280,339771838,2025-01-10 02:47:11,1,0.0085,0.00817205,64.32,BTC-11JAN25-95000-C,93478.22,sell,0.1,0.1,,,
281,339771839,2025-01-10 02:47:11,1,0.0085,0.00817205,64.32,BTC-11JAN25-95000-C,93478.22,sell,0.2,0.2,,,
282,339771846,2025-01-10 02:47:20,1,0.0085,0.00815609,64.47,BTC-11JAN25-95000-C,93460.5,sell,26.4,26.4,,,
283,339771900,2025-01-10 02:48:14,1,0.0085,0.00828841,64.65,BTC-11JAN25-95000-C,93454.91,sell,13.0,13.0,,,
284,339771909,2025-01-10 02:48:14,1,0.0085,0.00829105,64.65,BTC-11JAN25-95000-C,93455.08,sell,1.0,1.0,,,
285,339771910,2025-01-10 02:48:14,1,0.0085,0.00829105,64.65,BTC-11JAN25-95000-C,93455.08,sell,26.0,26.0,,,
286,339771916,2025-01-10 02:48:18,1,0.0085,0.00823827,64.65,BTC-11JAN25-95000-C,93440.94,sell,1.5,1.5,,,
287,339771917,2025-01-10 02:48:18,1,0.0085,0.00823827,64.65,BTC-11JAN25-95000-C,93440.94,sell,0.2,0.2,,,
288,339771922,2025-01-10 02:48:19,1,0.0085,0.00823827,64.65,BTC-11JAN25-95000-C,93440.94,sell,0.1,0.1,,,
289,339772303,2025-01-10 02:50:48,1,0.0085,0.00865453,63.68,BTC-11JAN25-95000-C,93506.19,sell,1.5,1.5,,,
290,339772390,2025-01-10 02:51:44,1,0.0085,0.00859219,64.0,BTC-11JAN25-95000-C,93469.6,sell,0.3,0.3,,,
291,339772531,2025-01-10 02:53:00,1,0.0085,0.00830054,65.67,BTC-11JAN25-95000-C,93388.4,sell,13.0,13.0,,,
292,339772576,2025-01-10 02:53:04,1,0.0085,0.0082576,65.91,BTC-11JAN25-95000-C,93364.97,sell,1.0,1.0,,,
293,339772577,2025-01-10 02:53:04,1,0.0085,0.0082576,65.91,BTC-11JAN25-95000-C,93364.97,sell,0.1,0.1,,,
294,339772636,2025-01-10 02:53:39,1,0.0085,0.00829035,66.1,BTC-11JAN25-95000-C,93358.7,sell,13.0,13.0,,,
295,339772637,2025-01-10 02:53:39,1,0.0085,0.00829035,66.1,BTC-11JAN25-95000-C,93358.7,sell,9.3,9.3,,,
296,339772718,2025-01-10 02:54:35,1,0.0085,0.00821074,66.63,BTC-11JAN25-95000-C,93342.4,sell,0.5,0.5,,,
297,339773190,2025-01-10 02:59:57,1,0.0085,0.00849292,66.22,BTC-11JAN25-95000-C,93364.51,sell,5.0,5.0,,,
298,339773342,2025-01-10 03:01:34,1,0.0085,0.0085753,65.78,BTC-11JAN25-95000-C,93383.0,sell,34.5,34.5,,,
299,339773713,2025-01-10 03:05:38,1,0.0085,0.00877744,65.06,BTC-11JAN25-95000-C,93454.51,sell,40.0,40.0,,,
300,339773735,2025-01-10 03:06:16,1,0.0085,0.00872912,65.27,BTC-11JAN25-95000-C,93450.94,sell,29.7,29.7,,,
301,339773872,2025-01-10 03:08:00,1,0.0085,0.00885224,63.14,BTC-11JAN25-95000-C,93556.92,buy,0.8,0.8,,,
302,339778152,2025-01-10 04:11:27,1,0.0085,0.00849211,61.21,BTC-11JAN25-95000-C,93775.33,buy,0.1,0.1,,,
303,339778957,2025-01-10 04:20:05,2,0.008,0.00819781,60.43,BTC-11JAN25-95000-C,93680.06,buy,0.2,0.2,,,
304,339782926,2025-01-10 05:20:29,2,0.0075,0.0077836,58.62,BTC-11JAN25-95000-C,93725.04,buy,0.1,0.1,,,
305,339784799,2025-01-10 05:37:23,0,0.009,0.00895578,59.22,BTC-11JAN25-95000-C,94099.88,sell,0.1,0.1,,,
306,339784803,2025-01-10 05:37:24,1,0.009,0.0089757,59.22,BTC-11JAN25-95000-C,94098.87,sell,0.4,0.4,,,
307,339784804,2025-01-10 05:37:24,1,0.009,0.0089757,59.22,BTC-11JAN25-95000-C,94098.87,sell,0.5,0.5,,,
308,339786832,2025-01-10 06:02:04,1,0.009,0.00844384,61.12,BTC-11JAN25-95000-C,93991.5,buy,5.0,5.0,339786831,BTC-CSR12-11JAN25-95000_96000,
309,339788252,2025-01-10 06:21:41,2,0.008,0.00820205,56.96,BTC-11JAN25-95000-C,93991.7,buy,0.1,0.1,,,
310,339793372,2025-01-10 07:12:06,0,0.0085,0.0089603,56.16,BTC-11JAN25-95000-C,94221.15,sell,0.1,0.1,,,
311,339793977,2025-01-10 07:17:25,1,0.0085,0.0086764,57.64,BTC-11JAN25-95000-C,94164.66,buy,0.1,0.1,,,
312,339796012,2025-01-10 07:32:20,0,0.009,0.00922461,57.48,BTC-11JAN25-95000-C,94322.22,sell,0.1,0.1,,,
313,339796964,2025-01-10 07:36:30,0,0.0095,0.00944444,58.75,BTC-11JAN25-95000-C,94375.86,buy,0.1,0.1,,,
314,339797496,2025-01-10 07:37:40,2,0.009,0.00961567,55.39,BTC-11JAN25-95000-C,94414.2,sell,0.1,0.1,,,
315,339798696,2025-01-10 07:40:32,0,0.01,0.00992344,58.26,BTC-11JAN25-95000-C,94533.86,buy,1.0,1.0,,,
316,339802872,2025-01-10 07:45:03,0,0.0115,0.01051266,62.34,BTC-11JAN25-95000-C,94790.39,buy,1.6,1.6,,,
317,339802873,2025-01-10 07:45:03,1,0.0115,0.01051266,62.34,BTC-11JAN25-95000-C,94790.39,buy,0.2,0.2,,,
318,339803064,2025-01-10 07:45:18,0,0.012,0.01103042,61.99,BTC-11JAN25-95000-C,94910.57,buy,1.6,1.6,,,
319,339803066,2025-01-10 07:45:18,1,0.012,0.01103042,61.99,BTC-11JAN25-95000-C,94910.57,buy,0.4,0.4,,,
320,339803067,2025-01-10 07:45:18,1,0.012,0.01103042,61.99,BTC-11JAN25-95000-C,94910.57,buy,0.2,0.2,,,
321,339803068,2025-01-10 07:45:18,1,0.012,0.01103042,61.99,BTC-11JAN25-95000-C,94910.57,buy,0.1,0.1,,,
322,339803069,2025-01-10 07:45:18,1,0.012,0.01103042,61.99,BTC-11JAN25-95000-C,94910.57,buy,0.3,0.3,,,
323,339803085,2025-01-10 07:45:21,1,0.012,0.0111153,61.65,BTC-11JAN25-95000-C,94923.14,buy,0.5,0.5,,,
324,339803253,2025-01-10 07:45:28,1,0.012,0.01103387,61.6,BTC-11JAN25-95000-C,94897.81,buy,0.9,0.9,,,
325,339810899,2025-01-10 08:00:29,2,0.009,0.00989489,54.04,BTC-11JAN25-95000-C,94509.49,sell,0.6,0.6,,,
326,339811109,2025-01-10 08:01:07,3,0.009,0.00988236,54.0,BTC-11JAN25-95000-C,94466.08,sell,0.1,0.1,,,
327,339811155,2025-01-10 08:01:09,3,0.009,0.00965039,55.11,BTC-11JAN25-95000-C,94461.62,sell,0.1,0.1,,,
328,339811161,2025-01-10 08:01:10,3,0.009,0.00966603,55.03,BTC-11JAN25-95000-C,94461.98,sell,0.1,0.1,,,
329,339811162,2025-01-10 08:01:11,3,0.009,0.00966726,55.03,BTC-11JAN25-95000-C,94473.18,sell,0.1,0.1,,,
330,339811168,2025-01-10 08:01:12,3,0.009,0.00971817,55.03,BTC-11JAN25-95000-C,94489.47,sell,0.1,0.1,,,
331,339811178,2025-01-10 08:01:15,3,0.009,0.00973274,54.7,BTC-11JAN25-95000-C,94474.44,sell,0.1,0.1,,,
332,339811179,2025-01-10 08:01:16,3,0.009,0.00972237,54.75,BTC-11JAN25-95000-C,94474.38,sell,0.1,0.1,,,
333,339811186,2025-01-10 08:01:18,3,0.009,0.00972124,54.76,BTC-11JAN25-95000-C,94474.62,sell,0.1,0.1,,,
334,339811204,2025-01-10 08:01:20,3,0.009,0.00972251,54.75,BTC-11JAN25-95000-C,94473.92,sell,0.1,0.1,,,
335,339811233,2025-01-10 08:01:22,3,0.009,0.00972319,54.75,BTC-11JAN25-95000-C,94472.1,sell,0.1,0.1,,,
336,339811241,2025-01-10 08:01:23,3,0.009,0.00966484,54.75,BTC-11JAN25-95000-C,94462.52,sell,0.2,0.2,,,
337,339811246,2025-01-10 08:01:24,3,0.009,0.00964122,54.75,BTC-11JAN25-95000-C,94458.07,sell,0.1,0.1,,,
338,339811247,2025-01-10 08:01:24,3,0.009,0.00962794,54.75,BTC-11JAN25-95000-C,94455.83,sell,0.2,0.2,,,
339,339811290,2025-01-10 08:01:27,3,0.009,0.00964164,54.75,BTC-11JAN25-95000-C,94465.48,sell,0.1,0.1,,,
340,339811297,2025-01-10 08:01:29,3,0.009,0.00968096,54.75,BTC-11JAN25-95000-C,94467.35,sell,0.1,0.1,,,
341,339811324,2025-01-10 08:01:31,3,0.009,0.00966329,54.91,BTC-11JAN25-95000-C,94465.45,sell,0.1,0.1,,,
342,339811364,2025-01-10 08:01:34,3,0.009,0.00962993,55.03,BTC-11JAN25-95000-C,94475.29,sell,0.1,0.1,,,
343,339811389,2025-01-10 08:01:35,3,0.009,0.00968022,55.03,BTC-11JAN25-95000-C,94477.47,sell,0.3,0.3,,,
344,339811395,2025-01-10 08:01:37,3,0.009,0.00968646,54.71,BTC-11JAN25-95000-C,94470.06,sell,0.1,0.1,,,
345,339811400,2025-01-10 08:01:38,3,0.009,0.009646,54.71,BTC-11JAN25-95000-C,94469.53,sell,0.1,0.1,,,
346,339811425,2025-01-10 08:01:41,3,0.009,0.00964154,54.86,BTC-11JAN25-95000-C,94471.54,sell,0.1,0.1,,,
347,339811449,2025-01-10 08:01:43,3,0.009,0.00964186,54.84,BTC-11JAN25-95000-C,94465.1,sell,0.1,0.1,,,
348,339811453,2025-01-10 08:01:44,3,0.009,0.00961249,54.84,BTC-11JAN25-95000-C,94459.27,sell,0.1,0.1,,,
349,339811456,2025-01-10 08:01:45,3,0.009,0.00958452,54.84,BTC-11JAN25-95000-C,94458.63,sell,0.1,0.1,,,
350,339811466,2025-01-10 08:01:48,3,0.009,0.00956365,55.12,BTC-11JAN25-95000-C,94457.19,sell,0.1,0.1,,,
351,339811472,2025-01-10 08:01:50,3,0.009,0.00956436,55.12,BTC-11JAN25-95000-C,94456.59,sell,0.1,0.1,,,
352,339811485,2025-01-10 08:01:54,3,0.009,0.00955501,55.12,BTC-11JAN25-95000-C,94455.6,sell,0.1,0.1,,,
353,339811487,2025-01-10 08:01:55,3,0.009,0.00955341,55.12,BTC-11JAN25-95000-C,94455.43,sell,0.1,0.1,,,
354,339811493,2025-01-10 08:01:57,3,0.009,0.00954932,55.12,BTC-11JAN25-95000-C,94455.28,sell,0.1,0.1,,,
355,339811500,2025-01-10 08:01:59,3,0.009,0.00954737,55.12,BTC-11JAN25-95000-C,94455.56,sell,0.6,0.6,,,
356,339811503,2025-01-10 08:02:01,3,0.009,0.00955003,55.19,BTC-11JAN25-95000-C,94455.92,sell,0.1,0.1,,,
357,339811507,2025-01-10 08:02:02,3,0.009,0.00954619,55.19,BTC-11JAN25-95000-C,94455.82,sell,0.1,0.1,,,
358,339811513,2025-01-10 08:02:03,3,0.009,0.00954415,55.19,BTC-11JAN25-95000-C,94455.08,sell,0.1,0.1,,,
359,339811518,2025-01-10 08:02:04,3,0.009,0.00953938,55.19,BTC-11JAN25-95000-C,94453.75,sell,0.1,0.1,,,
360,339811521,2025-01-10 08:02:04,3,0.009,0.00953274,55.19,BTC-11JAN25-95000-C,94457.97,sell,0.1,0.1,,,
361,339811555,2025-01-10 08:02:07,3,0.009,0.00960084,54.99,BTC-11JAN25-95000-C,94472.62,sell,0.1,0.1,,,
362,339811571,2025-01-10 08:02:09,3,0.009,0.00961574,54.99,BTC-11JAN25-95000-C,94469.82,sell,0.1,0.1,,,
363,339811583,2025-01-10 08:02:11,3,0.009,0.0095475,54.99,BTC-11JAN25-95000-C,94456.89,sell,0.3,0.3,,,
364,339811610,2025-01-10 08:02:15,3,0.009,0.00950686,55.28,BTC-11JAN25-95000-C,94451.0,sell,0.1,0.1,,,
365,339811615,2025-01-10 08:02:17,3,0.009,0.00951418,55.3,BTC-11JAN25-95000-C,94450.72,sell,0.1,0.1,,,
366,339811637,2025-01-10 08:02:19,3,0.009,0.00952547,55.3,BTC-11JAN25-95000-C,94459.68,sell,0.1,0.1,,,
367,339811674,2025-01-10 08:02:24,2,0.0085,0.00951188,52.86,BTC-11JAN25-95000-C,94444.7,sell,0.1,0.1,,,
368,339811676,2025-01-10 08:02:25,3,0.0085,0.0094819,52.86,BTC-11JAN25-95000-C,94444.43,sell,0.1,0.1,,,
369,339811679,2025-01-10 08:02:27,3,0.0085,0.00947067,53.01,BTC-11JAN25-95000-C,94442.34,sell,0.1,0.1,,,
370,339811683,2025-01-10 08:02:28,3,0.0085,0.00946823,53.05,BTC-11JAN25-95000-C,94442.86,sell,0.1,0.1,,,
371,339811690,2025-01-10 08:02:29,3,0.0085,0.00946954,53.05,BTC-11JAN25-95000-C,94442.64,sell,0.1,0.1,,,
372,339811695,2025-01-10 08:02:32,3,0.0085,0.0094644,53.05,BTC-11JAN25-95000-C,94442.53,sell,0.1,0.1,,,
373,339811702,2025-01-10 08:02:35,3,0.0085,0.0094675,53.07,BTC-11JAN25-95000-C,94443.87,sell,0.1,0.1,,,
374,339811708,2025-01-10 08:02:38,0,0.009,0.00945302,55.48,BTC-11JAN25-95000-C,94440.64,sell,0.1,0.1,,,
375,339811714,2025-01-10 08:02:40,1,0.009,0.00945083,55.48,BTC-11JAN25-95000-C,94447.99,sell,0.2,0.2,,,
376,339811719,2025-01-10 08:02:41,2,0.0085,0.00947758,53.04,BTC-11JAN25-95000-C,94448.11,sell,0.1,0.1,,,
377,339811721,2025-01-10 08:02:42,3,0.0085,0.0094771,53.04,BTC-11JAN25-95000-C,94445.84,sell,0.1,0.1,,,
378,339811723,2025-01-10 08:02:43,3,0.0085,0.0094659,53.04,BTC-11JAN25-95000-C,94442.99,sell,0.1,0.1,,,
379,339811730,2025-01-10 08:02:45,3,0.0085,0.00943654,53.04,BTC-11JAN25-95000-C,94438.83,sell,0.2,0.2,,,
380,339811777,2025-01-10 08:02:48,0,0.009,0.00946625,55.6,BTC-11JAN25-95000-C,94463.95,sell,0.7,0.7,,,
381,339811787,2025-01-10 08:02:49,1,0.009,0.00954469,55.6,BTC-11JAN25-95000-C,94460.78,sell,0.1,0.1,,,
382,339811819,2025-01-10 08:02:54,2,0.0085,0.00947793,53.16,BTC-11JAN25-95000-C,94443.63,sell,0.1,0.1,,,
383,339811832,2025-01-10 08:02:56,3,0.0085,0.00942459,53.16,BTC-11JAN25-95000-C,94439.61,sell,0.1,0.1,,,
384,339811835,2025-01-10 08:02:57,3,0.0085,0.0094155,53.16,BTC-11JAN25-95000-C,94439.54,sell,0.1,0.1,,,
385,339811841,2025-01-10 08:02:58,3,0.0085,0.00940725,53.16,BTC-11JAN25-95000-C,94439.17,sell,0.6,0.6,,,
386,339811850,2025-01-10 08:03:00,3,0.0085,0.00935108,53.14,BTC-11JAN25-95000-C,94430.35,sell,0.2,0.2,,,
387,339811854,2025-01-10 08:03:01,3,0.0085,0.00934534,53.14,BTC-11JAN25-95000-C,94424.96,sell,0.1,0.1,,,
388,339811865,2025-01-10 08:03:04,3,0.0085,0.00930785,53.5,BTC-11JAN25-95000-C,94424.42,sell,0.1,0.1,,,
389,339811871,2025-01-10 08:03:06,3,0.0085,0.00935179,53.29,BTC-11JAN25-95000-C,94432.55,sell,0.2,0.2,,,
390,339811893,2025-01-10 08:03:07,3,0.0085,0.00933577,53.29,BTC-11JAN25-95000-C,94428.78,sell,0.2,0.2,,,
391,339811894,2025-01-10 08:03:07,3,0.0085,0.00931844,53.29,BTC-11JAN25-95000-C,94425.02,sell,0.1,0.1,,,
392,339811900,2025-01-10 08:03:09,3,0.0085,0.00927799,53.29,BTC-11JAN25-95000-C,94416.03,sell,0.1,0.1,,,
393,339811901,2025-01-10 08:03:10,3,0.0085,0.00928727,53.29,BTC-11JAN25-95000-C,94418.16,sell,0.1,0.1,,,
394,339811911,2025-01-10 08:03:12,3,0.0085,0.00929528,53.29,BTC-11JAN25-95000-C,94421.97,sell,0.1,0.1,,,
395,339811912,2025-01-10 08:03:13,3,0.0085,0.00932113,53.29,BTC-11JAN25-95000-C,94426.07,sell,0.1,0.1,,,
396,339811927,2025-01-10 08:03:16,3,0.0085,0.00931309,53.44,BTC-11JAN25-95000-C,94422.28,sell,0.1,0.1,,,
397,339811930,2025-01-10 08:03:18,3,0.0085,0.00927067,53.64,BTC-11JAN25-95000-C,94410.21,sell,0.1,0.1,,,
398,339811943,2025-01-10 08:03:19,3,0.0085,0.00925123,53.64,BTC-11JAN25-95000-C,94411.01,sell,0.1,0.1,,,
399,339811945,2025-01-10 08:03:20,3,0.0085,0.00925174,53.64,BTC-11JAN25-95000-C,94411.24,sell,0.2,0.2,,,
400,339811953,2025-01-10 08:03:21,3,0.0085,0.00923577,53.64,BTC-11JAN25-95000-C,94407.72,sell,0.1,0.1,,,
401,339811962,2025-01-10 08:03:23,3,0.0085,0.00923569,53.8,BTC-11JAN25-95000-C,94406.05,sell,0.1,0.1,,,
402,339811972,2025-01-10 08:03:25,3,0.0085,0.00922285,53.86,BTC-11JAN25-95000-C,94405.02,sell,0.1,0.1,,,
403,339811976,2025-01-10 08:03:27,3,0.0085,0.00920356,53.93,BTC-11JAN25-95000-C,94401.04,sell,0.2,0.2,,,
404,339811986,2025-01-10 08:03:29,3,0.0085,0.00918977,53.96,BTC-11JAN25-95000-C,94400.3,sell,0.1,0.1,,,
405,339811993,2025-01-10 08:03:30,3,0.0085,0.00918205,53.96,BTC-11JAN25-95000-C,94400.28,sell,0.2,0.2,,,
406,339811999,2025-01-10 08:03:31,3,0.0085,0.00916692,53.96,BTC-11JAN25-95000-C,94397.61,sell,0.1,0.1,,,
407,339812007,2025-01-10 08:03:33,3,0.0085,0.00915431,54.08,BTC-11JAN25-95000-C,94394.49,sell,0.1,0.1,,,
408,339812015,2025-01-10 08:03:35,3,0.0085,0.00912865,54.16,BTC-11JAN25-95000-C,94391.21,sell,0.4,0.4,,,
409,339812016,2025-01-10 08:03:36,3,0.0085,0.00912636,54.16,BTC-11JAN25-95000-C,94391.83,sell,0.6,0.6,,,
410,339812017,2025-01-10 08:03:36,3,0.0085,0.00912636,54.16,BTC-11JAN25-95000-C,94391.83,sell,0.1,0.1,,,
411,339812022,2025-01-10 08:03:38,3,0.0085,0.00913833,54.09,BTC-11JAN25-95000-C,94394.12,sell,0.1,0.1,,,
412,339812028,2025-01-10 08:03:39,3,0.0085,0.00913881,54.09,BTC-11JAN25-95000-C,94396.5,sell,0.8,0.8,,,
413,339812029,2025-01-10 08:03:40,3,0.0085,0.00913683,54.09,BTC-11JAN25-95000-C,94396.66,sell,0.2,0.2,,,
414,339812048,2025-01-10 08:03:42,3,0.0085,0.0091312,54.07,BTC-11JAN25-95000-C,94395.35,sell,0.1,0.1,,,
415,339812054,2025-01-10 08:03:45,3,0.0085,0.00911542,54.07,BTC-11JAN25-95000-C,94393.05,sell,0.1,0.1,,,
416,339812059,2025-01-10 08:03:47,3,0.0085,0.00910642,54.07,BTC-11JAN25-95000-C,94392.02,sell,0.1,0.1,,,
417,339812061,2025-01-10 08:03:48,3,0.0085,0.00910055,54.07,BTC-11JAN25-95000-C,94390.73,sell,0.1,0.1,,,
418,339812070,2025-01-10 08:03:50,3,0.0085,0.00910358,54.16,BTC-11JAN25-95000-C,94396.87,sell,0.1,0.1,,,
419,339812072,2025-01-10 08:03:51,3,0.0085,0.00912979,54.16,BTC-11JAN25-95000-C,94398.53,sell,0.2,0.2,,,
420,339812075,2025-01-10 08:03:53,3,0.0085,0.00912509,54.02,BTC-11JAN25-95000-C,94395.33,sell,0.1,0.1,,,
421,339812078,2025-01-10 08:03:54,3,0.0085,0.00910417,54.02,BTC-11JAN25-95000-C,94394.32,sell,0.2,0.2,,,
422,339812084,2025-01-10 08:03:57,3,0.0085,0.00910997,54.05,BTC-11JAN25-95000-C,94396.21,sell,0.2,0.2,,,
423,339812091,2025-01-10 08:03:59,3,0.0085,0.00910884,54.03,BTC-11JAN25-95000-C,94396.97,sell,0.1,0.1,,,
424,339812107,2025-01-10 08:04:01,3,0.0085,0.0091001,54.04,BTC-11JAN25-95000-C,94397.33,sell,0.1,0.1,,,
425,339812115,2025-01-10 08:04:04,3,0.0085,0.00913584,53.82,BTC-11JAN25-95000-C,94406.97,sell,0.2,0.2,,,
426,339812130,2025-01-10 08:04:06,3,0.0085,0.00913054,53.8,BTC-11JAN25-95000-C,94408.37,sell,0.1,0.1,,,
427,339812217,2025-01-10 08:04:10,3,0.0085,0.0091468,53.73,BTC-11JAN25-95000-C,94416.32,sell,0.1,0.1,,,
428,339812224,2025-01-10 08:04:12,3,0.0085,0.00916885,53.5,BTC-11JAN25-95000-C,94431.86,sell,0.3,0.3,,,
429,339812227,2025-01-10 08:04:13,3,0.0085,0.00920169,53.5,BTC-11JAN25-95000-C,94431.88,sell,0.1,0.1,,,
