trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,block_trade_id,combo_id,combo_trade_id
1,198515776,2022-01-10 13:22:33,1,0.573,0.56444384,86.49,BTC-30SEP22-20000-C,40908.23,buy,0.1,,,
2,200460767,2022-01-24 08:45:29,2,0.4955,0.49756655,76.07,BTC-30SEP22-20000-C,35047.5,sell,7.9,,,
3,200460878,2022-01-24 08:45:30,3,0.4955,0.49685252,76.14,BTC-30SEP22-20000-C,35015.87,sell,5.1,,,
4,209733923,2022-04-10 22:45:23,0,0.5495,0.5496649,80.45,BTC-30SEP22-20000-C,42044.4,sell,2.0,,,
5,212094152,2022-05-05 16:35:03,2,0.482,0.48247152,74.71,BTC-30SEP22-20000-C,36985.5,sell,0.4,,,
6,212094153,2022-05-05 16:35:03,3,0.482,0.48247152,74.71,BTC-30SEP22-20000-C,36985.5,sell,0.3,,,
7,212094154,2022-05-05 16:35:03,3,0.482,0.48247152,74.71,BTC-30SEP22-20000-C,36985.5,sell,0.2,,,
8,212094169,2022-05-05 16:35:03,3,0.482,0.48236587,75.03,BTC-30SEP22-20000-C,36974.67,sell,1.9,,,
9,212094171,2022-05-05 16:35:03,3,0.482,0.48236587,75.03,BTC-30SEP22-20000-C,36974.67,sell,0.3,,,
10,212094175,2022-05-05 16:35:03,3,0.482,0.48236587,75.03,BTC-30SEP22-20000-C,36974.67,sell,0.2,,,
11,212094176,2022-05-05 16:35:03,3,0.482,0.48236587,75.03,BTC-30SEP22-20000-C,36974.67,sell,0.3,,,
12,212094179,2022-05-05 16:35:04,3,0.482,0.48236587,75.03,BTC-30SEP22-20000-C,36974.67,sell,0.5,,,
13,212094180,2022-05-05 16:35:04,3,0.482,0.48236587,75.03,BTC-30SEP22-20000-C,36974.67,sell,0.2,,,
14,212094181,2022-05-05 16:35:04,3,0.482,0.48236587,75.15,BTC-30SEP22-20000-C,36968.86,sell,0.1,,,
15,212094182,2022-05-05 16:35:04,3,0.482,0.48236587,75.15,BTC-30SEP22-20000-C,36968.86,sell,0.1,,,
16,212094183,2022-05-05 16:35:04,3,0.482,0.48236587,75.15,BTC-30SEP22-20000-C,36968.86,sell,0.1,,,
17,212094196,2022-05-05 16:35:05,3,0.482,0.48214171,75.15,BTC-30SEP22-20000-C,36968.86,sell,0.4,,,
18,213016923,2022-05-09 22:28:40,2,0.3985,0.39836162,77.32,BTC-30SEP22-20000-C,30912.67,sell,5.3,,,
19,213016924,2022-05-09 22:28:40,3,0.3985,0.39836162,77.32,BTC-30SEP22-20000-C,30912.67,sell,0.1,,,
20,213016926,2022-05-09 22:28:41,0,0.399,0.39836162,77.83,BTC-30SEP22-20000-C,30905.48,sell,3.6,,,
21,213019796,2022-05-09 22:47:22,0,0.404,0.40340203,77.71,BTC-30SEP22-20000-C,31246.54,sell,9.7,,,
22,213019808,2022-05-09 22:47:23,0,0.4045,0.40339348,78.17,BTC-30SEP22-20000-C,31242.39,sell,5.3,,,
23,213756090,2022-05-11 23:02:17,2,0.3785,0.37928141,87.43,BTC-30SEP22-20000-C,28780.79,buy,0.4,,,
24,213756091,2022-05-11 23:02:17,3,0.3785,0.37928141,87.43,BTC-30SEP22-20000-C,28780.79,buy,0.2,,,
25,213756092,2022-05-11 23:02:17,3,0.3785,0.37928141,87.43,BTC-30SEP22-20000-C,28780.79,buy,0.3,,,
26,213756093,2022-05-11 23:02:19,3,0.3785,0.37918528,87.49,BTC-30SEP22-20000-C,28781.85,buy,0.3,,,
27,213756094,2022-05-11 23:02:19,3,0.3785,0.37918528,87.49,BTC-30SEP22-20000-C,28781.85,buy,0.3,,,
28,213756097,2022-05-11 23:02:20,3,0.3785,0.37920923,87.43,BTC-30SEP22-20000-C,28785.92,buy,0.3,,,
29,213756098,2022-05-11 23:02:20,3,0.3785,0.37920923,87.43,BTC-30SEP22-20000-C,28785.92,buy,0.2,,,
30,213756099,2022-05-11 23:02:20,3,0.3785,0.37920923,87.43,BTC-30SEP22-20000-C,28785.92,buy,0.4,,,
31,213756100,2022-05-11 23:02:20,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,1.5,,,
32,213756101,2022-05-11 23:02:20,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,1.0,,,
33,213756102,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,0.3,,,
34,213756104,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,0.2,,,
35,213756105,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,0.2,,,
36,213756106,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,0.5,,,
37,213756107,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,0.3,,,
38,213756110,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,0.5,,,
39,213756111,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,1.0,,,
40,213756112,2022-05-11 23:02:21,3,0.3785,0.37921517,87.33,BTC-30SEP22-20000-C,28795.32,buy,1.1,,,
41,213759763,2022-05-11 23:14:46,0,0.379,0.37890047,87.44,BTC-30SEP22-20000-C,28786.22,buy,0.3,,,
42,213759764,2022-05-11 23:14:48,1,0.379,0.37890835,87.4,BTC-30SEP22-20000-C,28789.29,buy,0.1,,,
43,213759765,2022-05-11 23:14:48,1,0.379,0.37890835,87.4,BTC-30SEP22-20000-C,28789.29,buy,0.8,,,
44,213759767,2022-05-11 23:14:48,1,0.379,0.37896541,87.4,BTC-30SEP22-20000-C,28789.29,buy,0.2,,,
45,213759769,2022-05-11 23:14:49,1,0.379,0.37896541,87.42,BTC-30SEP22-20000-C,28788.17,buy,1.0,,,
46,213759770,2022-05-11 23:14:49,1,0.379,0.37896541,87.42,BTC-30SEP22-20000-C,28788.17,buy,0.5,,,
47,213759773,2022-05-11 23:14:49,1,0.379,0.378932,87.42,BTC-30SEP22-20000-C,28788.17,buy,0.3,,,
48,213759781,2022-05-11 23:14:53,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28780.37,buy,0.2,,,
49,213759782,2022-05-11 23:14:53,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28780.37,buy,0.1,,,
50,213759783,2022-05-11 23:14:54,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28781.61,buy,0.3,,,
51,213759784,2022-05-11 23:14:54,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28781.61,buy,0.4,,,
52,213759785,2022-05-11 23:14:54,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28781.61,buy,1.1,,,
53,213759786,2022-05-11 23:14:54,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28781.61,buy,0.3,,,
54,213759787,2022-05-11 23:14:54,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28781.61,buy,0.2,,,
55,213759788,2022-05-11 23:14:54,1,0.379,0.37879568,87.5,BTC-30SEP22-20000-C,28781.61,buy,0.2,,,
56,213903231,2022-05-12 06:01:40,2,0.3635,0.36118105,98.21,BTC-30SEP22-20000-C,26747.71,buy,2.3,,,
57,213903232,2022-05-12 06:01:40,3,0.3635,0.36118105,98.21,BTC-30SEP22-20000-C,26747.71,buy,1.6,,,
58,213903234,2022-05-12 06:01:41,3,0.3635,0.36130057,98.21,BTC-30SEP22-20000-C,26747.71,buy,0.4,,,
59,213903235,2022-05-12 06:01:41,3,0.3635,0.36130057,98.15,BTC-30SEP22-20000-C,26733.6,buy,0.3,,,
60,213903236,2022-05-12 06:01:41,3,0.3635,0.36130057,98.15,BTC-30SEP22-20000-C,26733.6,buy,0.4,,,
61,213903244,2022-05-12 06:01:44,3,0.3635,0.36103658,98.29,BTC-30SEP22-20000-C,26733.06,buy,0.2,,,
62,213903245,2022-05-12 06:01:44,3,0.3635,0.36103658,98.29,BTC-30SEP22-20000-C,26733.06,buy,0.3,,,
63,213904615,2022-05-12 06:03:40,0,0.365,0.3633334,98.25,BTC-30SEP22-20000-C,26835.73,buy,3.5,,,
64,218270307,2022-06-13 19:11:04,2,0.25,0.25004678,83.87,BTC-30SEP22-20000-C,23235.63,sell,1.0,,,
65,218753319,2022-06-14 19:31:07,2,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
66,218753322,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
67,218753323,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
68,218753324,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
69,218753325,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
70,218753326,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
71,218753327,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.2,,,
72,218753328,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.2,,,
73,218753333,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.2,,,
74,218753335,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
75,218753338,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
76,218753340,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
77,218753341,2022-06-14 19:31:07,3,0.2255,0.22348922,83.67,BTC-30SEP22-20000-C,22176.31,buy,0.1,,,
78,218753350,2022-06-14 19:31:08,3,0.2255,0.22358836,83.62,BTC-30SEP22-20000-C,22180.79,buy,0.1,,,
79,218753351,2022-06-14 19:31:08,3,0.2255,0.22358836,83.62,BTC-30SEP22-20000-C,22180.79,buy,0.1,,,
80,218753356,2022-06-14 19:31:08,3,0.2255,0.22358836,83.62,BTC-30SEP22-20000-C,22180.79,buy,0.1,,,
81,218753361,2022-06-14 19:31:08,3,0.2255,0.22358836,83.62,BTC-30SEP22-20000-C,22180.79,buy,0.1,,,
82,218753373,2022-06-14 19:31:09,3,0.2255,0.22359398,83.59,BTC-30SEP22-20000-C,22184.28,buy,0.1,,,
83,218775463,2022-06-14 21:38:20,2,0.212,0.21201143,84.31,BTC-30SEP22-20000-C,21510.5,buy,0.7,,,
84,218775464,2022-06-14 21:38:20,3,0.212,0.21201143,84.31,BTC-30SEP22-20000-C,21510.5,buy,0.3,,,
85,218864999,2022-06-15 07:02:31,2,0.2095,0.20903891,85.37,BTC-30SEP22-20000-C,21293.38,buy,0.1,,,
86,218865293,2022-06-15 07:04:23,3,0.2095,0.20873417,85.02,BTC-30SEP22-20000-C,21332.77,buy,0.2,,,
87,218865294,2022-06-15 07:04:23,3,0.2095,0.20873417,85.02,BTC-30SEP22-20000-C,21332.77,buy,0.1,,,
88,218865303,2022-06-15 07:04:23,3,0.2095,0.2087672,85.02,BTC-30SEP22-20000-C,21332.77,buy,0.1,,,
89,218895790,2022-06-15 08:37:10,2,0.2,0.1999324,88.46,BTC-30SEP22-20000-C,20520.65,sell,0.5,,,
90,218911758,2022-06-15 09:20:41,3,0.2,0.19974615,92.16,BTC-30SEP22-20000-C,20167.13,sell,1.4,,,
91,218911761,2022-06-15 09:20:42,3,0.2,0.19974615,92.16,BTC-30SEP22-20000-C,20167.13,sell,1.6,,,
92,218911762,2022-06-15 09:20:42,3,0.2,0.19974615,92.16,BTC-30SEP22-20000-C,20167.13,sell,1.5,,,
93,218911903,2022-06-15 09:21:22,3,0.2,0.19955122,92.33,BTC-30SEP22-20000-C,20144.75,sell,1.4,,,
94,218923240,2022-06-15 09:49:46,0,0.215,0.21317241,100.01,BTC-30SEP22-20000-C,20103.99,buy,1.0,,,
95,218923241,2022-06-15 09:49:46,1,0.215,0.21317241,100.01,BTC-30SEP22-20000-C,20103.99,buy,1.2,,,
96,218923259,2022-06-15 09:49:48,1,0.215,0.21319378,100.03,BTC-30SEP22-20000-C,20102.51,buy,0.2,,,
97,218928409,2022-06-15 10:02:43,0,0.2175,0.2166215,100.68,BTC-30SEP22-20000-C,20158.53,buy,250.0,41919,,
98,218930430,2022-06-15 10:12:52,0,0.218,0.21804036,100.33,BTC-30SEP22-20000-C,20224.44,sell,1.7,,,
99,218942110,2022-06-15 10:24:33,0,0.2195,0.22115685,98.45,BTC-30SEP22-20000-C,20438.24,sell,5.0,,,
100,218947174,2022-06-15 10:36:39,0,0.2235,0.22318131,98.85,BTC-30SEP22-20000-C,20607.11,buy,0.1,,,
101,218947179,2022-06-15 10:36:40,1,0.2235,0.22318131,98.81,BTC-30SEP22-20000-C,20611.97,buy,0.1,,,
102,218949139,2022-06-15 10:43:56,2,0.2195,0.22099821,96.93,BTC-30SEP22-20000-C,20615.18,buy,150.0,41935,,
103,218949799,2022-06-15 10:47:22,2,0.2175,0.21959255,96.3,BTC-30SEP22-20000-C,20572.89,sell,0.5,,,
104,218953882,2022-06-15 10:59:59,2,0.212,0.21278309,94.17,BTC-30SEP22-20000-C,20532.35,sell,0.5,,,
105,218956328,2022-06-15 11:05:24,2,0.208,0.20863527,92.85,BTC-30SEP22-20000-C,20461.55,sell,6.7,,,
106,218957230,2022-06-15 11:07:54,2,0.206,0.20746069,92.38,BTC-30SEP22-20000-C,20410.15,sell,3.8,,,
107,218957273,2022-06-15 11:07:55,3,0.206,0.20746069,92.38,BTC-30SEP22-20000-C,20410.15,sell,0.2,,,
108,218957291,2022-06-15 11:07:55,3,0.206,0.20746069,92.38,BTC-30SEP22-20000-C,20410.15,sell,0.8,,,
109,218968811,2022-06-15 11:38:44,0,0.2145,0.21341116,89.83,BTC-30SEP22-20000-C,21068.3,buy,0.1,,,
110,218968813,2022-06-15 11:38:44,1,0.2145,0.21341116,89.83,BTC-30SEP22-20000-C,21068.3,buy,0.1,,,
111,218984297,2022-06-15 12:49:02,2,0.2085,0.20928393,84.47,BTC-30SEP22-20000-C,21291.39,sell,6.2,,,
112,218987616,2022-06-15 13:00:50,2,0.204,0.20463014,83.39,BTC-30SEP22-20000-C,21184.4,sell,3.9,,,
113,218987617,2022-06-15 13:00:50,3,0.204,0.20463014,83.39,BTC-30SEP22-20000-C,21184.4,sell,0.1,,,
114,218987618,2022-06-15 13:00:50,3,0.204,0.20463014,83.39,BTC-30SEP22-20000-C,21184.4,sell,0.1,,,
115,219011436,2022-06-15 14:56:26,2,0.1998,0.20078729,82.18,BTC-30SEP22-20000-C,21135.53,buy,100.0,41998,,
116,219014026,2022-06-15 15:09:16,0,0.2055,0.20370761,83.27,BTC-30SEP22-20000-C,21294.47,buy,0.1,,,
117,219014688,2022-06-15 15:16:12,1,0.2055,0.20423442,83.13,BTC-30SEP22-20000-C,21297.55,buy,0.1,,,
118,219014975,2022-06-15 15:20:02,2,0.204,0.2023368,83.26,BTC-30SEP22-20000-C,21216.27,buy,0.1,,,
119,219014978,2022-06-15 15:20:02,3,0.204,0.20232222,83.26,BTC-30SEP22-20000-C,21216.27,buy,0.1,,,
120,219014980,2022-06-15 15:20:03,3,0.204,0.20232222,83.24,BTC-30SEP22-20000-C,21217.88,buy,0.1,,,
121,219015023,2022-06-15 15:20:06,3,0.204,0.20230911,83.3,BTC-30SEP22-20000-C,21211.76,buy,0.1,,,
122,219015103,2022-06-15 15:20:09,3,0.204,0.20218683,83.33,BTC-30SEP22-20000-C,21208.18,buy,0.1,,,
123,219015111,2022-06-15 15:20:10,3,0.204,0.20219629,83.18,BTC-30SEP22-20000-C,21222.43,buy,0.1,,,
124,219022177,2022-06-15 16:21:19,0,0.2055,0.20414546,83.13,BTC-30SEP22-20000-C,21309.04,buy,0.1,,,
125,219022178,2022-06-15 16:21:19,1,0.2055,0.20414546,83.13,BTC-30SEP22-20000-C,21309.04,buy,0.1,,,
126,219034686,2022-06-15 16:58:12,2,0.191,0.19092847,83.04,BTC-30SEP22-20000-C,20623.69,sell,1.6,,,
127,219042650,2022-06-15 17:33:06,0,0.192,0.19119777,84.52,BTC-30SEP22-20000-C,20562.4,buy,5.0,,,
128,219047434,2022-06-15 17:54:02,0,0.198,0.19683586,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.2,,,
129,219047435,2022-06-15 17:54:02,1,0.198,0.19683586,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.2,,,
130,219047436,2022-06-15 17:54:02,1,0.198,0.19683586,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.2,,,
131,219047437,2022-06-15 17:54:02,1,0.198,0.19683586,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.2,,,
132,219047438,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.1,,,
133,219047439,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.1,,,
134,219047444,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.1,,,
135,219047445,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.1,,,
136,219047446,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.1,,,
137,219047447,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.1,,,
138,219047449,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20892.84,buy,0.1,,,
139,219047450,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20897.37,buy,0.1,,,
140,219047452,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20897.37,buy,0.1,,,
141,219047459,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20897.37,buy,0.1,,,
142,219047460,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20897.37,buy,0.1,,,
143,219047467,2022-06-15 17:54:03,1,0.198,0.19684033,83.94,BTC-30SEP22-20000-C,20897.37,buy,0.1,,,
144,219202986,2022-06-16 05:14:12,0,0.2065,0.2064418,76.11,BTC-30SEP22-20000-C,22030.86,buy,0.5,,,
145,219277137,2022-06-16 14:04:51,2,0.188,0.18803447,79.26,BTC-30SEP22-20000-C,20837.33,sell,2.0,,,
146,219534238,2022-06-17 14:13:55,0,0.19,0.19187939,83.26,BTC-30SEP22-20000-C,20635.88,sell,2.2,,,
147,219534925,2022-06-17 14:16:02,2,0.1885,0.19013879,83.25,BTC-30SEP22-20000-C,20560.5,sell,2.2,,,
148,219534926,2022-06-17 14:16:02,3,0.1885,0.19013879,83.25,BTC-30SEP22-20000-C,20560.5,sell,8.0,,,
149,219619423,2022-06-18 06:51:45,2,0.168,0.1681744,83.49,BTC-30SEP22-20000-C,19666.8,sell,5.0,,,
150,219646401,2022-06-18 07:10:44,0,0.1755,0.1748428,88.77,BTC-30SEP22-20000-C,19455.39,sell,0.1,,,
151,219720237,2022-06-18 10:42:52,2,0.1635,0.16546571,83.65,BTC-30SEP22-20000-C,19359.95,sell,1.8,,,
152,219720238,2022-06-18 10:42:52,3,0.1635,0.16546571,83.65,BTC-30SEP22-20000-C,19359.95,buy,3.2,,,
153,219726680,2022-06-18 11:43:14,0,0.164,0.16376438,83.64,BTC-30SEP22-20000-C,19380.83,sell,0.1,,,
154,219730123,2022-06-18 12:04:46,2,0.16,0.16044849,83.48,BTC-30SEP22-20000-C,19175.75,buy,0.1,,,
155,219730806,2022-06-18 12:08:48,0,0.1605,0.16073918,83.55,BTC-30SEP22-20000-C,19193.88,buy,0.1,,,
156,219732657,2022-06-18 12:24:09,1,0.1605,0.16103218,83.53,BTC-30SEP22-20000-C,19189.02,buy,0.1,,,
157,219744004,2022-06-18 14:50:45,2,0.158,0.15864181,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.1,,,
158,219744006,2022-06-18 14:50:45,3,0.158,0.15864181,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.1,,,
159,219744008,2022-06-18 14:50:45,3,0.158,0.15864181,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.3,,,
160,219744009,2022-06-18 14:50:45,3,0.158,0.15864181,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.1,,,
161,219744012,2022-06-18 14:50:45,3,0.158,0.15864181,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.1,,,
162,219744013,2022-06-18 14:50:45,3,0.158,0.15864181,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.1,,,
163,219744015,2022-06-18 14:50:45,3,0.158,0.15864181,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.1,,,
164,219744024,2022-06-18 14:50:45,3,0.158,0.1586405,83.53,BTC-30SEP22-20000-C,19102.17,sell,0.1,,,
165,219748006,2022-06-18 15:28:13,0,0.1605,0.15817574,84.95,BTC-30SEP22-20000-C,19080.36,buy,1.9,,,
166,219750156,2022-06-18 16:01:50,2,0.1555,0.15647792,84.12,BTC-30SEP22-20000-C,18913.97,sell,0.1,,,
167,219750157,2022-06-18 16:01:50,3,0.1555,0.15647792,84.12,BTC-30SEP22-20000-C,18913.97,sell,0.1,,,
168,219750158,2022-06-18 16:01:50,3,0.1555,0.15647792,84.12,BTC-30SEP22-20000-C,18913.97,sell,0.1,,,
169,219750159,2022-06-18 16:01:51,3,0.1555,0.15630439,84.16,BTC-30SEP22-20000-C,18909.46,sell,0.1,,,
170,219750164,2022-06-18 16:01:52,3,0.1555,0.15628228,84.17,BTC-30SEP22-20000-C,18908.53,sell,0.1,,,
171,219750166,2022-06-18 16:01:52,3,0.1555,0.15628228,84.17,BTC-30SEP22-20000-C,18908.53,sell,0.1,,,
172,219751672,2022-06-18 16:14:30,0,0.157,0.1566789,84.59,BTC-30SEP22-20000-C,18939.0,sell,0.1,,,
173,219752522,2022-06-18 16:21:39,0,0.1575,0.15807437,84.18,BTC-30SEP22-20000-C,19010.79,sell,0.1,,,
174,219752524,2022-06-18 16:21:39,1,0.1575,0.15807437,84.18,BTC-30SEP22-20000-C,19010.79,sell,0.1,,,
175,219752525,2022-06-18 16:21:39,1,0.1575,0.15807437,84.18,BTC-30SEP22-20000-C,19010.79,sell,0.1,,,
176,219754564,2022-06-18 16:35:29,1,0.1575,0.1579247,84.28,BTC-30SEP22-20000-C,19007.18,sell,0.1,,,
177,219754569,2022-06-18 16:35:30,1,0.1575,0.1579643,84.28,BTC-30SEP22-20000-C,19007.03,sell,0.1,,,
178,219754570,2022-06-18 16:35:31,1,0.1575,0.15794809,84.32,BTC-30SEP22-20000-C,19003.15,sell,0.1,,,
179,219754571,2022-06-18 16:35:31,1,0.1575,0.15794809,84.32,BTC-30SEP22-20000-C,19003.15,sell,0.1,,,
180,219754572,2022-06-18 16:35:31,1,0.1575,0.15794809,84.32,BTC-30SEP22-20000-C,19003.15,sell,0.1,,,
181,219756003,2022-06-18 16:43:00,2,0.156,0.15568051,84.57,BTC-30SEP22-20000-C,18929.98,buy,0.2,,,
182,219756921,2022-06-18 16:45:42,2,0.154,0.15478966,84.1,BTC-30SEP22-20000-C,18863.4,sell,0.1,,,
183,219756922,2022-06-18 16:45:42,3,0.154,0.15478966,84.1,BTC-30SEP22-20000-C,18863.4,sell,0.1,,,
184,219756924,2022-06-18 16:45:42,3,0.154,0.15478966,84.1,BTC-30SEP22-20000-C,18863.4,sell,0.1,,,
185,219756925,2022-06-18 16:45:42,3,0.154,0.15478966,84.1,BTC-30SEP22-20000-C,18863.4,sell,0.1,,,
186,219759922,2022-06-18 16:58:17,2,0.1535,0.15362078,83.89,BTC-30SEP22-20000-C,18842.21,sell,0.1,,,
187,219760415,2022-06-18 17:00:56,2,0.152,0.15243567,83.11,BTC-30SEP22-20000-C,18851.39,sell,0.2,,,
188,219782724,2022-06-18 18:27:13,2,0.144,0.14484715,84.42,BTC-30SEP22-20000-C,18348.17,buy,0.2,,,
189,219795894,2022-06-18 19:22:02,0,0.1445,0.14412675,85.7,BTC-30SEP22-20000-C,18255.08,buy,0.1,,,
190,219796135,2022-06-18 19:22:19,2,0.144,0.14483222,85.18,BTC-30SEP22-20000-C,18283.21,sell,0.1,,,
191,219796136,2022-06-18 19:22:19,3,0.144,0.14483222,85.18,BTC-30SEP22-20000-C,18283.21,sell,0.1,,,
192,219796137,2022-06-18 19:22:19,3,0.144,0.14483222,85.18,BTC-30SEP22-20000-C,18283.21,sell,0.1,,,
193,219796177,2022-06-18 19:22:33,3,0.144,0.14480711,85.19,BTC-30SEP22-20000-C,18283.79,sell,0.1,,,
194,219796193,2022-06-18 19:22:42,3,0.144,0.14486034,85.18,BTC-30SEP22-20000-C,18284.69,sell,0.1,,,
195,219796200,2022-06-18 19:22:46,3,0.144,0.14478828,85.14,BTC-30SEP22-20000-C,18288.53,sell,0.1,,,
196,219796202,2022-06-18 19:22:47,3,0.144,0.14487495,85.18,BTC-30SEP22-20000-C,18284.26,sell,0.1,,,
197,219796204,2022-06-18 19:22:49,3,0.144,0.14473136,85.2,BTC-30SEP22-20000-C,18281.72,sell,0.1,,,
198,219796205,2022-06-18 19:22:49,3,0.144,0.14473136,85.2,BTC-30SEP22-20000-C,18281.72,sell,0.1,,,
199,219796216,2022-06-18 19:23:03,3,0.144,0.14478717,85.16,BTC-30SEP22-20000-C,18285.83,sell,0.1,,,
200,219796217,2022-06-18 19:23:03,3,0.144,0.14478717,85.16,BTC-30SEP22-20000-C,18285.83,sell,0.1,,,
201,219796227,2022-06-18 19:23:04,3,0.144,0.14478243,85.16,BTC-30SEP22-20000-C,18283.57,sell,0.1,,,
202,219796228,2022-06-18 19:23:04,3,0.144,0.14478243,85.16,BTC-30SEP22-20000-C,18283.57,sell,0.1,,,
203,219796619,2022-06-18 19:24:44,0,0.1445,0.14451592,85.47,BTC-30SEP22-20000-C,18276.09,buy,0.1,,,
204,219796803,2022-06-18 19:26:20,2,0.144,0.14445699,85.38,BTC-30SEP22-20000-C,18272.64,sell,0.1,,,
205,219796808,2022-06-18 19:26:20,3,0.144,0.14421034,85.5,BTC-30SEP22-20000-C,18259.12,sell,0.1,,,
206,219796809,2022-06-18 19:26:20,3,0.144,0.14421034,85.5,BTC-30SEP22-20000-C,18259.12,sell,0.1,,,
207,219796810,2022-06-18 19:26:20,3,0.144,0.14421034,85.5,BTC-30SEP22-20000-C,18259.12,sell,0.1,,,
208,219796811,2022-06-18 19:26:20,3,0.144,0.14421034,85.5,BTC-30SEP22-20000-C,18259.12,sell,0.1,,,
209,219797048,2022-06-18 19:27:55,2,0.1425,0.14342159,85.26,BTC-30SEP22-20000-C,18197.61,sell,0.1,,,
210,219798223,2022-06-18 19:41:10,2,0.142,0.1425351,85.58,BTC-30SEP22-20000-C,18145.7,sell,0.1,,,
211,219798224,2022-06-18 19:41:15,3,0.142,0.14254652,85.6,BTC-30SEP22-20000-C,18143.93,sell,0.1,,,
212,219798225,2022-06-18 19:41:15,3,0.142,0.14254652,85.6,BTC-30SEP22-20000-C,18143.93,sell,0.1,,,
