trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_id,amount,combo_id,combo_trade_id,liquidation
641,335276798,2024-12-19 20:38:08,3,0.0945,0.09527481,62.88,BTC-27JUN25-130000-C,95995.15,buy,1.4,,1.4,,,
642,335276799,2024-12-19 20:38:08,3,0.0945,0.09527481,62.88,BTC-27JUN25-130000-C,95995.15,buy,0.1,,0.1,,,
643,335276804,2024-12-19 20:38:08,3,0.0945,0.09527481,62.88,BTC-27JUN25-130000-C,95995.15,buy,0.1,,0.1,,,
644,335276814,2024-12-19 20:38:09,3,0.0945,0.09533149,62.84,BTC-27JUN25-130000-C,96033.67,buy,2.2,,2.2,,,
645,335279085,2024-12-19 20:41:25,0,0.095,0.09577077,62.79,BTC-27JUN25-130000-C,96270.35,buy,4.8,,4.8,,,
646,335371615,2024-12-20 01:43:04,1,0.095,0.09497239,63.16,BTC-27JUN25-130000-C,96366.25,sell,1.0,,1.0,,,
647,335500111,2024-12-20 08:42:35,2,0.094,0.09387797,63.35,BTC-27JUN25-130000-C,96027.85,buy,0.1,,0.1,,,
648,335518151,2024-12-20 09:01:15,2,0.0935,0.09253239,63.89,BTC-27JUN25-130000-C,95362.84,buy,0.5,,0.5,,,
649,335574821,2024-12-20 10:22:24,2,0.093,0.09281249,64.26,BTC-27JUN25-130000-C,94677.27,buy,0.1,,0.1,,,
650,335687781,2024-12-20 13:58:28,0,0.0945,0.09539546,64.3,BTC-27JUN25-130000-C,95160.07,sell,0.1,,0.1,,,
651,335777832,2024-12-20 17:43:10,0,0.0995,0.09874289,63.92,BTC-27JUN25-130000-C,97134.6,sell,1.1,,1.1,,,
652,335777840,2024-12-20 17:43:11,1,0.0995,0.09874289,63.94,BTC-27JUN25-130000-C,97112.87,sell,2.6,,2.6,,,
653,335777841,2024-12-20 17:43:11,1,0.0995,0.09874289,63.94,BTC-27JUN25-130000-C,97112.87,sell,1.1,,1.1,,,
654,335777898,2024-12-20 17:43:13,1,0.0995,0.09874121,63.96,BTC-27JUN25-130000-C,97095.36,sell,0.1,,0.1,,,
655,335777924,2024-12-20 17:43:14,1,0.0995,0.09867773,64.01,BTC-27JUN25-130000-C,97050.84,sell,2.6,,2.6,,,
656,336146453,2024-12-22 20:06:57,2,0.0905,0.09102445,64.0,BTC-27JUN25-130000-C,94511.96,sell,0.1,,0.1,,,
657,336207581,2024-12-23 01:19:16,2,0.09,0.08997235,64.54,BTC-27JUN25-130000-C,93859.6,sell,0.1,,0.1,,,
658,336264175,2024-12-23 06:53:44,3,0.09,0.09019253,63.64,BTC-27JUN25-130000-C,94747.67,buy,0.4,,0.4,,,
659,336598644,2024-12-24 12:46:34,2,0.089,0.08821174,64.32,BTC-27JUN25-130000-C,94015.03,buy,2.0,,2.0,,,
660,336833449,2024-12-25 10:55:03,0,0.0975,0.09766651,62.68,BTC-27JUN25-130000-C,98168.08,buy,1.0,,1.0,,,
661,336970292,2024-12-26 07:34:06,2,0.0955,0.0954868,62.69,BTC-27JUN25-130000-C,97746.28,buy,1.0,,1.0,,,
662,337039167,2024-12-26 11:10:14,2,0.092,0.09106568,63.94,BTC-27JUN25-130000-C,95639.99,sell,0.1,,0.1,,,
663,337520817,2024-12-27 17:43:25,2,0.0875,0.08635717,64.11,BTC-27JUN25-130000-C,94077.68,buy,0.1,,0.1,,,
664,337672768,2024-12-29 16:17:42,2,0.086,0.08645342,64.04,BTC-27JUN25-130000-C,93915.65,buy,0.1,,0.1,,,
665,337703568,2024-12-29 23:00:26,2,0.084,0.08424943,64.27,BTC-27JUN25-130000-C,93037.24,buy,0.1,,0.1,,,
666,337724495,2024-12-30 02:41:50,0,0.0845,0.08461451,64.16,BTC-27JUN25-130000-C,93409.64,buy,0.1,,0.1,,,
667,337725383,2024-12-30 02:52:45,1,0.0845,0.08488973,64.05,BTC-27JUN25-130000-C,93508.89,buy,0.1,,0.1,,,
668,337725397,2024-12-30 02:52:57,1,0.0845,0.08499132,64.01,BTC-27JUN25-130000-C,93539.1,buy,0.3,,0.3,,,
669,337752061,2024-12-30 08:02:06,1,0.0845,0.08497118,63.94,BTC-27JUN25-130000-C,93661.23,buy,0.1,,0.1,,,
670,337773628,2024-12-30 13:22:08,2,0.083,0.08313811,64.1,BTC-27JUN25-130000-C,93072.06,buy,0.1,,0.1,,,
671,337773629,2024-12-30 13:22:09,3,0.083,0.08310481,64.1,BTC-27JUN25-130000-C,93071.44,buy,0.1,,0.1,,,
672,337777124,2024-12-30 13:43:49,0,0.0835,0.08320328,64.43,BTC-27JUN25-130000-C,92977.66,sell,0.1,,0.1,,,
673,337777651,2024-12-30 13:47:28,1,0.0835,0.08330625,64.53,BTC-27JUN25-130000-C,92885.17,sell,10.0,,10.0,,,
674,337778625,2024-12-30 13:50:15,1,0.0835,0.08312649,64.69,BTC-27JUN25-130000-C,92724.14,sell,10.0,,10.0,,,
675,337778667,2024-12-30 13:50:18,1,0.0835,0.08307,64.7,BTC-27JUN25-130000-C,92720.76,sell,8.0,,8.0,,,
676,337778680,2024-12-30 13:50:18,1,0.0835,0.08307,64.7,BTC-27JUN25-130000-C,92720.76,sell,1.9,,1.9,,,
677,337778770,2024-12-30 13:50:22,2,0.083,0.08301872,64.55,BTC-27JUN25-130000-C,92674.05,buy,0.1,,0.1,,,
678,337839671,2024-12-30 17:37:30,2,0.0825,0.08284075,64.16,BTC-27JUN25-130000-C,92890.94,buy,0.1,,0.1,,,
679,337846826,2024-12-30 17:47:32,0,0.0855,0.0856371,64.16,BTC-27JUN25-130000-C,93841.51,buy,0.1,,0.1,,,
680,337878426,2024-12-30 19:55:03,0,0.0865,0.08681157,64.18,BTC-27JUN25-130000-C,94222.44,buy,0.1,,0.1,,,
681,337885993,2024-12-30 20:28:15,0,0.088,0.08821463,64.3,BTC-27JUN25-130000-C,94644.9,buy,0.1,,0.1,,,
682,337922058,2024-12-30 22:30:07,2,0.0825,0.08268206,64.63,BTC-27JUN25-130000-C,92468.88,buy,0.1,,0.1,,,
683,337925938,2024-12-30 23:00:23,3,0.0825,0.08296553,64.53,BTC-27JUN25-130000-C,92561.48,buy,0.1,,0.1,,,
684,338067413,2024-12-31 16:29:27,0,0.0885,0.08854563,64.36,BTC-27JUN25-130000-C,94834.51,buy,0.1,,0.1,,,
685,338073289,2024-12-31 17:05:10,2,0.0875,0.08785085,64.21,BTC-27JUN25-130000-C,94625.28,buy,0.1,,0.1,,,
686,338137135,2025-01-01 08:00:47,2,0.083,0.08354333,63.84,BTC-27JUN25-130000-C,93500.31,sell,0.1,,0.1,,,
687,338139029,2025-01-01 08:26:28,3,0.083,0.08282036,64.04,BTC-27JUN25-130000-C,93326.67,sell,0.1,,0.1,,,
688,338144764,2025-01-01 09:32:40,2,0.0815,0.08158707,63.77,BTC-27JUN25-130000-C,93058.26,buy,0.1,,0.1,,,
689,338153992,2025-01-01 12:58:47,0,0.0835,0.08342541,63.9,BTC-27JUN25-130000-C,93615.34,buy,0.1,,0.1,,,
690,338157670,2025-01-01 14:06:24,0,0.085,0.08563695,63.86,BTC-27JUN25-130000-C,94153.17,buy,0.1,,0.1,,,
691,338202533,2025-01-02 00:49:05,0,0.09,0.08913056,64.71,BTC-27JUN25-130000-C,95099.55,buy,0.2,,0.2,,,
692,338280040,2025-01-02 12:51:16,0,0.0915,0.09230785,63.6,BTC-27JUN25-130000-C,96687.52,sell,5.3,,5.3,,,
693,338293837,2025-01-02 14:32:00,0,0.093,0.09298765,63.98,BTC-27JUN25-130000-C,96850.37,buy,0.5,,0.5,,,
694,338385377,2025-01-02 23:13:09,2,0.0915,0.09093,63.5,BTC-27JUN25-130000-C,96723.33,buy,0.1,,0.1,,,
695,338385625,2025-01-02 23:22:22,0,0.092,0.09114123,63.58,BTC-27JUN25-130000-C,96809.25,buy,0.1,,0.1,,,
696,338386017,2025-01-02 23:34:48,1,0.092,0.09140884,63.5,BTC-27JUN25-130000-C,96899.09,buy,0.1,,0.1,,,
697,338386027,2025-01-02 23:35:04,1,0.092,0.09136405,63.52,BTC-27JUN25-130000-C,96887.27,buy,0.1,,0.1,,,
698,338386056,2025-01-02 23:35:30,1,0.092,0.09141419,63.5,BTC-27JUN25-130000-C,96901.08,buy,0.1,,0.1,,,
699,338386059,2025-01-02 23:36:10,0,0.0925,0.09144375,63.68,BTC-27JUN25-130000-C,96908.42,buy,0.1,,0.1,,,
700,338437450,2025-01-03 09:24:08,2,0.0905,0.09013369,63.57,BTC-27JUN25-130000-C,96395.83,buy,0.1,,0.1,,,
701,338445159,2025-01-03 11:16:33,3,0.0905,0.09032157,63.6,BTC-27JUN25-130000-C,96439.08,buy,0.1,,0.1,,,
702,338452967,2025-01-03 13:19:13,2,0.09,0.09038073,63.4,BTC-27JUN25-130000-C,96422.26,sell,0.2,,0.2,,,
703,338464766,2025-01-03 14:37:24,0,0.096,0.09646504,65.36,BTC-27JUN25-130000-C,96662.76,sell,0.1,,0.1,,,
704,338464782,2025-01-03 14:37:28,1,0.096,0.09658291,65.33,BTC-27JUN25-130000-C,96692.63,sell,0.1,,0.1,,,
705,338472782,2025-01-03 15:01:01,0,0.097,0.09717801,65.39,BTC-27JUN25-130000-C,96969.05,sell,0.2,,0.2,,,
706,338472787,2025-01-03 15:01:01,1,0.097,0.09717801,65.4,BTC-27JUN25-130000-C,96967.94,buy,4.8,,4.8,,,
707,338521483,2025-01-03 19:49:48,0,0.098,0.09893903,63.89,BTC-27JUN25-130000-C,98628.6,sell,0.1,,0.1,,,
708,338521513,2025-01-03 19:50:16,1,0.098,0.09888045,63.91,BTC-27JUN25-130000-C,98616.35,sell,0.1,,0.1,,,
709,338521514,2025-01-03 19:50:16,1,0.098,0.09888045,63.91,BTC-27JUN25-130000-C,98616.35,sell,0.1,,0.1,,,
710,338534249,2025-01-03 22:19:37,0,0.0985,0.09822944,64.34,BTC-27JUN25-130000-C,98416.67,sell,0.2,,0.2,,,
711,338534273,2025-01-03 22:20:02,1,0.0985,0.09819348,64.36,BTC-27JUN25-130000-C,98403.18,sell,0.1,,0.1,,,
712,338534279,2025-01-03 22:20:05,1,0.0985,0.09819316,64.36,BTC-27JUN25-130000-C,98403.27,sell,0.1,,0.1,,,
713,338534283,2025-01-03 22:20:07,1,0.0985,0.09819424,64.36,BTC-27JUN25-130000-C,98403.45,sell,0.1,,0.1,,,
714,338534291,2025-01-03 22:20:17,1,0.0985,0.09819359,64.37,BTC-27JUN25-130000-C,98403.6,sell,0.1,,0.1,,,
715,338534294,2025-01-03 22:20:20,1,0.0985,0.09819326,64.37,BTC-27JUN25-130000-C,98403.52,sell,0.1,,0.1,,,
716,338534296,2025-01-03 22:20:22,1,0.0985,0.09819397,64.37,BTC-27JUN25-130000-C,98403.52,sell,0.1,,0.1,,,
717,338534299,2025-01-03 22:20:24,1,0.0985,0.09819579,64.37,BTC-27JUN25-130000-C,98403.56,sell,0.1,,0.1,,,
718,338534302,2025-01-03 22:20:29,1,0.0985,0.09819683,64.37,BTC-27JUN25-130000-C,98403.33,sell,0.1,,0.1,,,
719,338553876,2025-01-04 04:33:14,2,0.0955,0.0962206,63.98,BTC-27JUN25-130000-C,97858.47,sell,0.2,,0.2,,,
720,338553877,2025-01-04 04:33:14,3,0.0955,0.0962206,63.98,BTC-27JUN25-130000-C,97858.47,buy,0.2,,0.2,,,
721,338553878,2025-01-04 04:33:14,3,0.0955,0.0962206,63.98,BTC-27JUN25-130000-C,97858.47,buy,12.0,,12.0,,,
722,338553919,2025-01-04 04:33:30,3,0.0955,0.09619916,63.98,BTC-27JUN25-130000-C,97858.01,buy,0.7,,0.7,,,
723,338553923,2025-01-04 04:33:32,3,0.0955,0.09619771,63.98,BTC-27JUN25-130000-C,97858.09,buy,0.8,,0.8,,,
724,338553924,2025-01-04 04:33:32,3,0.0955,0.09619771,63.98,BTC-27JUN25-130000-C,97858.09,buy,0.1,,0.1,,,
725,338553925,2025-01-04 04:33:34,3,0.0955,0.09619485,63.98,BTC-27JUN25-130000-C,97858.08,buy,0.7,,0.7,,,
726,338553926,2025-01-04 04:33:34,3,0.0955,0.09619485,63.98,BTC-27JUN25-130000-C,97858.08,buy,0.2,,0.2,,,
727,338723800,2025-01-06 04:23:11,0,0.0995,0.09893495,64.53,BTC-27JUN25-130000-C,99320.3,buy,0.1,,0.1,,,
728,338726239,2025-01-06 04:53:27,1,0.0995,0.09913117,64.49,BTC-27JUN25-130000-C,99364.15,buy,0.1,,0.1,,,
729,338727019,2025-01-06 04:57:44,1,0.0995,0.09920338,64.42,BTC-27JUN25-130000-C,99418.81,buy,9.8,,9.8,,,
730,338732800,2025-01-06 05:30:28,1,0.0995,0.09937594,64.19,BTC-27JUN25-130000-C,99652.57,buy,1.2,,1.2,,,
731,338733008,2025-01-06 05:31:55,1,0.0995,0.09956538,64.13,BTC-27JUN25-130000-C,99691.68,buy,10.0,,10.0,,,
732,338733169,2025-01-06 05:32:42,1,0.0995,0.0995527,64.13,BTC-27JUN25-130000-C,99696.72,buy,10.0,,10.0,,,
733,338733636,2025-01-06 05:34:07,0,0.1,0.09966843,64.28,BTC-27JUN25-130000-C,99729.42,buy,0.1,,0.1,,,
734,338786962,2025-01-06 13:32:01,2,0.0995,0.09924336,64.54,BTC-27JUN25-130000-C,99331.07,sell,0.4,,0.4,,,
735,338796206,2025-01-06 14:26:36,2,0.097,0.09742641,64.04,BTC-27JUN25-130000-C,98969.72,sell,3.0,,3.0,,,
736,338920085,2025-01-06 21:56:51,0,0.104,0.10398916,63.61,BTC-27JUN25-130000-C,101715.96,sell,0.1,,0.1,,,
737,338920585,2025-01-06 22:02:34,1,0.104,0.10395512,63.63,BTC-27JUN25-130000-C,101685.83,sell,0.4,,0.4,,,
738,338920586,2025-01-06 22:02:34,1,0.104,0.10395512,63.63,BTC-27JUN25-130000-C,101685.83,sell,0.1,,0.1,,,
739,338920593,2025-01-06 22:02:43,1,0.104,0.10395328,63.63,BTC-27JUN25-130000-C,101685.47,sell,0.4,,0.4,,,
740,338920594,2025-01-06 22:02:43,1,0.104,0.10395328,63.63,BTC-27JUN25-130000-C,101685.47,sell,0.1,,0.1,,,
741,338941860,2025-01-07 00:40:16,0,0.1045,0.10525029,63.22,BTC-27JUN25-130000-C,102245.26,sell,0.1,,0.1,,,
742,338953234,2025-01-07 02:42:35,2,0.1035,0.10406744,63.38,BTC-27JUN25-130000-C,101845.41,buy,1.5,,1.5,,,
743,338953235,2025-01-07 02:42:35,3,0.1035,0.10406744,63.38,BTC-27JUN25-130000-C,101845.41,buy,8.5,,8.5,,,
744,338953237,2025-01-07 02:42:41,3,0.1035,0.10404181,63.39,BTC-27JUN25-130000-C,101844.53,buy,2.7,,2.7,,,
745,338953720,2025-01-07 02:50:08,2,0.103,0.10331922,63.29,BTC-27JUN25-130000-C,101762.17,buy,6.8,,6.8,,,
746,339087019,2025-01-07 15:38:13,2,0.093,0.09309927,63.81,BTC-27JUN25-130000-C,97947.55,sell,0.1,,0.1,,,
747,339178515,2025-01-07 19:09:57,2,0.0885,0.0887672,63.45,BTC-27JUN25-130000-C,96983.16,sell,0.1,,0.1,,,
748,339179890,2025-01-07 19:17:28,3,0.0885,0.08871855,63.45,BTC-27JUN25-130000-C,96990.82,sell,0.1,,0.1,,,
749,339189714,2025-01-07 20:00:22,2,0.0865,0.08712203,63.41,BTC-27JUN25-130000-C,96354.6,sell,0.1,,0.1,,,
750,339191771,2025-01-07 20:05:22,0,0.087,0.08750628,63.42,BTC-27JUN25-130000-C,96512.01,sell,0.1,,0.1,,,
751,339215114,2025-01-07 21:46:43,1,0.087,0.08710311,63.57,BTC-27JUN25-130000-C,96530.97,buy,0.1,,0.1,,,
752,339215801,2025-01-07 21:50:45,1,0.087,0.08730465,63.49,BTC-27JUN25-130000-C,96598.07,buy,0.1,,0.1,,,
753,339234374,2025-01-08 00:19:21,0,0.089,0.08889069,63.66,BTC-27JUN25-130000-C,97078.06,sell,0.1,,0.1,,,
754,339314212,2025-01-08 08:17:33,2,0.0835,0.0839483,63.41,BTC-27JUN25-130000-C,95771.61,buy,0.1,,0.1,,,
755,339325519,2025-01-08 09:59:24,0,0.084,0.08394293,63.94,BTC-27JUN25-130000-C,95437.01,sell,0.3,,0.3,,,
756,339363379,2025-01-08 13:15:57,2,0.0835,0.08369928,63.79,BTC-27JUN25-130000-C,95433.61,sell,0.1,,0.1,,,
757,339429648,2025-01-08 17:31:50,2,0.077,0.07663876,64.23,BTC-27JUN25-130000-C,92699.6,buy,0.1,,0.1,,,
758,339490259,2025-01-08 21:33:28,0,0.0795,0.0798292,63.41,BTC-27JUN25-130000-C,94247.02,sell,0.1,,0.1,,,
759,339512067,2025-01-09 01:34:01,0,0.083,0.08196891,63.74,BTC-27JUN25-130000-C,95205.87,buy,0.2,,0.2,,,
760,339799554,2025-01-10 07:42:09,2,0.078,0.07773867,62.65,BTC-27JUN25-130000-C,94637.28,sell,2.0,,2.0,,,M
761,339814327,2025-01-10 08:13:52,3,0.078,0.07726071,62.72,BTC-27JUN25-130000-C,94659.92,buy,0.2,,0.2,,,
762,339846749,2025-01-10 13:30:02,0,0.08,0.08050731,63.23,BTC-27JUN25-130000-C,94824.84,sell,0.1,,0.1,,,
763,340055237,2025-01-11 11:36:19,2,0.076,0.07597081,62.18,BTC-27JUN25-130000-C,94697.42,buy,1.0,,1.0,,,
764,340227208,2025-01-13 10:35:30,2,0.068,0.06823383,62.82,BTC-27JUN25-130000-C,91764.86,buy,0.1,,0.1,,,
765,340384632,2025-01-13 18:32:14,2,0.0675,0.06779013,62.42,BTC-27JUN25-130000-C,91874.75,sell,0.1,,0.1,,,
766,340551451,2025-01-14 13:30:09,0,0.0825,0.08133106,63.7,BTC-27JUN25-130000-C,96357.19,buy,0.1,,0.1,,,
767,340585741,2025-01-14 15:20:57,1,0.0825,0.08248815,63.3,BTC-27JUN25-130000-C,96633.87,sell,0.1,,0.1,,,
768,340605292,2025-01-14 16:34:33,2,0.0805,0.08052708,63.38,BTC-27JUN25-130000-C,95776.37,buy,0.1,,0.1,,,
769,340607645,2025-01-14 16:41:18,3,0.0805,0.08003792,63.58,BTC-27JUN25-130000-C,95620.56,buy,1.0,,1.0,,,
770,340607646,2025-01-14 16:41:18,3,0.0805,0.08003792,63.58,BTC-27JUN25-130000-C,95620.56,sell,1.0,,1.0,,,
771,340632449,2025-01-14 18:46:42,0,0.0815,0.08191836,62.87,BTC-27JUN25-130000-C,96693.72,sell,0.1,,0.1,,,
772,340633046,2025-01-14 18:48:51,0,0.082,0.08241372,62.89,BTC-27JUN25-130000-C,96838.51,buy,0.1,,0.1,,,
773,340633048,2025-01-14 18:48:57,1,0.082,0.08240319,62.88,BTC-27JUN25-130000-C,96846.86,buy,0.1,,0.1,,,
774,340718262,2025-01-15 08:37:44,0,0.084,0.08426576,63.03,BTC-27JUN25-130000-C,97463.35,buy,0.1,,0.1,,,
775,340732819,2025-01-15 12:06:16,2,0.0815,0.08125972,62.9,BTC-27JUN25-130000-C,96720.06,buy,1.0,,1.0,,,
776,340739746,2025-01-15 13:24:54,0,0.0825,0.08251057,62.84,BTC-27JUN25-130000-C,97145.65,buy,0.1,,0.1,,,
777,340740904,2025-01-15 13:29:15,0,0.083,0.08296378,62.94,BTC-27JUN25-130000-C,97241.01,buy,0.1,,0.1,,,
778,340815677,2025-01-15 16:07:20,0,0.0885,0.08903032,62.63,BTC-27JUN25-130000-C,99316.5,sell,0.1,,0.1,,,
779,340847050,2025-01-15 20:14:00,0,0.091,0.09098619,62.6,BTC-27JUN25-130000-C,100287.93,sell,0.1,,0.1,,,
780,340863726,2025-01-15 21:51:49,2,0.0895,0.08926003,62.68,BTC-27JUN25-130000-C,99770.8,sell,0.1,,0.1,,,
781,340940147,2025-01-16 09:06:35,2,0.0845,0.08490829,62.13,BTC-27JUN25-130000-C,98660.5,sell,1.3,,1.3,,,
782,340972123,2025-01-16 14:40:28,0,0.085,0.08552425,61.98,BTC-27JUN25-130000-C,98940.57,sell,0.7,,0.7,,,
783,340972124,2025-01-16 14:40:28,1,0.085,0.08552425,61.98,BTC-27JUN25-130000-C,98940.57,sell,0.1,,0.1,,,
784,340972125,2025-01-16 14:40:28,1,0.085,0.08552425,61.98,BTC-27JUN25-130000-C,98940.57,sell,8.0,,8.0,,,
785,340972126,2025-01-16 14:40:28,1,0.085,0.08552425,61.98,BTC-27JUN25-130000-C,98940.57,sell,1.1,,1.1,,,
786,340972127,2025-01-16 14:40:28,1,0.085,0.08552425,61.98,BTC-27JUN25-130000-C,98940.57,buy,0.1,,0.1,,,
787,340986780,2025-01-16 15:00:25,2,0.082,0.08190717,62.42,BTC-27JUN25-130000-C,97482.47,buy,0.1,,0.1,,,
788,340988461,2025-01-16 15:02:53,0,0.0825,0.08230011,62.47,BTC-27JUN25-130000-C,97600.92,sell,0.1,,0.1,,,
789,341031149,2025-01-16 17:11:32,0,0.0885,0.08897939,62.86,BTC-27JUN25-130000-C,99334.38,sell,0.6,,0.6,,,
790,341031150,2025-01-16 17:11:32,2,0.088,0.08897939,62.66,BTC-27JUN25-130000-C,99334.38,sell,0.2,,0.2,,,
791,341105271,2025-01-17 01:21:57,0,0.09,0.08973998,62.49,BTC-27JUN25-130000-C,100105.53,buy,0.6,,0.6,,,
792,341105272,2025-01-17 01:21:57,1,0.09,0.08973998,62.49,BTC-27JUN25-130000-C,100105.53,sell,0.4,,0.4,,,
793,341161216,2025-01-17 06:25:57,0,0.095,0.09441952,62.84,BTC-27JUN25-130000-C,101485.77,buy,1.5,,1.5,,,
794,341173043,2025-01-17 07:58:24,0,0.0955,0.09486771,63.04,BTC-27JUN25-130000-C,101466.29,buy,0.6,,0.6,,,
795,341185387,2025-01-17 08:51:54,0,0.0965,0.09649184,62.94,BTC-27JUN25-130000-C,101936.83,sell,2.6,,2.6,,,
796,341185533,2025-01-17 08:52:22,1,0.0965,0.0964462,62.96,BTC-27JUN25-130000-C,101923.13,sell,0.4,,0.4,,,
797,341204134,2025-01-17 10:40:08,0,0.097,0.09664477,62.62,BTC-27JUN25-130000-C,102498.1,buy,1.3,,1.3,,,
798,341204135,2025-01-17 10:40:08,1,0.097,0.09664477,62.62,BTC-27JUN25-130000-C,102498.1,buy,0.6,,0.6,,,
799,341234003,2025-01-17 14:32:05,2,0.096,0.09579763,62.12,BTC-27JUN25-130000-C,102605.79,buy,0.1,,0.1,,,
800,341236434,2025-01-17 14:36:14,0,0.0975,0.09742532,62.07,BTC-27JUN25-130000-C,103117.43,buy,1.9,,1.9,,,
801,341239621,2025-01-17 14:41:08,2,0.0965,0.09631113,62.23,BTC-27JUN25-130000-C,102681.58,sell,1.5,,1.5,,,
802,341239654,2025-01-17 14:41:11,3,0.0965,0.09614351,62.23,BTC-27JUN25-130000-C,102676.09,sell,1.1,,1.1,,,
803,341242646,2025-01-17 14:47:35,0,0.097,0.09677616,62.41,BTC-27JUN25-130000-C,102709.31,sell,2.6,,2.6,,,
804,341255552,2025-01-17 15:17:41,0,0.102,0.10183687,62.47,BTC-27JUN25-130000-C,104285.96,sell,0.6,,0.6,,,
805,341296030,2025-01-17 17:00:21,0,0.105,0.10450947,62.67,BTC-27JUN25-130000-C,105024.5,buy,0.6,,0.6,,,
806,341296031,2025-01-17 17:00:21,1,0.105,0.10450947,62.67,BTC-27JUN25-130000-C,105024.5,buy,0.8,,0.8,,,
807,341331249,2025-01-17 19:37:41,0,0.106,0.10588366,62.74,BTC-27JUN25-130000-C,105292.68,buy,0.2,,0.2,,,
808,341331839,2025-01-17 19:41:12,0,0.1065,0.10658258,62.68,BTC-27JUN25-130000-C,105500.69,buy,0.1,,0.1,,,
809,341337713,2025-01-17 20:00:22,0,0.1085,0.10814181,62.97,BTC-27JUN25-130000-C,105889.11,sell,0.1,,0.1,,,
810,341337714,2025-01-17 20:00:22,1,0.1085,0.10814181,62.97,BTC-27JUN25-130000-C,105889.11,sell,0.1,,0.1,,,
811,341337989,2025-01-17 20:00:51,1,0.1085,0.10786702,63.09,BTC-27JUN25-130000-C,105796.1,sell,0.1,,0.1,,,
812,341337990,2025-01-17 20:00:51,1,0.1085,0.10786702,63.09,BTC-27JUN25-130000-C,105796.1,sell,0.1,,0.1,,,
813,341338150,2025-01-17 20:01:03,2,0.108,0.10781666,62.92,BTC-27JUN25-130000-C,105772.72,sell,0.5,,0.5,,,
814,341338386,2025-01-17 20:01:43,0,0.1085,0.10801613,63.03,BTC-27JUN25-130000-C,105836.11,sell,0.1,,0.1,,,
815,341342485,2025-01-17 20:15:33,2,0.1075,0.10717525,62.97,BTC-27JUN25-130000-C,105570.92,sell,2.0,,2.0,,,
816,341353273,2025-01-17 21:11:18,2,0.104,0.1045327,62.68,BTC-27JUN25-130000-C,104711.9,sell,0.1,,0.1,,,
817,341353274,2025-01-17 21:11:18,3,0.104,0.1045327,62.68,BTC-27JUN25-130000-C,104711.9,sell,0.9,,0.9,,,
818,341640206,2025-01-19 20:33:48,0,0.1095,0.10994457,63.45,BTC-27JUN25-130000-C,105893.84,buy,0.5,,0.5,,,
819,341640236,2025-01-19 20:33:59,1,0.1095,0.11011188,63.4,BTC-27JUN25-130000-C,105938.53,buy,0.5,,0.5,,,
820,341861578,2025-01-20 04:29:07,2,0.0965,0.0960871,63.57,BTC-27JUN25-130000-C,101589.65,buy,0.9,,0.9,,,
821,341865350,2025-01-20 04:53:03,0,0.099,0.09831025,63.75,BTC-27JUN25-130000-C,102230.61,buy,3.0,,3.0,,,
822,341974871,2025-01-20 07:36:14,0,0.1165,0.11654135,63.75,BTC-27JUN25-130000-C,107807.29,buy,2.0,,2.0,,,
823,341975908,2025-01-20 07:38:36,0,0.1175,0.11779922,63.74,BTC-27JUN25-130000-C,108117.43,sell,0.1,,0.1,,,
824,341984482,2025-01-20 07:58:15,2,0.1165,0.11659102,64.41,BTC-27JUN25-130000-C,107237.79,sell,1.1,,1.1,,,
825,341984483,2025-01-20 07:58:15,3,0.1165,0.11645853,64.42,BTC-27JUN25-130000-C,107222.98,sell,0.6,,0.6,,,
826,342030213,2025-01-20 10:21:50,0,0.1195,0.11958062,64.23,BTC-27JUN25-130000-C,108393.35,buy,0.2,,0.2,,,
827,342050220,2025-01-20 11:52:58,0,0.1205,0.11982173,65.03,BTC-27JUN25-130000-C,107997.96,buy,7.5,,7.5,,,
828,342082206,2025-01-20 12:44:39,2,0.116,0.11609295,65.26,BTC-27JUN25-130000-C,106379.65,buy,0.1,,0.1,,,
829,342084100,2025-01-20 12:48:08,0,0.1175,0.11809295,65.04,BTC-27JUN25-130000-C,106994.48,sell,0.1,,0.1,,,
830,342123992,2025-01-20 14:39:09,0,0.1205,0.1203593,65.65,BTC-27JUN25-130000-C,107536.76,buy,0.1,,0.1,,,
831,342130697,2025-01-20 15:00:03,2,0.1185,0.11922628,64.6,BTC-27JUN25-130000-C,107715.93,sell,0.1,,0.1,,,
832,342138142,2025-01-20 15:17:55,2,0.115,0.11534866,64.6,BTC-27JUN25-130000-C,106653.28,sell,0.1,,0.1,,,
833,342140041,2025-01-20 15:18:35,2,0.114,0.11440915,64.59,BTC-27JUN25-130000-C,106348.59,sell,0.1,,0.1,,,
834,342241608,2025-01-20 17:06:17,2,0.1,0.10101182,63.95,BTC-27JUN25-130000-C,102467.36,sell,0.1,,0.1,,,
835,342448456,2025-01-20 23:54:44,2,0.094,0.09419528,62.87,BTC-27JUN25-130000-C,101822.9,sell,1.6,,1.6,,,
836,342462352,2025-01-21 00:17:21,2,0.0935,0.09330317,62.54,BTC-27JUN25-130000-C,102059.98,sell,0.1,,0.1,,,
837,342467682,2025-01-21 00:28:30,2,0.092,0.09252834,62.23,BTC-27JUN25-130000-C,101810.28,sell,3.8,,3.8,,,
