trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_id,amount,combo_id,combo_trade_id,liquidation
838,342497037,2025-01-21 01:30:11,2,0.089,0.08813282,62.81,BTC-27JUN25-130000-C,100224.03,buy,0.1,,0.1,,,
839,342593857,2025-01-21 08:50:34,0,0.093,0.09328356,61.8,BTC-27JUN25-130000-C,102309.16,buy,0.3,,0.3,,,
840,342593859,2025-01-21 08:50:34,1,0.093,0.09328356,61.8,BTC-27JUN25-130000-C,102309.16,sell,0.1,,0.1,,,
841,342594154,2025-01-21 08:51:51,2,0.0925,0.09300507,61.74,BTC-27JUN25-130000-C,102203.97,sell,1.5,,1.5,,,
842,342594181,2025-01-21 08:52:04,3,0.0925,0.09282327,61.79,BTC-27JUN25-130000-C,102163.86,sell,1.9,,1.9,,,
843,342595961,2025-01-21 09:01:31,0,0.093,0.09326708,61.76,BTC-27JUN25-130000-C,102338.9,sell,1.8,,1.8,,,
844,342596010,2025-01-21 09:01:32,1,0.093,0.09337149,61.75,BTC-27JUN25-130000-C,102345.65,sell,6.3,,6.3,,,
845,342599469,2025-01-21 09:05:37,1,0.093,0.09330928,61.54,BTC-27JUN25-130000-C,102587.32,buy,10.0,,10.0,,,
846,342646201,2025-01-21 13:46:21,0,0.101,0.10102856,62.21,BTC-27JUN25-130000-C,104609.2,buy,0.1,,0.1,,,
847,342770077,2025-01-21 20:11:36,0,0.108,0.10840419,62.31,BTC-27JUN25-130000-C,106968.91,sell,0.9,,0.9,,,
848,342787044,2025-01-21 21:17:42,2,0.1045,0.10408392,62.16,BTC-27JUN25-130000-C,105974.47,sell,0.7,,0.7,,,
849,342890664,2025-01-22 12:55:19,2,0.101,0.10105944,61.71,BTC-27JUN25-130000-C,105324.26,buy,0.6,,0.6,,,
850,342901636,2025-01-22 13:54:42,2,0.0975,0.0971991,62.06,BTC-27JUN25-130000-C,104043.6,sell,6.8,,6.8,,,
851,342901662,2025-01-22 13:54:46,3,0.0975,0.09720083,62.06,BTC-27JUN25-130000-C,104044.09,sell,0.1,,0.1,,,
852,342901838,2025-01-22 13:55:11,3,0.0975,0.09726647,62.06,BTC-27JUN25-130000-C,104042.0,sell,3.1,,3.1,,,
853,342901850,2025-01-22 13:55:12,3,0.0975,0.09726647,62.09,BTC-27JUN25-130000-C,104020.37,sell,0.1,,0.1,,,
854,342903389,2025-01-22 13:59:01,0,0.098,0.09762024,62.2,BTC-27JUN25-130000-C,104116.27,sell,1.5,,1.5,,,
855,342904118,2025-01-22 14:02:12,2,0.097,0.09708671,62.09,BTC-27JUN25-130000-C,103873.52,sell,3.0,,3.0,,,
856,342904711,2025-01-22 14:03:23,3,0.097,0.09717297,62.1,BTC-27JUN25-130000-C,103855.99,sell,2.7,,2.7,,,
857,342905808,2025-01-22 14:04:58,3,0.097,0.09726278,62.05,BTC-27JUN25-130000-C,103893.71,sell,2.7,,2.7,,,
858,342951588,2025-01-22 17:14:12,2,0.0965,0.09666169,61.58,BTC-27JUN25-130000-C,104084.88,buy,0.1,,0.1,,,
859,342951589,2025-01-22 17:14:16,3,0.0965,0.09666819,61.58,BTC-27JUN25-130000-C,104088.22,buy,0.1,,0.1,,,
860,342951655,2025-01-22 17:14:53,3,0.0965,0.09667725,61.55,BTC-27JUN25-130000-C,104108.06,buy,0.1,,0.1,,,
861,342951660,2025-01-22 17:14:54,0,0.097,0.09671113,61.74,BTC-27JUN25-130000-C,104112.0,buy,0.1,,0.1,,,
862,342952228,2025-01-22 17:18:10,1,0.097,0.09690959,61.67,BTC-27JUN25-130000-C,104163.88,buy,0.1,,0.1,,,
863,342953097,2025-01-22 17:21:11,0,0.0975,0.09727587,61.74,BTC-27JUN25-130000-C,104252.75,buy,0.1,,0.1,,,
864,342953142,2025-01-22 17:21:44,1,0.0975,0.09746062,61.69,BTC-27JUN25-130000-C,104283.41,sell,0.1,,0.1,,,
865,342953145,2025-01-22 17:21:52,1,0.0975,0.09748099,61.67,BTC-27JUN25-130000-C,104293.89,buy,0.1,,0.1,,,
866,342953147,2025-01-22 17:21:55,1,0.0975,0.09750398,61.68,BTC-27JUN25-130000-C,104291.35,buy,0.1,,0.1,,,
867,342953200,2025-01-22 17:22:11,1,0.0975,0.0975302,61.68,BTC-27JUN25-130000-C,104282.49,buy,0.1,,0.1,,,
868,342953246,2025-01-22 17:22:22,1,0.0975,0.0974685,61.7,BTC-27JUN25-130000-C,104273.11,buy,0.1,,0.1,,,
869,342953280,2025-01-22 17:22:41,1,0.0975,0.097504,61.68,BTC-27JUN25-130000-C,104287.73,buy,0.1,,0.1,,,
870,342953378,2025-01-22 17:22:49,1,0.0975,0.09756073,61.66,BTC-27JUN25-130000-C,104305.63,buy,0.1,,0.1,,,
871,342953493,2025-01-22 17:23:29,0,0.098,0.09764583,61.84,BTC-27JUN25-130000-C,104316.65,buy,0.1,,0.1,,,
872,342954090,2025-01-22 17:24:55,1,0.098,0.09771075,61.86,BTC-27JUN25-130000-C,104300.28,buy,0.1,,0.1,,,
873,342954091,2025-01-22 17:24:59,1,0.098,0.09770269,61.86,BTC-27JUN25-130000-C,104300.98,buy,0.1,,0.1,,,
874,342954092,2025-01-22 17:25:01,1,0.098,0.09770464,61.86,BTC-27JUN25-130000-C,104300.97,buy,0.1,,0.1,,,
875,342954120,2025-01-22 17:25:05,1,0.098,0.09768899,61.87,BTC-27JUN25-130000-C,104291.3,buy,0.1,,0.1,,,
876,342954556,2025-01-22 17:27:16,1,0.098,0.09767178,61.96,BTC-27JUN25-130000-C,104210.74,sell,0.1,,0.1,,,
877,342954574,2025-01-22 17:27:47,1,0.098,0.09771699,61.95,BTC-27JUN25-130000-C,104222.59,buy,0.1,,0.1,,,
878,342954603,2025-01-22 17:27:50,1,0.098,0.09775577,61.94,BTC-27JUN25-130000-C,104228.38,buy,0.1,,0.1,,,
879,342954635,2025-01-22 17:27:53,1,0.098,0.09771038,61.96,BTC-27JUN25-130000-C,104207.72,buy,0.1,,0.1,,,
880,342954637,2025-01-22 17:27:56,1,0.098,0.09763107,61.98,BTC-27JUN25-130000-C,104190.85,buy,0.1,,0.1,,,
881,342954641,2025-01-22 17:27:59,1,0.098,0.09768772,61.97,BTC-27JUN25-130000-C,104205.24,buy,0.1,,0.1,,,
882,342954650,2025-01-22 17:28:03,1,0.098,0.09767779,61.98,BTC-27JUN25-130000-C,104199.65,buy,0.1,,0.1,,,
883,342954656,2025-01-22 17:28:07,1,0.098,0.0976652,61.98,BTC-27JUN25-130000-C,104195.94,buy,0.1,,0.1,,,
884,342954731,2025-01-22 17:28:45,1,0.098,0.09784706,61.92,BTC-27JUN25-130000-C,104241.67,buy,0.1,,0.1,,,
885,342954732,2025-01-22 17:28:48,1,0.098,0.0978442,61.92,BTC-27JUN25-130000-C,104240.16,buy,0.1,,0.1,,,
886,342954734,2025-01-22 17:28:50,1,0.098,0.09784739,61.92,BTC-27JUN25-130000-C,104238.94,buy,0.1,,0.1,,,
887,342955259,2025-01-22 17:32:28,1,0.098,0.09792152,61.96,BTC-27JUN25-130000-C,104211.5,buy,0.1,,0.1,,,
888,342956758,2025-01-22 17:39:23,0,0.0985,0.09872957,61.79,BTC-27JUN25-130000-C,104502.16,buy,0.1,,0.1,,,
889,342956759,2025-01-22 17:39:23,1,0.0985,0.09872957,61.79,BTC-27JUN25-130000-C,104502.16,buy,0.1,,0.1,,,
890,342966586,2025-01-22 19:01:43,2,0.097,0.09719317,61.62,BTC-27JUN25-130000-C,104192.11,buy,0.1,,0.1,,,
891,343141946,2025-01-23 14:16:29,2,0.0885,0.08822776,61.4,BTC-27JUN25-130000-C,102152.0,buy,8.0,,8.0,,,
892,343141947,2025-01-23 14:16:29,3,0.0885,0.08822776,61.4,BTC-27JUN25-130000-C,102152.0,sell,1.9,,1.9,,,
893,343141948,2025-01-23 14:16:29,3,0.0885,0.08822776,61.4,BTC-27JUN25-130000-C,102152.0,sell,0.1,,0.1,,,
894,343155839,2025-01-23 14:35:59,0,0.0945,0.09414678,61.28,BTC-27JUN25-130000-C,104314.71,buy,0.1,,0.1,,,
895,343155883,2025-01-23 14:36:00,1,0.0945,0.09414678,61.28,BTC-27JUN25-130000-C,104314.71,buy,0.1,,0.1,,,
896,343157794,2025-01-23 14:37:14,0,0.095,0.09467626,61.35,BTC-27JUN25-130000-C,104427.42,buy,0.1,,0.1,,,
897,343272224,2025-01-23 15:57:31,0,0.099,0.09799637,61.97,BTC-27JUN25-130000-C,105070.83,buy,2.9,,2.9,,,
898,343276164,2025-01-23 16:04:16,0,0.101,0.10065857,62.23,BTC-27JUN25-130000-C,105500.53,sell,0.5,,0.5,,,
899,343278044,2025-01-23 16:06:57,1,0.101,0.10103972,62.19,BTC-27JUN25-130000-C,105516.72,sell,1.0,,1.0,,,
900,343360538,2025-01-23 19:26:16,2,0.099,0.09978152,61.88,BTC-27JUN25-130000-C,105067.66,sell,3.0,,3.0,,,
901,343649311,2025-01-24 14:27:22,2,0.096,0.0959288,61.11,BTC-27JUN25-130000-C,105253.22,sell,0.5,,0.5,,,
902,343653024,2025-01-24 14:37:24,3,0.096,0.09604999,61.04,BTC-27JUN25-130000-C,105265.2,buy,0.6,,0.6,,,
903,343657859,2025-01-24 14:44:04,0,0.098,0.09811809,60.93,BTC-27JUN25-130000-C,105993.29,buy,0.1,,0.1,,,
904,343658992,2025-01-24 14:45:01,0,0.099,0.09888419,61.0,BTC-27JUN25-130000-C,106238.7,buy,0.1,,0.1,,,
905,343671386,2025-01-24 15:21:21,0,0.0995,0.09948136,61.6,BTC-27JUN25-130000-C,105883.76,sell,1.0,,1.0,,,
906,343673940,2025-01-24 15:32:37,2,0.0985,0.09841915,61.6,BTC-27JUN25-130000-C,105577.91,sell,0.9,,0.9,,,
907,343678617,2025-01-24 15:58:59,0,0.1,0.09944799,61.78,BTC-27JUN25-130000-C,105948.73,buy,0.1,,0.1,,,
908,343684114,2025-01-24 16:24:14,2,0.0995,0.10003852,61.4,BTC-27JUN25-130000-C,106087.74,sell,1.0,,1.0,,,
909,343709036,2025-01-24 18:24:11,0,0.1015,0.10155562,60.98,BTC-27JUN25-130000-C,107010.51,buy,0.1,,0.1,,,
910,343734567,2025-01-24 20:32:07,2,0.0955,0.09557427,60.97,BTC-27JUN25-130000-C,105137.9,sell,0.9,,0.9,,,
911,343870538,2025-01-26 15:17:07,2,0.0925,0.09275958,60.05,BTC-27JUN25-130000-C,105015.3,buy,0.2,,0.2,,,
912,343981784,2025-01-27 02:43:55,2,0.0815,0.0815462,60.6,BTC-27JUN25-130000-C,101135.05,buy,0.1,,0.1,,,
913,343981892,2025-01-27 02:45:31,3,0.0815,0.08137678,60.66,BTC-27JUN25-130000-C,101080.62,buy,0.1,,0.1,,,
914,343987063,2025-01-27 03:04:42,2,0.081,0.0812577,60.49,BTC-27JUN25-130000-C,101062.53,buy,0.2,,0.2,,,
915,343987064,2025-01-27 03:04:42,3,0.081,0.0812577,60.49,BTC-27JUN25-130000-C,101062.53,buy,0.2,,0.2,,,
916,343987065,2025-01-27 03:04:42,3,0.081,0.0812577,60.49,BTC-27JUN25-130000-C,101062.53,buy,0.2,,0.2,,,
917,343990129,2025-01-27 03:20:56,0,0.082,0.08232604,60.34,BTC-27JUN25-130000-C,101543.42,buy,0.2,,0.2,,,
918,343990130,2025-01-27 03:20:56,1,0.082,0.08232604,60.34,BTC-27JUN25-130000-C,101543.42,buy,0.2,,0.2,,,
919,343990131,2025-01-27 03:20:56,1,0.082,0.08232604,60.34,BTC-27JUN25-130000-C,101543.42,buy,0.2,,0.2,,,
920,343993438,2025-01-27 03:41:01,0,0.0825,0.08207703,60.58,BTC-27JUN25-130000-C,101447.65,sell,0.1,,0.1,,,
921,344005866,2025-01-27 04:55:22,2,0.078,0.07785872,60.09,BTC-27JUN25-130000-C,100365.51,buy,0.2,,0.2,,,
922,344005867,2025-01-27 04:55:22,3,0.078,0.07785872,60.09,BTC-27JUN25-130000-C,100365.51,buy,0.2,,0.2,,,
923,344008896,2025-01-27 05:18:55,0,0.079,0.07857899,60.29,BTC-27JUN25-130000-C,100561.2,buy,0.2,,0.2,,,
924,344008897,2025-01-27 05:18:55,1,0.079,0.07857899,60.29,BTC-27JUN25-130000-C,100561.2,buy,0.2,,0.2,,,
925,344009104,2025-01-27 05:21:17,1,0.079,0.07839222,60.41,BTC-27JUN25-130000-C,100462.01,buy,0.2,,0.2,,,
926,344009105,2025-01-27 05:21:17,1,0.079,0.07839222,60.41,BTC-27JUN25-130000-C,100462.01,buy,0.2,,0.2,,,
927,344009106,2025-01-27 05:21:17,1,0.079,0.07839222,60.41,BTC-27JUN25-130000-C,100462.01,buy,0.2,,0.2,,,
928,344009221,2025-01-27 05:23:06,1,0.079,0.07847538,60.4,BTC-27JUN25-130000-C,100466.68,buy,0.2,,0.2,,,
929,344009222,2025-01-27 05:23:06,1,0.079,0.07847538,60.4,BTC-27JUN25-130000-C,100466.68,buy,0.2,,0.2,,,
930,344009223,2025-01-27 05:23:06,1,0.079,0.07847538,60.4,BTC-27JUN25-130000-C,100466.68,buy,0.2,,0.2,,,
931,344018699,2025-01-27 05:59:35,2,0.077,0.07744767,59.72,BTC-27JUN25-130000-C,100338.2,buy,0.2,,0.2,,,
932,344018700,2025-01-27 05:59:35,3,0.077,0.07744767,59.72,BTC-27JUN25-130000-C,100338.2,buy,0.2,,0.2,,,
933,344018701,2025-01-27 05:59:35,3,0.077,0.07744767,59.72,BTC-27JUN25-130000-C,100338.2,buy,0.2,,0.2,,,
934,344032869,2025-01-27 06:42:44,2,0.075,0.07468753,60.15,BTC-27JUN25-130000-C,99187.21,buy,0.2,,0.2,,,
935,344032870,2025-01-27 06:42:44,3,0.075,0.07468753,60.15,BTC-27JUN25-130000-C,99187.21,buy,0.2,,0.2,,,
936,344032871,2025-01-27 06:42:44,3,0.075,0.07468753,60.15,BTC-27JUN25-130000-C,99187.21,buy,0.2,,0.2,,,
937,344034764,2025-01-27 06:45:01,2,0.0745,0.07452875,60.05,BTC-27JUN25-130000-C,99056.94,buy,0.1,,0.1,,,
938,344049199,2025-01-27 07:17:40,0,0.0755,0.07507693,60.77,BTC-27JUN25-130000-C,98793.14,buy,0.7,,0.7,,,
939,344067172,2025-01-27 07:30:53,2,0.074,0.07342731,61.05,BTC-27JUN25-130000-C,98194.56,buy,0.2,,0.2,,,
940,344071331,2025-01-27 07:34:28,3,0.074,0.07378454,61.02,BTC-27JUN25-130000-C,98245.77,buy,0.2,,0.2,,,
941,344106627,2025-01-27 09:06:26,0,0.0775,0.07760701,61.26,BTC-27JUN25-130000-C,99305.41,buy,0.2,,0.2,,,
942,344106802,2025-01-27 09:06:54,2,0.077,0.07765924,61.03,BTC-27JUN25-130000-C,99324.04,sell,0.1,,0.1,,,
943,344107567,2025-01-27 09:10:01,0,0.0775,0.07755818,61.22,BTC-27JUN25-130000-C,99346.05,buy,0.6,,0.6,,,
944,344107568,2025-01-27 09:10:01,1,0.0775,0.07755818,61.22,BTC-27JUN25-130000-C,99346.05,sell,0.4,,0.4,,,
945,344160203,2025-01-27 13:15:07,0,0.0825,0.08307035,60.63,BTC-27JUN25-130000-C,101635.25,buy,0.7,,0.7,,,
946,344191643,2025-01-27 14:38:06,2,0.082,0.08141251,61.36,BTC-27JUN25-130000-C,100899.27,sell,0.2,,0.2,,,
947,344204635,2025-01-27 15:03:38,0,0.0845,0.08412519,61.39,BTC-27JUN25-130000-C,101705.67,sell,0.7,,0.7,,,
948,344332598,2025-01-27 23:57:39,0,0.0855,0.08551914,61.17,BTC-27JUN25-130000-C,102095.91,buy,0.2,,0.2,,,
949,344332599,2025-01-27 23:57:39,1,0.0855,0.08551914,61.17,BTC-27JUN25-130000-C,102095.91,buy,0.2,,0.2,,,
950,344334771,2025-01-28 00:04:10,0,0.0865,0.08620448,61.28,BTC-27JUN25-130000-C,102386.54,buy,0.2,,0.2,,,
951,344334772,2025-01-28 00:04:10,1,0.0865,0.08620448,61.28,BTC-27JUN25-130000-C,102386.54,buy,0.2,,0.2,,,
952,344355984,2025-01-28 02:25:15,2,0.083,0.08330253,60.69,BTC-27JUN25-130000-C,101853.56,buy,0.2,,0.2,,,
953,344355985,2025-01-28 02:25:15,3,0.083,0.08330253,60.69,BTC-27JUN25-130000-C,101853.56,buy,0.2,,0.2,,,
954,344357324,2025-01-28 02:40:31,0,0.084,0.08411608,60.77,BTC-27JUN25-130000-C,102131.78,buy,0.2,,0.2,,,
955,344357325,2025-01-28 02:40:31,1,0.084,0.08411608,60.77,BTC-27JUN25-130000-C,102131.78,buy,0.2,,0.2,,,
956,344364074,2025-01-28 03:46:58,0,0.0855,0.08582769,60.68,BTC-27JUN25-130000-C,102687.28,buy,0.2,,0.2,,,
957,344364075,2025-01-28 03:46:58,1,0.0855,0.08582769,60.68,BTC-27JUN25-130000-C,102687.28,buy,0.1,,0.1,,,
958,344368013,2025-01-28 04:24:55,0,0.0865,0.08666796,60.75,BTC-27JUN25-130000-C,102875.23,buy,0.1,,0.1,,,
959,344368014,2025-01-28 04:24:55,1,0.0865,0.08666796,60.75,BTC-27JUN25-130000-C,102875.23,buy,0.1,,0.1,,,
960,344369976,2025-01-28 04:35:51,0,0.0875,0.08743801,60.85,BTC-27JUN25-130000-C,103203.98,buy,0.1,,0.1,,,
961,344369977,2025-01-28 04:35:51,1,0.0875,0.08743801,60.85,BTC-27JUN25-130000-C,103203.98,buy,0.2,,0.2,,,
962,344398723,2025-01-28 08:58:00,2,0.0865,0.08648535,60.86,BTC-27JUN25-130000-C,102853.35,buy,0.2,,0.2,,,
963,344398724,2025-01-28 08:58:00,3,0.0865,0.08648535,60.86,BTC-27JUN25-130000-C,102853.35,buy,0.2,,0.2,,,
964,344402448,2025-01-28 09:37:38,3,0.0865,0.08661573,61.0,BTC-27JUN25-130000-C,102741.4,buy,0.2,,0.2,,,
965,344402449,2025-01-28 09:37:38,3,0.0865,0.08661573,61.0,BTC-27JUN25-130000-C,102741.4,buy,0.2,,0.2,,,
966,344403888,2025-01-28 09:56:47,0,0.087,0.08707593,61.04,BTC-27JUN25-130000-C,102875.56,sell,0.1,,0.1,,,
967,344421126,2025-01-28 13:26:17,2,0.0865,0.08651145,61.08,BTC-27JUN25-130000-C,102873.91,sell,0.5,,0.5,,,
968,344428886,2025-01-28 14:20:33,2,0.0835,0.08379137,60.65,BTC-27JUN25-130000-C,102138.0,buy,0.2,,0.2,,,
969,344428887,2025-01-28 14:20:33,3,0.0835,0.08379137,60.65,BTC-27JUN25-130000-C,102138.0,buy,0.2,,0.2,,,
970,344436404,2025-01-28 14:45:06,0,0.085,0.08426401,61.04,BTC-27JUN25-130000-C,102305.15,buy,0.2,,0.2,,,
971,344449449,2025-01-28 15:31:12,0,0.0875,0.08746933,60.73,BTC-27JUN25-130000-C,103398.17,buy,0.1,,0.1,,,
972,344449576,2025-01-28 15:31:14,1,0.0875,0.08749035,60.74,BTC-27JUN25-130000-C,103395.61,buy,0.2,,0.2,,,
973,344450489,2025-01-28 15:31:46,0,0.088,0.08781177,60.73,BTC-27JUN25-130000-C,103577.16,buy,0.2,,0.2,,,
974,344450518,2025-01-28 15:31:46,1,0.088,0.08781177,60.73,BTC-27JUN25-130000-C,103577.16,buy,0.2,,0.2,,,
975,344471207,2025-01-28 17:09:18,2,0.0855,0.08573496,60.64,BTC-27JUN25-130000-C,102756.76,buy,0.2,,0.2,,,
976,344471208,2025-01-28 17:09:18,3,0.0855,0.08573496,60.64,BTC-27JUN25-130000-C,102756.76,buy,0.2,,0.2,,,
977,344521403,2025-01-28 22:08:49,2,0.079,0.07926064,60.62,BTC-27JUN25-130000-C,100568.03,buy,0.2,,0.2,,,
978,344521404,2025-01-28 22:08:49,3,0.079,0.07926064,60.62,BTC-27JUN25-130000-C,100568.03,buy,0.2,,0.2,,,
979,344525908,2025-01-28 22:47:37,0,0.08,0.08030417,60.42,BTC-27JUN25-130000-C,101072.96,buy,0.2,,0.2,,,
980,344565218,2025-01-29 08:01:25,0,0.084,0.08422502,60.29,BTC-27JUN25-130000-C,102687.76,buy,1.0,,1.0,,,
981,344576289,2025-01-29 10:18:25,2,0.083,0.0836845,60.06,BTC-27JUN25-130000-C,102458.66,sell,6.0,,6.0,,,
982,344576290,2025-01-29 10:18:25,3,0.083,0.0836845,60.06,BTC-27JUN25-130000-C,102458.66,sell,0.1,,0.1,,,
983,344576291,2025-01-29 10:18:25,3,0.083,0.0836845,60.06,BTC-27JUN25-130000-C,102458.66,sell,8.0,,8.0,,,
984,344714480,2025-01-29 21:26:31,0,0.087,0.08687346,59.99,BTC-27JUN25-130000-C,104072.84,sell,0.1,,0.1,,,
985,344714486,2025-01-29 21:26:34,1,0.087,0.08687175,59.98,BTC-27JUN25-130000-C,104086.58,sell,0.1,,0.1,,,
986,344714487,2025-01-29 21:26:39,1,0.087,0.08689749,59.97,BTC-27JUN25-130000-C,104089.3,sell,0.1,,0.1,,,
987,344714510,2025-01-29 21:26:42,1,0.087,0.08690994,59.97,BTC-27JUN25-130000-C,104092.11,sell,0.1,,0.1,,,
988,344715586,2025-01-29 21:34:12,0,0.088,0.08746573,60.15,BTC-27JUN25-130000-C,104280.78,buy,0.1,,0.1,,,
989,344715604,2025-01-29 21:34:20,1,0.088,0.08751009,60.12,BTC-27JUN25-130000-C,104298.18,sell,0.1,,0.1,,,
990,344715896,2025-01-29 21:36:26,1,0.088,0.08731113,60.25,BTC-27JUN25-130000-C,104190.35,buy,0.1,,0.1,,,
991,344715898,2025-01-29 21:36:29,1,0.088,0.08731964,60.23,BTC-27JUN25-130000-C,104210.43,buy,0.1,,0.1,,,
992,344715899,2025-01-29 21:36:33,1,0.088,0.08732894,60.23,BTC-27JUN25-130000-C,104208.77,buy,0.1,,0.1,,,
993,344715904,2025-01-29 21:36:37,1,0.088,0.0873323,60.24,BTC-27JUN25-130000-C,104199.58,sell,0.1,,0.1,,,
994,344716527,2025-01-29 21:40:08,2,0.0875,0.08693675,60.26,BTC-27JUN25-130000-C,104019.73,sell,0.2,,0.2,,,
995,344716528,2025-01-29 21:40:08,3,0.0875,0.08693675,60.26,BTC-27JUN25-130000-C,104019.73,sell,0.1,,0.1,,,
996,344719449,2025-01-29 21:59:25,2,0.087,0.08676398,60.29,BTC-27JUN25-130000-C,103804.85,sell,0.1,,0.1,,,
997,344720035,2025-01-29 22:01:17,2,0.0865,0.08628928,60.29,BTC-27JUN25-130000-C,103616.79,sell,0.1,,0.1,,,
998,344730561,2025-01-29 23:24:30,0,0.087,0.08691631,60.02,BTC-27JUN25-130000-C,103998.62,sell,0.1,,0.1,,,
999,344737053,2025-01-30 00:31:42,2,0.0855,0.08525616,60.16,BTC-27JUN25-130000-C,103386.3,sell,0.1,,0.1,,,
1000,344762093,2025-01-30 04:04:33,0,0.0905,0.09027473,60.24,BTC-27JUN25-130000-C,105003.14,sell,0.1,,0.1,,,
1001,344782296,2025-01-30 07:12:19,2,0.09,0.0901575,60.12,BTC-27JUN25-130000-C,105002.24,sell,0.1,,0.1,,,
1002,344805960,2025-01-30 11:06:33,2,0.089,0.0891554,59.52,BTC-27JUN25-130000-C,105179.3,sell,0.1,,0.1,,,
1003,344863810,2025-01-30 17:23:46,2,0.088,0.0879608,59.22,BTC-27JUN25-130000-C,105344.56,sell,2.9,,2.9,,,
1004,344864117,2025-01-30 17:26:11,3,0.088,0.08792298,59.23,BTC-27JUN25-130000-C,105340.0,sell,0.1,,0.1,,,
1005,344884932,2025-01-30 19:44:06,2,0.087,0.08752573,58.86,BTC-27JUN25-130000-C,105408.62,buy,1.9,,1.9,BTC-RR-27JUN25-100000_130000,344884930,
1006,344884934,2025-01-30 19:44:06,3,0.087,0.08752573,58.86,BTC-27JUN25-130000-C,105408.62,buy,1.1,,1.1,BTC-RR-27JUN25-100000_130000,344884933,
1007,344916549,2025-01-30 23:58:23,2,0.086,0.08596656,59.27,BTC-27JUN25-130000-C,104733.45,sell,2.8,,2.8,,,
1008,344916912,2025-01-31 00:02:36,0,0.0865,0.08628163,59.37,BTC-27JUN25-130000-C,104800.43,sell,1.5,,1.5,,,
1009,344916913,2025-01-31 00:02:36,1,0.0865,0.08628163,59.37,BTC-27JUN25-130000-C,104800.43,sell,11.3,,11.3,,,
1010,344916916,2025-01-31 00:02:36,1,0.0865,0.08628115,59.37,BTC-27JUN25-130000-C,104800.32,sell,0.1,,0.1,,,
1011,344916942,2025-01-31 00:02:39,1,0.0865,0.08628268,59.37,BTC-27JUN25-130000-C,104801.46,sell,5.3,,5.3,,,
1012,344916944,2025-01-31 00:02:39,1,0.0865,0.08628592,59.37,BTC-27JUN25-130000-C,104802.26,sell,0.1,,0.1,,,
1013,344916949,2025-01-31 00:02:42,1,0.0865,0.08630187,59.37,BTC-27JUN25-130000-C,104805.91,sell,0.1,,0.1,,,
1014,344917221,2025-01-31 00:06:12,1,0.0865,0.08641237,59.38,BTC-27JUN25-130000-C,104807.83,sell,0.1,,0.1,,,
1015,344917305,2025-01-31 00:06:54,1,0.0865,0.08633196,59.43,BTC-27JUN25-130000-C,104776.06,sell,2.6,,2.6,,,
1016,344917306,2025-01-31 00:06:54,1,0.0865,0.08633196,59.43,BTC-27JUN25-130000-C,104776.06,sell,6.1,,6.1,,,
1017,344945185,2025-01-31 03:24:17,2,0.0825,0.08295626,58.85,BTC-27JUN25-130000-C,104101.24,buy,0.1,,0.1,,,
1018,344972153,2025-01-31 07:50:39,0,0.084,0.08332145,59.31,BTC-27JUN25-130000-C,104120.18,buy,0.7,,0.7,,,
1019,344972154,2025-01-31 07:50:39,1,0.084,0.08332145,59.31,BTC-27JUN25-130000-C,104120.18,sell,2.3,,2.3,,,
1020,344979155,2025-01-31 08:05:42,2,0.083,0.08332503,58.89,BTC-27JUN25-130000-C,104229.74,buy,0.2,,0.2,,,
1021,345179261,2025-02-01 14:29:32,2,0.075,0.07505688,58.32,BTC-27JUN25-130000-C,102084.2,buy,1.4,,1.4,,,
1022,345236521,2025-02-02 00:35:52,2,0.072,0.07177902,58.16,BTC-27JUN25-130000-C,101166.39,buy,0.2,,0.2,,,
1023,345244331,2025-02-02 02:46:59,2,0.0705,0.07099824,58.22,BTC-27JUN25-130000-C,100649.29,sell,0.2,,0.2,,,
1024,345334339,2025-02-02 11:42:38,2,0.068,0.06813226,59.36,BTC-27JUN25-130000-C,99042.9,sell,0.1,,0.1,,,
1025,345349612,2025-02-02 13:12:25,0,0.0685,0.0682025,60.2,BTC-27JUN25-130000-C,98484.75,sell,0.1,,0.1,,,
1026,345361319,2025-02-02 14:26:36,0,0.07,0.07029708,59.78,BTC-27JUN25-130000-C,99342.15,buy,0.2,,0.2,,,
1027,345361320,2025-02-02 14:26:36,1,0.07,0.07029708,59.78,BTC-27JUN25-130000-C,99342.15,buy,0.2,,0.2,,,
1028,345372751,2025-02-02 15:58:58,0,0.071,0.07044446,60.35,BTC-27JUN25-130000-C,99273.89,buy,0.1,,0.1,,,
1029,345372870,2025-02-02 15:59:43,1,0.071,0.07052028,60.34,BTC-27JUN25-130000-C,99275.63,buy,0.1,,0.1,,,
1030,345375446,2025-02-02 16:20:27,2,0.07,0.06959607,60.11,BTC-27JUN25-130000-C,99102.56,buy,0.1,,0.1,,,
1031,345414690,2025-02-02 18:07:30,2,0.066,0.06663626,60.66,BTC-27JUN25-130000-C,97287.44,sell,0.1,,0.1,,,
1032,345432476,2025-02-02 19:05:03,2,0.064,0.06441037,59.67,BTC-27JUN25-130000-C,97364.06,buy,0.3,,0.3,,,
1033,345443486,2025-02-02 19:44:17,0,0.0665,0.06716505,59.63,BTC-27JUN25-130000-C,98309.3,buy,0.2,,0.2,,,
