trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,combo_id,block_trade_id,amount,combo_trade_id,liquidation
1,322049071,2024-10-24 08:32:07,1,0.0185,0.02029845,57.46,BTC-31JAN25-100000-C,67135.13,buy,0.1,,,0.1,,
2,322054765,2024-10-24 09:52:16,0,0.019,0.01951521,58.56,BTC-31JAN25-100000-C,66711.73,buy,0.1,,,0.1,,
3,322092009,2024-10-24 15:50:18,0,0.0215,0.0218203,59.19,BTC-31JAN25-100000-C,67692.87,buy,0.1,,,0.1,,
4,322119823,2024-10-24 20:41:52,0,0.0225,0.02275475,59.49,BTC-31JAN25-100000-C,68097.83,buy,0.1,,,0.1,,
5,322133998,2024-10-24 22:16:10,0,0.0235,0.02396594,59.59,BTC-31JAN25-100000-C,68475.44,sell,0.2,,,0.2,,
6,322134061,2024-10-24 22:16:42,1,0.0235,0.02398297,59.58,BTC-31JAN25-100000-C,68476.38,sell,0.1,,,0.1,,
7,322149333,2024-10-25 01:12:14,2,0.0215,0.02174917,59.09,BTC-31JAN25-100000-C,67850.05,sell,11.0,,,11.0,,
8,322149334,2024-10-25 01:12:14,3,0.0215,0.02174917,59.09,BTC-31JAN25-100000-C,67850.05,buy,4.0,,,4.0,,
9,322149409,2024-10-25 01:13:41,2,0.021,0.02175696,58.67,BTC-31JAN25-100000-C,67854.58,sell,0.3,,,0.3,,
10,322152472,2024-10-25 01:58:08,3,0.021,0.02145689,58.63,BTC-31JAN25-100000-C,67905.11,sell,2.0,,,2.0,,
11,322158086,2024-10-25 03:37:27,0,0.0215,0.02161324,58.76,BTC-31JAN25-100000-C,68085.02,sell,0.1,,,0.1,,
12,322161820,2024-10-25 04:28:49,2,0.0205,0.02094947,58.63,BTC-31JAN25-100000-C,67676.06,sell,1.8,,,1.8,,
13,322161821,2024-10-25 04:28:49,3,0.0205,0.02094947,58.63,BTC-31JAN25-100000-C,67676.06,buy,0.1,,,0.1,,
14,322161822,2024-10-25 04:28:49,3,0.0205,0.02094947,58.63,BTC-31JAN25-100000-C,67676.06,buy,0.1,,,0.1,,
15,322161823,2024-10-25 04:28:49,3,0.0205,0.02094947,58.63,BTC-31JAN25-100000-C,67676.06,buy,3.0,,,3.0,,
16,322161831,2024-10-25 04:28:57,3,0.0205,0.020963,58.62,BTC-31JAN25-100000-C,67684.0,buy,5.0,,,5.0,,
17,322164219,2024-10-25 05:04:28,0,0.021,0.02081005,59.05,BTC-31JAN25-100000-C,67685.11,buy,0.1,,,0.1,,
18,322165191,2024-10-25 05:17:19,1,0.021,0.02075153,59.15,BTC-31JAN25-100000-C,67606.21,sell,0.1,,,0.1,,
19,322187256,2024-10-25 08:21:05,2,0.0195,0.02047175,58.15,BTC-31JAN25-100000-C,67480.03,sell,0.1,,,0.1,,
20,322188026,2024-10-25 08:26:51,3,0.0195,0.02041712,58.07,BTC-31JAN25-100000-C,67543.75,sell,0.1,,,0.1,,
21,322188915,2024-10-25 08:39:26,3,0.0195,0.01985054,57.93,BTC-31JAN25-100000-C,67626.75,buy,2.7,,,2.7,,
22,322188918,2024-10-25 08:39:28,3,0.0195,0.01983702,57.93,BTC-31JAN25-100000-C,67626.29,buy,2.4,,,2.4,,
23,322193666,2024-10-25 09:41:41,3,0.0195,0.01962034,58.03,BTC-31JAN25-100000-C,67542.48,buy,0.5,,,0.5,,
24,322193963,2024-10-25 09:49:01,3,0.0195,0.01958582,57.98,BTC-31JAN25-100000-C,67578.79,buy,0.5,,,0.5,,
25,322193964,2024-10-25 09:49:01,3,0.0195,0.01958582,57.98,BTC-31JAN25-100000-C,67578.79,buy,0.1,,,0.1,,
26,322199486,2024-10-25 11:04:51,0,0.02,0.01973316,58.05,BTC-31JAN25-100000-C,67815.54,buy,0.1,,,0.1,,
27,322200271,2024-10-25 11:15:19,2,0.0195,0.02012097,57.51,BTC-31JAN25-100000-C,67883.47,sell,0.4,,,0.4,,
28,322203979,2024-10-25 12:03:46,0,0.0205,0.02058523,57.89,BTC-31JAN25-100000-C,68185.92,buy,0.5,,,0.5,,
29,322210808,2024-10-25 13:31:06,1,0.0205,0.02058258,58.16,BTC-31JAN25-100000-C,68051.3,buy,0.1,,,0.1,,
30,322214076,2024-10-25 13:49:22,1,0.0205,0.02043645,58.33,BTC-31JAN25-100000-C,67933.03,buy,0.1,,,0.1,,
31,322221829,2024-10-25 14:16:29,0,0.0215,0.02154092,58.28,BTC-31JAN25-100000-C,68478.22,buy,0.3,,,0.3,,
32,322221831,2024-10-25 14:16:32,1,0.0215,0.02155871,58.28,BTC-31JAN25-100000-C,68489.28,buy,0.2,,,0.2,,
33,322225614,2024-10-25 14:35:38,0,0.022,0.02171396,58.63,BTC-31JAN25-100000-C,68512.24,sell,0.1,,,0.1,,
34,322232414,2024-10-25 15:25:09,1,0.022,0.0215178,58.94,BTC-31JAN25-100000-C,68332.34,buy,0.1,,,0.1,,
35,322233350,2024-10-25 15:35:46,2,0.021,0.02148743,58.21,BTC-31JAN25-100000-C,68282.93,sell,0.1,,,0.1,,
36,322238344,2024-10-25 15:52:57,2,0.0205,0.02015141,59.03,BTC-31JAN25-100000-C,67537.07,sell,0.1,,,0.1,,
37,322240493,2024-10-25 15:59:34,3,0.0205,0.02049162,58.77,BTC-31JAN25-100000-C,67696.05,buy,0.1,,,0.1,,
38,322241056,2024-10-25 16:00:56,3,0.0205,0.02011928,59.05,BTC-31JAN25-100000-C,67528.81,buy,0.1,,,0.1,,
39,322242489,2024-10-25 16:06:00,2,0.02,0.02007427,58.66,BTC-31JAN25-100000-C,67490.53,buy,0.1,,,0.1,,
40,322243569,2024-10-25 16:10:05,0,0.0205,0.02012613,59.05,BTC-31JAN25-100000-C,67511.24,buy,0.1,,,0.1,,
41,322243706,2024-10-25 16:10:32,1,0.0205,0.02018792,59.0,BTC-31JAN25-100000-C,67544.25,buy,0.1,,,0.1,,
42,322244094,2024-10-25 16:11:42,1,0.0205,0.02050647,58.73,BTC-31JAN25-100000-C,67705.55,buy,0.1,,,0.1,,
43,322247083,2024-10-25 16:31:06,1,0.0205,0.02015957,59.07,BTC-31JAN25-100000-C,67514.84,buy,0.1,,,0.1,,
44,322255395,2024-10-25 17:31:30,2,0.02,0.02012842,58.79,BTC-31JAN25-100000-C,67433.94,buy,0.1,,,0.1,,
45,322258015,2024-10-25 17:52:30,0,0.0205,0.02015733,59.26,BTC-31JAN25-100000-C,67400.28,sell,0.1,,,0.1,,
46,322296915,2024-10-25 19:23:59,2,0.02,0.0199269,59.93,BTC-31JAN25-100000-C,66729.02,buy,0.1,,,0.1,,
47,322354067,2024-10-26 05:50:25,2,0.0195,0.01993213,59.15,BTC-31JAN25-100000-C,67065.18,sell,1.7,,,1.7,,
48,322354068,2024-10-26 05:50:25,3,0.0195,0.01993213,59.15,BTC-31JAN25-100000-C,67065.18,buy,12.3,,,12.3,,
49,322354069,2024-10-26 05:50:32,3,0.0195,0.01992243,59.15,BTC-31JAN25-100000-C,67062.72,buy,0.1,,,0.1,,
50,322354070,2024-10-26 05:50:32,3,0.0195,0.01992243,59.15,BTC-31JAN25-100000-C,67062.72,buy,0.1,,,0.1,,
51,322354071,2024-10-26 05:50:32,3,0.0195,0.01992243,59.15,BTC-31JAN25-100000-C,67062.72,buy,0.1,,,0.1,,
52,322354072,2024-10-26 05:50:42,3,0.0195,0.01992121,59.14,BTC-31JAN25-100000-C,67069.26,buy,2.0,,,2.0,,
53,322354073,2024-10-26 05:50:42,3,0.0195,0.01992121,59.14,BTC-31JAN25-100000-C,67069.26,buy,0.4,,,0.4,,
54,322354074,2024-10-26 05:50:44,3,0.0195,0.01991773,59.14,BTC-31JAN25-100000-C,67069.26,buy,2.0,,,2.0,,
55,322354075,2024-10-26 05:50:44,3,0.0195,0.01991773,59.14,BTC-31JAN25-100000-C,67069.26,buy,0.4,,,0.4,,
56,322364456,2024-10-26 10:38:25,2,0.0175,0.01822181,57.46,BTC-31JAN25-100000-C,67035.83,sell,2.6,,,2.6,,
57,322364457,2024-10-26 10:38:25,3,0.0175,0.01822181,57.46,BTC-31JAN25-100000-C,67035.83,buy,7.4,,,7.4,,
58,322366032,2024-10-26 11:18:37,2,0.017,0.01751576,57.1,BTC-31JAN25-100000-C,66993.47,buy,5.0,,,5.0,,
59,322366033,2024-10-26 11:18:39,3,0.017,0.01751253,57.1,BTC-31JAN25-100000-C,66992.68,buy,5.0,,,5.0,,
60,322370174,2024-10-26 13:48:26,2,0.016,0.01679529,56.39,BTC-31JAN25-100000-C,66867.34,sell,10.0,,,10.0,,
61,322371130,2024-10-26 14:14:03,3,0.016,0.01626251,56.5,BTC-31JAN25-100000-C,66790.98,sell,12.5,,,12.5,,
62,322371131,2024-10-26 14:14:03,3,0.016,0.01626251,56.5,BTC-31JAN25-100000-C,66790.98,sell,3.0,,,3.0,,
63,322371132,2024-10-26 14:14:03,3,0.016,0.01626251,56.5,BTC-31JAN25-100000-C,66790.98,buy,9.0,,,9.0,,
64,322371133,2024-10-26 14:14:03,3,0.016,0.01626251,56.5,BTC-31JAN25-100000-C,66790.98,buy,0.5,,,0.5,,
65,322371528,2024-10-26 14:19:17,2,0.0155,0.01604392,56.13,BTC-31JAN25-100000-C,66730.94,sell,23.1,,,23.1,,
66,322371529,2024-10-26 14:19:17,3,0.0155,0.01604392,56.13,BTC-31JAN25-100000-C,66730.94,sell,2.8,,,2.8,,
67,322371530,2024-10-26 14:19:17,3,0.0155,0.01604392,56.13,BTC-31JAN25-100000-C,66730.94,sell,12.6,,,12.6,,
68,322371531,2024-10-26 14:19:17,3,0.0155,0.01604392,56.13,BTC-31JAN25-100000-C,66730.94,sell,4.0,,,4.0,,
69,322371532,2024-10-26 14:19:17,3,0.0155,0.01604392,56.13,BTC-31JAN25-100000-C,66730.94,sell,5.8,,,5.8,,
70,322371533,2024-10-26 14:19:17,3,0.0155,0.01604392,56.13,BTC-31JAN25-100000-C,66730.94,buy,1.7,,,1.7,,
71,322371573,2024-10-26 14:20:01,3,0.0155,0.0160489,56.11,BTC-31JAN25-100000-C,66746.13,sell,17.0,,,17.0,,
72,322371574,2024-10-26 14:20:01,3,0.0155,0.0160489,56.11,BTC-31JAN25-100000-C,66746.13,sell,2.8,,,2.8,,
73,322371575,2024-10-26 14:20:01,3,0.0155,0.0160489,56.11,BTC-31JAN25-100000-C,66746.13,sell,5.0,,,5.0,,
74,322371576,2024-10-26 14:20:01,3,0.0155,0.0160489,56.11,BTC-31JAN25-100000-C,66746.13,sell,23.6,,,23.6,,
75,322371577,2024-10-26 14:20:01,3,0.0155,0.0160489,56.11,BTC-31JAN25-100000-C,66746.13,sell,1.6,,,1.6,,
76,322408662,2024-10-27 09:08:57,0,0.017,0.0168022,57.27,BTC-31JAN25-100000-C,67077.16,buy,1.0,,,1.0,,
77,322436166,2024-10-27 21:36:18,0,0.02,0.01897641,58.75,BTC-31JAN25-100000-C,67831.93,buy,12.7,,,12.7,,
78,322436167,2024-10-27 21:36:18,1,0.02,0.01897641,58.75,BTC-31JAN25-100000-C,67831.93,buy,11.0,,,11.0,,
79,322436168,2024-10-27 21:36:18,1,0.02,0.01897641,58.75,BTC-31JAN25-100000-C,67831.93,buy,1.3,,,1.3,,
80,322436186,2024-10-27 21:36:26,2,0.0195,0.0189757,58.33,BTC-31JAN25-100000-C,67822.59,sell,5.0,,,5.0,,
81,322455533,2024-10-28 03:06:49,2,0.019,0.01899424,57.99,BTC-31JAN25-100000-C,67810.58,buy,0.9,,,0.9,,
82,322455535,2024-10-28 03:07:01,3,0.019,0.01899636,57.99,BTC-31JAN25-100000-C,67811.56,buy,0.1,,,0.1,,
83,322471288,2024-10-28 07:40:00,3,0.019,0.01949237,56.99,BTC-31JAN25-100000-C,68440.79,sell,5.0,,,5.0,,
84,322492660,2024-10-28 12:18:22,0,0.0205,0.02019029,57.85,BTC-31JAN25-100000-C,68690.13,sell,0.1,,,0.1,,
85,322513185,2024-10-28 14:39:14,1,0.0205,0.02076083,57.75,BTC-31JAN25-100000-C,68771.53,buy,2.0,,,2.0,,
86,322562033,2024-10-28 20:27:16,0,0.022,0.02255356,58.01,BTC-31JAN25-100000-C,69464.97,sell,1.0,,,1.0,,
87,322640265,2024-10-29 07:16:44,0,0.0245,0.02515804,57.52,BTC-31JAN25-100000-C,70939.21,sell,0.1,,,0.1,,
88,322644501,2024-10-29 07:58:27,0,0.025,0.02525106,57.88,BTC-31JAN25-100000-C,70907.0,buy,1.0,,,1.0,,
89,322644615,2024-10-29 07:59:23,1,0.025,0.0252611,57.86,BTC-31JAN25-100000-C,70921.42,buy,1.0,,,1.0,,
90,322644624,2024-10-29 07:59:28,1,0.025,0.02526238,57.86,BTC-31JAN25-100000-C,70921.53,buy,1.0,,,1.0,,
91,322649315,2024-10-29 08:45:07,0,0.026,0.02572172,58.24,BTC-31JAN25-100000-C,71150.08,buy,0.1,,,0.1,,
92,322667282,2024-10-29 11:55:55,1,0.026,0.02678211,57.87,BTC-31JAN25-100000-C,71424.7,sell,0.1,,,0.1,,
93,322703246,2024-10-29 15:00:59,0,0.0278,0.02755733,58.74,BTC-31JAN25-100000-C,71740.16,sell,10.0,,164254,10.0,,
94,322724533,2024-10-29 16:10:26,0,0.0295,0.02960819,58.47,BTC-31JAN25-100000-C,72597.56,buy,1.0,,,1.0,,
95,322746256,2024-10-29 17:34:01,1,0.0295,0.03033694,57.86,BTC-31JAN25-100000-C,72960.21,sell,0.2,,,0.2,,
96,322746257,2024-10-29 17:34:01,1,0.0295,0.03033694,57.86,BTC-31JAN25-100000-C,72960.21,sell,1.8,,,1.8,,
97,322746962,2024-10-29 17:37:57,0,0.0305,0.0300393,58.71,BTC-31JAN25-100000-C,72865.86,buy,1.0,,,1.0,,
98,322748750,2024-10-29 17:47:39,2,0.029,0.02947706,58.18,BTC-31JAN25-100000-C,72551.37,sell,0.1,,,0.1,,
99,322795146,2024-10-29 21:16:56,3,0.029,0.02947195,58.2,BTC-31JAN25-100000-C,72504.01,sell,0.5,,,0.5,,
100,322795242,2024-10-29 21:17:36,3,0.029,0.02965785,58.07,BTC-31JAN25-100000-C,72577.56,sell,0.5,,,0.5,,
101,322840797,2024-10-30 08:01:53,2,0.0265,0.02674799,56.97,BTC-31JAN25-100000-C,72246.96,buy,1.0,,,1.0,,
102,322866069,2024-10-30 12:31:04,3,0.0265,0.02577626,57.56,BTC-31JAN25-100000-C,71914.95,buy,8.9,,,8.9,,
103,322866070,2024-10-30 12:31:04,3,0.0265,0.02577626,57.56,BTC-31JAN25-100000-C,71914.95,buy,2.0,,,2.0,,
104,322866071,2024-10-30 12:31:04,3,0.0265,0.02577626,57.56,BTC-31JAN25-100000-C,71914.95,buy,1.0,,,1.0,,
105,322866072,2024-10-30 12:31:04,3,0.0265,0.02577626,57.56,BTC-31JAN25-100000-C,71914.95,buy,5.9,,,5.9,,
106,322866073,2024-10-30 12:31:04,3,0.0265,0.02577626,57.56,BTC-31JAN25-100000-C,71914.95,buy,7.0,,,7.0,,
107,322866074,2024-10-30 12:31:04,3,0.0265,0.02577626,57.56,BTC-31JAN25-100000-C,71914.95,sell,0.2,,,0.2,,
108,322898302,2024-10-30 16:04:22,3,0.0265,0.02673548,57.57,BTC-31JAN25-100000-C,71976.22,sell,2.0,,,2.0,,
109,322919807,2024-10-30 19:47:51,2,0.026,0.0258136,57.38,BTC-31JAN25-100000-C,71960.38,buy,0.6,,,0.6,,
110,322919813,2024-10-30 19:48:01,3,0.026,0.02581331,57.38,BTC-31JAN25-100000-C,71960.88,buy,0.6,,,0.6,,
111,322922088,2024-10-30 20:02:14,3,0.026,0.02594215,57.27,BTC-31JAN25-100000-C,72028.93,buy,6.8,,,6.8,,
112,322965363,2024-10-31 04:56:23,3,0.026,0.0266348,57.11,BTC-31JAN25-100000-C,72261.91,sell,1.0,,,1.0,,
113,322965364,2024-10-31 04:56:23,3,0.026,0.0266348,57.11,BTC-31JAN25-100000-C,72261.91,sell,2.2,,,2.2,,
114,322965365,2024-10-31 04:56:23,3,0.026,0.0266348,57.11,BTC-31JAN25-100000-C,72261.91,sell,0.1,,,0.1,,
115,322965366,2024-10-31 04:56:23,3,0.026,0.0266348,57.11,BTC-31JAN25-100000-C,72261.91,sell,0.4,,,0.4,,
116,322990544,2024-10-31 11:45:21,0,0.027,0.02693392,57.98,BTC-31JAN25-100000-C,72242.81,sell,1.0,,,1.0,,
117,322994005,2024-10-31 12:37:08,1,0.027,0.0265159,58.06,BTC-31JAN25-100000-C,72191.44,buy,0.5,,,0.5,,
118,322994036,2024-10-31 12:37:38,1,0.027,0.02658448,58.02,BTC-31JAN25-100000-C,72215.35,buy,0.5,,,0.5,,
119,323149477,2024-11-01 03:45:58,2,0.0205,0.02083208,58.08,BTC-31JAN25-100000-C,69366.64,sell,0.1,,,0.1,,
120,323149478,2024-11-01 03:45:58,3,0.0205,0.02083208,58.08,BTC-31JAN25-100000-C,69366.64,sell,3.4,,,3.4,,
121,323149479,2024-11-01 03:45:58,3,0.0205,0.02083208,58.08,BTC-31JAN25-100000-C,69366.64,sell,1.0,,,1.0,,
122,323149480,2024-11-01 03:45:58,3,0.0205,0.02083208,58.08,BTC-31JAN25-100000-C,69366.64,buy,5.5,,,5.5,,
123,323265344,2024-11-01 15:05:36,0,0.024,0.02365814,58.06,BTC-31JAN25-100000-C,71097.62,buy,1.4,,,1.4,,
124,323265352,2024-11-01 15:05:39,1,0.024,0.02365428,58.06,BTC-31JAN25-100000-C,71091.21,buy,3.7,,,3.7,,
125,323341938,2024-11-01 21:45:38,2,0.0195,0.02030652,58.14,BTC-31JAN25-100000-C,68924.62,sell,0.7,,,0.7,,
126,323341939,2024-11-01 21:45:38,3,0.0195,0.02030652,58.14,BTC-31JAN25-100000-C,68924.62,sell,4.3,,,4.3,,
127,323379924,2024-11-02 13:15:02,0,0.0205,0.02118053,58.59,BTC-31JAN25-100000-C,69509.04,sell,0.1,,,0.1,,
128,323408262,2024-11-02 16:48:11,2,0.02,0.02052462,58.2,BTC-31JAN25-100000-C,69533.65,sell,0.1,,,0.1,,
129,323408451,2024-11-02 16:50:40,0,0.0205,0.02059082,58.56,BTC-31JAN25-100000-C,69573.98,buy,0.1,,,0.1,,
130,323731994,2024-11-05 06:00:18,1,0.0205,0.02019881,60.9,BTC-31JAN25-100000-C,68727.69,buy,1.0,,,1.0,,
131,323731995,2024-11-05 06:00:18,1,0.0205,0.02019881,60.9,BTC-31JAN25-100000-C,68727.69,sell,9.7,,,9.7,,
132,323731996,2024-11-05 06:00:18,1,0.0205,0.02019881,60.9,BTC-31JAN25-100000-C,68727.69,sell,0.1,,,0.1,,
133,323749377,2024-11-05 09:20:18,0,0.0211,0.02095863,61.1,BTC-31JAN25-100000-C,68907.11,buy,10.0,,165354,10.0,,
134,323849829,2024-11-05 20:54:22,0,0.022,0.02245821,61.14,BTC-31JAN25-100000-C,69502.95,sell,4.0,,,4.0,,
135,323849988,2024-11-05 20:56:02,1,0.022,0.02243125,61.18,BTC-31JAN25-100000-C,69477.48,sell,1.0,,,1.0,,
136,323849989,2024-11-05 20:56:02,1,0.022,0.02243125,61.18,BTC-31JAN25-100000-C,69477.48,sell,1.5,,,1.5,,
137,323849990,2024-11-05 20:56:02,1,0.022,0.02243125,61.18,BTC-31JAN25-100000-C,69477.48,sell,0.5,,,0.5,,
138,323899756,2024-11-06 01:17:24,0,0.023,0.02367082,59.65,BTC-31JAN25-100000-C,70808.61,sell,0.4,,,0.4,,
139,323919553,2024-11-06 02:16:02,0,0.0235,0.023949,58.68,BTC-31JAN25-100000-C,71632.45,buy,0.1,,,0.1,,
140,323948588,2024-11-06 02:57:33,0,0.0265,0.02690302,58.34,BTC-31JAN25-100000-C,73174.11,buy,0.5,,,0.5,,
141,323959501,2024-11-06 03:06:38,0,0.029,0.02922982,58.61,BTC-31JAN25-100000-C,74207.1,buy,0.1,,,0.1,,
142,323988820,2024-11-06 03:27:34,2,0.027,0.02761164,57.55,BTC-31JAN25-100000-C,73918.46,sell,0.1,,,0.1,,
143,323990461,2024-11-06 03:29:55,0,0.028,0.02761429,58.26,BTC-31JAN25-100000-C,73934.8,buy,1.2,,,1.2,,
144,323990462,2024-11-06 03:29:55,1,0.028,0.02761429,58.26,BTC-31JAN25-100000-C,73934.8,buy,0.8,,,0.8,,
145,324012415,2024-11-06 04:14:23,2,0.0275,0.02774461,57.18,BTC-31JAN25-100000-C,74326.06,buy,0.1,,,0.1,,
146,324149428,2024-11-06 09:49:29,0,0.028,0.0278053,58.17,BTC-31JAN25-100000-C,73802.3,sell,0.5,,,0.5,,
147,324215895,2024-11-06 14:38:29,1,0.028,0.02796146,56.95,BTC-31JAN25-100000-C,74612.4,buy,0.2,,,0.2,,
148,324246885,2024-11-06 16:06:14,1,0.028,0.02718014,57.53,BTC-31JAN25-100000-C,74383.48,buy,0.5,,,0.5,,
149,324270565,2024-11-06 18:41:26,0,0.029,0.02900941,57.22,BTC-31JAN25-100000-C,75015.75,buy,0.4,,,0.4,,
150,324270566,2024-11-06 18:41:26,1,0.029,0.02900941,57.22,BTC-31JAN25-100000-C,75015.75,buy,24.8,,,24.8,,
151,324270567,2024-11-06 18:41:26,1,0.029,0.02900941,57.22,BTC-31JAN25-100000-C,75015.75,buy,1.8,,,1.8,,
152,324270568,2024-11-06 18:41:26,1,0.029,0.02900941,57.22,BTC-31JAN25-100000-C,75015.75,buy,0.6,,,0.6,,
153,324270569,2024-11-06 18:41:26,1,0.029,0.02900941,57.22,BTC-31JAN25-100000-C,75015.75,buy,0.2,,,0.2,,
154,324270570,2024-11-06 18:41:26,1,0.029,0.02900941,57.22,BTC-31JAN25-100000-C,75015.75,buy,72.2,,,72.2,,
155,324270695,2024-11-06 18:42:19,1,0.029,0.02907516,57.14,BTC-31JAN25-100000-C,75043.97,buy,10.0,,,10.0,,
156,324271253,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,78.4,,,78.4,,
157,324271254,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.5,,,0.5,,
158,324271255,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.3,,,0.3,,
159,324271256,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.8,,,0.8,,
160,324271257,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.8,,,0.8,,
161,324271258,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.2,,,0.2,,
162,324271259,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.1,,,0.1,,
163,324271260,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,8.5,,,8.5,,
164,324271261,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,1.5,,,1.5,,
165,324271262,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.8,,,0.8,,
166,324271263,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.2,,,0.2,,
167,324271264,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,7.6,,,7.6,,
168,324271265,2024-11-06 18:48:51,1,0.029,0.02892303,57.12,BTC-31JAN25-100000-C,75060.1,buy,0.3,,,0.3,,
169,324271270,2024-11-06 18:48:53,1,0.029,0.02893024,57.12,BTC-31JAN25-100000-C,75061.88,buy,1.9,,,1.9,,
170,324271271,2024-11-06 18:48:53,1,0.029,0.02893024,57.12,BTC-31JAN25-100000-C,75061.88,buy,0.7,,,0.7,,
171,324271272,2024-11-06 18:48:53,1,0.029,0.02893024,57.12,BTC-31JAN25-100000-C,75061.88,buy,0.1,,,0.1,,
172,324331850,2024-11-07 00:25:40,1,0.029,0.02959511,56.72,BTC-31JAN25-100000-C,75313.8,sell,0.1,,,0.1,,
173,324331851,2024-11-07 00:25:40,1,0.029,0.02959511,56.72,BTC-31JAN25-100000-C,75313.8,sell,3.7,,,3.7,,
174,324364045,2024-11-07 04:18:19,2,0.027,0.02700608,55.87,BTC-31JAN25-100000-C,74890.04,sell,0.1,,,0.1,,
175,324382515,2024-11-07 06:45:17,2,0.026,0.0262613,55.69,BTC-31JAN25-100000-C,74618.26,buy,1.0,,,1.0,,
176,324382852,2024-11-07 06:47:37,2,0.0255,0.02598629,55.5,BTC-31JAN25-100000-C,74518.15,buy,1.5,,,1.5,,
177,324445289,2024-11-07 15:18:05,0,0.027,0.02741663,55.15,BTC-31JAN25-100000-C,75433.23,sell,1.0,,,1.0,,
178,324445321,2024-11-07 15:18:08,1,0.027,0.0274374,55.15,BTC-31JAN25-100000-C,75441.93,sell,1.0,,,1.0,,
179,324445447,2024-11-07 15:18:11,1,0.027,0.02746563,55.11,BTC-31JAN25-100000-C,75459.58,sell,1.0,,,1.0,,
180,324446002,2024-11-07 15:19:45,1,0.027,0.02732791,55.2,BTC-31JAN25-100000-C,75409.7,buy,1.0,,,1.0,,
181,324446025,2024-11-07 15:19:51,1,0.027,0.02730139,55.22,BTC-31JAN25-100000-C,75405.53,buy,1.0,,,1.0,,
182,324446048,2024-11-07 15:19:53,1,0.027,0.02732336,55.22,BTC-31JAN25-100000-C,75429.22,buy,1.0,,,1.0,,
183,324484764,2024-11-07 17:44:19,0,0.0295,0.02989908,55.19,BTC-31JAN25-100000-C,76342.83,buy,0.1,,,0.1,,
184,324485576,2024-11-07 17:50:19,0,0.03,0.0300665,55.4,BTC-31JAN25-100000-C,76446.66,buy,0.1,,,0.1,,
185,324519550,2024-11-07 19:36:06,2,0.0295,0.02960358,55.38,BTC-31JAN25-100000-C,76335.97,buy,0.1,,,0.1,,
186,324542057,2024-11-07 21:09:51,0,0.031,0.0306619,55.84,BTC-31JAN25-100000-C,76659.52,buy,0.6,,,0.6,,
187,324549360,2024-11-07 21:43:33,2,0.0285,0.02934365,54.92,BTC-31JAN25-100000-C,76191.53,sell,0.7,,,0.7,,
188,324549361,2024-11-07 21:43:33,3,0.0285,0.02934365,54.92,BTC-31JAN25-100000-C,76191.53,sell,0.3,,,0.3,,
189,324570848,2024-11-08 00:28:40,0,0.029,0.02917102,55.04,BTC-31JAN25-100000-C,76351.31,buy,0.1,,,0.1,,
190,324570849,2024-11-08 00:28:40,1,0.029,0.02917102,55.04,BTC-31JAN25-100000-C,76351.31,buy,0.1,,,0.1,,
191,324572096,2024-11-08 00:36:20,1,0.029,0.02915083,55.03,BTC-31JAN25-100000-C,76347.65,buy,0.1,,,0.1,,
192,324572099,2024-11-08 00:36:20,1,0.029,0.02915083,55.03,BTC-31JAN25-100000-C,76347.65,buy,0.7,,,0.7,,
193,324596234,2024-11-08 04:41:45,2,0.028,0.02794096,54.98,BTC-31JAN25-100000-C,76034.43,sell,8.2,,,8.2,,
194,324599366,2024-11-08 05:15:48,0,0.0285,0.02801721,55.32,BTC-31JAN25-100000-C,76027.33,buy,2.0,,,2.0,,
195,324599367,2024-11-08 05:15:48,1,0.0285,0.02801721,55.32,BTC-31JAN25-100000-C,76027.33,buy,1.9,,,1.9,,
196,324599368,2024-11-08 05:15:48,1,0.0285,0.02801721,55.32,BTC-31JAN25-100000-C,76027.33,sell,8.2,,,8.2,,
197,324599369,2024-11-08 05:15:48,1,0.0285,0.02801721,55.32,BTC-31JAN25-100000-C,76027.33,sell,0.1,,,0.1,,
