trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,combo_id,block_trade_id,amount,combo_trade_id,liquidation
687,327160333,2024-11-15 12:47:30,1,0.0755,0.07517219,59.1,BTC-31JAN25-100000-C,89722.39,sell,0.1,,,0.1,,
688,327162357,2024-11-15 12:59:00,1,0.0755,0.07553721,58.96,BTC-31JAN25-100000-C,89775.4,sell,0.1,,,0.1,,
689,327169957,2024-11-15 13:37:47,2,0.0735,0.07372735,58.53,BTC-31JAN25-100000-C,89422.48,buy,2.0,,,2.0,,
690,327182505,2024-11-15 14:30:41,2,0.073,0.07309152,58.65,BTC-31JAN25-100000-C,89361.34,buy,2.0,,,2.0,,
691,327191656,2024-11-15 14:46:24,2,0.072,0.07209563,58.3,BTC-31JAN25-100000-C,89326.0,buy,2.0,,,2.0,,
692,327194079,2024-11-15 14:48:41,0,0.0745,0.07407512,58.56,BTC-31JAN25-100000-C,89811.46,buy,2.0,,,2.0,,
693,327203157,2024-11-15 15:06:05,2,0.069,0.06951087,57.49,BTC-31JAN25-100000-C,88936.69,sell,0.1,,,0.1,,
694,327205492,2024-11-15 15:09:10,2,0.067,0.06733562,57.43,BTC-31JAN25-100000-C,88407.91,sell,0.1,,,0.1,,
695,327205554,2024-11-15 15:09:12,0,0.0692,0.06715256,58.67,BTC-31JAN25-100000-C,88376.28,sell,12.5,BTC-CS-31JAN25-100000_110000,168327,12.5,,
696,327207829,2024-11-15 15:14:20,2,0.066,0.06684922,57.09,BTC-31JAN25-100000-C,88375.84,sell,7.6,,,7.6,,
697,327207830,2024-11-15 15:14:20,3,0.066,0.06684922,57.09,BTC-31JAN25-100000-C,88375.84,sell,5.0,,,5.0,,
698,327207831,2024-11-15 15:14:20,3,0.066,0.06684922,57.09,BTC-31JAN25-100000-C,88375.84,buy,0.1,,,0.1,,
699,327207832,2024-11-15 15:14:20,3,0.066,0.06684922,57.09,BTC-31JAN25-100000-C,88375.84,buy,7.6,,,7.6,,
700,327207833,2024-11-15 15:14:20,3,0.066,0.06684922,57.09,BTC-31JAN25-100000-C,88375.84,buy,0.1,,,0.1,,
701,327207834,2024-11-15 15:14:21,3,0.066,0.06688128,57.09,BTC-31JAN25-100000-C,88370.32,buy,1.0,,,1.0,,
702,327207857,2024-11-15 15:14:24,3,0.066,0.06686964,57.09,BTC-31JAN25-100000-C,88387.53,buy,6.0,,,6.0,,
703,327210788,2024-11-15 15:22:19,2,0.065,0.06499879,57.16,BTC-31JAN25-100000-C,88053.68,sell,0.1,,,0.1,,
704,327211493,2024-11-15 15:23:22,2,0.0635,0.06449439,56.78,BTC-31JAN25-100000-C,87907.83,sell,1.5,,,1.5,,
705,327219614,2024-11-15 15:39:04,0,0.0645,0.06509443,56.66,BTC-31JAN25-100000-C,88162.96,buy,0.1,,,0.1,,
706,327219620,2024-11-15 15:39:04,1,0.0645,0.06509443,56.66,BTC-31JAN25-100000-C,88162.96,buy,0.4,,,0.4,,
707,327223448,2024-11-15 15:51:32,0,0.067,0.06691963,56.68,BTC-31JAN25-100000-C,88704.77,buy,2.0,,,2.0,,
708,327237046,2024-11-15 16:38:57,0,0.0685,0.06862339,56.57,BTC-31JAN25-100000-C,89212.15,buy,7.5,,,7.5,,
709,327237047,2024-11-15 16:38:57,1,0.0685,0.06862339,56.57,BTC-31JAN25-100000-C,89212.15,buy,0.1,,,0.1,,
710,327237048,2024-11-15 16:38:58,1,0.0685,0.06860447,56.57,BTC-31JAN25-100000-C,89202.14,buy,2.4,,,2.4,,
711,327245164,2024-11-15 17:18:26,0,0.071,0.07060131,56.93,BTC-31JAN25-100000-C,89731.37,buy,1.0,,,1.0,,
712,327275587,2024-11-15 20:13:46,0,0.074,0.07406898,56.12,BTC-31JAN25-100000-C,90859.21,buy,0.1,,,0.1,,
713,327286760,2024-11-15 20:53:17,0,0.076,0.07612536,55.95,BTC-31JAN25-100000-C,91392.87,sell,1.0,,,1.0,,
714,327286878,2024-11-15 20:53:27,1,0.076,0.07606482,55.98,BTC-31JAN25-100000-C,91384.58,sell,1.0,,,1.0,,
715,327289241,2024-11-15 20:57:58,2,0.0755,0.07595758,55.8,BTC-31JAN25-100000-C,91295.6,sell,1.0,,,1.0,,
716,327289332,2024-11-15 20:58:08,3,0.0755,0.07558816,56.0,BTC-31JAN25-100000-C,91242.69,sell,1.0,,,1.0,,
717,327315952,2024-11-15 23:37:01,2,0.074,0.07426484,55.3,BTC-31JAN25-100000-C,91208.49,sell,0.1,,,0.1,,
718,327317275,2024-11-15 23:45:47,2,0.0735,0.0735823,55.35,BTC-31JAN25-100000-C,91058.83,sell,0.1,,,0.1,,
719,327320390,2024-11-16 00:01:23,2,0.073,0.07324525,55.13,BTC-31JAN25-100000-C,91058.88,sell,0.1,,,0.1,,
720,327336249,2024-11-16 03:03:01,0,0.0745,0.07388062,55.08,BTC-31JAN25-100000-C,91512.43,buy,0.6,,,0.6,,
721,327336250,2024-11-16 03:03:01,1,0.0745,0.07388062,55.08,BTC-31JAN25-100000-C,91512.43,buy,2.5,,,2.5,,
722,327336251,2024-11-16 03:03:01,1,0.0745,0.07388062,55.08,BTC-31JAN25-100000-C,91512.43,sell,1.0,,,1.0,,
723,327336252,2024-11-16 03:03:01,1,0.0745,0.07388062,55.08,BTC-31JAN25-100000-C,91512.43,sell,0.5,,,0.5,,
724,327336253,2024-11-16 03:03:01,1,0.0745,0.07388062,55.08,BTC-31JAN25-100000-C,91512.43,sell,0.3,,,0.3,,
725,327336268,2024-11-16 03:03:12,1,0.0745,0.0739521,55.05,BTC-31JAN25-100000-C,91524.31,sell,1.8,,,1.8,,
726,327336269,2024-11-16 03:03:12,1,0.0745,0.0739521,55.05,BTC-31JAN25-100000-C,91524.31,sell,0.3,,,0.3,,
727,327336270,2024-11-16 03:03:12,1,0.0745,0.0739521,55.05,BTC-31JAN25-100000-C,91524.31,sell,0.1,,,0.1,,
728,327336281,2024-11-16 03:03:14,1,0.0745,0.07395402,55.05,BTC-31JAN25-100000-C,91525.44,sell,1.8,,,1.8,,
729,327336282,2024-11-16 03:03:14,1,0.0745,0.07395402,55.05,BTC-31JAN25-100000-C,91525.44,sell,0.1,,,0.1,,
730,327336283,2024-11-16 03:03:14,1,0.0745,0.07395402,55.05,BTC-31JAN25-100000-C,91525.44,sell,0.1,,,0.1,,
731,327336284,2024-11-16 03:03:15,1,0.0745,0.07394436,55.06,BTC-31JAN25-100000-C,91521.12,sell,0.5,,,0.5,,
732,327336289,2024-11-16 03:03:26,1,0.0745,0.07396417,55.05,BTC-31JAN25-100000-C,91519.95,sell,0.4,,,0.4,,
733,327337905,2024-11-16 03:34:30,0,0.075,0.07483234,55.78,BTC-31JAN25-100000-C,91285.58,sell,0.3,,,0.3,,
734,327337922,2024-11-16 03:34:37,1,0.075,0.07474938,55.85,BTC-31JAN25-100000-C,91257.85,sell,0.3,,,0.3,,
735,327338012,2024-11-16 03:35:00,1,0.075,0.07474246,55.88,BTC-31JAN25-100000-C,91243.61,sell,0.3,,,0.3,,
736,327338201,2024-11-16 03:35:01,1,0.075,0.07474031,55.88,BTC-31JAN25-100000-C,91242.48,sell,0.2,,,0.2,,
737,327338209,2024-11-16 03:35:01,1,0.075,0.07474031,55.88,BTC-31JAN25-100000-C,91242.48,sell,7.5,,,7.5,,
738,327338212,2024-11-16 03:35:02,1,0.075,0.07474031,55.88,BTC-31JAN25-100000-C,91242.48,sell,0.9,,,0.9,,
739,327338254,2024-11-16 03:35:10,1,0.075,0.07441209,56.11,BTC-31JAN25-100000-C,91139.74,sell,0.3,,,0.3,,
740,327338257,2024-11-16 03:35:10,1,0.075,0.07441209,56.11,BTC-31JAN25-100000-C,91139.74,sell,0.2,,,0.2,,
741,327339683,2024-11-16 03:47:08,2,0.0745,0.07504045,55.45,BTC-31JAN25-100000-C,91280.91,buy,0.1,,,0.1,,
742,327346820,2024-11-16 05:30:42,0,0.077,0.0765675,56.04,BTC-31JAN25-100000-C,91647.55,buy,7.5,,,7.5,,
743,327346821,2024-11-16 05:30:42,1,0.077,0.0765675,56.04,BTC-31JAN25-100000-C,91647.55,buy,2.5,,,2.5,,
744,327353225,2024-11-16 07:32:55,2,0.0755,0.07528879,56.24,BTC-31JAN25-100000-C,91240.78,sell,1.5,,,1.5,,
745,327353741,2024-11-16 07:36:53,3,0.0755,0.07536466,56.31,BTC-31JAN25-100000-C,91209.46,sell,2.2,,,2.2,,
746,327353760,2024-11-16 07:36:56,3,0.0755,0.0753248,56.34,BTC-31JAN25-100000-C,91201.46,sell,2.2,,,2.2,,
747,327353807,2024-11-16 07:37:08,3,0.0755,0.07538786,56.33,BTC-31JAN25-100000-C,91210.43,sell,1.8,,,1.8,,
748,327355911,2024-11-16 07:51:56,0,0.076,0.0759051,56.61,BTC-31JAN25-100000-C,91201.61,sell,2.3,,,2.3,,
749,327356017,2024-11-16 07:52:10,1,0.076,0.07582218,56.66,BTC-31JAN25-100000-C,91185.96,sell,4.0,,,4.0,,
750,327356956,2024-11-16 07:57:58,1,0.076,0.07607784,56.71,BTC-31JAN25-100000-C,91173.03,sell,1.8,,,1.8,,
751,327359342,2024-11-16 08:07:14,1,0.076,0.07639022,56.64,BTC-31JAN25-100000-C,91196.58,sell,4.2,,,4.2,,
752,327359343,2024-11-16 08:07:14,1,0.076,0.07639022,56.64,BTC-31JAN25-100000-C,91196.58,buy,4.8,,,4.8,,
753,327360341,2024-11-16 08:12:34,1,0.076,0.07615061,56.72,BTC-31JAN25-100000-C,91168.94,sell,5.0,,,5.0,,
754,327361440,2024-11-16 08:22:57,0,0.0765,0.07647849,56.81,BTC-31JAN25-100000-C,91249.79,sell,10.0,,,10.0,,
755,327361477,2024-11-16 08:23:22,1,0.0765,0.07649488,56.79,BTC-31JAN25-100000-C,91251.9,sell,10.0,,,10.0,,
756,327364017,2024-11-16 08:38:42,2,0.076,0.07646164,56.33,BTC-31JAN25-100000-C,91325.38,sell,1.5,,,1.5,,
757,327364020,2024-11-16 08:38:49,3,0.076,0.07646122,56.33,BTC-31JAN25-100000-C,91326.06,sell,1.5,,,1.5,,
758,327364371,2024-11-16 08:42:51,3,0.076,0.07651347,56.3,BTC-31JAN25-100000-C,91345.67,sell,1.5,,,1.5,,
759,327364382,2024-11-16 08:42:53,3,0.076,0.0764874,56.31,BTC-31JAN25-100000-C,91333.47,sell,1.9,,,1.9,,
760,327364445,2024-11-16 08:43:30,3,0.076,0.07646002,56.33,BTC-31JAN25-100000-C,91324.04,sell,1.6,,,1.6,,
761,327364528,2024-11-16 08:45:10,3,0.076,0.07641306,56.37,BTC-31JAN25-100000-C,91315.8,sell,1.5,,,1.5,,
762,327364557,2024-11-16 08:45:13,3,0.076,0.07640148,56.37,BTC-31JAN25-100000-C,91309.39,sell,0.5,,,0.5,,
763,327368102,2024-11-16 10:00:07,0,0.077,0.07674447,57.05,BTC-31JAN25-100000-C,91265.45,sell,9.0,,,9.0,,
764,327368499,2024-11-16 10:03:19,0,0.0775,0.07713074,57.19,BTC-31JAN25-100000-C,91309.0,sell,10.0,,,10.0,,
765,327368513,2024-11-16 10:03:36,1,0.0775,0.07709225,57.22,BTC-31JAN25-100000-C,91304.78,sell,0.3,,,0.3,,
766,327368515,2024-11-16 10:03:36,1,0.0775,0.07709225,57.22,BTC-31JAN25-100000-C,91304.78,sell,4.0,,,4.0,,
767,327368518,2024-11-16 10:03:39,1,0.0775,0.0770982,57.22,BTC-31JAN25-100000-C,91304.5,sell,0.3,,,0.3,,
768,327368527,2024-11-16 10:03:43,1,0.0775,0.07711521,57.22,BTC-31JAN25-100000-C,91310.11,sell,0.5,,,0.5,,
769,327368530,2024-11-16 10:03:46,1,0.0775,0.07706897,57.24,BTC-31JAN25-100000-C,91293.93,sell,0.3,,,0.3,,
770,327368539,2024-11-16 10:03:54,1,0.0775,0.07705575,57.25,BTC-31JAN25-100000-C,91289.14,sell,0.3,,,0.3,,
771,327368557,2024-11-16 10:04:12,1,0.0775,0.07714569,57.21,BTC-31JAN25-100000-C,91300.21,sell,0.3,,,0.3,,
772,327369668,2024-11-16 10:19:36,1,0.0775,0.07758151,57.02,BTC-31JAN25-100000-C,91392.07,buy,1.0,,,1.0,,
773,327372163,2024-11-16 10:43:09,0,0.079,0.07861379,57.55,BTC-31JAN25-100000-C,91544.55,buy,7.5,,,7.5,,
774,327372164,2024-11-16 10:43:09,1,0.079,0.07861379,57.55,BTC-31JAN25-100000-C,91544.55,buy,0.1,,,0.1,,
775,327372165,2024-11-16 10:43:09,1,0.079,0.07861379,57.55,BTC-31JAN25-100000-C,91544.55,sell,7.5,,,7.5,,
776,327372166,2024-11-16 10:43:09,1,0.079,0.07861379,57.55,BTC-31JAN25-100000-C,91544.55,sell,0.1,,,0.1,,
777,327372167,2024-11-16 10:43:09,1,0.079,0.07861379,57.55,BTC-31JAN25-100000-C,91544.55,sell,5.5,,,5.5,,
778,327372169,2024-11-16 10:43:11,1,0.079,0.07860269,57.55,BTC-31JAN25-100000-C,91542.58,sell,3.3,,,3.3,,
779,327373904,2024-11-16 11:04:42,2,0.0785,0.0783524,57.66,BTC-31JAN25-100000-C,91336.38,sell,0.1,,,0.1,,
780,327375454,2024-11-16 11:18:52,0,0.079,0.07877625,58.03,BTC-31JAN25-100000-C,91292.88,sell,9.9,,,9.9,,
781,327388129,2024-11-16 12:29:18,2,0.0785,0.07826675,58.79,BTC-31JAN25-100000-C,90832.27,sell,0.1,,,0.1,,
782,327388256,2024-11-16 12:31:06,2,0.078,0.07824596,58.47,BTC-31JAN25-100000-C,90860.21,sell,37.7,,168420,37.7,,
783,327395491,2024-11-16 14:05:10,2,0.076,0.076675,57.59,BTC-31JAN25-100000-C,90780.28,sell,0.1,,,0.1,,
784,327410735,2024-11-16 15:52:17,2,0.075,0.07495932,58.11,BTC-31JAN25-100000-C,90264.57,sell,0.1,,,0.1,,
785,327439067,2024-11-16 20:23:59,0,0.076,0.07536358,57.38,BTC-31JAN25-100000-C,90902.04,buy,7.2,,,7.2,,
786,327439068,2024-11-16 20:23:59,1,0.076,0.07536358,57.38,BTC-31JAN25-100000-C,90902.04,buy,2.8,,,2.8,,
787,327439204,2024-11-16 20:24:11,2,0.0755,0.07514625,57.1,BTC-31JAN25-100000-C,90825.93,sell,2.8,,,2.8,,
788,327439240,2024-11-16 20:24:13,3,0.0755,0.07481691,57.1,BTC-31JAN25-100000-C,90747.05,sell,5.7,,,5.7,,
789,327439271,2024-11-16 20:24:22,3,0.0755,0.07482615,57.48,BTC-31JAN25-100000-C,90750.52,sell,1.5,,,1.5,,
790,327439490,2024-11-16 20:25:22,3,0.0755,0.07486428,57.47,BTC-31JAN25-100000-C,90741.88,buy,5.0,,,5.0,,
791,327466357,2024-11-17 02:03:23,2,0.072,0.07206877,57.23,BTC-31JAN25-100000-C,90062.89,sell,0.1,,,0.1,,
792,327468179,2024-11-17 02:07:19,2,0.071,0.07075602,57.35,BTC-31JAN25-100000-C,89727.33,sell,0.1,,,0.1,,
793,327577523,2024-11-17 18:34:50,0,0.0735,0.07351516,58.22,BTC-31JAN25-100000-C,89919.82,sell,0.1,,,0.1,,
794,327590965,2024-11-17 21:18:14,2,0.0695,0.06941469,57.23,BTC-31JAN25-100000-C,89397.16,sell,0.1,,,0.1,,
795,327628854,2024-11-18 02:19:56,0,0.0735,0.07365437,56.94,BTC-31JAN25-100000-C,90562.55,buy,0.3,,,0.3,,
796,327636308,2024-11-18 03:59:39,0,0.0745,0.07428559,57.27,BTC-31JAN25-100000-C,90664.59,buy,0.1,,,0.1,,
797,327636309,2024-11-18 03:59:39,1,0.0745,0.07428559,57.27,BTC-31JAN25-100000-C,90664.59,buy,1.0,,,1.0,,
798,327636421,2024-11-18 04:00:35,1,0.0745,0.07431516,57.31,BTC-31JAN25-100000-C,90648.37,sell,3.4,,,3.4,,
799,327636422,2024-11-18 04:00:35,1,0.0745,0.07431516,57.31,BTC-31JAN25-100000-C,90648.37,sell,0.5,,,0.5,,
800,327636423,2024-11-18 04:00:35,1,0.0745,0.07431516,57.31,BTC-31JAN25-100000-C,90648.37,sell,2.0,,,2.0,,
801,327638108,2024-11-18 04:31:06,2,0.074,0.07420394,57.36,BTC-31JAN25-100000-C,90531.77,sell,3.4,,,3.4,,
802,327638109,2024-11-18 04:31:08,3,0.074,0.07420931,57.36,BTC-31JAN25-100000-C,90533.1,sell,1.6,,,1.6,,
803,327642676,2024-11-18 05:43:31,0,0.075,0.07423528,57.64,BTC-31JAN25-100000-C,90629.59,buy,0.1,,,0.1,,
804,327659077,2024-11-18 07:00:48,0,0.0825,0.08186158,57.83,BTC-31JAN25-100000-C,92224.71,buy,0.5,,,0.5,,
805,327738642,2024-11-18 13:49:49,2,0.0705,0.0710119,57.3,BTC-31JAN25-100000-C,89804.02,sell,0.7,,,0.7,,
806,327738643,2024-11-18 13:49:49,3,0.0705,0.0710119,57.3,BTC-31JAN25-100000-C,89804.02,sell,2.3,,,2.3,,
807,327740990,2024-11-18 14:05:12,0,0.071,0.07104833,57.47,BTC-31JAN25-100000-C,89870.92,buy,0.3,,,0.3,,
808,327741151,2024-11-18 14:05:28,1,0.071,0.07100342,57.44,BTC-31JAN25-100000-C,89882.44,buy,0.3,,,0.3,,
809,327741165,2024-11-18 14:05:28,1,0.071,0.07100342,57.44,BTC-31JAN25-100000-C,89882.44,buy,0.4,,,0.4,,
810,327769099,2024-11-18 15:45:08,0,0.0795,0.07955432,57.2,BTC-31JAN25-100000-C,91998.79,buy,0.2,,,0.2,,
811,327769137,2024-11-18 15:45:11,1,0.0795,0.07968936,57.01,BTC-31JAN25-100000-C,92044.73,buy,1.9,,,1.9,,
812,327769176,2024-11-18 15:45:13,1,0.0795,0.07976938,57.01,BTC-31JAN25-100000-C,92050.64,buy,0.1,,,0.1,,
813,327769179,2024-11-18 15:45:13,1,0.0795,0.07976938,57.01,BTC-31JAN25-100000-C,92050.64,buy,2.2,,,2.2,,
814,327769180,2024-11-18 15:45:13,1,0.0795,0.07973554,57.01,BTC-31JAN25-100000-C,92042.57,buy,5.6,,,5.6,,
815,327786552,2024-11-18 16:20:24,0,0.08,0.07992589,57.32,BTC-31JAN25-100000-C,92014.63,sell,0.1,,,0.1,,
816,327786570,2024-11-18 16:20:25,1,0.08,0.07986611,57.32,BTC-31JAN25-100000-C,92000.54,sell,0.1,,,0.1,,
817,327786571,2024-11-18 16:20:25,1,0.08,0.07986611,57.32,BTC-31JAN25-100000-C,92000.54,sell,0.1,,,0.1,,
818,327786996,2024-11-18 16:22:07,2,0.0795,0.07937278,57.29,BTC-31JAN25-100000-C,91854.76,sell,0.1,,,0.1,,
819,327787791,2024-11-18 16:22:44,2,0.079,0.07900279,57.24,BTC-31JAN25-100000-C,91781.79,sell,0.1,,,0.1,,
820,327793164,2024-11-18 16:45:00,2,0.0785,0.07827594,57.06,BTC-31JAN25-100000-C,91750.72,sell,0.1,,,0.1,,
821,327793473,2024-11-18 16:45:59,2,0.078,0.0779721,56.91,BTC-31JAN25-100000-C,91677.53,sell,0.1,,,0.1,,
822,327811778,2024-11-18 18:03:17,2,0.0775,0.07687208,57.21,BTC-31JAN25-100000-C,91471.71,buy,0.3,,,0.3,,
823,327898585,2024-11-19 03:45:40,0,0.079,0.07812148,58.38,BTC-31JAN25-100000-C,91424.72,buy,0.1,,,0.1,,
824,327915603,2024-11-19 06:31:18,0,0.081,0.08098093,58.4,BTC-31JAN25-100000-C,91911.33,buy,1.0,,,1.0,,
825,327916614,2024-11-19 06:39:27,2,0.0805,0.08071738,58.22,BTC-31JAN25-100000-C,91888.72,buy,0.1,,,0.1,,
826,327942092,2024-11-19 09:59:16,3,0.0805,0.08127654,58.52,BTC-31JAN25-100000-C,91756.37,sell,1.0,,,1.0,,
827,327962249,2024-11-19 12:32:45,0,0.082,0.08214938,57.98,BTC-31JAN25-100000-C,92263.2,sell,0.1,,,0.1,,
828,327965625,2024-11-19 12:38:22,1,0.082,0.08189536,57.97,BTC-31JAN25-100000-C,92297.45,sell,0.1,,,0.1,,
829,327977025,2024-11-19 13:15:51,0,0.0835,0.0831261,57.86,BTC-31JAN25-100000-C,92693.11,sell,1.9,,,1.9,,
830,327977055,2024-11-19 13:15:59,1,0.0835,0.08318858,57.89,BTC-31JAN25-100000-C,92697.2,sell,0.1,,,0.1,,
831,327979914,2024-11-19 13:25:39,2,0.081,0.08123647,57.5,BTC-31JAN25-100000-C,92303.13,sell,0.5,,,0.5,,
832,328006738,2024-11-19 14:47:12,2,0.08,0.07953758,57.41,BTC-31JAN25-100000-C,92200.76,buy,0.1,,,0.1,,
833,328021395,2024-11-19 15:26:06,2,0.0785,0.07775303,57.18,BTC-31JAN25-100000-C,91842.78,buy,25.0,,168782,25.0,,
834,328021704,2024-11-19 15:27:26,3,0.0785,0.07829152,57.11,BTC-31JAN25-100000-C,91862.24,sell,1.8,,,1.8,,
835,328022518,2024-11-19 15:28:52,2,0.0775,0.07773448,57.05,BTC-31JAN25-100000-C,91669.59,sell,2.7,,,2.7,,
836,328028746,2024-11-19 15:44:54,0,0.081,0.08171694,57.52,BTC-31JAN25-100000-C,92279.68,sell,7.3,,,7.3,,
837,328030364,2024-11-19 15:47:35,0,0.0825,0.08240956,58.21,BTC-31JAN25-100000-C,92413.26,sell,1.0,,,1.0,,
838,328041623,2024-11-19 16:30:08,2,0.082,0.08234036,57.21,BTC-31JAN25-100000-C,92660.42,sell,0.4,,,0.4,,
839,328042979,2024-11-19 16:33:37,2,0.0815,0.08166114,57.14,BTC-31JAN25-100000-C,92497.21,sell,2.7,,,2.7,,
840,328052308,2024-11-19 17:09:34,0,0.083,0.08295813,57.12,BTC-31JAN25-100000-C,92924.23,buy,0.1,,,0.1,,
841,328052309,2024-11-19 17:09:34,1,0.083,0.08295813,57.12,BTC-31JAN25-100000-C,92924.23,buy,7.2,,,7.2,,
842,328055537,2024-11-19 17:17:22,2,0.082,0.08199287,57.19,BTC-31JAN25-100000-C,92679.45,sell,0.4,,,0.4,,
843,328055747,2024-11-19 17:18:00,3,0.082,0.08215735,57.09,BTC-31JAN25-100000-C,92705.1,sell,0.4,,,0.4,,
844,328056393,2024-11-19 17:21:24,2,0.0815,0.08173127,57.1,BTC-31JAN25-100000-C,92578.29,sell,0.4,,,0.4,,
845,328065538,2024-11-19 17:46:59,0,0.0825,0.0826655,57.44,BTC-31JAN25-100000-C,92698.25,sell,3.0,,,3.0,,
846,328065947,2024-11-19 17:47:55,0,0.083,0.08337428,57.57,BTC-31JAN25-100000-C,92857.55,sell,2.5,,,2.5,,
847,328071991,2024-11-19 18:10:19,0,0.0855,0.08539966,57.71,BTC-31JAN25-100000-C,93243.21,buy,0.1,,,0.1,,
848,328073783,2024-11-19 18:15:09,0,0.086,0.0860013,57.62,BTC-31JAN25-100000-C,93391.28,buy,0.1,,,0.1,,
849,328074378,2024-11-19 18:16:28,0,0.0865,0.08605889,57.99,BTC-31JAN25-100000-C,93374.5,buy,0.1,,,0.1,,
850,328074379,2024-11-19 18:16:28,1,0.0865,0.08605889,57.99,BTC-31JAN25-100000-C,93374.5,buy,7.1,,,7.1,,
851,328075252,2024-11-19 18:17:02,0,0.087,0.08681602,57.85,BTC-31JAN25-100000-C,93540.08,buy,0.1,,,0.1,,
852,328077198,2024-11-19 18:19:06,2,0.0855,0.08462237,58.22,BTC-31JAN25-100000-C,93067.59,buy,7.3,,,7.3,,
853,328077199,2024-11-19 18:19:06,3,0.0855,0.08462237,58.22,BTC-31JAN25-100000-C,93067.59,buy,7.1,,,7.1,,
854,328077200,2024-11-19 18:19:06,3,0.0855,0.08462237,58.22,BTC-31JAN25-100000-C,93067.59,buy,3.0,,,3.0,,
855,328077201,2024-11-19 18:19:06,3,0.0855,0.08462237,58.22,BTC-31JAN25-100000-C,93067.59,buy,4.3,,,4.3,,
856,328077202,2024-11-19 18:19:06,3,0.0855,0.08462237,58.22,BTC-31JAN25-100000-C,93067.59,sell,7.3,,,7.3,,
857,328077203,2024-11-19 18:19:06,3,0.0855,0.08462237,58.22,BTC-31JAN25-100000-C,93067.59,sell,0.1,,,0.1,,
858,328077206,2024-11-19 18:19:07,3,0.0855,0.08462237,58.22,BTC-31JAN25-100000-C,93067.59,sell,0.1,,,0.1,,
859,328077245,2024-11-19 18:19:10,3,0.0855,0.08476242,58.22,BTC-31JAN25-100000-C,93073.73,sell,0.1,,,0.1,,
860,328077274,2024-11-19 18:19:13,3,0.0855,0.08486801,58.22,BTC-31JAN25-100000-C,93096.91,sell,25.0,,,25.0,,
861,328077277,2024-11-19 18:19:14,3,0.0855,0.08482384,58.08,BTC-31JAN25-100000-C,93071.19,sell,45.7,,,45.7,,
862,328078583,2024-11-19 18:22:48,0,0.086,0.08584393,57.91,BTC-31JAN25-100000-C,93296.66,sell,0.1,,,0.1,,
863,328080103,2024-11-19 18:26:53,1,0.086,0.08578065,57.93,BTC-31JAN25-100000-C,93261.06,sell,0.1,,,0.1,,
864,328080901,2024-11-19 18:28:28,0,0.0875,0.08665879,58.52,BTC-31JAN25-100000-C,93517.76,buy,0.1,,,0.1,,
865,328081510,2024-11-19 18:28:50,0,0.088,0.08772016,58.08,BTC-31JAN25-100000-C,93701.3,buy,0.1,,,0.1,,
866,328100128,2024-11-19 19:18:58,2,0.0879,0.08824554,57.64,BTC-31JAN25-100000-C,93848.82,sell,25.0,,168824,25.0,,
867,328103010,2024-11-19 19:32:33,2,0.0865,0.08655807,57.65,BTC-31JAN25-100000-C,93587.3,sell,0.9,,,0.9,,
868,328103011,2024-11-19 19:32:33,3,0.0865,0.08655807,57.65,BTC-31JAN25-100000-C,93587.3,sell,0.9,,,0.9,,
869,328106751,2024-11-19 19:48:20,2,0.086,0.08635538,57.47,BTC-31JAN25-100000-C,93514.95,sell,0.9,,,0.9,,
870,328131575,2024-11-19 21:06:12,2,0.083,0.08306024,57.6,BTC-31JAN25-100000-C,92792.69,sell,2.0,,,2.0,,
871,328173641,2024-11-20 01:48:37,2,0.0795,0.0796015,58.11,BTC-31JAN25-100000-C,91923.43,sell,0.5,,,0.5,,
872,328174262,2024-11-20 01:52:49,0,0.0805,0.08055151,58.07,BTC-31JAN25-100000-C,92143.73,sell,0.5,,,0.5,,
873,328174754,2024-11-20 01:55:54,2,0.08,0.08005799,58.0,BTC-31JAN25-100000-C,92057.43,sell,0.5,,,0.5,,
874,328175475,2024-11-20 02:02:41,0,0.0805,0.0799346,58.35,BTC-31JAN25-100000-C,92036.69,buy,0.5,,,0.5,,
875,328176383,2024-11-20 02:10:17,2,0.079,0.07933135,57.94,BTC-31JAN25-100000-C,91862.75,buy,5.0,,,5.0,,
876,328179652,2024-11-20 02:43:44,0,0.0795,0.07970093,57.93,BTC-31JAN25-100000-C,92013.63,sell,0.6,,,0.6,,
877,328187823,2024-11-20 03:44:04,0,0.08,0.07969696,58.07,BTC-31JAN25-100000-C,92107.5,sell,0.9,,,0.9,,
878,328187824,2024-11-20 03:44:04,1,0.08,0.07969696,58.07,BTC-31JAN25-100000-C,92107.5,sell,0.1,,,0.1,,
879,328187859,2024-11-20 03:44:17,1,0.08,0.07972991,58.05,BTC-31JAN25-100000-C,92113.18,sell,0.9,,,0.9,,
880,328187955,2024-11-20 03:44:50,1,0.08,0.07962989,58.12,BTC-31JAN25-100000-C,92087.2,sell,0.1,,,0.1,,
881,328190772,2024-11-20 04:12:42,1,0.08,0.07982845,58.2,BTC-31JAN25-100000-C,92074.44,sell,1.0,,,1.0,,
882,328210158,2024-11-20 07:51:33,0,0.0835,0.08376041,58.15,BTC-31JAN25-100000-C,92845.76,buy,0.1,,,0.1,,
883,328224017,2024-11-20 09:11:50,0,0.0855,0.08571925,57.87,BTC-31JAN25-100000-C,93408.63,buy,0.5,,,0.5,,
