trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_id,amount,liquidation,combo_trade_id,combo_id
1,258938659,2023-06-22 13:29:53,1,0.0855,0.08707235,57.5,BTC-28JUN24-50000-C,30256.47,sell,,,5.0,,,
2,259682956,2023-06-29 09:27:54,2,0.085,0.0822084,57.27,BTC-28JUN24-50000-C,30438.69,buy,,,0.1,,,
3,259755689,2023-06-30 00:29:29,2,0.0785,0.08083211,55.29,BTC-28JUN24-50000-C,30492.14,sell,,,0.1,,,
4,259838301,2023-06-30 08:10:58,2,0.0725,0.07765565,53.04,BTC-28JUN24-50000-C,30733.06,sell,,,1.8,,,
5,259857933,2023-06-30 10:35:51,0,0.079,0.08018658,54.78,BTC-28JUN24-50000-C,30753.46,buy,,,2.0,,,
6,259876023,2023-06-30 12:50:30,0,0.084,0.08326087,55.34,BTC-28JUN24-50000-C,31053.31,buy,,,1.0,,,
7,260053200,2023-07-02 18:50:41,2,0.081,0.08235232,55.86,BTC-28JUN24-50000-C,30481.24,sell,,,1.0,,,
8,260053975,2023-07-02 19:51:53,2,0.079,0.08156869,55.11,BTC-28JUN24-50000-C,30559.51,buy,,,0.1,,,
9,260084657,2023-07-03 07:36:42,0,0.0835,0.08299807,56.07,BTC-28JUN24-50000-C,30716.57,buy,,,0.1,,,
10,260113097,2023-07-03 15:04:45,0,0.085,0.08394969,56.37,BTC-28JUN24-50000-C,30894.15,buy,,,1.0,,,
11,260115993,2023-07-03 15:16:13,0,0.0855,0.08513333,56.26,BTC-28JUN24-50000-C,30932.13,buy,,,1.0,,,
12,260119425,2023-07-03 15:36:51,0,0.086,0.08641742,56.2,BTC-28JUN24-50000-C,31027.65,buy,,,0.1,,,
13,260297899,2023-07-05 22:08:28,2,0.0839,0.08410814,56.71,BTC-28JUN24-50000-C,30475.09,sell,,83571,25.0,,,BTC-CS-28JUN24-40000_50000
14,260433454,2023-07-06 20:49:59,0,0.087,0.08826869,58.14,BTC-28JUN24-50000-C,30277.44,sell,,,0.1,,,
15,260454196,2023-07-07 00:18:26,2,0.0865,0.0867082,58.68,BTC-28JUN24-50000-C,29989.31,sell,,,0.1,,,
16,260454901,2023-07-07 00:29:30,3,0.0865,0.08644109,58.68,BTC-28JUN24-50000-C,29987.08,sell,,,0.1,,,
17,260719095,2023-07-11 18:05:19,2,0.082,0.08528978,56.37,BTC-28JUN24-50000-C,30560.9,sell,,,0.1,,,
18,260721822,2023-07-11 18:52:40,3,0.082,0.08298922,56.67,BTC-28JUN24-50000-C,30469.42,sell,,,0.1,,,
19,260721823,2023-07-11 18:52:40,3,0.082,0.08298922,56.67,BTC-28JUN24-50000-C,30469.42,sell,,,0.1,,,
20,260789097,2023-07-12 14:38:08,0,0.084,0.08512836,56.56,BTC-28JUN24-50000-C,30786.62,buy,,,1.0,,,
21,260823634,2023-07-12 20:56:53,2,0.0815,0.08056319,56.87,BTC-28JUN24-50000-C,30330.29,buy,,,0.1,,,
22,260823635,2023-07-12 20:56:53,3,0.0815,0.08056319,56.87,BTC-28JUN24-50000-C,30330.29,buy,,,0.1,,,
23,260823636,2023-07-12 20:56:53,0,0.082,0.08056319,57.02,BTC-28JUN24-50000-C,30330.29,buy,,,0.1,,,
24,260823637,2023-07-12 20:56:53,1,0.082,0.08056319,57.02,BTC-28JUN24-50000-C,30330.29,buy,,,0.7,,,
25,260824666,2023-07-12 21:28:13,2,0.078,0.07989685,55.84,BTC-28JUN24-50000-C,30347.43,sell,,,0.1,,,
26,260824667,2023-07-12 21:28:13,3,0.078,0.07989685,55.84,BTC-28JUN24-50000-C,30347.43,sell,,,0.1,,,
27,260851556,2023-07-13 10:10:31,0,0.079,0.0787123,55.7,BTC-28JUN24-50000-C,30561.3,buy,,,10.0,,,
28,260856104,2023-07-13 12:19:07,2,0.0775,0.07733743,55.17,BTC-28JUN24-50000-C,30565.73,buy,,,10.0,,,
29,260864570,2023-07-13 14:15:17,2,0.077,0.07833703,55.16,BTC-28JUN24-50000-C,30538.69,buy,,,2.0,,,
30,260871855,2023-07-13 15:32:57,0,0.0795,0.07983828,55.26,BTC-28JUN24-50000-C,30898.83,buy,,,1.0,,,
31,260883005,2023-07-13 15:58:35,0,0.08,0.08025046,55.1,BTC-28JUN24-50000-C,30943.62,buy,,,1.0,,,
32,260885395,2023-07-13 16:10:32,1,0.08,0.08020013,55.18,BTC-28JUN24-50000-C,30936.48,buy,,,1.0,,,
33,260886289,2023-07-13 16:14:44,2,0.0795,0.08016542,55.07,BTC-28JUN24-50000-C,30898.15,buy,,,1.0,,,
34,260887840,2023-07-13 16:23:45,0,0.0815,0.08054852,55.67,BTC-28JUN24-50000-C,30907.94,buy,,,0.1,,,
35,260904494,2023-07-13 17:50:02,0,0.0845,0.08547557,56.07,BTC-28JUN24-50000-C,31118.9,buy,,,1.0,,,
36,260905626,2023-07-13 17:59:14,0,0.085,0.08564734,56.22,BTC-28JUN24-50000-C,31100.21,buy,,,1.0,,,
37,260905861,2023-07-13 18:01:55,1,0.085,0.08563677,56.21,BTC-28JUN24-50000-C,31092.47,buy,,,1.0,,,
38,260909841,2023-07-13 18:13:21,0,0.087,0.0879383,56.19,BTC-28JUN24-50000-C,31409.9,buy,,,1.0,,,
39,260910261,2023-07-13 18:14:47,0,0.0875,0.08806632,56.28,BTC-28JUN24-50000-C,31430.88,buy,,,1.0,,,
40,260916128,2023-07-13 18:29:35,2,0.0855,0.08665694,55.86,BTC-28JUN24-50000-C,31275.4,buy,,,2.0,,,
41,261103502,2023-07-15 12:48:37,2,0.0795,0.07875642,56.37,BTC-28JUN24-50000-C,30367.57,sell,,,5.0,,,
42,261104932,2023-07-15 13:46:23,3,0.0795,0.08004329,56.47,BTC-28JUN24-50000-C,30305.64,sell,,,5.0,,,
43,261141901,2023-07-16 20:04:09,2,0.075,0.07778749,55.4,BTC-28JUN24-50000-C,30282.19,sell,,,0.1,,,
44,261141902,2023-07-16 20:04:09,3,0.075,0.07778749,55.4,BTC-28JUN24-50000-C,30282.19,sell,,,0.1,,,
45,261190926,2023-07-17 18:33:37,0,0.0755,0.07578596,56.3,BTC-28JUN24-50000-C,29930.61,sell,,,3.2,,,
46,261245214,2023-07-18 14:17:25,0,0.078,0.07535498,57.24,BTC-28JUN24-50000-C,29891.67,buy,,,5.0,,,
47,261245215,2023-07-18 14:17:25,1,0.078,0.07535498,57.24,BTC-28JUN24-50000-C,29891.67,buy,,,6.8,,,
48,261268489,2023-07-19 00:25:02,1,0.078,0.07951279,57.33,BTC-28JUN24-50000-C,29914.85,sell,,,1.0,,,
49,261272590,2023-07-19 02:02:38,0,0.079,0.07927345,57.3,BTC-28JUN24-50000-C,30019.48,sell,,,1.0,,,
50,261280664,2023-07-19 05:59:22,0,0.081,0.08079099,57.59,BTC-28JUN24-50000-C,30112.07,sell,,,0.2,,,
51,261280665,2023-07-19 05:59:24,2,0.079,0.08079048,57.0,BTC-28JUN24-50000-C,30112.02,sell,,,1.0,,,
52,261281414,2023-07-19 06:18:37,0,0.0805,0.07924801,57.54,BTC-28JUN24-50000-C,30088.55,sell,,,0.1,,,
53,261293168,2023-07-19 12:29:03,2,0.077,0.07802312,56.88,BTC-28JUN24-50000-C,29928.01,sell,,,1.0,,,
54,261373700,2023-07-20 15:21:40,3,0.077,0.077305,57.24,BTC-28JUN24-50000-C,29790.06,sell,,,1.0,,,
55,261421291,2023-07-21 12:32:16,2,0.0765,0.07725521,57.03,BTC-28JUN24-50000-C,29839.8,sell,,,0.4,,,
56,261459690,2023-07-22 11:05:18,2,0.074,0.07568124,56.39,BTC-28JUN24-50000-C,29906.03,sell,,,0.1,,,
57,261459705,2023-07-22 11:07:45,3,0.074,0.07569778,56.39,BTC-28JUN24-50000-C,29904.89,sell,,,0.1,,,
58,261468812,2023-07-22 23:17:06,0,0.075,0.07507088,57.01,BTC-28JUN24-50000-C,29756.44,sell,,,0.1,,,
59,261470424,2023-07-22 23:29:40,1,0.075,0.07630118,57.13,BTC-28JUN24-50000-C,29691.63,sell,,,0.9,,,
60,261521340,2023-07-24 07:10:50,1,0.075,0.07569479,57.12,BTC-28JUN24-50000-C,29750.11,sell,,,0.1,,,
61,261521341,2023-07-24 07:10:50,1,0.075,0.07569479,57.12,BTC-28JUN24-50000-C,29750.11,sell,,,0.1,,,
62,261569118,2023-07-24 15:52:41,2,0.071,0.07176409,57.41,BTC-28JUN24-50000-C,29049.43,sell,,,1.0,,,
63,261578766,2023-07-24 20:48:13,0,0.073,0.07298213,57.92,BTC-28JUN24-50000-C,29127.67,sell,,,0.1,,,
64,261590737,2023-07-25 07:16:05,2,0.071,0.07148423,57.41,BTC-28JUN24-50000-C,29141.95,sell,,,0.1,,,
65,261599903,2023-07-25 13:17:16,2,0.07,0.07086072,57.18,BTC-28JUN24-50000-C,29116.06,sell,,,0.1,,,
66,261599904,2023-07-25 13:17:16,3,0.07,0.07086072,57.18,BTC-28JUN24-50000-C,29116.06,sell,,,1.0,,,
67,261631525,2023-07-26 06:44:08,2,0.069,0.07009236,56.64,BTC-28JUN24-50000-C,29208.03,sell,,,1.0,,,
68,261640482,2023-07-26 13:37:16,0,0.0708,0.0700692,57.16,BTC-28JUN24-50000-C,29251.99,buy,,86688,500.0,,,BTC-CDIAG-28JUN24_29MAR24-50000_45000
69,261647131,2023-07-26 15:07:01,0,0.071,0.07091176,57.2,BTC-28JUN24-50000-C,29271.76,sell,,,0.1,,,
70,261647577,2023-07-26 15:19:58,0,0.0725,0.07109577,57.67,BTC-28JUN24-50000-C,29299.46,buy,,,1.0,,,
71,261647761,2023-07-26 15:25:11,1,0.0725,0.07113788,57.68,BTC-28JUN24-50000-C,29289.23,buy,,,0.3,,,
72,261661312,2023-07-26 18:56:17,2,0.0715,0.07052871,57.13,BTC-28JUN24-50000-C,29351.46,buy,,,0.1,,,
73,261661423,2023-07-26 18:58:09,0,0.0725,0.07065118,57.41,BTC-28JUN24-50000-C,29363.04,buy,,,0.1,,,
74,261661424,2023-07-26 18:58:09,1,0.0725,0.07065118,57.41,BTC-28JUN24-50000-C,29363.04,buy,,,0.1,,,
75,261661444,2023-07-26 18:58:25,1,0.0725,0.07067899,57.4,BTC-28JUN24-50000-C,29370.44,buy,,,0.1,,,
76,261661453,2023-07-26 18:58:57,1,0.0725,0.07066579,57.41,BTC-28JUN24-50000-C,29368.74,buy,,,0.6,,,
77,261683596,2023-07-27 03:18:06,2,0.069,0.06935075,56.24,BTC-28JUN24-50000-C,29426.48,sell,,,0.1,,,
78,261684382,2023-07-27 04:04:08,2,0.0685,0.06874785,56.06,BTC-28JUN24-50000-C,29419.25,sell,,,0.1,,,
79,261684383,2023-07-27 04:04:08,3,0.0685,0.06874785,56.06,BTC-28JUN24-50000-C,29419.25,sell,,,3.8,,,
80,261684385,2023-07-27 04:05:27,3,0.0685,0.06902818,56.05,BTC-28JUN24-50000-C,29418.42,sell,,,0.1,,,
81,261685329,2023-07-27 05:03:28,3,0.0685,0.0686185,55.89,BTC-28JUN24-50000-C,29482.14,sell,,,9.0,,,
82,261686048,2023-07-27 05:41:17,2,0.068,0.06822464,55.76,BTC-28JUN24-50000-C,29457.18,sell,,,0.1,,,
83,261696107,2023-07-27 11:29:09,0,0.07,0.06938769,56.38,BTC-28JUN24-50000-C,29479.46,buy,,,10.0,,,
84,261704835,2023-07-27 15:10:03,1,0.07,0.07025453,56.88,BTC-28JUN24-50000-C,29272.23,sell,,,0.3,,,
85,261707500,2023-07-27 16:31:47,0,0.0715,0.07086532,57.32,BTC-28JUN24-50000-C,29280.7,sell,,,0.5,,,
86,261731691,2023-07-28 07:00:58,2,0.0685,0.06862414,56.74,BTC-28JUN24-50000-C,29182.53,sell,,,0.7,,,
87,261733052,2023-07-28 07:33:34,2,0.068,0.06881378,56.59,BTC-28JUN24-50000-C,29179.56,sell,,,0.1,,,
88,261733055,2023-07-28 07:33:36,3,0.068,0.06880848,56.59,BTC-28JUN24-50000-C,29179.59,sell,,,0.1,,,
89,261733060,2023-07-28 07:33:37,3,0.068,0.0688047,56.6,BTC-28JUN24-50000-C,29179.04,sell,,,0.1,,,
90,261733062,2023-07-28 07:33:39,3,0.068,0.0688017,56.6,BTC-28JUN24-50000-C,29178.65,sell,,,0.1,,,
91,261733065,2023-07-28 07:33:40,3,0.068,0.06880122,56.6,BTC-28JUN24-50000-C,29178.64,sell,,,0.1,,,
92,261733069,2023-07-28 07:33:42,3,0.068,0.06880289,56.6,BTC-28JUN24-50000-C,29178.94,sell,,,0.1,,,
93,261733072,2023-07-28 07:33:43,3,0.068,0.06880249,56.6,BTC-28JUN24-50000-C,29179.14,sell,,,0.1,,,
94,261733074,2023-07-28 07:33:44,3,0.068,0.06880368,56.6,BTC-28JUN24-50000-C,29179.01,sell,,,0.1,,,
95,261733080,2023-07-28 07:33:46,3,0.068,0.06880255,56.6,BTC-28JUN24-50000-C,29179.06,sell,,,0.1,,,
96,261733083,2023-07-28 07:33:47,3,0.068,0.06880253,56.6,BTC-28JUN24-50000-C,29179.08,sell,,,0.1,,,
97,261743373,2023-07-28 09:23:52,2,0.0665,0.06743999,56.24,BTC-28JUN24-50000-C,29128.32,sell,,,0.1,,,
98,261743381,2023-07-28 09:24:24,3,0.0665,0.06747438,56.23,BTC-28JUN24-50000-C,29137.15,sell,,,0.1,,,
99,261744373,2023-07-28 09:58:23,3,0.0665,0.06813585,56.07,BTC-28JUN24-50000-C,29209.48,sell,,,0.1,,,
100,261744411,2023-07-28 09:58:42,2,0.066,0.06812759,55.91,BTC-28JUN24-50000-C,29204.66,sell,,,0.1,,,
101,261744420,2023-07-28 09:58:46,3,0.066,0.06812578,55.91,BTC-28JUN24-50000-C,29204.07,sell,,,0.1,,,
102,261744422,2023-07-28 09:58:48,3,0.066,0.06812597,55.91,BTC-28JUN24-50000-C,29204.88,sell,,,0.1,,,
103,261744424,2023-07-28 09:58:49,3,0.066,0.06813722,55.91,BTC-28JUN24-50000-C,29205.85,sell,,,0.1,,,
104,261755943,2023-07-28 14:42:27,0,0.0695,0.06927597,56.4,BTC-28JUN24-50000-C,29455.77,sell,,,0.5,,,
105,261777431,2023-07-29 08:33:47,2,0.067,0.06694258,56.1,BTC-28JUN24-50000-C,29312.55,buy,,,0.1,,,
106,261777433,2023-07-29 08:33:47,3,0.067,0.06694258,56.1,BTC-28JUN24-50000-C,29312.55,buy,,,0.1,,,
107,261779441,2023-07-29 10:35:33,2,0.0665,0.06620874,56.03,BTC-28JUN24-50000-C,29293.01,buy,,,0.1,,,
108,261780609,2023-07-29 12:20:16,2,0.066,0.06627541,55.86,BTC-28JUN24-50000-C,29300.13,sell,,,0.2,,,
109,261780613,2023-07-29 12:20:32,3,0.066,0.06628543,55.85,BTC-28JUN24-50000-C,29302.11,sell,,,0.3,,,
110,261780629,2023-07-29 12:21:26,3,0.066,0.06627863,55.85,BTC-28JUN24-50000-C,29310.18,sell,,,0.5,,,
111,261780671,2023-07-29 12:22:42,3,0.066,0.06624002,55.85,BTC-28JUN24-50000-C,29312.52,sell,,,0.5,,,
112,261780672,2023-07-29 12:22:42,3,0.066,0.06624002,55.85,BTC-28JUN24-50000-C,29312.52,sell,,,0.2,,,
113,261780782,2023-07-29 12:30:39,0,0.0665,0.06581111,56.01,BTC-28JUN24-50000-C,29327.53,buy,,,0.1,,,
114,261781983,2023-07-29 13:22:11,2,0.0655,0.06552117,55.68,BTC-28JUN24-50000-C,29315.05,buy,,,0.1,,,
115,261781986,2023-07-29 13:22:11,3,0.0655,0.06552117,55.68,BTC-28JUN24-50000-C,29315.05,buy,,,0.1,,,
116,261781988,2023-07-29 13:22:12,3,0.0655,0.06552117,55.68,BTC-28JUN24-50000-C,29315.05,buy,,,0.1,,,
117,261782087,2023-07-29 13:31:45,2,0.065,0.06517228,55.52,BTC-28JUN24-50000-C,29315.03,sell,,,0.1,,,
118,261782088,2023-07-29 13:31:45,3,0.065,0.06517228,55.52,BTC-28JUN24-50000-C,29315.03,buy,,,0.1,,,
119,261782090,2023-07-29 13:31:45,3,0.065,0.06517228,55.52,BTC-28JUN24-50000-C,29315.03,buy,,,0.1,,,
120,261782096,2023-07-29 13:32:45,2,0.0645,0.06486759,55.35,BTC-28JUN24-50000-C,29313.33,buy,,,0.1,,,
121,261782098,2023-07-29 13:32:45,3,0.0645,0.06486331,55.35,BTC-28JUN24-50000-C,29313.33,buy,,,0.1,,,
122,261782361,2023-07-29 14:10:46,0,0.065,0.06489374,55.53,BTC-28JUN24-50000-C,29295.38,buy,,,4.0,,,
123,261782575,2023-07-29 14:48:03,2,0.064,0.06439617,55.21,BTC-28JUN24-50000-C,29300.76,buy,,,0.1,,,
124,261782759,2023-07-29 15:04:41,2,0.0635,0.06383635,55.05,BTC-28JUN24-50000-C,29294.53,sell,,,4.9,,,
125,261792641,2023-07-30 08:13:31,0,0.065,0.06456333,55.62,BTC-28JUN24-50000-C,29295.29,buy,,,4.0,,,
126,261804248,2023-07-30 16:30:08,2,0.064,0.06422942,55.09,BTC-28JUN24-50000-C,29366.92,sell,,,0.1,,,
127,261804528,2023-07-30 16:43:14,3,0.064,0.0636882,55.16,BTC-28JUN24-50000-C,29347.04,buy,,,2.9,,,
128,261825569,2023-07-31 02:28:07,0,0.0645,0.06408089,55.14,BTC-28JUN24-50000-C,29463.06,buy,,,0.1,,,
129,261827210,2023-07-31 04:07:16,1,0.0645,0.06397894,55.21,BTC-28JUN24-50000-C,29424.55,buy,,,0.1,,,
130,261830185,2023-07-31 06:27:13,1,0.0645,0.06418875,55.2,BTC-28JUN24-50000-C,29426.46,buy,,,2.8,,,
131,261835242,2023-07-31 09:55:25,0,0.066,0.06515922,55.81,BTC-28JUN24-50000-C,29359.16,buy,,,0.1,,,
132,261835243,2023-07-31 09:55:25,1,0.066,0.06515922,55.81,BTC-28JUN24-50000-C,29359.16,sell,,,0.3,,,
133,261838873,2023-07-31 12:36:48,2,0.065,0.06525166,55.39,BTC-28JUN24-50000-C,29433.61,sell,,,0.4,,,
134,261838874,2023-07-31 12:36:48,3,0.065,0.06525166,55.39,BTC-28JUN24-50000-C,29433.61,sell,,,0.1,,,
135,261841072,2023-07-31 13:37:53,2,0.064,0.06386244,55.14,BTC-28JUN24-50000-C,29406.26,sell,,,0.1,,,
136,261841073,2023-07-31 13:37:53,3,0.064,0.06386244,55.14,BTC-28JUN24-50000-C,29406.26,sell,,,0.1,,,
137,261841074,2023-07-31 13:37:53,3,0.064,0.06386244,55.14,BTC-28JUN24-50000-C,29406.26,sell,,,0.1,,,
138,261844226,2023-07-31 14:36:39,3,0.064,0.06435607,55.37,BTC-28JUN24-50000-C,29275.49,sell,,,0.1,,,
139,261844314,2023-07-31 14:38:03,3,0.064,0.06438783,55.35,BTC-28JUN24-50000-C,29304.11,sell,,,0.1,,,
140,261881116,2023-08-01 06:34:17,2,0.0635,0.0638362,56.05,BTC-28JUN24-50000-C,28943.94,sell,,,1.0,,,
141,261886468,2023-08-01 10:01:50,2,0.062,0.06277859,55.63,BTC-28JUN24-50000-C,28913.09,sell,,,0.1,,,
142,261886469,2023-08-01 10:01:50,3,0.062,0.06277859,55.63,BTC-28JUN24-50000-C,28913.09,sell,,,0.1,,,
143,261886470,2023-08-01 10:01:50,3,0.062,0.06277859,55.63,BTC-28JUN24-50000-C,28913.09,sell,,,0.1,,,
144,261895416,2023-08-01 15:03:37,2,0.061,0.06187139,55.4,BTC-28JUN24-50000-C,28781.9,sell,,,0.1,,,
145,261895417,2023-08-01 15:03:37,3,0.061,0.06187139,55.4,BTC-28JUN24-50000-C,28781.9,sell,,,1.0,,,
146,261945130,2023-08-02 00:44:10,0,0.067,0.06627244,55.36,BTC-28JUN24-50000-C,29723.71,buy,,,0.5,,,
147,261947510,2023-08-02 01:07:23,0,0.0675,0.06718807,55.25,BTC-28JUN24-50000-C,29874.78,buy,,,0.5,,,
148,261984530,2023-08-02 14:09:33,2,0.064,0.06513168,55.47,BTC-28JUN24-50000-C,29290.53,sell,,,1.0,,,
149,262065166,2023-08-03 20:05:02,0,0.065,0.06341854,55.8,BTC-28JUN24-50000-C,29291.39,buy,,,0.1,,,
150,262065701,2023-08-03 20:15:20,0,0.0655,0.06352011,55.97,BTC-28JUN24-50000-C,29293.81,buy,,,0.9,,,
151,262087805,2023-08-04 09:29:29,2,0.062,0.06253409,55.12,BTC-28JUN24-50000-C,29180.92,sell,,,5.1,,,
152,262108851,2023-08-04 18:45:33,2,0.0615,0.06153689,55.38,BTC-28JUN24-50000-C,28980.6,sell,,,0.5,,,
153,262130079,2023-08-05 09:56:46,2,0.06,0.06082413,54.87,BTC-28JUN24-50000-C,29027.21,sell,,,0.1,,,
154,262130081,2023-08-05 09:56:48,3,0.06,0.06082424,54.87,BTC-28JUN24-50000-C,29026.96,sell,,,0.1,,,
155,262130083,2023-08-05 09:56:48,3,0.06,0.06082424,54.87,BTC-28JUN24-50000-C,29026.96,sell,,,0.1,,,
156,262130085,2023-08-05 09:56:48,3,0.06,0.06082424,54.87,BTC-28JUN24-50000-C,29026.96,sell,,,0.1,,,
157,262130087,2023-08-05 09:56:48,3,0.06,0.06082424,54.87,BTC-28JUN24-50000-C,29026.96,sell,,,0.1,,,
158,262130089,2023-08-05 09:56:50,3,0.06,0.06082324,54.87,BTC-28JUN24-50000-C,29026.96,sell,,,0.1,,,
159,262130096,2023-08-05 09:56:50,3,0.06,0.06082324,54.87,BTC-28JUN24-50000-C,29026.96,sell,,,0.1,,,
160,262133371,2023-08-05 12:50:11,2,0.0595,0.0596772,54.88,BTC-28JUN24-50000-C,28960.91,sell,,,0.1,,,
161,262133963,2023-08-05 13:43:23,0,0.06,0.06025233,55.02,BTC-28JUN24-50000-C,28970.85,sell,,,0.1,,,
162,262143903,2023-08-06 05:54:20,0,0.0605,0.06005391,55.08,BTC-28JUN24-50000-C,29055.38,buy,,,0.4,,,
163,262147950,2023-08-06 09:12:20,2,0.059,0.06389136,54.58,BTC-28JUN24-50000-C,29056.65,sell,,,0.1,,,
164,262147951,2023-08-06 09:12:20,3,0.059,0.06389136,54.58,BTC-28JUN24-50000-C,29056.65,sell,,,0.1,,,
165,262150230,2023-08-06 12:54:59,2,0.058,0.05800504,54.39,BTC-28JUN24-50000-C,28998.88,sell,,,0.1,,,
166,262150234,2023-08-06 12:55:41,2,0.0575,0.05797663,54.22,BTC-28JUN24-50000-C,28999.99,sell,,,0.2,,,
167,262150235,2023-08-06 12:55:41,3,0.0575,0.05797663,54.22,BTC-28JUN24-50000-C,28999.99,sell,,,0.2,,,
168,262158371,2023-08-06 21:32:13,0,0.058,0.05726206,54.07,BTC-28JUN24-50000-C,29136.14,buy,,,2.0,,,
169,262177616,2023-08-07 10:54:10,1,0.058,0.0573632,54.25,BTC-28JUN24-50000-C,29066.15,buy,,,0.1,,,
170,262177621,2023-08-07 10:54:12,1,0.058,0.05733661,54.26,BTC-28JUN24-50000-C,29063.15,buy,,,1.5,,,
171,262181116,2023-08-07 13:14:01,1,0.058,0.05721977,54.42,BTC-28JUN24-50000-C,29006.2,buy,,,0.2,,,
172,262204611,2023-08-07 18:53:29,1,0.058,0.05755697,54.29,BTC-28JUN24-50000-C,29061.13,buy,,,10.0,,,
173,262204926,2023-08-07 19:11:23,1,0.058,0.05731907,54.29,BTC-28JUN24-50000-C,29069.52,buy,,,5.7,,,
174,262214641,2023-08-08 03:29:57,0,0.0585,0.0579086,54.27,BTC-28JUN24-50000-C,29163.63,buy,,,0.4,,,
175,262215121,2023-08-08 04:18:48,1,0.0585,0.05816088,54.28,BTC-28JUN24-50000-C,29155.2,buy,,,0.6,,,
176,262254134,2023-08-08 17:04:45,0,0.0608,0.06194464,53.89,BTC-28JUN24-50000-C,29681.28,sell,,88893,25.0,,,BTC-CS-28JUN24-40000_50000
177,262314185,2023-08-09 12:36:32,0,0.0645,0.06466439,54.72,BTC-28JUN24-50000-C,29900.31,sell,,,0.1,,,
178,262317500,2023-08-09 13:02:14,0,0.0665,0.06587481,55.06,BTC-28JUN24-50000-C,30038.15,buy,,,0.9,,,
179,262325691,2023-08-09 14:56:46,2,0.0655,0.06479345,55.35,BTC-28JUN24-50000-C,29765.31,buy,,,0.9,,,
180,262418621,2023-08-11 13:13:01,2,0.0595,0.0590219,54.29,BTC-28JUN24-50000-C,29421.56,buy,,,1.2,,,
181,262438609,2023-08-11 20:08:54,2,0.0575,0.05809527,53.75,BTC-28JUN24-50000-C,29372.88,sell,,,0.2,,,
182,262445545,2023-08-12 07:51:45,2,0.056,0.05753087,53.2,BTC-28JUN24-50000-C,29395.86,buy,,,2.0,,,
183,262447382,2023-08-12 10:15:26,2,0.0555,0.05760725,52.99,BTC-28JUN24-50000-C,29401.26,sell,,,0.1,,,
184,262447392,2023-08-12 10:15:33,3,0.0555,0.05760157,53.0,BTC-28JUN24-50000-C,29401.11,sell,,,0.1,,,
185,262450976,2023-08-12 15:39:28,3,0.0555,0.05737482,52.97,BTC-28JUN24-50000-C,29438.44,buy,,,0.1,,,
186,262450978,2023-08-12 15:39:30,3,0.0555,0.05737055,52.97,BTC-28JUN24-50000-C,29438.44,buy,,,0.1,,,
187,262451005,2023-08-12 15:42:14,2,0.055,0.05677476,52.8,BTC-28JUN24-50000-C,29438.83,sell,,,0.1,,,
188,262451006,2023-08-12 15:42:14,3,0.055,0.05677476,52.8,BTC-28JUN24-50000-C,29438.83,sell,,,6.7,,,
189,262473992,2023-08-14 00:00:11,0,0.0555,0.05552435,53.39,BTC-28JUN24-50000-C,29277.23,sell,,,0.5,,,
190,262497789,2023-08-14 11:38:25,2,0.0545,0.05448601,52.95,BTC-28JUN24-50000-C,29358.65,sell,,,0.1,,,
191,262498363,2023-08-14 12:23:36,2,0.054,0.05411118,52.82,BTC-28JUN24-50000-C,29336.82,sell,,,0.2,,,
192,262500883,2023-08-14 13:42:25,2,0.0535,0.05368907,52.69,BTC-28JUN24-50000-C,29315.73,sell,,,0.1,,,
193,262502863,2023-08-14 14:24:23,3,0.0535,0.05385164,52.5,BTC-28JUN24-50000-C,29394.85,sell,,,0.1,,,
194,262503990,2023-08-14 14:38:58,2,0.053,0.05318356,52.26,BTC-28JUN24-50000-C,29422.84,sell,,89703,12.5,,,BTC-CS-28JUN24-40000_50000
195,262506081,2023-08-14 14:44:40,0,0.0535,0.05362555,52.22,BTC-28JUN24-50000-C,29517.96,sell,,89708,12.5,,,BTC-CS-28JUN24-40000_50000
196,262524657,2023-08-14 17:59:53,0,0.055,0.05505413,52.83,BTC-28JUN24-50000-C,29458.05,sell,,,0.5,,,
197,262524711,2023-08-14 18:00:14,1,0.055,0.05500344,52.84,BTC-28JUN24-50000-C,29453.92,sell,,,0.5,,,
198,262525871,2023-08-14 18:03:42,2,0.0545,0.05446286,52.84,BTC-28JUN24-50000-C,29366.6,sell,,,0.6,,,
199,262526437,2023-08-14 18:06:56,3,0.0545,0.05437645,52.88,BTC-28JUN24-50000-C,29342.8,sell,,,0.4,,,
200,262528419,2023-08-14 18:13:49,2,0.054,0.05413193,52.82,BTC-28JUN24-50000-C,29301.02,sell,,,1.0,,,
201,262576159,2023-08-15 16:58:20,2,0.0525,0.05266522,52.5,BTC-28JUN24-50000-C,29254.15,sell,,,0.2,,,
202,262576160,2023-08-15 16:58:20,3,0.0525,0.05266522,52.5,BTC-28JUN24-50000-C,29254.15,sell,,,1.0,,,
203,262579316,2023-08-15 18:38:18,2,0.052,0.05218963,52.21,BTC-28JUN24-50000-C,29318.63,sell,,,0.1,,,
204,262588411,2023-08-15 20:24:42,2,0.0515,0.05155454,52.35,BTC-28JUN24-50000-C,29179.43,sell,,,0.2,,,
