trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_id,amount,liquidation,combo_trade_id,combo_id
516,265911817,2023-10-03 07:36:26,3,0.05,0.05036665,61.11,BTC-28JUN24-50000-C,27533.54,sell,,,5.0,,,
517,265914526,2023-10-03 08:12:39,0,0.0505,0.05082279,61.22,BTC-28JUN24-50000-C,27585.3,sell,,,1.5,,,
518,265916760,2023-10-03 09:34:37,2,0.05,0.05191512,61.07,BTC-28JUN24-50000-C,27562.09,sell,,,5.0,,,
519,265916761,2023-10-03 09:34:38,3,0.05,0.05190666,61.07,BTC-28JUN24-50000-C,27562.16,sell,,,4.5,,,
520,265932904,2023-10-03 14:20:07,2,0.0475,0.0478993,60.58,BTC-28JUN24-50000-C,27362.0,sell,,,0.1,,,
521,265939759,2023-10-03 15:08:10,0,0.0477,0.04810928,60.78,BTC-28JUN24-50000-C,27308.33,sell,,99205,12.5,,,BTC-CS-28JUN24-37000_50000
522,265952054,2023-10-03 17:57:56,2,0.0475,0.04819904,60.43,BTC-28JUN24-50000-C,27439.47,sell,,,0.1,,,
523,265952307,2023-10-03 18:03:47,3,0.0475,0.04820517,60.44,BTC-28JUN24-50000-C,27430.76,sell,,,1.0,,,
524,265964227,2023-10-03 20:06:12,3,0.0475,0.04775903,61.0,BTC-28JUN24-50000-C,27206.11,sell,,,0.1,,,
525,265964262,2023-10-03 20:06:13,3,0.0475,0.04775719,61.0,BTC-28JUN24-50000-C,27206.11,sell,,,0.1,,,
526,265997759,2023-10-04 09:09:15,0,0.048,0.04795601,60.5,BTC-28JUN24-50000-C,27532.88,sell,,99368,12.5,,,BTC-RR-28JUN24-24000_50000
527,266025992,2023-10-04 18:16:46,0,0.0485,0.04894502,60.56,BTC-28JUN24-50000-C,27581.77,buy,,,2.3,,,
528,266027140,2023-10-04 18:52:14,0,0.05,0.04909265,61.25,BTC-28JUN24-50000-C,27546.96,buy,,,2.8,,,
529,266027142,2023-10-04 18:52:21,1,0.05,0.04909554,61.25,BTC-28JUN24-50000-C,27547.4,buy,,,1.7,,,
530,266027205,2023-10-04 18:53:05,0,0.0505,0.04944111,61.43,BTC-28JUN24-50000-C,27556.0,buy,,,5.0,,,
531,266027206,2023-10-04 18:53:05,1,0.0505,0.04944111,61.43,BTC-28JUN24-50000-C,27556.0,buy,,,0.1,,,
532,266030234,2023-10-04 19:07:31,0,0.051,0.05103301,61.22,BTC-28JUN24-50000-C,27728.94,buy,,,0.6,,,
533,266030250,2023-10-04 19:07:41,2,0.0505,0.05106752,61.01,BTC-28JUN24-50000-C,27732.69,buy,,,1.2,,,
534,266037601,2023-10-04 20:21:02,2,0.05,0.04958232,60.94,BTC-28JUN24-50000-C,27689.01,buy,,,0.9,,,
535,266037602,2023-10-04 20:21:02,3,0.05,0.04958232,60.94,BTC-28JUN24-50000-C,27689.01,buy,,,0.2,,,
536,266037900,2023-10-04 20:25:24,0,0.051,0.05052268,61.36,BTC-28JUN24-50000-C,27677.44,sell,,,1.2,,,
537,266037958,2023-10-04 20:26:09,0,0.052,0.05085683,61.74,BTC-28JUN24-50000-C,27684.21,buy,,,2.5,,,
538,266037969,2023-10-04 20:26:18,1,0.052,0.05094378,61.73,BTC-28JUN24-50000-C,27688.04,buy,,,1.9,,,
539,266037979,2023-10-04 20:26:20,0,0.0525,0.05097388,61.93,BTC-28JUN24-50000-C,27688.33,buy,,,5.0,,,
540,266037980,2023-10-04 20:26:20,1,0.0525,0.05097388,61.93,BTC-28JUN24-50000-C,27688.33,buy,,,1.5,,,
541,266038020,2023-10-04 20:26:40,0,0.0535,0.0511743,62.31,BTC-28JUN24-50000-C,27691.65,buy,,,16.0,,,
542,266038021,2023-10-04 20:26:40,1,0.0535,0.0511743,62.31,BTC-28JUN24-50000-C,27691.65,buy,,,0.2,,,
543,266038068,2023-10-04 20:27:02,2,0.0525,0.05153572,61.89,BTC-28JUN24-50000-C,27702.39,sell,,,1.4,,,
544,266038098,2023-10-04 20:27:18,0,0.0535,0.0518344,62.29,BTC-28JUN24-50000-C,27699.8,buy,,,1.9,,,
545,266038101,2023-10-04 20:27:21,0,0.054,0.05191074,62.49,BTC-28JUN24-50000-C,27699.91,buy,,,5.0,,,
546,266038102,2023-10-04 20:27:21,1,0.054,0.05191074,62.49,BTC-28JUN24-50000-C,27699.91,buy,,,0.2,,,
547,266038103,2023-10-04 20:27:21,1,0.054,0.05191074,62.49,BTC-28JUN24-50000-C,27699.91,buy,,,1.2,,,
548,266039832,2023-10-04 21:11:20,2,0.0525,0.05289095,61.86,BTC-28JUN24-50000-C,27710.49,buy,,,1.1,,,
549,266048748,2023-10-05 01:34:03,2,0.0505,0.05069222,61.04,BTC-28JUN24-50000-C,27737.1,sell,,,0.1,,,
550,266050365,2023-10-05 02:34:30,2,0.05,0.05000421,60.96,BTC-28JUN24-50000-C,27684.25,sell,,,0.1,,,
551,266050383,2023-10-05 02:37:26,3,0.05,0.04993886,60.96,BTC-28JUN24-50000-C,27686.06,sell,,,0.1,,,
552,266051496,2023-10-05 03:46:23,0,0.0515,0.05253061,61.59,BTC-28JUN24-50000-C,27682.51,sell,,,1.1,,,
553,266051497,2023-10-05 03:46:23,2,0.051,0.05253061,61.39,BTC-28JUN24-50000-C,27682.51,sell,,,1.3,,,
554,266051498,2023-10-05 03:46:23,2,0.05,0.05253061,60.99,BTC-28JUN24-50000-C,27682.51,sell,,,1.3,,,
555,266051499,2023-10-05 03:46:23,3,0.05,0.05253061,60.99,BTC-28JUN24-50000-C,27682.51,buy,,,2.0,,,
556,266051540,2023-10-05 03:50:20,3,0.05,0.05027263,61.02,BTC-28JUN24-50000-C,27671.33,buy,,,4.2,,,
557,266058573,2023-10-05 08:13:02,2,0.0485,0.04844677,60.56,BTC-28JUN24-50000-C,27607.91,sell,,,0.1,,,
558,266058578,2023-10-05 08:13:07,3,0.0485,0.04848838,60.56,BTC-28JUN24-50000-C,27606.72,sell,,,0.1,,,
559,266058585,2023-10-05 08:13:21,3,0.0485,0.0485076,60.56,BTC-28JUN24-50000-C,27606.62,sell,,,0.1,,,
560,266058589,2023-10-05 08:13:35,3,0.0485,0.04852157,60.56,BTC-28JUN24-50000-C,27607.2,sell,,,0.1,,,
561,266058592,2023-10-05 08:13:44,3,0.0485,0.04852472,60.56,BTC-28JUN24-50000-C,27605.59,sell,,,0.1,,,
562,266058594,2023-10-05 08:13:48,3,0.0485,0.04852035,60.57,BTC-28JUN24-50000-C,27604.7,sell,,,1.2,,,
563,266058595,2023-10-05 08:13:49,3,0.0485,0.04852131,60.57,BTC-28JUN24-50000-C,27604.7,sell,,,0.1,,,
564,266058599,2023-10-05 08:13:58,3,0.0485,0.04853029,60.57,BTC-28JUN24-50000-C,27605.09,sell,,,0.1,,,
565,266068544,2023-10-05 13:15:20,0,0.05,0.05022663,60.6,BTC-28JUN24-50000-C,27882.61,buy,,,0.1,,,
566,266079473,2023-10-05 14:11:52,1,0.05,0.05018893,60.38,BTC-28JUN24-50000-C,27976.51,sell,,,1.1,,,
567,266105731,2023-10-05 16:12:07,2,0.0485,0.0484855,61.0,BTC-28JUN24-50000-C,27463.45,sell,,,1.2,,,
568,266119789,2023-10-05 19:46:36,0,0.049,0.04904385,61.2,BTC-28JUN24-50000-C,27470.18,sell,,,0.1,,,
569,266120379,2023-10-05 20:00:33,1,0.049,0.04919587,61.16,BTC-28JUN24-50000-C,27486.22,sell,,,0.1,,,
570,266120384,2023-10-05 20:00:34,1,0.049,0.04919609,61.15,BTC-28JUN24-50000-C,27487.98,sell,,,0.1,,,
571,266122089,2023-10-05 20:49:51,2,0.0485,0.04896857,61.06,BTC-28JUN24-50000-C,27444.31,sell,,,0.1,,,
572,266122090,2023-10-05 20:49:53,3,0.0485,0.04896804,61.06,BTC-28JUN24-50000-C,27443.99,sell,,,0.1,,,
573,266122091,2023-10-05 20:50:03,3,0.0485,0.04896697,61.06,BTC-28JUN24-50000-C,27444.09,sell,,,0.1,,,
574,266122092,2023-10-05 20:50:18,3,0.0485,0.04896627,61.06,BTC-28JUN24-50000-C,27444.21,sell,,,0.1,,,
575,266122097,2023-10-05 20:50:33,3,0.0485,0.04895128,61.06,BTC-28JUN24-50000-C,27441.58,sell,,,0.1,,,
576,266122103,2023-10-05 20:50:35,3,0.0485,0.0489434,61.06,BTC-28JUN24-50000-C,27440.31,sell,,,0.1,,,
577,266122104,2023-10-05 20:50:36,3,0.0485,0.04893608,61.07,BTC-28JUN24-50000-C,27439.0,sell,,,0.1,,,
578,266122105,2023-10-05 20:50:37,3,0.0485,0.04893512,61.07,BTC-28JUN24-50000-C,27438.8,sell,,,0.1,,,
579,266122107,2023-10-05 20:50:39,3,0.0485,0.04893478,61.07,BTC-28JUN24-50000-C,27438.8,sell,,,0.1,,,
580,266136155,2023-10-06 06:24:00,3,0.0485,0.04886799,60.98,BTC-28JUN24-50000-C,27509.35,sell,,,0.1,,,
581,266137702,2023-10-06 06:58:19,3,0.0485,0.04880676,61.0,BTC-28JUN24-50000-C,27500.34,sell,,,5.0,,,
582,266137703,2023-10-06 06:58:21,3,0.0485,0.04880698,61.0,BTC-28JUN24-50000-C,27500.49,sell,,,4.0,,,
583,266138611,2023-10-06 07:21:44,2,0.048,0.04858317,60.73,BTC-28JUN24-50000-C,27523.0,sell,,,5.0,,,
584,266139092,2023-10-06 07:26:07,2,0.0475,0.04837828,60.47,BTC-28JUN24-50000-C,27547.54,sell,,,13.6,,,
585,266143186,2023-10-06 08:06:09,0,0.048,0.04797675,60.49,BTC-28JUN24-50000-C,27631.37,buy,,,4.8,,,
586,266153294,2023-10-06 11:14:51,2,0.0475,0.04782907,60.19,BTC-28JUN24-50000-C,27682.54,sell,,,0.1,,,
587,266158794,2023-10-06 12:38:38,3,0.0475,0.047687,60.57,BTC-28JUN24-50000-C,27543.44,sell,,,0.1,,,
588,266158796,2023-10-06 12:38:41,3,0.0475,0.04763382,60.59,BTC-28JUN24-50000-C,27533.76,sell,,,0.1,,,
589,266159225,2023-10-06 12:43:52,3,0.0475,0.04784448,60.53,BTC-28JUN24-50000-C,27546.07,sell,,,0.1,,,
590,266160702,2023-10-06 12:54:07,3,0.0475,0.04739045,60.82,BTC-28JUN24-50000-C,27425.29,sell,,,0.7,,,
591,266160703,2023-10-06 12:54:08,3,0.0475,0.04737677,60.82,BTC-28JUN24-50000-C,27424.63,sell,,,0.1,,,
592,266160945,2023-10-06 12:55:50,3,0.0475,0.04753131,60.79,BTC-28JUN24-50000-C,27447.71,sell,,,0.1,,,
593,266160947,2023-10-06 12:55:51,3,0.0475,0.0475433,60.79,BTC-28JUN24-50000-C,27446.12,sell,,,0.1,,,
594,266160959,2023-10-06 12:55:59,3,0.0475,0.04749413,60.81,BTC-28JUN24-50000-C,27438.91,sell,,,0.1,,,
595,266160960,2023-10-06 12:56:00,3,0.0475,0.04749448,60.81,BTC-28JUN24-50000-C,27439.06,sell,,,0.1,,,
596,266160964,2023-10-06 12:56:01,3,0.0475,0.0474973,60.81,BTC-28JUN24-50000-C,27438.23,sell,,,0.1,,,
597,266160965,2023-10-06 12:56:02,3,0.0475,0.04749764,60.81,BTC-28JUN24-50000-C,27437.73,sell,,,0.1,,,
598,266161098,2023-10-06 12:56:56,3,0.0475,0.04740936,60.86,BTC-28JUN24-50000-C,27413.14,sell,,,0.1,,,
599,266161102,2023-10-06 12:56:57,3,0.0475,0.0474062,60.87,BTC-28JUN24-50000-C,27412.15,sell,,,0.1,,,
600,266161105,2023-10-06 12:56:58,3,0.0475,0.04740177,60.87,BTC-28JUN24-50000-C,27411.1,sell,,,0.1,,,
601,266161128,2023-10-06 12:57:11,3,0.0475,0.04737846,60.88,BTC-28JUN24-50000-C,27406.28,sell,,,2.9,,,
602,266166737,2023-10-06 13:13:20,2,0.047,0.04757344,60.73,BTC-28JUN24-50000-C,27390.65,sell,,,10.0,,,
603,266167823,2023-10-06 13:23:11,2,0.0465,0.04686534,60.49,BTC-28JUN24-50000-C,27390.32,buy,,,1.2,,,
604,266167824,2023-10-06 13:23:11,3,0.0465,0.04686534,60.49,BTC-28JUN24-50000-C,27390.32,buy,,,0.1,,,
605,266200411,2023-10-06 18:45:19,0,0.0491,0.04823028,60.32,BTC-28JUN24-50000-C,27921.61,buy,,99791,6.5,,,
606,266214660,2023-10-06 22:47:45,2,0.047,0.04735177,59.13,BTC-28JUN24-50000-C,28071.87,buy,,,1.3,,,
607,266275484,2023-10-08 22:05:37,0,0.051,0.0488038,61.38,BTC-28JUN24-50000-C,27918.05,buy,,,16.0,,,
608,266275485,2023-10-08 22:05:37,1,0.051,0.0488038,61.38,BTC-28JUN24-50000-C,27918.05,buy,,,0.1,,,
609,266275486,2023-10-08 22:05:37,0,0.052,0.0488038,61.78,BTC-28JUN24-50000-C,27918.05,buy,,,8.0,,,
610,266275487,2023-10-08 22:05:37,1,0.052,0.0488038,61.78,BTC-28JUN24-50000-C,27918.05,buy,,,19.0,,,
611,266282509,2023-10-09 01:35:44,2,0.0515,0.05006265,61.77,BTC-28JUN24-50000-C,27857.44,buy,,,4.2,,,
612,266282510,2023-10-09 01:35:44,0,0.052,0.05006265,61.97,BTC-28JUN24-50000-C,27857.44,buy,,,15.8,,,
613,266288355,2023-10-09 05:57:29,2,0.05,0.0507915,61.1,BTC-28JUN24-50000-C,27877.17,sell,,,6.0,,,
614,266288515,2023-10-09 06:06:50,2,0.0495,0.05032091,60.9,BTC-28JUN24-50000-C,27874.89,sell,,,5.0,,,
615,266306996,2023-10-09 10:16:02,2,0.0465,0.04677796,60.49,BTC-28JUN24-50000-C,27544.88,sell,,,0.1,,,
616,266306997,2023-10-09 10:16:02,3,0.0465,0.04677796,60.49,BTC-28JUN24-50000-C,27544.88,sell,,,1.7,,,
617,266307015,2023-10-09 10:16:10,3,0.0465,0.04677434,60.49,BTC-28JUN24-50000-C,27545.3,sell,,,0.1,,,
618,266307018,2023-10-09 10:16:14,3,0.0465,0.04677636,60.49,BTC-28JUN24-50000-C,27545.86,sell,,,0.1,,,
619,266307020,2023-10-09 10:16:17,3,0.0465,0.04677597,60.49,BTC-28JUN24-50000-C,27545.34,sell,,,0.1,,,
620,266307022,2023-10-09 10:16:18,3,0.0465,0.0467757,60.49,BTC-28JUN24-50000-C,27545.35,sell,,,0.1,,,
621,266307024,2023-10-09 10:16:20,3,0.0465,0.04677594,60.49,BTC-28JUN24-50000-C,27545.3,sell,,,0.1,,,
622,266307026,2023-10-09 10:16:22,3,0.0465,0.04677504,60.49,BTC-28JUN24-50000-C,27545.46,sell,,,0.1,,,
623,266307027,2023-10-09 10:16:23,3,0.0465,0.04677873,60.49,BTC-28JUN24-50000-C,27545.51,sell,,,0.1,,,
624,266308245,2023-10-09 10:22:21,0,0.048,0.04759654,61.22,BTC-28JUN24-50000-C,27510.33,sell,,,3.4,,,
625,266319062,2023-10-09 11:54:14,2,0.0465,0.04722688,60.75,BTC-28JUN24-50000-C,27462.55,buy,,,1.4,,,
626,266335229,2023-10-09 14:23:29,0,0.0467,0.04683693,60.6,BTC-28JUN24-50000-C,27565.83,sell,,100029,12.5,,,BTC-CS-28JUN24-50000_60000
627,266335245,2023-10-09 14:24:29,2,0.0466,0.04686968,60.54,BTC-28JUN24-50000-C,27572.98,sell,,100030,12.5,,,BTC-CS-28JUN24-50000_60000
628,266335519,2023-10-09 14:26:33,2,0.0465,0.04668207,60.57,BTC-28JUN24-50000-C,27544.28,sell,,100031,100.0,,,BTC-CBUT-28JUN24-50000_60000_70000
629,266336513,2023-10-09 14:44:03,2,0.046,0.04627086,60.45,BTC-28JUN24-50000-C,27501.08,sell,,,5.0,,,
630,266339564,2023-10-09 15:41:24,3,0.046,0.04625837,60.43,BTC-28JUN24-50000-C,27509.22,sell,,100042,12.5,,,BTC-CS-28JUN24-36000_50000
631,266339665,2023-10-09 15:42:04,3,0.046,0.04622686,60.44,BTC-28JUN24-50000-C,27502.78,sell,,,2.5,,,
632,266339683,2023-10-09 15:42:08,3,0.046,0.04622552,60.44,BTC-28JUN24-50000-C,27501.8,sell,,,2.5,,,
633,266339689,2023-10-09 15:42:15,3,0.046,0.04622982,60.44,BTC-28JUN24-50000-C,27502.53,sell,,,2.5,,,
634,266339770,2023-10-09 15:43:55,2,0.0452,0.04621784,60.11,BTC-28JUN24-50000-C,27501.88,sell,,100043,100.0,,,BTC-CS-28JUN24-45000_50000
635,266340363,2023-10-09 15:47:35,0,0.0455,0.04597829,60.35,BTC-28JUN24-50000-C,27456.6,sell,,100044,50.0,,,BTC-CBUT-28JUN24-50000_70000_90000
636,266340692,2023-10-09 15:52:44,0,0.046,0.04600223,60.61,BTC-28JUN24-50000-C,27442.68,sell,,,7.5,,,
637,266342873,2023-10-09 16:11:03,0,0.0465,0.04558599,60.68,BTC-28JUN24-50000-C,27493.41,sell,,100053,12.5,,,BTC-CS-28JUN24-50000_60000
638,266345409,2023-10-09 16:32:16,2,0.045,0.0450402,60.22,BTC-28JUN24-50000-C,27431.41,buy,,,0.6,,,
639,266347484,2023-10-09 16:43:22,3,0.045,0.04494222,60.38,BTC-28JUN24-50000-C,27367.45,buy,,,1.3,,,
640,266348806,2023-10-09 16:49:30,0,0.0455,0.04526165,60.61,BTC-28JUN24-50000-C,27353.29,sell,,,1.3,,,
641,266357121,2023-10-09 18:07:46,1,0.0455,0.04556572,59.89,BTC-28JUN24-50000-C,27652.61,sell,,,1.1,,,
642,266357135,2023-10-09 18:07:49,0,0.046,0.04556496,60.1,BTC-28JUN24-50000-C,27651.89,sell,,,2.3,,,
643,266357242,2023-10-09 18:09:30,1,0.046,0.04571653,60.13,BTC-28JUN24-50000-C,27640.04,buy,,,0.8,,,
644,266357340,2023-10-09 18:10:20,2,0.0455,0.0456856,59.93,BTC-28JUN24-50000-C,27633.53,buy,,,2.1,,,
645,266357341,2023-10-09 18:10:20,3,0.0455,0.0456856,59.93,BTC-28JUN24-50000-C,27633.53,buy,,,0.4,,,
646,266365394,2023-10-09 21:13:38,2,0.045,0.04556722,59.93,BTC-28JUN24-50000-C,27564.95,sell,,,0.1,,,
647,266365395,2023-10-09 21:13:39,3,0.045,0.04556683,59.93,BTC-28JUN24-50000-C,27564.95,sell,,,0.1,,,
648,266366776,2023-10-09 22:18:18,0,0.0455,0.04558908,60.07,BTC-28JUN24-50000-C,27588.44,sell,,,1.5,,,
649,266376386,2023-10-10 04:50:53,2,0.045,0.0457119,59.88,BTC-28JUN24-50000-C,27611.53,sell,,,5.0,,,
650,266405516,2023-10-10 15:13:11,0,0.0455,0.0452317,60.71,BTC-28JUN24-50000-C,27370.65,sell,,,1.2,,,
651,266424258,2023-10-10 20:49:05,1,0.0455,0.04533658,60.76,BTC-28JUN24-50000-C,27358.57,buy,,,1.1,,,
652,266424736,2023-10-10 21:04:50,0,0.0465,0.04628364,61.09,BTC-28JUN24-50000-C,27397.55,buy,,,0.9,,,
653,266450758,2023-10-11 05:23:38,2,0.045,0.04518058,61.4,BTC-28JUN24-50000-C,27070.42,sell,,,14.8,,,
654,266450759,2023-10-11 05:23:38,3,0.045,0.04518058,61.4,BTC-28JUN24-50000-C,27070.42,sell,,,4.2,,,
655,266451164,2023-10-11 05:29:46,3,0.045,0.04535953,61.32,BTC-28JUN24-50000-C,27108.11,sell,,,5.8,,,
656,266451165,2023-10-11 05:29:46,2,0.0445,0.04535953,61.11,BTC-28JUN24-50000-C,27108.11,buy,,,1.9,,,
657,266453835,2023-10-11 06:18:50,3,0.0445,0.0445512,61.14,BTC-28JUN24-50000-C,27106.91,buy,,,1.0,,,
658,266456686,2023-10-11 07:26:08,2,0.0435,0.04419974,60.83,BTC-28JUN24-50000-C,27046.56,sell,,,1.0,,,
659,266456722,2023-10-11 07:26:35,3,0.0435,0.04417598,60.84,BTC-28JUN24-50000-C,27043.58,sell,,,0.6,,,
660,266456723,2023-10-11 07:26:35,3,0.0435,0.04417598,60.84,BTC-28JUN24-50000-C,27043.58,sell,,,0.4,,,
661,266476121,2023-10-11 10:18:05,0,0.045,0.0444046,61.0,BTC-28JUN24-50000-C,27250.48,sell,,,2.0,,,
662,266476122,2023-10-11 10:18:05,1,0.045,0.0444046,61.0,BTC-28JUN24-50000-C,27250.48,sell,,,0.1,,,
663,266476320,2023-10-11 10:19:57,0,0.046,0.04546221,61.39,BTC-28JUN24-50000-C,27258.9,buy,,,0.9,,,
664,266483317,2023-10-11 12:34:45,2,0.044,0.04414358,60.88,BTC-28JUN24-50000-C,27136.95,sell,,,0.1,,,
665,266483319,2023-10-11 12:34:48,3,0.044,0.04414999,60.88,BTC-28JUN24-50000-C,27139.07,sell,,,0.1,,,
666,266483331,2023-10-11 12:34:52,3,0.044,0.04415787,60.87,BTC-28JUN24-50000-C,27140.19,sell,,,0.1,,,
667,266483443,2023-10-11 12:35:19,3,0.044,0.04413151,60.89,BTC-28JUN24-50000-C,27133.54,sell,,,0.1,,,
668,266483621,2023-10-11 12:36:11,3,0.044,0.04404092,60.93,BTC-28JUN24-50000-C,27118.01,sell,,,0.1,,,
669,266484332,2023-10-11 12:38:27,2,0.0435,0.04381639,60.82,BTC-28JUN24-50000-C,27071.45,sell,,,0.5,,,
670,266484751,2023-10-11 12:41:45,0,0.0445,0.04418467,61.18,BTC-28JUN24-50000-C,27105.83,sell,,,0.5,,,
671,266524617,2023-10-11 17:50:15,2,0.0435,0.04344359,62.17,BTC-28JUN24-50000-C,26552.29,sell,,,1.3,,,
672,266524654,2023-10-11 17:50:18,3,0.0435,0.04345948,62.16,BTC-28JUN24-50000-C,26555.81,buy,,,0.1,,,
673,266524665,2023-10-11 17:50:18,3,0.0435,0.0434709,62.16,BTC-28JUN24-50000-C,26555.81,buy,,,1.1,,,
674,266524709,2023-10-11 17:50:23,3,0.0435,0.04348088,62.15,BTC-28JUN24-50000-C,26558.32,buy,,,0.1,,,
675,266532172,2023-10-11 19:41:01,2,0.043,0.04338802,61.52,BTC-28JUN24-50000-C,26731.12,sell,,,19.9,,,
676,266534689,2023-10-11 20:16:45,3,0.043,0.04261611,61.54,BTC-28JUN24-50000-C,26720.64,buy,,,0.7,,,
677,266535258,2023-10-11 20:26:34,3,0.043,0.04273477,61.58,BTC-28JUN24-50000-C,26710.11,buy,,,1.0,,,
678,266535418,2023-10-11 20:29:52,3,0.043,0.0427386,61.6,BTC-28JUN24-50000-C,26701.26,buy,,,0.8,,,
679,266535439,2023-10-11 20:31:04,3,0.043,0.04277256,61.59,BTC-28JUN24-50000-C,26706.7,buy,,,0.2,,,
680,266535608,2023-10-11 20:36:27,3,0.043,0.04292449,61.58,BTC-28JUN24-50000-C,26707.95,buy,,,0.5,,,
681,266535609,2023-10-11 20:36:30,3,0.043,0.04292668,61.58,BTC-28JUN24-50000-C,26708.5,buy,,,0.5,,,
682,266535610,2023-10-11 20:36:32,3,0.043,0.04292752,61.58,BTC-28JUN24-50000-C,26708.65,buy,,,0.5,,,
683,266535611,2023-10-11 20:36:35,3,0.043,0.04292809,61.58,BTC-28JUN24-50000-C,26708.5,buy,,,0.5,,,
684,266535649,2023-10-11 20:38:26,3,0.043,0.04289344,61.6,BTC-28JUN24-50000-C,26704.58,buy,,,0.5,,,
685,266535651,2023-10-11 20:38:43,3,0.043,0.04289789,61.6,BTC-28JUN24-50000-C,26704.16,buy,,,0.4,,,
686,266535653,2023-10-11 20:38:50,3,0.043,0.04290288,61.6,BTC-28JUN24-50000-C,26703.72,buy,,,0.5,,,
687,266535654,2023-10-11 20:38:54,3,0.043,0.04290324,61.6,BTC-28JUN24-50000-C,26703.26,buy,,,0.5,,,
688,266535655,2023-10-11 20:38:56,3,0.043,0.04290313,61.6,BTC-28JUN24-50000-C,26703.31,buy,,,0.5,,,
689,266535656,2023-10-11 20:38:58,3,0.043,0.04290336,61.6,BTC-28JUN24-50000-C,26703.55,buy,,,0.5,,,
690,266535658,2023-10-11 20:39:00,3,0.043,0.04290469,61.6,BTC-28JUN24-50000-C,26703.52,buy,,,1.6,,,
691,266535661,2023-10-11 20:39:10,3,0.043,0.04290241,61.6,BTC-28JUN24-50000-C,26703.37,buy,,,0.5,,,
692,266535662,2023-10-11 20:39:10,3,0.043,0.04290241,61.6,BTC-28JUN24-50000-C,26703.37,buy,,,1.3,,,
693,266535853,2023-10-11 20:46:36,3,0.043,0.04295329,61.62,BTC-28JUN24-50000-C,26696.53,buy,,,0.5,,,
694,266535859,2023-10-11 20:47:12,3,0.043,0.04295577,61.63,BTC-28JUN24-50000-C,26694.98,buy,,,0.5,,,
695,266535860,2023-10-11 20:47:14,3,0.043,0.0429599,61.62,BTC-28JUN24-50000-C,26695.62,buy,,,0.5,,,
696,266535861,2023-10-11 20:47:16,3,0.043,0.0429606,61.62,BTC-28JUN24-50000-C,26695.62,buy,,,0.5,,,
697,266535862,2023-10-11 20:47:18,3,0.043,0.04296114,61.63,BTC-28JUN24-50000-C,26695.62,buy,,,0.5,,,
698,266535863,2023-10-11 20:47:20,3,0.043,0.04296205,61.63,BTC-28JUN24-50000-C,26695.57,buy,,,0.5,,,
699,266535866,2023-10-11 20:47:22,3,0.043,0.04296132,61.62,BTC-28JUN24-50000-C,26695.67,buy,,,0.5,,,
700,266535867,2023-10-11 20:47:24,3,0.043,0.04296202,61.62,BTC-28JUN24-50000-C,26695.92,buy,,,0.5,,,
701,266535868,2023-10-11 20:47:27,3,0.043,0.04296565,61.62,BTC-28JUN24-50000-C,26696.05,buy,,,0.5,,,
702,266535869,2023-10-11 20:47:29,3,0.043,0.04296687,61.62,BTC-28JUN24-50000-C,26696.1,buy,,,0.5,,,
703,266535870,2023-10-11 20:47:31,3,0.043,0.04296802,61.62,BTC-28JUN24-50000-C,26696.01,buy,,,0.5,,,
704,266535871,2023-10-11 20:47:33,3,0.043,0.0429673,61.62,BTC-28JUN24-50000-C,26695.99,buy,,,0.5,,,
705,266535872,2023-10-11 20:47:35,3,0.043,0.0429677,61.62,BTC-28JUN24-50000-C,26697.29,buy,,,0.5,,,
706,266535873,2023-10-11 20:47:37,3,0.043,0.04297477,61.62,BTC-28JUN24-50000-C,26696.9,buy,,,0.5,,,
707,266535874,2023-10-11 20:47:39,3,0.043,0.04297363,61.62,BTC-28JUN24-50000-C,26697.0,buy,,,0.5,,,
708,266535875,2023-10-11 20:47:41,3,0.043,0.04297407,61.62,BTC-28JUN24-50000-C,26697.0,buy,,,0.5,,,
709,266535876,2023-10-11 20:47:43,3,0.043,0.04297429,61.62,BTC-28JUN24-50000-C,26697.11,buy,,,0.5,,,
710,266535877,2023-10-11 20:47:44,3,0.043,0.04297462,61.62,BTC-28JUN24-50000-C,26697.13,buy,,,0.5,,,
711,266536541,2023-10-11 21:18:31,3,0.043,0.04272442,61.57,BTC-28JUN24-50000-C,26724.21,buy,,,0.5,,,
712,266536542,2023-10-11 21:18:31,3,0.043,0.04272442,61.57,BTC-28JUN24-50000-C,26724.21,buy,,,0.2,,,
713,266543201,2023-10-12 00:43:59,3,0.043,0.0427533,61.39,BTC-28JUN24-50000-C,26797.96,buy,,,1.3,,,
714,266543622,2023-10-12 01:06:27,0,0.0435,0.04320382,61.66,BTC-28JUN24-50000-C,26786.91,buy,,,0.9,,,
715,266551955,2023-10-12 06:19:04,0,0.044,0.0438737,61.73,BTC-28JUN24-50000-C,26855.46,buy,,,0.1,,,
716,266554563,2023-10-12 07:39:08,2,0.043,0.04304269,61.37,BTC-28JUN24-50000-C,26822.23,buy,,,1.6,,,
717,266557194,2023-10-12 08:39:33,2,0.0425,0.04260199,61.22,BTC-28JUN24-50000-C,26802.16,sell,,,0.1,,,
718,266567623,2023-10-12 12:37:44,3,0.0425,0.04244452,61.24,BTC-28JUN24-50000-C,26789.84,sell,,,1.3,,,
