trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,combo_id,block_trade_id,liquidation,combo_trade_id
2977,241919683,2023-02-16 18:38:32,1,0.022,0.0219591,58.07,BTC-31MAR23-30000-C,24977.27,buy,0.1,,,,
2978,241920565,2023-02-16 18:43:12,2,0.0215,0.02186682,57.51,BTC-31MAR23-30000-C,24985.21,sell,1.0,,,,
2979,241928542,2023-02-16 19:44:33,2,0.0205,0.02061026,57.47,BTC-31MAR23-30000-C,24871.7,buy,1.5,,,,
2980,241929134,2023-02-16 19:51:43,3,0.0205,0.02080732,57.36,BTC-31MAR23-30000-C,24890.7,sell,4.0,,,,
2981,241929135,2023-02-16 19:51:43,3,0.0205,0.02080732,57.36,BTC-31MAR23-30000-C,24890.7,buy,1.2,,,,
2982,241929136,2023-02-16 19:51:43,3,0.0205,0.02080732,57.36,BTC-31MAR23-30000-C,24890.7,buy,1.0,,,,
2983,241929137,2023-02-16 19:51:43,3,0.0205,0.02080732,57.36,BTC-31MAR23-30000-C,24890.7,buy,1.6,,,,
2984,241929496,2023-02-16 19:54:02,3,0.0205,0.02071765,57.43,BTC-31MAR23-30000-C,24884.18,sell,1.3,,,,
2985,241929497,2023-02-16 19:54:02,3,0.0205,0.02071765,57.43,BTC-31MAR23-30000-C,24884.18,sell,0.9,,,,
2986,241931424,2023-02-16 20:07:13,2,0.02,0.02013089,57.51,BTC-31MAR23-30000-C,24806.51,sell,0.6,,,,
2987,241932193,2023-02-16 20:16:08,3,0.02,0.01992837,57.85,BTC-31MAR23-30000-C,24753.97,sell,0.1,,,,
2988,241932197,2023-02-16 20:16:08,3,0.02,0.01992837,57.85,BTC-31MAR23-30000-C,24753.97,sell,0.1,,,,
2989,241932232,2023-02-16 20:16:09,3,0.02,0.01990481,57.92,BTC-31MAR23-30000-C,24745.61,sell,4.8,,,,
2990,241932257,2023-02-16 20:16:09,3,0.02,0.01990481,57.92,BTC-31MAR23-30000-C,24745.61,sell,13.0,,,,
2991,241937123,2023-02-16 20:31:08,2,0.0185,0.01866539,58.28,BTC-31MAR23-30000-C,24501.0,sell,1.0,,,,
2992,241942627,2023-02-16 21:15:43,3,0.0185,0.01901545,57.89,BTC-31MAR23-30000-C,24549.6,sell,10.0,,,,
2993,241943049,2023-02-16 21:22:54,2,0.018,0.01835163,57.93,BTC-31MAR23-30000-C,24471.65,sell,0.4,,,,
2994,241944501,2023-02-16 21:31:38,2,0.0175,0.01770056,57.8,BTC-31MAR23-30000-C,24420.97,sell,3.0,,,,
2995,241947802,2023-02-16 22:00:14,0,0.018,0.01806509,57.5,BTC-31MAR23-30000-C,24534.4,sell,1.0,,,,
2996,241948298,2023-02-16 22:04:34,1,0.018,0.01809996,57.42,BTC-31MAR23-30000-C,24544.27,sell,3.2,,,,
2997,241959554,2023-02-16 22:55:48,2,0.0155,0.0157973,58.03,BTC-31MAR23-30000-C,24100.62,sell,1.0,,,,
2998,241989074,2023-02-17 01:11:37,2,0.0143,0.01409276,59.01,BTC-31MAR23-30000-C,23751.77,buy,25.0,,65230,,
2999,241995438,2023-02-17 02:40:38,0,0.0145,0.01401872,58.74,BTC-31MAR23-30000-C,23841.31,buy,25.0,,65234,,
3000,242013220,2023-02-17 07:37:19,2,0.013,0.01318177,57.67,BTC-31MAR23-30000-C,23745.58,sell,1.8,,,,
3001,242026408,2023-02-17 08:42:15,2,0.012,0.01221174,57.06,BTC-31MAR23-30000-C,23645.51,buy,7.8,,,,
3002,242026677,2023-02-17 08:45:09,3,0.012,0.01224347,56.91,BTC-31MAR23-30000-C,23661.39,buy,7.8,,,,
3003,242032564,2023-02-17 10:09:17,0,0.0125,0.01227831,57.41,BTC-31MAR23-30000-C,23700.01,buy,0.1,,,,
3004,242032565,2023-02-17 10:09:18,1,0.0125,0.01227831,57.41,BTC-31MAR23-30000-C,23700.01,buy,0.1,,,,
3005,242036092,2023-02-17 11:56:20,1,0.0125,0.01254486,56.84,BTC-31MAR23-30000-C,23783.6,buy,7.7,,,,
3006,242038920,2023-02-17 13:08:41,1,0.0125,0.01270002,56.31,BTC-31MAR23-30000-C,23865.38,sell,0.1,,,,
3007,242041769,2023-02-17 13:52:42,2,0.012,0.01230237,56.38,BTC-31MAR23-30000-C,23762.38,buy,0.1,BTC-CS-31MAR23-26000_30000,,,242041767
3008,242044081,2023-02-17 14:28:15,0,0.013,0.01278326,56.72,BTC-31MAR23-30000-C,23908.8,buy,3.9,,,,
3009,242044082,2023-02-17 14:28:15,1,0.013,0.01278326,56.72,BTC-31MAR23-30000-C,23908.8,buy,1.1,,,,
3010,242045778,2023-02-17 14:35:05,0,0.0135,0.01378844,55.87,BTC-31MAR23-30000-C,24111.48,buy,1.0,,,,
3011,242049171,2023-02-17 14:41:42,1,0.0135,0.01371166,55.62,BTC-31MAR23-30000-C,24142.37,sell,2.9,,,,
3012,242049172,2023-02-17 14:41:42,1,0.0135,0.01371166,55.62,BTC-31MAR23-30000-C,24142.37,sell,2.1,,,,
3013,242049178,2023-02-17 14:41:45,1,0.0135,0.01378165,55.57,BTC-31MAR23-30000-C,24148.81,sell,4.0,,,,
3014,242049179,2023-02-17 14:41:45,1,0.0135,0.01378165,55.57,BTC-31MAR23-30000-C,24148.81,sell,1.0,,,,
3015,242049352,2023-02-17 14:42:34,0,0.014,0.01388179,56.06,BTC-31MAR23-30000-C,24174.59,buy,1.0,,,,
3016,242063687,2023-02-17 15:22:38,0,0.016,0.01576337,58.92,BTC-31MAR23-30000-C,24103.07,buy,0.1,,,,
3017,242065395,2023-02-17 15:33:02,0,0.017,0.01682743,59.99,BTC-31MAR23-30000-C,24112.52,buy,2.3,,,,
3018,242065396,2023-02-17 15:33:02,1,0.017,0.01682743,59.99,BTC-31MAR23-30000-C,24112.52,buy,4.0,,,,
3019,242065397,2023-02-17 15:33:02,1,0.017,0.01682743,59.99,BTC-31MAR23-30000-C,24112.52,buy,0.5,,,,
3020,242065398,2023-02-17 15:33:03,1,0.017,0.01682743,59.99,BTC-31MAR23-30000-C,24112.52,buy,1.5,,,,
3021,242065399,2023-02-17 15:33:03,1,0.017,0.01681881,59.96,BTC-31MAR23-30000-C,24116.57,buy,21.0,,,,
3022,242065400,2023-02-17 15:33:03,1,0.017,0.01681881,59.96,BTC-31MAR23-30000-C,24116.57,buy,0.7,,,,
3023,242066974,2023-02-17 15:38:56,2,0.016,0.01642819,59.2,BTC-31MAR23-30000-C,24062.9,sell,0.1,,,,
3024,242066975,2023-02-17 15:38:56,3,0.016,0.01642819,59.2,BTC-31MAR23-30000-C,24062.9,sell,0.1,,,,
3025,242068065,2023-02-17 15:41:08,0,0.017,0.01724184,59.32,BTC-31MAR23-30000-C,24200.12,buy,1.0,,,,
3026,242068118,2023-02-17 15:41:12,1,0.017,0.01723926,59.3,BTC-31MAR23-30000-C,24202.19,buy,1.0,,,,
3027,242069300,2023-02-17 15:43:57,1,0.017,0.01716517,59.27,BTC-31MAR23-30000-C,24202.11,sell,0.1,,,,
3028,242070146,2023-02-17 15:49:41,2,0.0165,0.01653082,59.22,BTC-31MAR23-30000-C,24137.94,sell,0.1,,,,
3029,242078549,2023-02-17 16:34:50,3,0.0165,0.01591967,60.71,BTC-31MAR23-30000-C,23955.09,buy,0.2,,,,
3030,242078906,2023-02-17 16:37:11,0,0.017,0.01644322,60.7,BTC-31MAR23-30000-C,24038.65,buy,4.0,,,,
3031,242078907,2023-02-17 16:37:11,1,0.017,0.01644322,60.7,BTC-31MAR23-30000-C,24038.65,buy,1.0,,,,
3032,242079225,2023-02-17 16:40:26,1,0.017,0.01677401,60.38,BTC-31MAR23-30000-C,24075.6,buy,6.5,,,,
3033,242085535,2023-02-17 17:17:21,0,0.02,0.01933469,61.73,BTC-31MAR23-30000-C,24326.62,buy,4.8,,,,
3034,242085536,2023-02-17 17:17:21,1,0.02,0.01933469,61.73,BTC-31MAR23-30000-C,24326.62,buy,0.2,,,,
3035,242086320,2023-02-17 17:21:26,0,0.0205,0.0202172,61.57,BTC-31MAR23-30000-C,24418.63,buy,0.1,,,,
3036,242086913,2023-02-17 17:25:32,1,0.0205,0.02030695,61.51,BTC-31MAR23-30000-C,24425.06,buy,3.0,,,,
3037,242086933,2023-02-17 17:25:35,1,0.0205,0.02033104,61.49,BTC-31MAR23-30000-C,24428.63,buy,0.1,,,,
3038,242088509,2023-02-17 17:32:47,1,0.0205,0.02068154,61.14,BTC-31MAR23-30000-C,24463.06,buy,0.8,,,,
3039,242088510,2023-02-17 17:32:47,1,0.0205,0.02068154,61.14,BTC-31MAR23-30000-C,24463.06,buy,0.3,,,,
3040,242090024,2023-02-17 17:37:32,1,0.0205,0.0203805,61.52,BTC-31MAR23-30000-C,24423.35,sell,0.1,,,,
3041,242090025,2023-02-17 17:37:32,1,0.0205,0.0203805,61.52,BTC-31MAR23-30000-C,24423.35,sell,0.1,,,,
3042,242090426,2023-02-17 17:41:25,0,0.021,0.02056752,61.99,BTC-31MAR23-30000-C,24429.51,sell,1.0,,,,
3043,242090427,2023-02-17 17:41:27,1,0.021,0.0205614,61.99,BTC-31MAR23-30000-C,24427.74,sell,1.5,,,,
3044,242090468,2023-02-17 17:41:39,2,0.0205,0.02053883,61.53,BTC-31MAR23-30000-C,24418.61,sell,8.7,,,,
3045,242090469,2023-02-17 17:41:39,3,0.0205,0.02053883,61.53,BTC-31MAR23-30000-C,24418.61,sell,3.5,,,,
3046,242090470,2023-02-17 17:41:39,3,0.0205,0.02053883,61.53,BTC-31MAR23-30000-C,24418.61,sell,1.7,,,,
3047,242090471,2023-02-17 17:41:39,3,0.0205,0.02053883,61.53,BTC-31MAR23-30000-C,24418.61,sell,4.0,,,,
3048,242090472,2023-02-17 17:41:39,3,0.0205,0.02053883,61.53,BTC-31MAR23-30000-C,24418.61,buy,20.0,,,,
3049,242090473,2023-02-17 17:41:39,3,0.0205,0.02053883,61.53,BTC-31MAR23-30000-C,24418.61,buy,34.7,,,,
3050,242090474,2023-02-17 17:41:39,3,0.0205,0.02055962,61.5,BTC-31MAR23-30000-C,24421.28,buy,20.0,,,,
3051,242090475,2023-02-17 17:41:40,3,0.0205,0.02055962,61.5,BTC-31MAR23-30000-C,24421.28,buy,2.1,,,,
3052,242090484,2023-02-17 17:41:48,3,0.0205,0.02051704,61.54,BTC-31MAR23-30000-C,24416.08,buy,5.3,,,,
3053,242090832,2023-02-17 17:45:58,3,0.0205,0.02065038,61.39,BTC-31MAR23-30000-C,24436.59,sell,0.5,,,,
3054,242091977,2023-02-17 17:52:08,0,0.0215,0.02054802,63.2,BTC-31MAR23-30000-C,24345.59,buy,2.8,,,,
3055,242091978,2023-02-17 17:52:08,1,0.0215,0.02054802,63.2,BTC-31MAR23-30000-C,24345.59,buy,4.6,,,,
3056,242091979,2023-02-17 17:52:08,1,0.0215,0.02054802,63.2,BTC-31MAR23-30000-C,24345.59,buy,2.4,,,,
3057,242091983,2023-02-17 17:52:08,1,0.0215,0.02054802,63.2,BTC-31MAR23-30000-C,24345.59,buy,3.4,,,,
3058,242095147,2023-02-17 18:19:07,0,0.022,0.02198266,63.39,BTC-31MAR23-30000-C,24391.32,buy,0.1,,,,
3059,242103072,2023-02-17 19:30:52,2,0.0205,0.02053709,61.75,BTC-31MAR23-30000-C,24410.95,buy,5.0,,,,
3060,242107487,2023-02-17 20:04:29,0,0.0225,0.02261165,62.3,BTC-31MAR23-30000-C,24602.47,buy,0.1,,,,
3061,242110332,2023-02-17 20:08:43,0,0.0245,0.02456873,62.28,BTC-31MAR23-30000-C,24849.95,buy,0.5,,,,
3062,242115484,2023-02-17 20:25:53,0,0.0255,0.02597815,62.12,BTC-31MAR23-30000-C,24993.73,buy,25.0,,65380,,
3063,242123066,2023-02-17 21:29:49,2,0.023,0.02228531,62.09,BTC-31MAR23-30000-C,24687.08,buy,0.1,,,,
3064,242124237,2023-02-17 21:46:59,2,0.022,0.02199606,61.14,BTC-31MAR23-30000-C,24676.56,buy,3.3,,,,
3065,242139492,2023-02-17 23:07:36,0,0.0225,0.02266672,61.82,BTC-31MAR23-30000-C,24660.57,sell,0.1,,,,
3066,242145264,2023-02-18 00:19:14,2,0.022,0.02243998,60.81,BTC-31MAR23-30000-C,24723.07,buy,0.4,,,,
3067,242145265,2023-02-18 00:19:14,3,0.022,0.02243998,60.81,BTC-31MAR23-30000-C,24723.07,buy,0.1,,,,
3068,242145266,2023-02-18 00:19:14,3,0.022,0.02243998,60.81,BTC-31MAR23-30000-C,24723.07,buy,0.2,,,,
3069,242145267,2023-02-18 00:19:14,3,0.022,0.02243998,60.81,BTC-31MAR23-30000-C,24723.07,buy,0.2,,,,
3070,242145268,2023-02-18 00:19:14,3,0.022,0.02243998,60.81,BTC-31MAR23-30000-C,24723.07,buy,0.1,,,,
3071,242145269,2023-02-18 00:19:14,3,0.022,0.02243998,60.81,BTC-31MAR23-30000-C,24723.07,buy,0.2,,,,
3072,242148880,2023-02-18 01:22:11,2,0.021,0.02134449,60.74,BTC-31MAR23-30000-C,24610.17,buy,3.8,,,,
3073,242148881,2023-02-18 01:22:11,3,0.021,0.02134449,60.74,BTC-31MAR23-30000-C,24610.17,buy,2.1,,,,
3074,242148961,2023-02-18 01:25:17,3,0.021,0.02129353,60.59,BTC-31MAR23-30000-C,24634.36,buy,4.1,,,,
3075,242157876,2023-02-18 06:01:32,0,0.0215,0.02124959,61.15,BTC-31MAR23-30000-C,24642.17,buy,2.3,,,,
3076,242157877,2023-02-18 06:01:32,1,0.0215,0.02124959,61.15,BTC-31MAR23-30000-C,24642.17,buy,0.9,,,,
3077,242157878,2023-02-18 06:01:32,1,0.0215,0.02124959,61.15,BTC-31MAR23-30000-C,24642.17,buy,6.8,,,,
3078,242165980,2023-02-18 08:02:54,2,0.0205,0.02074956,61.1,BTC-31MAR23-30000-C,24519.7,sell,0.1,,,,
3079,242165984,2023-02-18 08:02:56,3,0.0205,0.02074567,61.1,BTC-31MAR23-30000-C,24519.39,sell,0.1,,,,
3080,242177962,2023-02-18 12:36:56,3,0.0205,0.02071107,60.55,BTC-31MAR23-30000-C,24600.57,sell,2.0,,,,
3081,242177973,2023-02-18 12:37:13,3,0.0205,0.02069519,60.57,BTC-31MAR23-30000-C,24595.95,buy,2.0,,,,
3082,242177976,2023-02-18 12:37:15,3,0.0205,0.02069552,60.58,BTC-31MAR23-30000-C,24594.98,buy,2.0,,,,
3083,242178186,2023-02-18 12:48:15,3,0.0205,0.02047261,60.51,BTC-31MAR23-30000-C,24602.75,buy,2.0,,,,
3084,242182761,2023-02-18 14:46:14,3,0.0205,0.02032329,60.6,BTC-31MAR23-30000-C,24601.41,buy,0.5,,,,
3085,242182762,2023-02-18 14:46:15,3,0.0205,0.02032329,60.58,BTC-31MAR23-30000-C,24603.42,buy,0.1,,,,
3086,242182773,2023-02-18 14:46:16,3,0.0205,0.02037986,60.54,BTC-31MAR23-30000-C,24608.66,buy,0.4,,,,
3087,242182774,2023-02-18 14:46:16,3,0.0205,0.02037986,60.54,BTC-31MAR23-30000-C,24608.66,buy,0.4,,,,
3088,242182962,2023-02-18 14:48:41,3,0.0205,0.02046668,60.46,BTC-31MAR23-30000-C,24616.06,buy,0.6,,,,
3089,242182963,2023-02-18 14:48:41,3,0.0205,0.02046668,60.46,BTC-31MAR23-30000-C,24616.06,buy,0.4,,,,
3090,242183375,2023-02-18 14:53:28,3,0.0205,0.02066508,60.25,BTC-31MAR23-30000-C,24643.43,buy,0.1,,,,
3091,242183784,2023-02-18 14:55:38,3,0.0205,0.02098377,59.91,BTC-31MAR23-30000-C,24688.68,sell,1.0,,,,
3092,242183934,2023-02-18 14:56:41,0,0.021,0.020935,60.44,BTC-31MAR23-30000-C,24693.8,buy,0.1,,,,
3093,242183935,2023-02-18 14:56:41,1,0.021,0.020935,60.44,BTC-31MAR23-30000-C,24693.8,buy,0.2,,,,
3094,242183936,2023-02-18 14:56:41,1,0.021,0.020935,60.44,BTC-31MAR23-30000-C,24693.8,buy,2.0,,,,
3095,242187514,2023-02-18 16:07:17,0,0.0215,0.02101698,61.12,BTC-31MAR23-30000-C,24677.94,buy,0.5,,,,
3096,242187873,2023-02-18 16:15:27,2,0.0205,0.02111091,59.95,BTC-31MAR23-30000-C,24690.58,sell,28.0,,,,
3097,242187874,2023-02-18 16:15:27,3,0.0205,0.02111091,59.95,BTC-31MAR23-30000-C,24690.58,sell,5.0,,,,
3098,242187875,2023-02-18 16:15:27,3,0.0205,0.02111091,59.95,BTC-31MAR23-30000-C,24690.58,sell,0.6,,,,
3099,242187876,2023-02-18 16:15:27,3,0.0205,0.02111091,59.95,BTC-31MAR23-30000-C,24690.58,sell,0.1,,,,
3100,242187877,2023-02-18 16:15:27,3,0.0205,0.02111091,59.95,BTC-31MAR23-30000-C,24690.58,sell,16.0,,,,
3101,242187878,2023-02-18 16:15:27,3,0.0205,0.02111091,59.95,BTC-31MAR23-30000-C,24690.58,sell,0.3,,,,
3102,242189642,2023-02-18 17:24:29,3,0.0205,0.02059928,60.03,BTC-31MAR23-30000-C,24676.48,sell,0.1,,,,
3103,242190767,2023-02-18 17:51:26,2,0.02,0.02046213,59.85,BTC-31MAR23-30000-C,24631.72,sell,1.0,,,,
3104,242198622,2023-02-18 20:07:09,3,0.02,0.01971984,60.38,BTC-31MAR23-30000-C,24577.72,sell,0.1,,,,
3105,242198623,2023-02-18 20:07:09,3,0.02,0.01971984,60.38,BTC-31MAR23-30000-C,24577.72,sell,0.4,,,,
3106,242199941,2023-02-18 20:34:15,3,0.02,0.01984788,60.33,BTC-31MAR23-30000-C,24587.83,sell,0.5,,,,
3107,242208867,2023-02-19 03:36:12,2,0.0195,0.01975916,59.18,BTC-31MAR23-30000-C,24694.87,sell,4.1,,,,
3108,242209193,2023-02-19 04:04:19,3,0.0195,0.01975141,59.25,BTC-31MAR23-30000-C,24683.75,sell,2.0,,,,
3109,242216695,2023-02-19 06:31:33,3,0.0195,0.01939092,59.52,BTC-31MAR23-30000-C,24651.45,sell,0.3,,,,
3110,242217482,2023-02-19 06:46:18,3,0.0195,0.01956055,59.47,BTC-31MAR23-30000-C,24658.98,sell,3.6,,,,
3111,242222638,2023-02-19 07:55:59,2,0.0185,0.01851281,59.03,BTC-31MAR23-30000-C,24591.73,sell,0.2,,,,
3112,242230162,2023-02-19 11:26:43,0,0.0195,0.01914714,59.46,BTC-31MAR23-30000-C,24686.16,buy,0.9,,,,
3113,242230163,2023-02-19 11:26:43,1,0.0195,0.01914714,59.46,BTC-31MAR23-30000-C,24686.16,buy,12.0,,,,
3114,242231974,2023-02-19 12:24:39,0,0.02,0.01995899,59.84,BTC-31MAR23-30000-C,24705.34,buy,0.5,,,,
3115,242232712,2023-02-19 13:03:15,1,0.02,0.01989689,59.87,BTC-31MAR23-30000-C,24703.62,buy,0.5,,,,
3116,242233231,2023-02-19 13:27:27,0,0.021,0.02057683,61.07,BTC-31MAR23-30000-C,24687.97,buy,6.8,,,,
3117,242233693,2023-02-19 13:37:21,0,0.0215,0.02111666,61.57,BTC-31MAR23-30000-C,24693.25,sell,1.0,,,,
3118,242239437,2023-02-19 15:22:12,0,0.0225,0.02289978,60.14,BTC-31MAR23-30000-C,24988.86,sell,1.0,,,,
3119,242239441,2023-02-19 15:22:14,1,0.0225,0.02285411,60.19,BTC-31MAR23-30000-C,24982.54,sell,1.0,,,,
3120,242239444,2023-02-19 15:22:16,1,0.0225,0.02283607,60.21,BTC-31MAR23-30000-C,24980.13,sell,0.8,,,,
3121,242239445,2023-02-19 15:22:16,1,0.0225,0.02283607,60.21,BTC-31MAR23-30000-C,24980.13,sell,0.1,,,,
3122,242239446,2023-02-19 15:22:16,1,0.0225,0.02283607,60.21,BTC-31MAR23-30000-C,24980.13,buy,0.1,,,,
3123,242239454,2023-02-19 15:22:17,1,0.0225,0.02283688,60.21,BTC-31MAR23-30000-C,24980.24,sell,0.1,,,,
3124,242239455,2023-02-19 15:22:17,1,0.0225,0.02283688,60.21,BTC-31MAR23-30000-C,24980.24,buy,0.9,,,,
3125,242239456,2023-02-19 15:22:18,1,0.0225,0.02279229,60.25,BTC-31MAR23-30000-C,24974.64,buy,1.0,,,,
3126,242239477,2023-02-19 15:22:20,1,0.0225,0.02279422,60.29,BTC-31MAR23-30000-C,24969.79,sell,0.1,,,,
3127,242239478,2023-02-19 15:22:20,1,0.0225,0.02275684,60.28,BTC-31MAR23-30000-C,24969.79,buy,0.9,,,,
3128,242240110,2023-02-19 15:25:11,2,0.0215,0.02202165,59.98,BTC-31MAR23-30000-C,24891.46,sell,1.0,,,,
3129,242240112,2023-02-19 15:25:12,3,0.0215,0.02200383,60.04,BTC-31MAR23-30000-C,24883.8,sell,1.0,,,,
3130,242240116,2023-02-19 15:25:13,3,0.0215,0.02200555,60.09,BTC-31MAR23-30000-C,24876.71,buy,1.0,,,,
3131,242241487,2023-02-19 15:31:21,3,0.0215,0.02166005,60.2,BTC-31MAR23-30000-C,24874.49,buy,1.0,,,,
3132,242241488,2023-02-19 15:31:21,3,0.0215,0.02166005,60.2,BTC-31MAR23-30000-C,24874.49,buy,1.0,,,,
3133,242241489,2023-02-19 15:31:21,3,0.0215,0.02166005,60.2,BTC-31MAR23-30000-C,24874.49,buy,0.7,,,,
3134,242243612,2023-02-19 15:56:31,0,0.022,0.02265025,60.3,BTC-31MAR23-30000-C,24922.3,sell,4.8,,,,
3135,242243613,2023-02-19 15:56:31,1,0.022,0.02265025,60.3,BTC-31MAR23-30000-C,24922.3,sell,0.2,,,,
3136,242249760,2023-02-19 16:22:49,0,0.0255,0.02494691,62.11,BTC-31MAR23-30000-C,25125.16,sell,1.2,,,,
3137,242249761,2023-02-19 16:22:49,1,0.0255,0.02494691,62.11,BTC-31MAR23-30000-C,25125.16,sell,0.2,,,,
3138,242250107,2023-02-19 16:25:17,1,0.0255,0.02490574,62.31,BTC-31MAR23-30000-C,25095.61,buy,3.2,,,,
3139,242250108,2023-02-19 16:25:17,1,0.0255,0.02490574,62.31,BTC-31MAR23-30000-C,25095.61,sell,1.2,,,,
3140,242259146,2023-02-19 17:06:31,2,0.0205,0.02128343,61.3,BTC-31MAR23-30000-C,24617.56,sell,1.0,,,,
3141,242291403,2023-02-20 01:06:33,2,0.0175,0.01753214,61.98,BTC-31MAR23-30000-C,24145.78,sell,1.3,,,,
3142,242291405,2023-02-20 01:06:33,3,0.0175,0.01753214,61.98,BTC-31MAR23-30000-C,24145.78,sell,0.2,,,,
3143,242291407,2023-02-20 01:06:33,3,0.0175,0.01753214,61.98,BTC-31MAR23-30000-C,24145.78,sell,0.4,,,,
3144,242291486,2023-02-20 01:06:34,3,0.0175,0.01752688,62.23,BTC-31MAR23-30000-C,24115.52,sell,1.1,,,,
3145,242293274,2023-02-20 01:12:39,2,0.0165,0.01640458,62.21,BTC-31MAR23-30000-C,23965.85,sell,0.8,,,,
3146,242293396,2023-02-20 01:13:01,2,0.016,0.01642558,61.57,BTC-31MAR23-30000-C,23963.59,sell,0.1,,,,
3147,242293406,2023-02-20 01:13:02,3,0.016,0.01643173,61.61,BTC-31MAR23-30000-C,23957.43,sell,0.1,,,,
3148,242304896,2023-02-20 03:30:19,0,0.019,0.01917845,61.47,BTC-31MAR23-30000-C,24439.94,buy,0.2,,,,
3149,242306573,2023-02-20 04:01:22,2,0.0185,0.01897782,61.11,BTC-31MAR23-30000-C,24417.62,sell,28.0,,,,
3150,242306574,2023-02-20 04:01:22,3,0.0185,0.01897782,61.11,BTC-31MAR23-30000-C,24417.62,sell,22.0,,,,
3151,242306582,2023-02-20 04:01:35,3,0.0185,0.01897137,61.13,BTC-31MAR23-30000-C,24416.08,sell,0.1,,,,
3152,242306585,2023-02-20 04:01:39,3,0.0185,0.0189694,61.12,BTC-31MAR23-30000-C,24416.47,sell,0.1,,,,
3153,242306651,2023-02-20 04:03:00,3,0.0185,0.01892061,61.19,BTC-31MAR23-30000-C,24414.52,sell,0.1,,,,
3154,242306677,2023-02-20 04:03:16,3,0.0185,0.01891814,61.19,BTC-31MAR23-30000-C,24414.43,sell,0.1,,,,
3155,242306680,2023-02-20 04:03:18,3,0.0185,0.01890609,61.2,BTC-31MAR23-30000-C,24412.91,sell,0.1,,,,
3156,242320901,2023-02-20 08:14:14,0,0.0195,0.01900937,61.55,BTC-31MAR23-30000-C,24517.18,buy,0.1,,,,
3157,242320902,2023-02-20 08:14:14,1,0.0195,0.01900937,61.55,BTC-31MAR23-30000-C,24517.18,buy,1.3,,,,
3158,242320903,2023-02-20 08:14:14,1,0.0195,0.01900937,61.55,BTC-31MAR23-30000-C,24517.18,buy,4.0,,,,
3159,242320904,2023-02-20 08:14:14,1,0.0195,0.01900937,61.55,BTC-31MAR23-30000-C,24517.18,buy,7.0,,,,
3160,242320938,2023-02-20 08:15:01,1,0.0195,0.01901301,61.55,BTC-31MAR23-30000-C,24515.34,buy,4.0,,,,
3161,242320939,2023-02-20 08:15:01,1,0.0195,0.01901301,61.55,BTC-31MAR23-30000-C,24515.34,buy,2.3,,,,
3162,242326751,2023-02-20 09:41:59,0,0.0198,0.02017092,60.97,BTC-31MAR23-30000-C,24634.64,buy,25.0,,65487,,
3163,242332142,2023-02-20 09:59:28,0,0.0225,0.02263657,61.6,BTC-31MAR23-30000-C,24900.9,sell,10.0,,,,
3164,242332903,2023-02-20 10:03:00,2,0.022,0.02191517,61.9,BTC-31MAR23-30000-C,24813.89,sell,10.0,,,,
3165,242339343,2023-02-20 11:07:51,0,0.023,0.02290719,62.3,BTC-31MAR23-30000-C,24884.19,buy,5.0,,,,
3166,242342670,2023-02-20 11:44:37,2,0.0225,0.02263163,61.82,BTC-31MAR23-30000-C,24889.7,buy,3.0,,,,
3167,242348556,2023-02-20 13:06:44,2,0.0222,0.02290277,61.99,BTC-31MAR23-30000-C,24833.33,sell,100.0,BTC-CCAL-31MAR23_3MAR23-30000,65519,,
3168,242358092,2023-02-20 14:44:36,0,0.0225,0.02274873,62.44,BTC-31MAR23-30000-C,24826.75,sell,0.1,,,,
3169,242358097,2023-02-20 14:44:36,1,0.0225,0.02274873,62.44,BTC-31MAR23-30000-C,24826.75,sell,0.1,,,,
3170,242362531,2023-02-20 15:22:38,0,0.024,0.02376304,62.87,BTC-31MAR23-30000-C,24951.6,buy,0.1,,,,
3171,242364487,2023-02-20 15:43:42,1,0.024,0.02420726,62.46,BTC-31MAR23-30000-C,25005.38,sell,0.2,,,,
3172,242368033,2023-02-20 16:21:09,2,0.023,0.02244359,63.53,BTC-31MAR23-30000-C,24762.1,buy,0.1,,,,
3173,242378470,2023-02-20 18:50:08,2,0.0225,0.02252869,62.54,BTC-31MAR23-30000-C,24818.6,buy,0.2,,,,
3174,242379897,2023-02-20 19:39:02,3,0.0225,0.0230428,62.21,BTC-31MAR23-30000-C,24860.46,sell,0.1,,,,
3175,242380558,2023-02-20 20:07:34,0,0.023,0.02274373,62.76,BTC-31MAR23-30000-C,24857.38,buy,0.8,,,,
3176,242380559,2023-02-20 20:07:34,1,0.023,0.02274373,62.76,BTC-31MAR23-30000-C,24857.38,buy,0.2,,,,
3177,242382820,2023-02-20 21:04:21,2,0.022,0.02203504,62.12,BTC-31MAR23-30000-C,24809.26,buy,1.0,,,,
3178,242382839,2023-02-20 21:04:56,2,0.0215,0.02204092,61.58,BTC-31MAR23-30000-C,24810.48,sell,1.0,,,,
3179,242385447,2023-02-20 22:20:44,2,0.021,0.02138964,61.56,BTC-31MAR23-30000-C,24753.66,sell,10.0,,65564,,
3180,242398078,2023-02-21 02:34:37,0,0.0225,0.02247561,61.3,BTC-31MAR23-30000-C,24990.71,buy,5.0,,,,
3181,242398463,2023-02-21 02:36:59,0,0.0235,0.02275465,62.04,BTC-31MAR23-30000-C,25022.3,buy,3.8,,,,
