trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_id,block_trade_id,combo_trade_id,liquidation
1,294600811,2024-03-29 09:51:35,1,0.152,0.15172091,86.1,BTC-28MAR25-150000-C,69720.45,sell,3.0,3.0,,,,
2,294611324,2024-03-29 11:20:10,2,0.15,0.15104371,85.21,BTC-28MAR25-150000-C,70219.92,sell,0.2,0.2,,,,
3,294695854,2024-03-30 09:05:13,2,0.1385,0.14959287,82.32,BTC-28MAR25-150000-C,69961.59,sell,0.1,0.1,,,,
4,294696119,2024-03-30 09:13:55,0,0.147,0.1488925,84.52,BTC-28MAR25-150000-C,70019.9,buy,0.1,0.1,,,,
5,294871742,2024-04-01 10:56:03,0,0.154,0.1540197,86.84,BTC-28MAR25-150000-C,69581.43,sell,0.5,0.5,,,,
6,294874001,2024-04-01 11:21:10,0,0.1565,0.15397209,87.42,BTC-28MAR25-150000-C,69660.69,buy,0.1,0.1,,,,
7,294884264,2024-04-01 13:54:38,2,0.152,0.15438018,86.06,BTC-28MAR25-150000-C,69831.23,sell,0.1,0.1,,,,
8,294884265,2024-04-01 13:54:38,3,0.152,0.15438018,86.06,BTC-28MAR25-150000-C,69831.23,sell,1.7,1.7,,,,
9,294931812,2024-04-01 17:48:31,2,0.144,0.14640168,85.51,BTC-28MAR25-150000-C,68406.11,sell,0.2,0.2,,,,
10,294945348,2024-04-01 19:41:16,3,0.144,0.14750881,84.68,BTC-28MAR25-150000-C,69319.04,buy,0.2,0.2,,,,
11,294947735,2024-04-01 19:58:25,0,0.1475,0.14639656,85.35,BTC-28MAR25-150000-C,69643.52,buy,0.1,0.1,,,,
12,294947736,2024-04-01 19:58:25,1,0.1475,0.14639656,85.35,BTC-28MAR25-150000-C,69643.52,buy,0.1,0.1,,,,
13,294995347,2024-04-02 02:39:17,2,0.145,0.14476376,87.14,BTC-28MAR25-150000-C,66733.52,sell,0.3,0.3,,,,
14,294996821,2024-04-02 02:39:26,2,0.143,0.14289075,87.05,BTC-28MAR25-150000-C,66111.39,sell,0.3,0.3,,,,
15,295085490,2024-04-02 10:04:13,2,0.139,0.1418215,86.52,BTC-28MAR25-150000-C,66019.63,sell,0.1,0.1,,,,
16,295115801,2024-04-02 12:39:00,2,0.1365,0.13886558,86.16,BTC-28MAR25-150000-C,65696.45,sell,1.0,1.0,,,,
17,295264370,2024-04-03 09:21:36,0,0.1385,0.14076471,85.96,BTC-28MAR25-150000-C,66449.0,sell,1.0,1.0,,,,
18,295346419,2024-04-03 21:54:00,2,0.135,0.1362638,85.9,BTC-28MAR25-150000-C,65920.36,sell,0.1,0.1,,,,
19,295420243,2024-04-04 13:44:01,0,0.14,0.14169043,85.42,BTC-28MAR25-150000-C,67404.01,sell,1.0,1.0,,,,
20,295460560,2024-04-04 18:01:58,0,0.142,0.14273072,84.69,BTC-28MAR25-150000-C,69225.97,buy,0.1,0.1,,,,
21,295567990,2024-04-05 09:02:16,2,0.136,0.13704335,85.32,BTC-28MAR25-150000-C,67091.44,sell,25.0,25.0,,135688,,
22,295568239,2024-04-05 09:03:52,3,0.136,0.13706022,85.32,BTC-28MAR25-150000-C,67090.19,sell,25.0,25.0,,135689,,
23,295633495,2024-04-05 17:20:40,0,0.1385,0.13886547,85.61,BTC-28MAR25-150000-C,67847.54,sell,0.5,0.5,,,,
24,295634112,2024-04-05 17:25:42,1,0.1385,0.13886929,85.61,BTC-28MAR25-150000-C,67833.04,sell,0.5,0.5,,,,
25,295634440,2024-04-05 17:30:43,1,0.1385,0.13864492,85.66,BTC-28MAR25-150000-C,67789.91,sell,0.5,0.5,,,,
26,295634590,2024-04-05 17:35:45,1,0.1385,0.13862318,85.66,BTC-28MAR25-150000-C,67789.08,sell,0.5,0.5,,,,
27,295635126,2024-04-05 17:40:47,1,0.1385,0.13851859,85.69,BTC-28MAR25-150000-C,67745.5,sell,0.5,0.5,,,,
28,295666185,2024-04-06 05:09:09,2,0.134,0.13904623,84.45,BTC-28MAR25-150000-C,67903.4,sell,0.2,0.2,,,,
29,295725277,2024-04-07 01:32:45,0,0.137,0.14036656,84.46,BTC-28MAR25-150000-C,69440.63,sell,1.8,1.8,,,,
30,295844796,2024-04-08 08:02:20,0,0.1435,0.14362992,84.8,BTC-28MAR25-150000-C,70795.15,buy,0.1,0.1,,,,
31,295863861,2024-04-08 08:55:14,0,0.1455,0.14822772,84.13,BTC-28MAR25-150000-C,72022.66,buy,0.1,0.1,,,,
32,295881610,2024-04-08 09:42:47,0,0.149,0.15012259,84.62,BTC-28MAR25-150000-C,72246.78,buy,0.1,0.1,,,,
33,295928405,2024-04-08 12:47:20,0,0.1525,0.15219779,85.26,BTC-28MAR25-150000-C,72316.05,buy,0.1,0.1,,,,
34,295928406,2024-04-08 12:47:20,1,0.1525,0.15219779,85.26,BTC-28MAR25-150000-C,72316.05,buy,3.7,3.7,,,,
35,296410072,2024-04-11 13:28:54,2,0.138,0.13954666,84.14,BTC-28MAR25-150000-C,70721.96,sell,3.0,3.0,,,,
36,296410456,2024-04-11 13:31:29,3,0.138,0.1392504,84.19,BTC-28MAR25-150000-C,70641.31,sell,1.0,1.0,,,,
37,296466250,2024-04-11 20:45:43,2,0.1325,0.13359751,82.73,BTC-28MAR25-150000-C,70589.09,buy,5.0,5.0,,,,
38,296761018,2024-04-13 15:14:51,2,0.126,0.1196704,84.57,BTC-28MAR25-150000-C,67499.57,buy,0.1,0.1,,,,
39,296763419,2024-04-13 15:44:20,2,0.125,0.12306149,84.06,BTC-28MAR25-150000-C,67842.75,sell,0.1,0.1,,,,
40,297111583,2024-04-14 13:01:16,2,0.115,0.1123885,84.87,BTC-28MAR25-150000-C,64557.81,buy,0.1,0.1,,,,
41,297111734,2024-04-14 13:03:00,3,0.115,0.11152721,84.99,BTC-28MAR25-150000-C,64473.61,buy,0.1,0.1,,,,
42,297311946,2024-04-15 11:42:06,0,0.12,0.11968258,84.71,BTC-28MAR25-150000-C,66051.46,sell,0.1,0.1,,,,
43,297387221,2024-04-15 18:01:06,2,0.11,0.11165442,83.94,BTC-28MAR25-150000-C,64049.26,sell,0.9,0.9,,,,
44,297487226,2024-04-16 05:50:16,2,0.107,0.10750345,84.25,BTC-28MAR25-150000-C,62748.22,buy,0.1,0.1,,,,
45,297873344,2024-04-17 21:23:40,2,0.095,0.09496187,82.59,BTC-28MAR25-150000-C,61562.06,buy,0.1,0.1,,,,
46,297899199,2024-04-18 03:23:44,0,0.0955,0.09601875,82.23,BTC-28MAR25-150000-C,62073.87,buy,0.1,0.1,,,,
47,298071734,2024-04-19 00:57:15,2,0.095,0.09531724,81.47,BTC-28MAR25-150000-C,62877.0,sell,0.1,0.1,,,,
48,298497291,2024-04-21 03:05:03,0,0.098,0.09942771,80.41,BTC-28MAR25-150000-C,65379.18,sell,5.0,5.0,,,,
49,298797427,2024-04-23 18:42:45,2,0.0975,0.09670245,79.33,BTC-28MAR25-150000-C,66671.45,sell,0.1,0.1,,,,
50,299006033,2024-04-25 08:23:03,2,0.0795,0.08133282,76.47,BTC-28MAR25-150000-C,64048.54,sell,5.0,5.0,,,,
51,299159008,2024-04-26 09:00:02,2,0.074,0.07575379,74.81,BTC-28MAR25-150000-C,64396.19,sell,5.0,5.0,,,,
52,299314367,2024-04-27 17:27:41,0,0.075,0.0727111,76.73,BTC-28MAR25-150000-C,62916.43,sell,5.0,5.0,,,,
53,299428148,2024-04-29 05:38:30,2,0.0665,0.06932641,74.6,BTC-28MAR25-150000-C,62318.66,sell,5.0,5.0,,,,
54,299460401,2024-04-29 13:10:24,2,0.0645,0.06702911,73.67,BTC-28MAR25-150000-C,62527.87,sell,2.0,2.0,,,,
55,299475068,2024-04-29 14:49:59,0,0.07,0.06936204,75.54,BTC-28MAR25-150000-C,62699.0,buy,5.0,5.0,,,,
56,299578039,2024-04-30 09:08:17,2,0.062,0.06239034,73.75,BTC-28MAR25-150000-C,61868.08,sell,0.2,0.2,,,,
57,299753337,2024-05-01 02:51:31,2,0.0555,0.0564318,73.41,BTC-28MAR25-150000-C,59826.34,sell,0.1,0.1,,,,
58,299894872,2024-05-01 12:21:55,2,0.051,0.05069097,73.44,BTC-28MAR25-150000-C,58097.25,buy,0.1,0.1,,,,
59,299911187,2024-05-01 14:12:42,2,0.0495,0.04996911,73.6,BTC-28MAR25-150000-C,57173.7,sell,0.1,0.1,,,,
60,299935738,2024-05-01 16:41:19,3,0.0495,0.04931523,73.76,BTC-28MAR25-150000-C,57047.48,buy,0.1,0.1,,,,
61,299962118,2024-05-01 18:40:25,0,0.05,0.05123044,72.72,BTC-28MAR25-150000-C,58407.82,buy,0.1,0.1,,,,
62,299963646,2024-05-01 18:44:32,0,0.0505,0.05160924,72.66,BTC-28MAR25-150000-C,58650.89,buy,0.1,0.1,,,,
63,299966322,2024-05-01 18:50:44,0,0.051,0.05202689,72.65,BTC-28MAR25-150000-C,58867.98,buy,0.1,0.1,,,,
64,300069775,2024-05-02 09:38:37,2,0.049,0.04995911,73.06,BTC-28MAR25-150000-C,57675.22,sell,0.5,0.5,,,,
65,300209710,2024-05-03 06:51:26,2,0.048,0.05002428,71.09,BTC-28MAR25-150000-C,59326.33,sell,2.0,2.0,,,,
66,300413614,2024-05-04 09:18:51,0,0.0615,0.06130211,72.59,BTC-28MAR25-150000-C,63198.6,sell,0.5,0.5,,,,
67,300544150,2024-05-06 01:09:27,1,0.0615,0.06419236,71.57,BTC-28MAR25-150000-C,64405.57,sell,6.0,6.0,,,,
68,300635816,2024-05-06 17:35:53,2,0.059,0.05916488,71.92,BTC-28MAR25-150000-C,63082.35,sell,0.1,0.1,,,,
69,300674169,2024-05-07 03:36:45,2,0.0555,0.05739198,70.65,BTC-28MAR25-150000-C,63100.6,buy,1.0,1.0,,,,
70,300737611,2024-05-07 16:48:48,0,0.056,0.05792511,70.48,BTC-28MAR25-150000-C,63492.89,buy,1.0,1.0,,,,
71,300811791,2024-05-08 12:29:07,2,0.0545,0.05537875,71.05,BTC-28MAR25-150000-C,62325.7,sell,0.1,0.1,,,,
72,300922780,2024-05-09 12:19:26,2,0.0485,0.04983573,69.98,BTC-28MAR25-150000-C,61205.77,sell,0.1,0.1,,,,
73,300922781,2024-05-09 12:19:26,2,0.048,0.04983573,69.77,BTC-28MAR25-150000-C,61205.77,sell,4.9,4.9,,,,
74,300998005,2024-05-10 02:00:30,0,0.056,0.05395127,71.32,BTC-28MAR25-150000-C,62872.4,buy,0.1,0.1,,,,
75,301360791,2024-05-14 06:15:56,2,0.052,0.05147339,71.19,BTC-28MAR25-150000-C,61783.85,buy,0.1,0.1,,,,
76,301477509,2024-05-15 07:35:16,0,0.054,0.05621919,71.88,BTC-28MAR25-150000-C,61964.21,sell,0.1,0.1,,,,
77,301633402,2024-05-15 19:51:45,0,0.068,0.06893071,73.32,BTC-28MAR25-150000-C,66105.8,buy,0.1,0.1,,,,
78,301633411,2024-05-15 19:51:51,1,0.068,0.06893317,73.31,BTC-28MAR25-150000-C,66111.52,buy,0.1,0.1,,,,
79,301633461,2024-05-15 19:52:08,1,0.068,0.0690093,73.29,BTC-28MAR25-150000-C,66149.4,buy,0.1,0.1,,,,
80,301648549,2024-05-15 21:15:54,0,0.0685,0.06777383,73.59,BTC-28MAR25-150000-C,65906.75,buy,0.2,0.2,,,,
81,301698743,2024-05-16 07:08:39,0,0.069,0.06850575,73.5,BTC-28MAR25-150000-C,66001.51,buy,1.0,1.0,,,,
82,302119683,2024-05-20 09:51:53,0,0.0775,0.07741433,75.69,BTC-28MAR25-150000-C,66914.21,buy,0.1,0.1,,,,
83,302119685,2024-05-20 09:52:19,1,0.0775,0.0773885,75.7,BTC-28MAR25-150000-C,66914.02,buy,0.1,0.1,,,,
84,302228494,2024-05-20 20:00:10,0,0.086,0.08650025,75.48,BTC-28MAR25-150000-C,70301.14,buy,1.0,1.0,,,,T
85,302252259,2024-05-20 20:59:47,0,0.0865,0.08339914,76.16,BTC-28MAR25-150000-C,69491.03,buy,0.5,0.5,,,,
86,302252260,2024-05-20 20:59:47,1,0.0865,0.08339914,76.16,BTC-28MAR25-150000-C,69491.03,sell,4.5,4.5,,,,
87,302306935,2024-05-21 00:17:55,0,0.093,0.09193341,76.15,BTC-28MAR25-150000-C,71748.55,sell,2.0,2.0,,,,M
88,302330776,2024-05-21 01:56:02,2,0.0875,0.08775332,74.81,BTC-28MAR25-150000-C,71205.94,buy,3.0,3.0,,,,
89,302420623,2024-05-21 12:36:00,2,0.085,0.0860305,74.15,BTC-28MAR25-150000-C,71185.52,buy,0.2,0.2,,,,
90,302448506,2024-05-21 15:09:31,2,0.083,0.08296989,74.44,BTC-28MAR25-150000-C,70181.97,buy,3.0,3.0,,,,
91,302450653,2024-05-21 15:32:29,0,0.0845,0.08335395,74.91,BTC-28MAR25-150000-C,70233.17,buy,6.0,6.0,,,,
92,302500896,2024-05-21 20:22:57,2,0.082,0.08180119,74.59,BTC-28MAR25-150000-C,69658.66,buy,0.1,0.1,,,,
93,302538231,2024-05-22 04:40:49,0,0.083,0.08305872,75.09,BTC-28MAR25-150000-C,69463.29,sell,0.8,0.8,,,,
94,302538236,2024-05-22 04:40:49,1,0.083,0.08305872,75.09,BTC-28MAR25-150000-C,69463.29,sell,0.1,0.1,,,,
95,302538455,2024-05-22 04:41:25,1,0.083,0.08293281,75.14,BTC-28MAR25-150000-C,69404.34,sell,0.8,0.8,,,,
96,302538456,2024-05-22 04:41:25,1,0.083,0.08293281,75.14,BTC-28MAR25-150000-C,69404.34,sell,0.2,0.2,,,,
97,302538762,2024-05-22 04:42:29,1,0.083,0.08320247,75.06,BTC-28MAR25-150000-C,69495.67,sell,3.1,3.1,,,,
98,302543155,2024-05-22 05:16:32,2,0.082,0.0812956,74.47,BTC-28MAR25-150000-C,69759.26,sell,0.1,0.1,,,,
99,302548603,2024-05-22 07:07:16,3,0.082,0.08049179,74.49,BTC-28MAR25-150000-C,69777.34,buy,6.0,6.0,,,,
100,302563997,2024-05-22 11:01:41,2,0.08,0.08074444,73.55,BTC-28MAR25-150000-C,70160.07,buy,0.2,0.2,,,,
101,302575639,2024-05-22 12:56:32,2,0.0795,0.07968439,73.97,BTC-28MAR25-150000-C,69529.11,sell,0.4,0.4,,,,
102,302665818,2024-05-23 02:40:40,0,0.08,0.08045319,74.13,BTC-28MAR25-150000-C,69431.06,sell,3.0,3.0,,,,
103,302905816,2024-05-24 07:42:15,2,0.072,0.0722466,73.72,BTC-28MAR25-150000-C,67022.58,sell,0.1,0.1,,,,
104,303189997,2024-05-27 16:01:28,0,0.0795,0.07812654,73.5,BTC-28MAR25-150000-C,70417.62,buy,0.1,0.1,,,,
105,303190081,2024-05-27 16:01:40,1,0.0795,0.07806364,73.54,BTC-28MAR25-150000-C,70371.89,sell,1.3,1.3,,,,
106,303190082,2024-05-27 16:01:40,1,0.0795,0.07806364,73.54,BTC-28MAR25-150000-C,70371.89,sell,0.3,0.3,,,,
107,303190120,2024-05-27 16:01:47,1,0.0795,0.07809472,73.53,BTC-28MAR25-150000-C,70390.1,sell,1.3,1.3,,,,
108,303190121,2024-05-27 16:01:47,1,0.0795,0.07809472,73.53,BTC-28MAR25-150000-C,70390.1,sell,0.3,0.3,,,,
109,303190293,2024-05-27 16:02:25,1,0.0795,0.07859157,73.52,BTC-28MAR25-150000-C,70405.42,sell,1.7,1.7,,,,
110,303191901,2024-05-27 16:07:15,1,0.0795,0.07921828,73.5,BTC-28MAR25-150000-C,70426.57,sell,5.0,5.0,,,,
111,303271810,2024-05-28 04:28:09,2,0.071,0.07108048,73.2,BTC-28MAR25-150000-C,67786.08,sell,5.0,5.0,,,,
112,303408442,2024-05-29 05:51:35,0,0.0735,0.07494247,73.24,BTC-28MAR25-150000-C,68616.18,buy,1.0,1.0,,,,
113,303408447,2024-05-29 05:53:00,2,0.073,0.07461605,73.07,BTC-28MAR25-150000-C,68611.61,buy,1.0,1.0,,,,
114,303408448,2024-05-29 05:53:18,3,0.073,0.07460165,73.07,BTC-28MAR25-150000-C,68612.33,buy,3.0,3.0,,,,
115,303448437,2024-05-29 13:36:45,2,0.0715,0.07178079,73.42,BTC-28MAR25-150000-C,67647.34,sell,0.1,0.1,,,,
116,303448438,2024-05-29 13:36:45,3,0.0715,0.07178079,73.42,BTC-28MAR25-150000-C,67647.34,sell,1.0,1.0,,,,
117,303493276,2024-05-29 19:42:54,2,0.07,0.06943125,73.24,BTC-28MAR25-150000-C,67367.13,sell,0.1,0.1,,,,
118,303879200,2024-06-03 01:52:48,2,0.065,0.06513845,70.79,BTC-28MAR25-150000-C,68479.91,buy,0.1,0.1,,,,
119,303932827,2024-06-03 11:07:16,0,0.066,0.06841806,70.59,BTC-28MAR25-150000-C,69000.42,sell,0.6,0.6,,,,
120,303939458,2024-06-03 12:20:46,0,0.0665,0.06901239,70.5,BTC-28MAR25-150000-C,69309.28,sell,0.3,0.3,,,,
121,304011902,2024-06-03 19:36:18,0,0.068,0.06882898,71.44,BTC-28MAR25-150000-C,69032.44,sell,5.4,5.4,,,,
122,304053328,2024-06-04 09:15:32,2,0.0665,0.06545541,71.91,BTC-28MAR25-150000-C,68746.88,sell,0.1,0.1,,,,
123,304194049,2024-06-05 04:38:33,0,0.072,0.07123561,71.1,BTC-28MAR25-150000-C,71207.86,buy,0.2,0.2,,,,
124,304196746,2024-06-05 05:02:23,0,0.0725,0.0711205,71.37,BTC-28MAR25-150000-C,71106.24,buy,4.9,4.9,,,,
125,304248617,2024-06-05 14:36:46,2,0.071,0.07045484,71.33,BTC-28MAR25-150000-C,70797.1,buy,0.2,0.2,,,,
126,304249095,2024-06-05 14:39:28,0,0.0715,0.07080311,71.37,BTC-28MAR25-150000-C,70916.78,buy,0.4,0.4,,,,
127,304288892,2024-06-05 19:16:55,1,0.0715,0.07145913,71.37,BTC-28MAR25-150000-C,70920.12,buy,0.1,0.1,,,,
128,304528621,2024-06-07 18:00:48,2,0.0655,0.06479199,70.68,BTC-28MAR25-150000-C,69533.2,sell,0.7,0.7,,,,
129,304594769,2024-06-08 09:35:09,2,0.063,0.06294119,70.04,BTC-28MAR25-150000-C,69404.14,buy,0.5,0.5,,,,
130,304601448,2024-06-08 14:39:49,0,0.0635,0.06338445,70.3,BTC-28MAR25-150000-C,69352.73,buy,1.8,1.8,,,,
131,304601449,2024-06-08 14:39:49,1,0.0635,0.06338445,70.3,BTC-28MAR25-150000-C,69352.73,buy,0.2,0.2,,,,
132,304945288,2024-06-11 17:05:01,2,0.056,0.05625724,71.12,BTC-28MAR25-150000-C,66535.65,buy,1.0,1.0,,,,
133,305062709,2024-06-12 14:30:04,0,0.066,0.06557627,71.76,BTC-28MAR25-150000-C,69876.21,buy,0.7,0.7,,,,
134,305114868,2024-06-12 19:32:29,2,0.063,0.06277931,71.95,BTC-28MAR25-150000-C,68374.74,sell,0.7,0.7,,,,
135,305346383,2024-06-14 15:55:23,2,0.054,0.05430642,70.88,BTC-28MAR25-150000-C,66384.74,sell,0.1,0.1,,,,
136,305383777,2024-06-14 18:53:00,2,0.0515,0.0508892,70.87,BTC-28MAR25-150000-C,65450.17,sell,1.1,1.1,,,,
137,305383778,2024-06-14 18:53:00,3,0.0515,0.0508892,70.87,BTC-28MAR25-150000-C,65450.17,sell,0.2,0.2,,,,
138,305383799,2024-06-14 18:53:06,3,0.0515,0.05090506,70.87,BTC-28MAR25-150000-C,65450.69,sell,1.1,1.1,,,,
139,305383800,2024-06-14 18:53:06,3,0.0515,0.05090506,70.87,BTC-28MAR25-150000-C,65450.69,sell,0.2,0.2,,,,
140,305384217,2024-06-14 18:57:47,3,0.0515,0.05127122,70.87,BTC-28MAR25-150000-C,65450.81,sell,1.4,1.4,,,,
141,305384387,2024-06-14 19:01:21,3,0.0515,0.051424,70.86,BTC-28MAR25-150000-C,65467.65,sell,1.0,1.0,,,,
142,305384948,2024-06-14 19:15:35,2,0.0495,0.05031704,70.18,BTC-28MAR25-150000-C,65301.09,buy,1.3,1.3,,,,
143,305384950,2024-06-14 19:15:35,3,0.0495,0.05031758,70.18,BTC-28MAR25-150000-C,65301.44,buy,1.0,1.0,,,,
144,305384951,2024-06-14 19:15:35,3,0.0495,0.05031758,70.18,BTC-28MAR25-150000-C,65301.44,buy,0.2,0.2,,,,
145,305384957,2024-06-14 19:15:40,3,0.0495,0.05031833,70.17,BTC-28MAR25-150000-C,65305.2,buy,1.0,1.0,,,,
146,305384958,2024-06-14 19:15:40,3,0.0495,0.05031833,70.17,BTC-28MAR25-150000-C,65305.2,buy,0.2,0.2,,,,
147,305384962,2024-06-14 19:15:46,3,0.0495,0.05033183,70.16,BTC-28MAR25-150000-C,65317.44,buy,1.0,1.0,,,,
148,305384964,2024-06-14 19:15:53,3,0.0495,0.05029253,70.17,BTC-28MAR25-150000-C,65308.89,buy,0.3,0.3,,,,
149,305425780,2024-06-15 12:55:04,0,0.0505,0.05118355,69.85,BTC-28MAR25-150000-C,66214.78,sell,1.9,1.9,,,,
150,305427842,2024-06-15 14:55:37,2,0.0495,0.04962804,69.51,BTC-28MAR25-150000-C,66145.22,buy,0.1,0.1,,,,
151,305468505,2024-06-16 22:04:57,0,0.051,0.05104934,69.73,BTC-28MAR25-150000-C,66600.39,buy,0.1,0.1,,,,
152,305724960,2024-06-18 15:11:26,2,0.047,0.04743002,71.21,BTC-28MAR25-150000-C,64402.25,sell,0.5,0.5,,,,
153,305724961,2024-06-18 15:11:26,3,0.047,0.04743002,71.21,BTC-28MAR25-150000-C,64402.25,sell,3.9,3.9,,,,
154,305938141,2024-06-20 11:04:39,0,0.0505,0.04930745,70.82,BTC-28MAR25-150000-C,66196.15,buy,1.2,1.2,,,,
155,305976654,2024-06-20 16:25:10,2,0.05,0.04897341,72.2,BTC-28MAR25-150000-C,64616.23,buy,0.1,0.1,,,,
156,306144490,2024-06-23 02:02:59,2,0.0455,0.0454455,70.87,BTC-28MAR25-150000-C,64449.75,buy,0.2,0.2,,,,
157,306150193,2024-06-23 09:20:19,2,0.0445,0.04400585,70.48,BTC-28MAR25-150000-C,64403.69,buy,0.2,0.2,,,,
158,306198326,2024-06-24 05:13:37,2,0.043,0.04286153,71.56,BTC-28MAR25-150000-C,62693.71,sell,0.1,0.1,,,,
159,306290710,2024-06-24 13:49:00,2,0.04,0.04050143,71.25,BTC-28MAR25-150000-C,61290.26,buy,0.9,0.9,,,,
160,306336092,2024-06-24 17:37:55,0,0.0405,0.03897549,72.56,BTC-28MAR25-150000-C,60197.11,buy,2.8,2.8,,,,
161,306336093,2024-06-24 17:37:55,1,0.0405,0.03897549,72.56,BTC-28MAR25-150000-C,60197.11,sell,2.0,2.0,,,,
162,306336094,2024-06-24 17:37:55,1,0.0405,0.03897549,72.56,BTC-28MAR25-150000-C,60197.11,sell,5.2,5.2,,,,
163,306504126,2024-06-25 19:03:14,0,0.0435,0.04319837,72.16,BTC-28MAR25-150000-C,62223.54,buy,0.1,0.1,,,,
164,306543276,2024-06-26 05:30:27,2,0.0425,0.04279538,72.39,BTC-28MAR25-150000-C,61586.1,sell,1.0,1.0,,,,
165,306715706,2024-06-27 17:19:28,2,0.0395,0.04023119,71.11,BTC-28MAR25-150000-C,61768.52,sell,0.1,0.1,,,,
166,306715766,2024-06-27 17:20:59,3,0.0395,0.04021076,71.11,BTC-28MAR25-150000-C,61770.04,sell,0.1,0.1,,,,
167,306716321,2024-06-27 17:27:46,0,0.04,0.04047755,71.2,BTC-28MAR25-150000-C,61938.07,sell,0.3,0.3,,,,
168,306716369,2024-06-27 17:28:06,1,0.04,0.04049738,71.19,BTC-28MAR25-150000-C,61944.82,sell,0.1,0.1,,,,
169,306716429,2024-06-27 17:29:31,1,0.04,0.04052035,71.2,BTC-28MAR25-150000-C,61937.03,sell,0.2,0.2,,,,
170,306716914,2024-06-27 17:33:17,2,0.0395,0.04019548,71.11,BTC-28MAR25-150000-C,61778.31,sell,0.1,0.1,,,,
171,306716949,2024-06-27 17:33:43,3,0.0395,0.04020395,71.11,BTC-28MAR25-150000-C,61786.56,sell,0.1,0.1,,,,
172,306717134,2024-06-27 17:36:51,3,0.0395,0.0401793,71.12,BTC-28MAR25-150000-C,61772.28,sell,0.1,0.1,,,,
173,306717270,2024-06-27 17:38:56,3,0.0395,0.04015626,71.13,BTC-28MAR25-150000-C,61767.15,sell,0.2,0.2,,,,
174,306727166,2024-06-27 20:07:16,2,0.039,0.03936414,71.2,BTC-28MAR25-150000-C,61405.26,sell,0.1,0.1,,,,
175,306727269,2024-06-27 20:08:50,3,0.039,0.03945852,71.16,BTC-28MAR25-150000-C,61440.67,sell,0.1,0.1,,,,
176,306727299,2024-06-27 20:09:07,3,0.039,0.03946702,71.15,BTC-28MAR25-150000-C,61446.14,sell,0.1,0.1,,,,
177,306856146,2024-06-28 17:45:09,2,0.036,0.03641891,70.48,BTC-28MAR25-150000-C,60781.33,sell,3.4,3.4,,,,
178,306856149,2024-06-28 17:45:09,2,0.0345,0.03641891,69.72,BTC-28MAR25-150000-C,60781.33,sell,8.5,8.5,,,,
179,306856166,2024-06-28 17:45:09,2,0.0335,0.03641891,69.2,BTC-28MAR25-150000-C,60781.33,sell,2.6,2.6,,,,
180,306856198,2024-06-28 17:45:09,0,0.0355,0.03641891,70.23,BTC-28MAR25-150000-C,60781.33,buy,0.4,0.4,,,,
181,306856215,2024-06-28 17:45:09,1,0.0355,0.03636249,70.23,BTC-28MAR25-150000-C,60782.82,buy,6.6,6.6,,,,
182,306856226,2024-06-28 17:45:10,0,0.038,0.03636249,71.48,BTC-28MAR25-150000-C,60782.82,buy,1.0,1.0,,,,
183,306878350,2024-06-28 23:06:10,2,0.036,0.03514993,71.02,BTC-28MAR25-150000-C,60293.08,buy,0.2,0.2,,,,
184,306878876,2024-06-28 23:30:56,0,0.037,0.03635289,71.51,BTC-28MAR25-150000-C,60277.03,buy,0.3,0.3,,,,
185,306913536,2024-06-29 18:32:10,2,0.0335,0.03366531,69.27,BTC-28MAR25-150000-C,60909.18,buy,0.1,0.1,,,,
186,306913545,2024-06-29 18:33:40,3,0.0335,0.03367128,69.28,BTC-28MAR25-150000-C,60907.71,buy,0.1,0.1,,,,
187,306913548,2024-06-29 18:34:01,3,0.0335,0.03367088,69.28,BTC-28MAR25-150000-C,60906.5,buy,0.1,0.1,,,,
188,306913558,2024-06-29 18:34:50,3,0.0335,0.03367156,69.28,BTC-28MAR25-150000-C,60901.92,buy,0.1,0.1,,,,
189,306950199,2024-06-30 14:33:25,0,0.034,0.03306751,69.05,BTC-28MAR25-150000-C,61532.39,buy,0.2,0.2,,,,
190,306976194,2024-06-30 22:40:19,0,0.036,0.03737852,68.86,BTC-28MAR25-150000-C,62730.95,buy,0.1,0.1,,,,
191,306976251,2024-06-30 22:40:41,1,0.036,0.03735227,68.85,BTC-28MAR25-150000-C,62749.02,buy,0.1,0.1,,,,
192,306976276,2024-06-30 22:40:47,1,0.036,0.03734831,68.85,BTC-28MAR25-150000-C,62742.22,buy,2.0,2.0,,,,
193,306976277,2024-06-30 22:40:50,1,0.036,0.03732492,68.86,BTC-28MAR25-150000-C,62734.91,buy,2.0,2.0,,,,
194,306976295,2024-06-30 22:40:53,1,0.036,0.03732096,68.86,BTC-28MAR25-150000-C,62736.98,buy,2.0,2.0,,,,
195,306976455,2024-06-30 22:42:03,1,0.036,0.03720275,68.86,BTC-28MAR25-150000-C,62741.05,buy,0.1,0.1,,,,
196,306976464,2024-06-30 22:42:04,1,0.036,0.03720065,68.86,BTC-28MAR25-150000-C,62740.99,buy,0.1,0.1,,,,
197,306976465,2024-06-30 22:42:04,1,0.036,0.03720065,68.86,BTC-28MAR25-150000-C,62740.99,buy,0.1,0.1,,,,
