trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_id,block_trade_id,combo_trade_id,liquidation
7782,325340426,2024-11-11 15:29:24,1,0.025,0.02505678,55.14,BTC-27DEC24-100000-C,83818.24,buy,8.7,8.7,,,,
7783,325340427,2024-11-11 15:29:24,1,0.025,0.02505678,55.14,BTC-27DEC24-100000-C,83818.24,buy,0.2,0.2,,,,
7784,325340428,2024-11-11 15:29:24,1,0.025,0.02505678,55.14,BTC-27DEC24-100000-C,83818.24,buy,0.1,0.1,,,,
7785,325340436,2024-11-11 15:29:25,1,0.025,0.02506123,55.12,BTC-27DEC24-100000-C,83826.89,buy,2.9,2.9,,,,
7786,325340545,2024-11-11 15:29:33,1,0.025,0.02499251,55.17,BTC-27DEC24-100000-C,83805.82,buy,0.3,0.3,,,,
7787,325340556,2024-11-11 15:29:36,1,0.025,0.02501574,55.15,BTC-27DEC24-100000-C,83816.42,buy,1.4,1.4,,,,
7788,325340557,2024-11-11 15:29:36,1,0.025,0.02501574,55.15,BTC-27DEC24-100000-C,83816.42,buy,0.5,0.5,,,,
7789,325341501,2024-11-11 15:31:27,0,0.0255,0.02536427,55.39,BTC-27DEC24-100000-C,83901.55,sell,0.1,0.1,,,,
7790,325341504,2024-11-11 15:31:28,1,0.0255,0.02536427,55.39,BTC-27DEC24-100000-C,83903.14,sell,0.1,0.1,,,,
7791,325341508,2024-11-11 15:31:28,1,0.0255,0.02536427,55.39,BTC-27DEC24-100000-C,83903.14,sell,0.1,0.1,,,,
7792,325341513,2024-11-11 15:31:29,1,0.0255,0.02536427,55.39,BTC-27DEC24-100000-C,83903.14,sell,0.1,0.1,,,,
7793,325341530,2024-11-11 15:31:31,1,0.0255,0.02532943,55.41,BTC-27DEC24-100000-C,83895.0,sell,0.1,0.1,,,,
7794,325341658,2024-11-11 15:31:57,0,0.026,0.02535689,55.88,BTC-27DEC24-100000-C,83889.53,buy,1.0,1.0,,,,
7795,325342747,2024-11-11 15:33:52,1,0.026,0.02579893,55.56,BTC-27DEC24-100000-C,84018.51,sell,1.0,1.0,,,,
7796,325353221,2024-11-11 15:51:21,2,0.0255,0.02593838,55.23,BTC-27DEC24-100000-C,83946.65,sell,0.2,0.2,,,,
7797,325353222,2024-11-11 15:51:21,3,0.0255,0.02593838,55.23,BTC-27DEC24-100000-C,83946.65,sell,1.8,1.8,,,,
7798,325355302,2024-11-11 15:56:13,0,0.027,0.02653434,56.18,BTC-27DEC24-100000-C,84115.48,sell,0.1,0.1,,,,
7799,325355306,2024-11-11 15:56:16,1,0.027,0.02650854,56.19,BTC-27DEC24-100000-C,84111.12,sell,0.1,0.1,,,,
7800,325355310,2024-11-11 15:56:17,1,0.027,0.02650854,56.19,BTC-27DEC24-100000-C,84111.12,sell,0.1,0.1,,,,
7801,325355311,2024-11-11 15:56:17,1,0.027,0.02650854,56.19,BTC-27DEC24-100000-C,84111.12,sell,0.1,0.1,,,,
7802,325355488,2024-11-11 15:56:39,0,0.0275,0.0266556,56.57,BTC-27DEC24-100000-C,84135.1,buy,0.1,0.1,,,,
7803,325355489,2024-11-11 15:56:39,1,0.0275,0.0266556,56.57,BTC-27DEC24-100000-C,84135.1,buy,9.2,9.2,,,,
7804,325355490,2024-11-11 15:56:39,1,0.0275,0.0266556,56.57,BTC-27DEC24-100000-C,84135.1,buy,5.8,5.8,,,,
7805,325355491,2024-11-11 15:56:39,1,0.0275,0.0266556,56.57,BTC-27DEC24-100000-C,84135.1,buy,4.9,4.9,,,,
7806,325355702,2024-11-11 15:57:03,0,0.028,0.02689685,56.93,BTC-27DEC24-100000-C,84169.23,buy,9.2,9.2,,,,
7807,325355703,2024-11-11 15:57:03,1,0.028,0.02689685,56.93,BTC-27DEC24-100000-C,84169.23,buy,10.8,10.8,,,,
7808,325356290,2024-11-11 15:59:25,1,0.028,0.02707418,57.05,BTC-27DEC24-100000-C,84128.09,buy,5.0,5.0,,,,
7809,325356698,2024-11-11 16:00:26,1,0.028,0.02733402,56.94,BTC-27DEC24-100000-C,84171.42,buy,0.1,0.1,,,,
7810,325357141,2024-11-11 16:01:18,2,0.027,0.02741007,55.92,BTC-27DEC24-100000-C,84227.62,sell,1.1,1.1,,,,
7811,325357317,2024-11-11 16:01:28,0,0.0275,0.02760275,56.17,BTC-27DEC24-100000-C,84301.95,buy,0.1,0.1,,,,
7812,325357318,2024-11-11 16:01:28,1,0.0275,0.02760275,56.17,BTC-27DEC24-100000-C,84301.95,buy,0.1,0.1,,,,
7813,325357432,2024-11-11 16:01:38,1,0.0275,0.02774769,56.06,BTC-27DEC24-100000-C,84347.54,buy,0.1,0.1,,,,
7814,325362172,2024-11-11 16:06:43,0,0.029,0.02899399,56.29,BTC-27DEC24-100000-C,84795.99,buy,0.2,0.2,,,,
7815,325365030,2024-11-11 16:09:42,0,0.0295,0.02911795,56.71,BTC-27DEC24-100000-C,84796.12,buy,1.0,1.0,,,,
7816,325365133,2024-11-11 16:09:48,2,0.029,0.02902355,56.4,BTC-27DEC24-100000-C,84746.59,sell,0.1,0.1,,,,
7817,325365841,2024-11-11 16:11:12,2,0.0285,0.02875299,56.13,BTC-27DEC24-100000-C,84695.32,sell,1.1,1.1,,,,
7818,325365844,2024-11-11 16:11:12,3,0.0285,0.02875299,56.13,BTC-27DEC24-100000-C,84695.32,sell,0.1,0.1,,,,
7819,325366002,2024-11-11 16:11:30,3,0.0285,0.02890606,55.99,BTC-27DEC24-100000-C,84750.36,sell,2.0,2.0,,,,
7820,325366327,2024-11-11 16:11:59,0,0.029,0.02892193,56.44,BTC-27DEC24-100000-C,84746.75,sell,1.3,1.3,,,,
7821,325367244,2024-11-11 16:13:49,0,0.03,0.02937634,56.86,BTC-27DEC24-100000-C,84920.41,buy,5.0,5.0,,,,
7822,325367245,2024-11-11 16:13:49,1,0.03,0.02937634,56.86,BTC-27DEC24-100000-C,84920.41,buy,0.1,0.1,,,,
7823,325367246,2024-11-11 16:13:49,1,0.03,0.02937634,56.86,BTC-27DEC24-100000-C,84920.41,buy,10.0,10.0,,,,
7824,325367247,2024-11-11 16:13:49,1,0.03,0.02937634,56.86,BTC-27DEC24-100000-C,84920.41,buy,4.9,4.9,,,,
7825,325367513,2024-11-11 16:14:17,2,0.0295,0.02918069,56.63,BTC-27DEC24-100000-C,84843.18,buy,1.0,1.0,,,,
7826,325367514,2024-11-11 16:14:17,3,0.0295,0.02918069,56.63,BTC-27DEC24-100000-C,84843.18,buy,0.1,0.1,,,,
7827,325368316,2024-11-11 16:15:35,3,0.0295,0.02909909,56.86,BTC-27DEC24-100000-C,84746.91,buy,1.0,1.0,,,,
7828,325368978,2024-11-11 16:16:52,3,0.0295,0.02909647,56.81,BTC-27DEC24-100000-C,84737.21,buy,0.2,0.2,,,,
7829,325369394,2024-11-11 16:17:52,2,0.029,0.02942327,56.16,BTC-27DEC24-100000-C,84825.24,sell,0.1,0.1,,,,
7830,325369763,2024-11-11 16:18:41,0,0.0295,0.02934034,56.73,BTC-27DEC24-100000-C,84754.74,sell,1.0,1.0,,,,
7831,325370112,2024-11-11 16:19:29,1,0.0295,0.02930363,56.78,BTC-27DEC24-100000-C,84728.76,sell,1.0,1.0,,,,
7832,325371098,2024-11-11 16:21:12,2,0.029,0.02969457,56.0,BTC-27DEC24-100000-C,84879.69,sell,1.2,1.2,,,,
7833,325372022,2024-11-11 16:23:11,0,0.03,0.02964948,56.83,BTC-27DEC24-100000-C,84901.07,buy,0.1,0.1,,,,
7834,325372023,2024-11-11 16:23:11,1,0.03,0.02964948,56.83,BTC-27DEC24-100000-C,84901.07,buy,0.1,0.1,,,,
7835,325372024,2024-11-11 16:23:11,1,0.03,0.02964948,56.83,BTC-27DEC24-100000-C,84901.07,buy,0.1,0.1,,,,
7836,325372222,2024-11-11 16:23:24,1,0.03,0.02977767,56.8,BTC-27DEC24-100000-C,84912.48,buy,9.0,9.0,,,,
7837,325372533,2024-11-11 16:23:54,1,0.03,0.02993157,56.68,BTC-27DEC24-100000-C,84960.3,buy,9.0,9.0,,,,
7838,325372898,2024-11-11 16:24:24,1,0.03,0.02992478,56.65,BTC-27DEC24-100000-C,84964.41,buy,7.0,7.0,,,,
7839,325374318,2024-11-11 16:26:34,2,0.029,0.02883045,56.81,BTC-27DEC24-100000-C,84535.06,buy,9.0,9.0,,,,
7840,325374319,2024-11-11 16:26:34,3,0.029,0.02883045,56.81,BTC-27DEC24-100000-C,84535.06,buy,0.1,0.1,,,,
7841,325375405,2024-11-11 16:28:51,3,0.029,0.0290051,56.76,BTC-27DEC24-100000-C,84550.95,buy,1.0,1.0,,,,
7842,325376390,2024-11-11 16:31:12,2,0.0285,0.02848044,56.79,BTC-27DEC24-100000-C,84362.69,buy,0.1,0.1,,,,
7843,325376418,2024-11-11 16:31:13,3,0.0285,0.0284155,56.79,BTC-27DEC24-100000-C,84360.96,buy,1.1,1.1,,,,
7844,325378485,2024-11-11 16:35:45,3,0.0285,0.02827722,57.01,BTC-27DEC24-100000-C,84261.24,buy,1.5,1.5,,,,
7845,325380204,2024-11-11 16:41:12,0,0.029,0.02902495,56.78,BTC-27DEC24-100000-C,84557.97,buy,1.2,1.2,,,,
7846,325380902,2024-11-11 16:43:22,2,0.0285,0.02843281,56.89,BTC-27DEC24-100000-C,84323.19,buy,9.1,9.1,,,,
7847,325380903,2024-11-11 16:43:22,3,0.0285,0.02843281,56.89,BTC-27DEC24-100000-C,84323.19,buy,0.1,0.1,,,,
7848,325380913,2024-11-11 16:43:24,3,0.0285,0.02840893,56.9,BTC-27DEC24-100000-C,84318.35,buy,1.0,1.0,,,,
7849,325381179,2024-11-11 16:44:12,0,0.029,0.02870573,57.06,BTC-27DEC24-100000-C,84426.91,buy,9.0,9.0,,,,
7850,325381406,2024-11-11 16:45:26,2,0.0285,0.02840924,56.9,BTC-27DEC24-100000-C,84316.73,buy,4.3,4.3,,,,
7851,325382649,2024-11-11 16:49:29,0,0.029,0.02820612,57.55,BTC-27DEC24-100000-C,84258.28,buy,0.1,0.1,,,,
7852,325384160,2024-11-11 16:53:03,2,0.0275,0.02771859,56.66,BTC-27DEC24-100000-C,84087.92,sell,0.1,0.1,,,,
7853,325387187,2024-11-11 17:02:50,3,0.0275,0.02828817,55.72,BTC-27DEC24-100000-C,84491.98,sell,5.0,5.0,,,,
7854,325387188,2024-11-11 17:02:50,3,0.0275,0.02828817,55.72,BTC-27DEC24-100000-C,84491.98,sell,9.1,9.1,,,,
7855,325387189,2024-11-11 17:02:50,3,0.0275,0.02828817,55.72,BTC-27DEC24-100000-C,84491.98,sell,3.6,3.6,,,,
7856,325387190,2024-11-11 17:02:50,3,0.0275,0.02828817,55.72,BTC-27DEC24-100000-C,84491.98,sell,8.0,8.0,,,,
7857,325387191,2024-11-11 17:02:50,3,0.0275,0.02828817,55.72,BTC-27DEC24-100000-C,84491.98,buy,9.1,9.1,,,,
7858,325387192,2024-11-11 17:02:50,3,0.0275,0.02828817,55.72,BTC-27DEC24-100000-C,84491.98,buy,1.0,1.0,,,,
7859,325387193,2024-11-11 17:02:50,3,0.0275,0.02828817,55.72,BTC-27DEC24-100000-C,84491.98,buy,0.1,0.1,,,,
7860,325389747,2024-11-11 17:11:06,0,0.028,0.02842623,55.48,BTC-27DEC24-100000-C,84795.14,sell,0.4,0.4,,,,
7861,325397836,2024-11-11 17:48:27,1,0.028,0.02820321,55.43,BTC-27DEC24-100000-C,84854.26,sell,0.1,0.1,,,,
7862,325402884,2024-11-11 18:03:55,2,0.026,0.02659523,54.64,BTC-27DEC24-100000-C,84477.02,sell,0.1,0.1,,,,
7863,325403403,2024-11-11 18:04:23,3,0.026,0.02667374,54.56,BTC-27DEC24-100000-C,84501.72,sell,0.1,0.1,,,,
7864,325403492,2024-11-11 18:04:38,0,0.0265,0.02671716,55.0,BTC-27DEC24-100000-C,84502.74,sell,0.1,0.1,,,,
7865,325403593,2024-11-11 18:04:53,2,0.026,0.026622,54.63,BTC-27DEC24-100000-C,84470.84,sell,0.1,0.1,,,,
7866,325406466,2024-11-11 18:13:36,0,0.0265,0.02653735,55.01,BTC-27DEC24-100000-C,84512.91,sell,2.0,2.0,,,,
7867,325409637,2024-11-11 18:29:01,0,0.027,0.02725666,54.73,BTC-27DEC24-100000-C,84820.14,buy,0.3,0.3,,,,
7868,325410640,2024-11-11 18:34:19,0,0.0275,0.02745397,54.92,BTC-27DEC24-100000-C,84936.48,buy,0.1,0.1,,,,
7869,325410641,2024-11-11 18:34:19,1,0.0275,0.02745397,54.92,BTC-27DEC24-100000-C,84936.48,buy,0.9,0.9,,,,
7870,325410993,2024-11-11 18:36:14,2,0.0274,0.0274257,54.85,BTC-27DEC24-100000-C,84934.69,sell,15.0,15.0,,167120,,
7871,325414398,2024-11-11 18:40:57,0,0.0285,0.02866102,54.73,BTC-27DEC24-100000-C,85382.75,buy,0.1,0.1,,,,
7872,325417033,2024-11-11 18:45:11,1,0.0285,0.02866647,54.93,BTC-27DEC24-100000-C,85277.67,sell,0.5,0.5,,,,
7873,325417760,2024-11-11 18:46:28,0,0.029,0.02847365,55.59,BTC-27DEC24-100000-C,85174.21,buy,0.2,0.2,,,,
7874,325418205,2024-11-11 18:48:08,0,0.0295,0.02911119,55.75,BTC-27DEC24-100000-C,85280.53,buy,0.1,0.1,,,,
7875,325419893,2024-11-11 18:50:46,0,0.0305,0.0303604,55.89,BTC-27DEC24-100000-C,85565.51,buy,0.3,0.3,,,,
7876,325420586,2024-11-11 18:52:26,0,0.031,0.03065227,56.08,BTC-27DEC24-100000-C,85658.91,buy,1.0,1.0,,,,
7877,325420602,2024-11-11 18:52:26,1,0.031,0.03065227,55.94,BTC-27DEC24-100000-C,85715.52,buy,1.0,1.0,,,,
7878,325420612,2024-11-11 18:52:27,1,0.031,0.03065227,55.94,BTC-27DEC24-100000-C,85715.52,buy,1.0,1.0,,,,
7879,325420798,2024-11-11 18:52:32,1,0.031,0.03086651,55.8,BTC-27DEC24-100000-C,85766.08,buy,0.7,0.7,,,,
7880,325420961,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,buy,0.3,0.3,,,,
7881,325420962,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7882,325420963,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7883,325420964,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7884,325420965,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7885,325420967,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7886,325420968,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7887,325420969,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7888,325420970,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7889,325420971,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7890,325420972,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7891,325420973,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7892,325420974,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7893,325420975,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7894,325420976,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7895,325420977,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7896,325420978,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7897,325420979,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7898,325420980,2024-11-11 18:52:44,1,0.031,0.03091813,55.86,BTC-27DEC24-100000-C,85738.4,sell,1.0,1.0,,,,
7899,325421012,2024-11-11 18:52:45,1,0.031,0.03093284,55.86,BTC-27DEC24-100000-C,85740.66,sell,1.0,1.0,,,,
7900,325421013,2024-11-11 18:52:45,1,0.031,0.03093284,55.86,BTC-27DEC24-100000-C,85740.66,sell,1.0,1.0,,,,
7901,325421014,2024-11-11 18:52:45,1,0.031,0.03093284,55.86,BTC-27DEC24-100000-C,85740.66,sell,1.0,1.0,,,,
7902,325421015,2024-11-11 18:52:45,1,0.031,0.03093284,55.86,BTC-27DEC24-100000-C,85740.66,sell,1.0,1.0,,,,
7903,325421016,2024-11-11 18:52:45,1,0.031,0.03093284,55.86,BTC-27DEC24-100000-C,85740.66,sell,1.0,1.0,,,,
7904,325421030,2024-11-11 18:52:46,1,0.031,0.03093997,55.85,BTC-27DEC24-100000-C,85745.84,sell,1.0,1.0,,,,
7905,325421031,2024-11-11 18:52:46,1,0.031,0.03093997,55.85,BTC-27DEC24-100000-C,85745.84,sell,0.7,0.7,,,,
7906,325421092,2024-11-11 18:52:57,1,0.031,0.03098194,55.81,BTC-27DEC24-100000-C,85757.76,buy,0.3,0.3,,,,
7907,325421093,2024-11-11 18:52:57,1,0.031,0.03098194,55.81,BTC-27DEC24-100000-C,85757.76,buy,1.0,1.0,,,,
7908,325421094,2024-11-11 18:52:57,1,0.031,0.03098194,55.81,BTC-27DEC24-100000-C,85757.76,buy,1.0,1.0,,,,
7909,325421095,2024-11-11 18:52:57,1,0.031,0.03098194,55.81,BTC-27DEC24-100000-C,85757.76,sell,1.0,1.0,,,,
7910,325421096,2024-11-11 18:52:57,1,0.031,0.03098194,55.81,BTC-27DEC24-100000-C,85757.76,sell,1.0,1.0,,,,
7911,325421097,2024-11-11 18:52:57,1,0.031,0.03098194,55.81,BTC-27DEC24-100000-C,85757.76,sell,1.0,1.0,,,,
7912,325421098,2024-11-11 18:52:57,1,0.031,0.03098194,55.81,BTC-27DEC24-100000-C,85757.76,sell,1.0,1.0,,,,
7913,325422056,2024-11-11 18:54:26,1,0.031,0.03068785,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7914,325422057,2024-11-11 18:54:26,1,0.031,0.03068785,56.07,BTC-27DEC24-100000-C,85666.01,buy,0.5,0.5,,,,
7915,325422194,2024-11-11 18:54:27,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7916,325422197,2024-11-11 18:54:27,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7917,325422209,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7918,325422213,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7919,325422216,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7920,325422219,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,0.1,0.1,,,,
7921,325422220,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,0.9,0.9,,,,
7922,325422223,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7923,325422224,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,1.0,1.0,,,,
7924,325422225,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,0.8,0.8,,,,
7925,325422234,2024-11-11 18:54:28,1,0.031,0.03069507,56.07,BTC-27DEC24-100000-C,85666.01,buy,0.2,0.2,,,,
7926,325422241,2024-11-11 18:54:28,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7927,325422243,2024-11-11 18:54:28,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7928,325422244,2024-11-11 18:54:28,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7929,325422246,2024-11-11 18:54:28,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7930,325422248,2024-11-11 18:54:29,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7931,325422249,2024-11-11 18:54:29,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7932,325422253,2024-11-11 18:54:29,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7933,325422255,2024-11-11 18:54:29,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7934,325422257,2024-11-11 18:54:29,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7935,325422258,2024-11-11 18:54:29,1,0.031,0.03069507,55.83,BTC-27DEC24-100000-C,85762.09,buy,1.0,1.0,,,,
7936,325422293,2024-11-11 18:54:30,1,0.031,0.03100801,55.8,BTC-27DEC24-100000-C,85772.44,buy,0.7,0.7,,,,
7937,325422333,2024-11-11 18:54:32,1,0.031,0.03100729,55.82,BTC-27DEC24-100000-C,85766.9,buy,0.3,0.3,,,,
7938,325422421,2024-11-11 18:54:37,1,0.031,0.03089703,55.91,BTC-27DEC24-100000-C,85729.59,buy,1.0,1.0,,,,
7939,325422435,2024-11-11 18:54:40,1,0.031,0.03087663,55.86,BTC-27DEC24-100000-C,85752.05,buy,1.0,1.0,,,,
7940,325422494,2024-11-11 18:54:42,1,0.031,0.03095468,55.8,BTC-27DEC24-100000-C,85775.89,buy,1.0,1.0,,,,
7941,325422500,2024-11-11 18:54:45,1,0.031,0.03101234,55.74,BTC-27DEC24-100000-C,85798.47,buy,1.0,1.0,,,,
7942,325422580,2024-11-11 18:54:47,1,0.031,0.03108206,55.73,BTC-27DEC24-100000-C,85800.3,buy,1.0,1.0,,,,
7943,325422581,2024-11-11 18:54:47,1,0.031,0.03108574,55.71,BTC-27DEC24-100000-C,85809.06,buy,0.9,0.9,,,,
7944,325422585,2024-11-11 18:54:48,1,0.031,0.03108574,55.71,BTC-27DEC24-100000-C,85809.06,buy,0.1,0.1,,,,
7945,325422594,2024-11-11 18:54:48,1,0.031,0.03108574,55.71,BTC-27DEC24-100000-C,85809.06,buy,1.0,1.0,,,,
7946,325422600,2024-11-11 18:54:48,1,0.031,0.03108574,55.71,BTC-27DEC24-100000-C,85809.06,buy,1.0,1.0,,,,
7947,325422602,2024-11-11 18:54:48,1,0.031,0.03108574,55.71,BTC-27DEC24-100000-C,85809.06,buy,0.3,0.3,,,,
7948,325422624,2024-11-11 18:54:49,1,0.031,0.03111759,55.62,BTC-27DEC24-100000-C,85844.92,buy,0.7,0.7,,,,
7949,325422625,2024-11-11 18:54:49,1,0.031,0.03111759,55.62,BTC-27DEC24-100000-C,85844.92,buy,1.0,1.0,,,,
7950,325422631,2024-11-11 18:54:49,1,0.031,0.03111717,55.58,BTC-27DEC24-100000-C,85860.67,buy,1.0,1.0,,,,
