trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,liquidation,block_trade_id
1102,302870627,2024-05-24 01:36:19,0,0.171,0.17096527,67.12,BTC-27DEC24-80000-C,67765.51,buy,0.1,0.1,,,,
1103,302873535,2024-05-24 02:52:25,1,0.171,0.17113641,67.08,BTC-27DEC24-80000-C,67819.85,buy,0.1,0.1,,,,
1104,302882334,2024-05-24 05:23:09,2,0.17,0.170175,67.39,BTC-27DEC24-80000-C,67502.73,sell,1.0,1.0,,,,
1105,303024070,2024-05-25 10:45:56,0,0.1725,0.1723017,65.59,BTC-27DEC24-80000-C,69371.27,buy,0.5,0.5,,,,
1106,303079234,2024-05-26 13:44:33,0,0.174,0.17216476,66.94,BTC-27DEC24-80000-C,68966.95,buy,0.1,0.1,,,,
1107,303079235,2024-05-26 13:44:33,0,0.1745,0.17216476,67.11,BTC-27DEC24-80000-C,68966.95,buy,19.9,19.9,,,,
1108,303080229,2024-05-26 14:08:32,2,0.1725,0.17238024,66.2,BTC-27DEC24-80000-C,69095.24,buy,5.0,5.0,,,,
1109,303119261,2024-05-27 03:56:04,2,0.172,0.17222755,66.42,BTC-27DEC24-80000-C,68804.57,buy,0.8,0.8,,,,
1110,303199099,2024-05-27 16:41:14,0,0.183,0.18231232,66.85,BTC-27DEC24-80000-C,70366.93,sell,0.1,0.1,,,,
1111,303332874,2024-05-28 13:51:25,2,0.1715,0.17165975,67.93,BTC-27DEC24-80000-C,67832.99,buy,0.1,0.1,,,,
1112,303334259,2024-05-28 13:57:07,2,0.171,0.17130487,68.06,BTC-27DEC24-80000-C,67663.71,sell,1.5,1.5,,,,
1113,303334334,2024-05-28 13:57:10,2,0.1705,0.1711468,67.94,BTC-27DEC24-80000-C,67646.59,buy,0.1,0.1,,,,
1114,303361334,2024-05-28 17:05:13,2,0.1685,0.16843674,67.45,BTC-27DEC24-80000-C,67612.49,buy,0.1,0.1,,,,
1115,303368254,2024-05-28 18:36:48,2,0.167,0.16660881,67.2,BTC-27DEC24-80000-C,67456.11,sell,0.1,0.1,,,,
1116,303424898,2024-05-29 08:46:17,0,0.1685,0.16918662,67.11,BTC-27DEC24-80000-C,67770.99,buy,5.0,5.0,,,,
1117,303428040,2024-05-29 09:27:24,2,0.166,0.16735041,66.46,BTC-27DEC24-80000-C,67658.31,buy,0.1,0.1,,,,
1118,303458657,2024-05-29 14:58:34,3,0.166,0.16637126,66.54,BTC-27DEC24-80000-C,67612.24,buy,0.1,0.1,,,,
1119,303544526,2024-05-30 08:14:01,2,0.165,0.1649235,67.12,BTC-27DEC24-80000-C,67224.73,sell,0.1,0.1,,,,
1120,303579682,2024-05-30 14:40:16,0,0.1695,0.16880417,66.32,BTC-27DEC24-80000-C,68508.88,buy,0.1,0.1,,,,
1121,303579683,2024-05-30 14:40:16,1,0.1695,0.16880417,66.32,BTC-27DEC24-80000-C,68508.88,sell,4.9,4.9,,,,
1122,303583506,2024-05-30 15:03:20,2,0.168,0.16839236,66.02,BTC-27DEC24-80000-C,68391.28,sell,2.0,2.0,,,,
1123,303585263,2024-05-30 15:11:02,2,0.1675,0.16740434,66.16,BTC-27DEC24-80000-C,68232.46,buy,0.9,0.9,,,,
1124,303585558,2024-05-30 15:15:24,0,0.168,0.1677574,66.24,BTC-27DEC24-80000-C,68285.5,buy,0.1,0.1,,,,
1125,303597052,2024-05-30 17:22:47,0,0.171,0.17064076,66.28,BTC-27DEC24-80000-C,68853.62,sell,1.6,1.6,,,,
1126,303597053,2024-05-30 17:22:47,1,0.171,0.17064076,66.28,BTC-27DEC24-80000-C,68853.62,sell,3.4,3.4,,,,
1127,303597285,2024-05-30 17:23:22,1,0.171,0.17105751,66.14,BTC-27DEC24-80000-C,68935.9,sell,2.0,2.0,,,,
1128,303598813,2024-05-30 17:31:49,0,0.172,0.17206942,66.18,BTC-27DEC24-80000-C,69109.03,sell,2.0,2.0,,,,
1129,303605825,2024-05-30 18:04:40,0,0.1725,0.17288861,65.91,BTC-27DEC24-80000-C,69329.75,buy,0.1,0.1,,,,
1130,303609487,2024-05-30 18:28:53,1,0.1725,0.17324011,65.96,BTC-27DEC24-80000-C,69278.92,buy,0.1,0.1,,,,
1131,303610909,2024-05-30 18:48:33,1,0.1725,0.17204268,66.07,BTC-27DEC24-80000-C,69233.55,buy,0.1,0.1,,,,
1132,303615568,2024-05-30 19:36:23,2,0.17,0.17080318,65.85,BTC-27DEC24-80000-C,68903.96,buy,0.1,0.1,,,,
1133,303665072,2024-05-31 07:58:50,2,0.165,0.16519009,65.89,BTC-27DEC24-80000-C,68144.93,buy,1.7,1.7,,,,
1134,303720724,2024-05-31 14:23:50,2,0.1605,0.16157841,64.95,BTC-27DEC24-80000-C,67770.96,sell,0.1,0.1,,,,
1135,303754008,2024-05-31 17:22:35,2,0.1575,0.15762912,65.05,BTC-27DEC24-80000-C,67301.82,buy,0.1,0.1,,,,
1136,303834648,2024-06-02 14:13:39,0,0.1595,0.16164958,64.38,BTC-27DEC24-80000-C,68053.31,sell,1.0,1.0,,,,
1137,303849021,2024-06-02 18:34:18,0,0.16,0.15974209,65.37,BTC-27DEC24-80000-C,67572.06,sell,0.3,0.3,,,,
1138,303877301,2024-06-03 01:36:46,0,0.1625,0.16226453,64.89,BTC-27DEC24-80000-C,68246.01,sell,0.3,0.3,,,,
1139,303878444,2024-06-03 01:51:12,2,0.162,0.16218053,64.58,BTC-27DEC24-80000-C,68302.76,buy,0.3,0.3,,,,
1140,303878546,2024-06-03 01:51:31,3,0.162,0.16223465,64.56,BTC-27DEC24-80000-C,68315.28,buy,0.3,0.3,,,,
1141,303878742,2024-06-03 01:52:07,0,0.1625,0.16252169,64.62,BTC-27DEC24-80000-C,68383.61,buy,0.3,0.3,,,,
1142,303879583,2024-06-03 01:54:49,1,0.1625,0.1625291,64.53,BTC-27DEC24-80000-C,68418.28,buy,0.2,0.2,,,,
1143,303879602,2024-06-03 01:55:19,1,0.1625,0.1624475,64.54,BTC-27DEC24-80000-C,68411.28,buy,0.1,0.1,,,,
1144,303879604,2024-06-03 01:55:19,2,0.1605,0.1624475,63.88,BTC-27DEC24-80000-C,68411.28,sell,0.1,0.1,,,,
1145,303879664,2024-06-03 01:55:49,0,0.1625,0.16255734,64.5,BTC-27DEC24-80000-C,68433.89,buy,0.1,0.1,,,,
1146,303879666,2024-06-03 01:55:53,1,0.1625,0.16256792,64.5,BTC-27DEC24-80000-C,68437.13,buy,0.2,0.2,,,,
1147,303879700,2024-06-03 01:56:05,1,0.1625,0.16271177,64.44,BTC-27DEC24-80000-C,68460.95,buy,0.3,0.3,,,,
1148,303879875,2024-06-03 01:57:06,2,0.162,0.16219434,64.46,BTC-27DEC24-80000-C,68380.06,buy,0.3,0.3,,,,
1149,303881117,2024-06-03 02:00:50,0,0.1635,0.1634612,64.56,BTC-27DEC24-80000-C,68579.44,buy,0.2,0.2,,,,
1150,303882143,2024-06-03 02:02:49,1,0.1635,0.16377265,64.41,BTC-27DEC24-80000-C,68646.02,buy,0.1,0.1,,,,
1151,303882440,2024-06-03 02:03:45,1,0.1635,0.16370599,64.41,BTC-27DEC24-80000-C,68651.47,buy,0.3,0.3,,,,
1152,303882458,2024-06-03 02:03:52,1,0.1635,0.16372165,64.41,BTC-27DEC24-80000-C,68653.86,buy,0.3,0.3,,,,
1153,303890517,2024-06-03 03:24:36,2,0.1625,0.16265876,64.83,BTC-27DEC24-80000-C,68249.83,sell,0.1,0.1,,,,
1154,303890709,2024-06-03 03:30:07,0,0.1655,0.16320105,65.71,BTC-27DEC24-80000-C,68308.16,buy,0.1,0.1,,,,
1155,303890971,2024-06-03 03:31:42,2,0.1635,0.16365209,64.94,BTC-27DEC24-80000-C,68345.89,sell,0.1,0.1,,,,
1156,303891200,2024-06-03 03:34:57,0,0.1655,0.16383799,65.58,BTC-27DEC24-80000-C,68360.15,buy,0.1,0.1,,,,
1157,303891386,2024-06-03 03:37:59,2,0.164,0.1640146,65.06,BTC-27DEC24-80000-C,68376.07,sell,0.1,0.1,,,,
1158,303891506,2024-06-03 03:40:06,3,0.164,0.16392956,65.08,BTC-27DEC24-80000-C,68367.61,sell,0.1,0.1,,,,
1159,303891635,2024-06-03 03:43:25,0,0.1655,0.16397995,65.57,BTC-27DEC24-80000-C,68374.14,buy,0.1,0.1,,,,
1160,303891873,2024-06-03 03:46:26,0,0.166,0.16436932,65.64,BTC-27DEC24-80000-C,68417.93,buy,0.1,0.1,,,,
1161,303891947,2024-06-03 03:46:29,2,0.1645,0.16439175,65.09,BTC-27DEC24-80000-C,68445.22,sell,0.1,0.1,,,,
1162,303892202,2024-06-03 03:49:33,0,0.166,0.16457441,65.59,BTC-27DEC24-80000-C,68448.76,buy,0.1,0.1,,,,
1163,303892433,2024-06-03 03:52:35,1,0.166,0.16428339,65.7,BTC-27DEC24-80000-C,68398.18,buy,0.1,0.1,,,,
1164,303892817,2024-06-03 03:58:38,1,0.166,0.16420911,65.74,BTC-27DEC24-80000-C,68360.91,buy,0.1,0.1,,,,
1165,303892985,2024-06-03 04:01:04,2,0.1645,0.16442178,65.2,BTC-27DEC24-80000-C,68387.15,sell,0.1,0.1,,,,
1166,303893508,2024-06-03 04:04:17,0,0.1655,0.16392421,65.7,BTC-27DEC24-80000-C,68305.79,buy,0.1,0.1,,,,
1167,303893509,2024-06-03 04:04:18,2,0.164,0.16392222,65.2,BTC-27DEC24-80000-C,68305.57,sell,0.1,0.1,,,,
1168,303893739,2024-06-03 04:09:39,3,0.164,0.16389919,65.18,BTC-27DEC24-80000-C,68309.34,sell,0.1,0.1,,,,
1169,303912447,2024-06-03 07:25:02,0,0.1675,0.16714619,65.0,BTC-27DEC24-80000-C,68947.24,sell,0.5,0.5,,,,
1170,303919072,2024-06-03 08:28:33,0,0.1685,0.16829822,64.75,BTC-27DEC24-80000-C,69251.66,buy,0.2,0.2,,,,
1171,303942585,2024-06-03 12:38:39,0,0.17,0.1695838,64.96,BTC-27DEC24-80000-C,69477.63,buy,0.2,0.2,,,,
1172,303946703,2024-06-03 12:59:35,0,0.1715,0.17093303,65.02,BTC-27DEC24-80000-C,69702.9,buy,0.1,0.1,,,,
1173,303955064,2024-06-03 13:45:02,0,0.173,0.17259659,65.1,BTC-27DEC24-80000-C,69982.48,buy,0.1,0.1,,,,
1174,303964078,2024-06-03 14:17:14,1,0.173,0.1730036,65.11,BTC-27DEC24-80000-C,69978.1,buy,0.3,0.3,,,,
1175,304013753,2024-06-03 20:02:01,2,0.1675,0.16790253,64.99,BTC-27DEC24-80000-C,69194.33,sell,1.0,1.0,,,,
1176,304013754,2024-06-03 20:02:04,3,0.1675,0.1679407,64.98,BTC-27DEC24-80000-C,69195.24,sell,1.0,1.0,,,,
1177,304040622,2024-06-04 03:51:33,0,0.1679,0.16641313,65.26,BTC-27DEC24-80000-C,69165.08,buy,25.0,25.0,,,,143311
1178,304045709,2024-06-04 06:21:16,2,0.1642,0.16435897,64.59,BTC-27DEC24-80000-C,68858.9,buy,26.9,26.9,,,,143321
1179,304069103,2024-06-04 13:32:52,0,0.1665,0.1669294,64.56,BTC-27DEC24-80000-C,69439.19,sell,1.0,1.0,,,,
1180,304071073,2024-06-04 13:45:38,0,0.1675,0.16773521,64.66,BTC-27DEC24-80000-C,69562.3,sell,1.0,1.0,,,,
1181,304112633,2024-06-04 16:29:55,0,0.175,0.17459709,64.69,BTC-27DEC24-80000-C,70920.14,buy,0.3,0.3,,,,
1182,304115730,2024-06-04 16:40:01,2,0.1745,0.17499049,64.53,BTC-27DEC24-80000-C,70894.34,buy,0.2,0.2,,,,
1183,304140024,2024-06-04 19:11:35,3,0.1745,0.17275702,65.18,BTC-27DEC24-80000-C,70582.37,buy,50.0,50.0,,,,143507
1184,304165499,2024-06-05 00:51:03,2,0.173,0.17238449,64.37,BTC-27DEC24-80000-C,70689.03,buy,0.1,0.1,,,,
1185,304190738,2024-06-05 04:11:37,0,0.175,0.176007,64.59,BTC-27DEC24-80000-C,70874.96,buy,2.2,2.2,,,,
1186,304190739,2024-06-05 04:11:43,1,0.175,0.17597901,64.59,BTC-27DEC24-80000-C,70873.57,buy,1.8,1.8,,,,
1187,304218633,2024-06-05 09:39:25,1,0.175,0.17446583,64.6,BTC-27DEC24-80000-C,70900.35,sell,0.1,0.1,,,,
1188,304219349,2024-06-05 09:51:10,0,0.1755,0.17558631,64.71,BTC-27DEC24-80000-C,70903.29,sell,0.2,0.2,,,,
1189,304219369,2024-06-05 09:51:25,1,0.1755,0.17558194,64.71,BTC-27DEC24-80000-C,70913.62,buy,0.1,0.1,,,,
1190,304225718,2024-06-05 11:26:13,2,0.1745,0.17560799,64.53,BTC-27DEC24-80000-C,70909.92,sell,1.0,1.0,,,,
1191,304338693,2024-06-06 12:18:52,0,0.175,0.17591477,64.29,BTC-27DEC24-80000-C,71269.05,sell,2.0,2.0,,,,
1192,304348420,2024-06-06 13:41:37,0,0.1765,0.17635624,64.56,BTC-27DEC24-80000-C,71368.84,buy,0.1,0.1,,,,
1193,304385131,2024-06-06 19:41:17,2,0.1705,0.17024598,64.09,BTC-27DEC24-80000-C,70652.97,sell,3.0,3.0,,,,
1194,304386115,2024-06-06 19:43:45,3,0.1705,0.17058443,64.04,BTC-27DEC24-80000-C,70699.6,sell,1.0,1.0,,,,
1195,304386116,2024-06-06 19:43:45,3,0.1705,0.17058443,64.04,BTC-27DEC24-80000-C,70699.6,sell,0.2,0.2,,,,
1196,304386117,2024-06-06 19:43:45,3,0.1705,0.17058443,64.04,BTC-27DEC24-80000-C,70699.6,sell,0.2,0.2,,,,
1197,304386118,2024-06-06 19:43:45,3,0.1705,0.17058443,64.04,BTC-27DEC24-80000-C,70699.6,sell,0.1,0.1,,,,
1198,304386119,2024-06-06 19:43:45,3,0.1705,0.17058443,64.04,BTC-27DEC24-80000-C,70699.6,sell,0.1,0.1,,,,
1199,304386120,2024-06-06 19:43:45,3,0.1705,0.17058443,64.04,BTC-27DEC24-80000-C,70699.6,sell,0.1,0.1,,,,
1200,304388329,2024-06-06 19:58:42,2,0.1695,0.16905217,64.16,BTC-27DEC24-80000-C,70444.69,sell,0.1,0.1,,,,
1201,304417735,2024-06-07 05:46:45,0,0.174,0.17366792,63.97,BTC-27DEC24-80000-C,71388.55,buy,0.1,0.1,,,,
1202,304435225,2024-06-07 08:36:19,2,0.1715,0.17174059,63.8,BTC-27DEC24-80000-C,71034.77,sell,0.5,0.5,,,,
1203,304435263,2024-06-07 08:37:09,3,0.1715,0.17183187,63.73,BTC-27DEC24-80000-C,71065.38,buy,0.5,0.5,,,,
1204,304435264,2024-06-07 08:37:09,3,0.1715,0.17183187,63.73,BTC-27DEC24-80000-C,71065.38,buy,1.0,1.0,,,,
1205,304435265,2024-06-07 08:37:09,3,0.1715,0.17183187,63.73,BTC-27DEC24-80000-C,71065.38,buy,0.3,0.3,,,,
1206,304435700,2024-06-07 08:42:01,2,0.171,0.17140137,63.55,BTC-27DEC24-80000-C,71057.75,buy,1.0,1.0,,,,
1207,304435801,2024-06-07 08:44:17,3,0.171,0.17124675,63.55,BTC-27DEC24-80000-C,71058.81,buy,1.5,1.5,,,,
1208,304438625,2024-06-07 09:41:17,0,0.173,0.17205487,64.06,BTC-27DEC24-80000-C,71164.74,buy,0.1,0.1,,,,
1209,304438626,2024-06-07 09:41:17,1,0.173,0.17205487,64.06,BTC-27DEC24-80000-C,71164.74,buy,1.1,1.1,,,,
1210,304444045,2024-06-07 11:05:41,0,0.1756,0.17421074,64.51,BTC-27DEC24-80000-C,71345.13,buy,13.0,13.0,,BTC-CS-27DEC24-80000_100000,,143795
1211,304449964,2024-06-07 11:50:06,2,0.1755,0.17527966,63.99,BTC-27DEC24-80000-C,71570.64,buy,0.2,0.2,,,,
1212,304484568,2024-06-07 13:02:34,0,0.1757,0.17388042,64.8,BTC-27DEC24-80000-C,71149.12,buy,13.0,13.0,,BTC-CS-27DEC24-80000_100000,,143831
1213,304501360,2024-06-07 15:00:42,2,0.172,0.17241672,63.36,BTC-27DEC24-80000-C,71287.14,sell,0.4,0.4,,,,
1214,304509356,2024-06-07 16:00:49,2,0.1695,0.1697763,63.15,BTC-27DEC24-80000-C,71018.09,sell,0.2,0.2,,,,
1215,304512516,2024-06-07 16:47:15,2,0.1685,0.16864219,63.19,BTC-27DEC24-80000-C,70823.26,sell,0.1,0.1,,,,
1216,304512517,2024-06-07 16:47:15,3,0.1685,0.16864219,63.19,BTC-27DEC24-80000-C,70823.26,sell,0.1,0.1,,,,
1217,304514103,2024-06-07 17:00:30,2,0.1665,0.16810552,62.62,BTC-27DEC24-80000-C,70770.59,sell,0.1,0.1,,,,
1218,304537963,2024-06-07 18:07:29,2,0.1605,0.16048183,63.36,BTC-27DEC24-80000-C,69311.72,sell,2.0,2.0,,,,
1219,304538358,2024-06-07 18:08:29,3,0.1605,0.16065751,63.29,BTC-27DEC24-80000-C,69316.96,sell,0.1,0.1,,,,
1220,304538601,2024-06-07 18:09:02,3,0.1605,0.16091813,63.21,BTC-27DEC24-80000-C,69347.81,sell,1.0,1.0,,,,
1221,304539454,2024-06-07 18:11:15,2,0.16,0.16030279,63.19,BTC-27DEC24-80000-C,69257.88,sell,0.9,0.9,,,,
1222,304539701,2024-06-07 18:11:29,3,0.16,0.15980714,63.35,BTC-27DEC24-80000-C,69169.44,sell,0.1,0.1,,,,
1223,304539720,2024-06-07 18:11:31,3,0.16,0.15996815,63.28,BTC-27DEC24-80000-C,69204.02,sell,0.1,0.1,,,,
1224,304540067,2024-06-07 18:12:20,2,0.159,0.15959008,63.12,BTC-27DEC24-80000-C,69083.31,sell,0.1,0.1,,,,
1225,304542974,2024-06-07 18:14:57,2,0.1555,0.15686325,62.94,BTC-27DEC24-80000-C,68505.03,sell,0.1,0.1,,,,
1226,304542975,2024-06-07 18:14:57,3,0.1555,0.15686325,62.94,BTC-27DEC24-80000-C,68505.03,sell,0.3,0.3,,,,
1227,304569930,2024-06-07 21:20:10,0,0.1595,0.15926782,63.07,BTC-27DEC24-80000-C,69291.84,buy,1.1,1.1,,,,
1228,304571746,2024-06-07 22:00:42,1,0.1595,0.15943429,63.28,BTC-27DEC24-80000-C,69166.01,sell,1.3,1.3,,,,
1229,304571747,2024-06-07 22:00:42,1,0.1595,0.15943429,63.28,BTC-27DEC24-80000-C,69166.01,sell,0.2,0.2,,,,
1230,304598357,2024-06-08 12:29:56,0,0.16,0.16077486,63.41,BTC-27DEC24-80000-C,69333.48,sell,0.3,0.3,,,,
1231,304603196,2024-06-08 16:15:47,2,0.1585,0.15884794,62.83,BTC-27DEC24-80000-C,69365.75,sell,0.1,0.1,,,,
1232,304615625,2024-06-09 03:03:58,3,0.1585,0.15917708,63.38,BTC-27DEC24-80000-C,69191.03,sell,0.1,0.1,,,,
1233,304621798,2024-06-09 10:01:31,0,0.159,0.15970735,63.27,BTC-27DEC24-80000-C,69333.98,sell,0.2,0.2,,,,
1234,304626152,2024-06-09 13:16:11,0,0.161,0.16102368,63.5,BTC-27DEC24-80000-C,69576.85,sell,0.2,0.2,,,,
1235,304635518,2024-06-09 17:59:20,0,0.162,0.16126342,63.63,BTC-27DEC24-80000-C,69639.89,buy,0.1,0.1,,,,
1236,304659192,2024-06-10 07:14:55,2,0.159,0.15958908,63.46,BTC-27DEC24-80000-C,69383.2,sell,0.2,0.2,,,,
1237,304667408,2024-06-10 08:39:47,2,0.158,0.15841995,63.13,BTC-27DEC24-80000-C,69454.46,buy,0.5,0.5,,,,
1238,304667483,2024-06-10 08:41:20,3,0.158,0.1583076,63.15,BTC-27DEC24-80000-C,69450.8,buy,0.5,0.5,,,,
1239,304667490,2024-06-10 08:41:27,3,0.158,0.15831165,63.15,BTC-27DEC24-80000-C,69450.71,buy,0.5,0.5,,,,
1240,304667537,2024-06-10 08:42:36,3,0.158,0.15834903,63.15,BTC-27DEC24-80000-C,69450.01,buy,0.5,0.5,,,,
1241,304667541,2024-06-10 08:42:39,3,0.158,0.15835075,63.15,BTC-27DEC24-80000-C,69450.01,buy,0.5,0.5,,,,
1242,304667544,2024-06-10 08:42:43,3,0.158,0.15835304,63.15,BTC-27DEC24-80000-C,69450.01,buy,0.5,0.5,,,,
1243,304667799,2024-06-10 08:47:02,3,0.158,0.15821045,63.12,BTC-27DEC24-80000-C,69459.17,buy,1.3,1.3,,,,
1244,304683896,2024-06-10 12:06:50,2,0.1575,0.15747653,63.38,BTC-27DEC24-80000-C,69344.53,sell,0.2,0.2,,,,
1245,304702616,2024-06-10 14:01:39,2,0.156,0.15679867,62.97,BTC-27DEC24-80000-C,69321.07,sell,0.1,0.1,,,,
1246,304727098,2024-06-10 16:03:48,0,0.1605,0.16082265,63.03,BTC-27DEC24-80000-C,69982.88,sell,0.1,0.1,,,,
1247,304744709,2024-06-10 18:46:15,1,0.1605,0.15966456,63.29,BTC-27DEC24-80000-C,69908.35,buy,0.1,0.1,,,,
1248,304763723,2024-06-10 22:11:25,2,0.1565,0.15652656,62.82,BTC-27DEC24-80000-C,69488.98,buy,0.1,0.1,,,,
1249,304797743,2024-06-11 02:32:41,2,0.1485,0.14934629,63.17,BTC-27DEC24-80000-C,68034.54,buy,0.1,0.1,,,,
1250,304816395,2024-06-11 04:26:27,0,0.15,0.14839787,64.11,BTC-27DEC24-80000-C,67859.37,buy,0.1,0.1,,,,
1251,304830507,2024-06-11 06:26:34,2,0.145,0.14470117,63.78,BTC-27DEC24-80000-C,67589.88,sell,2.0,2.0,,,,
1252,304833035,2024-06-11 06:33:48,2,0.144,0.14435311,63.69,BTC-27DEC24-80000-C,67586.72,sell,0.4,0.4,,,,
1253,304852540,2024-06-11 08:23:35,2,0.1425,0.14128778,64.12,BTC-27DEC24-80000-C,67325.52,buy,0.1,0.1,,,,
1254,304853668,2024-06-11 08:29:03,0,0.143,0.14175525,64.14,BTC-27DEC24-80000-C,67381.38,buy,0.1,0.1,,,,
1255,304866153,2024-06-11 09:56:48,2,0.14,0.14017933,63.67,BTC-27DEC24-80000-C,67064.69,buy,0.1,0.1,,,,
1256,304869495,2024-06-11 10:05:51,3,0.14,0.13886555,64.16,BTC-27DEC24-80000-C,66990.52,buy,0.1,0.1,,,,
1257,304873290,2024-06-11 10:17:44,2,0.139,0.13846225,63.82,BTC-27DEC24-80000-C,67156.96,buy,0.1,0.1,,,,
1258,304876945,2024-06-11 10:49:44,2,0.1385,0.13805951,63.58,BTC-27DEC24-80000-C,67139.69,buy,1.8,1.8,,,,
1259,304916349,2024-06-11 14:38:15,0,0.1435,0.14110907,64.13,BTC-27DEC24-80000-C,66906.14,buy,50.0,50.0,,,,144105
1260,304943930,2024-06-11 16:52:21,2,0.1405,0.14007677,63.85,BTC-27DEC24-80000-C,66516.28,buy,0.1,0.1,,,,
1261,305000993,2024-06-12 09:00:14,0,0.1495,0.1487108,64.99,BTC-27DEC24-80000-C,67383.32,buy,0.1,0.1,,,,
1262,305000994,2024-06-12 09:00:14,1,0.1495,0.1487108,64.99,BTC-27DEC24-80000-C,67383.32,sell,0.4,0.4,,,,
1263,305019243,2024-06-12 12:24:26,0,0.153,0.15319917,65.34,BTC-27DEC24-80000-C,67901.86,buy,0.1,0.1,,,,
1264,305049540,2024-06-12 13:16:00,0,0.161,0.16077247,65.11,BTC-27DEC24-80000-C,69383.36,sell,0.3,0.3,,,,
1265,305049778,2024-06-12 13:17:04,1,0.161,0.16060227,65.17,BTC-27DEC24-80000-C,69355.36,buy,0.3,0.3,,,,
1266,305115035,2024-06-12 19:33:01,2,0.155,0.15439202,64.7,BTC-27DEC24-80000-C,68438.94,buy,0.1,0.1,,,,
1267,305118101,2024-06-12 19:42:14,2,0.1535,0.1527093,64.7,BTC-27DEC24-80000-C,68179.47,buy,2.0,2.0,,,,
1268,305119850,2024-06-12 19:46:00,2,0.152,0.15124409,64.69,BTC-27DEC24-80000-C,67918.85,buy,1.6,1.6,,,,
1269,305122522,2024-06-12 19:48:11,2,0.15,0.14899283,64.76,BTC-27DEC24-80000-C,67554.12,buy,0.1,0.1,,,,
1270,305191815,2024-06-13 09:31:38,2,0.145,0.145874,63.8,BTC-27DEC24-80000-C,67326.14,sell,0.1,0.1,,,,
1271,305191832,2024-06-13 09:31:41,3,0.145,0.14585625,63.82,BTC-27DEC24-80000-C,67316.45,sell,0.1,0.1,,,,
1272,305206711,2024-06-13 12:09:46,0,0.148,0.14788267,64.01,BTC-27DEC24-80000-C,67781.39,buy,0.1,0.1,,,,
1273,305207648,2024-06-13 12:26:57,0,0.1485,0.14833011,64.02,BTC-27DEC24-80000-C,67860.79,buy,0.1,0.1,,,,
1274,305208325,2024-06-13 12:30:03,0,0.149,0.14832823,64.17,BTC-27DEC24-80000-C,67874.79,buy,0.1,0.1,,,,
1275,305215828,2024-06-13 12:37:17,2,0.1485,0.14979903,63.55,BTC-27DEC24-80000-C,68123.0,buy,5.0,5.0,,,,
1276,305231240,2024-06-13 14:12:31,2,0.145,0.14491305,63.78,BTC-27DEC24-80000-C,67374.41,sell,0.1,0.1,,,,
1277,305252617,2024-06-13 15:48:16,2,0.1395,0.13871315,63.62,BTC-27DEC24-80000-C,66501.23,buy,0.1,0.1,,,,
1278,305252618,2024-06-13 15:48:16,3,0.1395,0.13871315,63.62,BTC-27DEC24-80000-C,66501.23,sell,0.5,0.5,,,,
1279,305268548,2024-06-13 17:39:59,0,0.1405,0.14026816,63.36,BTC-27DEC24-80000-C,66828.67,buy,0.1,0.1,,,,
1280,305270044,2024-06-13 18:07:00,1,0.1405,0.14016156,63.42,BTC-27DEC24-80000-C,66799.59,buy,0.1,0.1,,,,
1281,305270319,2024-06-13 18:12:50,0,0.141,0.14061958,63.34,BTC-27DEC24-80000-C,66922.24,buy,0.1,0.1,,,,
1282,305275693,2024-06-13 20:35:13,2,0.14,0.13971923,63.52,BTC-27DEC24-80000-C,66652.68,buy,0.1,0.1,,,,
1283,305302725,2024-06-14 07:38:59,0,0.143,0.14141159,64.1,BTC-27DEC24-80000-C,66916.09,buy,0.1,0.1,,,,
1284,305320295,2024-06-14 11:41:56,2,0.14,0.13996852,63.06,BTC-27DEC24-80000-C,67006.78,buy,0.1,0.1,,,,
1285,305358841,2024-06-14 16:29:13,2,0.13,0.12986166,62.77,BTC-27DEC24-80000-C,65437.12,sell,0.1,0.1,,,,
1286,305381728,2024-06-14 18:35:02,2,0.126,0.12627138,61.87,BTC-27DEC24-80000-C,65309.09,buy,0.1,0.1,,,,
1287,305381733,2024-06-14 18:35:07,3,0.126,0.12633352,61.85,BTC-27DEC24-80000-C,65319.34,buy,0.3,0.3,,,,
1288,305381738,2024-06-14 18:35:13,3,0.126,0.12628374,61.86,BTC-27DEC24-80000-C,65314.29,buy,0.2,0.2,,,,
1289,305381905,2024-06-14 18:37:42,3,0.126,0.12623808,61.83,BTC-27DEC24-80000-C,65326.62,buy,0.7,0.7,,,,
1290,305381920,2024-06-14 18:37:43,3,0.126,0.12623808,61.83,BTC-27DEC24-80000-C,65326.62,buy,1.3,1.3,,,,
1291,305381997,2024-06-14 18:38:19,3,0.126,0.12629934,61.81,BTC-27DEC24-80000-C,65333.54,buy,2.0,2.0,,,,
1292,305382034,2024-06-14 18:39:22,0,0.1265,0.1262557,62.01,BTC-27DEC24-80000-C,65319.55,buy,2.4,2.4,,,,
1293,305382565,2024-06-14 18:42:44,0,0.1275,0.12636158,62.37,BTC-27DEC24-80000-C,65317.64,buy,1.8,1.8,,,,
1294,305408606,2024-06-15 03:31:58,0,0.1345,0.13331376,63.16,BTC-27DEC24-80000-C,66214.99,sell,0.1,0.1,,,,
1295,305408645,2024-06-15 03:35:03,2,0.134,0.13339174,63.06,BTC-27DEC24-80000-C,66180.61,sell,0.1,0.1,,,,
