trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,liquidation,block_trade_id
1964,308872956,2024-07-15 05:17:59,1,0.093,0.09232216,60.19,BTC-27DEC24-80000-C,62802.87,sell,0.9,0.9,,,,
1965,308886291,2024-07-15 07:03:37,2,0.0915,0.09161972,59.61,BTC-27DEC24-80000-C,62874.8,sell,1.0,1.0,,,,
1966,308886713,2024-07-15 07:06:58,3,0.0915,0.0919294,59.59,BTC-27DEC24-80000-C,62878.07,sell,1.0,1.0,,,,
1967,308891811,2024-07-15 07:37:13,2,0.091,0.09092394,59.58,BTC-27DEC24-80000-C,62897.02,buy,0.1,0.1,,,,
1968,308912322,2024-07-15 09:37:34,0,0.094,0.09372282,60.88,BTC-27DEC24-80000-C,62797.92,buy,0.1,0.1,,,,
1969,308912794,2024-07-15 09:39:50,0,0.0945,0.09408902,60.92,BTC-27DEC24-80000-C,62894.21,buy,0.1,0.1,,,,
1970,308912795,2024-07-15 09:39:50,1,0.0945,0.09408902,60.92,BTC-27DEC24-80000-C,62894.21,buy,0.1,0.1,,,,
1971,308916280,2024-07-15 10:12:54,2,0.0935,0.0930716,60.89,BTC-27DEC24-80000-C,62718.5,buy,0.2,0.2,,,,
1972,308917397,2024-07-15 10:26:53,0,0.0945,0.09410775,61.13,BTC-27DEC24-80000-C,62820.64,sell,1.0,1.0,,,,
1973,308921923,2024-07-15 11:19:52,2,0.0925,0.09194315,61.17,BTC-27DEC24-80000-C,62404.78,buy,1.5,1.5,,,,
1974,308923558,2024-07-15 11:36:47,0,0.093,0.09309196,61.33,BTC-27DEC24-80000-C,62426.58,buy,1.0,1.0,,,,
1975,308924190,2024-07-15 11:46:20,2,0.0925,0.09304866,60.97,BTC-27DEC24-80000-C,62521.94,sell,3.0,3.0,,,,
1976,308928340,2024-07-15 12:34:58,0,0.0935,0.09333606,60.98,BTC-27DEC24-80000-C,62774.81,buy,1.0,1.0,,,,
1977,308944874,2024-07-15 14:57:47,0,0.095,0.09479262,60.84,BTC-27DEC24-80000-C,63170.58,buy,0.1,0.1,,,,
1978,308958130,2024-07-15 16:36:35,0,0.0965,0.09624424,61.07,BTC-27DEC24-80000-C,63371.14,buy,0.1,0.1,,,,
1979,308959734,2024-07-15 16:42:04,0,0.097,0.09670191,61.05,BTC-27DEC24-80000-C,63451.67,buy,0.1,0.1,,,,
1980,308963311,2024-07-15 16:58:53,1,0.097,0.09721171,60.88,BTC-27DEC24-80000-C,63575.85,buy,2.0,2.0,,,,
1981,308963319,2024-07-15 16:58:58,1,0.097,0.09712092,60.91,BTC-27DEC24-80000-C,63556.47,buy,2.0,2.0,,,,
1982,308963413,2024-07-15 16:59:16,2,0.0965,0.09679081,60.83,BTC-27DEC24-80000-C,63508.95,buy,2.6,2.6,,,,
1983,308967047,2024-07-15 17:14:51,0,0.097,0.09759713,60.72,BTC-27DEC24-80000-C,63674.14,sell,0.6,0.6,,,,
1984,308967048,2024-07-15 17:14:51,1,0.097,0.09759713,60.72,BTC-27DEC24-80000-C,63674.14,sell,2.0,2.0,,,,
1985,308967049,2024-07-15 17:14:51,1,0.097,0.09759713,60.72,BTC-27DEC24-80000-C,63674.14,buy,4.0,4.0,,,,
1986,308967162,2024-07-15 17:15:50,1,0.097,0.09751784,60.75,BTC-27DEC24-80000-C,63653.47,sell,2.0,2.0,,,,
1987,308967164,2024-07-15 17:15:53,1,0.097,0.0975052,60.75,BTC-27DEC24-80000-C,63653.47,buy,2.0,2.0,,,,
1988,308967176,2024-07-15 17:16:09,1,0.097,0.09746077,60.73,BTC-27DEC24-80000-C,63665.41,buy,2.0,2.0,,,,
1989,308967185,2024-07-15 17:16:17,1,0.097,0.09753146,60.71,BTC-27DEC24-80000-C,63674.45,sell,0.7,0.7,,,,
1990,308967981,2024-07-15 17:21:34,1,0.097,0.09688578,60.85,BTC-27DEC24-80000-C,63588.33,buy,2.5,2.5,,,,
1991,308998069,2024-07-15 20:38:56,0,0.0985,0.09786704,61.36,BTC-27DEC24-80000-C,63687.92,buy,0.1,0.1,,,,
1992,309013614,2024-07-15 22:27:50,0,0.1015,0.10075946,61.33,BTC-27DEC24-80000-C,64254.3,buy,0.6,0.6,,,,
1993,309016020,2024-07-15 22:41:50,0,0.1035,0.10279724,61.47,BTC-27DEC24-80000-C,64548.16,buy,0.1,0.1,,,,
1994,309019387,2024-07-15 22:56:14,1,0.1035,0.10271831,61.83,BTC-27DEC24-80000-C,64377.9,buy,0.1,0.1,,,,
1995,309019388,2024-07-15 22:56:14,1,0.1035,0.10271831,61.83,BTC-27DEC24-80000-C,64377.9,sell,0.2,0.2,,,,
1996,309019389,2024-07-15 22:56:15,1,0.1035,0.10275951,61.83,BTC-27DEC24-80000-C,64377.9,sell,0.1,0.1,,,,
1997,309019424,2024-07-15 22:56:17,1,0.1035,0.10290474,61.8,BTC-27DEC24-80000-C,64377.9,sell,0.1,0.1,,,,
1998,309019429,2024-07-15 22:56:18,1,0.1035,0.10290474,61.82,BTC-27DEC24-80000-C,64377.9,sell,0.1,0.1,,,,
1999,309019444,2024-07-15 22:56:26,0,0.104,0.10296417,61.96,BTC-27DEC24-80000-C,64410.22,buy,1.1,1.1,,,,
2000,309019445,2024-07-15 22:56:26,1,0.104,0.10296417,61.96,BTC-27DEC24-80000-C,64410.22,buy,1.6,1.6,,,,
2001,309019446,2024-07-15 22:56:26,1,0.104,0.10296417,61.96,BTC-27DEC24-80000-C,64410.22,sell,1.2,1.2,,,,
2002,309019447,2024-07-15 22:56:26,1,0.104,0.10296417,61.96,BTC-27DEC24-80000-C,64410.22,sell,1.3,1.3,,,,
2003,309019450,2024-07-15 22:56:26,1,0.104,0.10296417,61.96,BTC-27DEC24-80000-C,64410.22,sell,0.1,0.1,,,,
2004,309019451,2024-07-15 22:56:26,1,0.104,0.10296417,61.96,BTC-27DEC24-80000-C,64410.22,sell,0.1,0.1,,,,
2005,309019452,2024-07-15 22:56:26,1,0.104,0.1030404,61.96,BTC-27DEC24-80000-C,64410.22,sell,0.2,0.2,,,,
2006,309019454,2024-07-15 22:56:27,1,0.104,0.1030404,61.96,BTC-27DEC24-80000-C,64410.22,sell,0.1,0.1,,,,
2007,309019512,2024-07-15 22:56:54,1,0.104,0.1036439,61.92,BTC-27DEC24-80000-C,64432.46,sell,7.9,7.9,,,,
2008,309019516,2024-07-15 22:56:56,1,0.104,0.10361898,61.93,BTC-27DEC24-80000-C,64426.44,sell,0.1,0.1,,,,
2009,309019517,2024-07-15 22:56:56,1,0.104,0.10361898,61.93,BTC-27DEC24-80000-C,64426.44,sell,0.1,0.1,,,,
2010,309019528,2024-07-15 22:56:59,1,0.104,0.10365471,61.93,BTC-27DEC24-80000-C,64426.06,sell,0.1,0.1,,,,
2011,309019533,2024-07-15 22:56:59,1,0.104,0.10365471,61.93,BTC-27DEC24-80000-C,64426.06,sell,0.1,0.1,,,,
2012,309019545,2024-07-15 22:56:59,1,0.104,0.10365471,61.93,BTC-27DEC24-80000-C,64426.06,sell,0.1,0.1,,,,
2013,309019546,2024-07-15 22:56:59,1,0.104,0.10365471,61.93,BTC-27DEC24-80000-C,64426.06,sell,0.1,0.1,,,,
2014,309019547,2024-07-15 22:56:59,1,0.104,0.10365471,61.93,BTC-27DEC24-80000-C,64426.06,sell,0.1,0.1,,,,
2015,309019552,2024-07-15 22:57:00,1,0.104,0.10366529,61.94,BTC-27DEC24-80000-C,64426.06,sell,0.1,0.1,,,,
2016,309019553,2024-07-15 22:57:00,1,0.104,0.10366529,61.94,BTC-27DEC24-80000-C,64426.06,sell,0.1,0.1,,,,
2017,309019554,2024-07-15 22:57:00,1,0.104,0.10367179,61.96,BTC-27DEC24-80000-C,64412.79,sell,0.1,0.1,,,,
2018,309019557,2024-07-15 22:57:02,1,0.104,0.10362332,61.98,BTC-27DEC24-80000-C,64404.35,sell,0.1,0.1,,,,
2019,309019568,2024-07-15 22:57:06,1,0.104,0.10360241,61.99,BTC-27DEC24-80000-C,64396.11,sell,0.1,0.1,,,,
2020,309019597,2024-07-15 22:57:13,1,0.104,0.10369312,61.99,BTC-27DEC24-80000-C,64400.47,sell,0.2,0.2,,,,
2021,309019598,2024-07-15 22:57:13,1,0.104,0.10369312,61.99,BTC-27DEC24-80000-C,64400.47,sell,0.2,0.2,,,,
2022,309019609,2024-07-15 22:57:13,1,0.104,0.10369312,61.99,BTC-27DEC24-80000-C,64400.47,sell,0.1,0.1,,,,
2023,309019636,2024-07-15 22:57:33,1,0.104,0.10377449,62.03,BTC-27DEC24-80000-C,64379.29,sell,0.1,0.1,,,,
2024,309019671,2024-07-15 22:58:00,1,0.104,0.10398917,62.03,BTC-27DEC24-80000-C,64382.91,sell,4.1,4.1,,,,
2025,309019673,2024-07-15 22:58:00,1,0.104,0.10398917,62.03,BTC-27DEC24-80000-C,64382.91,sell,0.5,0.5,,,,
2026,309026127,2024-07-15 23:45:22,0,0.1055,0.10522702,61.96,BTC-27DEC24-80000-C,64731.56,buy,0.1,0.1,,,,
2027,309026603,2024-07-15 23:49:05,0,0.1065,0.1059093,62.2,BTC-27DEC24-80000-C,64794.14,sell,0.2,0.2,,,,
2028,309026629,2024-07-15 23:49:54,1,0.1065,0.10615822,62.21,BTC-27DEC24-80000-C,64795.25,sell,0.2,0.2,,,,
2029,309026838,2024-07-15 23:51:07,0,0.107,0.10647249,62.34,BTC-27DEC24-80000-C,64828.54,buy,0.1,0.1,,,,
2030,309026846,2024-07-15 23:51:18,1,0.107,0.10640267,62.35,BTC-27DEC24-80000-C,64820.95,sell,0.1,0.1,,,,
2031,309027203,2024-07-15 23:56:09,1,0.107,0.10669422,62.32,BTC-27DEC24-80000-C,64843.04,buy,0.1,0.1,,,,
2032,309028487,2024-07-16 00:03:28,1,0.107,0.10659532,62.29,BTC-27DEC24-80000-C,64840.91,buy,0.1,0.1,,,,
2033,309028507,2024-07-16 00:03:39,0,0.1075,0.10666161,62.49,BTC-27DEC24-80000-C,64851.82,buy,0.1,0.1,,,,
2034,309033928,2024-07-16 00:34:06,1,0.1075,0.10719608,62.98,BTC-27DEC24-80000-C,64557.86,buy,0.1,0.1,,,,
2035,309042349,2024-07-16 01:40:35,0,0.109,0.10924334,62.84,BTC-27DEC24-80000-C,64849.67,buy,1.0,1.0,,,,
2036,309044371,2024-07-16 02:14:33,2,0.1075,0.10794046,62.59,BTC-27DEC24-80000-C,64704.8,sell,0.3,0.3,,,,
2037,309044420,2024-07-16 02:14:49,3,0.1075,0.10791083,62.61,BTC-27DEC24-80000-C,64696.43,sell,1.7,1.7,,,,
2038,309051332,2024-07-16 03:36:34,2,0.106,0.10524809,61.99,BTC-27DEC24-80000-C,64698.28,buy,0.1,0.1,,,,
2039,309051333,2024-07-16 03:36:34,3,0.106,0.10524809,61.99,BTC-27DEC24-80000-C,64698.28,buy,2.7,2.7,,,,
2040,309052880,2024-07-16 04:00:52,3,0.106,0.10573317,61.87,BTC-27DEC24-80000-C,64784.45,sell,0.1,0.1,,,,
2041,309058438,2024-07-16 05:03:02,2,0.105,0.10424475,61.96,BTC-27DEC24-80000-C,64561.69,buy,0.1,0.1,,,,
2042,309058439,2024-07-16 05:03:02,3,0.105,0.10424475,61.96,BTC-27DEC24-80000-C,64561.69,buy,1.8,1.8,,,,
2043,309061390,2024-07-16 05:20:00,2,0.104,0.10349812,62.07,BTC-27DEC24-80000-C,64330.54,buy,0.1,0.1,,,,
2044,309061391,2024-07-16 05:20:00,3,0.104,0.10349812,62.07,BTC-27DEC24-80000-C,64330.54,buy,3.0,3.0,,,,
2045,309063381,2024-07-16 05:26:58,2,0.103,0.10196296,62.21,BTC-27DEC24-80000-C,64013.21,buy,0.1,0.1,,,,
2046,309063382,2024-07-16 05:26:58,3,0.103,0.10196296,62.21,BTC-27DEC24-80000-C,64013.21,buy,13.5,13.5,,,,
2047,309087330,2024-07-16 07:23:56,2,0.0965,0.09695152,61.79,BTC-27DEC24-80000-C,63008.69,sell,1.5,1.5,,,,
2048,309102619,2024-07-16 09:02:27,2,0.094,0.09400226,61.39,BTC-27DEC24-80000-C,62752.51,sell,0.1,0.1,,,,
2049,309107844,2024-07-16 09:52:16,0,0.0967,0.09596312,61.63,BTC-27DEC24-80000-C,63186.04,buy,200.0,200.0,,,,148406
2050,309133266,2024-07-16 12:52:20,0,0.102,0.10221079,62.23,BTC-27DEC24-80000-C,63911.89,buy,0.1,0.1,,,,
2051,309154600,2024-07-16 15:20:02,0,0.105,0.10499079,62.27,BTC-27DEC24-80000-C,64483.61,buy,0.5,0.5,,,,
2052,309160057,2024-07-16 15:45:22,0,0.106,0.10583059,62.37,BTC-27DEC24-80000-C,64640.63,buy,200.0,200.0,,,,148482
2053,309189147,2024-07-16 19:16:44,0,0.1065,0.10719543,62.08,BTC-27DEC24-80000-C,64954.61,sell,0.7,0.7,,,,
2054,309189148,2024-07-16 19:16:44,1,0.1065,0.10719543,62.08,BTC-27DEC24-80000-C,64954.61,buy,1.9,1.9,,,,
2055,309189149,2024-07-16 19:16:44,1,0.1065,0.10719543,62.08,BTC-27DEC24-80000-C,64954.61,buy,1.4,1.4,,,,
2056,309204953,2024-07-16 21:08:54,1,0.1065,0.10674163,62.51,BTC-27DEC24-80000-C,64681.18,sell,0.9,0.9,,,,
2057,309208153,2024-07-16 21:50:30,0,0.107,0.10681817,62.7,BTC-27DEC24-80000-C,64677.23,buy,0.1,0.1,,,,
2058,309208253,2024-07-16 21:52:00,0,0.1075,0.10715881,62.93,BTC-27DEC24-80000-C,64664.12,buy,1.8,1.8,,,,
2059,309208254,2024-07-16 21:52:00,1,0.1075,0.10715881,62.93,BTC-27DEC24-80000-C,64664.12,sell,3.1,3.1,,,,
2060,309219407,2024-07-16 23:29:48,0,0.11,0.10948234,62.69,BTC-27DEC24-80000-C,65210.54,buy,0.5,0.5,,,,
2061,309237936,2024-07-17 01:09:26,0,0.115,0.1143744,63.43,BTC-27DEC24-80000-C,65765.7,buy,0.5,0.5,,,,
2062,309252568,2024-07-17 01:55:39,0,0.1166,0.11624611,64.02,BTC-27DEC24-80000-C,65751.09,buy,100.0,100.0,,,,148523
2063,309259177,2024-07-17 02:28:39,0,0.117,0.11666877,64.02,BTC-27DEC24-80000-C,65831.78,sell,0.2,0.2,,,,
2064,309260150,2024-07-17 02:35:08,2,0.1166,0.11593586,64.13,BTC-27DEC24-80000-C,65712.82,buy,100.0,100.0,,,,148532
2065,309271691,2024-07-17 03:43:47,0,0.1185,0.11803799,64.75,BTC-27DEC24-80000-C,65700.52,sell,1.0,1.0,,,,
2066,309272398,2024-07-17 03:46:44,1,0.1185,0.11826696,64.83,BTC-27DEC24-80000-C,65646.97,sell,0.7,0.7,,,,
2067,309274851,2024-07-17 03:58:27,0,0.1195,0.1190122,64.9,BTC-27DEC24-80000-C,65768.87,buy,0.1,0.1,,,,
2068,309293935,2024-07-17 06:07:03,2,0.1184,0.12024592,64.49,BTC-27DEC24-80000-C,65758.45,buy,1.0,1.0,309293933,BTC-RR-27DEC24-65000_80000,,
2069,309294145,2024-07-17 06:10:13,3,0.1184,0.12003895,64.56,BTC-27DEC24-80000-C,65742.12,buy,2.0,2.0,309294143,BTC-RR-27DEC24-65000_80000,,
2070,309313500,2024-07-17 08:24:58,2,0.117,0.1164685,65.5,BTC-27DEC24-80000-C,65117.22,buy,0.1,0.1,,,,
2071,309316137,2024-07-17 08:35:04,0,0.1195,0.11907319,65.84,BTC-27DEC24-80000-C,65414.17,buy,50.0,50.0,,,,148579
2072,309349429,2024-07-17 13:46:55,2,0.1125,0.11283419,64.78,BTC-27DEC24-80000-C,64702.84,sell,10.0,10.0,,,,
2073,309357308,2024-07-17 14:13:53,0,0.113,0.11262864,64.74,BTC-27DEC24-80000-C,64861.53,buy,0.1,0.1,,,,
2074,309360401,2024-07-17 14:34:18,0,0.1145,0.11437406,64.86,BTC-27DEC24-80000-C,65102.65,buy,0.1,0.1,,,,
2075,309360402,2024-07-17 14:34:18,1,0.1145,0.11437406,64.86,BTC-27DEC24-80000-C,65102.65,sell,0.1,0.1,,,,
2076,309360929,2024-07-17 14:35:28,2,0.114,0.11496562,64.46,BTC-27DEC24-80000-C,65186.78,sell,0.5,0.5,,,,
2077,309363985,2024-07-17 15:03:09,2,0.1135,0.11348083,64.6,BTC-27DEC24-80000-C,65005.18,buy,4.0,4.0,,,,
2078,309364411,2024-07-17 15:08:57,3,0.1135,0.11362344,64.6,BTC-27DEC24-80000-C,65032.56,buy,4.0,4.0,,,,
2079,309364412,2024-07-17 15:08:57,3,0.1135,0.11362344,64.6,BTC-27DEC24-80000-C,65032.56,buy,0.9,0.9,,,,
2080,309374140,2024-07-17 16:13:55,2,0.11,0.11055972,64.54,BTC-27DEC24-80000-C,64399.99,sell,0.1,0.1,,,,
2081,309374280,2024-07-17 16:14:26,3,0.11,0.11055586,64.52,BTC-27DEC24-80000-C,64403.88,sell,0.3,0.3,,,,
2082,309377006,2024-07-17 16:27:55,0,0.1105,0.11046031,64.7,BTC-27DEC24-80000-C,64407.02,sell,5.0,5.0,,,,
2083,309377948,2024-07-17 16:32:09,2,0.11,0.11051449,64.59,BTC-27DEC24-80000-C,64363.23,sell,0.1,0.1,,,,
2084,309403729,2024-07-17 21:28:41,2,0.1085,0.10795796,64.37,BTC-27DEC24-80000-C,64225.11,buy,0.1,0.1,,,,
2085,309406069,2024-07-17 21:50:28,0,0.109,0.10882799,64.24,BTC-27DEC24-80000-C,64375.62,buy,0.9,0.9,,,,
2086,309406070,2024-07-17 21:50:28,1,0.109,0.10882799,64.24,BTC-27DEC24-80000-C,64375.62,sell,2.1,2.1,,,,
2087,309414404,2024-07-17 23:53:21,2,0.1075,0.10698679,64.15,BTC-27DEC24-80000-C,64152.3,buy,0.1,0.1,,,,
2088,309441976,2024-07-18 05:16:22,2,0.106,0.10607054,63.12,BTC-27DEC24-80000-C,64496.42,sell,1.0,1.0,,,,
2089,309443850,2024-07-18 05:51:24,0,0.1075,0.10709106,63.11,BTC-27DEC24-80000-C,64786.11,buy,0.1,0.1,,,,
2090,309447482,2024-07-18 06:47:03,0,0.108,0.10754298,62.92,BTC-27DEC24-80000-C,64975.24,buy,1.1,1.1,,,,
2091,309447519,2024-07-18 06:47:08,1,0.108,0.10753065,62.94,BTC-27DEC24-80000-C,64962.57,buy,0.2,0.2,,,,
2092,309447530,2024-07-18 06:47:11,1,0.108,0.10745918,62.95,BTC-27DEC24-80000-C,64962.57,buy,0.4,0.4,,,,
2093,309447533,2024-07-18 06:47:13,1,0.108,0.10746145,62.94,BTC-27DEC24-80000-C,64960.52,buy,0.9,0.9,,,,
2094,309447541,2024-07-18 06:47:16,1,0.108,0.10749656,62.93,BTC-27DEC24-80000-C,64965.78,buy,0.4,0.4,,,,
2095,309451785,2024-07-18 07:44:47,1,0.108,0.1076789,63.24,BTC-27DEC24-80000-C,64784.79,buy,0.1,0.1,,,,
2096,309453440,2024-07-18 08:03:00,2,0.1055,0.10719113,62.56,BTC-27DEC24-80000-C,64669.86,sell,10.0,10.0,,,,
2097,309453441,2024-07-18 08:03:00,3,0.1055,0.10719113,62.56,BTC-27DEC24-80000-C,64669.86,sell,1.2,1.2,,,,
2098,309453442,2024-07-18 08:03:00,3,0.1055,0.10719113,62.56,BTC-27DEC24-80000-C,64669.86,sell,6.1,6.1,,,,
2099,309453466,2024-07-18 08:03:00,3,0.1055,0.10719102,62.56,BTC-27DEC24-80000-C,64669.86,buy,6.0,6.0,,,,
2100,309456104,2024-07-18 08:30:54,0,0.1075,0.10696268,63.12,BTC-27DEC24-80000-C,64770.14,buy,0.1,0.1,,,,
2101,309456105,2024-07-18 08:30:54,1,0.1075,0.10696268,63.12,BTC-27DEC24-80000-C,64770.14,sell,4.9,4.9,,,,
2102,309456195,2024-07-18 08:32:53,1,0.1075,0.10689723,63.16,BTC-27DEC24-80000-C,64760.52,sell,5.0,5.0,,,,
2103,309456238,2024-07-18 08:33:35,1,0.1075,0.10690484,63.16,BTC-27DEC24-80000-C,64752.9,sell,1.3,1.3,,,,
2104,309456268,2024-07-18 08:33:58,1,0.1075,0.10694659,63.16,BTC-27DEC24-80000-C,64751.53,sell,1.4,1.4,,,,
2105,309456269,2024-07-18 08:33:58,1,0.1075,0.10694659,63.16,BTC-27DEC24-80000-C,64751.53,sell,0.2,0.2,,,,
2106,309456270,2024-07-18 08:33:58,1,0.1075,0.10694659,63.16,BTC-27DEC24-80000-C,64751.53,sell,0.1,0.1,,,,
2107,309456335,2024-07-18 08:34:49,1,0.1075,0.10693579,63.2,BTC-27DEC24-80000-C,64732.6,sell,1.3,1.3,,,,
2108,309456337,2024-07-18 08:34:50,1,0.1075,0.10692729,63.2,BTC-27DEC24-80000-C,64732.6,sell,0.7,0.7,,,,
2109,309456397,2024-07-18 08:35:20,2,0.107,0.1068363,63.05,BTC-27DEC24-80000-C,64712.9,sell,4.9,4.9,,,,
2110,309465009,2024-07-18 10:49:39,2,0.1055,0.10546934,62.91,BTC-27DEC24-80000-C,64536.7,sell,0.5,0.5,,,,
2111,309469127,2024-07-18 12:08:10,0,0.1075,0.10767716,63.07,BTC-27DEC24-80000-C,64834.61,buy,0.1,0.1,,,,
2112,309469422,2024-07-18 12:13:17,0,0.108,0.1078527,63.23,BTC-27DEC24-80000-C,64850.4,sell,10.0,10.0,,,,
2113,309475422,2024-07-18 13:17:32,0,0.11,0.10951742,63.48,BTC-27DEC24-80000-C,65049.76,sell,0.1,0.1,,,,
2114,309479903,2024-07-18 14:04:35,2,0.1075,0.10754672,63.21,BTC-27DEC24-80000-C,64703.91,buy,0.3,0.3,,,,
2115,309503136,2024-07-18 16:12:35,2,0.1035,0.10293845,63.77,BTC-27DEC24-80000-C,63671.05,buy,0.1,0.1,,,,
2116,309503137,2024-07-18 16:12:35,3,0.1035,0.10293845,63.77,BTC-27DEC24-80000-C,63671.05,buy,0.9,0.9,,,,
2117,309503729,2024-07-18 16:16:06,3,0.1035,0.10358121,63.88,BTC-27DEC24-80000-C,63611.5,sell,0.6,0.6,,,,
2118,309510832,2024-07-18 17:22:08,0,0.107,0.10634983,64.73,BTC-27DEC24-80000-C,63777.48,buy,0.1,0.1,,,,
2119,309511206,2024-07-18 17:25:25,0,0.1075,0.10721338,64.79,BTC-27DEC24-80000-C,63854.02,buy,7.0,7.0,,,,
2120,309511371,2024-07-18 17:26:35,2,0.107,0.10689863,64.69,BTC-27DEC24-80000-C,63793.84,sell,0.8,0.8,,,,
2121,309525999,2024-07-18 20:11:35,0,0.108,0.1082039,65.81,BTC-27DEC24-80000-C,63448.96,buy,0.4,0.4,,,,
2122,309527349,2024-07-18 20:46:52,0,0.109,0.10853088,65.85,BTC-27DEC24-80000-C,63645.4,buy,0.6,0.6,,,,
2123,309538172,2024-07-19 00:09:31,0,0.112,0.11194172,66.47,BTC-27DEC24-80000-C,63853.05,buy,0.1,0.1,,,,
2124,309549996,2024-07-19 02:19:49,2,0.1095,0.11000535,65.53,BTC-27DEC24-80000-C,63858.01,sell,7.0,7.0,,,,
2125,309593729,2024-07-19 08:29:31,2,0.106,0.10594602,65.02,BTC-27DEC24-80000-C,63515.93,buy,0.1,0.1,,,,
2126,309605506,2024-07-19 10:52:08,0,0.11,0.10955091,65.43,BTC-27DEC24-80000-C,64043.36,buy,0.6,0.6,,,,
2127,309616203,2024-07-19 12:45:50,0,0.1115,0.11136072,65.58,BTC-27DEC24-80000-C,64320.72,buy,0.1,0.1,,,,
2128,309619072,2024-07-19 13:16:43,1,0.1115,0.11132776,65.67,BTC-27DEC24-80000-C,64314.36,sell,1.0,1.0,,,,
2129,309650697,2024-07-19 15:06:52,0,0.122,0.1205554,66.54,BTC-27DEC24-80000-C,65824.34,buy,0.5,0.5,,,,
2130,309676744,2024-07-19 16:40:09,0,0.124,0.12530786,66.19,BTC-27DEC24-80000-C,66365.58,sell,0.6,0.6,,,,
2131,309676745,2024-07-19 16:40:09,1,0.124,0.12530786,66.19,BTC-27DEC24-80000-C,66365.58,sell,9.4,9.4,,,,
2132,309676808,2024-07-19 16:40:18,0,0.125,0.12541674,66.46,BTC-27DEC24-80000-C,66423.96,buy,1.4,1.4,,,,
2133,309688000,2024-07-19 17:44:06,0,0.1275,0.12668419,67.03,BTC-27DEC24-80000-C,66587.35,buy,0.8,0.8,,,,
2134,309688001,2024-07-19 17:44:06,1,0.1275,0.12668419,67.03,BTC-27DEC24-80000-C,66587.35,sell,0.2,0.2,,,,
2135,309695278,2024-07-19 18:16:15,0,0.1285,0.12751366,67.18,BTC-27DEC24-80000-C,66687.09,buy,1.0,1.0,,,,
2136,309702658,2024-07-19 19:02:01,0,0.1305,0.12999635,67.56,BTC-27DEC24-80000-C,66871.15,buy,1.0,1.0,,,,
2137,309702707,2024-07-19 19:02:06,1,0.1305,0.12992698,67.53,BTC-27DEC24-80000-C,66875.94,buy,7.0,7.0,,,,
2138,309727615,2024-07-19 20:57:51,0,0.1315,0.13118675,67.85,BTC-27DEC24-80000-C,66982.65,sell,1.5,1.5,,,,
2139,309728968,2024-07-19 21:09:39,2,0.131,0.13123252,67.59,BTC-27DEC24-80000-C,67001.08,buy,2.0,2.0,,,,
2140,309733333,2024-07-19 21:31:52,0,0.1315,0.13171764,67.54,BTC-27DEC24-80000-C,67139.24,buy,0.5,0.5,,,,
2141,309741518,2024-07-19 23:01:08,2,0.1295,0.12891896,67.48,BTC-27DEC24-80000-C,66794.18,buy,0.6,0.6,,,,
2142,309741543,2024-07-19 23:01:54,0,0.13,0.12936668,67.65,BTC-27DEC24-80000-C,66805.7,buy,0.5,0.5,,,,
2143,309741544,2024-07-19 23:01:54,1,0.13,0.12936668,67.65,BTC-27DEC24-80000-C,66805.7,sell,0.5,0.5,,,,
2144,309741998,2024-07-19 23:06:17,0,0.1305,0.13014401,67.56,BTC-27DEC24-80000-C,66942.24,buy,0.4,0.4,,,,
2145,309744412,2024-07-20 00:01:29,2,0.1285,0.12854049,67.13,BTC-27DEC24-80000-C,66792.6,buy,0.3,0.3,,,,
2146,309747166,2024-07-20 00:32:32,2,0.127,0.12738349,67.26,BTC-27DEC24-80000-C,66456.72,sell,0.1,0.1,,,,
2147,309747515,2024-07-20 00:34:31,3,0.127,0.12714721,67.45,BTC-27DEC24-80000-C,66366.84,sell,0.1,0.1,,,,
2148,309752485,2024-07-20 01:41:33,3,0.127,0.12760293,67.11,BTC-27DEC24-80000-C,66529.16,sell,0.1,0.1,,,,
2149,309752486,2024-07-20 01:41:33,3,0.127,0.12760293,67.11,BTC-27DEC24-80000-C,66529.16,buy,0.4,0.4,,,,
2150,309753344,2024-07-20 01:53:17,2,0.1265,0.12689399,67.22,BTC-27DEC24-80000-C,66386.53,sell,0.1,0.1,,,,
2151,309754100,2024-07-20 02:01:18,0,0.1275,0.12679732,67.58,BTC-27DEC24-80000-C,66423.69,buy,0.1,0.1,,,,
2152,309772894,2024-07-20 08:53:12,0,0.128,0.12699723,67.57,BTC-27DEC24-80000-C,66534.43,buy,0.1,0.1,,,,
2153,309774896,2024-07-20 09:31:03,0,0.1285,0.12747384,67.55,BTC-27DEC24-80000-C,66624.36,buy,0.1,0.1,,,,
2154,309781063,2024-07-20 13:01:34,2,0.1265,0.12700833,67.12,BTC-27DEC24-80000-C,66522.25,buy,0.5,0.5,,,,
2155,309781064,2024-07-20 13:01:41,3,0.1265,0.12701274,67.12,BTC-27DEC24-80000-C,66522.93,buy,0.5,0.5,,,,
2156,309781176,2024-07-20 13:03:03,3,0.1265,0.12710095,67.07,BTC-27DEC24-80000-C,66543.98,buy,0.5,0.5,,,,
2157,309781177,2024-07-20 13:03:19,3,0.1265,0.12716072,67.06,BTC-27DEC24-80000-C,66545.97,buy,0.5,0.5,,,,
