trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,combo_id,block_trade_id,liquidation
1,185192763,2021-10-19 11:36:45,1,0.5325,0.53367484,94.01,BTC-30SEP22-40000-C,62243.93,buy,0.3,,,
2,185192901,2021-10-19 11:42:34,0,0.535,0.5333523,95.15,BTC-30SEP22-40000-C,62247.87,sell,0.3,,,
3,193871186,2021-12-06 19:05:19,2,0.42,0.41263377,92.12,BTC-30SEP22-40000-C,49230.98,sell,0.1,,,
4,194544868,2021-12-10 18:42:14,2,0.388,0.40286676,84.44,BTC-30SEP22-40000-C,48022.17,sell,8.0,,,
5,194854582,2021-12-13 14:11:36,0,0.401,0.40247126,89.93,BTC-30SEP22-40000-C,48210.66,sell,0.1,,,
6,194854583,2021-12-13 14:11:36,1,0.401,0.40247126,89.93,BTC-30SEP22-40000-C,48210.66,sell,0.1,,,
7,196796236,2021-12-28 14:39:12,2,0.366,0.36667199,78.75,BTC-30SEP22-40000-C,48576.0,sell,6.0,,,
8,197268294,2021-12-31 08:19:08,2,0.345,0.35027101,76.19,BTC-30SEP22-40000-C,47198.02,buy,5.0,,,
9,197903351,2022-01-05 21:39:47,2,0.317,0.31265719,77.82,BTC-30SEP22-40000-C,43598.8,buy,1.0,,,
10,197906728,2022-01-05 21:55:38,2,0.3125,0.31352925,76.04,BTC-30SEP22-40000-C,43638.01,sell,1.9,,,
11,198032465,2022-01-06 11:09:51,2,0.311,0.30655507,78.36,BTC-30SEP22-40000-C,42886.35,sell,0.1,,,
12,198032467,2022-01-06 11:10:00,3,0.311,0.30657362,78.34,BTC-30SEP22-40000-C,42887.01,sell,0.1,,,
13,198199234,2022-01-07 10:00:10,2,0.2985,0.29895898,75.8,BTC-30SEP22-40000-C,42398.77,buy,9.0,,,
14,198205781,2022-01-07 11:29:18,2,0.294,0.29486346,75.03,BTC-30SEP22-40000-C,42234.29,sell,6.0,,,
15,198235438,2022-01-07 14:32:43,2,0.2865,0.28802522,73.85,BTC-30SEP22-40000-C,41747.74,sell,1.0,,,
16,198241337,2022-01-07 15:07:14,0,0.2895,0.28673128,75.37,BTC-30SEP22-40000-C,41653.34,buy,6.0,,,
17,198241338,2022-01-07 15:07:14,1,0.2895,0.28673128,75.37,BTC-30SEP22-40000-C,41653.34,buy,3.1,,,
18,198241339,2022-01-07 15:07:14,1,0.2895,0.28673128,75.37,BTC-30SEP22-40000-C,41653.34,buy,8.0,,,
19,198241728,2022-01-07 15:08:55,2,0.289,0.2867937,75.2,BTC-30SEP22-40000-C,41624.64,buy,6.0,,,
20,198294194,2022-01-07 19:43:06,2,0.287,0.28630263,74.42,BTC-30SEP22-40000-C,41793.55,sell,1.0,,,
21,198311442,2022-01-08 01:34:23,0,0.289,0.289591,74.2,BTC-30SEP22-40000-C,42005.31,sell,0.7,,,
22,198359452,2022-01-08 18:01:05,2,0.278,0.28007636,73.56,BTC-30SEP22-40000-C,41020.21,sell,8.0,,,
23,198486271,2022-01-10 07:13:13,0,0.2895,0.29052769,74.67,BTC-30SEP22-40000-C,42076.27,sell,0.4,,,
24,198503722,2022-01-10 11:54:48,2,0.281,0.27997944,73.79,BTC-30SEP22-40000-C,41538.4,sell,0.1,,,
25,198504389,2022-01-10 12:02:27,3,0.281,0.28061848,73.63,BTC-30SEP22-40000-C,41577.58,sell,0.1,,,
26,198504764,2022-01-10 12:06:13,2,0.2805,0.27982922,73.69,BTC-30SEP22-40000-C,41511.53,sell,0.3,,,
27,198504850,2022-01-10 12:07:56,3,0.2805,0.27992786,73.68,BTC-30SEP22-40000-C,41522.07,sell,1.4,,,
28,198505845,2022-01-10 12:17:34,2,0.279,0.27897409,73.55,BTC-30SEP22-40000-C,41381.89,sell,1.1,,,
29,198508088,2022-01-10 12:46:01,2,0.278,0.27774845,73.56,BTC-30SEP22-40000-C,41294.22,sell,8.0,,,
30,198511768,2022-01-10 13:00:13,2,0.274,0.2741642,73.33,BTC-30SEP22-40000-C,40964.54,buy,3.5,,,
31,198547357,2022-01-10 14:39:06,2,0.2625,0.2640563,73.47,BTC-30SEP22-40000-C,39737.38,sell,11.0,,,
32,198547358,2022-01-10 14:39:06,3,0.2625,0.2640563,73.47,BTC-30SEP22-40000-C,39737.38,sell,4.9,,,
33,199049879,2022-01-14 10:53:36,0,0.28,0.28064177,71.54,BTC-30SEP22-40000-C,42306.49,sell,0.1,,,
34,199057138,2022-01-14 11:18:29,2,0.2775,0.27634536,71.9,BTC-30SEP22-40000-C,42000.46,sell,1.0,,,
35,199057139,2022-01-14 11:18:34,2,0.277,0.27636863,71.73,BTC-30SEP22-40000-C,42000.77,sell,1.0,,,
36,199057191,2022-01-14 11:19:07,2,0.2765,0.27632847,71.62,BTC-30SEP22-40000-C,41972.23,sell,1.0,,,
37,199057509,2022-01-14 11:20:52,0,0.277,0.27618234,71.86,BTC-30SEP22-40000-C,41961.9,sell,1.0,,,
38,199057511,2022-01-14 11:20:54,1,0.277,0.27620739,71.85,BTC-30SEP22-40000-C,41962.16,sell,1.0,,,
39,199057513,2022-01-14 11:20:55,1,0.277,0.2761998,71.86,BTC-30SEP22-40000-C,41962.71,sell,1.0,,,
40,199057559,2022-01-14 11:21:17,0,0.2775,0.2766896,71.89,BTC-30SEP22-40000-C,41980.53,sell,1.0,,,
41,199057560,2022-01-14 11:21:19,1,0.2775,0.27669356,71.89,BTC-30SEP22-40000-C,41977.97,sell,1.0,,,
42,199057561,2022-01-14 11:21:20,1,0.2775,0.27669387,71.88,BTC-30SEP22-40000-C,41977.68,sell,1.0,,,
43,199057569,2022-01-14 11:21:24,1,0.2775,0.27671121,71.89,BTC-30SEP22-40000-C,41977.64,sell,1.0,,,
44,199057578,2022-01-14 11:21:33,1,0.2775,0.27665573,71.92,BTC-30SEP22-40000-C,41970.27,sell,1.0,,,
45,199057612,2022-01-14 11:22:26,2,0.277,0.27663932,71.83,BTC-30SEP22-40000-C,41954.71,sell,1.0,,,
46,199057795,2022-01-14 11:25:01,3,0.277,0.2765869,71.98,BTC-30SEP22-40000-C,41917.64,sell,1.0,,,
47,199057891,2022-01-14 11:26:18,0,0.2775,0.2769779,72.09,BTC-30SEP22-40000-C,41934.42,sell,1.0,,,
48,199058075,2022-01-14 11:28:01,0,0.278,0.27769315,72.09,BTC-30SEP22-40000-C,41975.66,sell,1.0,,,
49,199058160,2022-01-14 11:29:09,2,0.277,0.27728613,71.9,BTC-30SEP22-40000-C,41937.5,sell,1.0,,,
50,199058486,2022-01-14 11:31:40,2,0.276,0.27700677,71.72,BTC-30SEP22-40000-C,41934.91,sell,6.0,,,
51,199058498,2022-01-14 11:31:52,0,0.2775,0.27699856,72.23,BTC-30SEP22-40000-C,41931.04,sell,1.0,,,
52,199058530,2022-01-14 11:32:40,2,0.277,0.27702826,72.11,BTC-30SEP22-40000-C,41924.9,sell,1.0,,,
53,199058531,2022-01-14 11:32:40,3,0.277,0.27702826,72.11,BTC-30SEP22-40000-C,41924.9,sell,2.0,,,
54,199062844,2022-01-14 12:12:09,2,0.276,0.27529368,71.96,BTC-30SEP22-40000-C,41914.55,sell,1.0,,,
55,199062845,2022-01-14 12:12:09,3,0.276,0.27529368,71.96,BTC-30SEP22-40000-C,41914.55,sell,0.4,,,
56,199062968,2022-01-14 12:13:17,0,0.277,0.27555893,72.36,BTC-30SEP22-40000-C,41895.91,sell,2.8,,,
57,199063000,2022-01-14 12:14:08,1,0.277,0.27570776,72.39,BTC-30SEP22-40000-C,41870.15,sell,1.0,,,
58,199063107,2022-01-14 12:14:11,2,0.2765,0.27569371,72.25,BTC-30SEP22-40000-C,41859.6,sell,1.0,,,
59,199063714,2022-01-14 12:14:31,0,0.277,0.27580669,72.38,BTC-30SEP22-40000-C,41879.08,sell,1.0,,,
60,199063816,2022-01-14 12:14:53,0,0.2775,0.27651645,72.31,BTC-30SEP22-40000-C,41957.09,sell,1.0,,,
61,199063919,2022-01-14 12:16:37,0,0.2785,0.27752829,72.48,BTC-30SEP22-40000-C,42007.11,sell,1.0,,,
62,199063921,2022-01-14 12:16:44,1,0.2785,0.27760642,72.46,BTC-30SEP22-40000-C,42010.82,sell,1.1,,,
63,199063950,2022-01-14 12:17:17,1,0.2785,0.2779219,72.4,BTC-30SEP22-40000-C,42018.1,sell,0.1,,,
64,199076175,2022-01-14 14:32:50,2,0.277,0.27717507,70.87,BTC-30SEP22-40000-C,42326.34,sell,1.2,,,
65,199310525,2022-01-18 09:39:25,2,0.2685,0.26913706,69.94,BTC-30SEP22-40000-C,41888.21,buy,0.1,,,
66,199314776,2022-01-18 10:28:58,0,0.27,0.26961358,70.1,BTC-30SEP22-40000-C,41992.05,sell,0.1,,,
67,199314779,2022-01-18 10:29:09,1,0.27,0.26964394,70.1,BTC-30SEP22-40000-C,41989.04,sell,0.1,,,
68,199321886,2022-01-18 11:59:30,2,0.2695,0.26888437,70.17,BTC-30SEP22-40000-C,41897.18,buy,1.8,,,
69,199438091,2022-01-19 14:49:26,0,0.274,0.27529522,70.34,BTC-30SEP22-40000-C,42440.31,sell,1.0,,,
70,199726406,2022-01-21 10:00:18,2,0.236,0.23756514,70.45,BTC-30SEP22-40000-C,38952.57,sell,1.2,,,
71,199833938,2022-01-21 20:59:36,0,0.239,0.23896199,73.08,BTC-30SEP22-40000-C,38377.31,buy,0.1,,,
72,199911888,2022-01-21 23:26:15,2,0.219,0.22081397,72.48,BTC-30SEP22-40000-C,36734.01,buy,0.1,,,
73,199911914,2022-01-21 23:26:20,3,0.219,0.22071311,72.51,BTC-30SEP22-40000-C,36716.94,buy,0.1,,,
74,199915695,2022-01-21 23:45:41,2,0.217,0.21811313,72.78,BTC-30SEP22-40000-C,36374.59,buy,0.1,,,
75,199926498,2022-01-22 00:35:47,0,0.2185,0.22065094,72.58,BTC-30SEP22-40000-C,36636.98,sell,0.2,,,
76,199957392,2022-01-22 04:25:28,0,0.222,0.22147813,74.46,BTC-30SEP22-40000-C,36385.11,sell,2.0,,,
77,199996686,2022-01-22 07:56:44,2,0.2125,0.21314986,74.31,BTC-30SEP22-40000-C,35459.95,buy,1.0,,,
78,200008827,2022-01-22 09:14:32,2,0.212,0.21197356,73.97,BTC-30SEP22-40000-C,35451.83,buy,1.0,,,
79,200008878,2022-01-22 09:14:48,0,0.2125,0.21236805,73.97,BTC-30SEP22-40000-C,35508.09,buy,1.0,,,
80,200011863,2022-01-22 09:38:23,2,0.2105,0.21065301,74.24,BTC-30SEP22-40000-C,35231.19,sell,1.0,,,
81,200019843,2022-01-22 09:50:13,3,0.2105,0.20736195,75.72,BTC-30SEP22-40000-C,34875.04,buy,0.3,,,
82,200019861,2022-01-22 09:50:15,2,0.2075,0.20747143,74.77,BTC-30SEP22-40000-C,34874.88,sell,0.3,,,
83,200019865,2022-01-22 09:50:16,3,0.2075,0.2074445,74.76,BTC-30SEP22-40000-C,34882.14,sell,0.3,,,
84,200019868,2022-01-22 09:50:16,3,0.2075,0.2074445,74.76,BTC-30SEP22-40000-C,34882.14,sell,0.3,,,
85,200019881,2022-01-22 09:50:17,0,0.2105,0.20755371,75.67,BTC-30SEP22-40000-C,34889.56,buy,0.6,,,
86,200019888,2022-01-22 09:50:17,1,0.2105,0.20755371,75.67,BTC-30SEP22-40000-C,34889.56,buy,0.6,,,
87,200020881,2022-01-22 09:51:14,2,0.2085,0.2099858,74.35,BTC-30SEP22-40000-C,35063.95,sell,0.6,,,
88,200020885,2022-01-22 09:51:14,3,0.2085,0.2099858,74.35,BTC-30SEP22-40000-C,35063.95,sell,0.6,,,
89,200021458,2022-01-22 09:52:05,0,0.2115,0.21011253,75.24,BTC-30SEP22-40000-C,35055.18,buy,0.6,,,
90,200021461,2022-01-22 09:52:05,1,0.2115,0.21011253,75.24,BTC-30SEP22-40000-C,35055.18,buy,0.6,,,
91,200021474,2022-01-22 09:52:07,2,0.2085,0.2099612,74.37,BTC-30SEP22-40000-C,35050.15,sell,0.1,,,
92,200021475,2022-01-22 09:52:07,3,0.2085,0.2099612,74.37,BTC-30SEP22-40000-C,35050.15,sell,0.5,,,
93,200021487,2022-01-22 09:52:07,3,0.2085,0.2099612,74.37,BTC-30SEP22-40000-C,35041.59,sell,0.6,,,
94,200021498,2022-01-22 09:52:09,0,0.2115,0.20997751,75.31,BTC-30SEP22-40000-C,35042.86,buy,0.6,,,
95,200039869,2022-01-22 10:20:20,2,0.206,0.20434779,75.52,BTC-30SEP22-40000-C,34410.86,sell,0.1,,,
96,200060401,2022-01-22 11:05:52,0,0.213,0.21327459,74.04,BTC-30SEP22-40000-C,35566.51,sell,0.3,,,
97,200101030,2022-01-22 14:10:59,2,0.211,0.2128135,73.25,BTC-30SEP22-40000-C,35529.82,buy,5.0,,,
98,200103187,2022-01-22 14:22:02,2,0.209,0.21073336,72.52,BTC-30SEP22-40000-C,35553.49,sell,2.9,,,
99,200115567,2022-01-22 15:08:34,2,0.2045,0.20371702,72.36,BTC-30SEP22-40000-C,35165.26,buy,0.1,,,
100,200117024,2022-01-22 15:16:14,3,0.2045,0.20388833,72.23,BTC-30SEP22-40000-C,35216.34,buy,1.8,,,
101,200123292,2022-01-22 15:55:06,2,0.2015,0.20122642,72.27,BTC-30SEP22-40000-C,34846.64,buy,1.8,,,
102,200123293,2022-01-22 15:55:06,3,0.2015,0.20122642,72.27,BTC-30SEP22-40000-C,34846.64,buy,1.8,,,
103,200136942,2022-01-22 16:39:12,0,0.2035,0.20443,71.93,BTC-30SEP22-40000-C,35193.48,sell,2.8,,,
104,200136944,2022-01-22 16:39:14,1,0.2035,0.20452859,71.92,BTC-30SEP22-40000-C,35190.8,sell,6.0,,,
105,200184514,2022-01-22 20:20:08,0,0.208,0.20956531,72.58,BTC-30SEP22-40000-C,35377.36,sell,3.2,,,
106,200184515,2022-01-22 20:20:08,2,0.2075,0.20956531,72.42,BTC-30SEP22-40000-C,35377.36,sell,4.3,,,
107,200222428,2022-01-23 00:10:13,0,0.208,0.20711418,73.15,BTC-30SEP22-40000-C,35196.37,sell,0.1,,,
108,200225885,2022-01-23 00:33:30,0,0.2095,0.20909866,72.94,BTC-30SEP22-40000-C,35378.35,sell,0.1,,,
109,200229334,2022-01-23 01:20:56,0,0.21,0.20934,73.18,BTC-30SEP22-40000-C,35389.16,sell,0.1,,,
110,200269691,2022-01-23 07:42:15,0,0.212,0.21292734,72.74,BTC-30SEP22-40000-C,35676.61,sell,3.3,,,
111,200289056,2022-01-23 09:13:15,0,0.213,0.21294341,72.44,BTC-30SEP22-40000-C,35917.56,buy,0.1,,,
112,200289215,2022-01-23 09:13:40,1,0.213,0.21317717,72.37,BTC-30SEP22-40000-C,35929.49,buy,0.1,,,
113,200291964,2022-01-23 09:27:55,1,0.213,0.21277814,72.23,BTC-30SEP22-40000-C,35997.09,buy,0.8,,,
114,200304833,2022-01-23 10:59:17,0,0.215,0.21375005,72.85,BTC-30SEP22-40000-C,35925.75,buy,2.3,,,
115,200304834,2022-01-23 10:59:17,1,0.215,0.21375005,72.85,BTC-30SEP22-40000-C,35925.75,sell,7.7,,,
116,200329988,2022-01-23 14:47:23,2,0.2035,0.20351078,71.77,BTC-30SEP22-40000-C,35187.26,sell,0.2,,,
117,200364326,2022-01-23 19:39:55,3,0.2035,0.20313685,72.85,BTC-30SEP22-40000-C,34842.83,sell,7.6,,,
118,200364423,2022-01-23 19:39:55,3,0.2035,0.20313685,72.85,BTC-30SEP22-40000-C,34842.83,sell,1.3,,,
119,200364496,2022-01-23 19:39:56,3,0.2035,0.20314516,72.85,BTC-30SEP22-40000-C,34842.83,sell,1.3,,,
120,200364513,2022-01-23 19:39:57,3,0.2035,0.20310763,72.87,BTC-30SEP22-40000-C,34820.41,sell,0.7,,,
121,200365333,2022-01-23 19:41:06,3,0.2035,0.202452,73.17,BTC-30SEP22-40000-C,34704.66,sell,20.0,,,
122,200369128,2022-01-23 19:55:17,3,0.2035,0.20296927,73.42,BTC-30SEP22-40000-C,34660.34,sell,8.9,,,
123,200380143,2022-01-23 21:15:26,0,0.2055,0.20567293,72.39,BTC-30SEP22-40000-C,35224.07,buy,0.1,,,
124,200398734,2022-01-23 23:12:11,0,0.218,0.21571744,73.39,BTC-30SEP22-40000-C,36152.86,buy,1.6,,,
125,200485096,2022-01-24 10:06:42,2,0.195,0.19587212,72.52,BTC-30SEP22-40000-C,34326.34,sell,0.1,,,
126,200501142,2022-01-24 10:19:45,2,0.191,0.18967659,73.51,BTC-30SEP22-40000-C,33642.67,sell,2.8,,,
127,200501145,2022-01-24 10:19:45,3,0.191,0.18967659,73.51,BTC-30SEP22-40000-C,33642.67,sell,0.2,,,
128,200519297,2022-01-24 10:51:46,2,0.1895,0.18978206,72.72,BTC-30SEP22-40000-C,33562.6,buy,0.1,,,
129,200523879,2022-01-24 11:00:26,2,0.1885,0.1875021,73.23,BTC-30SEP22-40000-C,33376.24,buy,1.0,,,
130,200554104,2022-01-24 12:01:20,0,0.1905,0.19174695,73.23,BTC-30SEP22-40000-C,33571.66,buy,2.0,,,
131,200672268,2022-01-24 17:40:45,0,0.205,0.2026336,73.33,BTC-30SEP22-40000-C,35015.38,buy,1.0,,,
132,200687394,2022-01-24 18:15:48,0,0.2135,0.21450901,73.11,BTC-30SEP22-40000-C,35882.14,sell,0.1,,,
133,200688254,2022-01-24 18:16:35,0,0.2155,0.21581947,73.19,BTC-30SEP22-40000-C,36107.6,sell,1.0,,,
134,200719480,2022-01-24 20:37:59,0,0.221,0.22024707,73.43,BTC-30SEP22-40000-C,36520.86,sell,0.1,,,
135,200728481,2022-01-24 20:56:13,0,0.23,0.22972734,74.07,BTC-30SEP22-40000-C,37264.24,buy,0.1,,,
136,200737584,2022-01-24 21:30:38,2,0.227,0.22602141,74.09,BTC-30SEP22-40000-C,36968.28,sell,1.0,,,
137,200737599,2022-01-24 21:30:44,2,0.226,0.22595685,73.79,BTC-30SEP22-40000-C,36950.53,sell,1.0,,,
138,200737617,2022-01-24 21:30:52,3,0.226,0.22582197,73.85,BTC-30SEP22-40000-C,36932.7,sell,3.0,,,
139,200737665,2022-01-24 21:31:52,2,0.2255,0.22519606,73.9,BTC-30SEP22-40000-C,36897.95,sell,1.0,,,
140,200737682,2022-01-24 21:32:05,3,0.2255,0.225173,73.9,BTC-30SEP22-40000-C,36910.62,sell,1.0,,,
141,200737769,2022-01-24 21:32:32,0,0.226,0.22569786,73.91,BTC-30SEP22-40000-C,36948.2,sell,1.0,,,
142,200758909,2022-01-25 00:35:26,2,0.2155,0.21566105,72.27,BTC-30SEP22-40000-C,36324.6,sell,4.8,,,
143,200764191,2022-01-25 01:17:38,2,0.213,0.21227368,72.47,BTC-30SEP22-40000-C,36045.91,buy,0.9,,,
144,200764589,2022-01-25 01:22:20,0,0.214,0.21355666,72.48,BTC-30SEP22-40000-C,36149.7,buy,24.3,,,
145,200765596,2022-01-25 01:36:57,0,0.2145,0.21471538,72.58,BTC-30SEP22-40000-C,36123.75,buy,0.9,,,
146,200765598,2022-01-25 01:36:57,2,0.214,0.21471538,72.42,BTC-30SEP22-40000-C,36123.75,sell,2.0,,,
147,200765599,2022-01-25 01:36:57,3,0.214,0.21471538,72.42,BTC-30SEP22-40000-C,36123.75,sell,6.0,,,
148,200765601,2022-01-25 01:36:57,3,0.214,0.21471538,72.42,BTC-30SEP22-40000-C,36123.75,buy,10.9,,,
149,200765679,2022-01-25 01:38:02,3,0.214,0.21475129,72.36,BTC-30SEP22-40000-C,36144.15,sell,9.0,,,
150,200765680,2022-01-25 01:38:02,3,0.214,0.21475129,72.36,BTC-30SEP22-40000-C,36144.15,sell,1.2,,,
151,200765681,2022-01-25 01:38:02,3,0.214,0.21475129,72.36,BTC-30SEP22-40000-C,36144.15,sell,0.8,,,
152,200767956,2022-01-25 02:17:34,0,0.2145,0.21414147,72.45,BTC-30SEP22-40000-C,36174.12,buy,30.0,,,
153,200768808,2022-01-25 02:28:03,0,0.217,0.21611106,73.15,BTC-30SEP22-40000-C,36204.44,sell,1.9,,,
154,200830600,2022-01-25 14:13:02,0,0.2215,0.2210538,73.43,BTC-30SEP22-40000-C,36636.24,sell,0.1,,,
155,200831555,2022-01-25 14:22:14,0,0.2235,0.2225145,73.52,BTC-30SEP22-40000-C,36804.98,sell,0.1,,,
156,200942009,2022-01-26 04:08:00,0,0.232,0.23143957,74.83,BTC-30SEP22-40000-C,37363.27,sell,0.1,,,
157,200942038,2022-01-26 04:09:17,0,0.2325,0.23177971,74.97,BTC-30SEP22-40000-C,37368.42,sell,0.1,,,
158,200942081,2022-01-26 04:10:43,1,0.2325,0.23209191,74.97,BTC-30SEP22-40000-C,37374.95,sell,0.1,,,
159,200942130,2022-01-26 04:14:26,0,0.233,0.23260397,75.1,BTC-30SEP22-40000-C,37387.07,sell,0.1,,,
160,200942170,2022-01-26 04:15:27,1,0.233,0.23276048,75.08,BTC-30SEP22-40000-C,37386.2,sell,0.1,,,
161,200944547,2022-01-26 04:48:52,0,0.2375,0.23510798,75.5,BTC-30SEP22-40000-C,37657.06,buy,0.1,,,
162,201044689,2022-01-26 16:08:16,2,0.2369,0.23561321,74.37,BTC-30SEP22-40000-C,38084.09,buy,30.0,,30082,
163,201044911,2022-01-26 16:11:03,2,0.2357,0.23588628,73.97,BTC-30SEP22-40000-C,38099.66,buy,30.0,,30083,
164,201048444,2022-01-26 17:00:37,0,0.2391,0.23862507,74.3,BTC-30SEP22-40000-C,38336.22,buy,50.0,,30097,
165,201048791,2022-01-26 17:02:46,1,0.2391,0.23863159,74.32,BTC-30SEP22-40000-C,38335.77,buy,50.0,,30098,
166,201067020,2022-01-26 19:00:20,0,0.242,0.24081241,74.96,BTC-30SEP22-40000-C,38372.46,buy,0.1,,,
167,201079862,2022-01-26 19:06:45,0,0.2465,0.24554796,75.17,BTC-30SEP22-40000-C,38797.55,buy,0.1,,,
168,201255988,2022-01-27 13:33:58,2,0.2178,0.21755477,72.87,BTC-30SEP22-40000-C,36639.0,buy,30.0,,30153,
169,201256376,2022-01-27 13:39:32,2,0.2174,0.21724849,72.83,BTC-30SEP22-40000-C,36624.15,buy,50.0,,30155,
170,201257481,2022-01-27 13:46:57,0,0.2187,0.21905421,72.57,BTC-30SEP22-40000-C,36868.7,buy,50.0,,30156,
171,201257839,2022-01-27 13:50:29,0,0.2196,0.21830225,72.99,BTC-30SEP22-40000-C,36827.17,buy,50.0,,30157,
172,201260863,2022-01-27 14:19:21,0,0.2204,0.2212013,72.52,BTC-30SEP22-40000-C,37024.03,buy,50.0,,30163,
173,201261032,2022-01-27 14:20:35,0,0.2207,0.22101108,72.69,BTC-30SEP22-40000-C,36951.68,buy,50.0,,30165,
174,201334340,2022-01-27 23:07:23,2,0.22,0.22011303,72.7,BTC-30SEP22-40000-C,36924.49,buy,1.0,,,
175,201335052,2022-01-27 23:09:49,0,0.221,0.22076888,72.71,BTC-30SEP22-40000-C,36997.67,buy,0.5,,,
176,201336345,2022-01-27 23:13:48,2,0.2195,0.22014994,72.39,BTC-30SEP22-40000-C,36980.24,buy,0.5,,,
177,201395540,2022-01-28 08:20:31,2,0.2155,0.21661866,72.38,BTC-30SEP22-40000-C,36574.87,sell,0.6,,,
178,201395541,2022-01-28 08:20:31,3,0.2155,0.21661866,72.38,BTC-30SEP22-40000-C,36574.87,sell,0.2,,,
179,201395542,2022-01-28 08:20:31,3,0.2155,0.21661866,72.38,BTC-30SEP22-40000-C,36574.87,sell,0.5,,,
180,201411146,2022-01-28 10:41:32,0,0.217,0.21661678,72.89,BTC-30SEP22-40000-C,36633.11,sell,0.1,,,
181,201479595,2022-01-28 21:30:55,0,0.2255,0.22588141,71.38,BTC-30SEP22-40000-C,37909.54,sell,4.8,,,
182,201649684,2022-01-31 13:11:16,2,0.2075,0.20864347,69.02,BTC-30SEP22-40000-C,37030.54,sell,0.5,,,
183,201667453,2022-01-31 16:15:22,0,0.219,0.220152,69.68,BTC-30SEP22-40000-C,37955.55,sell,2.3,,,
184,201667454,2022-01-31 16:15:22,1,0.219,0.220152,69.68,BTC-30SEP22-40000-C,37955.55,buy,3.1,,,
185,201673982,2022-01-31 16:57:33,0,0.224,0.22330086,69.96,BTC-30SEP22-40000-C,38374.35,buy,0.1,,,
186,201820500,2022-02-01 22:26:06,0,0.226,0.22790191,69.51,BTC-30SEP22-40000-C,38785.11,sell,4.8,,,
187,201820501,2022-02-01 22:26:06,1,0.226,0.22790191,69.51,BTC-30SEP22-40000-C,38785.11,buy,2.0,,,
188,201820502,2022-02-01 22:26:07,1,0.226,0.22788898,69.51,BTC-30SEP22-40000-C,38785.11,buy,1.3,,,
189,201941578,2022-02-03 09:52:35,2,0.2115,0.2099082,71.08,BTC-30SEP22-40000-C,36968.32,buy,1.7,,,
190,201988717,2022-02-03 17:56:36,3,0.2115,0.21042699,71.55,BTC-30SEP22-40000-C,36815.12,buy,0.1,,,
191,201988895,2022-02-03 17:59:07,0,0.212,0.21072816,71.68,BTC-30SEP22-40000-C,36816.18,buy,5.9,,,
192,201990232,2022-02-03 18:30:43,1,0.212,0.21100432,71.91,BTC-30SEP22-40000-C,36758.68,buy,5.8,,,
193,202097423,2022-02-04 15:18:43,0,0.234,0.2336557,71.1,BTC-30SEP22-40000-C,39323.05,sell,2.4,,,
194,202097427,2022-02-04 15:18:43,1,0.234,0.2336557,71.1,BTC-30SEP22-40000-C,39323.05,sell,0.1,,,
195,202202953,2022-02-05 03:47:42,0,0.249,0.24898081,69.0,BTC-30SEP22-40000-C,41440.05,sell,0.1,,,
196,202202954,2022-02-05 03:47:44,1,0.249,0.24898873,68.99,BTC-30SEP22-40000-C,41440.27,sell,0.1,,,
197,202202993,2022-02-05 03:52:10,1,0.249,0.24883113,68.99,BTC-30SEP22-40000-C,41438.06,sell,0.1,,,
198,202203001,2022-02-05 03:52:10,1,0.249,0.24883113,68.99,BTC-30SEP22-40000-C,41438.06,sell,0.2,,,
199,202203002,2022-02-05 03:52:10,1,0.249,0.24883113,68.99,BTC-30SEP22-40000-C,41438.06,sell,0.1,,,
200,202203005,2022-02-05 03:52:10,1,0.249,0.24883113,68.99,BTC-30SEP22-40000-C,41430.89,sell,0.2,,,
201,202203274,2022-02-05 04:00:40,1,0.249,0.24933207,68.93,BTC-30SEP22-40000-C,41445.92,sell,0.2,,,
202,202203277,2022-02-05 04:00:40,1,0.249,0.24933207,68.93,BTC-30SEP22-40000-C,41445.92,sell,0.2,,,
203,202203278,2022-02-05 04:00:41,1,0.249,0.24925644,68.95,BTC-30SEP22-40000-C,41445.11,sell,0.1,,,
204,202203279,2022-02-05 04:00:43,1,0.249,0.24924378,68.95,BTC-30SEP22-40000-C,41443.32,sell,0.1,,,
205,202203280,2022-02-05 04:00:45,1,0.249,0.24922716,68.96,BTC-30SEP22-40000-C,41444.47,sell,0.1,,,
206,202204966,2022-02-05 04:31:04,0,0.2505,0.24938476,68.99,BTC-30SEP22-40000-C,41648.04,sell,0.1,,,
207,202204976,2022-02-05 04:31:10,1,0.2505,0.24939615,68.99,BTC-30SEP22-40000-C,41641.18,sell,0.1,,,
208,202204978,2022-02-05 04:31:11,1,0.2505,0.24939615,68.99,BTC-30SEP22-40000-C,41641.18,sell,0.1,,,
209,202204980,2022-02-05 04:31:15,1,0.2505,0.24937879,69.01,BTC-30SEP22-40000-C,41638.59,sell,0.1,,,
210,202205749,2022-02-05 04:42:00,2,0.2495,0.24903833,68.95,BTC-30SEP22-40000-C,41508.38,sell,0.1,,,
211,202205766,2022-02-05 04:42:19,3,0.2495,0.24909446,68.95,BTC-30SEP22-40000-C,41509.78,sell,0.1,,,
212,202205767,2022-02-05 04:42:19,3,0.2495,0.24909446,68.95,BTC-30SEP22-40000-C,41504.14,sell,0.1,,,
