trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,combo_id,block_trade_id,liquidation
2811,216893199,2022-06-06 12:28:40,3,0.0535,0.05456378,59.28,BTC-30SEP22-40000-C,31388.11,buy,8.6,,,
2812,216893202,2022-06-06 12:28:40,3,0.0535,0.05457108,59.28,BTC-30SEP22-40000-C,31388.69,buy,8.8,,,
2813,216893210,2022-06-06 12:28:42,3,0.0535,0.05457239,59.28,BTC-30SEP22-40000-C,31389.79,buy,7.3,,,
2814,216893276,2022-06-06 12:30:01,3,0.0535,0.0543686,59.29,BTC-30SEP22-40000-C,31391.19,buy,17.0,,,
2815,216910239,2022-06-06 14:34:02,0,0.0555,0.05618118,59.04,BTC-30SEP22-40000-C,31676.29,sell,16.3,,,
2816,216910240,2022-06-06 14:34:02,1,0.0555,0.05618118,59.04,BTC-30SEP22-40000-C,31676.29,buy,8.2,,,
2817,216910241,2022-06-06 14:34:02,1,0.0555,0.05618118,59.04,BTC-30SEP22-40000-C,31676.29,buy,8.2,,,
2818,216910382,2022-06-06 14:34:35,1,0.0555,0.05614436,59.03,BTC-30SEP22-40000-C,31676.79,buy,5.0,,,
2819,216910501,2022-06-06 14:35:26,1,0.0555,0.0562427,58.93,BTC-30SEP22-40000-C,31703.35,buy,5.0,,,
2820,216910591,2022-06-06 14:36:18,1,0.0555,0.05619278,58.91,BTC-30SEP22-40000-C,31715.82,buy,5.0,,,
2821,216910833,2022-06-06 14:37:13,1,0.0555,0.05615511,58.84,BTC-30SEP22-40000-C,31735.36,buy,2.2,,,
2822,216910915,2022-06-06 14:38:15,1,0.0555,0.0559182,58.98,BTC-30SEP22-40000-C,31704.71,buy,0.1,,,
2823,216946005,2022-06-06 23:43:51,2,0.0535,0.05307033,59.73,BTC-30SEP22-40000-C,31312.49,buy,1.0,,,
2824,216988724,2022-06-07 02:14:50,2,0.0415,0.04200648,60.86,BTC-30SEP22-40000-C,29411.11,sell,23.0,,,
2825,216988725,2022-06-07 02:14:50,3,0.0415,0.04200648,60.86,BTC-30SEP22-40000-C,29411.11,sell,2.0,,,
2826,217001590,2022-06-07 03:24:32,3,0.0415,0.0421986,60.44,BTC-30SEP22-40000-C,29520.38,buy,0.5,,,
2827,217002141,2022-06-07 03:26:29,0,0.042,0.04281395,60.32,BTC-30SEP22-40000-C,29621.76,buy,0.5,,,
2828,217002300,2022-06-07 03:26:39,1,0.042,0.04290229,60.29,BTC-30SEP22-40000-C,29628.91,sell,0.5,,,
2829,217002388,2022-06-07 03:26:56,1,0.042,0.04282927,60.3,BTC-30SEP22-40000-C,29628.3,buy,0.5,,,
2830,217002396,2022-06-07 03:27:00,1,0.042,0.04286266,60.27,BTC-30SEP22-40000-C,29632.41,buy,0.5,,,
2831,217002885,2022-06-07 03:29:58,2,0.0415,0.04214505,60.33,BTC-30SEP22-40000-C,29549.24,sell,0.5,,,
2832,217004183,2022-06-07 03:47:57,3,0.0415,0.04180577,60.31,BTC-30SEP22-40000-C,29556.95,buy,0.5,,,
2833,217004519,2022-06-07 03:49:29,3,0.0415,0.04173979,60.31,BTC-30SEP22-40000-C,29549.18,buy,0.5,,,
2834,217004556,2022-06-07 03:49:36,3,0.0415,0.04185309,60.3,BTC-30SEP22-40000-C,29553.58,buy,0.5,,,
2835,217004560,2022-06-07 03:49:42,3,0.0415,0.04178591,60.3,BTC-30SEP22-40000-C,29555.09,buy,0.5,,,
2836,217027251,2022-06-07 11:11:10,2,0.041,0.04064445,60.88,BTC-30SEP22-40000-C,29353.13,sell,0.1,,,
2837,217027253,2022-06-07 11:11:10,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29353.13,sell,0.1,,,
2838,217027254,2022-06-07 11:11:10,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29353.13,sell,0.1,,,
2839,217027264,2022-06-07 11:11:10,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,4.5,,,
2840,217027268,2022-06-07 11:11:10,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.1,,,
2841,217027269,2022-06-07 11:11:10,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.1,,,
2842,217027273,2022-06-07 11:11:10,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.2,,,
2843,217027274,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.1,,,
2844,217027275,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.1,,,
2845,217027278,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.2,,,
2846,217027283,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.3,,,
2847,217027284,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.2,,,
2848,217027287,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.2,,,
2849,217027291,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.1,,,
2850,217027292,2022-06-07 11:11:11,3,0.041,0.04064016,60.88,BTC-30SEP22-40000-C,29346.63,sell,0.1,,,
2851,217027356,2022-06-07 11:11:18,3,0.041,0.0405664,60.93,BTC-30SEP22-40000-C,29341.95,sell,4.6,,,
2852,217027357,2022-06-07 11:11:18,3,0.041,0.0405664,60.93,BTC-30SEP22-40000-C,29341.95,sell,0.9,,,
2853,217027358,2022-06-07 11:11:18,3,0.041,0.0405664,60.93,BTC-30SEP22-40000-C,29341.95,sell,0.1,,,
2854,217027369,2022-06-07 11:11:18,3,0.041,0.0405664,60.96,BTC-30SEP22-40000-C,29334.8,sell,0.1,,,
2855,217027370,2022-06-07 11:11:19,3,0.041,0.0405664,60.96,BTC-30SEP22-40000-C,29334.8,sell,0.1,,,
2856,217027371,2022-06-07 11:11:19,3,0.041,0.0405664,60.96,BTC-30SEP22-40000-C,29334.8,sell,0.1,,,
2857,217027372,2022-06-07 11:11:19,3,0.041,0.0405664,60.96,BTC-30SEP22-40000-C,29334.8,sell,0.1,,,
2858,217027373,2022-06-07 11:11:19,3,0.041,0.0405664,60.96,BTC-30SEP22-40000-C,29334.8,sell,0.1,,,
2859,217027374,2022-06-07 11:11:19,3,0.041,0.0405664,60.96,BTC-30SEP22-40000-C,29334.8,sell,0.1,,,
2860,217030821,2022-06-07 12:24:16,0,0.042,0.04159678,61.19,BTC-30SEP22-40000-C,29427.93,sell,1.0,,,
2861,217031742,2022-06-07 12:37:10,1,0.042,0.04232877,60.87,BTC-30SEP22-40000-C,29514.58,buy,1.0,,,
2862,217034702,2022-06-07 13:33:12,1,0.042,0.04211923,60.84,BTC-30SEP22-40000-C,29526.88,buy,0.2,,,
2863,217034703,2022-06-07 13:33:12,1,0.042,0.04211923,60.84,BTC-30SEP22-40000-C,29526.88,buy,0.1,,,
2864,217034704,2022-06-07 13:33:12,1,0.042,0.04211923,60.84,BTC-30SEP22-40000-C,29526.88,buy,0.1,,,
2865,217034705,2022-06-07 13:33:12,1,0.042,0.04211923,60.84,BTC-30SEP22-40000-C,29526.88,buy,0.2,,,
2866,217034708,2022-06-07 13:33:12,1,0.042,0.04211923,60.74,BTC-30SEP22-40000-C,29552.11,buy,0.2,,,
2867,217034709,2022-06-07 13:33:12,1,0.042,0.04211923,60.74,BTC-30SEP22-40000-C,29552.11,buy,0.1,,,
2868,217034710,2022-06-07 13:33:12,1,0.042,0.04211923,60.74,BTC-30SEP22-40000-C,29552.11,buy,0.1,,,
2869,217051300,2022-06-07 17:54:42,0,0.045,0.04465859,60.96,BTC-30SEP22-40000-C,29925.35,buy,2.4,,,
2870,217051301,2022-06-07 17:54:42,1,0.045,0.04465859,60.96,BTC-30SEP22-40000-C,29925.35,sell,4.9,,,
2871,217051302,2022-06-07 17:54:42,1,0.045,0.04465859,60.96,BTC-30SEP22-40000-C,29925.35,sell,17.7,,,
2872,217051543,2022-06-07 18:00:18,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,buy,2.3,,,
2873,217051544,2022-06-07 18:00:18,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,buy,3.1,,,
2874,217051545,2022-06-07 18:00:18,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,sell,0.2,,,
2875,217051546,2022-06-07 18:00:18,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,sell,0.1,,,
2876,217051547,2022-06-07 18:00:18,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,sell,0.1,,,
2877,217051548,2022-06-07 18:00:18,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,sell,0.1,,,
2878,217051549,2022-06-07 18:00:18,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,sell,0.1,,,
2879,217051550,2022-06-07 18:00:19,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,sell,0.1,,,
2880,217051551,2022-06-07 18:00:19,1,0.045,0.04468784,60.92,BTC-30SEP22-40000-C,29935.33,sell,3.1,,,
2881,217051566,2022-06-07 18:00:24,1,0.045,0.0447126,60.91,BTC-30SEP22-40000-C,29935.5,sell,0.1,,,
2882,217051567,2022-06-07 18:00:24,1,0.045,0.04471396,60.91,BTC-30SEP22-40000-C,29934.03,sell,0.2,,,
2883,217051568,2022-06-07 18:00:24,1,0.045,0.04471396,60.91,BTC-30SEP22-40000-C,29934.03,sell,0.1,,,
2884,217051569,2022-06-07 18:00:24,1,0.045,0.04471396,60.91,BTC-30SEP22-40000-C,29934.03,sell,0.1,,,
2885,217051570,2022-06-07 18:00:24,1,0.045,0.04471396,60.91,BTC-30SEP22-40000-C,29934.03,sell,0.1,,,
2886,217051571,2022-06-07 18:00:24,1,0.045,0.04471396,60.91,BTC-30SEP22-40000-C,29934.03,sell,0.1,,,
2887,217051579,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,4.5,,,
2888,217051585,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2889,217051587,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2890,217051588,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2891,217051589,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.2,,,
2892,217051590,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2893,217051591,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2894,217051592,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2895,217051594,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2896,217051597,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2897,217051598,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2898,217051607,2022-06-07 18:00:30,1,0.045,0.04468019,60.93,BTC-30SEP22-40000-C,29931.53,sell,0.1,,,
2899,217051609,2022-06-07 18:00:36,1,0.045,0.0446508,60.96,BTC-30SEP22-40000-C,29926.58,sell,0.1,,,
2900,217051617,2022-06-07 18:00:37,1,0.045,0.04465033,60.96,BTC-30SEP22-40000-C,29924.07,sell,0.2,,,
2901,217051618,2022-06-07 18:00:37,1,0.045,0.04465033,60.96,BTC-30SEP22-40000-C,29924.07,sell,0.1,,,
2902,217051619,2022-06-07 18:00:37,1,0.045,0.04465033,60.96,BTC-30SEP22-40000-C,29924.07,sell,0.1,,,
2903,217051620,2022-06-07 18:00:37,1,0.045,0.04465033,60.96,BTC-30SEP22-40000-C,29924.07,sell,0.1,,,
2904,217051621,2022-06-07 18:00:37,1,0.045,0.04465033,60.96,BTC-30SEP22-40000-C,29924.07,sell,0.1,,,
2905,217051622,2022-06-07 18:00:37,1,0.045,0.04465033,60.96,BTC-30SEP22-40000-C,29924.07,sell,0.1,,,
2906,217051656,2022-06-07 18:01:25,1,0.045,0.0446195,61.0,BTC-30SEP22-40000-C,29916.66,sell,0.1,,,
2907,217051660,2022-06-07 18:01:25,1,0.045,0.0446195,61.0,BTC-30SEP22-40000-C,29916.66,sell,0.1,,,
2908,217051662,2022-06-07 18:01:26,1,0.045,0.04462128,61.0,BTC-30SEP22-40000-C,29916.66,sell,0.1,,,
2909,217051663,2022-06-07 18:01:26,1,0.045,0.04462128,61.0,BTC-30SEP22-40000-C,29916.66,sell,0.1,,,
2910,217051664,2022-06-07 18:01:26,1,0.045,0.04462128,61.0,BTC-30SEP22-40000-C,29916.66,sell,0.1,,,
2911,217051674,2022-06-07 18:01:26,1,0.045,0.04462128,61.02,BTC-30SEP22-40000-C,29912.73,sell,0.1,,,
2912,217051675,2022-06-07 18:01:26,1,0.045,0.04462128,61.02,BTC-30SEP22-40000-C,29912.73,sell,0.1,,,
2913,217051676,2022-06-07 18:01:26,1,0.045,0.04462128,61.02,BTC-30SEP22-40000-C,29912.73,sell,0.1,,,
2914,217051677,2022-06-07 18:01:26,1,0.045,0.04462128,61.02,BTC-30SEP22-40000-C,29912.73,sell,0.1,,,
2915,217051678,2022-06-07 18:01:27,1,0.045,0.04462195,61.03,BTC-30SEP22-40000-C,29910.31,sell,0.1,,,
2916,217051679,2022-06-07 18:01:27,1,0.045,0.04462195,61.03,BTC-30SEP22-40000-C,29910.31,sell,0.1,,,
2917,217051680,2022-06-07 18:01:27,1,0.045,0.04462195,61.03,BTC-30SEP22-40000-C,29910.31,sell,0.1,,,
2918,217051682,2022-06-07 18:01:28,1,0.045,0.0445762,61.03,BTC-30SEP22-40000-C,29910.31,sell,7.4,,,
2919,217052053,2022-06-07 18:10:08,1,0.045,0.04515076,60.71,BTC-30SEP22-40000-C,29992.12,buy,2.1,,,
2920,217052282,2022-06-07 18:11:06,1,0.045,0.04529819,60.63,BTC-30SEP22-40000-C,30012.9,buy,0.5,,,
2921,217056115,2022-06-07 19:03:06,0,0.0465,0.04641615,60.69,BTC-30SEP22-40000-C,30205.22,buy,2.2,,,
2922,217056402,2022-06-07 19:05:58,1,0.0465,0.04644004,60.56,BTC-30SEP22-40000-C,30238.5,buy,12.8,,,
2923,217061488,2022-06-07 19:37:27,0,0.048,0.04856991,60.2,BTC-30SEP22-40000-C,30533.0,buy,0.1,,,
2924,217061491,2022-06-07 19:37:27,1,0.048,0.04856991,60.2,BTC-30SEP22-40000-C,30533.0,buy,0.1,,,
2925,217061492,2022-06-07 19:37:27,1,0.048,0.04857019,60.18,BTC-30SEP22-40000-C,30537.32,buy,0.1,,,
2926,217061500,2022-06-07 19:37:28,1,0.048,0.04857019,60.18,BTC-30SEP22-40000-C,30537.32,buy,0.1,,,
2927,217061503,2022-06-07 19:37:28,1,0.048,0.04857019,60.18,BTC-30SEP22-40000-C,30537.32,buy,0.6,,,
2928,217062968,2022-06-07 19:38:43,0,0.0495,0.04978311,60.35,BTC-30SEP22-40000-C,30724.01,buy,1.0,,,
2929,217066325,2022-06-07 19:46:16,0,0.051,0.05144052,60.08,BTC-30SEP22-40000-C,30964.99,buy,1.0,,,
2930,217078961,2022-06-07 20:09:08,0,0.054,0.05420688,59.88,BTC-30SEP22-40000-C,31416.41,buy,2.0,,,
2931,217084379,2022-06-07 20:21:46,1,0.054,0.0542024,59.89,BTC-30SEP22-40000-C,31405.3,sell,0.1,,,
2932,217084380,2022-06-07 20:21:46,1,0.054,0.0542024,59.89,BTC-30SEP22-40000-C,31405.3,sell,0.1,,,
2933,217084381,2022-06-07 20:21:46,1,0.054,0.0542024,59.89,BTC-30SEP22-40000-C,31405.3,sell,0.1,,,
2934,217085994,2022-06-07 20:27:08,0,0.055,0.05517416,59.88,BTC-30SEP22-40000-C,31538.44,sell,0.2,,,
2935,217085996,2022-06-07 20:27:08,1,0.055,0.05517416,59.88,BTC-30SEP22-40000-C,31538.44,sell,0.1,,,
2936,217085997,2022-06-07 20:27:08,1,0.055,0.05517416,59.88,BTC-30SEP22-40000-C,31538.44,sell,0.1,,,
2937,217086003,2022-06-07 20:27:09,1,0.055,0.05517416,59.88,BTC-30SEP22-40000-C,31538.44,sell,0.1,,,
2938,217086004,2022-06-07 20:27:09,1,0.055,0.05517416,59.88,BTC-30SEP22-40000-C,31538.44,sell,0.1,,,
2939,217091995,2022-06-07 21:22:55,2,0.054,0.05444538,59.64,BTC-30SEP22-40000-C,31461.33,sell,1.0,,,
2940,217095303,2022-06-07 22:20:49,2,0.0535,0.05391335,59.76,BTC-30SEP22-40000-C,31374.56,sell,0.1,,,
2941,217095304,2022-06-07 22:20:49,3,0.0535,0.05391335,59.76,BTC-30SEP22-40000-C,31374.56,sell,0.1,,,
2942,217095305,2022-06-07 22:20:49,3,0.0535,0.05391335,59.76,BTC-30SEP22-40000-C,31374.56,sell,0.3,,,
2943,217095306,2022-06-07 22:20:49,3,0.0535,0.05391335,59.76,BTC-30SEP22-40000-C,31374.56,sell,0.2,,,
2944,217095307,2022-06-07 22:20:49,3,0.0535,0.05391335,59.76,BTC-30SEP22-40000-C,31374.56,sell,0.2,,,
2945,217095308,2022-06-07 22:20:49,3,0.0535,0.05391335,59.76,BTC-30SEP22-40000-C,31374.56,sell,0.1,,,
2946,217180249,2022-06-08 07:26:42,2,0.048,0.04749266,61.07,BTC-30SEP22-40000-C,30353.9,buy,1.0,,,
2947,217185883,2022-06-08 08:55:42,0,0.049,0.04831961,61.14,BTC-30SEP22-40000-C,30474.33,buy,1.0,,,
2948,217185884,2022-06-08 08:55:44,1,0.049,0.04835417,61.14,BTC-30SEP22-40000-C,30475.1,buy,1.0,,,
2949,217185887,2022-06-08 08:55:47,1,0.049,0.04837976,61.14,BTC-30SEP22-40000-C,30470.82,buy,1.0,,,
2950,217185888,2022-06-08 08:55:50,1,0.049,0.04833436,61.16,BTC-30SEP22-40000-C,30467.74,buy,0.6,,,
2951,217185895,2022-06-08 08:56:12,1,0.049,0.04831003,61.17,BTC-30SEP22-40000-C,30461.11,buy,1.0,,,
2952,217186104,2022-06-08 09:04:45,2,0.0485,0.0481818,61.05,BTC-30SEP22-40000-C,30428.61,sell,1.0,,,
2953,217186105,2022-06-08 09:04:45,3,0.0485,0.0481818,61.05,BTC-30SEP22-40000-C,30428.61,sell,0.6,,,
2954,217202163,2022-06-08 13:35:20,0,0.0495,0.05009426,61.29,BTC-30SEP22-40000-C,30502.49,buy,1.0,,,
2955,217203809,2022-06-08 13:39:38,0,0.05,0.05073902,61.11,BTC-30SEP22-40000-C,30619.11,buy,0.1,,,
2956,217203812,2022-06-08 13:39:38,1,0.05,0.05073902,61.11,BTC-30SEP22-40000-C,30619.11,buy,0.1,,,
2957,217209865,2022-06-08 14:00:53,1,0.05,0.05069096,60.84,BTC-30SEP22-40000-C,30675.1,sell,2.7,,,
2958,217221746,2022-06-08 16:05:58,2,0.048,0.04803499,60.85,BTC-30SEP22-40000-C,30447.62,sell,0.1,,,
2959,217242289,2022-06-08 23:25:10,2,0.0455,0.04608543,60.09,BTC-30SEP22-40000-C,30315.39,sell,0.1,,,
2960,217242290,2022-06-08 23:25:10,3,0.0455,0.04608543,60.09,BTC-30SEP22-40000-C,30315.39,sell,0.1,,,
2961,217242291,2022-06-08 23:25:10,3,0.0455,0.04608543,60.09,BTC-30SEP22-40000-C,30315.39,sell,0.1,,,
2962,217242683,2022-06-08 23:34:08,0,0.046,0.04604961,60.38,BTC-30SEP22-40000-C,30321.74,buy,2.0,,,
2963,217245046,2022-06-09 00:40:16,2,0.0445,0.04469324,60.39,BTC-30SEP22-40000-C,30117.67,sell,0.1,,,
2964,217245048,2022-06-09 00:40:16,3,0.0445,0.04469324,60.42,BTC-30SEP22-40000-C,30110.8,sell,0.1,,,
2965,217245049,2022-06-09 00:40:16,3,0.0445,0.04469324,60.42,BTC-30SEP22-40000-C,30110.8,sell,0.1,,,
2966,217249965,2022-06-09 03:56:33,0,0.045,0.04511782,60.04,BTC-30SEP22-40000-C,30265.51,buy,2.2,,,
2967,217249967,2022-06-09 03:56:35,1,0.045,0.04516966,60.01,BTC-30SEP22-40000-C,30273.13,buy,2.4,,,
2968,217253569,2022-06-09 06:23:22,1,0.045,0.04534378,60.0,BTC-30SEP22-40000-C,30296.44,sell,4.8,,,
2969,217265034,2022-06-09 09:36:32,0,0.0475,0.04769807,59.88,BTC-30SEP22-40000-C,30662.65,buy,0.2,,,
2970,217291303,2022-06-09 15:01:29,2,0.044,0.04405583,60.53,BTC-30SEP22-40000-C,30052.32,sell,0.5,,,
2971,217292670,2022-06-09 15:10:31,3,0.044,0.04421217,60.44,BTC-30SEP22-40000-C,30079.95,buy,1.0,,,
2972,217294627,2022-06-09 15:38:06,0,0.0445,0.04487901,60.19,BTC-30SEP22-40000-C,30209.2,buy,1.0,,,
2973,217311198,2022-06-09 20:08:00,0,0.045,0.0442162,61.46,BTC-30SEP22-40000-C,29972.46,sell,0.2,,,
2974,217333489,2022-06-10 00:24:03,2,0.044,0.04292339,61.84,BTC-30SEP22-40000-C,29752.27,buy,0.1,,,
2975,217399872,2022-06-10 11:36:16,0,0.0445,0.04485177,61.02,BTC-30SEP22-40000-C,30041.21,buy,0.1,,,
2976,217399880,2022-06-10 11:36:16,1,0.0445,0.04485177,61.02,BTC-30SEP22-40000-C,30041.21,buy,0.1,,,
2977,217399881,2022-06-10 11:36:16,1,0.0445,0.0448542,61.02,BTC-30SEP22-40000-C,30045.66,buy,0.3,,,
2978,217399882,2022-06-10 11:36:17,1,0.0445,0.0448542,61.02,BTC-30SEP22-40000-C,30045.66,buy,0.2,,,
2979,217399883,2022-06-10 11:36:17,1,0.0445,0.0448542,61.0,BTC-30SEP22-40000-C,30045.66,buy,0.1,,,
2980,217399898,2022-06-10 11:36:18,1,0.0445,0.04490635,60.99,BTC-30SEP22-40000-C,30048.25,buy,0.2,,,
2981,217415800,2022-06-10 12:33:26,2,0.0415,0.04181668,61.55,BTC-30SEP22-40000-C,29488.37,sell,5.0,,,
2982,217439125,2022-06-10 13:29:27,3,0.0415,0.04170568,62.01,BTC-30SEP22-40000-C,29376.14,sell,1.0,,,
2983,217458122,2022-06-10 14:24:08,0,0.043,0.04292094,62.82,BTC-30SEP22-40000-C,29395.58,sell,0.2,,41287,
2984,217482860,2022-06-10 16:28:45,2,0.041,0.0400279,63.49,BTC-30SEP22-40000-C,28941.39,sell,0.1,,,
2985,217482861,2022-06-10 16:28:45,3,0.041,0.0400279,63.49,BTC-30SEP22-40000-C,28941.39,sell,0.1,,,
2986,217482877,2022-06-10 16:28:46,3,0.041,0.0400279,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.3,,,
2987,217482881,2022-06-10 16:28:46,3,0.041,0.0400279,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.4,,,
2988,217482882,2022-06-10 16:28:46,3,0.041,0.0400279,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.2,,,
2989,217482883,2022-06-10 16:28:46,3,0.041,0.0400279,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.1,,,
2990,217482885,2022-06-10 16:28:46,3,0.041,0.03999264,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.2,,,
2991,217482886,2022-06-10 16:28:46,3,0.041,0.03999264,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.2,,,
2992,217482891,2022-06-10 16:28:46,3,0.041,0.03999264,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.1,,,
2993,217482896,2022-06-10 16:28:46,3,0.041,0.03999264,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.1,,,
2994,217482897,2022-06-10 16:28:46,3,0.041,0.03999264,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.2,,,
2995,217482898,2022-06-10 16:28:46,3,0.041,0.03999264,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.1,,,
2996,217482899,2022-06-10 16:28:46,3,0.041,0.03999264,63.52,BTC-30SEP22-40000-C,28936.03,sell,0.2,,,
2997,217491290,2022-06-10 16:43:29,0,0.0415,0.04104445,63.55,BTC-30SEP22-40000-C,28991.23,sell,0.5,,,
2998,217516945,2022-06-10 20:11:38,2,0.041,0.04110302,62.78,BTC-30SEP22-40000-C,29118.51,sell,0.1,,,
2999,217518602,2022-06-10 20:30:06,2,0.0405,0.04102415,62.28,BTC-30SEP22-40000-C,29176.06,sell,0.1,,,
3000,217518856,2022-06-10 20:35:56,0,0.0415,0.04087821,62.9,BTC-30SEP22-40000-C,29167.8,buy,2.7,,,
3001,217518857,2022-06-10 20:35:56,1,0.0415,0.04087821,62.9,BTC-30SEP22-40000-C,29167.8,buy,3.3,,,
3002,217518858,2022-06-10 20:35:56,0,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,buy,25.0,,,
3003,217518859,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,buy,3.1,,,
3004,217518860,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,buy,9.9,,,
3005,217518861,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,25.0,,,
3006,217518862,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,5.9,,,
3007,217518863,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,3.9,,,
3008,217518864,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,3.0,,,
3009,217518865,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,2.4,,,
3010,217518866,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,1.8,,,
3011,217518867,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,1.4,,,
3012,217518868,2022-06-10 20:35:56,1,0.042,0.04087821,63.19,BTC-30SEP22-40000-C,29167.8,sell,1.1,,,
3013,217518869,2022-06-10 20:35:56,1,0.042,0.04088194,63.19,BTC-30SEP22-40000-C,29167.8,sell,0.9,,,
3014,217518870,2022-06-10 20:35:56,1,0.042,0.04088194,63.19,BTC-30SEP22-40000-C,29167.8,sell,0.7,,,
3015,217518871,2022-06-10 20:35:56,1,0.042,0.04088194,63.19,BTC-30SEP22-40000-C,29167.8,sell,9.9,,,
3016,217518941,2022-06-10 20:36:57,2,0.0415,0.04097675,62.87,BTC-30SEP22-40000-C,29181.5,sell,2.3,,,
3017,217518952,2022-06-10 20:37:21,3,0.0415,0.04102602,62.85,BTC-30SEP22-40000-C,29185.24,sell,3.1,,,
3018,217519680,2022-06-10 20:50:57,3,0.0415,0.04109593,63.01,BTC-30SEP22-40000-C,29155.51,sell,2.2,,,
3019,217520487,2022-06-10 21:20:01,3,0.0415,0.04125592,63.07,BTC-30SEP22-40000-C,29138.47,sell,2.2,,,
3020,217520743,2022-06-10 21:30:21,2,0.041,0.04131443,62.79,BTC-30SEP22-40000-C,29144.76,sell,0.1,,,
